date,idx,date
2022-04-21 15:54:26,142,2022-04-21 15:54:26
2022-04-21 15:54:26,143,2022-04-21 15:54:26
2022-04-21 15:54:28,144,2022-04-21 15:54:28
2022-04-21 15:54:29,145,2022-04-21 15:54:29
2022-04-21 15:54:30,146,2022-04-21 15:54:30
2022-04-21 15:54:31,147,2022-04-21 15:54:31
2022-04-21 15:54:33,148,2022-04-21 15:54:33
2022-04-21 15:54:34,149,2022-04-21 15:54:34
2022-04-21 15:54:35,150,2022-04-21 15:54:35
2022-04-21 15:54:37,151,2022-04-21 15:54:37
2022-04-21 15:54:37,152,2022-04-21 15:54:37
2022-04-21 15:54:37,153,2022-04-21 15:54:37
2022-04-21 15:54:40,154,2022-04-21 15:54:40
2022-04-21 15:54:45,155,2022-04-21 15:54:45
2022-04-21 15:54:45,156,2022-04-21 15:54:45
2022-04-21 15:54:49,157,2022-04-21 15:54:49
2022-04-21 15:54:52,158,2022-04-21 15:54:52
2022-04-21 15:54:52,159,2022-04-21 15:54:52
2022-04-21 15:54:55,160,2022-04-21 15:54:55
2022-04-21 15:54:57,161,2022-04-21 15:54:57
2022-04-21 15:54:59,162,2022-04-21 15:54:59
2022-04-21 15:55:03,163,2022-04-21 15:55:03
2022-04-21 15:55:06,164,2022-04-21 15:55:06
2022-04-21 15:55:09,165,2022-04-21 15:55:09
2022-04-21 15:55:09,166,2022-04-21 15:55:09
2022-04-21 15:55:17,167,2022-04-21 15:55:17
2022-04-21 15:55:18,168,2022-04-21 15:55:18
2022-04-21 15:55:24,169,2022-04-21 15:55:24
2022-04-21 15:55:26,170,2022-04-21 15:55:26
2022-04-21 15:55:29,171,2022-04-21 15:55:29
2022-04-21 15:55:29,172,2022-04-21 15:55:29
2022-04-21 15:55:32,173,2022-04-21 15:55:32
2022-04-21 15:55:32,174,2022-04-21 15:55:32
2022-04-21 15:55:36,175,2022-04-21 15:55:36
2022-04-21 15:55:36,176,2022-04-21 15:55:36
2022-04-21 15:55:40,177,2022-04-21 15:55:40
2022-04-21 15:55:41,178,2022-04-21 15:55:41
2022-04-21 15:55:42,179,2022-04-21 15:55:42
2022-04-21 15:55:44,180,2022-04-21 15:55:44
2022-04-21 15:55:44,181,2022-04-21 15:55:44
2022-04-21 15:55:46,182,2022-04-21 15:55:46
2022-04-21 15:55:48,183,2022-04-21 15:55:48
2022-04-21 15:55:48,184,2022-04-21 15:55:48
2022-04-21 15:55:49,185,2022-04-21 15:55:49
2022-04-21 15:55:51,186,2022-04-21 15:55:51
2022-04-21 15:55:52,187,2022-04-21 15:55:52
2022-04-21 15:55:54,188,2022-04-21 15:55:54
2022-04-21 15:55:54,189,2022-04-21 15:55:54
2022-04-21 15:55:58,190,2022-04-21 15:55:58
2022-04-21 15:55:58,191,2022-04-21 15:55:58
2022-04-21 15:56:01,192,2022-04-21 15:56:01
2022-04-21 15:56:04,193,2022-04-21 15:56:04
2022-04-21 15:56:06,194,2022-04-21 15:56:06
2022-04-21 15:56:06,195,2022-04-21 15:56:06
2022-04-21 15:56:10,196,2022-04-21 15:56:10
2022-04-21 15:56:11,197,2022-04-21 15:56:11
2022-04-21 15:56:11,198,2022-04-21 15:56:11
2022-04-21 15:56:14,199,2022-04-21 15:56:14
2022-04-21 15:56:14,200,2022-04-21 15:56:14
2022-04-21 15:56:17,201,2022-04-21 15:56:17
2022-04-21 15:56:20,202,2022-04-21 15:56:20
2022-04-21 15:56:23,203,2022-04-21 15:56:23
2022-04-21 15:56:23,204,2022-04-21 15:56:23
2022-04-21 15:56:24,205,2022-04-21 15:56:24
2022-04-21 15:56:27,206,2022-04-21 15:56:27
2022-04-21 15:56:29,207,2022-04-21 15:56:29
2022-04-21 15:56:29,208,2022-04-21 15:56:29
2022-04-21 15:56:31,209,2022-04-21 15:56:31
2022-04-21 15:56:32,210,2022-04-21 15:56:32
2022-04-21 15:56:35,211,2022-04-21 15:56:35
2022-04-21 15:56:38,212,2022-04-21 15:56:38
2022-04-21 15:56:38,213,2022-04-21 15:56:38
2022-04-21 15:56:39,214,2022-04-21 15:56:39
2022-04-21 15:56:41,215,2022-04-21 15:56:41
2022-04-21 15:56:42,216,2022-04-21 15:56:42
2022-04-21 15:56:44,217,2022-04-21 15:56:44
2022-04-21 15:56:45,218,2022-04-21 15:56:45
2022-04-21 15:56:46,219,2022-04-21 15:56:46
2022-04-21 15:56:47,220,2022-04-21 15:56:47
2022-04-21 15:56:50,221,2022-04-21 15:56:50
2022-04-21 15:56:50,222,2022-04-21 15:56:50
2022-04-21 15:56:51,223,2022-04-21 15:56:51
2022-04-21 15:56:52,224,2022-04-21 15:56:52
2022-04-21 15:56:54,226,2022-04-21 15:56:54
2022-04-21 15:56:55,227,2022-04-21 15:56:55
2022-04-21 15:56:57,229,2022-04-21 15:56:57
2022-04-21 15:57:01,231,2022-04-21 15:57:01
2022-04-21 15:57:04,232,2022-04-21 15:57:04
2022-04-21 15:57:04,233,2022-04-21 15:57:04
2022-04-21 15:57:05,234,2022-04-21 15:57:05
2022-04-21 15:57:07,235,2022-04-21 15:57:07
2022-04-21 15:57:09,236,2022-04-21 15:57:09
2022-04-21 15:57:09,237,2022-04-21 15:57:09
2022-04-21 15:57:11,238,2022-04-21 15:57:11
2022-04-21 15:57:14,239,2022-04-21 15:57:14
2022-04-21 15:57:15,240,2022-04-21 15:57:15
2022-04-21 15:57:17,241,2022-04-21 15:57:17
2022-04-21 15:57:20,242,2022-04-21 15:57:20
2022-04-21 15:57:22,243,2022-04-21 15:57:22
2022-04-21 15:57:25,244,2022-04-21 15:57:25
2022-04-21 15:57:25,245,2022-04-21 15:57:25
2022-04-21 15:57:27,246,2022-04-21 15:57:27
2022-04-21 15:57:28,247,2022-04-21 15:57:28
2022-04-21 15:57:29,248,2022-04-21 15:57:29
2022-04-21 15:57:29,249,2022-04-21 15:57:29
2022-04-21 15:57:32,250,2022-04-21 15:57:32
2022-04-21 15:57:34,251,2022-04-21 15:57:34
2022-04-21 15:57:36,252,2022-04-21 15:57:36
2022-04-21 15:57:37,253,2022-04-21 15:57:37
2022-04-21 15:57:41,254,2022-04-21 15:57:41
2022-04-21 15:57:42,255,2022-04-21 15:57:42
2022-04-21 15:57:43,256,2022-04-21 15:57:43
2022-04-21 15:57:44,257,2022-04-21 15:57:44
2022-04-21 15:57:56,258,2022-04-21 15:57:56
2022-04-21 15:58:02,260,2022-04-21 15:58:02
2022-04-21 15:58:06,261,2022-04-21 15:58:06
2022-04-21 15:58:11,262,2022-04-21 15:58:11
2022-04-21 15:58:20,264,2022-04-21 15:58:20
2022-04-21 15:58:24,265,2022-04-21 15:58:24
2022-04-21 15:58:31,266,2022-04-21 15:58:31
2022-04-21 15:58:33,267,2022-04-21 15:58:33
2022-04-21 15:58:42,270,2022-04-21 15:58:42
2022-04-21 15:58:52,273,2022-04-21 15:58:52
2022-04-21 15:58:58,274,2022-04-21 15:58:58
2022-04-21 15:59:01,275,2022-04-21 15:59:01
2022-04-21 15:59:04,276,2022-04-21 15:59:04
2022-04-21 15:59:09,277,2022-04-21 15:59:09
2022-04-21 15:59:12,278,2022-04-21 15:59:12
2022-04-21 15:59:15,279,2022-04-21 15:59:15
2022-04-21 15:59:19,280,2022-04-21 15:59:19
2022-04-21 15:59:22,281,2022-04-21 15:59:22
2022-04-21 15:59:29,282,2022-04-21 15:59:29
2022-04-21 15:59:31,283,2022-04-21 15:59:31
2022-04-21 15:59:35,284,2022-04-21 15:59:35
2022-04-21 15:59:37,285,2022-04-21 15:59:37
2022-04-21 15:59:41,286,2022-04-21 15:59:41
2022-04-21 15:59:45,287,2022-04-21 15:59:45
2022-04-21 15:59:48,288,2022-04-21 15:59:48
2022-04-21 15:59:52,289,2022-04-21 15:59:52
2022-04-21 15:59:56,290,2022-04-21 15:59:56
2022-04-21 15:59:59,291,2022-04-21 15:59:59
2022-04-21 16:00:02,292,2022-04-21 16:00:02
2022-04-21 16:00:04,293,2022-04-21 16:00:04
2022-04-21 16:00:07,294,2022-04-21 16:00:07
2022-04-21 16:00:10,295,2022-04-21 16:00:10
2022-04-21 16:00:14,296,2022-04-21 16:00:14
2022-04-21 16:00:17,297,2022-04-21 16:00:17
2022-04-21 16:00:19,298,2022-04-21 16:00:19
2022-04-21 16:00:21,299,2022-04-21 16:00:21
2022-04-21 16:00:24,300,2022-04-21 16:00:24
2022-04-21 16:00:27,301,2022-04-21 16:00:27
2022-04-21 16:00:27,302,2022-04-21 16:00:27
2022-04-21 16:00:31,303,2022-04-21 16:00:31
2022-04-21 16:00:34,304,2022-04-21 16:00:34
2022-04-21 16:00:35,305,2022-04-21 16:00:35
2022-04-21 16:00:37,306,2022-04-21 16:00:37
2022-04-21 16:00:40,307,2022-04-21 16:00:40
2022-04-21 16:00:40,308,2022-04-21 16:00:40
2022-04-21 16:00:42,309,2022-04-21 16:00:42
2022-04-21 16:00:44,310,2022-04-21 16:00:44
2022-04-21 16:00:48,311,2022-04-21 16:00:48
2022-04-21 16:00:49,312,2022-04-21 16:00:49
2022-04-21 16:00:53,315,2022-04-21 16:00:53
2022-04-21 16:01:04,317,2022-04-21 16:01:04
2022-04-21 16:01:07,318,2022-04-21 16:01:07
2022-04-21 16:01:09,319,2022-04-21 16:01:09
2022-04-21 16:01:12,320,2022-04-21 16:01:12
2022-04-21 16:01:15,321,2022-04-21 16:01:15
2022-04-21 16:01:15,322,2022-04-21 16:01:15
2022-04-21 16:01:18,323,2022-04-21 16:01:18
2022-04-21 16:01:20,324,2022-04-21 16:01:20
2022-04-21 16:01:21,325,2022-04-21 16:01:21
2022-04-21 16:01:22,326,2022-04-21 16:01:22
2022-04-21 16:01:25,327,2022-04-21 16:01:25
2022-04-21 16:01:27,328,2022-04-21 16:01:27
2022-04-21 16:01:31,329,2022-04-21 16:01:31
2022-04-21 16:01:32,330,2022-04-21 16:01:32
2022-04-21 16:01:36,331,2022-04-21 16:01:36
2022-04-21 16:01:35,332,2022-04-21 16:01:35
2022-04-21 16:01:38,333,2022-04-21 16:01:38
2022-04-21 16:01:39,334,2022-04-21 16:01:39
2022-04-21 16:01:39,335,2022-04-21 16:01:39
2022-04-21 16:01:39,336,2022-04-21 16:01:39
2022-04-21 16:01:41,337,2022-04-21 16:01:41
2022-04-21 16:01:42,338,2022-04-21 16:01:42
2022-04-21 16:01:42,339,2022-04-21 16:01:42
2022-04-21 16:01:43,340,2022-04-21 16:01:43
2022-04-21 16:01:44,341,2022-04-21 16:01:44
2022-04-21 16:01:45,342,2022-04-21 16:01:45
2022-04-21 16:01:47,343,2022-04-21 16:01:47
2022-04-21 16:01:48,344,2022-04-21 16:01:48
2022-04-21 16:01:48,345,2022-04-21 16:01:48
2022-04-21 16:01:49,346,2022-04-21 16:01:49
2022-04-21 16:01:52,347,2022-04-21 16:01:52
2022-04-21 16:01:53,348,2022-04-21 16:01:53
2022-04-21 16:01:56,349,2022-04-21 16:01:56
2022-04-21 16:01:56,350,2022-04-21 16:01:56
2022-04-21 16:01:58,351,2022-04-21 16:01:58
2022-04-21 16:02:01,352,2022-04-21 16:02:01
2022-04-21 16:02:04,353,2022-04-21 16:02:04
2022-04-21 16:02:04,354,2022-04-21 16:02:04
2022-04-21 16:02:07,355,2022-04-21 16:02:07
2022-04-21 16:02:10,356,2022-04-21 16:02:10
2022-04-21 16:02:11,357,2022-04-21 16:02:11
2022-04-21 16:02:14,358,2022-04-21 16:02:14
2022-04-21 16:02:15,359,2022-04-21 16:02:15
2022-04-21 16:02:17,360,2022-04-21 16:02:17
2022-04-21 16:02:16,361,2022-04-21 16:02:16
2022-04-21 16:02:18,362,2022-04-21 16:02:18
2022-04-21 16:02:19,363,2022-04-21 16:02:19
2022-04-21 16:02:21,364,2022-04-21 16:02:21
2022-04-21 16:02:21,365,2022-04-21 16:02:21
2022-04-21 16:02:23,366,2022-04-21 16:02:23
2022-04-21 16:02:24,367,2022-04-21 16:02:24
2022-04-21 16:02:25,368,2022-04-21 16:02:25
2022-04-21 16:02:26,369,2022-04-21 16:02:26
2022-04-21 16:02:26,370,2022-04-21 16:02:26
2022-04-21 16:02:27,371,2022-04-21 16:02:27
2022-04-21 16:02:29,372,2022-04-21 16:02:29
2022-04-21 16:02:29,373,2022-04-21 16:02:29
2022-04-21 16:02:28,374,2022-04-21 16:02:28
2022-04-21 16:02:30,375,2022-04-21 16:02:30
2022-04-21 16:02:32,376,2022-04-21 16:02:32
2022-04-21 16:02:34,377,2022-04-21 16:02:34
2022-04-21 16:02:35,378,2022-04-21 16:02:35
2022-04-21 16:02:36,379,2022-04-21 16:02:36
2022-04-21 16:02:37,380,2022-04-21 16:02:37
2022-04-21 16:02:37,381,2022-04-21 16:02:37
2022-04-21 16:02:39,383,2022-04-21 16:02:39
2022-04-21 16:02:40,385,2022-04-21 16:02:40
2022-04-21 16:02:40,386,2022-04-21 16:02:40
2022-04-21 16:02:46,389,2022-04-21 16:02:46
2022-04-21 16:02:46,390,2022-04-21 16:02:46
2022-04-21 16:02:50,392,2022-04-21 16:02:50
2022-04-21 16:02:51,393,2022-04-21 16:02:51
2022-04-21 16:02:52,394,2022-04-21 16:02:52
2022-04-21 16:02:53,395,2022-04-21 16:02:53
2022-04-21 16:02:52,396,2022-04-21 16:02:52
2022-04-21 16:02:54,397,2022-04-21 16:02:54
2022-04-21 16:02:55,398,2022-04-21 16:02:55
2022-04-21 16:02:56,399,2022-04-21 16:02:56
2022-04-21 16:02:56,400,2022-04-21 16:02:56
2022-04-21 16:02:58,401,2022-04-21 16:02:58
2022-04-21 16:02:58,402,2022-04-21 16:02:58
2022-04-21 16:03:00,403,2022-04-21 16:03:00
2022-04-21 16:03:01,404,2022-04-21 16:03:01
2022-04-21 16:03:02,405,2022-04-21 16:03:02
2022-04-21 16:03:05,406,2022-04-21 16:03:05
2022-04-21 16:03:04,407,2022-04-21 16:03:04
2022-04-21 16:03:07,408,2022-04-21 16:03:07
2022-04-21 16:03:09,409,2022-04-21 16:03:09
2022-04-21 16:03:10,410,2022-04-21 16:03:10
2022-04-21 16:03:10,411,2022-04-21 16:03:10
2022-04-21 16:03:13,412,2022-04-21 16:03:13
2022-04-21 16:03:14,413,2022-04-21 16:03:14
2022-04-21 16:03:15,414,2022-04-21 16:03:15
2022-04-21 16:03:16,415,2022-04-21 16:03:16
2022-04-21 16:03:16,416,2022-04-21 16:03:16
2022-04-21 16:03:18,417,2022-04-21 16:03:18
2022-04-21 16:03:18,418,2022-04-21 16:03:18
2022-04-21 16:03:18,419,2022-04-21 16:03:18
2022-04-21 16:03:20,420,2022-04-21 16:03:20
2022-04-21 16:03:21,421,2022-04-21 16:03:21
2022-04-21 16:03:24,422,2022-04-21 16:03:24
2022-04-21 16:03:25,423,2022-04-21 16:03:25
2022-04-21 16:03:25,424,2022-04-21 16:03:25
2022-04-21 16:03:32,425,2022-04-21 16:03:32
2022-04-21 16:03:32,426,2022-04-21 16:03:32
2022-04-21 16:03:34,427,2022-04-21 16:03:34
2022-04-21 16:03:35,428,2022-04-21 16:03:35
2022-04-21 16:03:36,429,2022-04-21 16:03:36
2022-04-21 16:03:36,430,2022-04-21 16:03:36
2022-04-21 16:03:38,431,2022-04-21 16:03:38
2022-04-21 16:03:39,432,2022-04-21 16:03:39
2022-04-21 16:03:39,433,2022-04-21 16:03:39
2022-04-21 16:03:41,434,2022-04-21 16:03:41
2022-04-21 16:03:42,435,2022-04-21 16:03:42
2022-04-21 16:03:42,436,2022-04-21 16:03:42
2022-04-21 16:03:44,437,2022-04-21 16:03:44
2022-04-21 16:03:46,438,2022-04-21 16:03:46
2022-04-21 16:03:47,439,2022-04-21 16:03:47
2022-04-21 16:03:49,440,2022-04-21 16:03:49
2022-04-21 16:03:50,441,2022-04-21 16:03:50
2022-04-21 16:03:49,442,2022-04-21 16:03:49
2022-04-21 16:03:51,443,2022-04-21 16:03:51
2022-04-21 16:03:53,444,2022-04-21 16:03:53
2022-04-21 16:03:56,445,2022-04-21 16:03:56
2022-04-21 16:03:55,446,2022-04-21 16:03:55
2022-04-21 16:03:59,447,2022-04-21 16:03:59
2022-04-21 16:04:00,448,2022-04-21 16:04:00
2022-04-21 16:04:00,449,2022-04-21 16:04:00
2022-04-21 16:04:00,450,2022-04-21 16:04:00
2022-04-21 16:04:01,451,2022-04-21 16:04:01
2022-04-21 16:04:03,452,2022-04-21 16:04:03
2022-04-21 16:04:05,453,2022-04-21 16:04:05
2022-04-21 16:04:06,454,2022-04-21 16:04:06
2022-04-21 16:04:07,455,2022-04-21 16:04:07
2022-04-21 16:04:08,456,2022-04-21 16:04:08
2022-04-21 16:04:09,457,2022-04-21 16:04:09
2022-04-21 16:04:10,458,2022-04-21 16:04:10
2022-04-21 16:04:11,459,2022-04-21 16:04:11
2022-04-21 16:04:10,460,2022-04-21 16:04:10
2022-04-21 16:04:12,461,2022-04-21 16:04:12
2022-04-21 16:04:15,462,2022-04-21 16:04:15
2022-04-21 16:04:14,463,2022-04-21 16:04:14
2022-04-21 16:04:15,464,2022-04-21 16:04:15
2022-04-21 16:04:17,465,2022-04-21 16:04:17
2022-04-21 16:04:17,466,2022-04-21 16:04:17
2022-04-21 16:04:18,467,2022-04-21 16:04:18
2022-04-21 16:04:18,468,2022-04-21 16:04:18
2022-04-21 16:04:21,470,2022-04-21 16:04:21
2022-04-21 16:04:22,471,2022-04-21 16:04:22
2022-04-21 16:04:24,473,2022-04-21 16:04:24
2022-04-21 16:04:26,474,2022-04-21 16:04:26
2022-04-21 16:04:25,475,2022-04-21 16:04:25
2022-04-21 16:04:27,476,2022-04-21 16:04:27
2022-04-21 16:04:29,478,2022-04-21 16:04:29
2022-04-21 16:04:29,479,2022-04-21 16:04:29
2022-04-21 16:04:29,480,2022-04-21 16:04:29
2022-04-21 16:04:31,481,2022-04-21 16:04:31
2022-04-21 16:04:30,482,2022-04-21 16:04:30
2022-04-21 16:04:33,483,2022-04-21 16:04:33
2022-04-21 16:04:35,484,2022-04-21 16:04:35
2022-04-21 16:04:35,485,2022-04-21 16:04:35
2022-04-21 16:04:37,486,2022-04-21 16:04:37
2022-04-21 16:04:38,487,2022-04-21 16:04:38
2022-04-21 16:04:39,488,2022-04-21 16:04:39
2022-04-21 16:04:40,489,2022-04-21 16:04:40
2022-04-21 16:04:42,490,2022-04-21 16:04:42
2022-04-21 16:04:44,491,2022-04-21 16:04:44
2022-04-21 16:04:43,492,2022-04-21 16:04:43
2022-04-21 16:04:46,493,2022-04-21 16:04:46
2022-04-21 16:04:46,494,2022-04-21 16:04:46
2022-04-21 16:04:45,495,2022-04-21 16:04:45
2022-04-21 16:04:50,496,2022-04-21 16:04:50
2022-04-21 16:04:49,497,2022-04-21 16:04:49
2022-04-21 16:04:50,498,2022-04-21 16:04:50
2022-04-21 16:04:52,499,2022-04-21 16:04:52
2022-04-21 16:04:51,500,2022-04-21 16:04:51
2022-04-21 16:04:53,501,2022-04-21 16:04:53
2022-04-21 16:04:53,502,2022-04-21 16:04:53
2022-04-21 16:04:54,503,2022-04-21 16:04:54
2022-04-21 16:04:55,504,2022-04-21 16:04:55
2022-04-21 16:04:55,505,2022-04-21 16:04:55
2022-04-21 16:04:58,506,2022-04-21 16:04:58
2022-04-21 16:04:59,507,2022-04-21 16:04:59
2022-04-21 16:05:01,508,2022-04-21 16:05:01
2022-04-21 16:05:01,509,2022-04-21 16:05:01
2022-04-21 16:05:03,510,2022-04-21 16:05:03
2022-04-21 16:05:05,511,2022-04-21 16:05:05
2022-04-21 16:05:06,512,2022-04-21 16:05:06
2022-04-21 16:05:06,513,2022-04-21 16:05:06
2022-04-21 16:05:08,514,2022-04-21 16:05:08
2022-04-21 16:05:08,515,2022-04-21 16:05:08
2022-04-21 16:05:10,516,2022-04-21 16:05:10
2022-04-21 16:05:11,517,2022-04-21 16:05:11
2022-04-21 16:05:11,518,2022-04-21 16:05:11
2022-04-21 16:05:14,519,2022-04-21 16:05:14
2022-04-21 16:05:14,520,2022-04-21 16:05:14
