month,0,1,2,3,4,5,6,7,8,9
1,4.0775550979632614e-05,6.116332646944892e-05,6.116415780352713e-05,9.514359887458715e-05,9.514295228580943e-05,0.0001631033123564351,0.00014271539831188073,0.00020387775489816306,0.0002786367188827347,0.0005300821627352239
2,0.0006727965911639381,0.0008970621215519175,0.0009038703319854566,0.0010533755589686433,0.0010397765499806316,0.0010261916735759041,0.0010941513870577522,0.0010873480261235364,0.0010669747527948623,0.0009582254480213664
3,0.002929043745370276,0.0028135130175946503,0.003642665398076727,0.003955255324643551,0.004403759505800322,0.004702812172943879,0.005164938224620445,0.005130923498270437,0.005790206938733902,0.005790128239107831
4,0.03529123937287203,0.03424466689772812,0.03427231642257637,0.03302842075217811,0.03266121633468572,0.033687629972952035,0.032600274557242466,0.033130135170951494,0.03300825716130348,0.032511705981093736
5,0.14821912781096455,0.1428231632313265,0.13969214040572225,0.1378494828265804,0.13800485229056658,0.1351650741440474,0.1350359506884319,0.132146764799826,0.13210098882055116,0.12778378084500533
6,0.18826751479812703,0.16934086321841424,0.15910156648204152,0.15267829230831964,0.14590851325545204,0.14167561469560844,0.13532817745640385,0.13142639673251919,0.12908355703557714,0.12320332728495993
7,0.24336887602193724,0.2330050901479473,0.2280607563967515,0.2207739252171313,0.2192433416923213,0.21560898699251083,0.21130034115776167,0.20773104446573834,0.20381936185395358,0.1945673374244803
8,0.16897388325959756,0.1748319707503381,0.17777702266471848,0.17882919005613473,0.18061530306428267,0.17865249480108192,0.18253979041224364,0.1829938768714279,0.18366237384892453,0.18530449142694042
9,0.1114463767524992,0.12461687971892053,0.1287709402290258,0.13260299294578173,0.13341080688019463,0.13699319043670913,0.14181153412257214,0.14219114219114218,0.14220666689320058,0.14729488198875954
10,0.07727646503156707,0.08778296533398575,0.09390737028101533,0.10078425509358052,0.10443977790916567,0.1089258287687059,0.11034618678047653,0.11652972877462674,0.11874001834924734,0.12615275880582003
11,0.019286835613366225,0.02363622771786037,0.026776309082877432,0.030357604012341485,0.03185250124025634,0.033939080912834874,0.03498566050045533,0.03728244544571075,0.03972951850215774,0.04500261643118786
12,0.0042270654515552475,0.00594643451786309,0.00703387814740562,0.007992062305465321,0.008325008325008326,0.009459992116673236,0.009650279314422411,0.010146316268765249,0.010513439124672942,0.010900663961888452
