month,0,1,2,3,4,5,6,7,8,9
1,0.05474270403740576,0.048740444981480995,0.045437232393811235,0.04240354621572812,0.04020961799877854,0.03809555081267444,0.03618405931296256,0.034024193230623744,0.029919356957104206,0.025473482360976123
2,0.0163650214084951,0.016417557592792037,0.015071317870183088,0.014940075521260877,0.014276614327836772,0.014329338368084059,0.013816925734024179,0.013390335841969083,0.01189287872021855,0.009857101578712339
3,0.24548188815046362,0.23861278205363945,0.2299246105755339,0.22257100640288952,0.2117654012096377,0.20241668034805452,0.19322024993925543,0.18079908585838686,0.16449736005673907,0.13257506107331424
4,0.2633179227192729,0.2722162389345662,0.2747182747117077,0.2767952717123625,0.2786041227499885,0.278115252011164,0.2767193995153569,0.27675768680142376,0.27299114765294596,0.2699900181249836
5,0.07864010086947384,0.08278389240589457,0.08688171478105546,0.09073715317681826,0.09564806241257708,0.10124445903792481,0.1068513301417811,0.11330890368677515,0.12330242454490531,0.14576821035488194
6,0.06035750873414064,0.05889962961990071,0.06236045076046127,0.06487604662616976,0.0701747473354479,0.07098998522410113,0.07545459918438109,0.08132051433599959,0.09020462843783655,0.10610339121069637
7,0.028514014027161208,0.029722346265990702,0.03259213533321075,0.03316368412411755,0.03522528024586773,0.03812838614349039,0.04018991705904371,0.04139905696310598,0.04491187055084189,0.05085502639943261
8,0.06337833933121437,0.06578186976279912,0.06746959468333814,0.06901986537514365,0.07151441123741603,0.07415531111475948,0.07581578307951956,0.0794620224069769,0.08430087472746854,0.09059864982006356
9,0.0482741863458457,0.05206992566129922,0.05386928997346923,0.05545887374815301,0.05716556013055156,0.058978821211623705,0.062130196943727546,0.06385200362504433,0.06662244871155008,0.06931492815676797
10,0.0564763981192046,0.05761906012766293,0.05820352517796632,0.05884747988835987,0.0580521024186187,0.058670169101953704,0.05841328631375717,0.057823397296977816,0.05767816333499698,0.055859097953715624
11,0.04711839029131314,0.04656676035619533,0.04483963329743361,0.044682318174355605,0.043368335336262206,0.042075192907568545,0.04035409155683393,0.03825341161327607,0.03652578213244372,0.031180225380230634
12,0.03733352596600909,0.03056949223777877,0.02863222044182931,0.026504679034641276,0.02399574459701728,0.022800853718601216,0.02085016121935683,0.019609388339440745,0.01715306417294912,0.012424807586225012
