,0,1,idx
369917_b,20.604167980000835,7.171475587326195,369917_b
563988_d,20.604167980000835,7.171475587326195,563988_d
399963_b,20.604167980000835,7.171475587326195,399963_b
192466_d,20.604167980000835,7.171475587326195,192466_d
224695_b,20.604167980000835,7.171475587326195,224695_b
79056_b,20.604167980000835,7.171475587326195,79056_b
3106_b,20.604167980000835,7.171475587326195,3106_b
623302_b,20.604167980000835,7.171475587326195,623302_b
292245_d,20.604167980000835,7.171475587326195,292245_d
568108_d,20.604167980000835,7.171475587326195,568108_d
397377_b,20.604167980000835,7.171475587326195,397377_b
523076_b,20.604167980000835,7.171475587326195,523076_b
238587_b,20.604167980000835,7.171475587326195,238587_b
381485_d,20.604167980000835,7.171475587326195,381485_d
434858_b,20.604167980000835,7.171475587326195,434858_b
374689_d,20.604167980000835,7.171475587326195,374689_d
286391_b,20.604167980000835,7.171475587326195,286391_b
452948_d,20.604167980000835,7.171475587326195,452948_d
396124_b,20.604167980000835,7.171475587326195,396124_b
138440_b,20.604167980000835,7.171475587326195,138440_b
526490_d,20.604167980000835,7.171475587326195,526490_d
245506_b,20.604167980000835,7.171475587326195,245506_b
53082_d,20.604167980000835,7.171475587326195,53082_d
139953_b,20.604167980000835,7.171475587326195,139953_b
72785_b,20.604167980000835,7.171475587326195,72785_b
497594_b,20.604167980000835,7.171475587326195,497594_b
554461_b,20.604167980000835,7.171475587326195,554461_b
566994_d,20.604167980000835,7.171475587326195,566994_d
66130_b,20.645944830156658,5.475819691930685,66130_b
383846_d,20.680271950953284,6.949351689256532,383846_d
137352_d,20.688607721655067,5.286764325547766,137352_d
268585_b,20.710608198410327,3.6863025100835385,268585_b
428418_b,20.71094868729456,6.642660699938676,428418_b
613969_d,20.742064835265694,6.642869685199743,613969_d
436642_d,20.757476252552678,5.07657295330928,436642_d
287291_b,20.77013623103692,4.909991598784344,287291_b
621261_b,20.8049069601804,4.630346707486356,621261_b
10390_b,20.849360871553905,5.463739853600779,10390_b
443069_d,20.907577885465013,6.961336493595333,443069_d
473955_d,20.93455642899024,5.226804820812835,473955_d
426430_d,20.936624683161874,5.257133151912922,426430_d
323683_d,20.937484101523445,6.703208393164816,323683_d
90766_b,21.005457306308102,5.525191885900099,90766_b
609614_d,21.065526997212565,5.35651761616372,609614_d
360716_d,21.070074854438648,5.327586959694852,360716_d
235563_d,21.076775790577678,4.229948787037818,235563_d
410162_d,21.150092063634315,6.964925829294159,410162_d
270198_b,21.197853763088837,4.983684327903995,270198_b
449459_d,21.257487529864065,5.56108744738507,449459_d
615610_b,21.29423679266537,5.282485645963869,615610_b
398696_b,21.342058963172825,4.180054920800614,398696_b
477508_b,21.383199664522138,7.172487482430897,477508_b
320400_d,21.399660045300635,4.620717233496883,320400_d
559958_b,21.45770302654782,5.3745343725239065,559958_b
145338_d,21.49946913548714,5.378951994524668,145338_d
48444_b,21.541609396257527,7.200607474382515,48444_b
489153_d,21.541609396257527,7.200607474382515,489153_d
536304_d,21.541609396257527,7.200607474382515,536304_d
293248_d,21.541609396257527,7.200607474382515,293248_d
224405_b,21.541609396257527,7.200607474382515,224405_b
335947_d,21.55047521469719,3.9911887950356624,335947_d
6444_d,21.56509993606568,5.251018647832476,6444_d
208727_b,21.625315430745474,7.192246905233057,208727_b
13383_b,21.707058773458964,5.8376092299787405,13383_b
604383_b,21.756788774568015,5.223101658227264,604383_b
427583_d,22.02841226600013,5.747218854384402,427583_d
439868_d,22.04174996290188,5.720159624349226,439868_d
296001_b,22.109561047060005,5.474443897374516,296001_b
216678_b,22.11590750051864,7.2527367426703675,216678_b
222499_d,22.21660696622432,5.681819383177455,222499_d
226184_d,22.29222757818232,5.463276315856647,226184_d
106179_b,22.336862581836613,5.53167524021197,106179_b
259346_b,22.341838489182273,5.725495493742608,259346_b
135461_d,22.341838489182273,5.725495493742608,135461_d
598174_d,22.341838489182273,5.725495493742608,598174_d
540721_b,22.34201937229829,5.285708424551036,540721_b
443129_d,22.37072939335611,7.292661542617722,443129_d
537597_b,22.40238579907806,5.671539645025578,537597_b
279745_b,22.47311536923086,3.9645876248842824,279745_b
468307_d,22.47482996456329,5.913606864902024,468307_d
451127_d,22.487606339596493,7.284075807856431,451127_d
489902_d,22.493769982115865,7.297714512772929,489902_d
612628_d,22.49406843333391,5.381715352761133,612628_d
508872_b,22.540128430702254,4.830009611706057,508872_b
169490_b,22.566866700635074,4.894498415621423,169490_b
199819_d,22.622455249930677,6.133477284225986,199819_d
131490_d,22.65554523291498,6.07630387182092,131490_d
296080_d,22.65554523291498,6.07630387182092,296080_d
11734_d,22.65554523291498,6.07630387182092,11734_d
546375_b,22.690651010063736,4.232555208254267,546375_b
458886_d,22.698480370643853,5.799295750351307,458886_d
625184_d,22.706383454009888,4.621738289084378,625184_d
499265_d,22.731965841400108,5.96968088894505,499265_d
598297_d,22.761646032390466,5.668854760596146,598297_d
477964_d,22.772115864704567,5.489330342400459,477964_d
258801_d,22.816498339791462,5.417524284907603,258801_d
217724_d,22.825276926703417,5.475745224578814,217724_d
5722_d,22.86371318099088,5.65011739190524,5722_d
605846_b,22.952825009230075,5.545874449018028,605846_b
404012_b,22.992197994510978,5.580260516641768,404012_b
283513_b,23.027731904838568,4.540928772652655,283513_b
362776_b,23.097266719111786,5.9942613622158385,362776_b
595809_b,23.1204510425559,5.353408310199819,595809_b
35006_b,23.181012176810896,5.712537398703252,35006_b
341475_b,23.20006522522857,5.313981578759001,341475_b
259397_d,23.22111736996584,5.860636095110569,259397_d
56785_b,23.24596927992205,5.088046082016291,56785_b
602936_d,23.259824894152402,5.476200338135964,602936_d
58951_d,23.289019438450158,4.872691894525254,58951_d
118667_b,23.319561357072185,4.917748340227418,118667_b
131068_b,23.35106939045381,4.074926095373197,131068_b
318395_b,23.35573864565598,4.645385029960731,318395_b
53764_d,23.382569952458468,6.26264264460802,53764_d
490300_b,23.402470248766168,4.243978206872387,490300_b
164748_b,23.41625849838195,5.7370780157954355,164748_b
109346_d,23.417090891919237,6.0274537737602,109346_d
134881_b,23.430033055241093,6.161630678435168,134881_b
160330_d,23.4696348547254,6.037364216269566,160330_d
387900_b,23.517846010494072,6.028815609178907,387900_b
234973_d,23.533500086387708,5.824264683359345,234973_d
622921_d,23.58674022525963,5.281900666990725,622921_d
452133_b,23.621592560200398,5.3322278385690405,452133_b
408486_d,23.627010550046524,4.124483939732847,408486_d
626466_b,23.657898780611063,5.477319775458349,626466_b
272552_d,23.714388038177304,6.228906292012217,272552_d
464113_b,23.718790659746713,5.167019471955543,464113_b
594500_d,23.773095215125906,4.967774825025299,594500_d
54526_b,23.781477009857696,5.483877216273809,54526_b
60717_d,23.8723946735492,5.8613842862895655,60717_d
248461_b,23.957791408192527,5.870323520002876,248461_b
427277_b,24.020979029849492,5.859581802067984,427277_b
77146_d,24.05445690085883,5.708730107390947,77146_d
67675_d,24.06000759669949,5.481955095637722,67675_d
589751_d,24.06521460521832,5.294029967667153,589751_d
67423_b,24.140751901281416,5.04517063273148,67423_b
468323_d,24.25144967646856,5.023956719859002,468323_d
193147_b,24.25374704443204,4.22341396726966,193147_b
16462_d,24.27451887877354,4.426176432385055,16462_d
424824_d,24.281018123234272,6.239835843329803,424824_d
626672_d,24.281018123234272,6.239835843329803,626672_d
113025_b,24.298816851262377,6.282226968643248,113025_b
460599_b,24.317110687660442,5.545457245694889,460599_b
71858_d,24.352668118343495,5.446018948912258,71858_d
181906_d,24.358813042056443,5.1824133178125225,181906_d
505470_d,24.42153748598845,5.206925116434702,505470_d
329246_d,24.42689764597781,5.497910503506402,329246_d
171219_d,24.431884916298497,4.170116751636335,171219_d
265567_b,24.49719826268419,5.593540305687438,265567_b
52749_b,24.497475881926505,6.028238247452528,52749_b
464265_d,24.50520059586327,6.217590480319446,464265_d
301641_d,24.514418843477088,5.514362060282439,301641_d
65809_b,24.71557182318713,4.339295740614356,65809_b
331442_d,24.734406512584272,4.994819796898136,331442_d
350789_d,24.799322929990442,6.109899844630306,350789_d
268942_d,24.80093571668176,4.960357858521289,268942_d
586585_b,24.87620854074046,4.923772361639078,586585_b
389200_d,24.88853862338741,4.577709108310082,389200_d
203772_d,24.901423873968753,5.3898552969695634,203772_d
500555_b,24.907873004354812,5.149903527528621,500555_b
72192_b,24.923695944292696,4.895570347017648,72192_b
463419_d,24.95119917059142,5.270790262554188,463419_d
16056_d,24.954246683290606,6.265002226214856,16056_d
251428_d,24.954246683290606,6.265002226214856,251428_d
587770_b,24.954246683290606,6.265002226214856,587770_b
53112_b,24.954246683290606,6.265002226214856,53112_b
464328_b,25.045753316709387,6.265002226214856,464328_b
335125_d,25.045753316709387,6.265002226214856,335125_d
48269_b,25.045753316709387,6.265002226214856,48269_b
435525_d,25.045753316709387,6.265002226214856,435525_d
133440_b,25.045753316709387,6.265002226214856,133440_b
319454_d,25.071080471447008,5.652337003657414,319454_d
510719_b,25.071395940089953,6.015973154903852,510719_b
294712_d,25.119668401183883,5.2280019848812485,294712_d
13926_d,25.202810143180155,4.684844536868345,13926_d
569248_d,25.313220089751013,6.306497017494565,569248_d
100225_d,25.36628985734183,6.2530757130088706,100225_d
479577_b,25.366468563014067,6.259848968273414,479577_b
69146_d,25.386186491008605,5.94855638141513,69146_d
491605_b,25.47394480455401,5.305053143844572,491605_b
581700_d,25.544577609577992,5.046839806294958,581700_d
282674_b,25.545560826336384,6.21991277244398,282674_b
480072_b,25.54764647312477,4.4607684963110295,480072_b
171616_d,25.555373153686038,4.206673843540751,171616_d
596554_d,25.569815107222723,4.45164490958208,596554_d
426193_d,25.607832916394006,6.030972362722444,426193_d
261577_d,25.637360064755246,6.212674111577379,261577_d
196442_b,25.6636982739246,5.033453741999138,196442_b
233232_d,25.67797314940767,5.3588709571141395,233232_d
305015_b,25.71898187676572,6.239835843329803,305015_b
64928_b,25.71898187676572,6.239835843329803,64928_b
525757_d,25.71898187676572,6.239835843329803,525757_d
584531_b,25.7320776337283,5.782583342168661,584531_b
608488_d,25.761446332622718,3.9996251492751362,608488_d
616239_d,25.763982573000707,5.973480356594962,616239_d
382204_b,25.787800484136827,4.818481045922691,382204_b
535459_d,25.842934174276124,4.671481361449527,535459_d
630679_d,25.87781220153288,4.6834501290790955,630679_d
598238_d,25.93784612472582,3.946802436730693,598238_d
390355_b,25.971410276935377,5.279576331233997,390355_b
525406_d,25.989174174983628,5.859578174149931,525406_d
292847_d,25.997275290804875,5.184518395531602,292847_d
613622_d,26.178030059712963,5.208117699406537,613622_d
394229_d,26.207314048138063,4.240921273806928,394229_d
544026_d,26.21006311576271,4.717468348904239,544026_d
503211_b,26.22037820685826,6.247318982960217,503211_b
354137_d,26.224216040143812,5.771630326855523,354137_d
253641_d,26.237249296923853,6.074296607545693,253641_d
247765_b,26.2425446679312,6.235429694133892,247765_b
611383_d,26.278991348930653,6.351469303792621,611383_d
351906_b,26.286411615945884,4.431953438089323,351906_b
478973_b,26.296001562397873,5.824649002745487,478973_b
243194_b,26.311224584475767,6.3876674494113095,243194_b
205466_b,26.338264030818042,6.2807506731300355,205466_b
534162_b,26.354083339527563,5.647507327182365,534162_b
330534_b,26.36016083714822,6.0615978808417745,330534_b
462354_b,26.36016083714822,6.0615978808417745,462354_b
94772_b,26.380532165747834,4.533779879187803,94772_b
608069_b,26.386739933309133,3.830622675438402,608069_b
362078_b,26.482153989505928,6.028815609178907,362078_b
462238_b,26.482153989505928,6.028815609178907,462238_b
268469_d,26.482711624685443,5.751408284079989,268469_d
457896_d,26.504465393592927,5.653885424465976,457896_d
438389_b,26.535817405400774,6.046634845654824,438389_b
254642_d,26.54760354733776,5.66149383191553,254642_d
611206_d,26.558045031544236,6.251612678785062,611206_d
558212_d,26.57039916165724,5.791458374637708,558212_d
504963_d,26.600949788420035,5.817775351172037,504963_d
367265_d,26.61316754439288,5.282055568135961,367265_d
534268_d,26.619110432496083,5.93221346031869,534268_d
361308_d,26.76413635821106,6.287723438413666,361308_d
394649_d,26.87177520220742,5.991975084847231,394649_d
371884_b,26.92955711603496,5.539728832972509,371884_b
463867_d,26.95109963511203,5.775807252456267,463867_d
457426_b,26.99871518822654,4.744317603678176,457426_b
251883_d,27.01783964077484,5.034373626261939,251883_d
268072_b,27.054171022999842,4.317783804835372,268072_b
571153_b,27.073806453060254,5.689451073800438,571153_b
606824_b,27.091654461558182,4.694997776985902,606824_b
196372_b,27.16285853705099,5.66334751342435,196372_b
181423_d,27.213964387085962,3.64417727371993,181423_d
488964_b,27.251580976590887,5.384455366604454,488964_b
65591_d,27.252676695951074,3.9800332694021123,65591_d
64370_b,27.286408269943013,5.968220974150114,64370_b
312601_d,27.341173017024428,5.9337305215547875,312601_d
249688_b,27.390120150161255,7.23738860658699,249688_b
507667_b,27.397374277470842,7.315319781236914,507667_b
49244_d,27.449996471864022,4.666068036674442,49244_d
512594_d,27.501991400706093,5.562809906408907,512594_d
496510_d,27.594045891513243,4.979337261089079,496510_d
556785_d,27.613883694034488,5.542523034116621,556785_d
552521_d,27.623368071184508,4.914608971442229,552521_d
357565_b,27.67433108716406,5.7400306831577685,357565_b
381793_b,27.679652791482663,7.275325323686541,381793_b
246974_b,27.708162940907613,5.6802954164695,246974_b
352487_b,27.708162940907613,5.6802954164695,352487_b
514344_d,27.762115712989758,5.9084597571253425,514344_d
179382_b,27.8264071381024,7.280894452594725,179382_b
417945_d,27.8382569859853,5.048290340023097,417945_d
276225_d,27.874025514616747,7.234524972876494,276225_d
548946_d,27.884092499481348,7.2527367426703675,548946_d
536413_b,27.884092499481348,7.2527367426703675,536413_b
122451_d,27.982302590301078,5.497591914413482,122451_d
400834_d,27.983211980712298,5.478307725272744,400834_d
163508_d,28.045314195604984,5.577320487702348,163508_d
333540_d,28.11435444185234,5.484614452368807,333540_d
458257_d,28.178409622543718,5.234460623055689,458257_d
549057_d,28.247672608159625,4.628683682014692,549057_d
605538_d,28.319989532899605,5.673840015235067,605538_d
467482_d,28.319989532899605,5.673840015235067,467482_d
242077_d,28.324165538367026,5.080621508115468,242077_d
102143_b,28.35612031346262,5.108844185578422,102143_b
217426_d,28.424215016271745,5.522253883989361,217426_d
403464_b,28.446873760737336,5.523061031774644,403464_b
506680_b,28.458390603742465,7.200607474382515,506680_b
166723_d,28.458390603742465,7.200607474382515,166723_d
502738_b,28.458390603742465,7.200607474382515,502738_b
309789_d,28.458390603742465,7.200607474382515,309789_d
534615_b,28.458390603742465,7.200607474382515,534615_b
610371_d,28.515775672768275,5.542394821590303,610371_d
567379_b,28.600838398310838,4.681282146438864,567379_b
629345_d,28.64042694257422,5.448588225183379,629345_d
577613_b,28.695873749299952,7.16384346490408,577613_b
477661_d,28.74591364948171,5.271658928216708,477661_d
84843_d,28.783544971985478,4.416415542391999,84843_d
590843_d,28.86493406656421,5.15611826327619,590843_d
522979_b,28.873373853280768,5.4075525885788,522979_b
5629_b,28.94173366100347,5.821048065091345,5629_b
363397_d,28.982094606656066,7.132632047869988,363397_d
580120_b,29.05352221848769,5.140561688381304,580120_b
179267_d,29.07892651477327,5.378413932149349,179267_d
286232_d,29.08022692139951,4.9287034048401095,286232_d
481746_d,29.081744241864723,4.462713763600443,481746_d
263002_b,29.142107675441853,5.501914289239818,263002_b
53398_d,29.16251211915641,5.387578741556281,53398_d
28703_b,29.176509300445385,5.330631756948315,28703_b
562292_d,29.261101599259984,5.66976358040345,562292_d
624084_d,29.324892927753098,4.853083167959535,624084_d
308354_b,29.346487061293345,4.344247953929561,308354_b
135419_b,29.39583201999916,7.171475587326195,135419_b
399803_b,29.39583201999916,7.171475587326195,399803_b
631143_d,29.39583201999916,7.171475587326195,631143_d
21207_d,29.39583201999916,7.171475587326195,21207_d
228989_d,29.39583201999916,7.171475587326195,228989_d
150405_d,29.39583201999916,7.171475587326195,150405_d
460553_b,29.39583201999916,7.171475587326195,460553_b
243718_d,29.39583201999916,7.171475587326195,243718_d
272477_b,29.39583201999916,7.171475587326195,272477_b
316387_d,29.39583201999916,7.171475587326195,316387_d
554505_d,29.39583201999916,7.171475587326195,554505_d
86345_b,29.39583201999916,7.171475587326195,86345_b
299440_d,29.39583201999916,7.171475587326195,299440_d
574555_d,29.39583201999916,7.171475587326195,574555_d
428045_b,29.39583201999916,7.171475587326195,428045_b
377518_d,29.39583201999916,7.171475587326195,377518_d
513141_d,29.39583201999916,7.171475587326195,513141_d
295930_b,29.39583201999916,7.171475587326195,295930_b
23877_d,29.39583201999916,7.171475587326195,23877_d
121990_b,29.39583201999916,7.171475587326195,121990_b
125991_d,29.39583201999916,7.171475587326195,125991_d
475652_b,29.39583201999916,7.171475587326195,475652_b
142291_b,29.39583201999916,7.171475587326195,142291_b
443508_b,29.40101098017083,6.87083965372863,443508_b
397097_d,29.42748332603907,5.503534659667612,397097_d
490384_d,29.440647024217554,6.60746358822005,490384_d
511137_d,29.480750277988342,6.867621515704634,511137_d
295184_b,29.631470150094593,4.755600313056911,295184_b
341222_b,29.638726679839596,6.926901690842833,341222_b
467080_d,29.649893297960425,4.197770024895917,467080_d
442105_b,29.872057149774275,6.897045611325311,442105_b
499663_b,29.90555985979585,5.298120349524835,499663_b
456281_b,29.913397546604845,5.29199002588566,456281_b
109362_b,29.92910020523449,5.197884911446175,109362_b
273663_d,29.933409748829277,5.658833599329231,273663_d
65015_d,29.98700788444593,5.409551602152306,65015_d
619686_b,29.99854951860309,5.492254686894444,619686_b
130143_b,30.01385827652943,5.17476755222895,130143_b
451077_d,30.075855368014373,5.1236247798358034,451077_d
387206_b,30.092184579298195,6.86495007094599,387206_b
303076_b,30.110911430142252,4.121259926492129,303076_b
209133_b,30.20852812435826,6.502938066897555,209133_b
182813_b,30.27969465179441,4.9477549602222535,182813_b
232616_b,30.343164057095212,4.984283974158091,232616_b
97845_d,30.36881534238045,5.039273186124004,97845_d
392657_d,30.395577091665867,6.801910401012242,392657_d
506628_d,30.429504702500637,4.191924373537204,506628_d
269216_b,30.429848351728545,6.669213003788938,269216_b
212660_b,30.482467638368266,4.913379581532867,212660_b
343516_b,30.495850805488317,6.9333368860798394,343516_b
89864_d,30.523926414482712,4.878427605251256,89864_d
602613_d,30.689375572768927,6.725030673530505,602613_d
288607_b,30.690560673844438,6.906843086001954,288607_b
480178_d,30.742010134208893,6.369283326958002,480178_d
334408_b,30.75883597024051,4.4605698197382075,334408_b
321762_d,30.793222554699373,4.833731446280702,321762_d
303918_d,30.900678683944232,5.100200716325748,303918_d
389730_b,30.91876315504385,6.851940221110879,389730_b
629057_d,30.997127189715027,6.872679096174724,629057_d
224350_b,30.997127189715027,6.872679096174724,224350_b
281953_d,30.997127189715027,6.872679096174724,281953_d
300492_b,30.997127189715027,6.872679096174724,300492_b
470700_b,30.997127189715027,6.872679096174724,470700_b
424196_d,30.997127189715027,6.872679096174724,424196_d
527624_d,30.997127189715027,6.872679096174724,527624_d
548104_d,30.997127189715027,6.872679096174724,548104_d
33977_b,30.997127189715027,6.872679096174724,33977_b
434491_d,30.997127189715027,6.872679096174724,434491_d
456685_d,31.015116505615854,6.55744695546865,456685_d
137127_d,31.019393180184142,5.023577829946344,137127_d
123248_d,31.12466041336175,4.741182405453758,123248_d
312218_d,31.15274895136424,6.5259418655111485,312218_d
460630_d,31.217904783715163,6.461279286226398,460630_d
444840_b,31.217904783715163,6.461279286226398,444840_b
315210_d,31.22962902960427,6.523414342272063,315210_d
238436_b,31.22962902960427,6.523414342272063,238436_b
204839_d,31.22962902960427,6.523414342272063,204839_d
536220_d,31.22962902960427,6.523414342272063,536220_d
294837_b,31.22962902960427,6.523414342272063,294837_b
178996_d,31.22962902960427,6.523414342272063,178996_d
237140_d,31.256177608638055,6.807575976042593,237140_d
364547_b,31.352968124571248,6.4979977043197765,364547_b
45062_d,31.447542608097617,6.295380660098244,45062_d
461968_b,31.609423598975564,6.255690469750273,461968_b
39173_d,31.61000533478321,6.363122982046425,39173_d
426377_b,31.638603876313894,6.083479272920375,426377_b
399619_d,31.67443749293778,6.7321193859168105,399619_d
135599_b,31.702015695646477,4.445318139331515,135599_b
288365_d,31.763544994065093,4.893210849861549,288365_d
515422_d,31.861123548810415,6.709048552500463,515422_d
18286_d,31.929825856388558,6.406164216761125,18286_d
281838_d,31.95718123075737,6.463874371349149,281838_d
34207_d,31.95718123075737,6.463874371349149,34207_d
