month,year,0,1,2,3,4,5,6,7,8,9
1,2011,2.0038540793459422e-05,3.005791157630368e-05,2.6718054391279228e-05,4.007721543507157e-05,4.6756751340916835e-05,7.681491946122683e-05,6.679535905845262e-05,0.00010353280654060156,0.00012357141425813734,0.0002872200439513463
1,2021,0.02630726430501331,0.022349727140958245,0.02034245866216022,0.019263781552457736,0.01867264262479043,0.018672704987292142,0.01802472764192344,0.018185036503663727,0.01868600169660212,0.020496155927086188
2,2011,0.00032061665269535075,0.0004141312261624062,0.0004107900862659181,0.0005310231045146984,0.0004909458890796268,0.0005310248780145681,0.0005176640327030078,0.0005510617122322341,0.0005243435686088531,0.0005243435686088531
2,2021,0.009935776476756962,0.008386157329788726,0.008125628291747795,0.007674786755816206,0.007120385275631049,0.006495870363134182,0.006565983795445892,0.006268744447635778,0.0058445939176146045,0.004962895178043029
3,2011,0.001345921989960691,0.0013258878773102845,0.0016765579130527716,0.001863590517730828,0.002147470793729252,0.0022977680256227855,0.0025482429480799674,0.002561602019891658,0.002898918583136844,0.0031160035000768146
3,2021,0.10597048322941123,0.10515593376572195,0.10492179959455353,0.10582388735630649,0.10577713060496556,0.10437477665227222,0.10300178343608686,0.10299176413222809,0.0998056255051399,0.09042755709333315
4,2011,0.0161878012043163,0.016304747146168284,0.016234557799501042,0.01627468923459198,0.01588059661614711,0.016358238066134307,0.016468395775861493,0.016364862969320892,0.016785673731389145,0.01749370453740874
4,2021,0.11915250331470863,0.1275056609066802,0.13279540983825558,0.1381027446213037,0.1432059100533695,0.14601180277936418,0.14870316810388015,0.14986206758354428,0.14909058118641916,0.13915477152647435
5,2011,0.06805088453458819,0.06775387246094142,0.06730277901163237,0.06651481855040711,0.06703248258311012,0.06634471196075091,0.06687217372136985,0.06634783015276098,0.06806781064851614,0.06839844767585548
5,2021,0.05865948841605354,0.055263140317010774,0.055132705236404685,0.05354649958920854,0.05350642237377347,0.05185675019454213,0.05107841107199872,0.04902111401299838,0.04767852729592348,0.04562123023692314
6,2011,0.0863293734950221,0.08097267401860919,0.07707824716204166,0.07396918062133043,0.07138420022576832,0.06976130598722201,0.0673965172899787,0.06610736686015056,0.06596375683817489,0.06640126644000775
6,2021,0.04235145596697649,0.03973321933592054,0.03839050440346934,0.03818356700576444,0.03765588366920267,0.03674758951442952,0.036269879968739774,0.036136289250622865,0.035131019096793156,0.03611625064290533
7,2011,0.11172488419393299,0.11074336555096152,0.10978782525056525,0.10702954358731155,0.10631817301333904,0.10587433747131965,0.10523942796454502,0.10464160950097187,0.10408720802078672,0.10464160950097187
7,2021,0.02555581902525858,0.02319134866509475,0.020943614885964003,0.01963783556318507,0.01862254610549659,0.018318688401949095,0.01683577025068298,0.016705519300519,0.015987469190640636,0.01476177435191803
8,2011,0.07738216503074247,0.08258912170782375,0.08566810164883794,0.08589215221326423,0.08746184315113786,0.0879096656547136,0.09039081964585101,0.09134599328038688,0.09376064551034995,0.09932135915196612
8,2021,0.040634820972336796,0.03939924254062828,0.03887142938251237,0.038403991690657335,0.03759910761400298,0.03694129670263609,0.036764165625772324,0.03629325834441023,0.03638343207913914,0.035808991991236445
9,2011,0.05057393720589267,0.05911723253468349,0.06156173707430625,0.06374949068538718,0.06448423963503015,0.06707946336429309,0.06971765601725992,0.07145767512073262,0.0723126557166808,0.07912912210859589
9,2021,0.03576211580272724,0.03487051719646519,0.033240599419550265,0.03179459091182345,0.0303417918523021,0.02981086830917003,0.028367988992124827,0.026434263347382622,0.025048259646919733,0.02323142588052982
10,2011,0.03525781252609185,0.04120939677111234,0.04466924718541996,0.0485969634829772,0.050086499989980694,0.05285868392664509,0.054935843057624355,0.057884858160055036,0.0602995103900181,0.0676937566377888
10,2021,0.03790289991082849,0.033718297252706884,0.032766353954105064,0.03141385736519026,0.02935990007414285,0.02866198429635864,0.027195730440648984,0.025943317458302997,0.02483117472997976,0.02197567313023091
11,2011,0.008713425488355938,0.011134786355044052,0.012627620456678345,0.014330944285991009,0.015496523301561007,0.016638779511123133,0.0169860598085645,0.018642584713214127,0.020152159827935154,0.023936116918596494
11,2021,0.027162242045534243,0.024012931581513717,0.022346312741506162,0.022005731041807215,0.020923646225060284,0.019945160827062897,0.01907675454709407,0.01893982406102424,0.018689341464555042,0.017934553907194527
12,2011,0.0018769433209873657,0.0027319301854907122,0.0033931929076924617,0.0037772775547554958,0.004121273653906527,0.0044619448869651765,0.004846003299690737,0.00503970984096025,0.0052968719733352924,0.005831234845802913
12,2021,0.012821326351015119,0.012086620221627,0.011685809039385752,0.01157897549278276,0.0122636279231319,0.011969768319523347,0.012130037205014996,0.012170114420450066,0.012550847967083247,0.012734535204493991
