month,0,1,2,3,4,5,6,7,8,9
1,0.0005572658633883124,0.0003601864814537942,0.00027183885392739185,0.00019708316909735908,8.834702712253733e-05,0.00010873554157095674,6.795971348184796e-06,4.7571799437293574e-05,2.0387914044554387e-05,1.3591850326544204e-05
2,0.0007475517679599313,0.0009582319600940563,0.0009718239027904259,0.001066967501665013,0.0011009398764500805,0.001100947358405937,0.00100580375953135,0.0012028869286287089,0.0008698843325676539,0.0007747354686130196
3,0.004709576138147566,0.005069794625745858,0.004709608144292064,0.004838731599907575,0.00462122911102503,0.00449213706115015,0.004376605548231009,0.004342625691490085,0.004030011009473584,0.003132921500268439
4,0.04481912645177951,0.04215541027279029,0.038804996398135186,0.037133187446481725,0.03524366789672912,0.03301482880948174,0.03028284832751145,0.027863482527557663,0.025355769100077474,0.01976255037479527
5,0.13679517761150414,0.13852907996139888,0.13947371997879657,0.14077854647764804,0.141287284144427,0.13993584603047313,0.13759123591534939,0.13587865113560682,0.13348646922104576,0.1250654107796965
6,0.1416474681780804,0.13806695390972232,0.13644271675750616,0.1401329291995705,0.13894268996309814,0.138569855789488,0.14202900520571404,0.14690171666236254,0.15789759830372554,0.19538284844407294
7,0.19089074191115007,0.19612493713726503,0.200868525138298,0.2033830345371264,0.20867567806343318,0.21431095646500756,0.22151468609408342,0.23248338385005368,0.24182784445380778,0.2673992673992674
8,0.17612999245652308,0.17386133500061163,0.17532926481181954,0.17335163714949778,0.17513778738268534,0.17900588531118752,0.18051459095048455,0.18470770527231456,0.18830277411550433,0.1878393715128409
9,0.12948276213582335,0.13371753224688404,0.13698639446536093,0.13743492857434114,0.14073681420620196,0.1406630149647289,0.1404863197096761,0.13586505919291045,0.13219523466489067,0.11377737908350154
10,0.12252373476863272,0.11984695472523887,0.11720332187079499,0.11435580987590556,0.10999204876755897,0.10742391910075708,0.10343468391937259,0.09585037989479836,0.08624087640846506,0.0680136190340272
11,0.04227745044071575,0.040531173120574124,0.03862830114308238,0.036861348592554334,0.03499901459085133,0.032369211531404186,0.03015372487189594,0.027523683960148423,0.023826675546735895,0.01567819935166874
12,0.009419152276295133,0.010778410558221086,0.010309488535196335,0.010465795876204586,0.009174498970417338,0.009004662036344854,0.008603699726801951,0.007332853084691395,0.005946474929661697,0.0031601052009215275
