month,0,1,2,3,4,5,6,7,8,9
1,0.00019708049039062712,0.00021067654354548236,0.00019028590457161886,0.00019708450847803188,0.00019708182973489095,0.0001631033123564351,0.0001631033123564351,0.00012912345561551112,0.00010873554157095674,0.00011553072777562573
2,0.000863076630331367,0.0009106663495191818,0.0009854091486744547,0.001121342893064664,0.0010601643254704478,0.00100580375953135,0.001134927215146861,0.0010805594443613826,0.0009378440460495018,0.0006999802918170265
3,0.004152282056161144,0.0037785857487512317,0.004553269859392309,0.00417955078324102,0.004437739131616682,0.004437769290364672,0.004594076631372922,0.004757179943729357,0.004872711456648499,0.0045600657845555805
4,0.0374724766901351,0.03354514254646777,0.03331362515035984,0.03267525230215094,0.032470930430114106,0.03294686909599989,0.03292648118195534,0.033775977600478437,0.033646854144862924,0.031662215335684724
5,0.13188082746622448,0.1339427095721907,0.13244578550701,0.13396309762479186,0.134518542681808,0.1337786959890177,0.13579709947942858,0.1390591657265573,0.14189308577875034,0.1515423352158046
6,0.15104520618696823,0.14610078494002515,0.14185814185814186,0.1430765571375174,0.14118534526697793,0.1435309148736629,0.14416973618039228,0.1447338018022916,0.15167928452013646,0.16863408700143395
7,0.19319324761464648,0.200074756192871,0.2059641039232876,0.20793095246185736,0.21474443923423514,0.22071276147499763,0.22445734168784745,0.23138923246299595,0.23465809468147283,0.2443542851706117
8,0.16366515345094734,0.16942471711577015,0.17631348243593142,0.18064494206395051,0.18406763304722487,0.1841980074212007,0.18808530303236243,0.18659698530710994,0.18524458700882118,0.17593970655195146
9,0.128442112702857,0.1332970879064868,0.13649615690432018,0.13802032009242585,0.1385553222287916,0.13787666671197316,0.13690484280918272,0.13542332105527843,0.13331656993734115,0.12301304138038832
10,0.13163617582298096,0.12478167793672908,0.11828987339191421,0.1117537123245778,0.10585333034312626,0.10166773136884455,0.09674744811275876,0.09112717980780993,0.08560205510173569,0.07742597538515907
11,0.049480794846005385,0.04490128784532264,0.0400959584633054,0.03714023582180842,0.03366701325884999,0.030853709920758973,0.026742147255107172,0.023745123890557676,0.02064616095578541,0.015576260474219658
12,0.007971566042351918,0.00903190730232084,0.009493907453091126,0.009296951986136124,0.00924245822205006,0.00882796678129205,0.008277493102089082,0.008182349503214495,0.007394016826825058,0.006476516680598313
