month,year,0,1,2,3,4,5,6,7,8,9
1,2011,3.673732478800894e-05,3.339767952922631e-05,4.3416983387994204e-05,7.013512701137525e-05,8.349391997274758e-05,0.00012023204785235505,9.685294716838719e-05,0.0001068729314243156,0.00010019303858767893,0.00013025095016398262
1,2021,0.014060376123410693,0.01583050009685327,0.017243221940939545,0.01828856931020433,0.019210281107329766,0.019975218839025987,0.020826723398002157,0.02326156148032369,0.02433688907294721,0.02796721683777411
2,2011,0.0004074503294670082,0.00048092658522085887,0.0005076447288442399,0.0005109844967971626,0.0005944767102059628,0.0004909475287304498,0.0005310213310266746,0.00047424863319540044,0.00047424704931501357,0.000343996099151031
2,2021,0.0056475287469566465,0.005948126724155206,0.006282103519447468,0.006525906580010821,0.006759667760993644,0.007260679778639441,0.007714838205481877,0.007734928411834841,0.008392836865694572,0.00911422674352586
3,2011,0.0017233145082375101,0.0020773356667178763,0.002070656130812031,0.0024146522299630623,0.0022342972984707252,0.002514853667578426,0.0021608226488947077,0.002401301177940091,0.0021608298655409423,0.0020238993794711143
3,2021,0.07511780992108155,0.08380145747473465,0.08961599348077295,0.09367381154357396,0.09806193912959259,0.10485904462278865,0.10993143479291838,0.11572000627878472,0.12288008229188235,0.1345893087348291
4,2011,0.013973542446639035,0.015089071611304447,0.014955480893187541,0.01593403290339387,0.016418244423441086,0.017036213224857308,0.017139631892005625,0.017657412138761142,0.017707449686395788,0.018442198636038767
4,2021,0.11154787708359078,0.12289010159574112,0.12993367220845495,0.1340282277187381,0.138599907154761,0.14332662037732824,0.14765732759340464,0.1519499300316277,0.15429393965707264,0.15935702787370334
5,2011,0.07337111711525167,0.07072292617108963,0.06881257890201789,0.06809786856009245,0.06625743513357357,0.06578696884988026,0.0648480577644336,0.06421393289047862,0.06510877624222669,0.06546613141318941
5,2021,0.059414273452607184,0.05787483885619627,0.056178236736111574,0.05534663451583384,0.05425768895509029,0.05234769772327258,0.0499794604956867,0.04868729982198977,0.04653966642397686,0.04073848948975025
6,2011,0.09313913760799938,0.0821983688573318,0.07738910300512321,0.07312087956128809,0.07144073768548174,0.06869591645208586,0.06702891895412176,0.0645145130101095,0.06443414311573632,0.06340215481828322
6,2021,0.04356044792818187,0.041282871666076644,0.04041453199831676,0.03962968652937994,0.03888812816650691,0.03683108399210476,0.03656699719126453,0.035097738635566644,0.03380179145152995,0.030642370968065137
7,2011,0.13724396589440357,0.125702186212102,0.11945014060423081,0.11426014120538905,0.10819476125748523,0.10309898103339445,0.09865307608299964,0.0938377735696561,0.08883114801183614,0.08081570492482182
7,2021,0.02148465548738741,0.02104721763931842,0.020295769849910827,0.020008549805959484,0.019667827788780422,0.019113555829417442,0.018555688774743423,0.01823185414516684,0.017143028902351864,0.015012256948387226
8,2011,0.10271088059367517,0.09901410050029724,0.09648923592788773,0.09229782714696982,0.08973258567311128,0.08747883414990933,0.08336366945759009,0.08045193890876058,0.07730226903834722,0.07288041626867765
8,2021,0.0382402153475184,0.03801991837607123,0.038100072806941374,0.03899847038627756,0.038968282329680755,0.03905537687737333,0.03835710683548024,0.03798664756313017,0.035788953383518916,0.033584706534589975
9,2011,0.07087297902966706,0.0694037178296852,0.06819138206277428,0.06852869862601946,0.06743302952678985,0.0652559439718657,0.06526886712109624,0.06274443008339428,0.062209857659089846,0.05927420162847086
9,2021,0.028728587984222988,0.0298842436427517,0.030395228139548865,0.030518799553807003,0.031039699689068643,0.030535600375391173,0.0307892179291504,0.03030181583790048,0.02962708151037666,0.027082178330249614
10,2011,0.04331330592506254,0.04660312201508239,0.04833980135060216,0.04982265832169981,0.050821079209012,0.0516096065406234,0.05312551140025983,0.05413447954552286,0.05591773483578361,0.05980522473298555
10,2021,0.028895575824168483,0.0297807108362111,0.029216290052167176,0.02951352939997729,0.029566866940749375,0.02988100367041724,0.03015132438055861,0.029744072727029836,0.028798819058051848,0.028221039202196232
11,2011,0.008503020810024613,0.010937740045821617,0.012664400077482617,0.013509361369572042,0.014801802132768691,0.016378276740776365,0.017420171463114056,0.01890314974567582,0.02058966942976802,0.024951406376284974
11,2021,0.01794785303734182,0.01941073134238633,0.02028575054605206,0.020305789153769595,0.02115735932109424,0.021334508935579,0.021621585516142714,0.02256020786785162,0.02307779655469538,0.02333495868707042
12,2011,0.0022342972984707252,0.0032896714336287914,0.0036403470686856678,0.004171370173200366,0.004368401892974154,0.0046790305289208176,0.004582146328104387,0.00484935926337832,0.0049562156421371845,0.004605540007080308
12,2021,0.007825050179845904,0.008676717141692995,0.009484940986300271,0.01042341578107153,0.01144200679306533,0.012333804242187421,0.013629547496351316,0.014434525300496626,0.015526581213137311,0.018215094415240028
