month,year,0,1,2,3,4,5,6,7,8,9
1,2011,8.349364112429197e-05,9.351381499627615e-05,8.683338676926366e-05,0.00011355286887983435,9.017373472891103e-05,8.015443087014315e-05,9.01734335705674e-05,6.679558214019725e-05,6.011582315260736e-05,5.677605519968473e-05
1,2021,0.025428823340814363,0.02453401732009445,0.0232078924869082,0.02185892725936811,0.020656464788826472,0.018832951486530716,0.01828182871723281,0.016905961839683924,0.01672221814028361,0.014571407578601439
2,2011,0.0003940899861066581,0.00041079283016221305,0.0004608848990060917,0.0004976287489145681,0.0005243435686088531,0.0005176640327030078,0.0005644188990157736,0.0005844613437267259,0.00048092658522085887,0.0003807335466331799
2,2021,0.00938802500801539,0.008536475397517208,0.007935235652452709,0.007424353750584463,0.007010172933184602,0.006565983795445892,0.006388954756314645,0.006222008476359373,0.006071698138413343,0.005837914381708759
3,2011,0.0019370524740835737,0.0017066271236820397,0.0021140589932670726,0.0019938547859194443,0.002084015202623722,0.002251003600269853,0.002344509272834752,0.0023946216197260712,0.002524864572409509,0.0024313510697276755
3,2021,0.1287839318157529,0.1181513654686879,0.11283664636101315,0.10808897201255761,0.10278469851914689,0.09986574132829251,0.09490920871142164,0.09277906359273398,0.08850385075244972,0.08154711410651187
4,2011,0.01738337608207759,0.015453157928134634,0.015609971144597628,0.015633558212544252,0.015843859168664962,0.016254650626874444,0.01624457706989777,0.017390229810200355,0.01754380105670258,0.01699607911242327
4,2021,0.146344314417014,0.1461220154898955,0.14535574970610238,0.14344733150758132,0.14101168250829932,0.1383966442011609,0.13768147403506076,0.13300670293666778,0.13167703107988057,0.13054150997588687
5,2011,0.060078684407395534,0.06217666763520261,0.06209589077695843,0.0635361699285285,0.06551288816453033,0.06647808110292497,0.06783046058586013,0.07097030602395958,0.07333796447822805,0.08066875513489323
5,2021,0.04476929037084536,0.04809281914094202,0.04976221011007802,0.050925121902344536,0.051442445778867286,0.05230410591072132,0.05342942926896063,0.05481245470424586,0.05590771553192484,0.059918776843384924
6,2011,0.06904256171849951,0.06766392470801981,0.06691848348829753,0.06821855587469107,0.06889941286879388,0.07038560960784444,0.07235583104838306,0.07414309617561894,0.07839437315895291,0.0893421325086333
6,2021,0.033978572191941864,0.03550519168662185,0.03520091909800149,0.03631687929997996,0.03714823894035842,0.03782955160275464,0.038463979053045355,0.038971882399698086,0.040728470185891485,0.04257202209590478
7,2011,0.08816594528160736,0.09228811606400353,0.09656540557871113,0.09896132522877563,0.1034192544302022,0.10852575963022089,0.11264999682723104,0.11773723285941867,0.1216911249006419,0.13008396176633646
7,2021,0.01784426098108368,0.018281950831771986,0.018986453991663994,0.019444258900541047,0.01948420623735063,0.019394032502621717,0.019514198976030565,0.019571105567077793,0.019350615519233724,0.018689341464555042
8,2011,0.07444627017206369,0.07849148857294579,0.08233474938548681,0.08510453543517467,0.08956589696147911,0.09088176553493063,0.09477227868266633,0.09562121561279938,0.09651595407151112,0.09398774973114868
8,2021,0.03470663674254569,0.036560561884436966,0.037047798439670834,0.03868479059515063,0.03913874064030031,0.03932576764566398,0.03831702975389332,0.038744777420421414,0.03794310371315401,0.036630574907655415
9,2011,0.05862255530618788,0.061782573700575445,0.06362549428235545,0.06580054772560283,0.06715605399736826,0.06837506930018503,0.06878563103034838,0.06956425901990843,0.06958406529914302,0.06588694217525766
9,2021,0.030111146735064657,0.030856219169664117,0.031219942289195255,0.031186961458820387,0.030699147023264824,0.03047872233837193,0.03076249987475912,0.029647219132926547,0.028277815257395915,0.025662776950257496
10,2011,0.06050951159559688,0.05798190507679822,0.055947419044565565,0.05362033264311001,0.05233416382229763,0.05040711771346127,0.04919127789114397,0.04697065336098671,0.04494325734247984,0.0415867905497926
10,2021,0.030658865020840014,0.03131042912821746,0.031056294752591643,0.03102999131654532,0.030545517697430382,0.03017480345465597,0.02901914682572815,0.0281409787556651,0.026941908076226862,0.02489129055313237
11,2011,0.022706930640162444,0.020733348696317225,0.01939390296035054,0.017877897268051567,0.01643833786428519,0.016017527102216936,0.013582790901166576,0.012474074964681836,0.011014554708738836,0.008419555009317953
11,2021,0.023381559260446723,0.02329495927139379,0.02317449503045848,0.022560283214214147,0.021484727241151285,0.021013819959789192,0.020252285228589652,0.019490950868509556,0.01874611751975473,0.017637314559384415
12,2011,0.0036336432617291867,0.004087889626980072,0.00441514374265256,0.0044920179012758,0.004505346968492629,0.004431872073528331,0.004161336971441739,0.004294955931614683,0.0038874898972019426,0.003466679135133691
12,2021,0.017600459549000746,0.015883989432938905,0.014648124398845785,0.013182152160844299,0.012220210939743906,0.011211601017961271,0.01040668218540326,0.009494992001229038,0.009150964191008009,0.008192450788519214
