month,0,1,2,3,4,5,6,7,8,9
1,0.04760434999605979,0.03974362342063096,0.038160970868685806,0.03814152027581678,0.03681473114607686,0.03684075730412341,0.037307502873091446,0.038384501723854866,0.03945467440699782,0.042777588063778925
2,0.012825395991489139,0.013836717539205127,0.0140599963224671,0.013692332950254474,0.013882686700464945,0.013705287075526837,0.013712034148744048,0.014303070103431292,0.014519687935065277,0.015819958496414405
3,0.2278954004570648,0.2236071344138275,0.21858336179043317,0.21465769167624363,0.20622422443457933,0.1987890489042994,0.1925792152355935,0.18627483171892956,0.18042239092174736,0.17283091229084033
4,0.2954635004859597,0.30243111192834066,0.3002705613491292,0.294532917419143,0.28606609051984555,0.27856472087051887,0.26762108028238385,0.25631915941553113,0.240779899655888,0.21817620636213192
5,0.08480653550132654,0.08877958443878221,0.0910846095248102,0.09404695452306681,0.10115185584071029,0.10585971617512822,0.108277786898703,0.11252667870628796,0.11795686779269221,0.12067561533005858
6,0.06870419501431611,0.06817883317134676,0.06746302766030103,0.06745690362830406,0.07044445611915207,0.0714947102976812,0.07551469381054014,0.07758988671810868,0.08279045942893168,0.09110431059392156
7,0.028106858598859964,0.02913131419265019,0.030746801859780924,0.033340994910523725,0.03466074758990254,0.03746462039572621,0.03995403053685766,0.04251518634050238,0.04619244004307967,0.05258872048123145
8,0.07528435209750715,0.07184979904909507,0.0695579080091413,0.07053029059267772,0.07028684756626126,0.07443671729808178,0.07588901658184206,0.07709078968970612,0.07818697627991279,0.07838398697102629
9,0.04442591084609525,0.048904620557408914,0.0512424807586225,0.05421113117714661,0.058118153878483805,0.06019293786980306,0.06339188967328846,0.06778525693646363,0.06909821639654312,0.07036565184270667
10,0.04536499514040295,0.049206703617116286,0.05359347500591032,0.05513052043999343,0.057415482413512305,0.05842642027358038,0.06075849614184863,0.06217041536693482,0.0652630749428669,0.07031311565840972
11,0.04170059628569177,0.03875856996506344,0.040308387401823007,0.040072237727795106,0.04054480023115921,0.04114212914622694,0.04233130848793302,0.04246921687736004,0.04309937219259765,0.04453755023772624
12,0.027817909585226824,0.025571987706532875,0.024928419448895428,0.024186504679034642,0.024389923559851846,0.023082934389303703,0.02266294532917419,0.022571006402889508,0.022235940003677533,0.02242638367175392
