,beauty_x,boring_x,lively_x,depressing_x,walk_x,safety_x,wealth_x,idx_x,decile_2011_beauty,oa,decile_2011_boring,decile_2011_lively,decile_2011_depressing,decile_2011_walk,decile_2011_safety,decile_2011_wealth,beauty_y,boring_y,lively_y,depressing_y,walk_y,safety_y,wealth_y,idx_y,decile_2021_beauty,decile_2021_boring,decile_2021_lively,decile_2021_depressing,decile_2021_walk,decile_2021_safety,decile_2021_wealth,count,decile_change_beauty,decile_change_boring,decile_change_lively,decile_change_depressing,decile_change_walk,decile_change_safety,decile_change_wealth
438,5.722266836055917,5.663991658383815,5.194185305746366,4.963614717413559,5.410028382617995,5.81247127194202,5.421894687943477,346289.40154440154,6,E01000444,9,0,6,3,2,3,5.7596797230653465,5.50328632351011,5.26476835180074,4.97524373838678,5.422335899900645,5.92016171477735,5.559430870227516,443220.02734375,7,9,0,5,6,4,4,1.0,1,0,0,-1,3,2,1
439,5.528665711680256,5.436740615453378,5.494663516363775,4.956641179631906,5.47930951992354,6.031511531883027,5.613923781896492,298796.88047808764,3,E01000445,7,3,6,5,5,6,5.483753320882139,5.29489309370785,5.556226037008345,4.9343353766496945,5.344431189678175,6.0131673460049475,5.7688947140903215,383562.2197309417,4,6,4,4,4,5,8,1.0,1,-1,1,-2,-1,0,2
440,5.482722848276548,5.292955354044709,5.670342356343813,4.884070320219934,5.479683513882794,6.167226391502574,5.777967858918106,299258.36708860757,3,E01000446,5,6,5,5,7,8,5.431067530397345,5.119284961860218,5.659907217425202,5.14470114133745,5.321175846129812,6.20130274932422,5.980265344000611,383930.56544502615,3,3,6,8,3,8,9,1.0,0,-2,0,3,-2,1,1
441,5.463197093774841,5.462106999276848,5.335020157664302,4.960181663874473,5.301919878546288,5.8311093431284,5.3110245616769625,348443.4027303754,3,E01000447,8,1,6,1,2,1,5.462223323524421,5.371606835236786,5.354203099054648,5.062820750348111,5.229894102887904,5.832458244993331,5.4291457051926475,441841.28368794324,4,7,1,7,1,2,2,1.0,1,-1,0,1,0,0,1
442,5.789956147330148,5.436422773088728,5.584401106153216,4.807449900763375,5.599999185289655,6.108602113723755,5.605156848771231,310530.8914285714,6,E01000448,7,4,3,7,6,6,5.774670787759729,5.318711712553695,5.57891197655652,4.8271063985051335,5.5053691400064,6.1217376219259725,5.797747456060874,395225.0054054054,7,6,4,2,8,7,8,1.0,1,-1,0,-1,1,1,2
443,5.852889060974121,5.515993975290732,5.43765594328151,4.859652373470178,5.433160720753069,5.957381481883907,5.498130227838244,377182.59663865546,7,E01000449,8,2,4,3,4,4,5.734139253111446,5.458568625089501,5.374614513220907,4.971394786814682,5.3184037173495575,5.986480864657073,5.6562753214555626,479658.30672268907,7,8,1,5,3,5,6,1.0,0,0,-1,1,0,1,2
444,5.403766350926094,5.417741877477874,5.4790847526406345,5.021591997746402,5.42226968246436,5.980174856365852,5.467694891323833,371200.77358490566,2,E01000450,7,2,7,3,4,4,5.206239233046402,5.46487029393514,5.394692264957192,5.160104817814297,5.261914276046517,5.908538020687339,5.632483761987569,475158.05555555556,1,9,1,8,2,3,6,1.0,-1,2,-1,1,-1,-1,2
445,5.432768050090287,5.240896304448445,5.545857987662618,5.081956680430922,5.46136444298796,6.079649437305539,5.556507380433785,374599.03100775194,2,E01000451,4,4,8,4,6,5,5.29860357093811,5.293919779777527,5.472823932647705,5.228287263870239,5.28348074054718,5.99639368057251,5.738935085296631,479027.12,1,6,2,9,2,5,7,1.0,-1,2,-2,1,-2,-1,2
446,5.377337945289299,5.11388706476962,5.6015276381226835,5.0591750819174965,5.463176793739444,6.10086320267349,5.669044424275883,377471.2295081967,2,E01000452,2,4,8,4,6,7,5.269346293221172,4.9587897021546326,5.684830484227238,5.110467250530537,5.391807185278998,6.193672086438562,5.824843247731526,483774.7008547009,1,1,6,7,5,8,8,1.0,-1,-1,2,-1,1,2,1
447,5.327612856112489,5.206718113444267,5.5090690993387765,5.097088575363159,5.429659789855327,6.0312939062031035,5.603727156962823,381256.97247706424,1,E01000453,4,3,8,3,5,6,5.4055839538574215,4.963096482413156,5.645763549350557,5.0645049322219124,5.326075699215844,6.093700020653861,5.711118183817182,488113.1142857143,3,1,5,7,3,7,7,1.0,2,-3,2,-1,0,2,1
