,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_Fences,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Leafy green residential,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Sheds,clusters_2011_cleanup_Terraced,clusters_2011_cleanup_Vehicles,LSOA11CD_,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles,proportion_Low-density,proportion_Open green space,proportion_Other green,proportion_Vehicles,proportion_Sheds,proportion_Terraced,proportion_Fences,proportion_Leafy green residential,proportion_High-density,proportion_Estates,proportion_Commercial
4575,0.03614457831325301,0.024096385542168676,0.1686746987951807,0.12650602409638553,0.006024096385542169,0.006024096385542169,0.06626506024096386,0.03614457831325301,0.012048192771084338,0.05421686746987952,0.16265060240963855,E01004698,0.015789473684210527,0.05789473684210526,0.09473684210526316,0.08947368421052632,0.021052631578947368,0.005263157894736842,0.05263157894736842,0.07894736842105263,0.02631578947368421,0.07368421052631578,0.1631578947368421,-0.12631578947368427,-0.20574162679425848,1.1842105263157894,0.003118908382066346,1.1842105263157892,0.35906432748538,-0.4383458646616541,2.494736842105263,-0.2927318295739348,1.4026315789473682,-0.5631578947368421
4576,0.2814814814814815,0.003703703703703704,0.044444444444444446,0.21851851851851853,0.007407407407407408,0.007407407407407408,0.014814814814814815,0.007407407407407408,0.007407407407407408,0.06296296296296296,0.11851851851851852,E01004699,0.2591240875912409,0.0,0.029197080291970802,0.18613138686131386,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502,0.010948905109489052,0.010948905109489052,0.09124087591240876,0.10948905109489052,-0.5072992700729927,-0.7536496350364964,0.4781021897810219,-0.07618613138686131,0.4781021897810219,0.4491197939029628,-0.34306569343065696,-0.5072992700729927,-0.14821229741432643,-1.0,-0.07942758355743373
4577,0.009433962264150943,0.02830188679245283,0.16037735849056603,0.3113207547169811,0.0,0.009433962264150943,0.018867924528301886,0.009433962264150943,0.0,0.1320754716981132,0.1792452830188679,E01004700,0.05084745762711865,0.00847457627118644,0.11016949152542373,0.05084745762711865,0.0,0.0,0.0423728813559322,0.00847457627118644,0.0,0.3983050847457627,0.16101694915254236,-1.0,1.2457627118644068,-0.10169491525423725,-0.1016949152542373,,2.015738498789346,-0.31306081754735793,,-0.8366718027734976,-0.7005649717514125,4.389830508474577
4578,0.01020408163265306,0.02040816326530612,0.08163265306122448,0.11224489795918367,0.01020408163265306,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.07142857142857142,0.41836734693877553,E01004701,0.0,0.018867924528301886,0.10377358490566038,0.018867924528301886,0.0,0.0,0.009433962264150943,0.02830188679245283,0.009433962264150943,0.16037735849056603,0.3867924528301887,-1.0,-0.5377358490566038,-0.3066037735849056,-0.07547169811320753,-0.7688679245283019,1.2452830188679245,0.27122641509433976,-1.0,-0.8319039451114923,-0.0754716981132075,-1.0
4579,0.028368794326241134,0.04964539007092199,0.14893617021276595,0.0673758865248227,0.0035460992907801418,0.0,0.07092198581560284,0.028368794326241134,0.031914893617021274,0.024822695035460994,0.07801418439716312,E01004702,0.02097902097902098,0.04895104895104895,0.16083916083916083,0.05944055944055944,0.0,0.0,0.03146853146853147,0.04195804195804196,0.013986013986013986,0.04895104895104895,0.13636363636363635,,-0.5562937062937063,0.4790209790209791,0.7479338842975205,-0.5617715617715618,0.972027972027972,0.07992007992007993,-1.0,-0.11777695988222305,-0.013986013986014014,-0.26048951048951047
4580,0.016853932584269662,0.05056179775280899,0.17415730337078653,0.047752808988764044,0.019662921348314606,0.008426966292134831,0.03089887640449438,0.08707865168539326,0.019662921348314606,0.05056179775280899,0.22191011235955055,E01004703,0.028985507246376812,0.05555555555555555,0.15942028985507245,0.06038647342995169,0.014492753623188406,0.004830917874396135,0.01932367149758454,0.033816425120772944,0.021739130434782608,0.05314009661835749,0.2922705314009662,-0.42673107890499196,-0.3746157224418094,-0.6116565373227365,0.3170672047942275,0.10559006211180125,0.05099302200751479,-0.0846189808321647,-0.2629399585921325,0.26456379653310597,0.0987654320987654,0.7198067632850242
4581,0.07317073170731707,0.0,0.06097560975609756,0.08536585365853659,0.0,0.012195121951219513,0.0,0.036585365853658534,0.0,0.10975609756097561,0.4146341463414634,E01004705,0.09090909090909091,0.0,0.11363636363636363,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,0.2159090909090909,0.26136363636363635,-1.0,,-1.0,-0.3696524064171123,,0.9671717171717172,0.8636363636363636,,-0.6006493506493507,,0.24242424242424254
4582,0.007352941176470588,0.007352941176470588,0.1323529411764706,0.03676470588235294,0.014705882352941176,0.007352941176470588,0.058823529411764705,0.029411764705882353,0.0,0.125,0.3088235294117647,E01004706,0.0,0.019736842105263157,0.07236842105263158,0.019736842105263157,0.0,0.0,0.046052631578947366,0.013157894736842105,0.006578947368421052,0.125,0.4934210526315789,-1.0,-0.21710526315789477,-0.5526315789473685,0.5977443609022555,inf,0.0,-0.45321637426900585,-1.0,-0.46315789473684216,1.6842105263157894,-1.0
4583,0.02054794520547945,0.02054794520547945,0.06164383561643835,0.0958904109589041,0.0410958904109589,0.04794520547945205,0.03424657534246575,0.03424657534246575,0.0,0.07534246575342465,0.3698630136986301,E01004707,0.02702702702702703,0.02027027027027027,0.0472972972972973,0.04054054054054054,0.02702702702702703,0.033783783783783786,0.02702702702702703,0.006756756756756757,0.0,0.16216216216216217,0.43243243243243246,-0.2953667953667953,-0.2108108108108107,-0.8027027027027027,0.1691691691691693,,1.1523341523341526,-0.23273273273273265,-0.3423423423423423,-0.5772200772200772,-0.013513513513513403,0.3153153153153155
4584,0.09803921568627451,0.029411764705882353,0.0196078431372549,0.0784313725490196,0.00980392156862745,0.0,0.0,0.00980392156862745,0.029411764705882353,0.10784313725490197,0.3627450980392157,E01004708,0.0625,0.05357142857142857,0.008928571428571428,0.03571428571428571,0.008928571428571428,0.008928571428571428,0.0,0.0,0.008928571428571428,0.22321428571428573,0.3125,inf,,-1.0,-0.1385135135135135,-0.6964285714285714,1.0698051948051948,-0.5446428571428572,-0.08928571428571433,-0.5446428571428572,0.8214285714285714,-0.3625
