,lsoa,hierarchical8_x,err_x,hierarchical8_y,err_y,same
64,E01000068,3,3.427518746730602,3,3.8424600433252523,1
65,E01000069,3,2.235978640071778,3,2.7127407713561493,1
66,E01000070,3,2.4024114047120255,3,2.3038850834514477,1
67,E01000071,3,2.429573189131154,3,2.477056927593205,1
68,E01000072,3,2.9821754133830143,3,2.8238435646740028,1
69,E01000073,3,3.092169074443297,3,2.998167643001914,1
70,E01000074,3,2.99022699580502,3,2.2852611494780746,1
71,E01000075,3,2.0128778049974216,3,1.9894677188789767,1
72,E01000076,3,1.0316689359873485,3,0.7272193509354655,1
73,E01000077,3,2.4737881429788957,3,0.0,1
74,E01000078,3,3.0556922268515057,3,2.472763695121961,1
75,E01000079,3,2.046593034127029,3,2.4288621628056983,1
76,E01000080,3,1.0660176066000935,3,4.060644072995949,1
77,E01000081,3,2.264487400051976,3,2.156114210998398,1
78,E01000082,3,2.095424092496213,3,2.5116807870800377,1
79,E01000083,3,2.71472097758135,3,3.4184665230999802,1
80,E01000084,3,2.55565985055863,3,2.540501943983373,1
81,E01000085,3,2.4364247004550856,3,2.170699294540634,1
82,E01000086,3,2.933653850043166,3,2.2981113174262657,1
83,E01000087,3,2.2558191309649285,3,2.663475144563888,1
84,E01000088,3,2.855684175611186,3,2.9424712565129942,1
85,E01000089,3,2.7224290904677164,3,2.371172999414489,1
86,E01000090,4,1.798606753859808,3,1.767294423797311,0
87,E01000091,3,3.1484159733901556,3,2.516887519910015,1
88,E01000092,4,1.700833563540779,4,1.4001150340085222,1
89,E01000093,4,2.443258022067398,4,2.2404822561136486,1
90,E01000094,7,2.796818462251973,4,2.428552944460425,0
91,E01000095,4,1.6376687725288908,4,1.390446461508979,1
92,E01000096,4,2.948104331272605,4,2.522739362135184,1
93,E01000097,3,2.8242972130660093,3,2.5866359161667765,1
94,E01000098,3,2.737835692381956,3,2.46098581366423,1
95,E01000099,3,2.5397251538771584,3,2.056749323731819,1
96,E01000100,3,3.0252389346124855,3,2.6337750678019316,1
97,E01000101,3,3.086214484806086,3,2.799590361596454,1
98,E01000102,3,2.8443500043506407,3,2.164588395852942,1
99,E01000103,3,2.4956001731854918,3,2.9641036457190673,1
100,E01000104,3,3.2097173773617924,4,3.0969873591366484,0
101,E01000105,3,3.4195643344551203,3,2.7067690676777474,1
102,E01000106,4,2.8569043005206214,3,2.6701347792145587,0
103,E01000107,3,2.380380453540892,3,2.7641966069759003,1
104,E01000108,3,2.721420815899071,3,2.857122795339723,1
105,E01000109,3,2.69226100205463,3,2.6260954638514376,1
106,E01000110,3,3.2038199390437128,3,2.992710736380952,1
107,E01000111,3,2.4892820897536594,3,1.9512081408564947,1
108,E01000112,6,2.6288401631280123,3,2.7288108689093344,0
109,E01000113,5,2.4630254794168143,3,1.948896320189,0
110,E01000114,3,2.561463911438145,3,2.279741945001411,1
111,E01000115,3,1.2218956590048857,3,0.8791647816527224,1
112,E01000116,3,2.0225570818445564,3,2.101374759980917,1
113,E01000117,3,2.1572261795771275,3,2.134380159732134,1
114,E01000118,3,2.191281200180726,3,2.2773088639527503,1
115,E01000119,3,2.459836793084271,3,2.584328242370398,1
116,E01000120,3,2.471742535192779,3,2.718406408422701,1
117,E01000121,3,2.7137112028723607,3,2.834651332072874,1
118,E01000122,3,2.118971861050174,3,2.039312271879923,1
119,E01000123,3,2.231402239905361,3,2.3135344183145183,1
120,E01000124,3,2.3627119448026095,3,2.5627797708573787,1
121,E01000125,3,2.996095932573556,1,2.9759760896252687,0
122,E01000126,4,3.362306639626789,1,3.947128279608194,0
123,E01000127,3,2.029338495614528,3,2.885781859477241,1
124,E01000128,3,2.0641398646486198,3,2.0306676903516405,1
125,E01000129,3,2.815174414352788,3,2.8735734435912477,1
126,E01000130,3,2.914704943530291,3,3.411495174810398,1
127,E01000131,3,2.061178638078341,3,2.0720980726084357,1
128,E01000132,3,2.974620149751154,3,2.9680623327918623,1
129,E01000133,3,2.065090207014199,3,1.9124589943535593,1
130,E01000134,3,2.405975776896423,3,2.6427591839740407,1
131,E01000135,3,2.0552985791509566,3,2.5525319434856617,1
132,E01000136,3,2.2405266819961356,3,2.2884050903158863,1
133,E01000137,3,3.7968608844024465,3,4.242856128934085,1
134,E01000138,3,2.284374556677911,3,1.4355253186324317,1
135,E01000139,3,2.489973860551514,3,2.682721196397419,1
136,E01000140,6,3.2499468491654873,6,3.5447012860032925,1
137,E01000141,6,2.408307243849651,6,2.601757730620035,1
138,E01000142,3,2.891126813494867,3,2.787532557535427,1
139,E01000143,3,2.3501793303805782,3,0.8602367983294309,1
140,E01000144,3,2.6418545919527303,3,3.124693466100998,1
141,E01000145,3,2.775790349266388,3,2.8092427452919244,1
142,E01000146,3,1.998237298432298,3,0.9688023047041127,1
143,E01000147,3,2.705363922805154,3,2.613461799302824,1
144,E01000148,3,3.3791699873377348,3,2.847281674488415,1
145,E01000150,3,2.166633868135706,3,2.4210914616346075,1
146,E01000151,4,4.802102348535688,4,4.524091463175997,1
