,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_Fences,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Leafy green residential,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Sheds,clusters_2011_cleanup_Terraced,clusters_2011_cleanup_Vehicles,OA11CD_,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles,proportion_Low-density,proportion_Open green space,proportion_Other green,proportion_Vehicles,proportion_Sheds,proportion_Terraced,proportion_Fences,proportion_Leafy green residential,proportion_High-density,proportion_Estates,proportion_Commercial
0,0,0,0,5,0,0,0,0,0,0,0,E00000001,2,0,0,2,0,0,0,0,0,0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-3.0,0.0,2.0
1,0,0,0,5,0,0,0,0,0,0,5,E00000005,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0
2,1,0,1,3,0,0,1,0,0,1,1,E00000007,2,0,1,3,0,0,0,0,0,1,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,1,0,0,3,0,0,0,0,0,0,0,E00000013,1,0,0,1,0,0,2,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
4,0,0,0,0,0,0,0,0,0,0,0,E00000014,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
5,0,0,0,3,0,0,0,0,0,0,0,E00000016,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,4.0
6,0,0,0,1,0,0,0,0,0,0,1,E00000017,2,0,0,2,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
7,0,0,0,0,0,0,0,0,0,0,0,E00000018,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8,1,0,0,4,0,0,0,0,0,0,0,E00000019,1,0,0,3,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
9,1,0,1,2,0,0,0,1,0,1,1,E00000021,2,0,1,2,1,1,0,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
10,0,0,2,3,0,0,0,2,0,0,0,E00000023,0,1,1,4,0,0,0,0,0,0,0,0.0,0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0
11,2,1,1,3,1,1,1,1,0,1,1,E00000024,2,1,1,3,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2,0,1,4,0,1,1,1,0,1,1,E00000025,2,1,1,3,0,0,0,1,1,1,1,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0
13,2,1,1,4,0,0,0,1,0,1,1,E00000026,3,1,1,3,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0
14,2,0,0,3,0,0,0,1,0,1,1,E00000027,2,0,1,3,1,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15,2,1,0,5,1,0,0,0,0,1,1,E00000028,3,0,1,5,0,0,1,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0
16,3,1,1,2,1,0,1,1,1,0,1,E00000029,4,1,1,2,0,0,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
17,4,0,0,2,0,0,0,0,0,0,1,E00000030,4,1,0,2,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,0,0,0,0,0,0,0,0,0,0,0,E00000031,0,0,0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
19,0,0,0,5,0,0,0,0,0,0,0,E00000032,2,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,1.0,2.0
20,2,1,1,3,0,0,1,1,1,1,1,E00000035,3,1,1,2,1,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0
21,0,1,0,1,0,1,0,0,1,6,1,E00000037,0,1,1,1,1,1,0,0,2,6,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
22,1,0,0,0,0,1,0,0,2,5,0,E00000038,1,1,1,0,1,1,0,1,1,6,1,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,0.0
23,0,1,0,2,3,0,0,0,3,0,3,E00000039,0,5,0,3,0,1,0,0,1,0,2,1.0,0.0,0.0,-1.0,-2.0,0.0,0.0,-3.0,1.0,4.0,0.0
24,1,1,1,1,1,1,2,2,1,0,1,E00000040,0,1,1,1,1,1,1,2,1,0,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
25,3,0,1,1,1,2,1,1,1,1,1,E00000041,3,0,1,1,1,1,0,1,1,1,2,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,1,0,1,0,0,1,1,1,0,1,E00000042,1,2,0,1,0,0,0,1,1,0,0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,0,2,0,0,0,0,0,2,2,0,0,E00000043,0,5,0,0,0,0,0,3,0,0,0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,3.0,0.0
28,0,2,1,2,2,1,1,1,3,0,1,E00000045,1,2,1,1,1,1,0,2,2,0,2,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,1.0
29,0,0,1,5,1,0,1,0,1,0,2,E00000046,0,0,1,4,0,0,0,1,0,0,2,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0
30,0,1,1,1,0,0,0,3,0,0,1,E00000048,1,1,2,1,0,1,0,2,0,0,1,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,0,0,1,0,2,3,0,0,1,4,1,E00000049,0,0,0,0,1,4,0,1,1,3,3,1.0,0.0,1.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
32,1,2,2,1,0,1,1,2,0,0,0,E00000050,1,2,2,0,0,0,0,3,0,0,2,-1.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
33,2,0,0,0,1,1,0,1,1,5,1,E00000051,2,0,1,1,0,0,0,0,1,5,1,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0
34,0,2,1,1,1,1,4,1,1,0,1,E00000052,0,2,2,1,1,1,2,1,2,0,2,0.0,-2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
35,0,0,0,1,1,3,1,0,2,3,1,E00000053,0,0,0,1,0,3,1,1,1,3,2,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
36,1,0,0,0,1,1,2,0,0,4,1,E00000054,2,0,0,1,0,1,0,0,0,4,2,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0
37,0,0,1,1,2,1,1,1,2,2,1,E00000055,0,0,0,0,1,3,0,1,2,2,2,2.0,-1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0
38,1,1,1,1,1,0,5,1,1,0,1,E00000056,1,1,1,1,0,0,1,2,1,0,3,0.0,-4.0,1.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
39,0,2,1,2,0,0,1,4,1,0,1,E00000057,0,1,1,4,0,0,0,1,0,0,2,0.0,-1.0,-3.0,1.0,-1.0,0.0,0.0,0.0,2.0,-1.0,0.0
40,0,0,0,0,0,2,5,0,0,4,0,E00000059,0,0,0,0,0,0,0,0,0,5,4,-2.0,-5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,0,0,1,0,1,4,0,1,1,3,1,E00000060,0,1,0,1,0,4,0,1,1,2,3,0.0,0.0,0.0,2.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,0.0
42,1,2,1,2,1,0,4,1,1,0,1,E00000061,1,2,1,2,0,0,0,2,1,0,1,0.0,-4.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
43,2,1,1,1,1,1,2,1,1,0,1,E00000062,2,1,1,1,1,0,1,1,1,1,1,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,0,0,0,2,0,2,0,0,0,7,2,E00000063,0,0,0,2,0,0,0,0,0,8,2,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,1,0,0,0,0,2,0,0,0,5,1,E00000064,0,0,1,1,0,1,0,1,1,5,1,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0
46,1,1,1,2,0,1,1,1,1,3,0,E00000065,1,1,0,2,0,1,0,1,1,3,1,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
47,0,0,0,1,0,0,0,0,0,8,0,E00000066,1,0,0,0,1,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0
48,0,0,1,1,0,2,2,0,2,3,1,E00000067,0,1,0,0,0,1,1,0,1,2,3,-1.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0
49,0,0,1,0,1,1,1,0,1,6,2,E00000068,0,1,0,0,0,2,0,0,0,8,1,1.0,-1.0,0.0,-1.0,-1.0,2.0,-1.0,-1.0,0.0,1.0,0.0
50,0,0,1,3,0,1,1,1,1,0,0,E00000069,0,0,2,3,1,0,1,1,0,0,2,-1.0,0.0,0.0,2.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0
51,0,1,1,1,1,4,0,3,1,0,1,E00000070,0,1,1,1,1,3,0,3,1,1,1,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52,0,1,1,0,0,6,0,2,1,0,2,E00000071,0,0,0,0,1,5,0,2,1,0,2,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0
53,0,1,0,0,1,4,0,2,1,0,1,E00000072,0,0,0,0,1,4,1,3,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0
54,0,0,1,0,1,5,0,2,1,0,2,E00000073,0,0,0,0,0,3,0,1,1,0,3,-2.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0
55,0,1,0,0,2,5,0,2,1,0,1,E00000074,0,2,0,0,2,4,0,2,1,0,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,0,0,1,0,1,5,0,2,1,0,2,E00000075,0,1,1,0,1,3,0,3,1,0,1,-2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,0,0,1,0,2,7,0,1,0,0,2,E00000076,0,0,1,0,3,4,0,2,1,0,2,-3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
58,0,1,1,1,1,4,1,4,1,0,2,E00000077,0,1,1,1,1,3,0,3,2,0,2,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,1,1,0,1,6,0,2,1,0,1,E00000078,0,1,1,1,1,4,0,2,1,1,2,-2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
60,0,1,1,0,0,5,1,2,2,0,1,E00000079,0,1,1,0,2,4,0,2,1,1,2,-1.0,-1.0,0.0,1.0,-1.0,1.0,0.0,2.0,0.0,0.0,0.0
61,0,0,1,1,1,2,3,2,1,0,2,E00000080,0,0,1,0,1,2,2,2,1,1,2,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0
62,0,1,0,1,1,5,1,2,1,0,2,E00000081,0,1,1,0,1,3,0,2,1,1,3,-2.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0
63,0,1,0,1,2,5,0,2,1,0,1,E00000082,0,0,1,0,1,3,0,2,1,0,2,-2.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0
64,0,1,1,1,1,3,0,3,1,0,1,E00000083,0,1,0,0,1,2,0,3,2,0,4,-1.0,0.0,0.0,3.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0
65,0,0,0,0,0,5,1,3,1,0,2,E00000084,0,1,0,0,2,3,0,3,0,1,2,-2.0,-1.0,0.0,0.0,-1.0,1.0,0.0,2.0,0.0,1.0,0.0
66,0,1,0,1,0,4,1,3,1,0,1,E00000085,0,1,0,0,0,5,0,4,0,0,1,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
67,0,1,0,0,1,7,0,2,0,0,0,E00000086,0,1,0,0,1,5,0,1,0,0,1,-2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0,0,0,0,1,5,0,3,1,0,2,E00000087,1,1,1,0,1,4,0,3,0,0,2,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0
69,0,1,0,0,1,5,0,1,0,0,2,E00000088,0,1,0,0,1,5,0,3,1,0,1,0.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0,0,0,0,1,5,0,2,1,0,1,E00000089,0,1,1,0,1,2,1,2,0,0,5,-3.0,1.0,0.0,4.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0
71,1,1,0,1,1,6,0,2,0,0,1,E00000090,0,1,1,1,1,4,0,2,1,0,2,-2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0
72,0,1,0,0,1,6,0,1,1,0,2,E00000091,0,1,0,0,1,5,0,2,0,0,2,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0,0,1,1,1,3,4,2,1,1,1,E00000092,0,0,1,1,1,3,3,2,1,0,2,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
74,4,1,0,0,0,3,0,2,0,0,1,E00000093,4,1,1,0,0,3,0,2,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
75,0,1,1,0,1,5,1,2,2,0,1,E00000094,0,1,1,0,1,3,0,2,1,0,3,-2.0,-1.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0,1,0,1,1,6,0,1,1,0,1,E00000095,0,1,0,1,2,4,0,2,1,0,1,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,0,1,1,1,1,5,0,2,1,0,2,E00000096,0,1,1,0,1,3,0,2,1,0,3,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
78,0,1,1,0,1,5,1,2,1,1,1,E00000097,0,1,0,0,0,4,0,2,1,0,2,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
79,0,0,0,2,1,3,1,2,0,0,2,E00000098,0,0,0,0,1,4,1,2,1,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0
80,0,0,2,1,0,0,3,1,1,0,1,E00000099,0,0,1,0,0,1,4,3,1,1,3,1.0,1.0,2.0,2.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0
81,1,1,1,0,1,5,1,1,1,0,1,E00000100,1,1,1,0,1,3,0,2,2,0,2,-2.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0,1,0,0,1,4,0,3,2,1,1,E00000101,0,1,0,0,1,3,0,3,1,0,2,-1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
83,0,3,0,0,0,3,1,3,2,0,0,E00000102,0,1,0,1,1,2,0,3,1,1,3,-1.0,-1.0,0.0,3.0,-1.0,1.0,0.0,1.0,1.0,-2.0,0.0
84,0,1,0,0,2,5,0,2,1,0,0,E00000103,0,0,0,0,1,5,0,1,0,0,3,0.0,0.0,-1.0,3.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
85,0,2,1,1,1,5,1,2,1,1,0,E00000104,0,2,1,0,1,3,0,1,1,1,3,-2.0,-1.0,-1.0,3.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
86,1,0,1,1,1,3,0,1,0,3,1,E00000106,0,1,0,1,1,3,0,1,0,2,2,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-1.0
87,0,1,0,1,1,6,0,1,0,0,2,E00000107,0,1,1,0,1,5,0,2,1,0,2,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
88,0,1,1,1,2,5,1,1,1,0,1,E00000108,0,1,0,1,1,4,1,3,1,0,1,-1.0,0.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0
89,0,0,1,1,2,6,1,1,1,0,0,E00000109,0,2,1,1,1,4,0,2,0,1,2,-2.0,-1.0,1.0,2.0,-1.0,1.0,0.0,-1.0,0.0,2.0,0.0
90,0,1,1,1,1,3,1,4,1,0,1,E00000110,0,1,1,1,1,2,1,5,1,0,1,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0,0,0,1,1,4,0,2,2,0,1,E00000111,0,1,0,1,2,4,0,3,1,0,1,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0
92,0,1,1,0,0,4,1,2,2,0,1,E00000112,0,1,2,0,1,2,0,2,2,0,1,-2.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
93,0,1,1,0,1,7,0,1,0,0,1,E00000113,0,1,1,0,1,3,0,2,0,0,3,-4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0,1,0,0,1,6,0,2,1,0,1,E00000114,1,2,1,0,2,3,0,2,1,0,2,-3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
95,0,1,0,1,1,4,0,4,1,0,1,E00000115,1,2,1,0,1,1,0,3,1,0,3,-3.0,0.0,-1.0,2.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0
96,0,1,1,1,0,5,0,2,1,1,1,E00000116,0,2,0,0,1,3,0,2,2,0,2,-2.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0
97,1,1,2,0,0,1,1,3,1,0,1,E00000117,1,1,1,1,0,1,1,3,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
98,0,1,0,1,1,5,0,2,2,0,0,E00000118,0,0,0,0,1,4,0,2,1,1,4,-1.0,0.0,0.0,4.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0
99,0,1,1,0,2,3,0,4,1,0,0,E00000119,0,1,1,0,1,1,0,3,1,0,2,-2.0,0.0,-1.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
100,0,1,1,0,1,6,0,2,1,1,1,E00000120,0,1,1,1,1,4,0,1,1,0,3,-2.0,0.0,-1.0,2.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
101,2,1,0,1,1,2,1,3,1,0,2,E00000121,2,1,0,0,1,1,0,2,0,0,3,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
102,0,2,0,1,1,4,0,2,1,0,1,E00000122,0,2,0,0,1,2,0,2,0,1,3,-2.0,0.0,0.0,2.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0
103,0,1,1,1,1,4,1,2,1,0,1,E00000123,0,2,1,1,1,3,0,2,1,0,2,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104,0,2,1,1,1,4,0,3,1,0,1,E00000124,0,2,1,1,1,2,0,2,1,1,2,-2.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,0,2,1,1,1,3,1,2,1,1,1,E00000125,0,2,1,0,1,2,0,1,1,0,3,-1.0,-1.0,-1.0,2.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
106,0,1,2,1,1,1,1,3,1,0,2,E00000126,1,1,2,2,1,1,1,2,1,0,2,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
107,2,0,1,0,1,3,1,1,2,0,2,E00000127,1,2,1,1,1,2,0,1,1,0,2,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.0,-1.0
108,0,1,0,0,2,3,0,5,0,0,2,E00000128,0,1,0,0,1,2,0,2,1,0,5,-1.0,0.0,-3.0,3.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
109,1,1,1,0,0,3,0,4,0,0,1,E00000129,1,2,1,0,1,3,1,2,1,0,2,0.0,1.0,-2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
110,0,2,0,0,0,5,0,2,2,0,1,E00000130,0,2,0,0,1,3,0,3,1,0,2,-2.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0
111,0,0,1,0,1,4,2,2,1,0,2,E00000131,0,1,1,1,1,3,0,2,1,1,4,-1.0,-2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
112,0,1,1,0,1,5,0,1,3,0,1,E00000132,0,2,0,0,0,4,1,2,2,0,2,-1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,0.0
113,0,1,0,0,2,4,1,1,2,0,1,E00000133,0,3,0,0,1,3,0,1,1,0,3,-1.0,-1.0,0.0,2.0,-1.0,0.0,0.0,-1.0,0.0,2.0,0.0
114,0,1,0,2,1,4,0,1,2,0,1,E00000134,0,2,1,0,1,4,0,2,2,0,2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2.0,1.0,0.0
115,0,0,1,1,1,4,1,3,2,0,1,E00000135,0,1,1,0,1,3,0,2,1,0,3,-1.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0
116,0,0,1,1,1,3,1,2,2,1,1,E00000136,0,1,1,1,0,4,0,3,2,1,1,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
117,0,1,2,1,1,2,1,2,3,0,1,E00000137,0,3,0,2,1,1,1,1,2,0,2,-1.0,0.0,-1.0,1.0,-1.0,0.0,-2.0,0.0,1.0,2.0,0.0
118,1,1,1,0,2,2,1,3,1,0,1,E00000138,1,2,1,1,2,1,0,3,1,0,2,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
119,0,1,2,0,1,2,1,3,1,0,1,E00000139,0,2,2,1,1,2,0,2,2,0,2,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
120,0,1,1,1,1,2,1,3,2,0,1,E00000140,1,1,0,1,1,2,0,3,2,0,2,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
121,0,1,2,0,0,0,3,4,0,0,1,E00000141,0,1,2,0,0,0,2,3,1,0,2,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0,0,1,0,1,1,5,3,1,0,1,E00000142,0,1,1,0,1,1,1,4,1,0,2,0.0,-4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
123,0,1,0,0,1,3,3,3,1,0,1,E00000143,0,1,1,0,0,3,2,4,1,0,1,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
124,0,0,0,0,1,6,1,2,2,0,1,E00000144,0,0,1,0,1,5,1,2,2,0,1,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
125,0,1,0,0,1,8,0,1,1,0,0,E00000145,0,1,0,0,1,8,0,2,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0,0,0,0,1,4,2,2,1,0,1,E00000146,0,0,0,0,1,3,1,3,1,1,1,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,1,0,0,0,0,7,0,2,1,1,0,E00000147,1,0,0,0,1,6,0,1,1,0,2,-1.0,0.0,-1.0,2.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
128,0,0,0,0,2,8,0,0,0,0,1,E00000148,0,0,0,0,0,10,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0
129,0,1,1,1,1,3,1,1,1,2,1,E00000149,0,1,0,1,1,3,1,1,1,3,2,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
130,0,1,1,0,1,5,1,2,2,0,1,E00000150,0,2,1,0,1,5,0,1,2,0,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131,0,1,1,0,1,2,5,2,1,0,1,E00000151,1,1,1,1,1,1,3,2,1,1,2,-1.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
132,0,0,1,0,2,5,0,1,1,1,2,E00000152,1,1,0,1,1,5,0,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0
133,1,0,1,1,1,5,0,1,1,1,1,E00000153,1,1,1,1,1,4,0,2,1,2,1,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
134,2,0,0,1,0,3,1,1,1,2,1,E00000154,2,0,0,0,1,3,0,1,1,2,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
135,1,0,0,1,0,2,0,2,2,1,2,E00000155,1,1,0,1,0,2,0,2,1,1,2,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
136,1,1,1,0,1,1,6,2,1,0,1,E00000156,1,1,1,1,1,1,5,2,1,1,1,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
137,0,1,1,1,1,4,3,3,1,0,1,E00000157,1,2,0,0,1,2,2,3,1,0,1,-2.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0
138,0,1,1,0,1,2,3,2,2,0,1,E00000158,0,1,1,1,1,2,3,4,2,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
