"","oa_name","clusters_2021_cleanup_Commercial","clusters_2021_cleanup_Estates","clusters_2021_cleanup_High.density","clusters_2021_cleanup_Low.density","clusters_2021_cleanup_Open.green.space","clusters_2021_cleanup_Other.green","clusters_2021_cleanup_Terraced","count","OA","hierarchical8"
"1","E00000001",0,0,1,0,0,0,0,1,"E00000001",6
"2","E00000007",0.285714285714286,0,0.619047619047619,0,0,0,0.0952380952380952,21,"E00000007",3
"3","E00000016",1,0,0,0,0,0,0,2,"E00000016",2
"4","E00000017",0.5,0,0.5,0,0,0,0,2,"E00000017",2
"5","E00000019",0.75,0,0.25,0,0,0,0,4,"E00000019",2
"6","E00000021",0.517241379310345,0,0.344827586206897,0.0344827586206897,0,0,0.103448275862069,29,"E00000021",2
"7","E00000023",0,0,0.666666666666667,0,0,0.333333333333333,0,3,"E00000023",2
"8","E00000024",0.508928571428571,0.0178571428571429,0.366071428571429,0.00892857142857143,0.00892857142857143,0.0267857142857143,0.0625,112,"E00000024",6
"9","E00000025",0.319587628865979,0.0103092783505155,0.515463917525773,0,0,0.0412371134020619,0.11340206185567,97,"E00000025",2
"10","E00000026",0.568181818181818,0,0.318181818181818,0,0,0,0.113636363636364,88,"E00000026",5
"11","E00000027",0.421052631578947,0,0.421052631578947,0.0263157894736842,0,0.0526315789473684,0.0789473684210526,38,"E00000027",3
"12","E00000028",0.407407407407407,0,0.5,0,0,0,0.0925925925925926,54,"E00000028",5
"13","E00000029",0.712121212121212,0,0.227272727272727,0,0.0151515151515152,0.0454545454545455,0,66,"E00000029",4
"14","E00000030",0.833333333333333,0,0.166666666666667,0,0,0,0,12,"E00000030",2
"15","E00000032",1,0,0,0,0,0,0,1,"E00000032",2
"16","E00000035",0.53968253968254,0.0158730158730159,0.341269841269841,0.00793650793650794,0,0.00793650793650794,0.0873015873015873,126,"E00000035",6
"17","E00000037",0,0.133333333333333,0.0666666666666667,0.133333333333333,0,0,0.666666666666667,15,"E00000037",2
"18","E00000038",0,0,0,0.19047619047619,0,0,0.80952380952381,21,"E00000038",2
"19","E00000039",0,0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0,7,"E00000039",2
"20","E00000040",0,0.133333333333333,0.2,0.2,0,0.466666666666667,0,15,"E00000040",2
"21","E00000041",0.476190476190476,0,0.0476190476190476,0.238095238095238,0,0.142857142857143,0.0952380952380952,21,"E00000041",2
"22","E00000042",0.2,0.5,0.1,0.1,0,0.1,0,10,"E00000042",1
"23","E00000043",0.25,0.5,0,0,0,0.25,0,4,"E00000043",3
"24","E00000045",0,0,0.125,0.75,0,0.125,0,8,"E00000045",2
"25","E00000046",0,0,0.75,0.0833333333333333,0,0.166666666666667,0,12,"E00000046",4
"26","E00000048",0,0,0,0,0,1,0,4,"E00000048",3
"27","E00000049",0,0,0,0.681818181818182,0,0,0.318181818181818,22,"E00000049",1
"28","E00000050",0,0.333333333333333,0,0,0,0.666666666666667,0,3,"E00000050",2
"29","E00000051",0,0,0.0625,0.0625,0,0,0.875,16,"E00000051",2
"30","E00000052",0,0.25,0,0.3125,0.1875,0.25,0,16,"E00000052",2
"31","E00000053",0,0,0.111111111111111,0.333333333333333,0.0555555555555556,0.111111111111111,0.388888888888889,18,"E00000053",6
"32","E00000054",0.0416666666666667,0,0.125,0.0416666666666667,0,0,0.791666666666667,24,"E00000054",3
"33","E00000055",0,0,0,0.724137931034483,0,0.103448275862069,0.172413793103448,29,"E00000055",5
