oa_name,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Terraced,count,OA
E00000090,0.0,0.038461538461538464,0.038461538461538464,0.6923076923076923,0.0,0.23076923076923078,0.0,26,E00000090
E00000091,0.0,0.0,0.0,0.7333333333333333,0.0,0.26666666666666666,0.0,15,E00000091
E00000092,0.0,0.0,0.014084507042253521,0.4507042253521127,0.323943661971831,0.2112676056338028,0.0,71,E00000092
E00000093,0.6190476190476191,0.0,0.0,0.3333333333333333,0.0,0.047619047619047616,0.0,21,E00000093
E00000094,0.0,0.04,0.0,0.72,0.0,0.24,0.0,25,E00000094
E00000095,0.0,0.0,0.09523809523809523,0.8095238095238095,0.0,0.09523809523809523,0.0,21,E00000095
E00000096,0.0,0.058823529411764705,0.0,0.7647058823529411,0.0,0.17647058823529413,0.0,17,E00000096
E00000097,0.0,0.0,0.0,0.9047619047619048,0.0,0.09523809523809523,0.0,21,E00000097
E00000098,0.0,0.0,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,9,E00000098
E00000099,0.0,0.0,0.0,0.3,0.5,0.2,0.0,10,E00000099
E00000100,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.4090909090909091,0.09090909090909091,0.2727272727272727,0.0,22,E00000100
E00000101,0.0,0.12,0.0,0.52,0.0,0.36,0.0,25,E00000101
E00000102,0.0,0.08695652173913043,0.043478260869565216,0.43478260869565216,0.0,0.391304347826087,0.043478260869565216,23,E00000102
E00000103,0.0,0.0,0.0,0.8666666666666667,0.0,0.13333333333333333,0.0,15,E00000103
E00000104,0.0,0.13333333333333333,0.03333333333333333,0.6666666666666666,0.0,0.13333333333333333,0.03333333333333333,30,E00000104
E00000106,0.0,0.0,0.10526315789473684,0.5263157894736842,0.0,0.10526315789473684,0.2631578947368421,19,E00000106
E00000107,0.02702702702702703,0.08108108108108109,0.0,0.6216216216216216,0.0,0.2702702702702703,0.0,37,E00000107
E00000108,0.0,0.0,0.030303030303030304,0.6060606060606061,0.06060606060606061,0.30303030303030304,0.0,33,E00000108
E00000109,0.0,0.0,0.06060606060606061,0.696969696969697,0.0,0.21212121212121213,0.030303030303030304,33,E00000109
E00000110,0.0,0.08571428571428572,0.05714285714285714,0.2857142857142857,0.02857142857142857,0.5428571428571428,0.0,35,E00000110
E00000111,0.0,0.0,0.0,0.7692307692307693,0.0,0.23076923076923078,0.0,13,E00000111
E00000112,0.0,0.14285714285714285,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,7,E00000112
E00000113,0.0,0.05263157894736842,0.0,0.7894736842105263,0.0,0.15789473684210525,0.0,19,E00000113
E00000114,0.0,0.047619047619047616,0.0,0.7142857142857143,0.0,0.23809523809523808,0.0,21,E00000114
E00000115,0.0,0.0,0.0,0.5263157894736842,0.0,0.47368421052631576,0.0,19,E00000115
E00000116,0.0,0.03333333333333333,0.0,0.7,0.0,0.26666666666666666,0.0,30,E00000116
E00000117,0.125,0.0,0.0,0.125,0.0,0.75,0.0,8,E00000117
E00000118,0.0,0.0,0.0,0.6666666666666666,0.0,0.2916666666666667,0.041666666666666664,24,E00000118
E00000119,0.0,0.0,0.0,0.4166666666666667,0.0,0.5833333333333334,0.0,12,E00000119
E00000120,0.0,0.06060606060606061,0.030303030303030304,0.8181818181818182,0.0,0.09090909090909091,0.0,33,E00000120
E00000121,0.2608695652173913,0.043478260869565216,0.0,0.391304347826087,0.0,0.30434782608695654,0.0,23,E00000121
E00000122,0.0,0.1,0.0,0.65,0.0,0.25,0.0,20,E00000122
E00000123,0.0,0.043478260869565216,0.13043478260869565,0.5652173913043478,0.0,0.2608695652173913,0.0,23,E00000123
E00000124,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.25,0.03571428571428571,28,E00000124
E00000125,0.0,0.07692307692307693,0.038461538461538464,0.6923076923076923,0.0,0.19230769230769232,0.0,26,E00000125
E00000126,0.0,0.07894736842105263,0.2631578947368421,0.2894736842105263,0.13157894736842105,0.21052631578947367,0.02631578947368421,38,E00000126
E00000127,0.15625,0.15625,0.125,0.4375,0.0,0.125,0.0,32,E00000127
E00000128,0.0,0.0,0.0,0.7857142857142857,0.0,0.21428571428571427,0.0,14,E00000128
E00000129,0.0,0.08333333333333333,0.0,0.4583333333333333,0.0,0.4583333333333333,0.0,24,E00000129
E00000130,0.0,0.0,0.0,0.631578947368421,0.0,0.3684210526315789,0.0,19,E00000130
E00000131,0.0,0.0,0.05,0.7,0.0,0.25,0.0,20,E00000131
E00000132,0.0,0.047619047619047616,0.0,0.7619047619047619,0.0,0.19047619047619047,0.0,21,E00000132
E00000133,0.0,0.1,0.1,0.6,0.0,0.2,0.0,10,E00000133
E00000134,0.0,0.047619047619047616,0.0,0.7142857142857143,0.0,0.23809523809523808,0.0,21,E00000134
E00000135,0.0,0.0,0.0,0.78125,0.0,0.21875,0.0,32,E00000135
E00000136,0.0,0.034482758620689655,0.06896551724137931,0.4482758620689655,0.0,0.2413793103448276,0.20689655172413793,29,E00000136
E00000137,0.0,0.45454545454545453,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,11,E00000137
E00000138,0.05555555555555555,0.1111111111111111,0.08333333333333333,0.4166666666666667,0.0,0.3333333333333333,0.0,36,E00000138
E00000139,0.0,0.08571428571428572,0.0,0.5714285714285714,0.0,0.34285714285714286,0.0,35,E00000139
E00000140,0.0,0.041666666666666664,0.041666666666666664,0.4583333333333333,0.0,0.4583333333333333,0.0,24,E00000140
E00000141,0.0,0.0,0.0,0.0,0.125,0.875,0.0,8,E00000141
E00000142,0.0,0.017241379310344827,0.0,0.22413793103448276,0.0,0.7586206896551724,0.0,58,E00000142
E00000143,0.0,0.05263157894736842,0.0,0.3157894736842105,0.15789473684210525,0.47368421052631576,0.0,38,E00000143
E00000144,0.0,0.0,0.0,0.6486486486486487,0.0,0.35135135135135137,0.0,37,E00000144
E00000145,0.0,0.0,0.0,0.875,0.0,0.125,0.0,40,E00000145
E00000146,0.0,0.0,0.0,0.6086956521739131,0.043478260869565216,0.34782608695652173,0.0,23,E00000146
E00000147,0.0,0.0,0.0,0.9259259259259259,0.0,0.037037037037037035,0.037037037037037035,27,E00000147
E00000148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,E00000148
E00000149,0.0,0.0,0.1,0.5,0.0,0.05,0.35,20,E00000149
E00000150,0.0,0.17391304347826086,0.0,0.782608695652174,0.0,0.043478260869565216,0.0,23,E00000150
E00000151,0.0,0.018691588785046728,0.009345794392523364,0.17757009345794392,0.34579439252336447,0.42990654205607476,0.018691588785046728,107,E00000151
E00000152,0.043478260869565216,0.0,0.043478260869565216,0.782608695652174,0.0,0.043478260869565216,0.08695652173913043,23,E00000152
E00000153,0.022222222222222223,0.0,0.044444444444444446,0.4666666666666667,0.0,0.26666666666666666,0.2,45,E00000153
E00000154,0.21052631578947367,0.0,0.0,0.3684210526315789,0.0,0.05263157894736842,0.3684210526315789,19,E00000154
E00000155,0.21052631578947367,0.10526315789473684,0.0,0.3157894736842105,0.0,0.21052631578947367,0.15789473684210525,19,E00000155
E00000156,0.0,0.005714285714285714,0.005714285714285714,0.11428571428571428,0.6342857142857142,0.24,0.0,175,E00000156
E00000157,0.0,0.03225806451612903,0.0,0.4838709677419355,0.12903225806451613,0.3548387096774194,0.0,31,E00000157
E00000158,0.0,0.022222222222222223,0.0,0.3333333333333333,0.3111111111111111,0.3333333333333333,0.0,45,E00000158
E00000159,0.0,0.2,0.06666666666666667,0.3,0.06666666666666667,0.36666666666666664,0.0,30,E00000159
E00000160,0.0,0.0625,0.0,0.375,0.125,0.4375,0.0,32,E00000160
E00000161,0.0,0.48,0.0,0.32,0.04,0.16,0.0,25,E00000161
E00000162,0.0,0.0,0.23076923076923078,0.38461538461538464,0.3076923076923077,0.07692307692307693,0.0,13,E00000162
E00000163,0.0,0.3181818181818182,0.0,0.18181818181818182,0.3181818181818182,0.18181818181818182,0.0,22,E00000163
E00000164,0.0,0.3333333333333333,0.0,0.5833333333333334,0.0,0.0,0.08333333333333333,12,E00000164
E00000165,0.0,0.12903225806451613,0.03225806451612903,0.5806451612903226,0.0,0.1935483870967742,0.06451612903225806,31,E00000165
E00000166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,E00000166
E00000167,0.0,0.07142857142857142,0.0,0.7857142857142857,0.0,0.07142857142857142,0.07142857142857142,14,E00000167
E00000168,0.0,0.0,0.0,0.5925925925925926,0.0,0.4074074074074074,0.0,27,E00000168
E00000169,0.0,0.3333333333333333,0.0,0.25,0.0,0.3333333333333333,0.08333333333333333,12,E00000169
E00000170,0.0,0.0,0.02631578947368421,0.6052631578947368,0.0,0.3684210526315789,0.0,38,E00000170
E00000171,0.0,0.0,0.02631578947368421,0.3684210526315789,0.18421052631578946,0.42105263157894735,0.0,38,E00000171
E00000172,0.0,0.0,0.0,0.7352941176470589,0.0,0.2647058823529412,0.0,34,E00000172
E00000173,0.14285714285714285,0.0,0.03571428571428571,0.2857142857142857,0.0,0.5357142857142857,0.0,28,E00000173
E00000174,0.0,0.0,0.0,0.782608695652174,0.0,0.043478260869565216,0.17391304347826086,23,E00000174
E00000175,0.0,0.041666666666666664,0.16666666666666666,0.25,0.0,0.4583333333333333,0.08333333333333333,24,E00000175
E00000176,0.0,0.0,0.0,0.6842105263157895,0.0,0.05263157894736842,0.2631578947368421,19,E00000176
E00000177,0.1,0.35,0.1,0.0,0.0,0.45,0.0,20,E00000177
E00000178,0.0,0.0,0.14285714285714285,0.5357142857142857,0.03571428571428571,0.07142857142857142,0.21428571428571427,28,E00000178
E00000179,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.07692307692307693,13,E00000179
E00000180,0.0,0.0,0.07692307692307693,0.3333333333333333,0.10256410256410256,0.358974358974359,0.1282051282051282,39,E00000180
E00000181,0.0,0.0,0.030303030303030304,0.7878787878787878,0.0,0.12121212121212122,0.06060606060606061,33,E00000181
E00000182,0.0,0.0,0.0,0.6153846153846154,0.0,0.3076923076923077,0.07692307692307693,13,E00000182
E00000183,0.03333333333333333,0.03333333333333333,0.0,0.7333333333333333,0.0,0.2,0.0,30,E00000183
E00000184,0.0,0.0,0.0,0.8148148148148148,0.0,0.1111111111111111,0.07407407407407407,27,E00000184
E00000185,0.0,0.0,0.0,0.6428571428571429,0.0,0.3333333333333333,0.023809523809523808,42,E00000185
E00000186,0.0,0.0,0.0,0.8064516129032258,0.0,0.1935483870967742,0.0,31,E00000186
E00000187,0.0,0.0,0.1111111111111111,0.7222222222222222,0.0,0.16666666666666666,0.0,18,E00000187
E00000188,0.0,0.030303030303030304,0.0,0.7878787878787878,0.0,0.15151515151515152,0.030303030303030304,33,E00000188
E00000189,0.0,0.0,0.02702702702702703,0.7027027027027027,0.0,0.24324324324324326,0.02702702702702703,37,E00000189
E00000190,0.0,0.0,0.08333333333333333,0.3333333333333333,0.0,0.4166666666666667,0.16666666666666666,12,E00000190
E00000191,0.0,0.0,0.0,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.0,12,E00000191
E00000192,0.0,0.0,0.05,0.65,0.0,0.2,0.1,20,E00000192
E00000193,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.0,9,E00000193
E00000194,0.0,0.0,0.0,0.7096774193548387,0.06451612903225806,0.22580645161290322,0.0,31,E00000194
E00000195,0.0,0.01818181818181818,0.0,0.36363636363636365,0.4909090909090909,0.12727272727272726,0.0,55,E00000195
E00000196,0.0,0.0,0.045454545454545456,0.9090909090909091,0.0,0.045454545454545456,0.0,22,E00000196
E00000197,0.0,0.011363636363636364,0.0,0.14772727272727273,0.6477272727272727,0.19318181818181818,0.0,88,E00000197
E00000199,0.0,0.0,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.6666666666666666,0.0,18,E00000199
E00000200,0.0,0.09523809523809523,0.0,0.7619047619047619,0.0,0.14285714285714285,0.0,21,E00000200
E00000201,0.0,0.0,0.13333333333333333,0.2,0.13333333333333333,0.06666666666666667,0.4666666666666667,15,E00000201
E00000202,0.0,0.0,0.0,0.7727272727272727,0.045454545454545456,0.18181818181818182,0.0,22,E00000202
E00000203,0.0,0.05263157894736842,0.0,0.8947368421052632,0.0,0.05263157894736842,0.0,19,E00000203
E00000204,0.0,0.08333333333333333,0.0,0.6666666666666666,0.0,0.25,0.0,12,E00000204
E00000205,0.0,0.2222222222222222,0.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,9,E00000205
E00000206,0.0,0.0,0.0,0.75,0.0,0.25,0.0,8,E00000206
E00000207,0.0,0.125,0.0,0.625,0.0625,0.1875,0.0,16,E00000207
E00000208,0.0,0.058823529411764705,0.08823529411764706,0.7058823529411765,0.0,0.11764705882352941,0.029411764705882353,34,E00000208
E00000209,0.0,0.0,0.0625,0.625,0.0,0.3125,0.0,16,E00000209
E00000210,0.0,0.034482758620689655,0.06896551724137931,0.7586206896551724,0.034482758620689655,0.10344827586206896,0.0,29,E00000210
E00000211,0.0,0.058823529411764705,0.058823529411764705,0.7058823529411765,0.0,0.11764705882352941,0.058823529411764705,17,E00000211
E00000212,0.0,0.11764705882352941,0.0,0.7058823529411765,0.0,0.17647058823529413,0.0,17,E00000212
E00000213,0.0,0.05555555555555555,0.027777777777777776,0.75,0.0,0.1111111111111111,0.05555555555555555,36,E00000213
E00000214,0.0,0.0,0.06666666666666667,0.6,0.0,0.26666666666666666,0.06666666666666667,15,E00000214
E00000215,0.0,0.0,0.05555555555555555,0.7777777777777778,0.0,0.1111111111111111,0.05555555555555555,18,E00000215
E00000216,0.0,0.0,0.0,0.7894736842105263,0.0,0.21052631578947367,0.0,19,E00000216
E00000217,0.0,0.08695652173913043,0.0,0.8695652173913043,0.0,0.043478260869565216,0.0,23,E00000217
E00000218,0.0,0.08695652173913043,0.0,0.7391304347826086,0.0,0.17391304347826086,0.0,23,E00000218
E00000219,0.0,0.0,0.058823529411764705,0.5882352941176471,0.0,0.29411764705882354,0.058823529411764705,17,E00000219
E00000220,0.0,0.0,0.06666666666666667,0.4,0.0,0.0,0.5333333333333333,15,E00000220
E00000221,0.0,0.034482758620689655,0.0,0.41379310344827586,0.27586206896551724,0.27586206896551724,0.0,29,E00000221
E00000222,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0,0.1,0.5,30,E00000222
E00000223,0.2631578947368421,0.0,0.15789473684210525,0.3684210526315789,0.0,0.05263157894736842,0.15789473684210525,19,E00000223
E00000224,0.0,0.0625,0.0,0.6875,0.0,0.25,0.0,32,E00000224
E00000225,0.0,0.0,0.05263157894736842,0.5789473684210527,0.0,0.21052631578947367,0.15789473684210525,19,E00000225
E00000226,0.0875,0.0375,0.0,0.1625,0.0875,0.625,0.0,80,E00000226
E00000227,0.0,0.0,0.02631578947368421,0.3157894736842105,0.02631578947368421,0.631578947368421,0.0,38,E00000227
E00000228,0.0,0.0,0.07142857142857142,0.35714285714285715,0.0,0.07142857142857142,0.5,28,E00000228
E00000229,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.7692307692307693,26,E00000229
E00000230,0.0,0.07692307692307693,0.0,0.8461538461538461,0.0,0.07692307692307693,0.0,13,E00000230
E00000231,0.0,0.0967741935483871,0.0,0.7419354838709677,0.0,0.12903225806451613,0.03225806451612903,31,E00000231
E00000232,0.0,0.0,0.0,0.9333333333333333,0.0,0.06666666666666667,0.0,30,E00000232
E00000234,0.0,0.02,0.02,0.46,0.28,0.12,0.1,50,E00000234
E00000235,0.0,0.0,0.2,0.0,0.0,0.4,0.4,5,E00000235
E00000236,0.0,0.0,0.15384615384615385,0.34615384615384615,0.038461538461538464,0.038461538461538464,0.4230769230769231,26,E00000236
E00000237,0.0,0.029411764705882353,0.029411764705882353,0.5588235294117647,0.08823529411764706,0.23529411764705882,0.058823529411764705,34,E00000237
E00000238,0.0,0.0,0.5,0.0,0.0,0.0,0.5,4,E00000238
E00000239,0.0,0.25,0.25,0.25,0.0,0.25,0.0,4,E00000239
E00000242,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,0.5833333333333334,0.0,12,E00000242
E00000243,0.0,0.0,0.1,0.0,0.2,0.7,0.0,10,E00000243
E00000244,0.0,0.06451612903225806,0.0,0.5483870967741935,0.12903225806451613,0.25806451612903225,0.0,31,E00000244
E00000245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,E00000245
E00000246,0.15,0.1,0.0,0.0,0.0,0.2,0.55,20,E00000246
E00000247,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.6363636363636364,11,E00000247
E00000248,0.0,0.2,0.4,0.0,0.2,0.2,0.0,5,E00000248
E00000249,0.0,0.3,0.1,0.3,0.0,0.1,0.2,10,E00000249
E00000251,0.0,0.2,0.6,0.0,0.0,0.2,0.0,5,E00000251
E00000252,0.0,0.03125,0.0,0.4375,0.09375,0.09375,0.34375,32,E00000252
E00000253,0.0,0.09090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.5454545454545454,0.0,11,E00000253
E00000255,0.0,0.0,0.29411764705882354,0.23529411764705882,0.0,0.11764705882352941,0.35294117647058826,17,E00000255
E00000257,0.0,0.0,0.06666666666666667,0.6,0.0,0.06666666666666667,0.26666666666666666,15,E00000257
E00000258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,E00000258
E00000259,0.0,0.0,0.0625,0.0625,0.0,0.125,0.75,16,E00000259
E00000260,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.6428571428571429,14,E00000260
E00000261,0.038461538461538464,0.0,0.07692307692307693,0.5,0.19230769230769232,0.11538461538461539,0.07692307692307693,26,E00000261
E00000263,0.0,0.5238095238095238,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.0,21,E00000263
E00000264,0.0,0.5,0.0,0.5,0.0,0.0,0.0,2,E00000264
E00000265,0.0,0.0,0.0,0.46153846153846156,0.07692307692307693,0.46153846153846156,0.0,26,E00000265
E00000266,0.0,0.06451612903225806,0.03225806451612903,0.6451612903225806,0.0,0.22580645161290322,0.03225806451612903,31,E00000266
E00000267,0.0,0.0,0.0,0.7391304347826086,0.0,0.2608695652173913,0.0,23,E00000267
E00000268,0.0,0.04,0.12,0.68,0.0,0.16,0.0,25,E00000268
E00000269,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,24,E00000269
E00000270,0.0,0.041666666666666664,0.0,0.7916666666666666,0.0,0.16666666666666666,0.0,24,E00000270
E00000271,0.0,0.13636363636363635,0.0,0.5454545454545454,0.13636363636363635,0.18181818181818182,0.0,22,E00000271
E00000272,0.0,0.0,0.03125,0.71875,0.125,0.125,0.0,32,E00000272
E00000273,0.0,0.08333333333333333,0.16666666666666666,0.5833333333333334,0.0,0.08333333333333333,0.08333333333333333,12,E00000273
E00000274,0.0,0.0,0.0,0.6923076923076923,0.0,0.3076923076923077,0.0,13,E00000274
E00000275,0.0,0.0,0.0,0.6428571428571429,0.0,0.2857142857142857,0.07142857142857142,28,E00000275
E00000276,0.0,0.0,0.043478260869565216,0.32608695652173914,0.2391304347826087,0.391304347826087,0.0,46,E00000276
E00000277,0.0,0.0,0.1875,0.625,0.0,0.1875,0.0,16,E00000277
E00000278,0.08695652173913043,0.043478260869565216,0.0,0.5652173913043478,0.0,0.30434782608695654,0.0,23,E00000278
E00000279,0.0,0.0,0.034482758620689655,0.2413793103448276,0.20689655172413793,0.5172413793103449,0.0,29,E00000279
E00000280,0.0,0.07142857142857142,0.0,0.7142857142857143,0.0,0.14285714285714285,0.07142857142857142,14,E00000280
E00000282,0.0,0.0,0.1,0.6,0.0,0.3,0.0,10,E00000282
E00000283,0.0,0.125,0.0625,0.5625,0.0,0.25,0.0,16,E00000283
E00000284,0.0,0.16,0.04,0.56,0.0,0.2,0.04,25,E00000284
E00000285,0.0,0.05555555555555555,0.0,0.7222222222222222,0.0,0.2222222222222222,0.0,18,E00000285
E00000286,0.0,0.0,0.0,0.9166666666666666,0.0,0.041666666666666664,0.041666666666666664,24,E00000286
E00000287,0.125,0.0625,0.0625,0.5,0.0625,0.1875,0.0,16,E00000287
E00000288,0.038461538461538464,0.19230769230769232,0.0,0.38461538461538464,0.0,0.34615384615384615,0.038461538461538464,26,E00000288
E00000289,0.0,0.0,0.0,0.625,0.0,0.375,0.0,8,E00000289
E00000290,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.5714285714285714,0.0,0.21428571428571427,0.0,28,E00000290
E00000291,0.0,0.0,0.0,0.6363636363636364,0.0,0.2727272727272727,0.09090909090909091,11,E00000291
E00000292,0.0,0.0625,0.0,0.8125,0.0,0.125,0.0,16,E00000292
