OA11CD,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles
E00006142,0,1,0,0,1,1,1,1,1,0,0
E00006143,1,1,1,1,1,1,1,1,0,1,1
E00006144,1,0,1,1,1,1,0,0,0,1,0
E00006145,0,1,1,0,1,1,0,1,1,0,1
E00006146,0,0,0,0,1,1,0,0,0,0,0
E00006147,0,1,0,1,1,1,0,0,0,1,1
E00006148,1,1,1,0,1,1,1,0,0,0,1
E00006149,0,0,0,0,1,1,0,1,1,0,0
E00006150,0,0,1,0,1,1,0,1,1,0,0
E00006151,0,1,1,1,1,1,0,1,1,1,1
E00006153,1,0,1,1,1,0,0,1,0,1,1
E00006154,1,0,1,1,0,1,0,0,0,1,0
E00006155,0,0,1,0,1,1,0,1,1,0,0
E00006156,0,0,1,1,1,1,1,0,1,1,0
E00006157,0,0,0,0,0,1,1,1,0,0,0
E00006158,0,0,0,0,0,1,0,1,0,0,0
E00006159,1,1,1,1,0,0,0,1,1,1,0
E00006160,0,1,0,0,1,1,1,0,1,0,1
E00006161,0,1,0,0,1,1,0,1,1,1,0
E00006162,1,1,1,0,1,0,0,1,0,1,1
E00006163,0,1,1,1,1,1,1,1,1,0,1
E00006164,0,1,1,1,1,1,0,0,1,1,1
E00006165,1,1,1,0,1,1,1,0,1,1,0
E00006166,0,0,1,0,0,0,1,0,0,0,0
E00006167,0,1,1,1,1,1,0,0,0,1,1
E00006168,1,0,1,0,1,1,0,0,0,1,1
E00006169,0,0,0,0,0,0,1,0,0,1,0
E00006170,0,0,1,1,1,1,1,1,1,0,0
E00006171,1,1,1,1,0,1,0,0,1,1,0
E00006172,0,0,0,0,0,0,1,0,0,0,0
E00006173,1,1,1,1,1,1,1,0,1,1,0
E00006174,1,1,1,0,1,1,1,1,1,0,1
E00006175,0,1,1,0,1,1,1,0,1,0,0
E00006176,0,1,1,0,1,0,0,0,0,1,0
E00006177,1,1,1,0,0,1,1,1,1,1,1
E00006178,0,1,1,0,1,0,0,0,1,1,1
E00006179,0,1,1,0,1,0,1,0,1,1,1
E00006180,0,1,1,1,1,0,1,0,0,0,0
E00006181,0,0,0,0,0,0,0,1,1,0,0
E00006182,0,1,1,0,0,0,1,1,0,0,0
E00006183,1,1,0,1,1,1,1,1,1,0,1
E00006184,1,0,1,1,0,0,1,0,0,0,0
E00006185,1,1,0,1,0,0,0,0,1,0,0
E00006186,1,0,1,1,0,0,1,1,0,1,1
E00006187,0,1,0,1,1,0,0,0,1,1,1
E00006188,0,1,0,0,1,0,0,0,0,1,1
E00006190,1,0,0,1,0,0,1,1,1,1,0
E00006191,1,0,0,0,0,1,0,1,0,0,0
E00006192,0,0,0,0,0,0,0,0,0,0,0
E00006193,0,0,0,0,0,0,0,0,0,0,0
E00006194,0,0,0,0,0,0,0,0,0,0,0
E00006195,1,0,1,0,0,0,1,0,0,0,0
E00006197,0,0,0,1,0,0,1,0,0,1,0
E00006198,0,0,0,0,0,0,0,0,0,0,0
E00006199,0,0,0,0,0,1,0,0,0,1,0
E00006200,1,0,0,0,0,1,0,1,1,1,1
E00006201,0,1,0,1,0,1,0,1,1,0,0
E00006202,1,0,0,0,1,1,0,0,1,0,0
E00006203,0,0,0,0,0,0,0,0,0,0,0
E00006204,1,0,0,0,1,0,1,1,0,0,0
E00006205,1,1,0,1,1,1,0,0,0,1,1
E00006206,0,1,1,1,1,1,0,1,1,0,0
E00006207,0,1,1,0,1,1,0,0,1,1,0
E00006208,0,0,0,0,1,1,1,1,1,0,0
E00006209,0,0,0,1,1,1,1,1,1,0,1
E00006210,0,0,0,0,1,1,1,1,0,0,0
E00006211,0,1,0,1,1,1,0,0,1,0,1
E00006212,0,0,1,1,1,1,0,1,1,0,0
E00006213,1,0,0,0,0,0,1,0,0,0,0
E00006214,0,1,1,0,1,1,1,1,1,0,0
E00006215,0,0,0,0,0,0,0,0,0,0,0
E00006216,1,1,1,1,1,0,1,1,1,1,0
E00006217,0,1,1,0,1,1,1,1,1,0,0
E00006218,0,0,1,0,0,0,1,0,0,0,0
E00006219,1,0,1,1,1,0,0,0,1,1,0
E00006220,0,1,1,0,0,1,0,1,0,0,0
E00006221,0,1,1,0,1,1,0,0,0,0,1
E00006222,0,1,1,0,1,0,1,1,1,0,0
E00006224,0,0,0,1,1,1,0,0,1,1,1
E00006225,1,1,1,1,0,1,0,0,1,0,1
E00006226,0,0,0,0,1,0,1,0,0,1,0
E00006227,0,0,1,0,1,0,0,0,0,1,1
E00006228,1,1,1,1,0,0,0,0,0,1,0
E00006229,0,0,0,1,0,0,1,0,1,1,0
E00006230,1,1,0,1,0,0,0,0,0,1,0
E00006231,1,1,1,1,1,0,1,1,0,0,0
E00006232,0,1,1,1,0,0,0,1,1,0,1
E00006233,1,1,1,1,1,1,1,1,1,1,1
E00006234,1,1,1,1,0,1,0,1,1,1,1
E00006235,1,1,0,0,0,1,1,0,0,1,1
E00006236,1,1,1,1,1,1,1,1,1,1,1
E00006237,1,1,0,1,0,0,1,1,0,0,1
E00006238,1,0,1,1,0,0,0,0,1,1,1
E00006239,1,1,1,1,0,1,0,1,0,0,1
E00006240,0,1,1,1,1,1,0,0,1,1,0
E00006241,1,0,1,1,0,0,0,0,0,1,0
E00006242,0,1,0,0,1,1,1,0,1,1,1
E00006243,0,0,0,1,0,0,0,0,1,1,1
E00006244,1,0,0,0,0,0,1,0,0,1,0
E00006245,0,0,1,0,0,0,1,0,0,1,0
E00006246,0,0,0,1,0,1,0,0,1,1,0
E00006247,1,1,1,0,1,1,1,0,1,1,1
E00006248,1,0,1,1,0,0,1,1,0,1,0
E00006249,1,0,0,1,0,0,0,0,0,1,0
E00006250,0,0,0,0,0,1,0,0,0,1,0
E00006251,1,0,1,0,0,0,1,0,0,1,0
E00006252,0,1,1,1,0,0,1,0,1,1,1
E00006253,0,0,0,1,0,0,0,0,1,1,1
E00006254,1,0,1,1,1,1,0,1,1,1,1
E00006255,0,0,0,1,0,1,0,0,1,1,0
E00006256,1,1,0,0,1,0,0,1,0,1,1
E00006257,0,0,0,1,1,1,1,0,1,1,1
E00006258,0,1,0,1,0,1,0,1,0,1,1
E00006259,0,1,1,1,1,0,0,0,0,1,0
E00006260,0,0,0,0,1,1,0,0,0,1,0
E00006261,0,0,0,1,0,1,1,0,1,1,0
E00006262,1,0,0,0,0,1,0,0,0,1,1
E00006263,0,0,0,0,1,1,1,0,0,1,1
E00006264,0,1,1,1,0,1,1,1,1,0,1
E00006265,1,1,0,1,1,1,0,0,1,1,0
E00006266,0,0,0,0,0,0,1,0,0,0,0
E00006267,0,0,0,0,1,1,1,1,1,1,0
E00006268,1,0,1,0,0,1,0,0,1,1,1
E00006269,1,1,0,1,1,1,0,0,0,1,1
E00006270,0,1,1,0,1,1,0,1,0,0,0
E00006271,0,0,0,0,0,0,1,0,0,0,0
E00006272,1,1,1,1,1,0,1,1,1,1,1
E00006273,0,1,1,1,0,0,1,0,0,0,1
E00006274,0,1,1,0,0,0,1,1,1,1,0
E00006275,0,1,1,1,0,0,1,0,1,0,1
E00006276,1,1,1,1,1,1,1,1,1,0,1
E00006277,0,1,0,0,1,1,1,1,1,0,0
E00006278,1,1,0,0,1,1,0,1,1,0,1
E00006279,0,1,0,0,1,1,0,1,1,0,0
E00006280,0,1,0,0,1,1,0,1,1,0,0
E00006281,0,1,0,1,1,1,0,1,1,0,1
E00006282,0,0,0,1,1,1,1,1,1,0,1
E00006283,0,1,0,0,1,1,1,1,1,0,1
E00006284,0,1,0,0,1,1,0,1,1,0,0
E00006285,0,0,0,0,1,1,0,1,1,0,0
E00006286,1,1,0,1,0,0,1,1,1,1,1
E00006287,0,1,1,0,1,1,1,1,1,0,0
E00006288,1,0,1,0,1,1,0,1,0,0,1
E00006289,1,1,0,0,0,1,0,1,0,0,0
E00006290,0,0,0,0,1,1,1,1,0,0,1
E00006291,0,0,0,0,1,1,0,1,1,0,0
E00006292,0,1,0,0,0,0,1,1,1,0,1
E00006293,1,1,1,1,1,1,0,1,1,0,1
E00006294,0,0,0,0,0,0,0,1,0,0,0
E00006295,1,0,0,0,0,0,0,0,0,0,0
E00006296,1,1,1,0,1,1,0,1,0,0,1
E00006298,1,1,0,0,0,1,0,1,0,0,1
E00006299,0,0,0,0,1,1,1,0,1,0,0
E00006300,0,0,0,0,0,1,0,1,0,0,0
E00006301,0,0,0,0,0,1,0,1,0,0,0
E00006302,0,0,1,0,0,1,1,1,1,1,1
E00006303,1,0,0,1,0,1,1,1,1,0,1
E00006304,0,0,0,0,1,1,0,1,1,0,0
E00006305,1,0,0,0,1,0,1,1,1,0,0
E00006307,0,0,0,0,1,1,0,1,1,0,0
E00006308,1,0,0,0,0,1,0,1,1,0,0
E00006309,1,1,0,0,1,1,0,1,0,1,0
E00006310,0,0,0,0,0,0,0,1,0,0,1
E00006311,0,0,0,0,1,1,0,1,0,0,0
E00006312,0,1,0,0,0,0,1,0,1,0,0
E00006313,0,1,1,0,0,0,0,1,1,0,0
E00006314,1,0,1,1,1,1,0,0,0,0,0
E00006315,0,0,0,0,1,1,0,1,1,0,0
E00006316,1,0,0,0,0,1,0,1,1,0,0
E00006317,0,0,0,0,1,1,0,1,0,0,0
E00006318,0,0,0,0,1,1,1,1,1,0,1
E00006319,0,0,0,0,0,0,1,0,0,0,0
E00006320,0,0,0,0,1,1,0,1,1,0,0
E00006321,0,0,0,0,1,1,0,0,0,0,0
E00006322,0,0,0,0,0,1,1,1,0,0,0
E00006323,0,0,0,0,0,0,0,0,0,0,0
E00006324,0,1,0,0,0,1,0,1,0,0,0
E00006325,0,0,0,0,1,1,1,1,1,0,0
E00006326,0,0,0,0,1,1,1,1,0,0,0
E00006327,0,1,0,0,1,1,0,1,0,0,0
E00006328,0,0,0,0,0,1,0,0,0,0,0
E00006329,0,1,1,0,0,0,1,0,0,0,0
E00006330,0,0,0,0,1,1,1,1,0,0,0
E00006331,0,0,1,1,0,1,1,1,0,0,0
E00006332,1,0,0,0,0,0,1,1,0,0,0
E00006333,0,0,0,0,0,1,0,0,0,0,0
E00006334,0,0,0,0,1,0,1,1,0,0,0
E00006335,0,0,0,0,0,0,1,0,0,0,0
E00006336,0,0,0,0,0,1,0,1,0,0,0
E00006337,0,1,0,0,1,1,1,1,0,0,1
E00006338,0,1,0,0,1,1,0,1,0,0,0
E00006339,1,0,0,0,1,1,0,1,1,0,1
E00006340,0,0,0,0,1,1,0,1,0,0,0
E00006341,0,0,0,0,1,1,0,1,0,0,1
E00006342,1,1,1,0,1,1,0,1,1,0,1
E00006343,0,0,0,0,1,0,0,1,0,0,0
E00006344,0,1,0,0,1,1,0,1,0,0,0
E00006345,0,0,0,0,1,1,0,1,0,0,1
E00006346,1,0,0,0,0,1,0,1,1,0,0
E00006347,0,1,0,0,1,1,0,1,0,0,0
E00006348,0,0,0,0,0,1,0,0,0,0,0
E00006349,0,0,0,0,0,1,0,0,0,0,1
E00006350,0,0,0,0,1,1,0,0,0,0,0
E00006351,0,0,0,0,1,1,0,1,1,0,0
E00006352,0,0,1,0,1,1,1,0,0,1,0
E00006353,0,1,1,0,1,0,1,0,0,0,0
E00006354,0,1,1,1,1,0,1,1,0,0,1
E00006355,0,0,1,1,1,0,1,1,1,0,1
E00006356,0,1,1,0,1,0,1,1,1,0,0
E00006357,0,0,1,0,0,1,1,0,0,0,0
E00006358,0,0,0,0,0,0,1,0,1,0,0
E00006359,1,1,1,1,1,1,1,1,1,0,1
E00006360,0,1,1,0,1,1,1,1,1,1,1
E00006361,1,0,0,1,0,0,1,1,0,0,0
E00006362,0,0,1,0,1,0,1,0,0,0,0
E00006363,0,1,1,0,1,1,1,0,1,0,1
E00006364,1,1,1,0,1,1,1,0,0,1,0
E00006365,0,0,1,0,1,0,1,1,1,0,0
E00006366,0,1,1,0,1,1,1,1,1,1,1
E00006367,0,1,1,0,1,1,0,1,1,1,1
E00006368,0,0,0,0,0,0,0,0,0,0,0
E00006369,0,0,1,1,0,1,1,1,0,0,0
E00006370,0,0,0,0,0,1,1,0,1,0,0
E00006371,0,1,1,1,0,0,1,1,0,0,0
E00006372,0,0,0,0,0,1,1,0,1,1,0
E00006373,0,1,1,1,1,1,0,1,0,0,1
E00006374,1,0,0,0,0,1,1,0,0,0,0
E00006375,0,0,0,0,0,0,0,0,0,0,0
E00006376,0,0,0,0,0,0,1,0,0,0,0
E00006377,0,1,0,0,1,1,1,1,0,0,1
E00006378,0,0,0,0,1,1,1,0,1,0,0
E00006379,0,0,1,0,0,1,1,1,0,0,0
E00006380,0,0,0,0,0,1,0,1,0,0,0
E00006381,0,0,0,0,1,1,0,1,1,0,0
E00006382,1,1,1,0,0,1,1,1,1,0,1
E00006383,1,0,0,0,0,0,1,0,0,0,0
E00006384,0,0,0,0,1,0,0,0,0,1,0
E00006385,1,0,0,0,0,0,1,1,0,0,0
E00006386,1,1,1,1,1,0,1,1,1,0,1
E00006387,0,0,1,0,1,1,0,1,1,0,0
E00006388,0,0,1,0,1,1,0,0,1,0,0
E00006390,1,1,1,1,0,0,1,1,1,0,1
E00006391,0,0,0,0,1,1,1,0,0,1,1
E00006392,0,1,1,1,1,0,1,1,1,0,1
E00006393,0,1,1,0,1,1,1,1,1,0,1
E00006394,1,1,1,0,1,0,1,1,0,0,1
E00006395,0,1,1,0,1,1,1,1,1,0,0
E00006396,1,0,1,0,1,1,1,1,1,0,0
E00006397,0,0,0,0,1,1,1,1,0,0,0
E00006398,0,0,1,0,1,0,1,0,0,0,0
E00006399,0,1,1,1,1,0,1,0,1,0,1
E00006400,0,1,1,0,1,0,1,1,0,0,0
E00006401,1,1,0,0,1,1,0,1,1,0,0
E00006402,0,1,0,0,1,1,0,1,1,0,1
E00006403,0,0,0,0,0,1,1,0,0,0,0
E00006404,1,0,0,0,1,1,1,0,1,0,1
E00006405,0,0,1,1,0,1,0,0,0,0,0
E00006406,0,1,1,0,1,1,1,1,1,0,0
E00006407,1,1,1,1,0,0,1,0,0,0,1
E00006408,1,1,1,0,1,1,1,1,1,0,1
E00006409,0,1,0,0,1,1,0,1,0,0,1
E00006410,0,1,0,1,1,1,0,0,1,1,0
E00006411,1,1,0,0,1,1,1,0,1,0,0
E00006412,0,0,1,1,0,0,0,0,1,1,0
E00006413,1,0,0,0,1,1,0,0,0,1,0
E00006414,0,0,0,0,1,1,0,1,1,1,1
E00006415,0,0,0,1,1,1,1,0,1,1,1
E00006416,0,1,1,0,1,1,1,0,1,1,1
E00006417,1,0,0,0,1,1,0,0,0,1,1
E00006418,0,1,1,0,1,1,0,0,0,1,1
E00006419,1,1,1,1,1,1,1,1,1,1,0
E00006420,0,0,1,0,0,0,1,0,0,0,0
E00006421,0,1,1,1,1,1,0,0,1,1,0
E00006422,0,0,0,0,1,1,0,1,0,1,1
E00006423,1,0,0,0,0,1,0,0,0,1,1
E00006424,0,1,1,0,1,1,1,0,1,1,1
E00006425,0,1,1,1,0,1,0,1,1,0,1
E00006426,0,1,1,0,1,0,1,1,0,0,0
E00006427,0,0,0,0,0,0,1,0,0,0,0
E00006428,0,1,1,1,1,0,1,1,1,0,1
E00006429,0,1,0,0,1,1,0,1,0,0,0
E00006430,0,1,1,0,0,0,1,1,0,0,0
E00006431,1,1,1,0,1,1,0,1,1,0,1
E00006432,0,1,1,1,1,1,0,1,1,0,0
E00006433,0,0,0,0,0,1,1,1,0,0,0
E00006434,0,0,0,0,0,0,1,0,0,0,0
E00006435,0,1,1,0,0,0,1,1,1,0,1
E00006436,0,1,0,0,1,1,0,0,1,0,0
E00006437,0,1,1,1,1,1,0,1,1,0,0
E00006438,1,0,0,1,1,1,0,0,1,0,0
E00006439,1,1,1,0,1,1,1,1,1,0,1
E00006440,1,1,0,0,1,1,0,1,1,0,0
E00006441,0,0,0,0,1,1,0,0,1,0,1
E00006442,0,1,1,0,1,1,0,1,1,0,1
E00006443,1,0,0,0,0,1,0,1,0,0,0
E00006444,0,0,0,0,1,1,0,0,0,0,0
E00006445,0,0,1,1,0,1,0,1,0,0,1
E00006446,0,1,1,0,0,1,0,0,0,0,0
E00006447,0,0,0,0,1,1,0,0,1,0,0
E00006448,0,0,0,0,1,1,0,1,0,0,0
E00006449,1,0,0,0,0,1,0,1,0,0,0
E00006450,1,1,1,0,1,1,0,1,1,0,1
E00006451,1,0,0,0,0,1,0,1,0,1,1
E00006452,0,0,1,0,0,1,0,0,1,1,1
E00006453,0,0,0,0,1,1,0,1,1,0,1
E00006454,0,1,0,1,0,1,1,0,1,0,1
E00006455,1,0,0,0,1,1,0,1,0,1,0
E00006456,0,1,0,0,0,1,0,1,0,0,0
E00006457,0,0,0,0,0,1,0,0,0,0,0
E00006458,0,0,0,0,0,1,0,1,1,0,1
E00006459,1,0,0,0,0,1,0,1,1,0,0
E00006460,0,0,1,0,1,1,0,0,1,1,0
E00006462,0,0,1,0,0,1,0,0,1,1,0
E00006463,0,0,0,0,0,1,0,1,0,0,0
E00006464,1,1,0,0,0,1,0,1,0,1,0
E00006465,0,0,0,0,1,1,0,1,0,0,0
E00006466,0,0,0,0,1,1,0,1,0,0,0
E00006467,1,0,0,0,0,1,0,1,1,0,0
E00006468,0,0,0,0,0,1,0,0,0,0,0
E00006469,0,0,0,0,1,1,0,0,1,0,0
E00006470,0,0,0,1,1,1,0,1,1,1,1
E00006471,1,0,0,0,0,1,0,1,0,0,0
E00006472,0,0,0,0,0,1,0,0,1,0,0
E00006473,0,0,0,0,1,1,0,0,0,0,0
E00006474,0,0,1,1,1,1,0,0,0,0,0
E00006475,1,1,0,1,1,1,0,0,1,1,1
E00006476,0,0,0,0,1,1,1,1,0,1,1
E00006477,0,0,0,0,1,1,0,0,1,1,0
E00006478,1,0,1,1,1,1,0,0,1,1,1
E00006479,1,1,0,1,1,0,1,0,1,1,1
E00006480,0,1,0,0,1,1,0,0,0,1,1
E00006481,0,0,0,0,1,1,0,1,0,0,0
E00006482,1,0,0,0,1,0,0,0,0,1,0
E00006483,0,0,0,0,1,1,0,0,0,1,1
E00006484,1,1,0,1,1,1,0,0,0,1,0
E00006485,1,1,1,1,1,0,0,1,0,1,1
E00006486,0,1,0,1,1,1,0,1,1,1,1
E00006487,1,0,0,0,1,1,1,0,1,0,0
E00006488,1,1,0,1,1,1,0,0,1,1,0
E00006489,0,1,0,1,1,1,1,0,0,1,1
E00006491,1,0,0,0,1,1,1,1,1,1,1
E00006492,1,1,1,1,1,0,0,0,1,0,1
E00006493,1,0,0,1,1,1,1,1,1,1,1
E00006494,1,1,1,1,1,1,0,1,0,1,1
E00006496,1,0,0,0,1,1,0,1,0,1,1
E00006497,0,1,0,1,1,1,1,0,0,1,1
E00006498,1,0,0,0,0,1,0,0,0,1,0
E00006499,1,1,0,0,1,1,0,1,1,0,0
E00006500,1,1,1,1,0,1,0,1,1,1,1
E00006501,0,0,0,0,1,1,0,1,1,1,1
E00006502,0,0,0,0,0,1,0,0,0,1,0
E00006503,1,1,0,0,0,1,1,0,0,1,1
E00006504,0,1,0,0,1,1,0,0,0,1,1
E00006505,1,1,0,1,0,0,0,0,1,1,0
E00006506,0,0,0,1,0,1,0,0,0,1,1
E00006507,0,0,0,1,1,1,0,0,1,1,0
E00006508,1,0,0,0,1,1,0,1,1,1,0
E00006509,0,1,0,1,1,1,0,0,1,1,1
E00006510,0,0,0,0,1,1,0,0,1,1,0
E00006511,0,0,0,0,1,0,0,0,1,1,1
E00006512,0,0,1,1,1,1,0,0,0,1,0
E00006513,1,0,0,1,1,1,0,0,1,1,1
E00006514,0,0,0,0,1,1,0,1,1,0,0
E00006515,0,0,0,0,1,1,0,0,1,1,1
E00006516,0,0,0,1,1,1,0,0,0,1,1
E00006517,0,0,0,0,0,0,1,0,0,0,0
E00006518,1,1,1,1,1,1,0,1,1,0,1
E00006519,0,0,1,0,0,1,0,0,1,0,0
E00006520,0,0,0,0,0,1,1,1,0,0,0
E00006521,0,0,0,0,0,1,1,1,1,0,1
E00006522,0,0,0,0,1,1,0,1,1,0,1
E00006523,0,0,0,0,1,1,0,1,0,0,1
E00006524,0,0,1,0,1,1,0,1,0,0,1
E00006525,0,0,1,0,0,1,0,0,1,0,0
E00006526,1,1,1,0,1,1,0,1,1,1,0
E00006527,0,0,1,0,0,1,0,1,0,1,0
E00006528,0,0,1,0,1,1,1,1,0,0,0
E00006529,0,0,1,0,1,1,1,1,1,1,0
E00006530,0,0,0,0,1,1,0,1,0,0,1
E00006531,0,0,1,0,1,1,0,1,0,0,0
E00006532,0,1,0,0,0,1,1,1,0,0,0
E00006533,0,1,1,0,1,1,0,1,1,1,1
E00006534,1,0,0,0,0,1,0,1,1,0,0
E00006535,0,0,0,0,1,1,1,0,0,0,0
E00006536,0,0,0,0,0,1,1,0,0,0,0
E00006537,0,0,1,0,0,1,1,1,1,0,0
E00006538,0,0,0,0,0,1,0,1,0,0,0
E00006539,0,0,0,0,1,1,1,1,0,0,0
E00006540,0,0,0,0,1,1,1,1,1,0,0
E00006541,0,0,0,1,1,1,1,0,0,0,0
E00006542,1,0,0,0,0,1,0,1,1,0,0
E00006543,0,0,1,0,1,1,0,1,1,0,0
E00006544,1,0,0,0,0,1,0,1,0,0,0
E00006545,0,1,0,0,1,0,1,1,1,0,0
E00006546,0,0,0,0,1,1,0,0,0,0,0
E00006547,0,0,1,0,0,1,1,1,0,0,1
E00006548,0,1,0,0,1,1,0,1,0,0,1
E00006549,0,0,1,0,1,1,1,1,0,0,1
E00006550,0,1,0,0,1,1,0,1,1,0,1
E00006551,0,1,1,0,1,1,0,1,1,0,1
E00006552,0,0,0,0,0,1,0,0,0,0,0
E00006553,0,1,0,0,1,1,1,1,0,0,1
E00006554,1,1,0,1,0,1,1,1,1,0,1
E00006555,1,0,0,0,0,0,1,1,0,0,0
E00006556,1,0,0,0,1,1,0,1,0,0,0
E00006557,1,0,1,0,1,1,1,1,1,0,0
E00006558,0,0,0,0,0,0,1,0,0,0,0
E00006559,0,0,0,0,0,0,1,1,0,0,0
E00006560,1,0,0,0,0,1,1,0,0,0,0
E00006561,0,0,1,0,1,1,0,1,0,0,0
E00006562,1,0,1,1,0,0,1,1,1,0,1
E00006563,0,0,0,0,0,1,0,1,0,0,0
E00006564,0,1,1,0,0,1,0,1,1,0,0
E00006565,1,1,0,1,0,1,1,1,1,0,1
E00006566,0,1,1,1,0,0,1,1,1,0,1
E00006567,0,1,1,0,0,0,1,1,1,0,1
E00006568,0,1,1,0,1,0,1,1,0,0,0
E00006569,0,1,1,1,1,1,1,1,1,0,1
E00006570,0,0,0,0,0,0,1,1,1,0,0
E00006571,0,1,1,0,0,0,1,1,0,0,0
E00006572,0,1,1,0,0,0,1,1,1,0,0
E00006573,1,1,0,0,0,0,1,1,1,0,0
E00006574,0,0,0,0,0,1,1,1,0,0,0
E00006575,0,1,0,0,1,1,0,1,1,0,1
E00006576,0,1,1,0,1,1,0,1,1,0,0
E00006577,0,1,0,0,0,1,1,1,1,0,0
E00006578,0,1,0,1,1,1,0,1,1,0,1
E00006579,0,0,1,0,0,0,1,1,0,0,0
E00006580,1,1,1,0,1,1,1,1,0,0,0
E00006581,0,0,0,0,1,1,0,0,0,1,0
E00006582,1,1,0,0,1,1,0,1,1,1,1
E00006583,0,1,1,0,0,0,1,1,0,0,0
E00006584,0,0,1,0,1,1,1,1,0,0,0
E00006585,1,1,0,1,1,1,1,0,1,1,1
E00006586,0,0,0,0,1,1,0,0,1,0,0
E00006587,0,0,0,0,1,1,0,1,1,1,1
E00006588,1,1,1,1,1,0,1,0,1,1,0
E00006589,1,1,0,1,1,1,0,1,1,0,1
E00006590,1,0,0,1,0,0,1,1,1,0,1
E00006591,0,0,1,0,1,1,1,1,0,0,1
E00006592,0,0,1,0,1,1,0,1,0,0,1
E00006593,0,0,0,0,1,1,1,0,0,0,0
E00006594,0,0,0,0,1,1,1,1,0,0,0
E00006595,0,1,1,1,1,1,1,1,1,0,0
E00006596,0,0,0,1,1,1,0,0,0,0,0
E00006597,1,0,0,0,0,0,1,1,0,0,0
E00006598,0,0,1,0,1,0,1,1,1,0,1
E00006599,0,0,0,0,0,0,1,0,0,0,0
E00006600,0,0,0,0,0,0,1,0,0,0,0
E00006601,0,1,0,0,1,1,1,1,0,0,0
E00006602,0,1,0,0,0,1,1,1,0,0,0
E00006603,1,1,1,1,1,1,1,1,1,0,0
E00006604,1,1,1,1,1,1,1,1,1,1,0
E00006605,0,0,0,0,0,0,1,0,0,0,0
E00006606,0,1,1,1,1,1,1,1,1,0,0
E00006607,0,1,1,0,1,0,1,0,0,0,0
E00006608,1,1,1,1,1,1,1,1,1,0,1
E00006609,1,1,0,1,0,1,0,1,1,0,1
E00006610,0,1,0,0,1,1,1,1,1,0,0
E00006611,0,0,0,0,1,1,1,1,0,0,0
E00006612,1,0,1,0,0,1,1,1,0,0,1
E00006613,0,1,1,0,0,0,1,1,1,0,0
E00006614,0,1,1,0,1,1,1,1,1,0,0
E00006615,1,0,0,0,0,0,1,1,1,0,1
E00006616,1,0,1,1,0,0,1,1,0,0,1
E00006617,0,1,1,0,1,0,1,1,1,0,1
E00006618,0,1,1,0,1,0,1,1,0,0,0
E00006619,0,0,0,0,1,0,1,1,0,0,0
E00006620,0,1,0,0,0,0,1,1,0,0,0
E00006621,0,1,1,0,1,1,0,1,1,0,0
E00006622,0,1,1,0,1,1,1,1,1,0,1
E00006623,0,0,0,1,0,1,0,1,1,0,0
E00006624,1,0,1,0,1,1,0,1,1,0,0
E00006625,0,0,1,0,0,0,0,1,0,0,0
E00006626,0,1,0,0,1,1,0,1,0,0,0
E00006627,0,0,0,0,0,1,0,1,0,0,1
E00006628,0,1,0,1,1,1,1,0,1,0,0
E00006629,1,1,1,0,0,0,1,1,1,0,0
E00006630,0,0,1,0,1,1,0,1,1,0,1
E00006631,1,1,0,1,1,0,1,1,1,0,1
E00006632,0,1,1,0,0,1,1,1,1,0,1
E00006633,1,1,1,1,1,0,1,1,1,1,1
E00006634,1,1,0,0,0,0,1,1,1,1,1
E00006635,1,1,1,0,1,0,1,1,1,0,1
E00006636,0,1,1,1,0,0,1,1,1,0,1
E00006637,0,1,1,0,1,0,1,1,1,0,1
E00006638,0,0,1,1,0,0,1,1,1,0,1
E00006639,1,0,1,1,0,0,1,1,1,0,1
E00006640,1,1,0,1,1,0,1,1,1,0,1
E00006641,0,0,0,0,0,0,1,0,0,0,0
E00006642,0,1,0,0,1,1,1,1,1,0,0
E00006643,0,0,0,0,0,0,1,0,0,0,0
E00006644,1,0,0,1,0,0,0,0,0,1,0
E00006645,0,0,1,0,0,0,0,0,0,0,0
E00006646,0,0,0,0,0,0,1,0,0,0,0
E00006647,1,0,0,0,0,0,0,0,0,0,0
E00006648,1,1,0,1,0,1,0,0,1,1,1
E00006649,1,0,0,0,0,1,0,0,0,1,0
E00006650,0,1,1,1,0,0,1,1,1,0,1
E00006651,1,1,1,0,0,1,0,0,0,0,1
E00006652,0,0,1,1,0,1,1,1,1,1,0
E00006653,0,1,1,1,0,1,0,1,0,0,1
E00006654,0,0,0,0,0,1,1,1,0,0,0
E00006655,0,0,1,1,0,0,1,1,1,1,1
E00006656,1,0,1,0,1,1,1,1,1,0,1
E00006657,0,0,0,0,0,1,1,1,0,0,1
E00006658,0,0,0,0,1,1,0,1,0,0,0
E00006659,1,1,0,1,1,0,1,1,1,0,0
E00006660,0,0,0,0,0,0,1,0,0,0,0
E00006661,1,0,0,0,0,0,1,1,0,0,0
E00006662,1,1,1,1,1,1,1,1,1,0,1
