OA11CD,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles
E00019102,0,0,0,0,1,1,1,0,0,0,1
E00019103,1,0,0,0,0,0,1,1,0,1,1
E00019104,1,0,0,0,0,1,0,0,1,1,1
E00019105,1,0,1,0,1,0,1,0,0,1,1
E00019106,0,0,0,0,0,0,1,0,0,1,1
E00019107,0,0,1,0,1,0,0,0,1,1,1
E00019108,0,0,0,1,0,0,1,0,0,1,0
E00019109,1,0,1,1,1,0,1,0,0,1,1
E00019110,0,0,1,0,0,1,0,0,0,0,1
E00019111,0,0,1,1,1,1,1,1,1,1,1
E00019112,0,0,0,0,0,0,0,0,0,0,0
E00019113,1,1,0,1,1,0,0,0,0,1,1
E00019114,1,1,0,0,1,0,0,0,0,1,1
E00019115,0,1,0,1,1,1,1,1,1,1,1
E00019116,0,0,0,0,1,1,0,0,0,1,1
E00019117,0,1,1,0,1,1,0,0,0,1,1
E00019118,0,0,0,1,0,1,0,0,1,1,1
E00019119,1,0,0,1,1,1,1,0,1,1,1
E00019120,0,0,0,1,1,0,0,0,1,1,0
E00019121,0,0,0,1,0,0,0,1,1,1,0
E00019122,1,1,0,0,1,0,0,1,1,1,1
E00019123,0,0,0,0,1,0,0,0,0,1,1
E00019124,0,0,1,0,1,0,1,0,0,0,0
E00019125,1,1,0,0,0,0,0,0,0,1,1
E00019126,1,0,0,1,0,0,0,0,0,1,0
E00019127,1,1,0,0,1,1,0,0,1,1,1
E00019128,0,0,0,0,1,1,0,0,0,0,1
E00019129,1,1,1,1,1,1,1,1,1,1,0
E00019130,0,1,1,1,1,0,1,0,1,1,1
E00019131,1,0,1,0,1,1,0,0,0,1,0
E00019132,1,1,0,1,1,1,1,0,1,0,1
E00019133,1,1,0,1,1,0,0,0,1,0,0
E00019134,0,0,0,0,1,1,1,0,0,0,1
E00019135,0,0,1,1,0,1,0,0,1,1,1
E00019136,0,0,0,0,1,1,0,0,0,0,1
E00019137,0,0,0,0,1,1,0,0,0,0,0
E00019138,0,0,1,1,1,0,1,0,1,1,1
E00019139,0,0,0,0,0,0,1,0,0,0,0
E00019140,0,0,0,0,1,0,1,0,1,0,0
E00019141,0,0,1,0,1,0,1,1,1,0,0
E00019142,1,0,0,1,1,1,1,0,0,1,1
E00019143,0,0,0,0,1,1,0,1,0,0,1
E00019144,0,0,0,0,0,1,0,0,0,1,1
E00019145,0,0,0,1,1,0,0,0,1,1,1
E00019146,0,1,0,0,0,1,1,1,1,1,1
E00019147,0,0,1,0,1,0,1,1,0,0,0
E00019148,0,0,1,0,1,1,1,0,0,1,0
E00019149,0,1,0,0,1,0,1,0,1,0,0
E00019150,0,0,1,1,1,1,1,1,1,1,1
E00019151,1,0,0,0,1,0,1,0,0,1,0
E00019152,0,0,0,0,1,1,0,0,0,1,0
E00019153,1,0,1,0,1,1,1,0,0,0,1
E00019154,0,1,1,1,1,1,0,0,1,1,1
E00019155,0,0,1,0,0,0,1,1,0,0,0
E00019156,0,0,1,0,1,1,0,0,0,1,1
E00019157,1,1,0,0,1,1,1,1,1,0,1
E00019158,1,1,0,0,0,0,1,1,1,1,1
E00019159,1,1,1,1,1,1,1,0,1,0,1
E00019160,0,1,0,0,1,1,1,0,1,1,1
E00019161,0,1,1,0,1,1,1,0,1,0,1
E00019162,0,1,0,0,1,1,1,0,1,1,0
E00019163,1,0,0,1,0,0,1,0,0,0,0
E00019164,1,0,0,0,1,1,1,1,0,0,0
E00019165,0,1,0,0,0,0,1,0,0,1,1
E00019166,1,1,0,0,0,0,0,1,0,0,0
E00019167,0,1,0,0,1,1,0,0,0,1,1
E00019168,0,1,1,1,1,1,0,1,1,0,1
E00019169,1,0,1,0,1,1,0,0,0,1,1
E00019170,0,1,1,0,1,1,1,1,1,0,1
E00019171,1,0,1,0,0,1,0,0,1,1,1
E00019172,0,0,0,0,1,1,0,1,0,1,1
E00019173,0,1,0,1,0,0,0,0,1,1,1
E00019174,0,0,0,0,1,1,1,1,0,1,0
E00019175,1,1,1,1,1,1,1,1,1,1,1
E00019176,0,0,0,0,0,0,1,0,0,0,0
E00019177,1,1,1,1,1,1,1,1,1,0,1
E00019178,0,0,0,0,0,0,1,0,0,0,0
E00019179,0,1,1,1,1,1,0,1,1,0,1
E00019180,1,0,1,0,1,1,0,1,1,0,1
E00019181,0,0,0,0,0,0,0,0,0,0,0
E00019182,0,1,1,1,1,0,1,0,1,0,0
E00019183,0,0,0,0,0,0,1,0,0,0,0
E00019184,0,0,1,1,1,0,1,0,1,0,0
E00019185,0,0,0,0,1,1,0,0,0,1,0
E00019186,0,0,0,0,0,0,1,0,0,0,0
E00019187,1,0,1,0,0,0,1,1,0,0,0
E00019188,0,1,1,0,0,0,1,1,1,0,1
E00019189,0,1,1,1,1,0,1,1,1,0,1
E00019190,0,1,0,0,1,0,1,0,1,0,1
E00019191,0,1,1,0,1,0,1,1,1,0,0
E00019192,0,0,1,0,0,0,1,0,0,0,0
E00019193,1,1,1,1,1,0,1,1,1,1,1
E00019194,1,1,1,1,1,0,0,0,0,1,1
E00019195,0,0,0,1,0,0,1,0,0,1,0
E00019196,1,1,1,0,1,0,1,0,1,1,1
E00019197,0,1,0,0,1,0,1,0,1,0,0
E00019198,0,1,1,1,1,0,0,0,1,0,1
E00019199,0,0,0,0,0,0,0,0,0,0,0
E00019200,0,0,0,0,0,0,1,0,0,0,0
E00019201,0,1,1,1,1,1,1,1,0,0,0
E00019202,0,0,0,0,1,0,1,0,1,0,0
E00019203,0,1,1,1,1,1,1,1,1,0,1
E00019204,0,1,1,0,1,0,1,1,0,0,0
E00019205,0,0,1,0,1,1,1,1,0,0,0
E00019206,0,0,1,0,0,0,1,0,0,0,0
E00019207,0,1,1,1,0,0,1,1,1,0,1
E00019208,0,1,1,0,1,1,0,1,1,0,1
E00019209,0,0,0,0,0,0,1,0,0,0,0
E00019210,0,0,1,1,1,1,0,0,1,1,0
E00019211,0,0,0,0,0,0,1,0,1,0,0
E00019212,1,0,1,1,1,1,1,0,1,1,1
E00019213,0,0,1,0,1,1,1,0,1,0,0
E00019214,1,0,0,1,1,1,0,1,1,0,1
E00019215,0,0,1,0,1,1,0,0,1,0,1
E00019216,1,0,1,1,1,0,0,0,1,1,1
E00019217,0,0,1,0,1,1,1,0,1,0,0
E00019218,1,0,0,0,1,1,0,0,0,0,0
E00019219,0,0,0,0,1,1,0,0,0,0,0
E00019220,0,0,0,0,1,0,0,1,1,0,0
E00019221,0,0,0,0,0,0,1,1,1,0,0
E00019222,0,0,1,0,1,1,0,1,0,0,0
E00019223,0,0,0,0,1,1,1,0,1,0,0
E00019224,1,0,1,0,1,1,1,1,1,0,1
E00019225,1,0,0,1,0,0,1,1,1,1,1
E00019226,0,0,0,0,1,0,1,0,0,0,0
E00019227,1,1,0,1,1,0,0,1,1,0,0
E00019228,0,1,0,0,1,1,1,1,1,0,1
E00019229,0,0,0,1,0,1,0,1,1,1,1
E00019230,0,0,1,0,1,1,0,1,0,1,1
E00019231,1,0,0,1,0,0,1,0,0,0,0
E00019232,0,1,0,0,1,1,0,1,1,0,0
E00019233,0,0,0,0,0,0,1,0,0,0,0
E00019234,0,0,0,0,0,0,1,0,0,0,0
E00019235,0,0,0,0,0,0,1,0,1,1,0
E00019236,1,1,0,1,0,0,1,1,1,1,1
E00019237,1,0,0,1,0,0,1,0,0,1,0
E00019238,1,0,0,1,1,1,1,0,1,1,1
E00019239,0,0,0,0,0,0,0,0,0,0,0
E00019240,0,0,1,0,1,1,1,1,0,0,0
E00019241,0,0,1,0,0,0,1,0,0,0,0
E00019242,0,1,0,1,1,1,1,1,1,0,0
E00019243,0,0,1,0,1,1,1,1,0,0,1
E00019244,0,0,1,0,1,0,1,1,1,0,0
E00019245,0,1,1,0,1,1,0,1,1,0,1
E00019246,0,1,1,0,1,1,1,1,0,0,0
E00019247,0,1,1,1,1,1,1,0,1,1,0
E00019248,0,1,1,1,1,1,1,1,1,0,0
E00019250,0,0,0,0,1,1,1,1,1,0,0
E00019251,0,1,1,0,1,0,1,1,1,1,0
E00019252,0,0,1,1,1,0,1,0,1,0,0
E00019253,0,1,1,0,1,0,1,1,1,0,1
E00019254,0,1,1,0,1,0,1,1,1,0,1
E00019255,0,1,1,0,1,1,1,1,1,0,0
E00019256,0,0,0,0,1,0,1,1,1,0,0
E00019257,0,1,1,0,1,1,1,1,1,0,0
E00019258,0,1,0,1,1,1,0,1,1,0,0
E00019259,0,1,1,1,1,1,1,1,1,0,1
E00019260,1,1,1,1,0,0,0,1,1,0,1
E00019261,0,0,1,0,1,0,1,0,1,0,0
E00019262,0,1,0,0,1,0,0,1,1,0,0
E00019263,0,1,1,1,1,0,1,1,0,0,0
E00019264,0,0,1,0,1,0,1,1,1,0,0
E00019265,0,1,1,0,1,1,0,1,1,0,0
E00019266,1,0,0,1,1,1,1,1,1,0,1
E00019267,0,1,1,0,1,0,1,1,1,0,1
E00019268,0,1,1,1,1,1,1,0,1,0,0
E00019269,0,1,1,1,1,1,1,1,1,0,0
E00019270,0,1,1,1,1,1,0,1,1,1,0
E00019271,0,0,0,0,1,1,0,1,0,0,0
E00019272,0,1,1,1,1,0,1,1,1,0,1
E00019273,0,0,1,0,1,1,1,1,1,0,0
E00019274,0,1,1,1,1,0,1,0,1,0,1
E00019275,1,1,0,1,1,1,1,1,1,0,1
E00019276,0,0,0,1,1,0,0,0,1,0,1
E00019277,1,1,0,1,1,0,1,1,1,1,0
E00019278,1,0,0,0,1,0,0,0,0,0,1
E00019279,0,0,1,0,1,1,1,1,0,0,1
E00019280,0,0,1,0,1,1,1,1,0,1,1
E00019281,0,0,1,0,1,1,1,0,1,1,1
E00019282,0,0,1,0,1,0,1,0,0,0,0
E00019283,1,1,1,0,1,1,0,0,0,1,1
E00019284,0,0,0,0,0,0,1,0,0,0,0
E00019285,0,1,1,0,1,0,1,0,1,0,1
E00019286,0,0,0,0,1,1,1,0,0,1,1
E00019287,0,1,1,0,1,1,0,1,0,0,1
E00019288,0,0,0,0,1,1,0,0,0,1,1
E00019289,1,1,1,0,1,0,0,1,0,1,1
E00019290,0,0,1,0,1,0,1,0,1,0,0
E00019291,1,0,1,0,1,1,0,0,1,1,1
E00019292,0,0,1,0,0,0,1,0,0,0,0
E00019293,0,1,1,0,0,1,0,0,1,0,1
E00019294,0,0,0,0,1,1,0,0,1,1,0
E00019295,1,1,1,0,0,0,1,1,1,0,1
E00019296,1,1,0,0,1,0,1,1,0,1,1
E00019297,1,0,1,1,1,0,1,1,0,1,0
E00019298,1,1,1,0,0,0,1,1,1,0,1
E00019299,0,1,1,0,1,0,1,1,1,0,1
E00019300,1,1,1,1,1,0,0,1,0,1,1
E00019301,0,1,1,0,1,0,0,1,1,0,1
E00019302,0,0,1,1,1,0,1,0,0,1,0
E00019303,1,1,0,1,1,1,0,0,1,1,1
E00019304,0,1,0,1,1,0,0,1,0,1,1
E00019305,0,0,0,0,0,0,1,0,0,0,0
E00019306,0,0,0,0,1,1,0,1,0,0,0
E00019307,0,0,0,0,1,1,1,1,0,0,0
E00019308,0,0,0,0,1,1,1,1,1,0,0
E00019309,0,0,0,0,0,0,1,1,0,0,0
E00019310,0,0,0,0,1,1,0,1,0,0,0
E00019311,0,0,0,0,1,1,0,1,1,0,0
E00019312,0,0,0,0,1,1,0,1,1,0,0
E00019313,1,1,1,0,1,1,1,1,0,0,1
E00019314,1,1,1,0,1,1,0,1,0,0,1
E00019315,0,0,0,0,0,1,1,1,0,0,0
E00019316,0,0,1,0,1,1,1,1,0,0,0
E00019317,0,1,1,0,0,1,1,1,1,0,1
E00019318,0,0,0,0,0,1,1,1,1,0,0
E00019321,0,0,0,0,0,1,1,1,1,0,0
E00019322,0,0,0,0,0,1,1,1,0,0,0
E00019323,0,1,1,0,1,1,1,1,1,0,1
E00019324,0,0,0,0,0,1,1,1,0,0,0
E00019325,1,0,0,0,1,0,1,0,1,0,0
E00019326,0,0,0,0,0,1,0,1,0,0,0
E00019327,0,0,0,0,1,1,0,1,1,0,1
E00019328,0,0,0,0,0,1,0,1,0,0,0
E00019329,0,1,0,0,0,1,0,1,1,0,0
E00019330,0,0,0,0,0,0,1,0,0,0,0
E00019331,0,0,0,0,0,1,0,1,0,0,0
E00019332,0,0,1,0,1,1,1,1,1,0,1
E00019333,0,0,0,0,1,1,0,1,0,0,0
E00019334,1,1,1,0,1,0,1,1,1,0,0
E00019335,0,0,0,0,1,1,1,1,1,0,0
E00019336,0,0,1,0,1,1,1,0,0,0,0
E00019337,0,1,0,0,1,1,0,1,1,0,0
E00019338,1,0,1,0,1,1,1,1,1,1,1
E00019339,0,0,1,0,1,0,1,1,1,1,0
E00019340,0,1,1,1,1,0,0,0,1,1,1
E00019341,0,0,1,1,0,0,1,0,1,1,1
E00019342,0,0,1,0,1,0,1,0,1,1,1
E00019343,0,1,1,1,1,0,1,1,1,1,1
E00019344,0,0,0,0,1,1,1,0,0,1,1
E00019345,1,0,0,0,0,0,1,0,1,1,0
E00019346,0,0,1,0,1,1,0,0,1,1,1
E00019348,0,1,1,1,1,0,1,1,1,1,1
E00019349,0,0,0,0,1,1,1,0,0,1,0
E00019350,0,0,1,0,0,0,1,0,0,0,0
E00019351,0,1,0,1,1,1,1,0,1,1,1
E00019352,0,1,1,0,0,1,1,1,0,0,0
E00019353,1,0,1,1,1,0,1,0,1,1,0
E00019354,0,0,1,0,1,1,1,1,0,0,0
E00019355,0,1,1,1,1,1,0,0,1,1,1
E00019356,0,0,0,0,1,1,0,0,0,0,0
E00019358,0,0,1,0,1,1,0,1,0,1,1
E00019359,1,1,0,1,1,1,0,1,1,1,1
E00019360,1,0,0,1,1,0,0,0,1,1,1
E00019361,0,0,0,0,1,0,1,0,0,0,0
E00019362,0,1,0,0,1,1,1,0,1,1,0
E00019363,1,0,1,0,1,1,1,1,0,1,1
E00019364,1,0,0,1,0,0,1,0,0,0,1
E00019365,1,0,0,0,0,0,1,0,0,0,0
E00019366,0,1,0,0,1,0,1,0,0,1,0
E00019367,0,1,1,1,1,1,1,0,1,1,0
E00019368,0,1,1,1,1,0,0,1,0,1,1
E00019369,1,1,1,0,1,1,1,1,1,1,1
E00019370,1,0,1,0,1,1,0,0,0,0,1
E00019371,0,0,1,0,1,0,0,0,0,1,0
E00019372,0,0,0,1,1,0,0,0,1,1,1
E00019373,1,0,0,0,1,0,0,0,0,1,1
E00019374,0,0,0,1,1,0,1,0,1,1,0
E00019375,0,0,0,0,0,0,1,0,1,1,0
E00019376,1,0,0,1,1,1,1,1,1,0,1
E00019377,1,1,1,1,1,1,1,1,1,1,0
E00019378,1,0,0,1,1,1,0,0,0,1,1
E00019379,1,0,0,0,0,1,1,0,0,1,0
E00019380,1,1,0,1,1,1,1,0,1,1,1
E00019381,0,0,1,1,0,0,1,1,1,0,1
E00019382,1,1,1,1,1,1,0,0,1,1,1
E00019383,1,1,1,1,1,0,1,0,0,0,1
E00019384,1,1,1,1,0,1,1,1,1,0,1
E00019385,1,1,0,1,0,1,1,0,1,1,0
E00019386,1,0,0,1,1,0,0,0,1,1,1
E00019387,1,1,0,1,1,1,0,0,0,1,1
E00019388,0,0,0,0,0,0,1,0,0,0,0
E00019389,0,0,1,1,0,0,1,0,1,1,1
E00019390,0,1,1,1,0,0,1,0,1,1,0
E00019391,1,1,0,1,0,0,1,0,1,1,1
E00019392,0,0,0,0,0,0,1,0,0,0,0
E00019393,1,1,1,1,1,0,0,0,0,0,1
E00019394,1,1,1,0,1,1,1,0,1,1,1
E00019395,0,0,0,0,1,1,1,1,1,1,1
E00019396,1,1,1,1,0,0,1,0,1,0,0
E00019397,0,0,1,0,1,0,1,1,1,0,1
E00019398,0,1,1,0,1,0,1,1,1,0,1
E00019399,1,1,1,1,0,0,1,0,0,1,1
E00019400,1,0,0,0,0,0,1,0,0,1,0
E00019401,0,0,0,1,1,0,1,0,1,1,1
E00019402,0,1,1,1,1,0,0,0,1,1,1
E00019403,0,0,0,1,1,0,1,0,0,1,1
E00019404,0,0,0,0,0,0,1,0,0,0,0
E00019405,1,1,0,1,0,1,1,0,1,1,1
E00019406,0,0,1,1,1,0,1,1,1,1,1
E00019407,1,1,1,1,1,1,0,1,0,1,1
E00019408,1,1,1,1,0,0,1,1,1,1,1
E00019409,0,1,1,0,1,1,0,1,0,1,1
E00019410,0,1,0,1,1,1,0,0,1,1,0
E00019411,1,1,0,1,1,1,0,1,1,1,1
E00019412,0,0,0,0,1,1,1,1,0,1,1
E00019413,0,1,0,0,1,0,1,0,1,0,0
E00019414,0,1,1,0,1,1,0,0,1,1,1
E00019415,1,0,0,1,0,0,1,0,0,0,0
E00019416,1,1,1,0,1,1,0,0,1,1,1
E00019417,1,0,1,1,1,1,1,1,1,1,1
E00019418,0,0,1,0,1,1,0,0,1,1,1
E00019419,1,0,1,0,1,1,1,1,0,1,1
E00019420,0,0,0,1,1,0,1,0,0,1,0
E00019421,0,1,1,0,1,0,1,0,1,1,1
E00019422,1,0,0,0,1,0,1,0,1,1,1
E00019423,0,0,1,1,1,0,1,0,1,1,0
E00019424,0,0,0,1,1,1,0,0,0,1,1
E00019425,0,0,0,0,0,0,1,0,0,0,0
E00019426,0,0,0,0,0,0,1,1,0,1,0
E00019427,1,1,0,0,1,1,0,0,1,1,1
E00019428,1,0,0,1,1,0,0,0,0,1,1
E00019429,0,0,1,1,1,1,0,0,1,0,0
E00019430,0,0,1,0,1,1,1,1,1,1,0
E00019431,0,0,0,0,1,1,0,1,1,0,0
E00019432,1,1,1,1,0,0,1,0,0,1,0
E00019433,1,1,1,0,1,1,1,1,0,1,1
E00019434,0,0,0,0,1,1,0,0,0,1,1
E00019435,0,1,1,1,0,0,0,0,1,1,1
E00019436,1,0,1,1,1,1,1,1,1,1,1
E00019437,0,1,1,1,0,1,1,1,0,1,1
E00019438,0,1,1,0,1,1,1,1,1,0,1
E00019439,0,1,1,1,1,1,0,0,1,1,1
E00019440,1,1,0,0,1,0,0,0,1,1,1
E00019441,0,1,1,1,1,1,1,1,0,0,0
E00019442,0,0,1,1,1,1,1,1,1,0,1
E00019443,1,0,1,0,0,0,0,0,0,1,0
E00019444,0,1,1,1,0,0,0,0,0,1,1
E00019445,0,0,0,0,1,0,0,1,0,0,0
E00019446,0,1,0,1,0,0,1,0,1,1,1
E00019447,0,0,1,0,1,1,1,1,1,1,0
E00019448,1,0,0,1,0,0,0,0,1,1,0
E00019449,1,1,1,0,1,1,0,0,0,1,1
E00019450,1,1,1,0,1,0,0,1,1,1,1
E00019451,0,0,1,0,0,0,1,1,0,0,0
E00019452,0,0,1,0,1,0,0,1,0,1,0
E00019453,1,1,0,1,1,0,1,1,0,0,1
E00019454,1,1,1,1,1,0,1,1,1,0,0
E00019455,0,0,1,0,1,0,1,1,0,0,0
E00019456,0,0,1,0,0,0,1,1,1,1,0
E00019457,1,0,1,1,0,1,1,0,1,1,1
E00019458,0,0,0,1,1,1,1,0,0,1,1
E00019459,1,0,0,1,0,0,0,0,1,1,0
E00019460,0,0,1,0,1,0,1,0,1,1,1
E00019461,0,0,1,0,1,1,1,0,1,1,1
E00019462,0,0,1,1,0,0,1,1,0,1,1
E00019463,1,0,0,1,0,0,0,0,0,1,0
E00019464,1,0,0,0,0,1,0,1,1,0,0
E00019465,0,0,0,0,1,1,0,0,1,0,0
E00019466,1,0,0,0,0,0,0,1,0,0,0
E00019467,0,0,0,0,0,1,1,1,0,0,0
E00019468,0,0,0,1,1,0,0,0,1,1,1
E00019469,1,0,0,0,1,1,1,1,1,1,0
E00019470,0,0,0,0,0,0,1,0,0,0,0
E00019471,0,0,0,1,1,1,0,0,1,1,0
E00019472,0,1,1,1,1,0,1,1,1,1,0
E00019473,0,0,0,0,1,1,0,1,1,0,1
E00019474,0,1,1,1,1,0,1,0,1,1,0
E00019475,1,0,0,0,0,0,0,1,0,1,1
E00019476,0,0,0,0,0,0,1,0,0,0,0
E00019477,0,1,0,0,1,0,1,1,0,1,1
E00019478,1,0,0,1,0,0,0,0,0,1,1
E00019479,1,1,1,1,1,0,1,1,1,0,1
E00019480,0,1,1,0,1,0,1,0,0,0,0
E00019481,0,1,0,1,1,0,1,0,0,1,0
E00019482,0,1,1,1,1,0,1,1,0,1,0
E00019483,0,1,1,1,0,0,1,0,1,1,1
E00019484,0,1,0,1,0,0,0,0,1,1,1
E00019485,1,0,0,1,0,0,0,0,0,0,0
E00019486,0,0,0,1,0,0,0,0,1,1,0
E00019487,0,1,0,1,1,0,0,1,0,1,1
E00019488,1,1,0,1,0,0,0,1,0,1,1
E00019489,1,0,0,0,0,0,1,0,0,0,0
E00019490,1,1,1,1,1,1,1,0,1,1,1
E00019491,0,1,0,0,1,1,1,1,1,1,1
E00019492,1,0,0,1,0,0,0,0,0,0,0
E00019493,0,1,1,0,0,0,1,0,0,0,0
E00019494,1,0,0,1,0,0,0,0,0,0,0
E00019495,0,1,1,0,1,1,1,1,1,0,0
E00019496,1,1,1,0,1,1,0,1,1,1,1
E00019497,0,0,0,1,0,1,0,0,1,1,1
E00019498,1,0,1,1,0,1,0,0,1,1,1
E00019499,0,0,1,0,1,1,1,0,1,1,0
E00019500,1,1,1,1,1,1,1,0,1,1,0
E00019501,1,1,1,1,0,1,0,1,0,1,1
E00019502,1,1,1,0,1,1,1,1,1,0,1
E00019503,0,0,1,1,1,0,1,1,0,0,1
E00019504,0,0,1,0,0,0,1,0,0,0,0
E00019505,0,1,0,0,1,1,1,0,0,1,1
E00019506,0,0,1,0,1,0,1,0,0,0,0
E00019507,0,1,1,1,1,1,0,0,1,1,1
E00019508,1,0,0,1,0,0,1,0,0,0,0
E00019509,1,1,0,1,1,0,0,0,0,1,0
E00019510,1,1,1,1,1,1,0,1,1,1,1
E00019511,0,1,1,1,0,0,1,0,1,1,1
E00019512,1,1,1,1,1,1,1,1,1,1,1
E00019513,1,0,1,1,0,1,0,1,1,1,0
E00019514,1,1,1,1,0,0,0,0,1,1,1
E00019515,1,1,1,1,1,0,1,1,1,0,1
E00019516,1,1,1,1,0,0,0,0,1,1,1
E00019517,1,1,1,1,0,0,1,0,1,1,0
E00019518,0,0,0,0,0,0,1,0,0,0,0
E00019519,0,1,1,1,1,0,1,1,1,1,1
E00019520,0,0,0,1,0,1,0,0,1,1,1
E00019521,0,0,1,0,1,1,0,0,1,0,0
E00019522,0,1,0,1,1,1,1,0,1,1,1
E00019523,0,0,1,0,1,1,1,1,1,1,1
E00019524,0,1,0,1,0,0,0,0,0,1,0
E00019525,0,1,1,1,1,0,0,0,0,1,1
E00019526,0,1,1,0,0,0,1,0,1,1,1
E00019527,0,0,1,1,1,1,0,0,0,1,1
E00019528,0,0,0,1,1,1,0,0,1,1,0
E00019529,1,0,0,1,0,0,0,0,0,0,0
E00019530,1,0,1,1,0,0,0,0,1,1,0
E00019531,1,0,0,0,1,1,0,0,0,0,0
E00019532,1,1,0,0,0,1,0,0,0,1,0
E00019533,0,1,0,1,1,0,0,0,1,1,1
E00019534,0,1,1,0,1,1,1,0,1,1,1
E00019535,0,1,0,1,1,0,0,0,0,1,0
E00019536,0,0,1,0,1,1,0,0,1,1,0
E00019537,1,0,0,0,0,0,1,0,0,0,0
E00019538,0,0,0,0,1,1,1,0,1,1,0
E00019539,0,0,1,0,1,1,1,0,1,1,1
E00019540,0,0,1,0,1,1,1,1,0,0,1
E00019542,1,0,0,0,1,1,1,1,0,0,0
E00019543,1,0,1,0,1,0,0,0,1,1,0
E00019545,0,1,0,1,1,1,1,1,1,0,0
E00019546,1,1,0,0,1,0,1,1,1,0,0
E00019547,0,1,1,1,1,1,0,1,1,1,1
E00019548,0,1,1,0,1,1,0,0,0,0,1
E00019549,0,0,1,0,1,0,1,0,1,0,1
E00019550,1,0,1,1,0,0,1,0,0,1,1
E00019551,1,0,1,1,1,0,0,0,0,1,1
E00019552,1,0,1,1,0,1,1,0,1,1,1
E00019553,0,0,0,0,1,0,1,0,1,0,0
E00019554,1,1,1,0,1,0,1,0,1,0,0
E00019555,1,1,1,1,0,0,1,0,1,0,1
E00019556,1,1,0,1,0,1,1,0,1,1,0
E00019557,0,0,0,0,0,0,1,0,0,0,0
E00019558,0,1,0,1,1,1,0,0,0,1,1
E00019559,1,0,1,1,0,0,0,0,1,1,0
E00019560,0,0,0,1,0,0,0,0,1,1,1
E00019561,1,0,1,1,1,0,0,0,0,1,1
E00019562,0,0,1,0,1,1,0,0,0,1,0
E00019563,1,1,1,0,0,1,0,1,1,1,1
E00019564,0,1,1,0,0,1,1,1,0,1,1
E00019565,0,0,1,0,1,1,0,0,0,0,0
E00019566,0,1,1,0,0,1,1,1,1,0,1
E00019567,0,0,0,0,0,0,1,0,0,0,0
E00019568,0,0,0,0,1,0,1,1,1,0,1
E00019569,0,0,1,0,0,0,1,0,1,0,0
E00019570,0,1,1,0,1,1,1,1,1,0,1
E00019571,0,1,1,0,1,1,1,1,1,1,0
E00019572,1,1,1,1,1,1,1,1,0,1,0
E00019573,0,1,1,0,1,1,0,0,0,1,1
E00019574,0,0,1,0,1,0,0,0,0,1,1
E00019575,0,1,1,1,1,1,0,0,1,1,1
E00019576,1,0,1,0,1,1,1,1,0,0,1
E00019577,0,0,1,0,1,1,1,0,0,1,1
E00019578,0,1,1,0,1,1,0,1,1,0,1
E00019579,1,1,1,0,1,1,1,1,1,1,1
E00019580,1,0,0,0,1,1,0,0,0,0,1
E00019581,0,0,0,0,1,0,1,0,1,1,1
E00019582,1,1,1,1,1,1,0,1,1,1,1
E00019583,1,1,0,1,1,1,1,0,0,0,1
E00019584,1,0,0,1,0,0,0,0,1,1,0
E00019585,0,0,0,1,0,0,0,0,1,1,0
E00019586,0,0,1,0,1,1,1,1,1,1,0
E00019587,0,1,1,0,1,1,1,1,1,1,1
E00019588,1,1,1,1,1,0,1,1,0,0,1
E00019589,0,0,1,1,0,0,1,1,1,0,0
E00019590,1,0,0,1,0,0,1,1,1,1,0
E00019591,1,0,1,0,1,1,0,1,1,1,1
E00019592,0,1,1,0,1,0,1,1,0,0,1
E00019593,1,1,1,0,1,1,0,1,1,0,1
E00019594,0,0,1,1,1,0,0,0,0,1,0
E00019595,0,1,1,0,0,1,0,0,1,1,1
E00019596,0,1,1,1,0,1,1,1,1,1,1
E00019597,0,1,1,1,1,1,0,0,1,1,0
E00019598,1,1,1,1,1,0,0,0,0,1,1
E00019599,1,0,0,1,0,0,1,0,0,0,0
E00019600,1,1,1,1,0,0,0,1,1,1,0
E00019601,0,1,0,1,0,1,0,0,1,1,1
E00019602,1,1,1,1,0,0,1,0,0,1,0
E00019603,1,1,0,1,1,1,1,0,0,1,1
E00019604,1,0,0,1,0,0,0,0,0,0,0
E00019605,0,1,0,1,1,1,1,0,0,1,1
E00019606,1,1,1,1,1,0,1,0,1,1,0
E00019607,0,1,1,1,1,1,1,1,1,1,0
E00019608,0,0,1,0,1,1,1,1,1,0,1
E00019609,0,1,1,0,1,0,1,1,1,1,1
E00019610,1,1,1,1,1,0,1,1,1,1,1
E00019611,0,1,1,0,1,0,0,1,0,1,1
E00019612,1,1,1,0,1,0,1,0,1,0,1
E00019613,0,0,1,0,1,1,0,1,1,1,1
E00019614,1,0,0,1,1,0,1,0,0,1,1
E00019615,1,0,0,1,1,0,1,0,0,1,1
E00019616,1,1,1,1,0,1,1,0,0,1,1
E00019617,0,0,1,0,0,0,1,1,1,1,1
E00019618,1,1,1,1,0,1,1,1,1,1,1
E00019619,0,0,0,1,1,0,0,0,0,1,0
