,lsoa,hierarchical8_x,hierarchical8_y,same
130,E01000134,3,3,1
131,E01000135,3,3,1
132,E01000136,3,3,1
133,E01000137,3,3,1
134,E01000138,3,3,1
135,E01000139,3,3,1
136,E01000140,6,6,1
137,E01000141,6,6,1
138,E01000142,3,3,1
139,E01000143,3,3,1
140,E01000144,3,3,1
141,E01000145,3,3,1
142,E01000146,3,3,1
143,E01000147,3,3,1
144,E01000148,3,3,1
145,E01000150,3,3,1
146,E01000151,4,4,1
147,E01000152,4,4,1
148,E01000153,4,1,0
149,E01000154,4,1,0
150,E01000155,3,3,1
151,E01000156,3,3,1
152,E01000157,3,3,1
153,E01000158,3,3,1
154,E01000159,3,3,1
155,E01000160,6,3,0
156,E01000161,3,3,1
157,E01000162,3,3,1
158,E01000163,3,3,1
159,E01000164,3,3,1
160,E01000165,3,3,1
161,E01000166,3,3,1
162,E01000167,3,3,1
163,E01000168,3,3,1
164,E01000169,3,3,1
165,E01000170,3,3,1
166,E01000171,6,6,1
167,E01000172,3,3,1
168,E01000173,3,3,1
169,E01000174,6,6,1
170,E01000175,3,3,1
171,E01000176,3,3,1
172,E01000177,5,3,0
173,E01000178,3,7,0
174,E01000179,3,3,1
175,E01000180,3,3,1
176,E01000181,5,5,1
177,E01000182,3,3,1
178,E01000183,3,3,1
179,E01000184,4,7,0
180,E01000185,8,1,0
181,E01000186,3,3,1
182,E01000187,3,3,1
183,E01000188,7,7,1
184,E01000189,4,4,1
185,E01000190,3,3,1
186,E01000191,3,3,1
187,E01000192,3,3,1
188,E01000193,3,3,1
189,E01000194,3,3,1
190,E01000195,3,7,0
191,E01000196,3,3,1
192,E01000197,3,3,1
193,E01000198,3,3,1
194,E01000199,3,3,1
195,E01000200,3,3,1
196,E01000201,3,3,1
197,E01000202,3,3,1
198,E01000203,3,3,1
199,E01000204,3,3,1
200,E01000205,3,3,1
201,E01000206,3,3,1
202,E01000207,3,3,1
203,E01000208,3,3,1
204,E01000209,3,3,1
205,E01000210,3,7,0
206,E01000211,3,3,1
207,E01000212,3,3,1
208,E01000213,3,3,1
209,E01000214,3,3,1
210,E01000215,3,3,1
211,E01000216,3,3,1
212,E01000217,3,3,1
213,E01000218,3,3,1
214,E01000219,3,3,1
215,E01000220,3,3,1
216,E01000221,4,4,1
217,E01000222,3,3,1
218,E01000223,3,3,1
219,E01000224,3,3,1
220,E01000225,3,3,1
221,E01000226,3,3,1
222,E01000227,3,3,1
223,E01000228,7,7,1
224,E01000229,3,3,1
225,E01000230,3,3,1
226,E01000231,3,3,1
227,E01000232,3,3,1
228,E01000233,3,3,1
229,E01000234,3,3,1
230,E01000235,3,3,1
231,E01000236,3,3,1
232,E01000237,3,3,1
233,E01000238,3,3,1
234,E01000239,7,3,0
235,E01000240,3,4,0
236,E01000241,3,3,1
237,E01000242,3,3,1
238,E01000243,6,6,1
239,E01000244,3,3,1
240,E01000245,8,6,0
241,E01000246,3,3,1
242,E01000247,3,3,1
243,E01000248,6,6,1
244,E01000249,3,3,1
245,E01000250,3,3,1
246,E01000251,3,3,1
247,E01000252,3,3,1
248,E01000253,7,7,1
249,E01000254,7,7,1
250,E01000255,4,3,0
251,E01000256,3,3,1
252,E01000257,3,3,1
253,E01000258,3,3,1
254,E01000259,3,3,1
255,E01000260,3,4,0
256,E01000261,3,3,1
257,E01000262,7,3,0
258,E01000263,3,3,1
259,E01000264,3,3,1
260,E01000265,3,3,1
261,E01000266,3,3,1
262,E01000267,3,3,1
263,E01000268,3,3,1
264,E01000269,3,3,1
265,E01000270,3,3,1
266,E01000271,3,3,1
267,E01000272,3,3,1
268,E01000273,3,3,1
269,E01000274,3,3,1
270,E01000275,3,3,1
271,E01000276,3,3,1
272,E01000277,3,3,1
273,E01000278,3,3,1
274,E01000279,7,7,1
275,E01000280,3,3,1
276,E01000281,4,8,0
277,E01000282,3,3,1
278,E01000283,3,3,1
279,E01000284,3,3,1
280,E01000285,3,3,1
281,E01000286,3,3,1
282,E01000287,3,3,1
283,E01000288,3,3,1
284,E01000289,3,3,1
285,E01000290,7,7,1
286,E01000291,3,3,1
287,E01000292,3,3,1
288,E01000293,3,3,1
289,E01000294,3,3,1
290,E01000295,3,3,1
291,E01000296,3,3,1
292,E01000297,3,3,1
293,E01000298,3,3,1
294,E01000299,5,5,1
295,E01000300,3,3,1
296,E01000301,3,3,1
297,E01000302,3,3,1
298,E01000303,3,3,1
299,E01000304,3,3,1
300,E01000305,3,3,1
301,E01000306,3,5,0
302,E01000307,4,4,1
303,E01000308,3,3,1
304,E01000309,3,3,1
305,E01000310,3,3,1
306,E01000311,3,3,1
307,E01000312,3,3,1
308,E01000313,6,3,0
309,E01000314,3,3,1
310,E01000315,3,3,1
311,E01000316,3,3,1
312,E01000317,3,3,1
313,E01000318,3,3,1
314,E01000319,3,3,1
315,E01000320,3,3,1
316,E01000321,3,3,1
317,E01000322,3,3,1
318,E01000323,3,3,1
319,E01000324,3,3,1
320,E01000325,3,3,1
321,E01000326,3,3,1
322,E01000327,3,3,1
323,E01000328,3,3,1
324,E01000329,3,3,1
325,E01000330,3,3,1
326,E01000331,3,3,1
327,E01000332,3,3,1
328,E01000333,3,3,1
329,E01000334,3,3,1
330,E01000335,4,3,0
331,E01000336,6,6,1
332,E01000337,3,3,1
333,E01000338,3,3,1
334,E01000339,3,3,1
335,E01000340,3,3,1
336,E01000341,3,3,1
337,E01000342,3,3,1
338,E01000343,3,3,1
339,E01000344,3,3,1
340,E01000345,4,3,0
341,E01000346,3,3,1
342,E01000347,3,3,1
343,E01000348,3,3,1
344,E01000349,3,3,1
345,E01000350,3,3,1
346,E01000351,3,3,1
347,E01000352,3,4,0
348,E01000353,3,3,1
349,E01000354,3,3,1
350,E01000355,3,3,1
351,E01000356,3,3,1
352,E01000357,3,3,1
353,E01000358,3,3,1
354,E01000359,3,3,1
355,E01000360,6,6,1
356,E01000361,3,3,1
357,E01000362,3,3,1
358,E01000363,3,3,1
359,E01000364,3,3,1
360,E01000365,3,3,1
361,E01000366,3,3,1
362,E01000367,3,3,1
363,E01000368,3,3,1
364,E01000369,3,3,1
365,E01000370,3,3,1
366,E01000371,3,3,1
367,E01000372,3,3,1
368,E01000373,6,6,1
369,E01000374,3,4,0
370,E01000375,3,3,1
371,E01000376,3,3,1
372,E01000377,3,3,1
373,E01000378,3,3,1
374,E01000379,3,3,1
375,E01000380,3,3,1
376,E01000381,7,7,1
377,E01000382,3,3,1
378,E01000383,3,3,1
379,E01000384,3,3,1
380,E01000385,3,3,1
381,E01000386,7,7,1
382,E01000387,4,3,0
383,E01000388,3,3,1
384,E01000389,3,3,1
385,E01000390,3,4,0
386,E01000391,3,3,1
387,E01000392,3,3,1
388,E01000393,3,3,1
389,E01000394,3,3,1
390,E01000395,3,3,1
391,E01000396,3,3,1
392,E01000398,3,3,1
393,E01000399,3,3,1
394,E01000400,3,3,1
395,E01000401,3,3,1
396,E01000402,3,3,1
397,E01000403,4,4,1
398,E01000404,3,3,1
399,E01000405,7,3,0
400,E01000406,6,6,1
401,E01000407,3,3,1
402,E01000408,7,7,1
403,E01000409,3,3,1
404,E01000410,3,3,1
405,E01000411,3,3,1
406,E01000412,3,3,1
407,E01000413,3,3,1
408,E01000414,3,3,1
409,E01000415,3,3,1
410,E01000416,3,3,1
411,E01000417,3,3,1
412,E01000418,3,3,1
413,E01000419,3,3,1
414,E01000420,3,3,1
415,E01000421,3,3,1
416,E01000422,4,4,1
417,E01000423,3,3,1
418,E01000424,3,3,1
419,E01000425,3,3,1
420,E01000426,3,3,1
421,E01000427,3,3,1
422,E01000428,7,7,1
423,E01000429,3,3,1
424,E01000430,3,3,1
425,E01000431,3,3,1
426,E01000432,3,3,1
427,E01000433,3,3,1
428,E01000434,3,3,1
429,E01000435,3,3,1
430,E01000436,3,3,1
431,E01000437,3,3,1
432,E01000438,3,3,1
433,E01000439,3,3,1
434,E01000440,3,3,1
435,E01000441,3,3,1
436,E01000442,3,3,1
437,E01000443,3,3,1
438,E01000444,3,3,1
439,E01000445,3,3,1
440,E01000446,3,3,1
441,E01000447,3,3,1
442,E01000448,3,3,1
443,E01000449,3,3,1
444,E01000450,3,3,1
445,E01000451,3,3,1
446,E01000452,3,3,1
447,E01000453,3,3,1
448,E01000454,3,3,1
449,E01000455,3,3,1
450,E01000456,3,3,1
451,E01000457,3,3,1
452,E01000458,3,3,1
453,E01000459,3,3,1
454,E01000460,3,3,1
455,E01000461,3,3,1
456,E01000462,3,3,1
457,E01000463,3,3,1
458,E01000464,7,4,0
459,E01000465,4,4,1
460,E01000466,7,7,1
461,E01000467,3,3,1
462,E01000468,3,3,1
463,E01000469,3,7,0
464,E01000470,7,7,1
465,E01000471,3,3,1
466,E01000472,3,3,1
467,E01000473,6,3,0
468,E01000474,3,3,1
469,E01000475,3,3,1
470,E01000476,3,3,1
471,E01000477,3,3,1
472,E01000478,3,3,1
473,E01000479,4,4,1
474,E01000480,3,3,1
475,E01000481,3,3,1
476,E01000482,4,4,1
477,E01000483,4,4,1
478,E01000484,3,3,1
479,E01000485,3,3,1
480,E01000486,3,3,1
481,E01000487,3,3,1
482,E01000488,3,3,1
483,E01000489,3,3,1
484,E01000490,6,6,1
485,E01000491,3,3,1
486,E01000492,3,3,1
487,E01000493,3,3,1
488,E01000494,3,4,0
489,E01000495,4,3,0
490,E01000497,3,3,1
491,E01000498,3,3,1
492,E01000499,3,3,1
493,E01000501,3,1,0
494,E01000502,3,3,1
495,E01000503,3,3,1
496,E01000504,3,3,1
497,E01000505,3,3,1
498,E01000506,3,3,1
499,E01000507,3,3,1
500,E01000508,6,5,0
501,E01000509,3,3,1
502,E01000510,3,3,1
503,E01000511,3,3,1
504,E01000512,3,3,1
505,E01000513,3,3,1
506,E01000514,3,3,1
507,E01000515,4,4,1
508,E01000516,3,3,1
509,E01000517,3,3,1
510,E01000518,3,3,1
511,E01000519,3,3,1
512,E01000520,3,3,1
513,E01000521,5,5,1
514,E01000522,6,6,1
515,E01000523,5,5,1
516,E01000524,5,5,1
517,E01000525,5,5,1
518,E01000526,8,1,0
519,E01000527,5,5,1
520,E01000528,5,5,1
521,E01000530,3,3,1
522,E01000531,5,5,1
523,E01000532,5,5,1
524,E01000533,5,5,1
525,E01000534,3,3,1
526,E01000535,3,3,1
527,E01000536,3,3,1
528,E01000538,3,3,1
529,E01000539,3,3,1
530,E01000540,3,3,1
531,E01000541,3,3,1
532,E01000543,3,3,1
533,E01000544,5,6,0
534,E01000545,5,6,0
535,E01000546,5,5,1
536,E01000547,5,5,1
537,E01000548,5,6,0
538,E01000549,5,5,1
539,E01000550,5,6,0
540,E01000551,8,1,0
541,E01000552,1,1,1
542,E01000553,5,5,1
543,E01000554,5,5,1
544,E01000555,3,3,1
545,E01000556,5,5,1
546,E01000557,3,3,1
547,E01000558,3,3,1
548,E01000559,3,3,1
549,E01000560,3,3,1
550,E01000561,3,3,1
551,E01000562,4,4,1
552,E01000563,3,3,1
553,E01000564,3,3,1
554,E01000565,3,3,1
555,E01000566,3,3,1
556,E01000567,3,3,1
557,E01000568,3,4,0
558,E01000569,3,3,1
559,E01000570,3,3,1
560,E01000571,3,3,1
561,E01000572,3,3,1
562,E01000573,3,3,1
563,E01000574,3,3,1
564,E01000575,3,3,1
565,E01000576,3,3,1
566,E01000577,1,1,1
567,E01000578,3,3,1
568,E01000579,5,5,1
569,E01000580,5,5,1
570,E01000581,3,3,1
571,E01000582,5,5,1
572,E01000583,5,5,1
573,E01000584,3,3,1
574,E01000585,5,5,1
575,E01000586,5,5,1
576,E01000587,3,3,1
577,E01000588,3,3,1
578,E01000589,3,3,1
579,E01000590,3,3,1
580,E01000591,3,3,1
581,E01000592,3,3,1
582,E01000593,3,3,1
583,E01000594,3,3,1
584,E01000595,5,5,1
585,E01000596,3,3,1
586,E01000599,1,1,1
587,E01000600,4,4,1
588,E01000601,4,4,1
589,E01000602,3,3,1
590,E01000603,3,4,0
591,E01000604,4,4,1
592,E01000605,3,4,0
593,E01000606,3,3,1
594,E01000607,3,3,1
595,E01000608,3,3,1
596,E01000609,3,3,1
597,E01000610,4,3,0
598,E01000611,3,3,1
599,E01000612,4,3,0
600,E01000613,3,3,1
601,E01000615,4,3,0
602,E01000616,6,3,0
603,E01000617,3,3,1
604,E01000618,3,3,1
605,E01000619,3,3,1
606,E01000620,3,3,1
607,E01000621,3,3,1
608,E01000622,3,3,1
609,E01000623,3,3,1
610,E01000624,3,3,1
611,E01000625,3,3,1
612,E01000626,3,3,1
613,E01000627,3,3,1
614,E01000628,3,3,1
615,E01000629,3,3,1
616,E01000630,3,3,1
617,E01000631,3,3,1
618,E01000632,3,3,1
619,E01000633,3,3,1
620,E01000634,3,3,1
621,E01000635,6,6,1
622,E01000636,3,3,1
623,E01000637,5,5,1
624,E01000638,5,5,1
625,E01000639,5,5,1
626,E01000640,6,5,0
627,E01000641,5,5,1
628,E01000642,6,6,1
629,E01000643,3,3,1
630,E01000644,5,5,1
631,E01000645,3,3,1
632,E01000646,3,3,1
633,E01000647,3,3,1
634,E01000648,3,3,1
635,E01000649,3,3,1
636,E01000650,3,3,1
637,E01000651,3,3,1
638,E01000652,3,3,1
639,E01000653,3,3,1
640,E01000654,3,3,1
641,E01000655,3,3,1
642,E01000656,7,7,1
643,E01000657,3,3,1
644,E01000658,3,3,1
645,E01000659,3,3,1
646,E01000661,3,3,1
647,E01000662,3,3,1
648,E01000663,3,3,1
649,E01000664,3,3,1
650,E01000665,3,3,1
651,E01000666,7,7,1
652,E01000667,3,3,1
653,E01000668,3,3,1
654,E01000669,3,3,1
655,E01000670,3,3,1
656,E01000671,3,3,1
657,E01000672,3,3,1
658,E01000673,3,3,1
659,E01000674,3,3,1
660,E01000675,3,3,1
661,E01000676,6,6,1
662,E01000677,6,6,1
663,E01000678,3,3,1
664,E01000679,3,3,1
665,E01000680,7,7,1
666,E01000681,3,3,1
667,E01000682,3,3,1
668,E01000683,3,3,1
669,E01000684,3,3,1
670,E01000685,3,3,1
671,E01000686,3,3,1
672,E01000687,3,3,1
673,E01000688,3,3,1
674,E01000689,3,3,1
675,E01000690,3,3,1
676,E01000691,3,3,1
677,E01000692,3,3,1
678,E01000693,7,7,1
679,E01000694,3,3,1
680,E01000695,3,3,1
681,E01000696,7,7,1
682,E01000697,3,3,1
683,E01000698,7,7,1
684,E01000699,3,3,1
685,E01000700,6,3,0
686,E01000701,3,3,1
687,E01000702,3,3,1
688,E01000703,3,3,1
689,E01000704,3,3,1
690,E01000705,3,3,1
691,E01000706,3,6,0
692,E01000707,3,3,1
693,E01000708,3,3,1
694,E01000709,4,3,0
695,E01000710,4,4,1
696,E01000711,4,4,1
697,E01000712,4,3,0
698,E01000713,4,4,1
699,E01000714,3,3,1
700,E01000715,3,3,1
701,E01000716,3,3,1
702,E01000717,3,3,1
703,E01000718,3,3,1
704,E01000719,3,3,1
705,E01000720,7,7,1
706,E01000721,3,3,1
707,E01000722,3,4,0
708,E01000723,3,3,1
709,E01000724,3,3,1
710,E01000725,3,3,1
711,E01000726,3,3,1
712,E01000727,3,3,1
713,E01000728,7,7,1
714,E01000729,3,3,1
715,E01000730,4,3,0
716,E01000731,3,3,1
717,E01000732,3,3,1
718,E01000733,3,3,1
719,E01000734,3,3,1
720,E01000735,4,3,0
721,E01000736,4,4,1
722,E01000737,3,3,1
723,E01000738,4,4,1
724,E01000739,3,3,1
725,E01000740,4,4,1
726,E01000741,6,5,0
727,E01000742,3,3,1
728,E01000743,3,3,1
729,E01000744,3,3,1
730,E01000745,4,4,1
731,E01000746,3,3,1
732,E01000747,7,7,1
733,E01000748,7,7,1
734,E01000749,7,7,1
735,E01000750,3,3,1
736,E01000751,3,3,1
737,E01000752,7,7,1
738,E01000753,3,3,1
739,E01000754,3,3,1
740,E01000755,3,3,1
741,E01000756,4,3,0
742,E01000757,3,3,1
743,E01000758,3,3,1
744,E01000759,7,7,1
745,E01000760,3,3,1
746,E01000761,3,3,1
747,E01000762,4,4,1
748,E01000763,3,3,1
749,E01000764,3,3,1
750,E01000765,7,7,1
751,E01000766,3,3,1
752,E01000767,3,3,1
753,E01000768,3,3,1
754,E01000769,3,3,1
755,E01000770,3,3,1
756,E01000771,3,3,1
757,E01000772,3,3,1
758,E01000773,3,3,1
759,E01000774,3,3,1
760,E01000775,3,3,1
761,E01000777,3,3,1
762,E01000778,3,3,1
763,E01000779,3,3,1
764,E01000780,3,3,1
765,E01000781,3,3,1
766,E01000782,3,3,1
767,E01000783,3,3,1
768,E01000784,3,3,1
769,E01000785,3,3,1
770,E01000786,3,3,1
771,E01000787,3,3,1
772,E01000788,3,3,1
773,E01000789,3,3,1
774,E01000790,3,3,1
775,E01000791,4,4,1
776,E01000792,3,3,1
777,E01000793,3,3,1
778,E01000794,3,3,1
779,E01000795,3,3,1
780,E01000796,3,3,1
781,E01000797,3,3,1
782,E01000798,3,3,1
783,E01000799,6,6,1
784,E01000800,6,6,1
785,E01000801,3,3,1
786,E01000802,5,5,1
787,E01000803,5,5,1
788,E01000804,3,3,1
789,E01000805,3,3,1
790,E01000806,6,6,1
791,E01000807,3,3,1
792,E01000808,3,3,1
793,E01000809,3,3,1
794,E01000810,3,3,1
795,E01000811,3,3,1
796,E01000812,3,3,1
797,E01000813,3,3,1
798,E01000814,3,3,1
799,E01000815,3,3,1
800,E01000816,3,3,1
801,E01000818,3,3,1
802,E01000819,3,3,1
803,E01000820,3,3,1
804,E01000822,6,6,1
805,E01000823,3,3,1
806,E01000824,3,3,1
807,E01000825,3,3,1
808,E01000826,4,3,0
809,E01000827,4,4,1
810,E01000828,4,3,0
811,E01000829,3,3,1
812,E01000830,3,3,1
813,E01000831,3,3,1
814,E01000832,3,3,1
815,E01000833,3,3,1
816,E01000834,3,3,1
817,E01000835,3,3,1
818,E01000836,3,3,1
819,E01000837,3,3,1
820,E01000838,3,3,1
821,E01000839,3,3,1
822,E01000840,3,3,1
823,E01000841,3,3,1
824,E01000842,5,5,1
825,E01000843,5,5,1
826,E01000844,5,5,1
827,E01000845,6,6,1
828,E01000846,4,4,1
829,E01000847,3,5,0
830,E01000848,5,5,1
831,E01000849,5,5,1
832,E01000850,1,1,1
833,E01000851,1,1,1
834,E01000852,1,1,1
835,E01000853,1,1,1
836,E01000854,1,1,1
837,E01000855,1,1,1
838,E01000856,1,1,1
839,E01000857,5,5,1
840,E01000858,6,1,0
841,E01000859,5,5,1
842,E01000860,7,6,0
843,E01000861,1,1,1
844,E01000862,6,6,1
845,E01000863,2,2,1
846,E01000864,6,5,0
847,E01000865,1,1,1
848,E01000866,1,1,1
849,E01000867,1,1,1
850,E01000868,6,5,0
851,E01000869,1,5,0
852,E01000870,1,5,0
853,E01000871,3,3,1
854,E01000872,6,5,0
855,E01000873,5,5,1
856,E01000874,5,5,1
857,E01000875,6,6,1
858,E01000876,5,5,1
859,E01000877,5,5,1
860,E01000878,3,3,1
861,E01000879,6,6,1
862,E01000880,3,6,0
863,E01000881,3,3,1
864,E01000882,1,1,1
865,E01000883,6,6,1
866,E01000884,3,3,1
867,E01000885,3,3,1
868,E01000886,5,5,1
869,E01000887,5,5,1
870,E01000888,5,5,1
871,E01000889,1,1,1
872,E01000890,2,1,0
873,E01000891,1,1,1
874,E01000892,8,6,0
875,E01000893,5,5,1
876,E01000894,7,5,0
877,E01000895,1,1,1
878,E01000896,5,5,1
879,E01000897,1,6,0
880,E01000898,1,6,0
881,E01000899,7,7,1
882,E01000900,1,1,1
883,E01000901,6,6,1
884,E01000902,8,8,1
885,E01000903,6,5,0
886,E01000904,1,1,1
887,E01000905,8,8,1
888,E01000906,6,1,0
889,E01000907,6,5,0
890,E01000908,1,4,0
891,E01000909,3,3,1
892,E01000910,5,5,1
893,E01000911,5,5,1
894,E01000912,6,6,1
895,E01000913,7,7,1
896,E01000914,1,1,1
897,E01000915,1,1,1
898,E01000916,2,1,0
899,E01000917,1,1,1
900,E01000918,1,1,1
901,E01000919,2,2,1
902,E01000920,1,1,1
903,E01000921,6,6,1
904,E01000922,1,1,1
905,E01000923,5,5,1
906,E01000924,5,5,1
907,E01000925,1,1,1
908,E01000926,6,6,1
909,E01000927,1,1,1
910,E01000928,1,6,0
911,E01000929,8,1,0
912,E01000930,6,1,0
913,E01000931,2,5,0
914,E01000932,5,5,1
915,E01000933,5,5,1
916,E01000934,8,8,1
917,E01000935,5,1,0
918,E01000936,1,1,1
919,E01000937,1,1,1
920,E01000938,1,1,1
921,E01000939,1,1,1
922,E01000940,1,1,1
923,E01000941,1,1,1
924,E01000942,1,1,1
925,E01000943,1,1,1
926,E01000944,1,1,1
927,E01000945,1,1,1
928,E01000946,7,7,1
929,E01000947,2,6,0
930,E01000948,7,7,1
931,E01000949,1,8,0
932,E01000950,1,6,0
933,E01000951,1,1,1
934,E01000952,1,1,1
935,E01000953,6,6,1
936,E01000954,1,1,1
937,E01000955,1,1,1
938,E01000956,1,6,0
939,E01000957,1,1,1
940,E01000958,1,1,1
941,E01000959,1,1,1
942,E01000960,5,2,0
943,E01000961,8,8,1
944,E01000962,5,5,1
945,E01000963,8,8,1
946,E01000964,8,8,1
947,E01000965,3,5,0
948,E01000966,3,5,0
949,E01000967,3,3,1
950,E01000968,5,5,1
951,E01000969,6,6,1
952,E01000970,5,5,1
953,E01000971,5,5,1
954,E01000972,1,2,0
955,E01000973,5,5,1
956,E01000974,5,5,1
957,E01000975,3,3,1
958,E01000976,5,5,1
959,E01000977,3,3,1
960,E01000978,3,3,1
961,E01000979,5,5,1
962,E01000980,3,3,1
963,E01000981,3,3,1
964,E01000982,5,5,1
965,E01000983,3,3,1
966,E01000984,3,3,1
967,E01000985,3,3,1
968,E01000986,3,3,1
969,E01000987,3,3,1
970,E01000989,3,3,1
971,E01000990,3,3,1
972,E01000991,3,3,1
973,E01000992,3,3,1
974,E01000993,3,3,1
975,E01000994,3,3,1
976,E01000995,3,3,1
977,E01000996,5,5,1
978,E01000997,3,3,1
979,E01000998,5,5,1
980,E01000999,5,5,1
981,E01001000,3,5,0
982,E01001001,3,3,1
983,E01001002,3,5,0
984,E01001003,3,3,1
985,E01001004,3,3,1
986,E01001005,5,5,1
987,E01001006,4,4,1
988,E01001007,3,3,1
989,E01001008,3,3,1
990,E01001009,5,5,1
991,E01001010,4,4,1
992,E01001011,6,6,1
993,E01001012,5,5,1
994,E01001013,3,6,0
995,E01001014,6,1,0
996,E01001015,3,3,1
997,E01001016,3,3,1
998,E01001017,3,3,1
999,E01001018,3,3,1
1000,E01001019,3,3,1
1001,E01001020,3,3,1
1002,E01001021,3,3,1
1003,E01001022,3,3,1
1004,E01001023,3,3,1
1005,E01001024,3,3,1
1006,E01001025,3,3,1
1007,E01001026,3,3,1
1008,E01001027,7,7,1
1009,E01001028,3,3,1
1010,E01001029,3,3,1
1011,E01001030,3,3,1
1012,E01001031,3,3,1
1013,E01001032,3,3,1
1014,E01001033,3,3,1
1015,E01001034,3,3,1
1016,E01001035,3,3,1
1017,E01001036,3,3,1
1018,E01001037,6,6,1
1019,E01001038,3,6,0
1020,E01001039,3,3,1
1021,E01001040,3,5,0
1022,E01001041,3,3,1
1023,E01001042,3,6,0
1024,E01001043,2,2,1
1025,E01001044,3,3,1
1026,E01001045,4,3,0
1027,E01001046,4,4,1
1028,E01001047,3,3,1
1029,E01001048,6,8,0
1030,E01001049,4,4,1
1031,E01001050,4,4,1
1032,E01001051,4,3,0
1033,E01001052,4,3,0
1034,E01001053,3,3,1
1035,E01001054,3,4,0
1036,E01001055,3,3,1
1037,E01001056,3,3,1
1038,E01001057,4,4,1
1039,E01001058,4,3,0
1040,E01001059,3,4,0
1041,E01001060,7,7,1
1042,E01001061,3,3,1
1043,E01001062,3,3,1
1044,E01001063,3,3,1
1045,E01001064,7,7,1
1046,E01001065,4,4,1
1047,E01001066,3,3,1
1048,E01001067,3,3,1
1049,E01001068,7,7,1
1050,E01001069,3,3,1
1051,E01001070,3,3,1
1052,E01001071,3,3,1
1053,E01001072,7,7,1
1054,E01001073,3,3,1
1055,E01001074,3,3,1
1056,E01001075,3,3,1
1057,E01001076,4,3,0
1058,E01001077,3,3,1
1059,E01001078,4,3,0
1060,E01001079,4,3,0
1061,E01001080,4,4,1
1062,E01001081,4,3,0
1063,E01001082,3,3,1
1064,E01001084,3,3,1
1065,E01001085,3,3,1
1066,E01001086,3,3,1
