,Commercial,Estates,Green space,High-density,Low-density,lsoa
907,,,-6.13872832369942,,,E01000958
908,,,,,,E01000959
909,,,,,,E01000961
910,,,,,,E01000963
911,,,,,,E01000965
912,,,,,,E01000967
913,,,,,,E01000968
914,,,,,,E01000970
915,,,,,,E01000971
916,,,-10.924369747899158,,,E01000973
917,,,,,,E01000974
918,,,,,-9.813365442504509,E01000975
919,,,,,,E01000976
920,,,,,,E01000977
921,,,,,,E01000978
922,,,,,,E01000979
923,,,,,,E01000980
924,,,,,-11.747188763945061,E01000981
925,,,,,,E01000982
926,,,,,,E01000983
927,,,,,,E01000984
928,,,,,,E01000985
929,,,,,,E01000986
930,,,,,,E01000987
931,,,,,,E01000989
932,,,,,,E01000990
933,,,,,-13.059701492537314,E01000991
934,,9.22540873760386,,,-19.608683998927898,E01000992
935,,,,,,E01000993
936,,,,,12.685309327715,E01000994
937,,,,,,E01000995
938,,,,,,E01000996
939,,,-2.06185567010309,,,E01000997
940,,,,,,E01000998
941,,,-3.125,,,E01000999
942,,,,,,E01001000
943,,,,,,E01001001
944,,,,,,E01001002
945,,,-8.20390102943833,,,E01001003
946,,,,,,E01001004
947,,,,,,E01001005
948,,,,,-10.464645100290403,E01001006
949,,,,,,E01001007
950,,,,,-30.22270867041021,E01001008
951,,,,,,E01001009
952,,,-12.467952668556645,,-9.024405275483788,E01001010
953,,,,,,E01001011
954,,,,,,E01001012
955,,,,,,E01001013
956,,,-6.642636889908328,,,E01001014
957,,,,,-8.836204242954054,E01001016
958,,2.99407114624506,,,-10.30632411067193,E01001018
959,,,,,-10.308880308880305,E01001020
960,,6.326430549146281,,,-9.2033917858791,E01001021
961,,,,,,E01001022
962,-1.8867924528301798,,,,,E01001025
963,,,,,-24.81384445670161,E01001026
964,,,,,,E01001027
965,,,,,-7.4179142838784315,E01001028
966,,,,1.3847940677209,-11.592066470115249,E01001029
967,,,,,,E01001030
968,,,,,-11.786311880177934,E01001031
969,,,,,-7.912807066560639,E01001032
970,,,,,,E01001033
971,,,,,-11.388257675844208,E01001034
972,,,,,,E01001035
973,,,,,-10.064851450378107,E01001036
974,,,,,,E01001037
975,,,,,,E01001038
976,,,,,-12.996214614878213,E01001039
977,,,,,,E01001040
978,,,,,-12.685185185185192,E01001041
979,,,,,,E01001042
980,,,,,,E01001043
981,,,,,,E01001044
982,5.994856959177122,,,,,E01001045
983,,,,,,E01001046
984,,,,,,E01001047
985,,,,,,E01001048
986,,,,,,E01001049
987,,,,,,E01001050
988,,,,,,E01001051
989,,,,,,E01001052
990,,11.7561410924804,,,-12.444225259499312,E01001053
991,,18.02666992904331,,,-13.371666258869581,E01001054
992,,18.075630252100847,,,-19.20168067226891,E01001055
993,,10.770370370370369,,,-11.955555555555561,E01001056
994,,,,,-12.547892720306518,E01001057
995,,,-13.942307692307686,,,E01001058
996,,,,,,E01001059
997,,,,,,E01001060
998,,,,,-9.146185355862773,E01001061
999,,1.23685265722834,,,,E01001062
1000,,,,,-12.27732487922706,E01001063
1001,,1.48566416314895,,,-4.783180746669592,E01001064
1002,,,,,,E01001065
1003,,,,,,E01001066
1004,,0.8130081300813,,,,E01001067
1005,,,9.397856976473335,,-6.717330538085262,E01001068
1006,,,,,,E01001069
1007,,3.46459674365771,,,-8.111826328410949,E01001070
1008,,,,,,E01001071
1009,,,,,,E01001072
1010,,,,,,E01001073
1011,,,,,-8.877611062077083,E01001074
1012,,,,,-7.86320239661786,E01001075
1013,,5.61594202898551,,,,E01001076
1014,,4.547882672882671,,,-11.050407925407917,E01001077
1015,,5.713712910986372,,,,E01001078
1016,,7.55182760501909,,,-8.713857064920887,E01001079
1017,,,,,,E01001080
1018,,12.52631578947368,,,-14.276315789473692,E01001081
1019,,5.34012890570267,,,-10.44381392742049,E01001082
1020,,,,,-13.499190002314272,E01001085
1021,,,,-12.022382094324541,,E01001086
1022,,,,,,E01001087
1023,,,,,-14.107142857142861,E01001088
1024,,,,,-15.06849315068494,E01001089
1025,,,,,,E01001090
1026,,,,,-14.197860962566853,E01001091
1027,,,,,-10.935906487801052,E01001092
1028,,,,,-9.491151155668739,E01001093
1029,,4.86065573770492,,,,E01001095
1030,,,,,,E01001096
1031,-4.38565874169013,,,,,E01001097
1032,,,-7.595249876298858,,,E01001098
1033,,,,,,E01001099
1034,,,-8.83314926514315,,,E01001100
1035,,0.82781456953642,,,-11.23910770303242,E01001102
1036,,,,,,E01001107
1037,,,,,-11.552197802197796,E01001108
1038,,,,,,E01001109
1039,-3.78100703443169,,,,,E01001110
1040,,,,,,E01001111
1041,,,,,,E01001112
1042,,,,,,E01001113
1043,,,,,,E01001114
1044,,,,,-8.306171229900048,E01001115
1045,,,,,,E01001116
1046,,,,,,E01001117
1047,,,,,,E01001118
1048,,5.83150183150183,,,-13.782051282051292,E01001119
1049,,,,,,E01001120
1050,,,,,,E01001121
1051,,,,,,E01001122
1052,,,,,,E01001123
1053,,,,,,E01001124
1054,,,,,,E01001125
1055,,,,,,E01001126
1056,,1.88608592826173,,1.27118644067796,-11.05833661805282,E01001127
1057,,,,,,E01001128
1058,,,,,-12.64970984072108,E01001129
1059,,,,,,E01001130
1060,,,,,,E01001131
1061,,2.79253178818606,,,-14.859971028488651,E01001132
1062,,,,,-9.522213283275228,E01001133
1063,,3.1693363844393603,,,,E01001134
1064,,,,,-11.834415584415584,E01001135
1065,,,-7.05782312925171,,,E01001136
1066,,,,,,E01001137
1067,,,,,-8.52540897218531,E01001138
1068,,,,,,E01001139
1069,,,,,,E01001140
1070,,,,,,E01001141
1071,,,,,,E01001142
1072,,,,,,E01001143
1073,,,,,,E01001144
1074,,,,,,E01001145
1075,,,,-14.56582633053221,,E01001146
1076,-1.69491525423728,,,,,E01001147
1077,,,,,,E01001148
1078,,,,,,E01001149
1079,,,,,,E01001150
1080,,,,,,E01001151
1081,,,,,,E01001152
1082,,,,,,E01001153
1083,,,,,,E01001154
1084,,,,,,E01001155
1085,,,,,,E01001156
1086,,,,-9.213079410707872,,E01001158
1087,,,-8.418625082363281,,,E01001160
1088,,4.34691745036573,,,,E01001161
1089,,,,,,E01001162
1090,,,,,,E01001164
1091,,,,,,E01001165
1092,,,,,,E01001166
1093,,,,,,E01001167
1094,,,,,,E01001168
1095,,,,,-17.919291929192923,E01001169
1096,,,,,,E01001170
1097,,,,,,E01001171
1098,1.60677060968279,,,,-8.34497942740255,E01001172
1099,,,,,-6.727312858674399,E01001173
1100,,,,-14.262546944349609,,E01001174
1101,,,,,,E01001175
1102,,,,,,E01001176
1103,,,,,-10.325286183837697,E01001177
1104,,,,,,E01001178
1105,,,,,,E01001179
1106,,,,,,E01001180
1107,,,,,,E01001181
1108,,,,,,E01001182
1109,,,,,,E01001183
1110,,,,,,E01001184
1111,,,,,-11.36130536130537,E01001185
1112,,,,,,E01001186
1113,,,,,,E01001187
1114,,,,,-9.36689154125585,E01001188
1115,,,,,,E01001189
1116,,,,,,E01001190
1117,,,,,,E01001191
1118,,,,,-8.209610180647992,E01001192
1119,,4.0990990990991,,,,E01001193
1120,,,,,,E01001194
1121,,4.4962311557789,,,-16.0,E01001195
1122,,,,,,E01001196
1123,,,,,,E01001197
1124,,,,,,E01001198
1125,,,,,,E01001199
1126,,,,,,E01001200
1127,,,,,,E01001201
1128,,,,,,E01001202
1129,,,,,,E01001203
1130,,,,,-13.148754090108223,E01001204
1131,,,,,,E01001205
1132,,,,,,E01001206
1133,,,,,,E01001207
1134,,,,,,E01001208
1135,,,,,,E01001209
1136,,,,,,E01001210
1137,,,,,,E01001211
1138,,,,,,E01001212
1139,,,,,,E01001213
1140,,,,,,E01001215
1141,,,,,,E01001216
1142,,,,,,E01001219
1143,,,,,,E01001220
1144,,,,,,E01001221
1145,,,,,,E01001222
1146,,,,,,E01001223
1147,,,,,-11.030570438071216,E01001224
1148,,,,,,E01001225
1149,,,,,,E01001226
1150,,-3.87596899224806,,,,E01001227
1151,,,,,,E01001228
1152,,,,,,E01001229
1153,,,,,,E01001230
1154,,,,,,E01001231
1155,,,,,,E01001232
1156,,,,,,E01001233
1157,,,,,,E01001234
1158,,,,,,E01001235
1159,,,,,,E01001236
1160,,,,,-8.782315259665982,E01001237
1161,,,-13.508223802341448,,,E01001238
1162,,,,,,E01001239
1163,,,,,,E01001240
1164,,,,,,E01001241
1165,,,,,,E01001242
1166,,,,,,E01001243
1167,,,,,,E01001244
1168,,,,,-9.940476190476188,E01001245
1169,,,,,,E01001246
1170,,,-8.47816399286988,,,E01001247
1171,,,,,,E01001248
1172,,,,,,E01001249
1173,,,,,,E01001250
1174,,,,,,E01001251
1175,,,,,,E01001252
1176,,,,,,E01001253
1177,2.09790209790209,,,,,E01001254
1178,,,,,,E01001255
1179,,-8.02579082359647,,,,E01001257
1180,,,,,,E01001258
1181,,,,,,E01001259
1182,,,,,-20.496161842315686,E01001260
1183,,,,,,E01001261
1184,,,,,,E01001262
1185,,-8.928761297182351,,,,E01001263
1186,,,,,,E01001264
1187,-0.96618357487922,,,,,E01001265
1188,,,,,,E01001266
1189,,,,,-9.1867469879518,E01001267
1190,,,,,-10.246179966044139,E01001268
1191,,-1.07758620689655,,,-10.927661169415295,E01001269
1192,,,,,,E01001270
1193,,,,,,E01001271
1194,,,,,,E01001272
1195,,,,,,E01001273
1196,,,,,-12.95998831775701,E01001274
1197,,,,,,E01001275
1198,,,,,,E01001276
1199,,,-6.587029497893013,,-7.605171059210061,E01001277
1200,,,,,-6.723168079201978,E01001278
1201,,,,,,E01001279
1202,,,,,,E01001280
1203,,,,,,E01001281
1204,,,,,-18.27006664734859,E01001282
1205,,,,,-10.853916259410909,E01001283
1206,,7.1910347716799405,,,-11.749057394218678,E01001285
1207,,,,,-18.855172413793095,E01001286
1208,,,,,,E01001287
1209,,,,,,E01001288
1210,,,,,,E01001289
1211,,,,,,E01001290
1212,,,,2.0196752734242795,-11.96583605818018,E01001292
1213,,,,,,E01001297
1214,,,,,,E01001298
1215,,,,,,E01001299
1216,,,,,-11.73109243697479,E01001300
1217,,,,,,E01001301
1218,,,,,,E01001302
1219,,,,,,E01001303
1220,,,,,,E01001304
1221,,1.5267175572519,,,,E01001305
1222,,,,,,E01001306
1223,,,,,,E01001307
1224,,,,,,E01001308
1225,,,,,,E01001309
1226,,,,,,E01001310
1227,,,,,-11.76392572944297,E01001311
1228,,,,,,E01001312
1229,,,,,,E01001313
1230,,,,,,E01001314
1231,,,,,,E01001315
1232,,,,,,E01001316
1233,,,,,,E01001317
1234,,,,,,E01001318
1235,,,,,,E01001319
1236,,-8.25126262626262,,,,E01001320
1237,,,,,,E01001321
1238,,,,,,E01001322
1239,,,,,,E01001323
1240,,,,,,E01001324
1241,,,,,-10.721761097076872,E01001325
1242,,,,,-7.061660932334878,E01001326
1243,,,,,-8.54478592067245,E01001327
1244,,,,,-7.571261226083561,E01001328
1245,,,,,,E01001329
1246,,-7.981090100111231,,,,E01001330
1247,,,,,,E01001331
1248,,-14.408793820558529,,,,E01001332
1249,,,,,,E01001333
1250,2.803738317757,,,,-10.94859813084113,E01001334
1251,,,,,,E01001335
1252,,,,,,E01001336
1253,,,,,,E01001338
1254,,,,,,E01001339
1255,,,-14.041353383458638,,,E01001340
1256,,,,,,E01001341
1257,,,,,,E01001342
1258,,,,,,E01001343
1259,,,,,,E01001344
1260,,2.2222222222222197,,,,E01001345
1261,,,,,,E01001346
1262,,,,,,E01001347
1263,,,,,-10.10044642857143,E01001348
1264,,,,,-9.509345794392534,E01001349
1265,,,,,,E01001350
1266,,,,,,E01001351
1267,,,,,,E01001352
1268,,,,,,E01001353
1269,,,,,,E01001354
1270,,,,,,E01001355
1271,,,,,,E01001356
1272,,,-14.93827160493827,,,E01001357
1273,,,-11.594901926393641,,,E01001358
1274,,,-3.3350840336134406,,,E01001359
1275,,,,,,E01001360
1276,,,,,,E01001361
1277,,,,,,E01001362
1278,,,,,,E01001363
1279,,,,,,E01001364
1280,,,,-10.12931034482758,,E01001365
1281,,,,,,E01001366
1282,,,-5.59836377473364,,,E01001367
1283,,,,,,E01001369
1284,,,,,,E01001371
1285,,,,,,E01001372
1286,,,-6.0047671433810095,,,E01001373
1287,,,,,,E01001374
1288,,,-4.991987179487181,,-11.11778846153847,E01001375
1289,,,,,,E01001376
1290,,,-5.82748024582967,,-9.196663740122919,E01001377
1291,,,,,-13.23426573426574,E01001379
1292,,,,,,E01001380
1293,,,,,,E01001381
1294,,,,,,E01001382
1295,,,,,,E01001383
1296,,1.78571428571428,,,,E01001384
1297,,,,,-14.053030303030305,E01001385
1298,,,,,,E01001386
1299,,,,,,E01001387
1300,,,,,,E01001388
1301,,,,,,E01001389
1302,,,,,,E01001390
1303,,,,,,E01001391
1304,,,,,,E01001392
1305,,,,,,E01001393
1306,,,,,,E01001394
1307,,,,,,E01001395
1308,,,,,,E01001396
1309,,,-10.257007133388043,,,E01001397
1310,,,,-5.05333664103201,,E01001398
1311,,,,,-10.755981136415919,E01001399
1312,,,,,,E01001400
1313,,,,,,E01001401
1314,,,,,,E01001402
1315,,,,,,E01001403
1316,,,,,,E01001404
1317,,,10.596148139774758,,,E01001405
1318,,,,,,E01001406
1319,,,,,,E01001407
1320,,,,,,E01001408
1321,,,,4.13579620420176,,E01001409
1322,,,-16.48666339387989,10.51791850760923,-15.37800687285223,E01001410
1323,,,,,,E01001411
1324,,,,,,E01001413
1325,,,,,,E01001415
1326,,,,,-9.619167901294539,E01001416
1327,,,,,-6.243056877726541,E01001417
1328,,,,,-12.400137741046834,E01001418
1329,,,,,,E01001419
1330,,,,,-10.98670497436764,E01001420
1331,,,,,-11.890113646073658,E01001421
1332,,-1.9597879802327403,,,-8.092220628088626,E01001422
1333,,,,,-11.000567161357406,E01001423
1334,,,,,,E01001425
1335,,,,,-10.6638517475956,E01001426
1336,,,-11.923758865248235,,,E01001427
1337,,,,-5.88050466476531,,E01001428
1338,,,,,,E01001429
1339,,,,,,E01001430
1340,,-7.983193277310919,,,-13.389355742296923,E01001431
1341,,,,,,E01001432
1342,,,,,,E01001433
1343,,,,,,E01001434
1344,,,,,,E01001435
1345,,,,-4.673742138364781,,E01001436
1346,,,,,,E01001437
1347,,,,,,E01001438
1348,,,,,,E01001439
1349,,,,,-14.51190476190477,E01001440
1350,,,,,,E01001441
1351,,,,,,E01001442
1352,,,,,-9.04422839928797,E01001444
1353,,,,,,E01001445
1354,,,,,,E01001446
1355,,,,,,E01001447
1356,,,,,,E01001448
1357,,,,,,E01001449
1358,,,,,,E01001450
1359,,,,,-10.056454330974056,E01001451
1360,,,,,,E01001452
1361,,,,,,E01001453
1362,,,,,,E01001455
1363,,,,,,E01001456
1364,,,,,-4.91300295168557,E01001458
1365,,,,,,E01001459
1366,,,,,,E01001460
1367,,,,,,E01001461
1368,,,,,,E01001462
1369,,,,,,E01001463
1370,,,,,-12.377841067738881,E01001464
1371,,,-9.457430230910887,,,E01001465
1372,,,,,,E01001466
1373,,,,,,E01001467
1374,,,,,,E01001468
1375,,,,,,E01001469
1376,,,,,,E01001470
1377,,,,,,E01001471
1378,,,,,,E01001472
1379,,,,,,E01001473
1380,,,,,,E01001474
1381,,,,,,E01001475
1382,,,,,,E01001476
1383,,,,,,E01001477
1384,,,,,,E01001478
1385,,,,,,E01001479
1386,,,,,,E01001480
1387,,,,,-10.41500739560815,E01001481
1388,,,,,,E01001482
1389,,,,,,E01001483
1390,,,,,-14.848484848484848,E01001484
1391,,,,,,E01001485
1392,,,,,,E01001486
1393,,,,,,E01001487
1394,,,,,,E01001488
1395,,,,,,E01001489
1396,,,,,,E01001491
1397,,,,,,E01001492
1398,,,,,-13.315146224356177,E01001494
1399,,,,,,E01001495
1400,,-1.1173184357541899,,,,E01001496
1401,,,,,,E01001497
1402,,,,,,E01001498
1403,,,-7.508659079663541,,,E01001499
1404,,,,-8.64118213941536,,E01001500
1405,,,,,,E01001501
1406,,,,,,E01001502
1407,,,,,,E01001503
1408,,,,,,E01001504
1409,,5.522717561600911,,,-14.862555191568152,E01001505
1410,,,,,,E01001506
1411,,,,,,E01001507
1412,,,,,,E01001508
1413,,,,,,E01001509
1414,,,,5.86834733893557,,E01001510
1415,,,,,,E01001511
1416,,,,,,E01001512
1417,,,,,,E01001513
1418,,,,,,E01001514
1419,,,,,,E01001515
1420,,,,,,E01001516
1421,,,,,,E01001517
1422,,,,,,E01001518
1423,,,,,,E01001519
1424,,,,,,E01001520
1425,,,,,,E01001521
1426,,,,,,E01001522
1427,,,,,-9.806763285024164,E01001523
1428,,,,,,E01001524
1429,,,,,,E01001525
1430,,,,,,E01001526
1431,,,,,,E01001527
1432,,,-19.92807911297573,,,E01001528
1433,,,,,,E01001529
1434,,,,,,E01001530
1435,,,,,,E01001531
1436,,,,,,E01001532
1437,,,,,-11.274725274725277,E01001533
1438,,,,,-14.649526198439233,E01001534
1439,,,,,,E01001535
1440,,,,,,E01001536
1441,,,,,,E01001537
1442,,,,,,E01001538
1443,,,,,,E01001539
1444,,,,,,E01001540
1445,,,,,,E01001541
1446,,,,-5.99166859523259,,E01001542
1447,,,,,-15.151427245300539,E01001543
1448,,,,,,E01001544
1449,,,,,-13.594771241830063,E01001545
1450,,,,,,E01001546
1451,,,,,,E01001547
1452,,,-9.043894652833202,,,E01001548
1453,,,,,,E01001549
1454,,,-13.965817928147889,,,E01001550
1455,,,-11.020164658155352,,,E01001551
1456,,,,,,E01001552
1457,,,,,,E01001553
1458,,,,,,E01001554
1459,,,,,,E01001555
1460,,,,,,E01001556
1461,,-5.05050505050505,,,,E01001557
1462,,,,,-4.27758585653322,E01001558
1463,,,,,,E01001560
1464,,,,,,E01001562
1465,,,,,,E01001565
1466,,,,,,E01001566
1467,,,,,,E01001568
1468,,,,,,E01001571
1469,,,,,,E01001572
1470,,,,,,E01001573
1471,,,,,,E01001574
1472,,,,,,E01001575
1473,,,,,,E01001576
1474,,,,,,E01001577
1475,,,,,,E01001578
1476,,,,,,E01001579
1477,,,,,,E01001580
1478,,,,,,E01001581
1479,,,,,,E01001582
1480,,5.266628980591669,,,,E01001583
1481,,,,,,E01001585
1482,,,,,,E01001586
1483,,,,,,E01001587
1484,,,,,-11.052477565353097,E01001588
1485,,,,,,E01001589
1486,,,,,,E01001590
1487,,,,,,E01001591
1488,,,,,,E01001592
1489,,,,,,E01001593
1490,,,,,,E01001594
1491,,,,-3.1099073228038097,,E01001595
1492,,,,,-16.48748159057437,E01001596
1493,,,,,,E01001597
1494,,,,,,E01001598
1495,,,,,,E01001599
1496,,,,,,E01001600
1497,,,,,-14.797565822155981,E01001601
1498,,,,,,E01001602
1499,,,,,,E01001603
1500,,,,,-8.58757062146892,E01001604
1501,,,,,,E01001605
1502,,,,,,E01001606
1503,,,,,,E01001607
1504,-1.16822429906542,,,,,E01001608
1505,,,,,,E01001609
1506,,,,,-11.214582920546867,E01001610
1507,,,,,-13.48818966268631,E01001611
1508,,,,,-7.23076923076923,E01001613
1509,,,,,-9.44619629483643,E01001614
1510,,,,3.1813230342642105,,E01001615
1511,,,,,,E01001617
1512,,,,,-13.455072845935803,E01001618
1513,,,,,-15.903500473036896,E01001619
1514,,6.35834325790657,,,-12.600427229248194,E01001620
1515,,,,,,E01001621
1516,,6.83885640025991,,,,E01001623
1517,,,,,-13.813938618925832,E01001624
1518,,,,,-7.89722785665991,E01001625
1519,1.50375939849624,,,,,E01001629
1520,,,,,,E01001631
1521,,,,,,E01001632
1522,,,,,,E01001633
1523,,,,,,E01001634
1524,,,,,,E01001635
1525,,,,,,E01001636
1526,,,,,,E01001637
1527,,,,,,E01001638
1528,,,,,,E01001640
1529,,,,,-2.82635381240819,E01001641
1530,,,,,,E01001642
1531,,,,,,E01001644
1532,,6.7018216682646194,,,-12.612655800575258,E01001645
1533,,,,,,E01001646
1534,,,,,-12.576593137254907,E01001647
1535,,,,,,E01001648
1536,,10.395124001681381,,,-9.491382934005888,E01001649
1537,,,,,-15.08026482858697,E01001650
1538,1.21212121212121,,,,,E01001651
1539,,4.3665656025206605,,,,E01001652
1540,,9.18929555293191,,,-12.426210153482877,E01001653
1541,,,,,,E01001654
1542,,6.08187134502924,,,,E01001655
1543,,,,,,E01001658
1544,,,,,,E01001659
1545,,5.78327989157383,,,,E01001660
1546,,,,,,E01001661
1547,,,,,,E01001662
1548,,,,,,E01001664
1549,,,,,,E01001665
1550,,,,,,E01001666
1551,,,-25.936736555181817,,,E01001667
1552,,,,,,E01001668
1553,,,,,,E01001669
1554,,,,,,E01001671
1555,,,,,,E01001672
1556,,,,,,E01001673
1557,,,,,,E01001674
1558,,,,,,E01001675
1559,,,,,,E01001676
1560,,,,,,E01001677
1561,,,,,-13.141025641025635,E01001678
1562,,,,,-13.920595533498776,E01001679
1563,,,,,-9.041715859897682,E01001680
1564,,,,,,E01001681
1565,,,,,,E01001682
1566,,,,,,E01001683
1567,,,,,-11.555082773751742,E01001684
1568,-1.72413793103448,,,,,E01001685
1569,,,,,,E01001686
1570,,,,,-5.664686581887589,E01001687
1571,,,,,,E01001688
1572,,,,,,E01001690
1573,,,,,,E01001692
1574,,,,,,E01001693
1575,,,,,,E01001694
1576,,,,,,E01001695
1577,,,,,,E01001696
1578,,,,,,E01001697
1579,,,,,,E01001698
1580,,,,,,E01001699
1581,,,,,,E01001700
1582,,,,,,E01001701
1583,,-13.37594696969697,,,,E01001702
1584,-12.11340206185568,,,,,E01001703
1585,,,,,,E01001704
1586,,,,,,E01001705
1587,,-9.50395083406498,,,,E01001706
1588,,,,,,E01001708
1589,,,-7.119565217391315,,,E01001709
1590,,,,,,E01001710
1591,,,,,,E01001711
1592,,,,,,E01001712
1593,,,,,,E01001713
1594,,,,,,E01001714
1595,,,,,-4.4776119402985,E01001715
1596,,,,,,E01001716
1597,,,,,,E01001717
1598,15.775401069518718,,,,-3.5353535353535297,E01001718
1599,,,,,,E01001719
1600,,,,,,E01001720
1601,,,,,,E01001722
1602,,,,,,E01001723
1603,,,,,,E01001724
1604,,,,,,E01001725
1605,,,,,,E01001726
1606,,,,,,E01001727
1607,,,,,,E01001728
1608,,,,,,E01001729
1609,,,,,-1.65289256198347,E01001730
1610,,,,,,E01001731
1611,,,,,,E01001732
1612,,,,,,E01001733
1613,,,,,,E01001734
1614,-2.40963855421686,,,,,E01001735
1615,,,,,,E01001736
1616,,,,,,E01001737
1617,,,,,,E01001738
1618,,,,,,E01001739
1619,,,,,,E01001740
1620,,,,,-2.59740259740259,E01001741
1621,,,,,,E01001742
1622,,,,,,E01001744
1623,,,,,,E01001745
1624,,,,,,E01001747
1625,,,,,,E01001748
1626,,,,,,E01001749
1627,,,,,,E01001750
1628,,,,,,E01001751
1629,,,,,,E01001752
1630,,,,,,E01001753
1631,,,,,,E01001754
1632,,,,,,E01001755
1633,,,,,,E01001756
1634,,,,,,E01001757
1635,,,,,,E01001758
1636,,,,,,E01001759
1637,,,,,,E01001760
1638,,,,,,E01001761
1639,,,,,,E01001762
1640,,,,,,E01001763
1641,,,,,,E01001764
1642,,,,,,E01001765
1643,,,,,,E01001767
1644,,,,,,E01001768
1645,,,,,,E01001769
1646,,,,,,E01001770
1647,,,,,,E01001772
1648,,,,,-1.94174757281553,E01001773
1649,,,,,,E01001774
1650,,-16.03535353535354,,,,E01001775
1651,,,,,,E01001776
1652,,,,,,E01001777
1653,,,,,,E01001779
1654,,,,,,E01001780
1655,,,,,,E01001781
1656,,,,,,E01001782
1657,,,,,,E01001783
1658,,,,,,E01001784
1659,,,,,,E01001785
1660,,,,,,E01001786
1661,,,,,,E01001787
1662,,,,,,E01001788
1663,,,,,,E01001789
1664,,,,,,E01001790
1665,,,,,,E01001791
1666,,,,,,E01001792
1667,,,,,,E01001793
1668,,,,,,E01001794
1669,,,,,,E01001795
1670,,,,,,E01001796
1671,,,,,,E01001798
1672,,,,,,E01001799
1673,,,,,,E01001801
1674,,,,,,E01001802
1675,,,,,,E01001803
1676,,,,,,E01001804
1677,,,,,,E01001805
1678,,,,,,E01001806
1679,,,,,,E01001807
1680,,,,,,E01001808
1681,,,,,,E01001809
1682,,,,,,E01001811
1683,,,,,,E01001812
1684,,,,,,E01001813
1685,,,,,,E01001814
1686,,,,,,E01001815
1687,,,,,,E01001816
1688,,,,,,E01001819
1689,,,,,,E01001820
1690,,,,,-12.36424394319131,E01001821
1691,,,,,,E01001822
1692,,,-9.19354838709678,,,E01001823
1693,,,,,,E01001824
1694,,,,,,E01001825
1695,,,,,,E01001826
1696,,,,,,E01001827
1697,,,-7.68002322880371,,,E01001828
1698,,,,,,E01001829
1699,,,,,,E01001830
1700,,,,,,E01001831
1701,,,,,,E01001832
1702,,,,,,E01001833
1703,,,,,,E01001834
1704,,3.57142857142857,,,,E01001835
1705,,-7.41258741258741,,,,E01001836
1706,,-10.5940594059406,,,,E01001837
1707,,,,,,E01001838
1708,,,,,,E01001839
1709,,,,,,E01001840
1710,,,,,,E01001841
1711,,,,,,E01001842
1712,,,,,,E01001843
1713,,,,,,E01001844
1714,,,,,,E01001845
1715,,,,,,E01001846
1716,,,,,,E01001847
1717,,,,,,E01001848
1718,,,,,,E01001849
1719,,,,,,E01001850
1720,,,,,,E01001851
1721,,,,,,E01001852
1722,,,,,,E01001853
1723,,,,,,E01001854
1724,,,,,,E01001855
1725,,,,,,E01001856
1726,,,,,,E01001857
1727,,,,,,E01001858
1728,,,,,,E01001859
1729,,,,,,E01001860
1730,,,,,,E01001861
1731,,,,,,E01001862
1732,,,,,,E01001863
1733,,,,,,E01001864
1734,,,,,,E01001865
1735,,,,,,E01001866
1736,,,,,,E01001867
1737,,,,,,E01001868
1738,,,,,,E01001869
1739,,,,,,E01001870
1740,,,,,,E01001871
1741,,,,,,E01001872
1742,,,,,,E01001873
1743,,,-12.508116883116891,,,E01001874
1744,,,,,-8.381006864988558,E01001875
1745,,9.40038222646918,,,,E01001878
1746,,,,,,E01001879
1747,,,,,,E01001880
1748,,,,,,E01001881
1749,,2.2222222222222197,,,,E01001882
1750,,,-8.45408556975049,,,E01001883
1751,,,,,,E01001884
1752,,,,,,E01001886
1753,,,,,,E01001887
1754,,,,,,E01001888
1755,,,,,-6.74268457773612,E01001889
1756,,,,,,E01001890
1757,,,-7.42294742294742,,,E01001891
1758,,,,,,E01001892
1759,,,,,,E01001893
1760,,,,,,E01001894
1761,,,,,,E01001895
1762,,,,,,E01001896
1763,,,,,,E01001897
1764,7.611238749657481,,,,,E01001898
1765,,,,,,E01001899
1766,,,,,,E01001900
1767,,,,,,E01001901
1768,,,,,,E01001902
1769,,1.94174757281553,,,,E01001903
1770,,,,,,E01001904
1771,,,,16.66666666666667,,E01001905
1772,,,,,,E01001906
1773,,,,,,E01001907
1774,,,,,,E01001908
1775,,,,,,E01001909
1776,,,,,,E01001910
1777,,,,,,E01001911
1778,,,,,,E01001912
1779,,,,,,E01001913
1780,,,,,,E01001914
1781,5.925764350892501,1.15606936416184,,,,E01001915
1782,,,,,,E01001916
1783,,,,,,E01001917
1784,,,,,,E01001918
1785,,1.7094017094016998,,,,E01001919
1786,,,,,,E01001920
1787,,,,,,E01001921
1788,,,,,,E01001922
1789,,,,,,E01001923
1790,,,-6.3748290013679885,,,E01001924
1791,,,5.827505827505821,,,E01001925
1792,,,,,,E01001926
1793,,,,,,E01001927
1794,,,,,,E01001928
1795,,,,,,E01001929
1796,,,,,,E01001930
1797,,,,,,E01001931
1798,,,,,,E01001932
1799,,,,,,E01001933
1800,,,,,,E01001934
1801,,,,,,E01001935
1802,,,,,,E01001937
1803,,,,,,E01001938
1804,,,,,,E01001939
1805,,,,,,E01001940
1806,,2.83018867924528,,,,E01001941
1807,,,,,,E01001942
1808,,,,,,E01001943
1809,,,,12.380777696258262,,E01001944
1810,,,,,,E01001945
1811,,,,,,E01001946
1812,,,,,,E01001947
