LSOA11CD,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles
E01000473,1,0,0,0,0,1,0,0,0,1,0
E01000474,0,1,0,0,1,1,0,1,1,1,0
E01000475,0,0,0,0,0,1,1,1,0,0,0
E01000476,0,0,0,0,0,1,0,0,1,0,0
E01000477,1,0,0,0,0,1,0,0,0,0,0
E01000478,1,0,0,0,0,1,0,1,1,0,1
E01000479,0,0,1,0,1,1,1,1,0,0,0
E01000480,0,0,1,0,1,1,0,1,0,0,0
E01000481,0,1,1,0,0,1,1,1,0,0,0
E01000482,1,0,1,0,0,0,0,0,0,0,0
E01000483,1,0,1,1,1,0,1,1,1,0,1
E01000484,0,1,1,1,1,1,1,1,1,0,1
E01000485,0,1,1,0,1,1,1,1,1,0,1
E01000486,0,0,1,0,1,1,1,1,0,0,0
E01000487,1,0,1,0,1,1,0,1,0,0,0
E01000488,0,1,1,1,1,1,0,1,1,1,1
E01000489,1,1,1,0,1,1,1,1,1,0,0
E01000490,1,1,1,1,1,1,1,1,0,1,1
E01000491,0,1,1,0,1,1,0,1,1,0,1
E01000492,1,1,1,0,1,1,0,1,0,1,1
E01000493,0,0,0,0,1,1,0,1,1,1,0
E01000494,0,1,1,0,1,0,0,1,1,0,0
E01000495,0,1,1,0,1,1,1,1,1,0,1
E01000497,1,0,0,0,0,1,0,0,0,0,1
E01000498,1,1,1,0,1,1,1,1,1,0,1
E01000499,1,0,0,0,0,0,0,0,0,0,0
E01000501,0,1,1,1,1,1,1,1,1,0,1
E01000502,0,1,0,1,1,1,1,1,1,0,1
E01000503,0,0,0,0,0,1,0,0,0,0,1
E01000504,0,0,0,1,1,1,0,1,1,1,1
E01000505,0,0,1,0,1,1,1,1,1,1,1
E01000506,1,0,0,1,0,1,0,0,1,1,0
E01000507,0,0,0,0,1,1,1,1,0,1,0
E01000508,1,0,1,1,0,0,1,0,0,1,0
E01000509,0,0,0,0,0,1,0,0,1,0,0
E01000510,1,0,0,0,0,1,0,1,0,0,0
E01000511,0,1,1,1,1,1,1,1,1,1,0
E01000512,1,0,1,1,1,1,0,1,1,1,1
E01000513,1,0,0,0,1,1,1,1,1,0,0
E01000514,0,0,1,0,1,1,1,1,0,0,1
E01000515,1,1,1,0,0,1,1,1,1,0,1
E01000516,1,0,0,0,1,1,0,1,0,0,1
E01000517,0,0,0,0,0,1,1,1,0,0,1
E01000518,0,0,0,0,0,1,1,0,0,0,0
E01000519,0,0,1,0,0,0,1,1,0,0,0
E01000520,1,1,1,0,1,1,1,1,0,0,1
E01000521,1,1,1,1,0,1,0,0,1,1,0
E01000522,0,1,1,1,1,1,1,1,1,1,1
E01000523,1,1,0,1,0,0,0,0,0,1,0
E01000524,1,1,1,1,0,0,0,0,1,1,1
E01000525,1,0,1,1,0,0,0,0,0,1,1
E01000526,1,1,1,1,0,0,0,0,0,1,1
E01000527,0,1,0,1,0,0,0,0,0,1,0
E01000528,1,1,1,1,0,0,1,0,1,1,1
E01000530,0,0,0,0,1,1,1,1,1,1,1
E01000531,1,0,0,1,0,0,0,0,0,1,1
E01000532,1,1,1,1,1,0,1,0,0,1,0
E01000533,1,0,0,1,1,0,0,0,0,1,0
E01000534,0,0,0,0,1,1,1,1,0,1,1
E01000535,1,1,0,0,0,0,0,0,0,1,1
E01000536,1,0,0,0,1,1,1,1,0,0,0
E01000538,0,0,1,0,1,1,0,1,1,0,1
E01000539,0,0,1,0,1,1,1,1,1,0,0
E01000540,0,0,1,0,1,1,0,1,0,0,0
E01000541,1,0,1,0,1,1,1,1,0,0,1
E01000543,1,1,1,0,1,1,0,1,0,0,0
E01000544,1,1,1,1,0,1,1,0,0,1,1
E01000545,1,1,1,1,0,0,0,0,0,1,1
E01000546,1,1,1,1,0,0,0,0,0,1,1
E01000547,1,0,1,1,0,0,0,0,0,1,0
E01000548,1,0,1,1,0,0,0,0,0,1,1
E01000549,0,1,1,1,0,0,0,0,0,1,1
E01000550,1,1,1,1,0,0,0,0,0,1,1
E01000551,1,1,1,1,0,0,0,0,0,1,1
E01000552,1,1,1,1,0,0,0,1,1,1,1
E01000553,1,0,0,1,1,0,0,0,1,1,1
E01000554,1,1,1,1,0,1,0,1,0,1,1
E01000555,0,0,1,0,1,1,0,1,1,1,0
E01000556,1,1,0,1,1,1,0,0,1,1,1
E01000557,0,1,1,1,1,1,0,1,1,1,1
E01000558,1,0,1,0,1,1,1,1,1,1,1
E01000559,1,1,1,0,1,1,0,1,1,1,1
E01000560,0,0,1,0,1,1,1,1,1,1,1
E01000561,1,1,1,1,1,0,1,1,1,1,1
E01000562,0,0,1,0,1,1,0,1,0,0,0
E01000563,0,0,0,0,1,1,1,1,0,0,0
E01000564,1,0,0,0,1,1,1,1,1,1,0
E01000565,1,1,1,0,1,1,0,1,1,0,1
E01000566,0,0,1,0,1,1,0,1,0,0,0
E01000567,0,1,1,1,1,1,0,1,1,0,1
E01000568,1,0,0,0,0,1,1,1,0,0,0
E01000569,0,0,1,0,1,1,0,1,0,0,1
E01000570,0,1,1,1,1,1,1,1,1,0,1
E01000571,1,0,1,0,1,1,1,1,0,0,0
E01000572,0,0,1,0,1,1,1,1,1,0,1
E01000573,0,0,0,0,1,1,0,0,1,0,0
E01000574,1,0,1,0,1,1,1,1,1,0,1
E01000575,1,1,1,0,1,1,0,1,1,0,0
E01000576,1,0,1,0,1,1,0,1,0,0,0
E01000577,1,1,1,1,1,0,0,0,0,1,1
E01000578,0,0,1,0,1,1,0,1,0,0,0
E01000579,0,1,0,1,1,0,0,0,0,1,1
E01000580,0,0,1,1,0,0,1,0,0,1,0
E01000581,1,0,1,0,1,1,1,0,1,1,1
E01000582,1,0,1,1,1,1,1,0,0,1,1
E01000583,1,0,0,1,0,0,0,0,0,1,0
E01000584,1,0,1,0,1,1,0,1,0,1,1
E01000585,0,0,0,1,0,0,0,0,1,1,1
E01000586,1,0,0,1,0,0,1,0,0,1,0
E01000587,0,0,1,0,1,1,0,1,1,0,0
E01000588,1,0,0,0,0,1,0,0,0,0,0
E01000589,0,0,0,0,0,1,0,0,0,0,0
E01000590,0,0,1,1,1,1,0,0,1,0,0
E01000591,1,0,1,0,0,1,0,1,0,0,0
E01000592,1,0,0,1,1,1,0,1,1,0,0
E01000593,0,0,1,1,1,1,0,1,1,0,1
E01000594,1,0,0,0,0,1,1,1,0,0,0
E01000595,0,1,1,1,0,0,0,0,1,1,1
E01000596,0,1,1,0,0,1,0,1,1,1,1
E01000599,1,1,0,1,0,0,1,0,0,1,1
E01000600,0,0,0,0,0,0,0,0,0,0,0
E01000601,0,0,0,0,0,0,1,0,0,0,0
E01000602,0,0,1,1,0,1,1,1,1,0,1
E01000603,0,1,1,0,1,1,0,1,1,1,1
E01000604,0,0,1,1,0,1,1,1,1,0,1
E01000605,0,0,0,0,0,0,1,1,1,0,0
E01000606,1,1,1,1,1,1,0,0,1,1,1
E01000607,0,0,0,1,0,1,0,0,0,0,0
E01000608,1,1,0,0,0,0,1,1,0,0,0
E01000609,0,0,1,0,0,1,0,1,1,1,0
E01000610,0,1,1,1,0,1,0,1,1,0,0
E01000611,0,1,1,1,1,1,1,1,1,1,1
E01000612,0,0,1,0,0,1,1,1,0,0,0
E01000613,0,1,1,1,1,1,1,1,1,0,1
E01000615,0,0,0,0,0,0,0,0,0,0,0
E01000616,0,1,1,0,0,1,1,1,1,1,0
E01000617,1,0,1,0,0,1,0,1,0,0,0
E01000618,0,0,0,0,1,1,0,1,0,0,0
E01000619,0,0,1,0,1,1,0,1,1,0,1
E01000620,0,0,1,0,0,1,1,0,0,0,0
E01000621,1,0,0,0,0,1,0,1,0,0,0
E01000622,0,0,1,0,1,1,1,1,0,0,0
E01000623,1,0,0,0,1,1,0,1,0,0,0
E01000624,0,0,0,0,1,1,0,1,0,0,0
E01000625,0,0,1,0,1,1,1,1,0,0,0
E01000626,1,1,1,1,1,1,1,1,1,0,1
E01000627,0,0,0,0,0,0,0,1,0,0,0
E01000628,0,0,0,0,0,1,0,1,0,0,0
E01000629,0,0,0,0,0,1,0,0,1,0,0
E01000630,1,0,0,1,1,1,0,0,0,1,0
E01000631,0,0,1,0,1,1,0,1,1,0,0
E01000632,1,0,0,0,0,1,0,1,1,1,0
E01000633,1,0,1,1,0,1,0,1,0,1,0
E01000634,1,1,1,1,0,1,0,0,1,1,1
E01000635,1,0,0,1,0,0,0,0,0,1,0
E01000636,1,0,0,1,0,1,0,0,0,1,0
E01000637,0,0,0,1,1,1,0,0,0,1,0
E01000638,1,0,0,1,0,0,0,0,0,1,0
E01000639,0,0,1,1,1,0,0,0,0,1,1
E01000640,1,0,0,1,0,0,0,0,0,1,0
E01000641,1,1,1,1,0,0,1,0,1,1,1
E01000642,1,0,1,1,0,0,0,0,1,1,0
E01000643,0,1,1,0,0,0,1,0,0,0,0
E01000644,1,1,0,1,0,0,0,0,1,1,1
E01000645,0,0,0,0,1,0,1,0,0,0,0
E01000646,0,0,1,0,1,0,1,1,1,0,0
E01000647,0,0,0,0,1,1,0,1,1,1,1
E01000648,0,0,0,0,1,1,1,1,1,0,0
E01000649,0,1,1,1,1,0,1,1,1,0,0
E01000650,0,0,0,0,1,0,1,0,0,0,0
E01000651,0,0,1,0,1,1,1,1,1,0,0
E01000652,0,0,0,0,1,1,0,1,0,0,0
E01000653,0,0,1,0,1,0,1,1,1,0,0
E01000654,0,1,1,0,1,1,1,1,1,0,0
E01000655,0,1,0,0,1,1,1,1,1,0,1
E01000656,0,0,0,0,0,0,1,0,0,0,0
E01000657,0,1,1,0,1,1,1,1,1,0,0
E01000658,0,0,0,0,1,0,1,1,0,0,0
E01000659,0,1,0,0,1,1,1,1,1,0,0
E01000661,0,0,0,0,0,0,1,0,0,0,0
E01000662,0,0,0,0,1,1,1,1,0,0,0
E01000663,0,1,1,0,1,1,0,1,1,0,0
E01000664,0,1,0,0,1,1,0,1,1,0,0
E01000665,0,0,0,0,1,0,1,0,0,0,0
E01000666,0,0,0,0,0,0,1,0,0,0,0
E01000667,0,0,0,0,1,0,1,0,0,0,0
E01000668,1,0,0,0,0,1,0,0,0,1,0
E01000669,1,0,0,0,1,1,0,0,1,1,1
E01000670,0,0,1,0,1,0,0,1,0,0,0
E01000671,0,0,0,0,1,1,1,1,1,0,1
E01000672,0,1,1,0,1,1,1,1,1,0,0
E01000673,0,0,1,0,1,1,1,1,0,1,1
E01000674,1,0,1,1,1,0,1,0,0,0,0
E01000675,1,0,0,0,0,0,0,0,0,0,0
E01000676,1,0,0,1,0,0,1,0,0,0,0
E01000677,1,0,0,1,0,0,1,0,0,1,0
E01000678,0,0,0,0,1,1,0,1,0,0,0
E01000679,1,0,0,0,1,1,0,0,0,1,1
E01000680,0,0,0,0,0,0,0,0,0,0,0
E01000681,0,1,0,0,1,1,0,1,1,0,0
E01000682,0,0,0,0,1,1,1,1,0,0,0
E01000683,0,0,0,0,1,1,1,1,1,0,0
E01000684,0,0,0,0,1,1,1,0,1,0,0
E01000685,0,1,0,0,0,0,1,0,0,0,0
E01000686,0,0,0,0,0,0,1,0,0,0,0
E01000687,0,0,0,0,1,1,1,1,1,0,0
E01000688,0,0,0,0,1,0,1,1,0,0,0
E01000689,0,1,0,0,1,1,1,1,0,0,1
E01000690,0,0,0,0,1,1,1,1,1,0,0
E01000691,0,0,0,0,1,1,0,1,1,0,0
E01000692,1,0,0,0,1,1,1,0,0,0,0
E01000693,0,0,0,0,0,0,1,0,0,0,0
E01000694,0,0,1,0,1,0,1,1,0,0,0
E01000695,0,0,1,0,1,0,1,0,0,0,0
E01000696,0,0,0,0,0,0,1,0,0,0,0
E01000697,0,0,0,0,0,0,1,0,0,0,0
E01000698,0,0,0,0,1,0,1,1,0,0,0
E01000699,1,1,1,1,1,1,0,0,0,1,1
E01000700,0,0,0,0,1,1,0,1,1,1,1
E01000701,0,1,0,0,1,1,0,0,1,1,1
E01000702,1,0,0,1,1,1,0,0,0,1,1
E01000703,1,0,1,0,1,1,0,0,0,1,1
E01000704,1,0,0,0,1,1,1,0,0,1,0
E01000705,1,1,1,0,1,1,1,0,1,1,1
E01000706,0,1,1,0,1,1,1,1,1,1,1
E01000707,0,0,0,1,1,1,0,0,1,1,1
E01000708,0,0,0,0,1,1,0,0,1,0,1
E01000709,0,0,1,0,1,0,1,1,1,0,0
E01000710,0,0,1,0,0,0,1,1,0,0,0
E01000711,0,1,1,0,1,0,1,1,1,0,0
E01000712,0,0,1,0,1,0,1,1,0,0,1
E01000713,0,0,1,0,1,0,1,1,1,0,1
E01000714,1,0,0,0,0,0,0,0,0,0,0
E01000715,0,1,1,0,1,0,1,1,1,0,0
E01000716,0,1,1,0,1,0,1,1,1,0,0
E01000717,0,1,1,0,1,0,1,1,0,0,0
E01000718,0,1,1,0,1,0,1,1,0,0,0
E01000719,0,0,0,0,0,0,1,1,0,0,0
E01000720,0,0,0,0,0,0,0,0,0,0,0
E01000721,1,1,0,1,0,0,1,1,1,0,0
E01000722,0,0,0,0,0,0,0,0,0,0,0
E01000723,0,0,0,0,1,1,1,1,1,0,0
E01000724,0,1,0,0,0,0,1,1,1,0,0
E01000725,0,1,0,1,1,1,1,1,1,0,0
E01000726,0,0,0,0,1,1,1,1,1,0,0
E01000727,0,0,0,0,1,1,0,1,0,0,0
E01000728,0,0,0,0,0,0,1,0,0,0,0
E01000729,1,1,1,0,1,0,1,1,1,0,0
E01000730,0,0,0,0,0,0,1,1,0,0,0
E01000731,0,1,0,0,1,1,0,1,1,0,0
E01000732,0,1,0,0,1,1,0,1,0,0,0
E01000733,0,1,0,0,1,0,1,1,0,0,0
E01000734,0,0,0,0,1,1,1,1,1,0,0
E01000735,0,0,0,0,0,0,1,1,0,0,0
E01000736,0,1,1,0,1,0,1,1,0,0,0
E01000737,0,0,0,0,1,0,1,1,1,0,0
E01000738,0,0,0,0,0,0,1,1,0,0,0
E01000739,0,1,1,0,1,1,1,1,1,0,0
E01000740,1,0,0,0,0,0,1,0,0,0,0
E01000741,1,1,1,0,1,0,1,0,1,1,1
E01000742,0,1,1,0,1,0,1,0,0,1,1
E01000743,1,1,1,1,1,0,1,1,1,1,1
E01000744,1,1,1,1,1,1,1,1,1,1,1
E01000745,0,1,1,0,0,0,1,0,0,0,0
E01000746,1,0,1,1,1,0,0,0,1,1,1
E01000747,0,0,0,0,0,0,0,0,0,0,0
E01000748,0,0,0,0,0,0,0,0,0,0,0
E01000749,0,0,0,0,0,0,0,0,0,0,0
E01000750,0,1,0,0,1,1,1,1,1,0,1
E01000751,0,0,0,0,0,0,1,0,0,0,0
E01000752,0,0,0,0,0,0,1,0,0,0,0
E01000753,0,0,0,0,1,0,0,1,1,0,0
E01000754,0,0,0,0,1,0,1,1,0,0,0
E01000755,0,0,1,0,1,1,1,1,1,0,0
E01000756,0,0,0,0,1,0,1,1,0,0,0
E01000757,0,0,0,0,1,1,0,1,1,0,0
E01000758,0,0,0,0,1,1,1,1,0,0,0
E01000759,0,0,0,0,0,0,1,0,0,0,0
E01000760,1,0,0,0,1,1,1,1,0,0,0
E01000761,0,0,0,0,1,1,1,0,0,0,0
E01000762,0,0,1,0,1,0,0,1,1,0,0
E01000763,0,0,0,0,1,1,1,1,0,0,0
E01000764,0,1,0,0,0,0,0,1,0,0,0
E01000765,0,0,0,0,0,0,1,0,0,0,0
E01000766,0,0,1,0,1,1,0,1,0,0,0
E01000767,0,0,0,0,1,1,1,1,0,0,0
E01000768,0,0,0,0,1,0,1,1,0,0,0
E01000769,0,0,1,0,1,1,1,1,0,0,0
E01000770,0,0,0,0,1,0,1,1,0,0,0
E01000771,1,0,0,0,1,1,1,0,0,0,0
E01000772,0,0,1,0,1,0,1,1,0,0,0
E01000773,0,0,0,0,1,1,0,0,0,0,0
E01000774,1,0,1,0,1,1,0,1,0,0,1
E01000775,0,0,0,0,0,0,1,0,0,0,0
E01000777,1,0,0,0,1,1,0,0,0,0,1
E01000778,0,0,0,0,1,1,0,1,0,0,0
E01000779,0,0,0,0,1,0,1,1,0,0,0
E01000780,0,1,0,0,1,1,1,1,1,0,0
E01000781,0,1,1,0,1,1,0,1,0,0,1
E01000782,1,1,1,0,1,1,1,1,1,0,1
E01000783,0,1,0,0,1,1,1,1,1,0,0
E01000784,0,1,1,0,1,1,1,1,0,0,0
E01000785,0,1,0,0,1,1,1,1,1,0,0
E01000786,0,0,0,0,1,0,1,1,0,0,0
E01000787,0,1,1,0,1,1,1,1,0,0,0
E01000788,0,0,0,0,0,1,1,1,0,0,0
E01000789,0,1,1,1,0,1,0,1,1,0,1
E01000790,1,0,0,0,0,0,0,0,0,0,0
E01000791,0,0,0,0,1,1,1,1,0,0,0
E01000792,0,1,1,0,1,1,1,1,1,0,0
E01000793,0,0,0,0,1,1,1,1,0,0,0
E01000794,0,0,0,0,1,1,1,1,0,0,0
E01000795,0,1,0,0,1,1,0,1,0,0,0
E01000796,0,1,1,1,1,1,0,1,1,0,1
E01000797,0,0,0,0,0,0,1,0,0,0,0
E01000798,1,1,1,1,1,1,0,1,1,1,1
E01000799,1,0,0,1,1,0,0,0,0,1,0
E01000800,0,1,1,0,0,0,1,1,1,1,1
E01000801,0,1,0,0,1,1,0,1,1,0,1
E01000802,1,1,1,1,1,0,0,0,1,1,1
E01000803,0,1,1,1,1,1,1,0,0,1,1
E01000804,0,0,0,0,1,1,0,1,0,0,0
E01000805,1,1,1,1,1,1,0,0,1,1,1
E01000806,1,1,1,1,1,0,1,0,1,1,1
E01000807,1,0,0,0,1,1,0,1,0,0,0
E01000808,0,0,0,0,1,1,1,1,1,0,0
E01000809,0,0,0,0,1,1,0,1,1,0,0
E01000810,0,0,0,0,1,1,0,1,0,0,0
E01000811,0,0,0,0,1,1,0,1,1,0,0
E01000812,0,0,0,0,1,0,1,1,1,0,0
E01000813,0,0,0,0,1,1,0,1,0,0,0
E01000814,0,0,1,0,1,1,1,1,1,0,0
E01000815,0,0,0,0,1,1,0,1,0,0,0
E01000816,0,0,0,0,1,1,0,1,1,0,0
E01000818,0,0,0,0,1,1,1,0,1,0,0
E01000819,0,1,0,0,1,1,1,0,1,0,0
E01000820,0,0,0,0,1,0,1,1,1,0,0
E01000822,0,1,1,0,1,1,1,1,1,1,1
E01000823,0,0,0,1,1,0,1,0,0,1,0
E01000824,1,0,0,1,1,1,0,0,0,1,1
E01000825,0,1,1,1,1,1,0,1,1,1,1
E01000826,0,0,0,0,1,1,1,1,0,0,0
E01000827,0,0,1,0,1,0,1,1,0,0,0
E01000828,0,0,1,0,1,0,1,1,1,0,0
E01000829,0,1,1,0,1,1,0,1,1,0,0
E01000830,0,0,0,0,1,0,0,1,0,0,0
E01000831,0,0,1,0,1,0,1,1,0,0,0
E01000832,0,0,0,0,1,1,1,1,0,0,0
E01000833,0,0,1,0,1,1,1,1,0,0,0
E01000834,0,0,1,0,1,1,0,1,0,0,0
E01000835,1,0,0,0,1,1,0,0,0,0,0
E01000836,0,0,1,0,1,1,0,1,1,0,1
E01000837,0,1,1,0,1,1,0,1,0,0,1
E01000838,0,0,0,0,1,1,1,1,0,0,0
E01000839,0,0,1,0,1,1,1,1,0,0,0
E01000840,0,0,0,0,1,1,1,1,0,0,0
E01000841,1,0,0,0,1,1,0,0,0,0,0
E01000842,0,1,1,1,1,0,0,0,1,1,1
E01000843,1,1,1,1,1,0,0,0,0,1,1
E01000844,1,1,1,1,1,0,0,0,0,1,1
E01000845,1,1,1,1,1,0,1,0,0,1,1
E01000846,1,1,1,1,1,0,1,1,1,0,1
E01000847,1,1,1,0,0,1,1,0,0,1,1
E01000848,1,1,1,1,1,0,0,0,1,1,1
E01000849,1,1,1,1,1,0,1,1,0,1,1
E01000850,1,0,0,1,0,0,0,0,0,0,0
E01000851,1,0,0,1,0,0,0,0,0,0,0
E01000852,1,1,1,1,0,0,1,0,0,1,1
E01000853,1,1,1,1,1,0,0,0,0,1,1
E01000854,1,0,0,1,0,0,0,0,0,0,0
E01000855,1,0,0,1,0,0,0,0,0,0,0
E01000856,1,1,1,1,0,0,0,0,0,1,1
E01000857,1,1,1,1,0,0,1,1,0,1,1
E01000858,1,1,1,1,0,0,0,0,0,0,0
E01000859,1,0,1,1,0,0,0,0,0,1,1
E01000860,1,1,1,1,1,0,1,1,1,1,1
E01000861,1,1,1,1,0,0,0,0,0,1,1
E01000862,1,1,1,1,0,0,1,0,0,1,1
E01000863,1,0,0,1,0,0,0,0,0,1,0
E01000864,1,1,1,1,1,0,0,0,1,1,1
E01000865,1,1,1,1,0,0,0,0,1,1,1
E01000866,1,1,1,1,1,0,0,0,0,1,1
E01000867,1,1,1,1,0,0,0,0,0,1,0
E01000868,1,1,1,1,1,0,1,1,1,1,1
E01000869,1,1,1,1,0,0,0,0,0,1,1
E01000870,1,1,1,1,0,0,0,0,0,1,1
E01000871,0,0,1,0,1,0,1,0,0,1,0
E01000872,1,1,1,1,1,1,0,0,1,1,1
E01000873,1,0,1,1,0,0,0,0,1,1,1
E01000874,1,1,1,1,1,0,0,0,0,1,1
E01000875,1,1,1,1,1,0,1,0,1,1,1
E01000876,0,1,1,1,1,0,0,1,1,1,1
E01000877,1,1,1,1,1,0,0,0,0,1,1
E01000878,0,1,1,1,1,0,1,1,1,1,1
E01000879,1,1,1,1,1,0,1,1,1,1,1
E01000880,1,1,1,1,1,1,0,1,1,1,1
E01000881,1,1,1,0,1,1,1,1,1,1,1
E01000882,1,1,1,1,1,0,0,0,1,1,1
E01000883,1,1,1,1,0,1,0,0,1,1,1
E01000884,0,1,1,0,1,1,1,0,1,0,1
E01000885,0,0,1,1,0,0,1,1,0,0,0
E01000886,1,0,1,1,0,0,0,0,0,1,1
E01000887,1,0,1,1,0,0,0,0,0,1,1
E01000888,1,1,1,1,0,0,0,0,0,1,1
E01000889,1,1,1,1,1,0,0,1,1,1,1
E01000890,1,1,1,1,0,0,0,1,0,1,1
E01000891,1,1,1,1,0,0,0,1,0,1,1
E01000892,1,1,1,1,1,0,0,0,0,1,1
E01000893,0,0,1,1,0,0,1,0,0,1,1
E01000894,1,1,1,1,0,0,1,0,0,1,1
E01000895,1,1,1,1,0,0,0,0,0,0,1
E01000896,1,1,1,1,1,0,0,0,1,1,1
E01000897,0,1,1,1,0,0,0,0,1,1,1
E01000898,1,1,1,1,1,0,1,0,1,1,1
E01000899,0,0,0,0,0,0,1,0,0,0,0
E01000900,1,1,1,1,0,0,0,0,0,1,1
E01000901,1,1,1,1,0,0,1,0,0,1,1
E01000902,1,1,1,1,1,0,1,1,0,1,1
E01000903,1,1,1,1,1,0,1,1,0,1,1
E01000904,1,1,1,1,0,0,0,0,1,1,1
E01000905,1,1,1,1,0,0,0,0,0,1,1
E01000906,1,1,1,1,0,0,0,0,1,1,1
E01000907,0,1,1,1,1,1,0,1,1,1,1
E01000908,1,1,1,1,1,0,1,1,1,1,1
E01000909,1,1,1,0,1,0,1,1,1,1,1
E01000910,1,1,1,1,0,0,0,0,1,1,1
E01000911,1,1,1,1,1,0,0,0,0,1,1
E01000912,1,0,1,1,0,0,1,0,0,1,1
E01000913,1,0,1,0,0,0,1,0,0,0,0
E01000914,1,0,0,1,0,0,0,0,0,0,0
E01000915,1,0,1,1,0,0,0,0,0,1,0
E01000916,1,0,0,1,0,0,0,0,0,0,0
E01000917,1,1,1,1,0,0,0,0,0,1,1
E01000918,1,0,0,1,0,0,0,0,0,0,0
E01000919,1,0,0,1,0,0,0,0,0,0,0
E01000920,1,0,0,1,0,0,0,0,0,1,0
E01000921,1,1,1,1,0,0,0,0,1,1,1
E01000922,1,0,1,1,0,0,0,0,0,1,1
E01000923,1,1,1,1,1,0,0,0,1,1,1
E01000924,1,1,1,1,1,0,0,0,1,1,1
E01000925,1,1,1,1,0,0,1,0,1,1,1
E01000926,1,1,1,1,0,0,0,0,1,1,1
E01000927,1,1,0,1,0,0,0,0,0,1,1
E01000928,1,1,1,1,0,0,0,0,0,1,1
E01000929,1,1,1,1,1,0,1,0,1,1,1
E01000930,1,1,1,1,0,0,0,0,0,1,0
E01000931,1,0,1,1,0,0,1,0,0,1,1
E01000932,1,0,1,1,0,0,0,0,0,1,1
E01000933,1,1,1,1,0,0,0,0,0,1,1
E01000934,1,1,1,1,0,0,1,1,1,1,1
E01000935,1,1,1,1,1,0,1,1,1,1,1
E01000936,1,1,1,1,0,0,0,0,1,1,1
E01000937,1,1,1,1,0,0,1,1,0,1,1
E01000938,1,1,0,1,0,0,0,0,0,1,1
E01000939,1,0,1,1,0,0,0,0,0,1,0
E01000940,1,1,1,1,0,0,1,0,0,1,1
E01000941,1,1,1,1,0,0,0,0,1,1,1
E01000942,1,1,1,1,0,0,0,0,0,1,1
E01000943,1,0,1,1,0,0,1,0,0,1,1
E01000944,1,1,1,1,0,0,1,0,0,1,1
E01000945,1,0,0,1,0,0,0,0,0,0,0
E01000946,0,1,1,1,0,0,1,0,0,0,0
E01000947,1,0,1,1,0,0,0,0,0,1,1
E01000948,0,1,1,1,0,0,1,0,0,1,0
E01000949,1,1,1,1,1,0,1,1,1,1,1
E01000950,1,1,1,1,0,0,1,0,1,1,1
E01000951,1,1,1,1,0,0,1,1,0,0,1
E01000952,1,1,1,1,0,0,1,0,0,1,1
E01000953,1,0,0,1,0,0,0,0,0,0,0
E01000954,1,1,1,1,0,0,1,1,0,1,1
E01000955,1,1,1,1,0,0,0,0,1,0,1
E01000956,1,0,1,1,0,0,0,0,0,1,1
E01000957,1,1,1,1,0,0,1,1,1,1,1
E01000958,1,0,1,1,0,0,0,0,0,1,0
E01000959,1,1,1,1,1,0,0,1,1,1,1
E01000960,1,1,1,1,1,1,1,0,1,1,1
E01000961,1,1,1,1,0,0,0,0,0,0,1
E01000962,1,1,1,1,1,1,1,1,1,1,1
E01000963,1,1,1,0,0,0,0,0,0,0,1
E01000964,1,1,1,1,1,1,1,1,1,1,1
E01000965,1,1,1,1,1,0,0,0,1,1,1
E01000966,1,1,1,1,1,1,1,0,1,1,1
E01000967,0,1,1,1,1,0,1,1,1,0,1
E01000968,1,1,1,1,1,0,0,0,1,1,1
E01000969,1,0,1,1,1,0,0,1,1,1,1
E01000970,1,0,1,1,1,0,0,0,1,1,1
E01000971,1,0,0,1,0,0,0,0,1,1,1
E01000972,1,1,1,1,1,1,1,1,1,1,1
E01000973,1,0,1,1,0,0,0,0,0,1,1
E01000974,1,1,1,1,0,0,1,0,0,1,1
E01000975,1,0,0,1,0,1,0,0,1,1,1
E01000976,1,0,0,1,0,0,0,0,0,1,0
E01000977,0,1,1,0,1,1,0,1,1,1,1
E01000978,0,1,1,1,1,1,0,0,1,1,1
E01000979,1,1,1,1,0,0,0,0,1,1,0
E01000980,1,1,0,1,0,1,0,0,1,1,1
E01000981,0,0,0,0,0,1,0,0,1,1,1
E01000982,0,0,0,1,1,1,0,1,0,1,1
E01000983,1,0,0,0,0,1,0,0,0,1,0
E01000984,0,0,1,0,1,1,0,1,1,1,1
E01000985,0,0,1,0,1,1,1,1,1,0,0
E01000986,0,0,1,0,1,1,0,1,0,0,0
E01000987,0,0,0,0,1,1,0,0,0,1,1
E01000989,0,0,0,0,1,1,0,1,1,0,0
E01000990,0,1,1,1,1,1,0,1,1,1,1
E01000991,0,0,0,0,1,1,0,1,1,0,0
E01000992,0,1,0,0,1,1,1,1,0,0,0
E01000993,1,0,0,1,1,1,0,1,1,1,1
E01000994,0,0,0,0,0,1,0,0,1,1,0
E01000995,1,1,1,0,1,1,0,1,1,1,1
E01000996,0,0,0,1,0,1,0,0,1,1,1
