LSOA11CD,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles
E01000997,1,0,0,0,1,1,0,0,1,1,1
E01000998,1,0,0,1,1,1,0,0,1,1,1
E01000999,1,0,0,0,0,1,0,0,1,1,1
E01001000,1,1,0,1,1,1,0,0,0,1,1
E01001001,0,1,1,1,1,1,0,0,1,1,1
E01001002,0,0,1,1,1,1,0,0,0,1,1
E01001003,1,0,1,1,0,1,0,0,1,1,1
E01001004,0,0,0,1,1,1,0,1,0,1,1
E01001005,1,0,0,1,0,1,0,0,1,1,1
E01001006,0,0,1,0,0,0,1,1,0,0,0
E01001007,0,0,0,0,0,1,0,0,1,0,0
E01001008,1,0,0,0,0,1,1,1,0,1,1
E01001009,1,1,0,1,0,1,0,0,1,1,1
E01001010,0,0,0,0,0,0,0,0,0,0,0
E01001011,1,0,0,1,0,1,0,0,0,1,0
E01001012,1,1,0,1,0,1,0,0,1,1,1
E01001013,1,0,0,1,0,0,1,0,1,0,0
E01001014,0,0,0,0,0,0,0,0,0,0,0
E01001015,0,0,1,0,1,1,1,1,1,0,1
E01001016,0,0,1,0,1,0,1,1,0,0,0
E01001017,0,1,1,0,1,1,1,1,1,0,1
E01001018,0,0,0,0,1,1,1,1,1,0,0
E01001019,0,0,1,0,1,1,1,1,1,0,1
E01001020,0,0,0,0,1,1,1,1,0,0,0
E01001021,0,1,1,0,0,1,1,1,0,0,0
E01001022,0,0,0,0,0,0,1,0,0,0,0
E01001023,1,0,0,1,1,1,1,1,0,0,0
E01001024,0,0,1,0,1,1,1,1,1,0,0
E01001025,0,0,0,0,1,1,0,1,1,0,1
E01001026,0,0,0,0,1,1,0,0,1,0,0
E01001027,0,0,0,0,0,0,1,0,0,0,0
E01001028,0,0,0,0,1,0,1,0,0,0,0
E01001029,0,0,1,0,1,0,1,0,0,0,0
E01001030,0,0,1,0,1,1,0,1,1,0,0
E01001031,0,0,0,0,1,1,1,1,0,0,0
E01001032,0,0,1,0,1,0,1,1,0,0,0
E01001033,1,0,1,0,1,1,1,1,1,1,1
E01001034,1,0,0,1,1,1,1,0,0,1,1
E01001035,0,1,1,1,1,1,1,1,1,1,0
E01001036,0,0,0,0,1,0,1,0,0,0,0
E01001037,1,0,1,1,0,0,1,0,0,1,0
E01001038,0,1,1,1,1,1,1,1,1,1,0
E01001039,0,0,1,0,1,1,1,0,1,0,0
E01001040,1,0,1,1,0,0,1,0,0,1,1
E01001041,1,0,0,1,1,1,1,0,1,1,1
E01001042,1,0,0,1,0,0,0,0,0,1,0
E01001043,1,0,0,1,0,0,0,0,0,0,0
E01001044,0,0,1,0,0,0,1,0,1,0,0
E01001045,1,0,0,0,0,0,0,0,0,0,0
E01001046,0,0,1,0,1,0,1,1,1,0,0
E01001047,0,1,1,1,1,1,0,0,1,1,0
E01001048,1,1,1,1,0,0,0,0,0,0,0
E01001049,0,0,0,0,1,0,1,1,0,0,0
E01001050,1,1,1,1,1,0,1,1,1,0,1
E01001051,0,1,1,1,0,1,1,1,1,0,1
E01001052,1,1,1,0,0,1,1,1,1,0,1
E01001053,0,1,1,0,1,1,0,1,1,0,0
E01001054,0,1,1,0,0,1,1,1,1,0,1
E01001055,0,1,0,0,1,1,0,1,1,0,0
E01001056,0,1,1,0,0,1,0,1,1,0,1
E01001057,0,1,1,0,0,0,1,1,1,0,1
E01001058,0,0,1,0,1,0,1,1,1,0,1
E01001059,0,1,1,0,1,0,1,1,1,0,1
E01001060,0,0,1,0,0,0,1,0,0,0,0
E01001061,0,0,1,0,1,1,1,1,1,0,0
E01001062,0,0,0,0,0,0,1,0,0,0,0
E01001063,1,0,1,0,1,1,1,1,0,0,0
E01001064,0,0,0,0,0,0,1,0,0,0,0
E01001065,0,0,0,0,0,0,1,0,0,0,0
E01001066,0,1,1,0,1,1,0,1,1,0,0
E01001067,0,0,1,0,1,0,1,1,0,0,0
E01001068,0,0,1,0,0,0,1,0,0,0,0
E01001069,0,0,1,0,1,1,1,0,0,0,0
E01001070,0,0,1,0,1,0,1,0,0,0,0
E01001071,0,0,0,0,1,1,1,1,0,0,1
E01001072,0,0,0,0,0,0,1,0,0,0,0
E01001073,0,0,1,0,1,1,1,1,1,1,1
E01001074,0,0,1,0,1,0,1,1,1,0,0
E01001075,1,0,1,0,0,0,1,0,0,1,0
E01001076,1,1,1,0,1,1,1,1,0,0,0
E01001077,0,1,0,0,1,1,1,1,0,0,0
E01001078,0,1,1,0,0,1,1,1,0,0,0
E01001079,0,1,0,0,0,1,0,1,0,0,0
E01001080,1,1,1,0,0,1,1,1,1,0,0
E01001081,0,1,0,0,0,1,1,1,0,0,0
E01001082,0,1,0,0,0,1,1,1,0,0,0
E01001084,1,1,1,0,1,1,1,1,1,1,1
E01001085,1,0,0,0,1,1,0,0,1,1,0
E01001086,0,0,0,0,1,1,0,0,1,1,1
E01001087,1,0,0,0,1,1,0,0,0,1,1
E01001088,0,0,0,1,1,1,0,0,1,0,1
E01001089,1,0,0,1,1,1,0,0,1,1,1
E01001090,0,1,1,1,1,1,0,1,1,1,1
E01001091,1,0,1,0,1,1,1,1,0,0,0
E01001092,0,0,0,0,1,0,1,0,0,0,0
E01001093,0,0,0,0,1,1,1,1,0,0,0
E01001094,0,0,1,0,1,0,1,1,0,0,0
E01001095,1,1,1,1,0,1,0,0,0,0,0
E01001096,0,0,1,0,1,1,1,1,1,0,0
E01001097,1,0,0,0,0,0,1,0,0,0,0
E01001098,0,0,1,0,1,0,1,0,0,0,0
E01001099,0,0,1,0,1,1,1,1,1,1,0
E01001100,0,0,1,0,1,1,0,0,0,0,1
E01001101,0,0,1,0,1,1,1,1,1,0,1
E01001102,0,0,1,0,1,0,1,1,0,0,0
E01001103,1,1,1,0,1,1,1,1,1,0,1
E01001104,0,1,1,0,1,1,1,1,1,0,0
E01001105,1,1,1,1,1,1,1,1,1,1,1
E01001107,0,0,1,0,1,0,1,0,0,0,0
E01001108,0,0,0,0,1,0,1,0,0,0,0
E01001109,1,0,0,1,0,0,0,0,0,1,0
E01001110,0,0,1,1,0,1,0,0,1,1,0
E01001111,1,1,0,1,1,1,0,0,1,1,1
E01001112,0,1,0,0,1,1,1,1,1,1,0
E01001113,0,1,0,0,0,1,0,0,0,1,1
E01001114,1,1,1,1,0,0,1,0,1,1,1
E01001115,0,1,0,1,0,0,1,0,0,1,1
E01001116,1,0,0,0,0,1,1,0,0,1,1
E01001117,1,0,1,0,0,1,0,0,1,1,0
E01001118,1,1,1,1,0,0,1,0,1,1,1
E01001119,0,1,1,0,1,1,1,1,1,0,0
E01001120,0,1,1,0,1,1,0,1,1,0,1
E01001121,0,0,1,0,1,0,1,1,0,0,0
E01001122,0,0,0,0,1,0,1,1,0,0,0
E01001123,0,0,1,0,1,1,1,1,0,0,0
E01001124,0,0,0,0,1,1,1,1,0,0,0
E01001125,1,0,0,0,1,1,0,1,0,0,0
E01001126,0,0,0,0,1,1,0,1,1,0,0
E01001127,0,0,0,0,1,1,1,1,0,0,0
E01001128,0,1,1,1,1,1,0,1,1,0,1
E01001129,0,0,0,0,1,1,0,1,0,0,0
E01001130,0,1,1,1,1,1,0,0,1,0,1
E01001131,0,1,1,1,1,1,1,1,1,0,1
E01001132,0,0,1,0,1,1,0,1,1,0,0
E01001133,0,0,0,0,0,1,0,1,0,0,0
E01001134,0,0,0,0,1,1,1,0,1,0,0
E01001135,0,0,0,0,0,1,0,1,0,0,0
E01001136,1,0,0,1,1,1,0,0,1,1,0
E01001137,0,0,1,0,0,0,1,0,1,0,0
E01001138,0,1,1,1,1,0,1,1,1,0,0
E01001139,0,0,1,0,1,1,0,1,1,1,0
E01001140,1,0,1,0,1,0,1,1,1,0,1
E01001141,0,1,1,1,1,1,1,1,1,0,1
E01001142,0,0,1,0,1,1,0,1,0,1,0
E01001143,0,1,1,1,0,1,0,0,1,1,1
E01001144,0,0,1,1,1,1,0,0,1,1,1
E01001145,1,1,1,1,0,0,1,0,1,1,1
E01001146,0,1,0,0,1,1,0,0,1,1,1
E01001147,0,1,0,1,1,1,0,0,1,1,1
E01001148,0,0,0,0,1,1,0,0,1,1,1
E01001149,0,0,0,0,1,1,1,0,1,1,1
E01001150,0,0,0,0,1,1,1,0,1,1,1
E01001151,1,1,1,1,1,1,0,1,1,1,1
E01001152,1,0,0,1,1,0,1,0,1,1,1
E01001153,0,0,0,0,1,1,0,0,1,1,1
E01001154,1,1,0,1,1,1,1,0,0,1,0
E01001155,1,1,0,1,0,1,0,0,1,1,1
E01001156,0,1,1,1,1,1,1,1,1,0,1
E01001157,0,0,0,0,1,1,0,1,1,1,1
E01001158,0,1,1,0,1,1,1,1,1,1,1
E01001159,0,1,1,0,1,1,1,1,1,0,1
E01001160,1,0,0,0,1,1,0,1,1,1,0
E01001161,0,1,0,0,1,1,0,1,1,0,0
E01001162,0,1,1,1,1,1,1,1,1,0,1
E01001163,1,1,1,1,1,1,1,1,1,1,1
E01001164,1,0,1,1,0,0,0,0,0,1,0
E01001165,1,0,0,1,0,1,0,0,1,1,0
E01001166,0,0,1,1,0,0,1,0,0,1,0
E01001167,0,0,0,0,0,1,1,0,0,0,0
E01001168,0,0,1,0,1,1,1,1,1,1,1
E01001169,0,0,0,0,0,1,1,1,0,0,0
E01001170,1,1,1,1,1,0,1,1,1,0,1
E01001171,0,1,1,0,1,1,1,1,0,0,0
E01001172,0,0,0,0,0,0,0,0,0,0,0
E01001173,0,0,1,0,0,0,1,0,0,0,0
E01001174,0,0,0,1,0,1,0,0,0,1,1
E01001175,1,0,1,1,1,1,0,0,0,1,1
E01001176,1,0,0,0,0,1,0,0,1,1,1
E01001177,0,0,0,0,0,1,1,0,1,1,1
E01001178,1,1,1,1,0,0,0,1,1,1,1
E01001179,0,0,0,0,0,1,0,0,1,1,1
E01001180,1,0,0,1,0,1,1,0,0,1,1
E01001181,1,1,1,1,1,1,0,0,0,1,1
E01001182,1,0,1,1,0,1,0,0,1,1,1
E01001183,1,0,0,0,0,1,0,0,0,1,1
E01001184,0,0,1,1,1,1,0,1,1,1,1
E01001185,1,0,1,0,0,0,1,0,1,1,1
E01001186,1,1,0,1,1,1,0,1,1,1,1
E01001187,0,1,0,0,1,1,0,1,1,1,0
E01001188,0,1,0,1,0,1,0,0,1,1,0
E01001189,0,0,0,1,1,0,0,0,1,1,1
E01001190,0,1,0,0,1,1,1,1,1,1,1
E01001191,1,0,0,1,0,0,0,0,1,1,0
E01001192,1,1,0,1,0,1,0,0,0,1,1
E01001193,0,1,0,1,1,1,0,1,1,0,0
E01001194,0,0,0,1,1,0,1,0,1,1,1
E01001195,0,1,0,0,1,1,1,1,1,0,0
E01001196,1,1,0,0,1,1,1,1,1,0,0
E01001197,0,1,1,0,1,1,0,1,1,0,0
E01001198,0,0,0,1,1,1,0,0,1,1,1
E01001199,1,1,1,1,1,1,0,1,1,1,1
E01001200,1,0,0,0,1,1,1,0,0,1,0
E01001201,0,1,0,1,1,1,0,0,1,1,1
E01001202,1,0,1,1,0,0,1,0,0,1,0
E01001203,1,1,0,1,1,0,0,0,1,1,0
E01001204,0,1,1,0,1,1,0,1,1,1,1
E01001205,0,1,1,1,1,1,1,1,1,0,1
E01001206,1,1,1,1,1,1,1,1,1,0,1
E01001207,1,0,1,1,1,0,0,1,0,1,1
E01001208,0,0,1,0,1,1,1,0,1,1,1
E01001209,1,1,1,0,1,1,0,0,1,1,0
E01001210,0,1,1,0,1,1,1,1,1,0,1
E01001211,1,1,1,0,1,1,1,0,1,0,1
E01001212,0,0,1,0,1,0,1,1,0,0,0
E01001213,1,1,0,0,1,1,0,1,0,1,1
E01001214,0,0,0,0,1,1,0,1,0,0,0
E01001215,1,0,0,1,0,1,0,1,0,1,1
E01001216,0,1,1,0,0,1,1,1,1,0,1
E01001217,0,0,0,0,1,1,0,1,0,0,0
E01001218,0,1,1,0,1,1,1,0,1,0,1
E01001219,0,1,1,1,0,1,1,1,1,0,1
E01001220,1,0,0,0,0,0,1,1,0,0,1
E01001221,1,0,1,1,0,0,0,0,0,1,0
E01001222,1,1,1,1,0,0,0,0,1,1,1
E01001223,0,1,1,0,1,1,1,1,1,1,1
E01001224,0,0,1,0,1,1,0,1,1,0,0
E01001225,1,1,1,1,0,1,1,0,1,1,0
E01001226,0,1,1,0,1,0,1,1,1,0,1
E01001227,0,0,1,1,1,1,1,1,1,1,1
E01001228,0,0,1,0,1,1,0,0,1,1,0
E01001229,0,0,0,0,1,1,0,1,1,1,0
E01001230,1,1,1,1,1,1,0,0,0,1,1
E01001231,0,0,0,0,1,1,0,1,0,0,0
E01001232,0,1,1,0,1,1,0,1,1,0,1
E01001233,1,1,0,1,1,1,0,1,0,1,0
E01001234,0,0,1,0,1,0,1,1,0,1,0
E01001235,1,1,1,0,0,0,1,1,1,1,0
E01001236,0,1,1,1,1,1,0,0,1,1,1
E01001237,0,0,1,0,1,0,1,0,1,1,0
E01001238,0,0,0,0,0,0,0,0,0,0,0
E01001239,0,0,0,1,0,0,1,0,0,0,0
E01001240,0,1,0,0,1,1,1,1,1,0,0
E01001241,0,0,1,0,0,1,1,1,1,0,0
E01001242,0,1,1,0,1,1,1,1,1,0,1
E01001243,1,1,1,0,0,1,1,1,1,1,0
E01001244,1,1,1,1,0,0,1,1,0,1,1
E01001245,1,1,0,1,1,0,0,0,1,1,1
E01001246,0,0,0,0,0,0,0,0,0,0,0
E01001247,0,0,0,0,0,0,0,0,0,0,0
E01001248,0,0,0,0,1,1,1,0,0,1,1
E01001249,1,1,1,1,0,0,0,0,0,1,1
E01001250,1,1,1,1,1,1,0,0,1,1,1
E01001251,1,0,0,0,0,0,1,0,1,1,0
E01001252,1,0,0,1,0,0,0,0,0,1,0
E01001253,1,1,0,1,0,1,0,0,0,1,1
E01001254,1,0,0,1,1,0,1,0,1,1,0
E01001255,1,0,0,0,1,1,0,0,0,1,0
E01001257,0,1,0,1,1,1,1,1,1,0,1
E01001258,0,1,0,0,1,1,0,1,1,0,0
E01001259,1,0,0,0,1,1,0,1,1,0,1
E01001260,0,0,0,0,0,1,0,1,1,0,1
E01001261,1,0,0,0,0,1,0,0,0,0,0
E01001262,1,1,1,1,0,1,1,1,0,0,1
E01001263,0,1,1,0,0,0,1,1,0,0,0
E01001264,0,1,0,0,1,1,1,1,1,0,0
E01001265,0,0,0,0,0,1,1,1,0,0,0
E01001266,0,0,0,0,0,1,1,1,0,0,0
E01001267,0,0,0,0,0,0,1,1,0,0,0
E01001268,0,0,0,0,1,1,1,1,0,0,0
E01001269,0,0,0,0,0,1,0,1,0,0,0
E01001270,0,0,0,0,1,1,0,1,1,0,0
E01001271,0,0,0,0,0,1,0,1,0,0,0
E01001272,1,0,0,0,0,1,1,1,0,0,0
E01001273,0,0,1,0,1,1,1,0,0,0,0
E01001274,0,0,1,0,1,0,1,0,1,0,0
E01001275,0,1,1,0,1,1,1,1,1,1,0
E01001276,0,0,0,0,0,1,1,0,0,0,0
E01001277,0,0,0,0,0,0,0,0,0,0,0
E01001278,0,0,0,0,0,0,1,0,0,0,0
E01001279,0,0,0,0,1,1,0,0,1,0,0
E01001280,0,1,1,1,1,0,1,1,1,0,1
E01001281,0,1,1,0,1,0,1,0,0,1,1
E01001282,0,1,1,0,1,1,1,1,1,0,0
E01001283,0,1,0,0,0,0,1,1,0,0,0
E01001284,0,0,0,0,0,1,1,0,0,0,0
E01001285,1,1,1,0,1,1,0,1,1,0,0
E01001286,0,1,1,0,1,1,1,1,1,1,1
E01001287,1,1,1,1,1,1,1,0,0,0,1
E01001288,1,1,0,1,1,1,0,0,1,1,1
E01001289,0,1,1,1,1,1,0,1,1,1,1
E01001290,1,1,1,0,1,0,1,0,1,1,0
E01001291,0,0,0,0,1,1,0,1,1,0,0
E01001292,1,0,0,0,1,1,0,0,1,0,0
E01001293,0,0,1,0,1,1,0,1,1,0,0
E01001294,1,0,0,0,0,1,0,1,0,0,0
E01001295,0,0,0,0,0,1,0,1,1,0,1
E01001296,1,1,0,0,1,1,0,1,1,0,1
E01001297,1,0,1,0,0,1,0,1,1,0,0
E01001298,1,0,0,0,1,1,0,1,1,1,1
E01001299,0,0,0,0,1,1,0,0,0,0,1
E01001300,1,1,0,1,1,1,0,0,0,1,1
E01001301,1,1,1,1,0,1,1,0,1,1,1
E01001302,1,0,0,1,1,1,0,0,0,1,1
E01001303,1,0,0,1,1,1,0,0,1,1,1
E01001304,0,1,0,1,1,1,0,0,1,1,1
E01001305,0,0,0,0,1,1,0,0,1,1,0
E01001306,0,1,0,1,1,1,0,0,1,1,1
E01001307,0,0,0,0,1,1,1,0,0,0,1
E01001308,0,0,0,0,0,1,1,1,0,0,0
E01001309,0,0,0,0,1,1,0,1,1,0,1
E01001310,0,0,0,0,1,1,1,1,0,0,0
E01001311,0,1,0,0,0,1,1,1,1,0,1
E01001312,1,0,0,0,0,1,0,1,0,0,0
E01001313,0,0,1,0,0,1,0,1,1,1,0
E01001314,0,0,1,0,1,1,1,1,0,0,1
E01001315,0,1,0,0,0,1,1,1,1,0,1
E01001316,0,1,1,0,1,1,1,1,1,0,1
E01001317,0,1,0,0,0,0,1,1,1,0,0
E01001318,0,1,1,0,1,1,1,1,1,0,0
E01001319,0,0,0,0,1,1,0,0,1,1,1
E01001320,1,1,1,1,0,0,1,1,1,0,1
E01001321,0,0,0,0,1,1,1,1,0,0,0
E01001322,0,0,1,0,0,1,1,0,0,0,0
E01001323,1,0,0,0,0,1,1,1,0,0,0
E01001324,0,1,0,1,1,0,1,1,1,0,1
E01001325,0,0,1,0,1,1,1,1,1,0,0
E01001326,0,0,0,0,0,0,1,0,0,0,0
E01001327,0,0,0,0,0,0,1,1,0,0,0
E01001328,0,0,0,0,0,0,1,1,0,0,0
E01001329,0,1,1,0,1,1,1,1,1,0,0
E01001330,1,0,1,1,0,0,1,1,1,0,1
E01001331,0,1,1,0,1,1,1,1,1,0,1
E01001332,1,1,1,1,0,0,1,1,1,1,1
E01001333,1,0,0,1,0,0,1,0,0,1,0
E01001334,1,1,1,1,0,1,1,1,1,1,1
E01001335,0,0,0,0,1,1,1,1,0,0,0
E01001336,0,1,1,0,1,1,1,1,1,0,1
E01001337,0,0,0,0,0,0,1,0,0,0,0
E01001338,1,0,0,0,0,1,1,1,0,0,0
E01001339,0,0,1,0,0,1,1,1,0,0,0
E01001340,0,1,1,1,0,1,1,1,1,0,1
E01001341,1,0,0,0,0,1,0,0,0,0,0
E01001342,0,1,0,0,1,1,0,1,1,0,1
E01001343,1,0,0,0,0,1,0,0,0,0,1
E01001344,0,0,0,0,0,1,0,0,0,0,0
E01001345,1,0,0,0,1,1,0,1,0,0,1
E01001346,0,0,0,0,1,1,0,0,0,0,0
E01001347,0,0,0,0,0,1,1,0,0,0,0
E01001348,0,0,0,0,0,0,1,0,0,0,0
E01001349,0,1,0,0,0,1,1,1,0,0,0
E01001350,0,1,1,1,1,1,1,1,1,1,1
E01001351,1,0,1,1,0,1,0,0,1,1,0
E01001352,1,0,1,1,1,1,1,0,0,1,1
E01001353,1,1,1,1,1,1,1,0,1,1,1
E01001354,1,0,1,1,1,0,1,1,0,1,0
E01001355,1,1,1,1,0,0,0,0,0,1,1
E01001356,1,1,1,1,1,0,1,1,1,1,1
E01001357,1,1,1,1,1,0,1,0,0,1,1
E01001358,1,0,1,1,0,0,0,0,0,0,1
E01001359,1,0,0,1,0,1,0,0,0,1,1
E01001360,1,0,0,0,0,1,0,1,0,1,0
E01001361,1,0,0,0,0,0,0,0,0,0,0
E01001362,1,0,0,1,0,1,0,0,1,1,1
E01001363,1,1,1,0,0,1,0,1,0,1,1
E01001364,0,1,0,1,0,1,0,1,1,1,1
E01001365,0,0,0,0,0,1,1,0,0,1,0
E01001366,1,0,0,0,0,1,0,0,0,1,1
E01001367,1,0,1,1,0,1,0,0,0,1,0
E01001368,0,0,0,0,0,1,0,1,1,1,1
E01001369,1,0,0,1,0,1,1,1,1,1,0
E01001370,0,0,1,0,0,1,0,0,0,0,0
E01001371,1,0,1,0,0,1,1,0,0,1,0
E01001372,1,1,0,1,0,1,0,0,1,1,1
E01001373,1,0,0,1,0,1,0,0,1,1,1
E01001374,0,1,1,1,1,0,0,0,1,1,0
E01001375,0,0,1,0,1,0,0,0,0,1,0
E01001376,1,1,1,1,1,1,1,1,1,1,1
E01001377,0,0,1,0,1,0,0,0,1,1,1
E01001379,0,0,0,0,1,0,0,0,1,1,1
E01001380,0,0,1,1,0,0,0,0,0,1,0
E01001381,1,0,0,1,0,0,0,0,0,1,0
E01001382,0,0,0,0,1,1,0,0,1,1,1
E01001383,0,0,0,0,1,1,0,0,1,1,0
E01001384,1,0,0,1,0,1,0,0,1,1,1
E01001385,1,0,0,1,1,1,0,0,0,1,1
E01001386,1,0,1,0,1,0,1,0,0,1,0
E01001387,1,1,1,0,1,1,0,0,1,1,1
E01001388,1,0,1,1,0,1,1,0,0,1,0
E01001389,1,0,0,1,0,1,0,0,0,1,0
E01001390,1,0,0,1,1,1,0,0,1,1,1
E01001391,1,1,1,1,1,1,0,0,1,1,1
E01001392,0,0,1,0,1,1,0,0,0,1,1
E01001393,1,1,0,1,0,1,0,0,1,1,1
E01001394,1,0,0,0,0,1,0,1,0,1,1
E01001395,0,0,1,0,1,1,0,1,1,1,1
E01001396,1,0,0,0,0,1,0,0,1,1,1
E01001397,0,0,0,0,0,1,1,0,0,0,0
E01001398,0,0,0,0,1,1,0,1,1,0,0
E01001399,0,0,0,0,1,1,1,1,1,0,0
E01001400,0,0,0,0,1,1,0,1,0,0,0
E01001401,0,0,0,1,1,1,1,1,1,0,1
E01001402,1,0,0,0,1,1,0,1,0,0,0
E01001403,0,0,0,0,1,1,1,1,0,0,0
E01001404,0,0,0,0,1,1,1,1,0,0,0
E01001405,0,0,1,0,1,0,1,1,0,0,0
E01001406,1,0,0,0,1,1,0,1,1,1,0
E01001407,0,0,0,0,0,0,1,0,0,0,0
E01001408,1,0,0,0,1,0,0,0,1,1,1
E01001409,0,1,0,1,1,1,0,1,0,0,1
E01001410,0,1,0,1,1,0,0,1,0,0,0
E01001411,1,0,0,0,0,1,0,0,0,1,0
E01001412,0,0,0,0,0,0,0,0,0,0,0
E01001413,0,0,0,0,1,1,1,0,0,0,0
E01001414,0,1,1,0,0,0,1,0,1,0,0
E01001415,1,0,0,0,0,0,1,0,0,0,0
E01001416,0,0,0,0,1,1,0,1,0,0,0
E01001417,0,0,0,0,0,0,1,0,0,0,0
E01001418,0,0,0,0,1,1,1,1,0,0,0
E01001419,0,0,0,0,0,0,1,1,0,0,0
E01001420,0,1,0,0,1,1,1,1,0,0,1
E01001421,0,1,0,0,1,0,1,1,1,0,1
E01001422,0,0,1,0,1,0,1,0,0,0,0
E01001423,0,1,1,0,1,1,0,1,1,1,1
E01001424,1,1,1,1,1,1,1,1,1,1,1
E01001425,0,0,1,0,0,0,1,0,0,1,0
E01001426,0,1,1,0,0,1,0,1,1,1,1
E01001427,0,0,0,0,0,0,1,0,0,0,0
E01001428,0,1,0,0,1,1,0,1,1,0,1
E01001429,1,0,0,1,0,0,1,1,1,0,0
E01001430,1,1,1,1,1,0,0,1,1,1,1
E01001431,0,1,1,0,1,1,0,1,1,1,1
E01001432,1,0,1,1,0,1,0,0,0,1,1
E01001433,0,0,0,0,0,1,1,1,0,0,0
E01001434,0,0,0,0,1,1,0,1,1,0,0
E01001435,0,1,0,0,1,1,0,1,1,0,0
E01001436,0,0,0,0,1,1,0,1,1,0,0
E01001437,0,0,0,0,0,0,0,0,0,0,0
E01001438,0,0,0,0,1,1,0,1,1,1,0
E01001439,1,0,0,0,0,1,0,0,0,1,0
E01001440,1,0,0,0,0,1,1,1,1,0,1
E01001441,1,0,0,0,1,1,0,1,0,1,1
E01001442,1,1,1,1,0,1,0,1,1,1,1
E01001444,0,0,0,0,0,1,1,1,0,0,0
E01001445,0,0,0,0,0,0,1,0,0,0,0
E01001446,1,1,0,0,1,1,0,1,1,1,0
E01001447,1,1,0,1,1,1,0,1,1,1,0
E01001448,1,1,0,1,0,1,0,0,1,1,1
E01001449,0,1,0,0,1,1,1,1,1,1,1
E01001450,1,1,1,0,1,0,1,1,0,0,0
E01001451,0,0,0,0,1,1,1,1,1,0,0
E01001452,0,0,0,0,1,1,1,1,1,0,0
E01001453,0,0,1,0,1,1,1,1,0,0,0
E01001454,0,0,1,0,1,1,0,1,1,0,0
E01001455,0,0,0,0,1,1,1,1,1,0,0
E01001456,1,1,0,0,1,1,1,1,1,0,1
E01001457,1,1,1,1,1,0,1,1,1,1,1
E01001458,0,0,1,1,0,0,1,0,0,1,1
E01001459,0,0,0,0,1,1,1,1,0,1,0
E01001460,1,1,1,1,0,1,0,0,1,1,1
E01001461,0,1,0,1,1,0,1,1,1,1,1
E01001462,0,1,0,1,1,1,0,1,1,1,1
E01001463,0,0,0,0,1,1,1,1,0,1,0
E01001464,1,1,0,0,1,1,0,1,1,0,1
E01001465,0,0,0,0,0,1,1,1,0,0,0
E01001466,0,0,0,0,0,0,0,0,1,1,1
E01001467,1,0,0,1,0,1,0,0,1,1,0
E01001468,0,0,1,0,1,0,1,1,0,0,0
E01001469,0,1,0,0,1,0,1,1,1,0,0
E01001470,0,0,0,0,1,0,1,1,0,0,0
E01001471,0,1,1,0,1,0,1,1,1,0,0
E01001472,0,1,0,0,1,1,0,1,1,0,1
E01001473,0,0,0,0,1,1,1,1,1,0,0
E01001474,0,1,1,0,1,1,1,1,1,0,0
E01001475,0,0,0,0,1,1,1,1,0,0,0
E01001476,1,0,0,0,1,1,0,1,0,0,1
E01001477,0,0,0,0,0,0,1,0,0,0,0
E01001478,0,0,0,0,1,1,1,1,1,0,0
E01001479,1,0,1,0,0,1,0,0,0,1,1
E01001480,0,0,0,0,1,1,1,1,1,0,0
E01001481,0,0,0,0,1,1,0,1,1,0,0
E01001482,1,1,1,0,1,1,0,0,1,1,1
E01001483,0,1,0,0,1,1,1,1,1,0,0
E01001484,1,0,0,0,0,1,0,1,0,0,1
E01001485,1,1,1,0,0,0,0,0,1,1,1
E01001486,0,1,0,1,0,1,1,1,1,1,1
E01001487,1,0,0,0,0,1,0,0,0,1,1
E01001488,0,1,0,1,1,1,1,0,1,1,1
E01001489,1,0,0,0,0,1,0,0,1,1,1
E01001491,0,0,0,1,0,1,0,0,1,1,1
E01001492,0,0,0,0,0,1,0,0,1,1,1
E01001493,1,1,1,1,1,1,0,1,1,1,1
E01001494,0,0,0,0,0,1,0,1,1,0,0
E01001495,1,0,1,0,1,1,0,0,1,1,1
E01001496,0,0,0,0,1,1,0,1,0,1,1
E01001497,0,0,0,0,0,1,0,1,0,0,0
E01001498,1,0,0,1,0,1,0,0,0,1,0
E01001499,0,0,0,0,0,1,0,0,0,0,0
E01001500,0,0,1,0,1,1,0,1,1,1,1
E01001501,1,0,0,0,0,0,0,0,1,1,0
E01001502,0,1,0,1,0,1,1,0,1,1,1
E01001503,0,1,0,0,1,1,0,0,1,1,0
E01001504,0,1,0,0,1,1,0,1,1,1,1
E01001505,0,1,0,0,1,1,0,1,1,1,1
E01001506,0,0,0,0,0,0,1,0,0,0,0
E01001507,1,0,0,0,0,1,0,1,0,1,0
E01001508,0,0,0,1,0,1,0,0,1,1,1
E01001509,0,1,0,0,1,1,0,1,1,1,1
E01001510,1,1,1,1,0,0,1,1,1,0,1
E01001511,0,0,0,0,0,0,0,0,0,1,0
E01001512,1,1,0,0,0,1,0,1,1,1,0
E01001513,0,0,0,0,0,0,0,0,0,0,0
