OA11CD,fid,id_x,id_y,id
E00000001,1.0,0.25,1.5,0.5
E00000005,1.0,0.5,2.0,0.5
E00000007,1.0,0.7021276595744681,1.2553191489361701,0.8297872340425532
E00000016,1.0,1.0,1.6,0.8
E00000017,1.0,0.6,2.4,1.3
E00000018,1.0,0.25,1.0,1.0
E00000019,1.0,0.42857142857142855,1.2380952380952381,0.7142857142857143
E00000021,1.0,0.56875,1.225,0.84375
E00000023,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333
E00000024,1.0,0.6465753424657534,1.063013698630137,0.7945205479452054
E00000025,1.0,0.7306122448979592,1.2979591836734694,0.8163265306122449
E00000026,1.0,0.7166666666666667,1.1333333333333333,0.8566666666666667
E00000027,1.0,0.8202247191011236,1.3707865168539326,0.9438202247191011
E00000028,1.0,0.8591549295774648,2.028169014084507,1.1830985915492958
E00000029,1.0,0.7121212121212122,1.0404040404040404,0.803030303030303
E00000030,1.0,0.6285714285714286,1.4285714285714286,0.6857142857142857
E00000035,1.0,0.7464114832535885,1.1196172248803828,0.8038277511961722
E00000037,1.0,0.8333333333333334,1.6666666666666667,0.7777777777777778
E00000038,1.0,0.9545454545454546,1.9090909090909092,1.1818181818181819
E00000039,1.0,0.875,1.75,0.875
E00000040,1.0,0.8181818181818182,1.1636363636363636,0.8
E00000041,1.0,0.7,1.65,0.875
E00000042,1.0,0.6428571428571429,0.7142857142857143,0.5714285714285714
E00000043,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
E00000045,1.0,0.7222222222222222,2.111111111111111,0.9444444444444444
E00000046,1.0,0.8571428571428571,1.7142857142857142,0.9047619047619048
E00000048,1.0,0.7692307692307693,1.0769230769230769,0.7692307692307693
E00000049,1.0,0.6785714285714286,1.3571428571428572,0.6428571428571429
E00000050,1.0,0.7,1.8,1.1
E00000051,1.0,0.8518518518518519,1.7777777777777777,0.8888888888888888
E00000052,1.0,1.1290322580645162,2.3225806451612905,0.967741935483871
E00000053,1.0,0.8709677419354839,1.032258064516129,0.5161290322580645
E00000054,1.0,0.8461538461538461,1.0769230769230769,0.9230769230769231
E00000055,1.0,0.7352941176470589,1.588235294117647,0.7352941176470589
E00000056,1.0,0.6477272727272727,1.1818181818181819,0.8181818181818182
E00000057,1.0,0.8333333333333334,1.5,0.9166666666666666
E00000059,1.0,0.23529411764705882,0.23529411764705882,0.17647058823529413
E00000060,1.0,0.4782608695652174,1.3043478260869565,0.6956521739130435
E00000061,1.0,1.0476190476190477,1.9047619047619047,0.9047619047619048
E00000062,1.0,0.7160493827160493,1.3580246913580247,0.7777777777777778
E00000063,1.0,0.75,1.3333333333333333,0.75
E00000064,1.0,0.9375,2.0,1.0625
E00000065,1.0,0.6590909090909091,1.2727272727272727,0.6590909090909091
E00000066,1.0,0.9444444444444444,2.0,0.9444444444444444
E00000067,1.0,0.875,1.625,1.0
E00000068,1.0,1.0,1.8888888888888888,0.9444444444444444
E00000069,1.0,0.6551724137931034,1.2413793103448276,0.7586206896551724
E00000070,1.0,1.0,2.2,1.0
E00000071,1.0,1.1176470588235294,1.2941176470588236,0.6470588235294118
E00000072,1.0,0.6666666666666666,2.1666666666666665,0.9166666666666666
E00000073,1.0,0.9166666666666666,0.75,0.4166666666666667
E00000074,1.0,1.0,1.7142857142857142,1.0
E00000075,1.0,1.1111111111111112,2.3703703703703702,1.2222222222222223
E00000076,1.0,0.8181818181818182,1.8181818181818181,1.0909090909090908
E00000077,1.0,0.7692307692307693,1.5384615384615385,0.7948717948717948
E00000078,1.0,1.105263157894737,1.7894736842105263,1.105263157894737
E00000079,1.0,0.7352941176470589,1.588235294117647,0.8235294117647058
E00000080,1.0,0.7540983606557377,1.2131147540983607,0.7377049180327869
E00000081,1.0,0.6956521739130435,1.391304347826087,0.7608695652173914
E00000082,1.0,0.8928571428571429,1.2857142857142858,0.7142857142857143
E00000083,1.0,0.875,1.5833333333333333,0.7916666666666666
E00000084,1.0,0.782608695652174,1.6521739130434783,0.8260869565217391
E00000085,1.0,1.1578947368421053,2.526315789473684,1.105263157894737
E00000086,1.0,0.7727272727272727,1.7272727272727273,0.8181818181818182
E00000087,1.0,0.9166666666666666,1.6666666666666667,0.9583333333333334
E00000088,1.0,0.8,1.6,0.8
E00000089,1.0,1.0,1.7391304347826086,0.9565217391304348
E00000090,1.0,0.8333333333333334,1.9166666666666667,0.9583333333333334
E00000091,1.0,0.8846153846153846,0.7692307692307693,0.5
E00000092,1.0,0.8809523809523809,1.8571428571428572,0.8571428571428571
E00000093,1.0,0.8181818181818182,1.5757575757575757,0.7878787878787878
E00000094,1.0,0.7333333333333333,1.288888888888889,0.6888888888888889
E00000095,1.0,0.6153846153846154,0.9743589743589743,0.48717948717948717
E00000096,1.0,0.7666666666666667,1.4,0.8333333333333334
E00000097,1.0,0.8928571428571429,1.8571428571428572,0.8928571428571429
E00000098,1.0,1.0769230769230769,2.1538461538461537,1.0769230769230769
E00000100,1.0,0.5869565217391305,0.30434782608695654,0.7391304347826086
E00000101,1.0,0.6326530612244898,1.4285714285714286,0.6938775510204082
E00000102,1.0,0.7666666666666667,2.066666666666667,1.0333333333333334
E00000103,1.0,0.3333333333333333,0.5555555555555556,0.4444444444444444
E00000104,1.0,0.926829268292683,2.097560975609756,1.0
E00000106,1.0,0.9230769230769231,1.8461538461538463,1.0769230769230769
E00000107,1.0,0.8823529411764706,1.7647058823529411,0.8823529411764706
E00000108,1.0,0.5306122448979592,1.2244897959183674,0.6122448979591837
E00000109,1.0,0.35294117647058826,1.6470588235294117,0.8529411764705882
E00000110,1.0,0.7027027027027027,1.4054054054054055,0.8378378378378378
E00000111,1.0,0.9130434782608695,1.3043478260869565,0.6521739130434783
E00000112,1.0,1.5,2.5714285714285716,1.2857142857142858
E00000113,1.0,0.875,2.0,1.125
E00000114,1.0,0.59375,1.8125,0.84375
E00000115,1.0,0.9629629629629629,1.7777777777777777,1.0
E00000116,1.0,0.7291666666666666,1.5,0.7708333333333334
E00000117,1.0,0.6774193548387096,1.3548387096774193,0.8064516129032258
E00000118,1.0,0.43243243243243246,1.0810810810810811,0.5945945945945946
E00000119,1.0,0.6206896551724138,1.4482758620689655,0.7586206896551724
E00000120,1.0,0.9666666666666667,2.0,1.0666666666666667
E00000121,1.0,0.8285714285714286,1.542857142857143,0.7714285714285715
