,2011,2018,2021
0,0.06494199326250606,0.06520670048854112,0.06306080297890924
1,0.06242341826218325,0.04035259580386681,0.0502067045159765
2,0.0627367110509444,0.059267480401915644,0.05566409777337042
3,0.0609887955353399,0.04933720545644138,0.07357630007125478
4,0.07580734056557163,0.06119038578881352,0.05630177874243534
5,0.04456029255158288,0.058382596601130536,0.0569644153004029
6,0.06727707790932451,0.05140456555836483,0.05759684246127779
7,0.028822256972123737,0.04126352881555817,0.04147881566028876
8,0.07649169162475271,0.06814473573075536,0.053550096702906995
9,0.04802010510599286,0.06768137552463506,0.05648303512499138
10,0.040706995127991315,0.044273396730271475,0.04034136618714722
11,0.032934479672327,0.0343391749346599,0.03528851616038563
12,0.08348811084448376,0.06403211788767738,0.06589129214128804
13,0.02612426918170778,0.03938719626028056,0.02446173093278081
14,0.03346728129139152,0.0541752543547571,0.04551111344613697
15,0.0248092549815932,0.03175635620480363,0.024454506946519516
16,0.027573163380490356,0.027055657691266333,0.029636075273936843
17,0.08446536687536996,0.046718075705321854,0.0683855375795049
18,0.03259536231529487,0.04418893413733302,0.053342571279400806
19,0.021766033489028298,0.05184266592360635,0.047804400721085175
