LSOA11CD,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Terraced,count,lsoa
E01000115,0.0,0.0,0.00641025641025641,0.7051282051282052,0.038461538461538464,0.25,0.0,156,E01000115
E01000116,0.02857142857142857,0.014285714285714285,0.0,0.6,0.1,0.22380952380952382,0.03333333333333333,210,E01000116
E01000117,0.01875,0.0125,0.00625,0.6625,0.05,0.25,0.0,160,E01000117
E01000118,0.006666666666666667,0.04666666666666667,0.0,0.7266666666666667,0.02,0.19333333333333333,0.006666666666666667,150,E01000118
E01000119,0.0,0.022388059701492536,0.0,0.753731343283582,0.007462686567164179,0.20149253731343283,0.014925373134328358,134,E01000119
E01000120,0.015267175572519083,0.022900763358778626,0.0,0.732824427480916,0.0,0.22900763358778625,0.0,131,E01000120
E01000121,0.0,0.0641025641025641,0.05128205128205128,0.5,0.10256410256410256,0.28205128205128205,0.0,78,E01000121
E01000122,0.0,0.017341040462427744,0.0,0.6473988439306358,0.07514450867052024,0.23699421965317918,0.023121387283236993,173,E01000122
E01000123,0.0,0.0,0.007633587786259542,0.5038167938931297,0.24427480916030533,0.08396946564885496,0.16030534351145037,131,E01000123
E01000124,0.0975609756097561,0.0,0.036585365853658534,0.1951219512195122,0.24390243902439024,0.15853658536585366,0.2682926829268293,82,E01000124
