LSOA11CD,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_Green space,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Low-density,count,lsoa
E01000001,0.25,0.0,0.05,0.7,0.0,60,E01000001
E01000002,0.2037037037037037,0.0,0.018518518518518517,0.7777777777777778,0.0,54,E01000002
E01000003,0.0625,0.0,0.0625,0.875,0.0,16,E01000003
E01000005,0.5107913669064749,0.02158273381294964,0.07913669064748201,0.3669064748201439,0.02158273381294964,139,E01000005
E01000006,0.0,0.0,0.11971830985915492,0.43661971830985913,0.44366197183098594,142,E01000006
E01000007,0.11320754716981132,0.1069182389937107,0.4716981132075472,0.1761006289308176,0.1320754716981132,159,E01000007
E01000008,0.021739130434782608,0.06521739130434782,0.8043478260869565,0.06521739130434782,0.043478260869565216,92,E01000008
E01000009,0.11570247933884298,0.049586776859504134,0.11570247933884298,0.5371900826446281,0.18181818181818182,121,E01000009
E01000010,0.23529411764705882,0.10196078431372549,0.3411764705882353,0.2627450980392157,0.058823529411764705,255,E01000010
E01000011,0.041237113402061855,0.0,0.010309278350515464,0.8556701030927835,0.09278350515463918,97,E01000011
E01000012,0.042105263157894736,0.06315789473684211,0.14736842105263157,0.5368421052631579,0.21052631578947367,95,E01000012
E01000013,0.10256410256410256,0.046153846153846156,0.2153846153846154,0.03076923076923077,0.6051282051282051,195,E01000013
E01000014,0.0,0.01327433628318584,0.45132743362831856,0.05309734513274336,0.4823008849557522,226,E01000014
E01000015,0.005649717514124294,0.022598870056497175,0.2937853107344633,0.011299435028248588,0.6666666666666666,177,E01000015
E01000016,0.031055900621118012,0.031055900621118012,0.21739130434782608,0.018633540372670808,0.7018633540372671,161,E01000016
E01000017,0.0,0.023809523809523808,0.2976190476190476,0.011904761904761904,0.6666666666666666,168,E01000017
E01000018,0.0,0.04666666666666667,0.23333333333333334,0.013333333333333334,0.7066666666666667,150,E01000018
E01000019,0.0,0.12195121951219512,0.21951219512195122,0.036585365853658534,0.6219512195121951,164,E01000019
E01000020,0.0,0.06321839080459771,0.28735632183908044,0.040229885057471264,0.6091954022988506,174,E01000020
E01000021,0.07407407407407407,0.08148148148148149,0.4,0.022222222222222223,0.4222222222222222,135,E01000021
E01000022,0.0,0.10857142857142857,0.2571428571428571,0.045714285714285714,0.5885714285714285,175,E01000022
E01000023,0.056910569105691054,0.10569105691056911,0.3902439024390244,0.04065040650406504,0.4065040650406504,123,E01000023
E01000024,0.0,0.1510791366906475,0.3381294964028777,0.02158273381294964,0.4892086330935252,139,E01000024
E01000025,0.007874015748031496,0.07086614173228346,0.25984251968503935,0.03937007874015748,0.6220472440944882,127,E01000025
E01000027,0.0057692307692307696,0.026923076923076925,0.7153846153846154,0.007692307692307693,0.24423076923076922,520,E01000027
E01000028,0.0,0.24528301886792453,0.33962264150943394,0.04716981132075472,0.36792452830188677,106,E01000028
E01000029,0.0,0.020134228187919462,0.3422818791946309,0.006711409395973154,0.6308724832214765,298,E01000029
E01000030,0.003355704697986577,0.08389261744966443,0.610738255033557,0.020134228187919462,0.28187919463087246,298,E01000030
E01000031,0.0,0.009900990099009901,0.49834983498349833,0.07920792079207921,0.41254125412541254,303,E01000031
E01000032,0.07203389830508475,0.00423728813559322,0.2288135593220339,0.09745762711864407,0.597457627118644,236,E01000032
E01000033,0.0,0.07258064516129033,0.28225806451612906,0.04032258064516129,0.6048387096774194,124,E01000033
E01000034,0.0038461538461538464,0.011538461538461539,0.4461538461538462,0.038461538461538464,0.5,260,E01000034
E01000035,0.04591836734693878,0.05102040816326531,0.35714285714285715,0.09183673469387756,0.45408163265306123,196,E01000035
E01000036,0.010471204188481676,0.005235602094240838,0.1518324607329843,0.18848167539267016,0.643979057591623,191,E01000036
E01000037,0.004310344827586207,0.004310344827586207,0.15086206896551724,0.017241379310344827,0.8232758620689655,232,E01000037
E01000038,0.03167420814479638,0.03167420814479638,0.20361990950226244,0.049773755656108594,0.6832579185520362,221,E01000038
E01000039,0.004201680672268907,0.008403361344537815,0.49159663865546216,0.025210084033613446,0.47058823529411764,238,E01000039
E01000040,0.05673758865248227,0.014184397163120567,0.1347517730496454,0.15602836879432624,0.6382978723404256,141,E01000040
E01000041,0.0,0.08536585365853659,0.24390243902439024,0.04878048780487805,0.6219512195121951,82,E01000041
E01000042,0.0,0.08379888268156424,0.41899441340782123,0.03910614525139665,0.4581005586592179,179,E01000042
E01000043,0.004830917874396135,0.01932367149758454,0.3526570048309179,0.024154589371980676,0.5990338164251208,207,E01000043
E01000044,0.006172839506172839,0.012345679012345678,0.16666666666666666,0.5987654320987654,0.21604938271604937,162,E01000044
E01000045,0.08461538461538462,0.03076923076923077,0.48846153846153845,0.03461538461538462,0.36153846153846153,260,E01000045
E01000046,0.0,0.06870229007633588,0.35877862595419846,0.061068702290076333,0.5114503816793893,131,E01000046
