,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Terraced,count_x,lsoa,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Terraced,count_y,proportion_Commercial,proportion_Estates,proportion_High-density,proportion_Low-density,proportion_Open green space,proportion_Other green,proportion_Terraced
3934,0.037037037037037035,0.07407407407407407,0.18518518518518517,0.14814814814814814,0.14814814814814814,0.2962962962962963,0.1111111111111111,27,E01004035,0.0,0.14814814814814814,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.07407407407407407,27,-0.037037037037037035,0.07407407407407407,0.037037037037037035,-0.037037037037037035,-0.037037037037037035,0.037037037037037035,-0.037037037037037035
3935,0.4666666666666667,0.0,0.13333333333333333,0.0,0.0,0.3333333333333333,0.06666666666666667,15,E01004036,0.4375,0.0625,0.1875,0.0,0.0,0.25,0.0625,16,-0.029166666666666674,0.0625,0.05416666666666667,0.0,0.0,-0.08333333333333331,-0.004166666666666666
3936,0.0,0.11764705882352941,0.20588235294117646,0.4117647058823529,0.029411764705882353,0.20588235294117646,0.029411764705882353,34,E01004037,0.0,0.12121212121212122,0.24242424242424243,0.3333333333333333,0.12121212121212122,0.15151515151515152,0.030303030303030304,33,0.0,0.0035650623885918054,0.03654188948306597,-0.0784313725490196,0.09180035650623886,-0.05436720142602494,0.0008912655971479513
3937,0.0,0.13043478260869565,0.17391304347826086,0.43478260869565216,0.021739130434782608,0.2391304347826087,0.0,46,E01004038,0.0,0.14,0.2,0.4,0.04,0.22,0.0,50,0.0,0.009565217391304365,0.026086956521739146,-0.03478260869565214,0.018260869565217393,-0.019130434782608702,0.0
3938,0.0,0.07142857142857142,0.42857142857142855,0.23809523809523808,0.0,0.14285714285714285,0.11904761904761904,42,E01004039,0.0,0.1951219512195122,0.4146341463414634,0.24390243902439024,0.0,0.07317073170731707,0.07317073170731707,41,0.0,0.12369337979094078,-0.013937282229965153,0.0058072009291521565,0.0,-0.06968641114982578,-0.04587688734030197
3939,0.041666666666666664,0.0,0.6666666666666666,0.0,0.0,0.2916666666666667,0.0,24,E01004040,0.045454545454545456,0.0,0.7272727272727273,0.0,0.0,0.22727272727272727,0.0,22,0.0037878787878787915,0.0,0.06060606060606066,0.0,0.0,-0.06439393939393942,0.0
3940,0.0,0.1,0.5,0.1,0.0,0.2,0.1,10,E01004041,0.0,0.08333333333333333,0.25,0.3333333333333333,0.0,0.08333333333333333,0.25,12,0.0,-0.016666666666666677,-0.25,0.2333333333333333,0.0,-0.11666666666666668,0.15
3941,0.375,0.075,0.175,0.1,0.075,0.175,0.025,40,E01004042,0.3333333333333333,0.07692307692307693,0.2564102564102564,0.10256410256410256,0.02564102564102564,0.15384615384615385,0.05128205128205128,39,-0.041666666666666685,0.0019230769230769301,0.0814102564102564,0.002564102564102555,-0.04935897435897436,-0.021153846153846134,0.02628205128205128
3942,0.0392156862745098,0.0196078431372549,0.37254901960784315,0.21568627450980393,0.0,0.058823529411764705,0.29411764705882354,51,E01004043,0.07692307692307693,0.019230769230769232,0.2692307692307692,0.17307692307692307,0.0,0.057692307692307696,0.40384615384615385,52,0.037707390648567124,-0.00037707390648566985,-0.10331825037707393,-0.04260935143288086,0.0,-0.0011312217194570096,0.10972850678733032
3943,0.0,0.1,0.55,0.0,0.05,0.2,0.1,20,E01004044,0.0,0.05555555555555555,0.5555555555555556,0.0,0.05555555555555555,0.16666666666666666,0.16666666666666666,18,0.0,-0.04444444444444445,0.005555555555555536,0.0,0.00555555555555555,-0.033333333333333354,0.06666666666666665
3944,0.0,0.5625,0.125,0.0625,0.0,0.0625,0.1875,16,E01004045,0.0,0.6666666666666666,0.1111111111111111,0.05555555555555555,0.0,0.0,0.16666666666666666,18,0.0,0.10416666666666663,-0.013888888888888895,-0.0069444444444444475,0.0,-0.0625,-0.020833333333333343
3945,0.011111111111111112,0.022222222222222223,0.011111111111111112,0.16666666666666666,0.044444444444444446,0.022222222222222223,0.7222222222222222,90,E01004046,0.0,0.034482758620689655,0.011494252873563218,0.09195402298850575,0.034482758620689655,0.022988505747126436,0.8045977011494253,87,-0.011111111111111112,0.012260536398467432,0.0003831417624521067,-0.07471264367816091,-0.009961685823754791,0.0007662835249042134,0.0823754789272031
3946,0.0,0.24528301886792453,0.2830188679245283,0.22641509433962265,0.03773584905660377,0.20754716981132076,0.0,53,E01004047,0.018518518518518517,0.24074074074074073,0.25925925925925924,0.24074074074074073,0.037037037037037035,0.2037037037037037,0.0,54,0.018518518518518517,-0.004542278127183802,-0.02375960866526905,0.01432564640111808,-0.0006988120195667372,-0.0038434661076170717,0.0
3947,0.0,0.07692307692307693,0.05128205128205128,0.44871794871794873,0.15384615384615385,0.1794871794871795,0.08974358974358974,78,E01004048,0.0,0.12162162162162163,0.06756756756756757,0.33783783783783783,0.14864864864864866,0.21621621621621623,0.10810810810810811,74,0.0,0.0446985446985447,0.01628551628551629,-0.1108801108801109,-0.005197505197505198,0.03672903672903674,0.01836451836451837
3948,0.0,0.4,0.2,0.08,0.08,0.24,0.0,25,E01004049,0.0,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.038461538461538464,0.2692307692307692,0.0,26,0.0,-0.09230769230769231,0.03076923076923077,0.07384615384615385,-0.04153846153846154,0.029230769230769227,0.0
3949,0.0,0.20512820512820512,0.1282051282051282,0.48717948717948717,0.0,0.1282051282051282,0.05128205128205128,39,E01004050,0.0,0.23076923076923078,0.1282051282051282,0.48717948717948717,0.05128205128205128,0.02564102564102564,0.07692307692307693,39,0.0,0.02564102564102566,0.0,0.0,0.05128205128205128,-0.10256410256410256,0.025641025641025647
3950,0.018518518518518517,0.07407407407407407,0.07407407407407407,0.16666666666666666,0.3148148148148148,0.2777777777777778,0.07407407407407407,54,E01004051,0.02,0.06,0.06,0.26,0.28,0.26,0.06,50,0.001481481481481483,-0.014074074074074072,-0.014074074074074072,0.09333333333333335,-0.0348148148148148,-0.01777777777777778,-0.014074074074074072
3951,0.08196721311475409,0.03278688524590164,0.08196721311475409,0.16393442622950818,0.09836065573770492,0.06557377049180328,0.47540983606557374,61,E01004052,0.06451612903225806,0.06451612903225806,0.08064516129032258,0.11290322580645161,0.06451612903225806,0.08064516129032258,0.532258064516129,62,-0.01745108408249603,0.03172924378635642,-0.0013220518244315138,-0.051031200423056575,-0.033844526705446853,0.015071390798519296,0.05684822845055526
3952,0.08571428571428572,0.11428571428571428,0.2857142857142857,0.2,0.11428571428571428,0.17142857142857143,0.02857142857142857,35,E01004053,0.08823529411764706,0.14705882352941177,0.23529411764705882,0.17647058823529413,0.14705882352941177,0.14705882352941177,0.058823529411764705,34,0.0025210084033613495,0.03277310924369749,-0.05042016806722688,-0.023529411764705882,0.03277310924369749,-0.02436974789915966,0.030252100840336135
3953,0.03125,0.09375,0.28125,0.34375,0.15625,0.09375,0.0,32,E01004054,0.03125,0.03125,0.21875,0.4375,0.09375,0.15625,0.03125,32,0.0,-0.0625,-0.0625,0.09375,-0.0625,0.0625,0.03125
3954,0.0,0.17073170731707318,0.14634146341463414,0.21951219512195122,0.2682926829268293,0.17073170731707318,0.024390243902439025,41,E01004055,0.0,0.20930232558139536,0.13953488372093023,0.27906976744186046,0.20930232558139536,0.16279069767441862,0.0,43,0.0,0.038570618264322176,-0.006806579693703907,0.05955757231990924,-0.058990357345433925,-0.007941009642654567,-0.024390243902439025
3955,0.0,0.11688311688311688,0.33766233766233766,0.14285714285714285,0.24675324675324675,0.15584415584415584,0.0,77,E01004056,0.0,0.08,0.3466666666666667,0.12,0.3333333333333333,0.10666666666666667,0.013333333333333334,75,0.0,-0.03688311688311688,0.009004329004329015,-0.022857142857142854,0.08658008658008656,-0.04917748917748917,0.013333333333333334
3956,0.013157894736842105,0.10526315789473684,0.27631578947368424,0.2894736842105263,0.13157894736842105,0.18421052631578946,0.0,76,E01004057,0.012195121951219513,0.14634146341463414,0.32926829268292684,0.2682926829268293,0.0975609756097561,0.12195121951219512,0.024390243902439025,82,-0.0009627727856225919,0.0410783055198973,0.05295250320924261,-0.021181001283697043,-0.034017971758664944,-0.062259306803594344,0.024390243902439025
3957,0.0,0.0,0.8,0.13333333333333333,0.0,0.0,0.06666666666666667,15,E01004058,0.0,0.0,0.7058823529411765,0.29411764705882354,0.0,0.0,0.0,17,0.0,0.0,-0.09411764705882353,0.1607843137254902,0.0,0.0,-0.06666666666666667
3958,0.044444444444444446,0.08888888888888889,0.28888888888888886,0.1111111111111111,0.2,0.26666666666666666,0.0,45,E01004059,0.045454545454545456,0.09090909090909091,0.25,0.1590909090909091,0.18181818181818182,0.2727272727272727,0.0,44,0.0010101010101010097,0.0020202020202020193,-0.03888888888888886,0.04797979797979798,-0.018181818181818188,0.006060606060606044,0.0
3959,0.3235294117647059,0.14705882352941177,0.23529411764705882,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.029411764705882353,34,E01004060,0.2727272727272727,0.12121212121212122,0.21212121212121213,0.12121212121212122,0.09090909090909091,0.06060606060606061,0.12121212121212122,33,-0.05080213903743319,-0.025846702317290554,-0.023172905525846693,0.03297682709447415,0.002673796791443847,-0.027629233511586457,0.09180035650623886
3960,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.2235294117647059,0.047058823529411764,0.03529411764705882,0.4,85,E01004061,0.06593406593406594,0.02197802197802198,0.14285714285714285,0.16483516483516483,0.06593406593406594,0.03296703296703297,0.5054945054945055,91,0.007110536522301231,-0.03684550743374272,-0.03361344537815128,-0.05869424692954106,0.01887524240465417,-0.002327084680025855,0.10549450549450545
3961,0.6818181818181818,0.0,0.13636363636363635,0.015151515151515152,0.030303030303030304,0.0,0.13636363636363635,66,E01004062,0.6818181818181818,0.0,0.13636363636363635,0.030303030303030304,0.030303030303030304,0.015151515151515152,0.10606060606060606,66,0.0,0.0,0.0,0.015151515151515152,0.0,0.015151515151515152,-0.03030303030303029
3962,0.0594059405940594,0.0,0.2871287128712871,0.13861386138613863,0.0297029702970297,0.019801980198019802,0.46534653465346537,101,E01004063,0.08163265306122448,0.04081632653061224,0.22448979591836735,0.11224489795918367,0.02040816326530612,0.01020408163265306,0.5102040816326531,98,0.02222671246716508,0.04081632653061224,-0.06263891695291976,-0.026368963426954953,-0.00929480703172358,-0.009597898565366742,0.0448575469791877
3963,0.0425531914893617,0.06382978723404255,0.10638297872340426,0.1276595744680851,0.10638297872340426,0.23404255319148937,0.3191489361702128,47,E01004064,0.058823529411764705,0.0392156862745098,0.11764705882352941,0.13725490196078433,0.13725490196078433,0.23529411764705882,0.27450980392156865,51,0.016270337922403004,-0.024614100959532745,0.011264080100125154,0.00959532749269923,0.03087192323738007,0.0012515644555694538,-0.04463913224864413
3964,0.0,0.0,0.027777777777777776,0.06944444444444445,0.0,0.013888888888888888,0.8888888888888888,72,E01004065,0.0,0.0,0.027777777777777776,0.05555555555555555,0.0,0.0,0.9166666666666666,72,0.0,0.0,0.0,-0.013888888888888895,0.0,-0.013888888888888888,0.02777777777777779
3965,0.04411764705882353,0.08823529411764706,0.07352941176470588,0.17647058823529413,0.0,0.04411764705882353,0.5735294117647058,68,E01004066,0.05970149253731343,0.05970149253731343,0.07462686567164178,0.1044776119402985,0.014925373134328358,0.029850746268656716,0.6567164179104478,67,0.0155838454784899,-0.028533801580333633,0.0010974539069358996,-0.07199297629499563,0.014925373134328358,-0.014266900790166816,0.08318700614574193
3966,0.37735849056603776,0.09433962264150944,0.11320754716981132,0.16981132075471697,0.03773584905660377,0.05660377358490566,0.1509433962264151,53,E01004067,0.36538461538461536,0.057692307692307696,0.15384615384615385,0.07692307692307693,0.019230769230769232,0.11538461538461539,0.21153846153846154,52,-0.0119738751814224,-0.036647314949201745,0.04063860667634253,-0.09288824383164004,-0.01850507982583454,0.05878084179970973,0.06059506531204645
3967,0.03508771929824561,0.07017543859649122,0.3157894736842105,0.19298245614035087,0.03508771929824561,0.12280701754385964,0.22807017543859648,57,E01004068,0.01818181818181818,0.16363636363636364,0.2545454545454545,0.16363636363636364,0.03636363636363636,0.09090909090909091,0.2727272727272727,55,-0.01690590111642743,0.09346092503987241,-0.06124401913875599,-0.02934609250398723,0.0012759170653907498,-0.03189792663476873,0.04465709728867623
