,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_Fences,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Leafy green residential,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Sheds,clusters_2011_cleanup_Terraced,clusters_2011_cleanup_Vehicles,OA11CD_,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles,proportion_Low-density,proportion_Open green space,proportion_Other green,proportion_Vehicles,proportion_Sheds,proportion_Terraced,proportion_Fences,proportion_Leafy green residential,proportion_High-density,proportion_Estates,proportion_Commercial
21986,,,2,,,,,,,,,E00023077,,2,2,,,,,,,,,,,,,,,0.0,,,,
21987,1,1,2,,1,,1,1,1,,1,E00023078,1,1,1,1,1,,1,1,,,1,,0.0,0.0,0.0,,,-1.0,0.0,,0.0,0.0
21988,,1,1,1,1,1,,1,1,2,1,E00023079,,1,1,1,,1,,,1,2,1,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,
21989,,1,,2,1,,,,1,,1,E00023080,1,1,1,1,,,,,,1,1,,,,0.0,,,,,-1.0,0.0,
21990,,,,1,,,,,,2,1,E00023081,,1,1,1,1,,,,1,2,,,,,,,0.0,,,0.0,,
21991,,1,1,1,1,,,1,1,2,1,E00023083,,,1,,1,1,,,1,2,1,,,,0.0,0.0,0.0,0.0,0.0,,,
21992,1,1,1,1,1,,,1,,1,1,E00023084,,1,1,1,1,,,,1,1,1,,,,0.0,,0.0,0.0,0.0,0.0,0.0,
21993,,,1,1,,,1,1,1,,1,E00023085,1,,,,,,1,,,,2,,0.0,,1.0,,,,,,,
21994,,,2,,,,,,,2,1,E00023086,,,1,,,,,,,2,1,,,,0.0,,0.0,-1.0,,,,
21995,,1,1,1,1,,1,1,1,1,1,E00023088,1,1,1,1,1,1,1,,1,1,1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21996,1,,,1,1,,,1,1,1,1,E00023089,2,,,1,,,,,1,1,1,,,,0.0,0.0,0.0,,,0.0,,1.0
21997,1,,,2,,,1,,1,,1,E00023091,2,,1,1,1,,,1,,,1,,,,0.0,,,,,-1.0,,1.0
21998,,1,1,1,,1,,1,1,1,1,E00023092,,1,1,1,,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
21999,,1,1,2,1,,,1,1,2,1,E00023093,,1,1,1,,1,,,1,3,1,,,,0.0,0.0,1.0,0.0,,-1.0,0.0,
22000,,,1,1,,,,,1,3,1,E00023094,,,1,,,,,,,4,1,,,,0.0,,1.0,0.0,,,,
22001,,,1,,1,,,,1,3,1,E00023095,,,,1,,1,,,1,3,1,,,,0.0,0.0,0.0,,,,,
22002,1,,1,1,1,,1,1,1,1,1,E00023096,1,1,1,1,,1,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
22003,,,,,1,1,,1,,2,1,E00023097,,,1,,1,1,,,,3,1,0.0,,,0.0,,1.0,,0.0,,,
22004,,,,1,,,,,1,4,1,E00023098,,,1,1,,,,,,4,1,,,,0.0,,0.0,,,0.0,,
22005,1,,1,1,1,1,1,1,1,1,1,E00023099,,1,1,1,1,1,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
22006,1,1,,1,1,1,,1,1,2,1,E00023100,1,1,,1,1,1,,1,1,3,1,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0
22007,,1,,1,,,,,,3,1,E00023101,1,1,,,,,,,,3,1,,,,0.0,,0.0,,,,0.0,
22008,,,,1,,1,,,,3,1,E00023102,,,,,1,,,,,4,,,,,,,1.0,,,,,
22009,,1,1,1,1,,1,1,1,1,1,E00023103,,1,1,1,1,,1,,1,1,1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22010,,,,,,,,,,4,1,E00023104,,,,1,,,,,,4,1,,,,0.0,,0.0,,,,,
22011,,1,,,,,,,1,3,1,E00023105,,1,,,1,1,,,,2,1,,,,0.0,,-1.0,,,,0.0,
22012,,,,1,,,1,,1,1,2,E00023106,,,1,1,,,1,,1,3,,,0.0,,,0.0,2.0,,,0.0,,
22013,,,1,1,1,,,,,2,2,E00023107,,,,,1,,,,,4,1,,,,-1.0,,2.0,,0.0,,,
22014,1,1,1,1,,,1,1,1,1,1,E00023108,1,1,1,1,,,1,1,,2,1,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0
22015,,,1,,1,,1,1,,2,1,E00023109,,,1,,1,,1,,,2,1,,0.0,,0.0,,0.0,0.0,0.0,,,
22016,1,1,1,1,1,,,1,1,3,,E00023110,1,,,1,1,,,1,,3,1,,,0.0,,,0.0,,0.0,0.0,,0.0
22017,,,1,1,,,,1,1,1,1,E00023111,,1,1,1,,,1,1,1,1,1,,,0.0,0.0,0.0,0.0,0.0,,0.0,,
22018,,,1,1,1,,,,1,2,1,E00023112,,1,,1,,1,,1,1,2,1,,,,0.0,0.0,0.0,,,0.0,,
22019,,,,1,1,1,,1,1,1,1,E00023113,,1,1,1,1,1,,1,,1,1,0.0,,0.0,0.0,,0.0,,0.0,0.0,,
22020,,,,2,1,,,1,1,1,1,E00023114,,,,1,,,,,,3,,,,,,,2.0,,,-1.0,,
22021,1,1,1,2,1,,,1,1,2,1,E00023115,,1,1,1,,,,,1,2,1,,,,0.0,0.0,0.0,0.0,,-1.0,0.0,
22022,,,,1,,,,1,1,2,1,E00023116,,,1,1,,,,1,1,3,1,,,0.0,0.0,0.0,1.0,,,0.0,,
22023,1,1,1,1,1,1,,1,1,,1,E00023117,1,1,1,1,,1,,1,1,1,1,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
22024,,1,,2,,,,,1,,,E00023118,,2,,2,,,,1,1,,1,,,,,0.0,,,,0.0,1.0,
22025,,,1,2,1,,,1,1,1,,E00023119,,1,,1,,,,1,1,2,1,,,0.0,,0.0,1.0,,,-1.0,,
22026,,,,2,1,,,1,,2,1,E00023120,,,,1,,1,,,,2,1,,,,0.0,,0.0,,,-1.0,,
22027,,,1,1,1,,,1,,2,1,E00023121,,1,,1,1,,,,1,3,,,,,,,1.0,,0.0,0.0,,
22028,1,1,1,1,1,1,,1,1,1,1,E00023122,1,,1,1,1,1,,,1,2,1,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0
22029,,,1,1,1,1,1,1,1,2,1,E00023123,,1,1,1,,,,,1,3,1,,,,0.0,0.0,1.0,0.0,,0.0,,
22030,,1,1,1,1,1,,,1,1,1,E00023124,1,1,1,1,1,1,,1,1,,1,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
22031,,,,1,,,,,,2,1,E00023125,1,1,,1,,,,,,2,1,,,,0.0,,0.0,,,0.0,,
22032,,1,1,1,1,,1,1,1,1,1,E00023126,,1,1,1,1,,,,,1,1,,,,0.0,,0.0,0.0,0.0,0.0,0.0,
22033,1,1,1,1,,,1,1,2,,1,E00023127,1,1,1,1,,1,1,1,1,,1,,0.0,0.0,0.0,-1.0,,0.0,,0.0,0.0,0.0
22034,,,1,1,,1,,1,1,2,1,E00023128,1,,1,1,,1,,,1,2,1,0.0,,,0.0,0.0,0.0,0.0,,0.0,,
22035,,,,2,,,,,,2,1,E00023129,,1,,1,,,,,1,2,1,,,,0.0,,0.0,,,-1.0,,
22036,2,,,1,1,,1,1,1,1,1,E00023130,1,1,1,1,1,,,,,2,1,,,,0.0,,1.0,,0.0,0.0,,-1.0
22037,3,1,,1,1,,,,1,1,,E00023131,2,1,1,1,1,,,,1,1,1,,,,,0.0,0.0,,0.0,0.0,0.0,-1.0
22038,1,,,1,1,,1,,,1,1,E00023132,1,,,1,,,,1,,1,1,,,,0.0,,0.0,,,0.0,,0.0
22039,1,1,,1,1,1,,,1,2,,E00023133,1,,,1,,,,,,2,1,,,,,,0.0,,,0.0,,0.0
22040,,1,1,1,1,,,,1,2,1,E00023134,,1,1,1,,1,,1,,2,1,,,,0.0,,0.0,0.0,,0.0,0.0,
22041,1,,,1,,,,,1,1,1,E00023135,1,1,1,,,,,,1,1,1,,,,0.0,0.0,0.0,,,,,0.0
22042,,1,,1,,,,,1,1,1,E00023136,,1,1,1,,,,1,,2,1,,,,0.0,,1.0,,,0.0,0.0,
22043,,,,,,1,,,,3,,E00023137,,1,,,1,,,,,2,,,,,,,-1.0,,,,,
22044,,,,,,,,1,,3,1,E00023138,,,,,,1,,,,3,1,,,,0.0,,0.0,,,,,
22045,1,1,1,1,1,1,1,1,1,1,1,E00023139,1,1,1,,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
22046,1,,1,1,1,1,1,,1,2,1,E00023140,1,,1,1,1,1,1,,1,2,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
22047,1,,1,,1,,,,1,1,1,E00023141,1,1,1,,,1,1,,,2,1,,,,0.0,,1.0,0.0,,,,0.0
22048,,1,1,1,,1,1,,1,2,1,E00023142,,1,1,1,1,1,1,1,1,2,1,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,
22049,,,,,1,1,,,,2,1,E00023143,,,,,1,1,,,,3,,0.0,,,,,1.0,,0.0,,,
22050,,,,1,1,1,,1,1,2,2,E00023144,,,,1,1,1,,,1,2,1,0.0,,,-1.0,0.0,0.0,,0.0,0.0,,
22051,,,,1,1,1,,1,,2,1,E00023145,,,,,1,1,,,,2,1,0.0,,,0.0,,0.0,,0.0,,,
22052,,,1,1,,1,,,1,3,1,E00023146,,1,,,,1,,,1,3,1,0.0,,,0.0,0.0,0.0,,,,,
22053,1,1,1,1,1,1,1,,,1,1,E00023147,1,1,,1,1,1,,,1,1,1,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0
22054,,,,,1,1,,,,2,1,E00023148,,,1,,1,1,,1,,1,2,0.0,,,1.0,,-1.0,,0.0,,,
22055,,,,,,,,,,,,E00023149,2,,,,,,,,,,,,,,,,,,,,,
22056,1,,,1,1,,1,1,,,1,E00023152,2,,,1,,,1,1,,,1,,0.0,0.0,0.0,,,,,0.0,,1.0
22057,,,,,,,1,1,,,,E00023153,2,,,,,,,,,,,,,,,,,,,,,
22058,,1,1,,1,1,,1,,1,1,E00023155,,1,1,,1,1,,1,,1,2,0.0,,0.0,1.0,,0.0,0.0,0.0,,0.0,
22059,,1,1,1,1,,1,1,1,,1,E00023156,,1,1,1,1,,1,,1,,1,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
22060,,1,1,,,1,1,1,1,1,1,E00023157,1,1,1,,1,1,1,1,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,
22061,1,1,,1,1,1,,1,1,1,1,E00023158,1,1,1,1,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
22062,1,1,1,1,,,1,1,1,1,1,E00023159,1,1,1,1,,,1,1,1,,1,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
22063,1,1,1,1,1,1,,1,1,1,1,E00023160,1,1,,1,1,1,,,,1,1,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0
22064,,,1,1,1,2,1,1,1,1,1,E00023161,,,,1,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
22065,,,1,1,1,1,1,1,1,2,1,E00023162,,,,1,1,1,,,1,3,1,0.0,,,0.0,0.0,1.0,,0.0,0.0,,
22066,,,1,,1,1,1,1,1,1,1,E00023163,,,,1,1,,,,1,2,1,,,,0.0,0.0,1.0,,0.0,,,
22067,1,1,1,1,1,1,,1,1,2,1,E00023164,1,1,,1,1,1,,,1,2,1,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
22068,,,,1,1,,,,,3,1,E00023165,,,,1,1,,,,,3,1,,,,0.0,,0.0,,0.0,0.0,,
22069,,,,,1,1,,1,1,2,1,E00023166,,,,,1,2,,1,1,1,1,1.0,,0.0,0.0,0.0,-1.0,,0.0,,,
22070,,,,1,,,,,,2,2,E00023167,,,,1,,,,,,4,1,,,,-1.0,,2.0,,,0.0,,
22071,,,1,1,2,1,,,1,2,1,E00023168,,1,1,1,1,1,,1,1,2,1,0.0,,,0.0,0.0,0.0,0.0,-1.0,0.0,,
22072,,1,1,1,1,2,1,1,1,,1,E00023169,,1,,1,1,1,1,1,1,,1,-1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,
22073,1,,,1,1,1,,,1,1,1,E00023170,1,,,1,1,2,,,1,1,1,1.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
22074,1,1,1,1,1,1,1,1,1,1,1,E00023171,0,1,1,1,1,0,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
22075,,,1,1,1,1,,,1,2,1,E00023173,,,,,1,1,,,,2,1,0.0,,,0.0,,0.0,,0.0,,,
22076,2,,1,1,1,1,1,,1,1,1,E00023174,2,1,1,1,,,,,1,1,1,,,,0.0,0.0,0.0,0.0,,0.0,,0.0
22077,,2,,,,,,,,,2,E00023175,,,,,,,,2,,,,,,,,,,,,,,
22078,,,1,1,1,,,,1,2,1,E00023176,,,1,,1,,,,1,2,1,,,,0.0,0.0,0.0,0.0,0.0,,,
22079,,1,,,1,1,1,1,,2,1,E00023177,,1,,1,1,1,,1,1,2,1,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
22080,1,,,1,1,1,,,1,3,1,E00023178,,,,1,1,1,,,1,3,1,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
22081,,1,1,1,1,1,,,1,2,1,E00023179,,1,1,1,1,1,,,1,2,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22082,,,1,,1,1,,1,1,2,1,E00023180,,,,,1,1,,1,1,3,1,0.0,,0.0,0.0,0.0,1.0,,0.0,,,
22083,,,1,,1,1,,,,3,1,E00023181,,,,1,1,,,,1,3,1,,,,0.0,,0.0,,0.0,,,
22084,,1,1,1,1,1,1,1,1,1,1,E00023182,,,1,1,1,1,1,1,,1,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
22085,,1,,1,1,,,1,1,2,1,E00023183,,1,,1,1,1,,,,2,1,,,,0.0,,0.0,,0.0,0.0,0.0,
22086,,,,1,1,1,,,,2,1,E00023184,,,,1,,,,,1,3,,,,,,,1.0,,,0.0,,
22087,,1,1,,1,1,,,1,2,1,E00023185,,1,1,,,1,,1,1,1,1,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,
22088,,,,1,1,1,,,1,2,1,E00023186,,1,1,1,1,1,,,,2,1,0.0,,,0.0,,0.0,,0.0,0.0,,
22089,,,1,,,1,,,,2,1,E00023187,,,,1,,,,1,1,3,,,,,,,1.0,,,,,
22090,,,,,1,1,,1,,1,1,E00023188,,,,,,1,,1,,2,1,0.0,,0.0,0.0,,1.0,,,,,
22091,1,,1,1,1,1,1,,1,1,1,E00023189,1,,,1,1,,1,,1,1,1,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0
22092,,,1,1,1,1,,1,1,1,1,E00023190,1,1,1,1,1,1,1,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
22093,,1,1,1,1,1,1,1,1,1,1,E00023191,,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22094,1,1,1,1,1,1,1,1,1,1,1,E00023192,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22095,1,1,1,1,1,1,1,1,1,1,1,E00023193,,1,,1,1,1,1,1,1,2,2,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,
22096,3,,,1,,,,,,1,1,E00023196,3,,,1,,1,,,,1,1,,,,0.0,,0.0,,,0.0,,0.0
22097,,,,1,1,,,,1,1,2,E00023197,1,,,1,,,,1,,1,2,,,,0.0,,0.0,,,0.0,,
22098,1,,1,1,,,,,1,2,1,E00023198,1,,1,1,1,,,1,1,1,1,,,,0.0,0.0,-1.0,0.0,,0.0,,0.0
22099,,,1,1,1,1,,,1,1,1,E00023199,,1,1,1,1,1,1,1,1,1,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
22100,1,,1,1,1,,,1,1,1,2,E00023200,1,,1,1,1,,1,1,1,2,1,,,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,,0.0
22101,,,,2,1,,,1,,1,1,E00023201,1,1,,2,1,,1,,,1,1,,,,0.0,,0.0,,0.0,0.0,,
22102,1,,,1,,,,,1,2,1,E00023202,1,,,1,,,,,1,2,1,,,,0.0,0.0,0.0,,,0.0,,0.0
22103,1,,,1,,,,,,3,1,E00023203,1,,,1,1,,,,,3,1,,,,0.0,,0.0,,,0.0,,0.0
22104,,,,,,1,1,1,,2,1,E00023204,,1,,,,,,,1,2,1,,,,0.0,,0.0,,,,,
22105,2,,1,1,1,,1,1,,1,1,E00023205,2,1,1,0,,,0,0,,1,1,,-1.0,-1.0,0.0,,0.0,0.0,,-1.0,,0.0
22106,,,1,,1,,,,1,2,2,E00023206,,,,1,,,,,1,2,1,,,,-1.0,0.0,0.0,,,,,
22107,,1,1,1,1,1,1,1,,2,1,E00023207,,1,,1,1,1,1,,1,2,1,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,
22108,,,,1,1,1,,,1,2,1,E00023208,,1,,1,1,1,,,1,2,2,0.0,,,1.0,0.0,0.0,,0.0,0.0,,
22109,,2,1,1,,,1,1,1,,1,E00023209,,2,1,1,1,,1,1,1,,1,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,
22110,,1,2,1,,,1,1,1,,1,E00023210,1,1,1,1,,,1,1,1,,1,,0.0,0.0,0.0,0.0,,-1.0,,0.0,0.0,
22111,,,1,1,1,1,,,1,2,1,E00023211,,,1,1,1,1,,,,2,1,0.0,,,0.0,,0.0,0.0,0.0,0.0,,
22112,1,,1,1,1,,,,,1,1,E00023212,1,1,,1,,1,,,1,1,1,,,,0.0,,0.0,,,0.0,,0.0
22113,,,1,1,1,1,1,1,1,1,2,E00023213,,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,,
22114,,,,,,1,,,,3,1,E00023214,,,,,1,,,,,3,1,,,,0.0,,0.0,,,,,
22115,,,,1,,1,1,1,1,2,1,E00023215,1,1,,1,1,1,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
22116,1,,,1,,1,1,1,1,1,1,E00023216,1,1,,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0
22117,,,,1,1,1,,1,,2,2,E00023217,,,,1,1,,,,1,3,1,,,,-1.0,,1.0,,0.0,0.0,,
22118,,1,1,,1,1,2,1,1,1,1,E00023218,,1,1,,1,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
22119,1,1,1,1,1,1,,1,1,2,1,E00023219,1,1,,1,,1,,1,1,2,1,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
22120,,,,,1,1,,,1,2,1,E00023220,,1,,1,1,1,,1,1,2,1,0.0,,,0.0,0.0,0.0,,0.0,,,
22121,1,,,1,1,1,,,,2,1,E00023221,2,,,1,,,,,,2,1,,,,0.0,,0.0,,,0.0,,1.0
22122,,,1,1,1,1,,1,1,2,2,E00023222,,,,1,,1,,,,2,1,0.0,,,-1.0,,0.0,,,0.0,,
22123,1,1,1,1,1,,,,,,,E00023223,,1,,2,,,,,1,,,,,,,,,,,1.0,0.0,
22124,,1,1,1,1,,,1,1,2,1,E00023224,,,,1,1,,1,,1,2,1,,,,0.0,0.0,0.0,,0.0,0.0,,
22125,1,,1,1,1,1,,1,1,1,1,E00023225,1,1,1,1,1,1,1,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
22126,1,,,,,,,1,,,2,E00023226,,,1,2,,,,,,1,1,,,,-1.0,,,,,,,
22127,,,1,1,1,1,,1,1,1,1,E00023227,,1,1,,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,
22128,,,1,1,1,1,,,1,2,1,E00023228,,1,1,1,,1,,,1,2,1,0.0,,,0.0,0.0,0.0,0.0,,0.0,,
22129,1,,1,1,1,,,,1,1,1,E00023229,1,1,1,1,1,1,,1,1,1,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
22130,1,0,1,1,1,1,1,1,1,1,1,E00023230,1,1,1,1,1,1,1,1,0,1,1,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0
22131,,,,1,,1,,,,3,1,E00023231,,,,,1,,,,,3,1,,,,0.0,,0.0,,,,,
22132,,,1,,1,2,,1,1,2,1,E00023232,,1,1,,1,1,1,1,1,2,1,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,
22133,,,1,1,1,2,,1,1,1,,E00023233,,,,,1,1,,1,1,1,1,-1.0,,0.0,,0.0,0.0,,0.0,,,
22134,,1,1,1,1,1,,,1,2,1,E00023234,,2,,,,1,,1,1,1,2,0.0,,,1.0,0.0,-1.0,,,,1.0,
22135,,,,,1,2,,,1,1,1,E00023235,,,,,1,1,,1,1,1,1,-1.0,,,0.0,0.0,0.0,,0.0,,,
22136,,1,1,1,1,1,1,1,1,1,1,E00023236,,1,1,1,1,1,,1,1,2,1,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
22137,,1,,1,,1,,,,2,1,E00023237,,1,1,1,1,,,,1,2,1,,,,0.0,,0.0,,,0.0,0.0,
22138,2,1,1,1,,,,,1,1,1,E00023238,2,1,1,1,1,,,1,,1,1,,,,0.0,,0.0,0.0,,0.0,0.0,0.0
22139,1,1,,1,,,,,,2,1,E00023239,1,1,,1,,1,,,1,2,1,,,,0.0,,0.0,,,0.0,0.0,0.0
22140,,,,1,,1,,1,,3,1,E00023240,,,,,,,,,1,3,1,,,,0.0,,0.0,,,,,
22141,,1,1,,,2,1,1,1,1,1,E00023241,,1,1,,1,1,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
22142,1,1,1,1,1,,,1,1,1,1,E00023242,2,1,1,1,1,,,,,1,1,,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
22143,1,,,1,,1,,1,1,2,1,E00023243,1,1,,1,,1,,,1,2,1,0.0,,,0.0,0.0,0.0,,,0.0,,0.0
22144,,1,,1,1,1,,,1,2,1,E00023244,,1,,1,,1,,,1,2,1,0.0,,,0.0,0.0,0.0,,,0.0,0.0,
22145,1,1,,1,1,1,,,1,1,1,E00023245,1,1,1,1,,1,1,,,1,1,0.0,,,0.0,,0.0,,,0.0,0.0,0.0
22146,,1,1,,1,1,1,1,1,1,1,E00023246,,1,1,,1,1,1,1,,1,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
22147,,,1,1,1,,1,,1,2,1,E00023247,,,,1,,,,,,2,1,,,,0.0,,0.0,,,0.0,,
22148,,1,1,,0,1,1,0,1,1,2,E00023248,1,1,1,1,0,1,1,1,1,1,1,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,,0.0,
22149,,,1,1,,,,,1,2,2,E00023249,,,1,1,,,,,,3,1,,,,-1.0,,1.0,0.0,,0.0,,
22150,,1,1,1,1,,,1,1,1,1,E00023250,,1,1,1,1,1,1,1,1,1,2,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
22151,,1,,1,,,,,,1,1,E00023251,,2,1,,,,,1,1,1,1,,,,0.0,,0.0,,,,1.0,
22152,1,1,1,1,1,1,1,1,1,1,1,E00023252,1,1,,,,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0
22153,1,,1,1,1,1,1,1,1,1,1,E00023253,1,1,1,1,,,1,1,1,2,1,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0
22154,,,1,1,1,1,1,1,1,3,1,E00023254,,,,,1,1,,,1,2,1,0.0,,,0.0,0.0,-1.0,,0.0,,,
22155,,,1,1,1,1,1,,1,2,1,E00023255,,1,1,1,1,1,,,1,2,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
22156,,,1,1,1,2,,1,1,1,1,E00023256,,1,,,1,1,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,,0.0,,,
22157,,,1,,1,2,,1,1,1,1,E00023257,,1,,,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
22158,1,,1,1,,1,,,,2,1,E00023258,1,,,1,1,,,1,,2,1,,,,0.0,,0.0,,,0.0,,0.0
22159,1,1,1,1,1,1,1,1,1,1,1,E00023259,1,1,1,1,0,,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
22160,2,,,1,1,1,,1,,1,1,E00023260,2,,,1,,1,,1,1,1,1,0.0,,0.0,0.0,,0.0,,,0.0,,0.0
22161,,,,,1,2,,1,1,1,1,E00023261,,1,,1,1,2,,1,1,1,2,0.0,,0.0,1.0,0.0,0.0,,0.0,,,
22162,,,,1,,,,1,1,3,1,E00023262,,,,,1,1,,1,1,3,1,,,0.0,0.0,0.0,0.0,,,,,
22163,1,,1,1,1,1,,,,1,1,E00023263,,1,,1,,,,1,1,,2,,,,1.0,,,,,0.0,,
22164,,,,,1,3,,1,1,1,1,E00023264,,,1,,1,2,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,,0.0,,,
22165,,1,1,1,1,1,1,1,1,1,1,E00023265,,1,1,1,1,,1,1,1,,1,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
22166,,,2,,,,,,,,2,E00023266,,1,1,1,,,,,,,1,,,,-1.0,,,-1.0,,,,
22167,1,1,1,1,1,1,1,1,1,1,1,E00023267,1,1,1,1,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22168,,,1,,1,1,,1,1,1,1,E00023268,,1,,,1,1,1,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
22169,1,1,0,1,0,2,,1,1,,1,E00023269,1,1,,1,0,2,,1,1,1,1,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
22170,,,,1,1,1,,1,1,1,1,E00023270,,,,1,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
22171,,,,1,1,,,1,,2,,E00023271,,,1,,,,,,1,3,1,,,,,,1.0,,,,,
22172,,1,1,,,1,,1,1,1,1,E00023272,1,1,1,1,1,1,,1,1,2,1,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,
22173,,2,1,,,,1,,1,,1,E00023273,,2,1,,,1,1,,,,1,,0.0,,0.0,,,0.0,,,0.0,
22174,,,,1,,1,,,1,3,1,E00023274,,1,,1,,1,,,,4,1,0.0,,,0.0,,1.0,,,0.0,,
22175,1,,,1,,,,,1,2,1,E00023275,2,,,1,,1,,,1,1,1,,,,0.0,0.0,-1.0,,,0.0,,1.0
