,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_Fences,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Leafy green residential,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Sheds,clusters_2011_cleanup_Terraced,clusters_2011_cleanup_Vehicles,OA11CD_,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles,proportion_Low-density,proportion_Open green space,proportion_Other green,proportion_Vehicles,proportion_Sheds,proportion_Terraced,proportion_Fences,proportion_Leafy green residential,proportion_High-density,proportion_Estates,proportion_Commercial
0,,,,2,,,,,,,,E00000001,1,,,1,,,,,,,1,,,,,,,,,-1.0,,
1,,,,2,,,,,,,2,E00000005,,,,,,,,,,,2,,,,0.0,,,,,,,
2,1,,1,2,,,0,,,0,0,E00000007,1,,1,1,,,,,,1,1,,,,1.0,,1.0,0.0,,-1.0,,0.0
3,1,,,2,,,,,,,,E00000013,1,,,1,,,1,,,,,,,,,,,,,-1.0,,0.0
4,,,,,,,,,,,,E00000014,,,1,,,,,,,,,,,,,,,,,,,
5,,,,2,,,,,,,,E00000016,2,,,,,,,,,,,,,,,,,,,,,
6,,,,1,,,,,,,1,E00000017,1,,,1,,,,,,,1,,,,0.0,,,,,0.0,,
7,,,,,,,,,,,,E00000018,,,,1,,,,,,,,,,,,,,,,,,
8,1,,,2,,,,,,,,E00000019,1,,,2,,,,,,,1,,,,,,,,,0.0,,0.0
9,1,,1,1,,,,0,,0,1,E00000021,1,,1,1,0,0,,0,1,1,1,,,0.0,0.0,,1.0,0.0,,0.0,,0.0
10,,,1,1,,,,1,,,,E00000023,,1,1,2,,,,,,,,,,,,,,0.0,,1.0,,
11,1,1,1,1,0,0,1,0,,0,1,E00000024,1,1,1,1,0,0,0,1,0,1,1,0.0,-1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
12,1,,1,2,,0,1,0,,1,1,E00000025,1,0,1,2,,,,0,0,1,1,,,0.0,0.0,,0.0,0.0,,0.0,,0.0
13,1,0,1,2,,,,0,,0,1,E00000026,1,0,0,1,0,,,0,0,1,1,,,0.0,0.0,,1.0,-1.0,,-1.0,0.0,0.0
14,1,,,2,,,,1,,1,1,E00000027,1,,1,2,0,,,0,,1,1,,,-1.0,0.0,,0.0,,,0.0,,0.0
15,1,0,,2,0,,,,,0,1,E00000028,1,,0,2,,,0,,,1,1,,,,0.0,,1.0,,,0.0,,0.0
16,1,1,1,1,0,,1,1,0,,1,E00000029,2,0,1,1,,,1,1,0,,1,,0.0,0.0,0.0,0.0,,0.0,,0.0,-1.0,1.0
17,2,,,1,,,,,,,1,E00000030,2,1,,1,,,,,,,1,,,,0.0,,,,,0.0,,0.0
18,,,,,,,,,,,,E00000031,,,,2,,,,,,,,,,,,,,,,,,
19,,,,2,,,,,,,,E00000032,1,1,1,1,,,,,,,,,,,,,,,,-1.0,,
20,1,0,1,1,,,0,0,0,0,1,E00000035,2,0,1,1,0,,0,0,0,1,1,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0
21,,1,,1,,1,,,1,3,1,E00000037,,1,1,1,1,1,,,1,3,1,0.0,,,0.0,0.0,0.0,,,0.0,0.0,
22,1,,,,,1,,,1,2,,E00000038,1,1,1,,1,1,,1,1,3,1,0.0,,,,0.0,1.0,,,,,0.0
23,,1,,1,2,,,,1,,2,E00000039,,2,,1,,1,,,1,,1,,,,-1.0,0.0,,,,0.0,1.0,
24,1,1,1,1,1,1,1,1,1,,1,E00000040,,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
25,1,,1,1,1,1,1,1,1,1,1,E00000041,1,,1,1,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
26,1,1,,1,,,1,1,1,,1,E00000042,1,1,,1,,,,1,1,,,,,0.0,,0.0,,,,0.0,0.0,0.0
27,,1,,,,,,1,1,,,E00000043,,2,,,,,,1,,,,,,0.0,,,,,,,1.0,
28,,1,1,1,1,1,1,1,2,,1,E00000045,1,1,1,1,1,1,,1,1,,1,0.0,,0.0,0.0,-1.0,,0.0,0.0,0.0,0.0,
29,,,1,2,1,,1,,1,,1,E00000046,,,1,2,,,,1,,,1,,,,0.0,,,0.0,,0.0,,
30,,1,1,1,,,,1,,,1,E00000048,1,1,1,1,,1,,1,,,1,,,0.0,0.0,,,0.0,,0.0,0.0,
31,,,1,,1,2,,,1,2,1,E00000049,,,,,1,2,,1,1,1,1,0.0,,,0.0,0.0,-1.0,,0.0,,,
32,1,1,1,1,,1,1,1,,,,E00000050,1,1,1,,,,,1,,,1,,,0.0,,,,0.0,,,0.0,0.0
33,1,,,,1,1,,1,1,2,1,E00000051,1,,1,1,,,,,1,2,1,,,,0.0,0.0,0.0,,,,,0.0
34,,1,1,1,1,1,2,1,1,,1,E00000052,,1,1,1,1,1,1,1,1,,1,0.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
35,,,,1,1,1,1,,1,2,1,E00000053,,,,1,,1,1,1,1,1,1,0.0,0.0,,0.0,0.0,-1.0,,,0.0,,
36,1,,,,1,1,1,,,2,1,E00000054,1,,,1,,1,,,,2,1,0.0,,,0.0,,0.0,,,,,0.0
37,,,1,1,1,1,1,1,1,1,1,E00000055,,,,,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
38,0,0,1,1,1,,2,1,1,,1,E00000056,1,1,1,1,,,1,1,1,,2,,-1.0,0.0,1.0,0.0,,0.0,,0.0,1.0,1.0
39,,1,1,1,,,1,2,1,,1,E00000057,,1,1,2,,,,1,,,1,,,-1.0,0.0,,,0.0,,1.0,0.0,
40,,,,,,1,2,,,2,,E00000059,,,,,,,,,,2,2,,,,,,0.0,,,,,
41,,,1,,1,2,,1,1,1,1,E00000060,,1,,1,,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,,,,
42,1,1,1,1,1,,2,1,1,,1,E00000061,1,1,1,1,,,,1,1,,1,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
43,1,1,1,1,0,1,1,1,1,,1,E00000062,1,1,1,1,0,,1,1,1,0,1,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
44,,,,1,,1,,,,3,1,E00000063,,,,1,,,,,,3,1,,,,0.0,,0.0,,,0.0,,
45,1,,,,,1,,,,2,1,E00000064,,,1,1,,1,,1,1,2,1,0.0,,,0.0,,0.0,,,,,
46,1,1,1,1,,1,1,1,1,2,,E00000065,1,1,,1,,1,,1,1,2,1,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0
47,,,,1,,,,,,4,,E00000066,1,,,,1,,,,,3,,,,,,,-1.0,,,,,
48,,,1,1,,1,1,,1,1,1,E00000067,,1,,,,1,1,,1,1,1,0.0,0.0,,0.0,0.0,0.0,,,,,
49,,,1,,1,1,1,,1,3,1,E00000068,,1,,,,1,,,,3,1,0.0,,,0.0,,0.0,,,,,
50,,,1,1,,1,1,1,1,,,E00000069,,,1,2,1,,1,1,,,1,,0.0,0.0,,,,0.0,,1.0,,
51,,1,1,1,1,2,,2,1,,1,E00000070,,1,1,1,1,2,,1,1,1,1,0.0,,-1.0,0.0,0.0,,0.0,0.0,0.0,0.0,
52,,1,1,,,3,,1,1,,1,E00000071,,,,,1,2,,1,1,,1,-1.0,,0.0,0.0,0.0,,,,,,
53,,1,,,1,2,,1,1,,1,E00000072,,,,,1,2,1,1,1,1,1,0.0,,0.0,0.0,0.0,,,0.0,,,
54,,,1,,1,2,,1,1,,1,E00000073,,,,,,2,,1,1,,2,0.0,,0.0,1.0,0.0,,,,,,
55,,1,,,1,2,,1,1,,1,E00000074,,1,,,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,,0.0,,0.0,
56,,,1,,1,2,,1,1,,1,E00000075,,1,1,,1,2,,2,1,,1,0.0,,1.0,0.0,0.0,,0.0,0.0,,,
57,,,1,,1,3,,1,,,1,E00000076,,,1,,1,2,,1,1,,1,-1.0,,0.0,0.0,,,0.0,0.0,,,
58,,1,1,1,1,2,1,2,1,,1,E00000077,,1,1,1,1,2,,1,1,,1,0.0,,-1.0,0.0,0.0,,0.0,0.0,0.0,0.0,
59,,1,1,,1,3,,1,1,,1,E00000078,,1,1,1,1,2,,1,1,1,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,
60,,1,1,,,2,1,1,1,,1,E00000079,,1,1,,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,,0.0,,,0.0,
61,,,1,1,1,1,1,1,1,,1,E00000080,,,1,,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
62,,1,,1,1,2,1,1,1,,1,E00000081,,1,1,,1,1,,1,1,1,2,-1.0,,0.0,1.0,0.0,,,0.0,,0.0,
63,,1,,1,1,2,,1,1,,1,E00000082,,,1,,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,,0.0,,,
64,,1,1,1,1,2,,2,1,,1,E00000083,,1,,,1,1,,1,1,,2,-1.0,,-1.0,1.0,0.0,,,0.0,,0.0,
65,,,,,,2,1,1,1,,1,E00000084,,1,,,1,1,,1,,1,1,-1.0,,0.0,0.0,,,,,,,
66,,1,,1,,2,1,1,1,,1,E00000085,,1,,,,2,,2,,,1,0.0,,1.0,0.0,,,,,,0.0,
67,,1,,,1,3,,1,,,,E00000086,,1,,,1,2,,1,,,1,-1.0,,0.0,,,,,0.0,,0.0,
68,,,,,1,2,,1,1,,1,E00000087,1,1,1,,1,2,,2,,,1,0.0,,1.0,0.0,,,,0.0,,,
69,,1,,,1,2,,1,,,1,E00000088,,1,,,1,2,,1,1,,1,0.0,,0.0,0.0,,,,0.0,,0.0,
70,,,,,1,2,,1,1,,1,E00000089,,1,1,,1,1,1,1,,,2,-1.0,,0.0,1.0,,,,0.0,,,
71,1,1,,1,1,3,,1,,,1,E00000090,,1,1,1,1,2,,1,1,,1,-1.0,,0.0,0.0,,,,0.0,0.0,0.0,
72,,1,,,1,3,,1,1,,1,E00000091,,1,,,1,2,,1,,,1,-1.0,,0.0,0.0,,,,0.0,,0.0,
73,,,1,1,1,1,2,1,1,0,1,E00000092,,,1,1,1,1,2,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
74,2,1,,,,2,,1,,,1,E00000093,2,1,1,,,1,,1,1,,1,-1.0,,0.0,0.0,,,,,,0.0,0.0
75,,1,1,,1,2,1,1,1,,1,E00000094,,1,1,,1,1,,1,1,,2,-1.0,,0.0,1.0,0.0,,0.0,0.0,,0.0,
76,,1,,1,1,3,,1,1,,1,E00000095,,1,,1,1,2,,1,1,,1,-1.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,
77,,1,1,1,1,2,,1,1,,1,E00000096,,1,1,,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,
78,,1,1,,1,2,1,1,1,1,1,E00000097,,1,,,,2,,1,1,,1,0.0,,0.0,0.0,0.0,,,,,0.0,
79,,,,1,1,1,1,1,,,1,E00000098,,,,,1,2,1,1,1,,1,1.0,0.0,0.0,0.0,,,,0.0,,,
80,,,1,1,,,2,1,1,,1,E00000099,,,1,,,1,2,1,1,1,1,,0.0,0.0,0.0,0.0,,0.0,,,,
81,1,1,1,,1,2,1,1,1,,1,E00000100,1,1,1,,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
82,,1,,,1,2,,1,1,1,1,E00000101,,1,,,1,2,,2,1,,1,0.0,,1.0,0.0,0.0,,,0.0,,0.0,
83,,1,,,,2,1,2,1,,,E00000102,,1,,1,1,1,,2,1,1,1,-1.0,,0.0,,0.0,,,,,0.0,
84,,1,,,1,2,,1,1,,,E00000103,,,,,1,2,,1,,,1,0.0,,0.0,,,,,0.0,,,
85,,1,1,1,1,2,1,1,1,1,,E00000104,,1,1,,1,1,,1,1,1,2,-1.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,
86,1,,1,1,1,2,,1,,1,1,E00000106,,1,,1,1,1,,1,,1,1,-1.0,,0.0,0.0,,0.0,,0.0,0.0,,
87,,1,,1,1,3,,1,,,1,E00000107,,1,1,,1,2,,1,1,,1,-1.0,,0.0,0.0,,,,0.0,,0.0,
88,,1,1,1,1,2,1,1,1,,1,E00000108,,1,,1,1,2,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,
89,,,1,1,1,3,1,1,1,,,E00000109,,1,1,1,1,2,,1,,1,1,-1.0,,0.0,,,,0.0,0.0,0.0,,
90,,1,1,1,1,2,1,2,1,,1,E00000110,,1,1,1,1,1,1,2,1,,1,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
91,,,,1,1,2,,1,1,,1,E00000111,,1,,1,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,,0.0,0.0,,
92,,1,1,,,2,1,1,1,,1,E00000112,,1,1,,1,1,,1,1,,1,-1.0,,0.0,0.0,0.0,,0.0,,,0.0,
93,,1,1,,1,3,,1,,,1,E00000113,,1,1,,1,2,,1,,,2,-1.0,,0.0,1.0,,,0.0,0.0,,0.0,
94,,1,,,1,3,,1,1,,1,E00000114,1,1,1,,1,1,,1,1,,1,-2.0,,0.0,0.0,0.0,,,0.0,,0.0,
95,,1,,1,1,2,,2,1,,1,E00000115,1,1,1,,1,1,,2,1,,1,-1.0,,0.0,0.0,0.0,,,0.0,,0.0,
96,,1,1,1,,2,,1,1,1,1,E00000116,,1,,,1,1,,1,1,,1,-1.0,,0.0,0.0,0.0,,,,,0.0,
97,1,1,1,,,1,1,1,1,,1,E00000117,1,1,1,1,,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0
98,,1,,1,1,2,,1,1,,,E00000118,,,,,1,2,,1,1,1,2,0.0,,0.0,,0.0,,,0.0,,,
99,,1,1,,1,1,,2,1,,,E00000119,,1,1,,1,1,,2,1,,1,0.0,,0.0,,0.0,,0.0,0.0,,0.0,
100,,1,1,,1,3,,1,1,1,1,E00000120,,1,1,1,1,2,,1,1,,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,
101,1,1,,1,1,1,1,1,1,,1,E00000121,1,1,,,1,1,,1,,,1,0.0,,0.0,0.0,,,,0.0,,0.0,0.0
102,,1,,1,1,2,,1,1,,1,E00000122,,1,,,1,1,,1,,1,1,-1.0,,0.0,0.0,,,,0.0,,0.0,
103,,1,1,1,1,2,1,1,1,,1,E00000123,,1,1,1,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
104,,1,1,1,1,2,,1,1,,1,E00000124,,1,1,1,1,1,,1,1,1,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
105,,1,1,1,1,2,1,1,1,1,1,E00000125,,1,1,,1,1,,1,1,,2,-1.0,,0.0,1.0,0.0,,0.0,0.0,,0.0,
106,,1,1,1,1,1,1,1,1,,1,E00000126,1,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
107,1,,1,,1,1,1,1,1,,1,E00000127,1,1,1,1,1,1,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0
108,,1,,,1,1,,2,,,1,E00000128,,1,,,1,1,,1,1,,2,0.0,,-1.0,1.0,,,,0.0,,0.0,
109,1,1,1,,,1,,2,,,1,E00000129,1,1,1,,1,1,1,1,1,,1,0.0,,-1.0,0.0,,,0.0,,,0.0,0.0
110,,1,,,,2,,1,1,,1,E00000130,,1,,,1,1,,2,1,,1,-1.0,,1.0,0.0,0.0,,,,,0.0,
111,,,1,,1,2,1,1,1,,1,E00000131,,1,1,1,1,1,,1,1,1,2,-1.0,,0.0,1.0,0.0,,0.0,0.0,,,
112,,1,1,,1,2,,1,1,,1,E00000132,,1,,,,2,1,1,1,,1,0.0,,0.0,0.0,0.0,,,,,0.0,
113,,1,,,1,2,1,1,1,,1,E00000133,,1,,,1,1,,1,1,,2,-1.0,,0.0,1.0,0.0,,,0.0,,0.0,
114,,1,,1,1,2,,1,1,,1,E00000134,,1,1,,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,,0.0,,0.0,
115,,,1,1,1,2,1,1,1,,1,E00000135,,1,1,,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,,,
116,,,1,1,1,2,1,1,1,1,1,E00000136,,1,1,1,,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,
117,,1,1,1,1,1,1,1,1,,1,E00000137,,2,,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,
118,1,1,1,,1,1,1,1,1,,1,E00000138,1,1,1,1,1,1,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
119,,1,1,,1,1,1,1,1,,1,E00000139,,1,1,1,1,1,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,
120,,1,1,1,1,1,1,2,1,,1,E00000140,1,1,,1,1,1,,2,1,,1,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,
121,,1,1,,,,2,2,,,1,E00000141,,1,1,,,,1,2,1,,1,,-1.0,0.0,0.0,,,0.0,,,0.0,
122,,,1,,1,1,2,1,1,,1,E00000142,,1,1,,1,1,1,2,1,,1,0.0,-1.0,1.0,0.0,0.0,,0.0,0.0,,,
123,,1,,,1,2,1,2,1,,1,E00000143,,1,1,,,1,1,2,1,,1,-1.0,0.0,0.0,0.0,0.0,,,,,0.0,
124,,,,,1,3,1,1,1,,1,E00000144,,,1,,1,2,1,1,1,,1,-1.0,0.0,0.0,0.0,0.0,,,0.0,,,
125,,1,,,1,4,,1,1,,,E00000145,,1,,,1,3,,1,1,,1,-1.0,,0.0,,0.0,,,0.0,,0.0,
126,,,,,1,2,1,1,1,,1,E00000146,,,,,1,2,1,2,1,1,1,0.0,0.0,1.0,0.0,0.0,,,0.0,,,
127,1,,,,,3,,1,1,1,,E00000147,1,,,,1,3,,1,1,,1,0.0,,0.0,,0.0,,,,,,0.0
128,,,,,1,3,,,,,1,E00000148,,,,,,4,,,,,1,1.0,,,0.0,,,,,,,
129,,1,1,1,1,1,1,1,1,1,1,E00000149,,1,,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
130,,1,1,,1,2,1,1,1,,1,E00000150,,1,1,,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,
131,,0,1,,1,1,2,1,1,,1,E00000151,0,1,1,0,1,1,2,1,1,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,
132,,,1,,1,2,,1,1,1,1,E00000152,1,1,,1,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
133,1,,1,1,1,2,,1,1,1,1,E00000153,1,1,1,1,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
134,1,,,1,,2,1,1,1,1,1,E00000154,1,,,,1,1,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,,,,,0.0
135,1,,,1,,1,,1,1,1,1,E00000155,1,1,,1,,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0
136,0,0,1,,1,1,3,1,1,,1,E00000156,0,1,1,0,1,1,2,1,1,0,1,0.0,-1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0
137,,1,1,1,1,2,1,2,1,,1,E00000157,1,1,,,1,1,1,1,1,,1,-1.0,0.0,-1.0,0.0,0.0,,,0.0,,0.0,
138,,0,1,,1,1,2,1,1,,1,E00000158,,1,1,1,1,1,1,2,1,,1,0.0,-1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,
139,,1,1,1,1,1,1,1,1,,1,E00000159,,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
140,,1,1,1,1,1,1,2,2,,1,E00000160,,1,1,1,1,1,1,2,1,,1,0.0,0.0,0.0,0.0,-1.0,,0.0,0.0,0.0,0.0,
141,,1,1,,1,1,1,1,1,,1,E00000161,,2,1,,1,1,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,
142,,1,1,1,1,1,1,1,1,,1,E00000162,,1,,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,
143,1,1,1,1,1,1,2,1,1,,1,E00000163,,1,1,,1,1,1,1,1,1,1,0.0,-1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
144,,1,1,,1,1,1,1,1,1,1,E00000164,,1,1,,,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
145,,1,1,,1,2,,1,1,1,,E00000165,,2,,1,1,1,,1,1,1,1,-1.0,,0.0,,0.0,0.0,,0.0,,1.0,
146,,,,1,1,1,,1,2,,,E00000166,,,,,,1,,2,,,1,0.0,,1.0,,,,,,,,
147,,1,,1,1,2,,,1,1,1,E00000167,,1,1,,1,2,,,1,1,1,0.0,,,0.0,0.0,0.0,,0.0,,0.0,
148,,1,,1,1,2,1,1,1,,1,E00000168,,1,1,,1,1,,1,1,1,1,-1.0,,0.0,0.0,0.0,,,0.0,,0.0,
149,,1,1,1,,1,,1,1,,1,E00000169,,1,1,1,1,1,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,
150,,,1,1,1,2,,2,1,1,1,E00000170,,1,,1,1,2,1,1,1,1,1,0.0,,-1.0,0.0,0.0,0.0,,0.0,0.0,,
151,,1,,,1,2,1,2,1,,1,E00000171,,1,1,1,1,1,1,2,1,,1,-1.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,
152,,,1,1,1,2,,1,1,,1,E00000172,,1,,1,,2,,1,1,1,1,0.0,,0.0,0.0,0.0,,,,0.0,,
153,1,1,1,0,1,1,1,1,1,,1,E00000173,1,,1,,1,1,0,1,1,0,1,0.0,-1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
154,1,,,,,3,1,1,1,1,1,E00000174,,,,,1,2,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,,,,,
155,1,1,1,1,,1,1,1,1,1,1,E00000175,1,1,1,1,,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
156,,,1,,1,2,,1,,1,1,E00000176,,1,,,,3,,1,1,1,1,1.0,,0.0,0.0,,0.0,,,,,
157,1,1,,1,1,1,1,1,1,1,1,E00000177,1,1,,1,,1,,2,1,,1,0.0,,1.0,0.0,0.0,,,,0.0,0.0,0.0
158,,1,,1,1,2,1,1,1,1,1,E00000178,,,1,1,1,2,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
159,,,,1,1,3,,1,1,1,1,E00000179,,,,,1,2,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,,0.0,,,
160,1,,1,1,1,1,1,1,1,1,1,E00000180,,,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
161,,,,,1,3,,1,1,1,1,E00000181,,,,,1,3,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
162,,1,1,,1,1,1,1,1,1,1,E00000182,,,,,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
163,1,1,1,,1,3,1,1,1,,1,E00000183,1,1,1,,1,1,,1,1,,2,-2.0,,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0
164,,,1,,,4,,1,1,,1,E00000184,,,,,1,3,,1,1,1,1,-1.0,,0.0,0.0,0.0,,,,,,
165,,,1,,1,3,,1,1,1,1,E00000185,,1,1,,1,2,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,
166,,,1,,1,3,,1,1,1,1,E00000186,,,,,1,2,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,,0.0,,,
167,,1,1,1,1,2,,1,1,,1,E00000187,,1,1,1,1,1,,1,1,,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
168,,1,,,,3,1,1,1,1,1,E00000188,,1,,,1,2,,1,,1,1,-1.0,,0.0,0.0,,0.0,,,,0.0,
169,1,,1,,1,3,,1,1,,1,E00000189,1,1,1,1,1,2,1,1,1,1,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0
170,,1,,,,2,,1,1,1,1,E00000190,,,,1,,1,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,,,,,
171,,1,,,1,2,1,1,1,,1,E00000191,,1,1,1,1,1,1,1,1,,1,-1.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,
172,1,1,,1,1,2,1,1,1,,1,E00000192,,,1,1,1,1,,1,1,1,1,-1.0,,0.0,0.0,0.0,,,0.0,0.0,,
173,,,1,1,1,1,,1,1,,1,E00000193,,,,1,1,1,1,1,2,,1,0.0,,0.0,0.0,1.0,,,0.0,0.0,,
174,,,1,,1,2,1,1,1,,1,E00000194,,,1,,1,1,1,1,1,,1,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
175,0,0,1,1,1,2,2,1,1,,1,E00000195,,1,1,,1,1,2,1,1,0,1,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,
176,,,1,1,1,3,1,1,1,,,E00000196,,,1,1,1,2,,1,1,1,1,-1.0,,0.0,,0.0,,0.0,0.0,0.0,,
177,,0,0,,1,1,3,1,1,,1,E00000197,,1,1,0,1,1,3,1,1,,1,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,1.0,
178,1,1,1,1,1,1,1,1,1,,1,E00000199,0,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-1.0
179,,1,,,1,2,,1,1,,1,E00000200,,1,,,1,1,,1,1,,1,-1.0,,0.0,0.0,0.0,,,0.0,,0.0,
180,,,,1,1,1,1,1,,1,,E00000201,,,1,1,,1,1,1,1,2,1,0.0,0.0,0.0,,,1.0,,,0.0,,
181,,1,1,1,1,1,1,1,1,,1,E00000202,,1,1,,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
182,,,,,,2,,,2,,,E00000203,,1,,1,1,2,,1,,,1,0.0,,,,,,,,,,
183,,1,1,1,,1,,1,,,2,E00000204,,1,1,,1,1,1,1,1,,2,0.0,,0.0,0.0,,,0.0,,,0.0,
184,,1,1,,1,1,1,1,1,,1,E00000205,,1,1,,1,1,1,1,1,,2,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,
185,,1,1,,1,1,1,2,1,,1,E00000206,,1,1,1,,1,,1,1,,2,0.0,,-1.0,1.0,0.0,,0.0,,,0.0,
186,,1,1,1,1,2,1,1,1,,2,E00000207,1,1,,,1,1,1,1,1,1,1,-1.0,0.0,0.0,-1.0,0.0,,,0.0,,0.0,
187,,1,1,,1,1,,1,1,,1,E00000208,,1,1,1,1,2,,1,1,1,1,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,
