,proportion_Commercial,proportion_Estates,proportion_Green space,proportion_High-density,proportion_Low-density,lsoa
0,8.715890850722309,0.0,-1.68539325842696,-1.2145532370251395,0.0,E01000001
1,10.032581453634078,0.0,-0.15288220551379,-2.9924812030075216,0.28571428571428,E01000002
2,-0.42328042328043014,1.42857142857142,1.005291005291,2.645502645502649,1.42857142857142,E01000003
3,9.125457875457869,0.13278388278387998,-0.7097069597069599,-1.0760073260073195,-0.89285714285714,E01000005
4,0.0,0.5494505494505401,-3.0913530913530893,-10.434010434010428,-1.0489510489510465,E01000006
5,1.7039611333735305,2.5887442817121205,-13.46856271498989,3.260753927444229,-2.1064576758041103,E01000007
6,3.2506262674460196,2.821185733031131,-21.806036025289277,-2.1293093164738197,-1.91458904926637,E01000008
7,3.7491090520313604,0.66999287241625,-3.62794012829651,3.7063435495367116,-5.87669280114041,E01000009
8,2.2457779374775413,-1.5199425080847995,-8.995688106360047,1.3438735177865695,-2.4344232842256597,E01000010
9,-2.23188405797102,0.6666666666666601,1.27536231884058,1.855072463768117,0.8115942028985508,E01000011
10,-0.6243756243756298,4.8326673326673415,-3.0094905094905107,-2.6036463536463614,-4.77022977022977,E01000012
11,-0.3258954785672401,1.9495008807985896,-1.030534351145029,-1.5208455666471004,-13.884321785085138,E01000013
12,0.32051282051282,1.5837104072398198,1.6025641025641022,-2.9600301659125203,-4.531171442936149,E01000014
13,-0.390625,1.2412383177569999,3.9865654205607406,1.08790887850467,-11.981600467289724,E01000015
14,0.6591337099811603,3.43691148775894,-0.5447941888619905,0.7129405434490197,-14.548022598870062,E01000016
15,0.0,1.1831602740693703,0.5333050787596285,0.7981917072826201,-14.392173483082566,E01000017
16,0.0,1.56382797892232,4.045554988951221,-0.42920278769336,-13.785483596804362,E01000018
17,0.77519379844961,1.4363885088919304,0.5699954400364824,-0.6155950752394004,-20.93023255813954,E01000019
18,0.0,2.8786816269284694,2.857643758765782,-1.0273492286115,-14.635343618513332,E01000020
19,-0.4884004884004902,0.3174603174603199,-5.62881562881563,-0.57387057387057,-10.903540903540904,E01000021
20,0.0,5.080341880341882,-4.030769230769231,-1.4188034188034102,-13.617094017094011,E01000022
21,0.0,-1.2123745819398,-1.367654085045391,-0.5613951266125099,-9.645246058289537,E01000024
22,0.38551629904353,6.680655865703691,-1.49814561780207,-1.28342767909428,-11.74604723794652,E01000025
23,0.7344240366311601,4.404829277494809,-3.3595719504038755,0.44159764023940995,-5.957280787501498,E01000027
24,0.0,9.23397602918186,-6.24283480979677,2.7879103699843695,-4.0437727983324585,E01000028
25,0.54054054054054,1.1069580218516402,-4.695227142035652,-0.2616446233467499,-2.9729729729729684,E01000029
26,-0.22421524663677,7.4680133294935604,-9.385156539268532,0.26021310733533976,-4.384539433085113,E01000030
27,0.46082949308754995,1.11868029119081,-4.906609675193128,1.8065851866693388,-5.769273581335288,E01000031
28,0.22034074742358012,2.8262604531732602,-2.6614386342343597,1.33939414969291,-8.019015233006002,E01000032
29,0.0,3.5190615835777095,0.6028022157054487,0.7005539263603793,-8.846529814271744,E01000033
30,-0.29761904761904,1.8510452961672499,-0.68234610917537,-0.8420441347270602,-16.1295005807201,E01000034
31,1.78193366266761,2.0653963773229798,-0.15760997412374067,0.7433545048224,-4.7718183956716,E01000035
32,-0.68493150684931,-0.34246575342465,1.0921151979290311,6.962571459389489,-12.595728616114773,E01000036
33,-0.03069242101816999,0.8839417253233001,3.1940579472908794,2.31625470617122,-13.789081682763133,E01000037
34,-0.30824140168722014,1.9305645684620303,0.9502178548252527,-0.43107444145731,-8.46157411699268,E01000038
35,-0.33557046979865,0.20095208365850004,1.4359294521616945,0.8935539253940998,-8.514125175589204,E01000039
36,-0.1465648854961903,3.01679389312977,2.3236641221374015,-0.40305343511450964,-13.099236641221381,E01000040
37,0.45871559633027,3.7896965419901196,-0.2470007057162995,-1.7007762879322499,-6.2032462949894125,E01000041
38,0.0,3.7785947712418304,-11.6625816993464,1.87908496732026,-5.964052287581705,E01000042
