LSOA11CD,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Terraced,count,lsoa
E01000001,0.4444444444444444,0.0,0.5111111111111111,0.0,0.0,0.0,0.044444444444444446,45,E01000001
E01000002,0.5490196078431373,0.0,0.37254901960784315,0.0196078431372549,0.0,0.0,0.058823529411764705,51,E01000002
E01000003,0.10526315789473684,0.05263157894736842,0.631578947368421,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.0,19,E01000003
E01000005,0.7155172413793104,0.008620689655172414,0.21551724137931033,0.0,0.02586206896551724,0.034482758620689655,0.0,116,E01000005
E01000006,0.0,0.0,0.03389830508474576,0.6101694915254238,0.00847457627118644,0.06779661016949153,0.2796610169491525,118,E01000006
E01000007,0.14166666666666666,0.16666666666666666,0.30833333333333335,0.125,0.09166666666666666,0.16666666666666666,0.0,120,E01000007
E01000008,0.04054054054054054,0.08108108108108109,0.04054054054054054,0.0,0.12162162162162163,0.7162162162162162,0.0,74,E01000008
E01000009,0.1693548387096774,0.056451612903225805,0.07258064516129033,0.11290322580645161,0.0,0.04032258064516129,0.5483870967741935,124,E01000009
E01000010,0.28365384615384615,0.07211538461538461,0.19230769230769232,0.02403846153846154,0.057692307692307696,0.23076923076923078,0.13942307692307693,208,E01000010
E01000011,0.009433962264150943,0.0,0.018867924528301886,0.12264150943396226,0.0,0.0,0.8490566037735849,106,E01000011
E01000012,0.037037037037037035,0.08641975308641975,0.3333333333333333,0.20987654320987653,0.0,0.07407407407407407,0.25925925925925924,81,E01000012
E01000013,0.11180124223602485,0.024844720496894408,0.006211180124223602,0.6583850931677019,0.0,0.19875776397515527,0.0,161,E01000013
E01000014,0.0,0.008849557522123894,0.004424778761061947,0.5398230088495575,0.1902654867256637,0.25663716814159293,0.0,226,E01000014
E01000015,0.0,0.0,0.014285714285714285,0.5857142857142857,0.11428571428571428,0.2714285714285714,0.014285714285714285,140,E01000015
E01000016,0.024691358024691357,0.018518518518518517,0.018518518518518517,0.691358024691358,0.018518518518518517,0.20987654320987653,0.018518518518518517,162,E01000016
E01000017,0.0,0.013245033112582781,0.013245033112582781,0.6556291390728477,0.006622516556291391,0.31125827814569534,0.0,151,E01000017
E01000018,0.0,0.019736842105263157,0.006578947368421052,0.7039473684210527,0.006578947368421052,0.2565789473684211,0.006578947368421052,152,E01000018
E01000019,0.0,0.04597701149425287,0.028735632183908046,0.6494252873563219,0.011494252873563218,0.25287356321839083,0.011494252873563218,174,E01000019
E01000020,0.0,0.054878048780487805,0.042682926829268296,0.573170731707317,0.006097560975609756,0.3231707317073171,0.0,164,E01000020
E01000021,0.08771929824561403,0.043859649122807015,0.008771929824561403,0.4824561403508772,0.008771929824561403,0.35964912280701755,0.008771929824561403,114,E01000021
E01000022,0.0,0.08695652173913043,0.012422360248447204,0.7142857142857143,0.0,0.18012422360248448,0.006211180124223602,161,E01000022
E01000023,0.05,0.12142857142857143,0.1357142857142857,0.44285714285714284,0.04285714285714286,0.2,0.007142857142857143,140,E01000023
E01000024,0.0,0.04838709677419355,0.008064516129032258,0.5967741935483871,0.0,0.33064516129032256,0.016129032258064516,124,E01000024
E01000025,0.0,0.043478260869565216,0.014492753623188406,0.6884057971014492,0.0,0.2463768115942029,0.007246376811594203,138,E01000025
E01000027,0.008130081300813009,0.028455284552845527,0.012195121951219513,0.23983739837398374,0.3902439024390244,0.32113821138211385,0.0,492,E01000027
E01000028,0.0,0.29,0.07,0.41,0.08,0.14,0.01,100,E01000028
E01000029,0.007326007326007326,0.02197802197802198,0.003663003663003663,0.6666666666666666,0.03663003663003663,0.2600732600732601,0.003663003663003663,273,E01000029
E01000030,0.0,0.11895910780669144,0.026022304832713755,0.3345724907063197,0.06319702602230483,0.4423791821561338,0.01486988847583643,269,E01000030
E01000031,0.0034482758620689655,0.013793103448275862,0.02413793103448276,0.39655172413793105,0.1896551724137931,0.2896551724137931,0.08275862068965517,290,E01000031
E01000032,0.0784313725490196,0.029411764705882353,0.014705882352941176,0.5686274509803921,0.0,0.20098039215686275,0.10784313725490197,204,E01000032
E01000033,0.0,0.07272727272727272,0.01818181818181818,0.6090909090909091,0.00909090909090909,0.2818181818181818,0.00909090909090909,110,E01000033
E01000034,0.0,0.004694835680751174,0.03286384976525822,0.4460093896713615,0.215962441314554,0.29577464788732394,0.004694835680751174,213,E01000034
E01000035,0.0718562874251497,0.059880239520958084,0.0658682634730539,0.38922155688622756,0.0,0.3413173652694611,0.0718562874251497,167,E01000035
E01000036,0.0,0.0,0.06493506493506493,0.5714285714285714,0.03896103896103896,0.13636363636363635,0.18831168831168832,154,E01000036
E01000037,0.004132231404958678,0.0,0.01652892561983471,0.756198347107438,0.004132231404958678,0.19008264462809918,0.028925619834710745,242,E01000037
E01000038,0.028409090909090908,0.022727272727272728,0.011363636363636364,0.7045454545454546,0.0,0.20454545454545456,0.028409090909090908,176,E01000038
E01000039,0.0,0.0040650406504065045,0.016260162601626018,0.4186991869918699,0.3780487804878049,0.17479674796747968,0.008130081300813009,246,E01000039
E01000040,0.0457516339869281,0.026143790849673203,0.05228758169934641,0.6862745098039216,0.0,0.12418300653594772,0.06535947712418301,153,E01000040
E01000041,0.0,0.04794520547945205,0.0136986301369863,0.7054794520547946,0.0273972602739726,0.1917808219178082,0.0136986301369863,146,E01000041
E01000042,0.0,0.08208955223880597,0.029850746268656716,0.6417910447761194,0.022388059701492536,0.208955223880597,0.014925373134328358,134,E01000042
E01000043,0.0,0.03550295857988166,0.005917159763313609,0.6390532544378699,0.023668639053254437,0.28994082840236685,0.005917159763313609,169,E01000043
E01000044,0.0,0.0,0.08187134502923976,0.23391812865497075,0.017543859649122806,0.07602339181286549,0.5906432748538012,171,E01000044
E01000045,0.053061224489795916,0.044897959183673466,0.02040816326530612,0.40408163265306124,0.04081632653061224,0.42857142857142855,0.00816326530612245,245,E01000045
E01000046,0.0,0.03496503496503497,0.03496503496503497,0.6013986013986014,0.07692307692307693,0.23076923076923078,0.02097902097902098,143,E01000046
E01000048,0.0,0.23809523809523808,0.19047619047619047,0.19047619047619047,0.0,0.19047619047619047,0.19047619047619047,21,E01000048
E01000049,0.0,0.06666666666666667,0.08571428571428572,0.3333333333333333,0.1523809523809524,0.23809523809523808,0.12380952380952381,105,E01000049
E01000050,0.03,0.07,0.07,0.23,0.02,0.11,0.47,100,E01000050
E01000051,0.0625,0.3125,0.3125,0.0,0.0625,0.25,0.0,16,E01000051
E01000052,0.004132231404958678,0.012396694214876033,0.05371900826446281,0.4380165289256198,0.13636363636363635,0.128099173553719,0.22727272727272727,242,E01000052
E01000053,0.028901734104046242,0.011560693641618497,0.05202312138728324,0.4393063583815029,0.08092485549132948,0.37572254335260113,0.011560693641618497,173,E01000053
E01000054,0.0,0.011904761904761904,0.023809523809523808,0.7857142857142857,0.041666666666666664,0.1130952380952381,0.023809523809523808,168,E01000054
E01000055,0.0,0.043795620437956206,0.021897810218978103,0.6058394160583942,0.058394160583941604,0.24817518248175183,0.021897810218978103,137,E01000055
E01000056,0.0,0.00641025641025641,0.02564102564102564,0.5448717948717948,0.10897435897435898,0.30128205128205127,0.01282051282051282,156,E01000056
E01000057,0.07874015748031496,0.07874015748031496,0.05511811023622047,0.5433070866141733,0.007874015748031496,0.2204724409448819,0.015748031496062992,127,E01000057
E01000058,0.0,0.07086614173228346,0.05511811023622047,0.6535433070866141,0.0,0.1968503937007874,0.023622047244094488,127,E01000058
E01000059,0.0,0.046357615894039736,0.039735099337748346,0.6423841059602649,0.052980132450331126,0.1986754966887417,0.019867549668874173,151,E01000059
E01000060,0.011494252873563218,0.21455938697318008,0.06513409961685823,0.34099616858237547,0.0421455938697318,0.3218390804597701,0.0038314176245210726,261,E01000060
E01000061,0.006896551724137931,0.14482758620689656,0.19310344827586207,0.013793103448275862,0.20689655172413793,0.43448275862068964,0.0,145,E01000061
E01000062,0.0,0.10486891385767791,0.0599250936329588,0.6142322097378277,0.0,0.21722846441947566,0.003745318352059925,267,E01000062
E01000063,0.0,0.019230769230769232,0.0,0.7564102564102564,0.0,0.21794871794871795,0.00641025641025641,156,E01000063
E01000064,0.057692307692307696,0.057692307692307696,0.10576923076923077,0.5336538461538461,0.004807692307692308,0.22596153846153846,0.014423076923076924,208,E01000064
E01000065,0.02072538860103627,0.0051813471502590676,0.010362694300518135,0.5699481865284974,0.015544041450777202,0.35751295336787564,0.02072538860103627,193,E01000065
E01000066,0.0,0.10793650793650794,0.009523809523809525,0.5904761904761905,0.08571428571428572,0.13968253968253969,0.06666666666666667,315,E01000066
E01000067,0.0036496350364963502,0.13503649635036497,0.040145985401459854,0.572992700729927,0.010948905109489052,0.145985401459854,0.09124087591240876,274,E01000067
E01000068,0.0,0.0,0.03,0.62,0.08,0.12,0.15,100,E01000068
E01000069,0.005681818181818182,0.005681818181818182,0.017045454545454544,0.6931818181818182,0.0,0.17613636363636365,0.10227272727272728,176,E01000069
E01000070,0.0593607305936073,0.0045662100456621,0.0091324200913242,0.6027397260273972,0.045662100456621,0.2054794520547945,0.0730593607305936,219,E01000070
E01000071,0.00510204081632653,0.08673469387755102,0.04081632653061224,0.5918367346938775,0.025510204081632654,0.16326530612244897,0.08673469387755102,196,E01000071
E01000072,0.06486486486486487,0.08648648648648649,0.016216216216216217,0.5351351351351351,0.08648648648648649,0.21081081081081082,0.0,185,E01000072
E01000073,0.0,0.019230769230769232,0.03205128205128205,0.7051282051282052,0.04487179487179487,0.1987179487179487,0.0,156,E01000073
E01000074,0.0,0.06790123456790123,0.037037037037037035,0.6419753086419753,0.0,0.24074074074074073,0.012345679012345678,162,E01000074
E01000075,0.030612244897959183,0.04421768707482993,0.013605442176870748,0.445578231292517,0.18027210884353742,0.282312925170068,0.003401360544217687,294,E01000075
E01000076,0.0,0.06962025316455696,0.03164556962025317,0.7025316455696202,0.0,0.189873417721519,0.006329113924050633,158,E01000076
E01000077,0.02976190476190476,0.02976190476190476,0.03571428571428571,0.6190476190476191,0.005952380952380952,0.27380952380952384,0.005952380952380952,168,E01000077
E01000078,0.023952095808383235,0.041916167664670656,0.017964071856287425,0.6826347305389222,0.005988023952095809,0.2215568862275449,0.005988023952095809,167,E01000078
E01000079,0.0,0.01990049751243781,0.009950248756218905,0.5621890547263682,0.0945273631840796,0.31343283582089554,0.0,201,E01000079
E01000080,0.0,0.011363636363636364,0.011363636363636364,0.6931818181818182,0.022727272727272728,0.25,0.011363636363636364,88,E01000080
E01000081,0.0,0.005988023952095809,0.023952095808383235,0.7125748502994012,0.0,0.24550898203592814,0.011976047904191617,167,E01000081
E01000082,0.015151515151515152,0.007575757575757576,0.07575757575757576,0.6893939393939394,0.0,0.20454545454545456,0.007575757575757576,132,E01000082
E01000083,0.016,0.048,0.0,0.576,0.0,0.344,0.016,125,E01000083
E01000084,0.06569343065693431,0.029197080291970802,0.0948905109489051,0.49635036496350365,0.014598540145985401,0.2773722627737226,0.021897810218978103,137,E01000084
E01000085,0.05389221556886228,0.0658682634730539,0.04790419161676647,0.6586826347305389,0.0,0.16766467065868262,0.005988023952095809,167,E01000085
E01000086,0.0,0.037037037037037035,0.05925925925925926,0.6518518518518519,0.007407407407407408,0.24444444444444444,0.0,135,E01000086
E01000087,0.04046242774566474,0.03468208092485549,0.005780346820809248,0.5144508670520231,0.12138728323699421,0.2774566473988439,0.005780346820809248,173,E01000087
E01000088,0.0,0.0,0.006711409395973154,0.7046979865771812,0.087248322147651,0.1610738255033557,0.040268456375838924,149,E01000088
E01000089,0.0,0.0,0.0,0.8992805755395683,0.04316546762589928,0.050359712230215826,0.007194244604316547,139,E01000089
E01000090,0.020253164556962026,0.0,0.015189873417721518,0.30886075949367087,0.3012658227848101,0.3468354430379747,0.007594936708860759,395,E01000090
E01000091,0.0,0.08275862068965517,0.05517241379310345,0.45517241379310347,0.020689655172413793,0.38620689655172413,0.0,145,E01000091
E01000092,0.0103397341211226,0.06499261447562776,0.10930576070901034,0.16986706056129985,0.20974889217134415,0.4194977843426883,0.01624815361890694,677,E01000092
E01000093,0.02702702702702703,0.14864864864864866,0.06756756756756757,0.31756756756756754,0.12162162162162163,0.3108108108108108,0.006756756756756757,148,E01000093
E01000094,0.005235602094240838,0.12041884816753927,0.07329842931937172,0.2094240837696335,0.225130890052356,0.36649214659685864,0.0,191,E01000094
E01000095,0.004103967168262654,0.023255813953488372,0.0027359781121751026,0.16279069767441862,0.3023255813953488,0.5006839945280438,0.004103967168262654,731,E01000095
E01000096,0.0427807486631016,0.016042780748663103,0.13368983957219252,0.21390374331550802,0.23529411764705882,0.3582887700534759,0.0,187,E01000096
E01000097,0.0,0.0967741935483871,0.010752688172043012,0.5483870967741935,0.0,0.34408602150537637,0.0,186,E01000097
E01000098,0.062146892655367235,0.0847457627118644,0.02824858757062147,0.5875706214689266,0.0,0.23728813559322035,0.0,177,E01000098
E01000099,0.0040650406504065045,0.016260162601626018,0.04878048780487805,0.6138211382113821,0.012195121951219513,0.3008130081300813,0.0040650406504065045,246,E01000099
E01000100,0.0,0.011299435028248588,0.011299435028248588,0.5988700564971752,0.05084745762711865,0.327683615819209,0.0,177,E01000100
E01000101,0.041916167664670656,0.005988023952095809,0.017964071856287425,0.5988023952095808,0.023952095808383235,0.30538922155688625,0.005988023952095809,167,E01000101
E01000102,0.010869565217391304,0.03804347826086957,0.03260869565217391,0.5815217391304348,0.059782608695652176,0.2717391304347826,0.005434782608695652,184,E01000102
E01000103,0.0,0.0,0.028901734104046242,0.44508670520231214,0.2023121387283237,0.3063583815028902,0.017341040462427744,173,E01000103
E01000104,0.0,0.11333333333333333,0.13333333333333333,0.23333333333333334,0.16,0.36,0.0,150,E01000104
E01000105,0.0375,0.0875,0.0875,0.60625,0.00625,0.1625,0.0125,160,E01000105
E01000106,0.05521472392638037,0.1411042944785276,0.09202453987730061,0.3803680981595092,0.03680981595092025,0.26993865030674846,0.024539877300613498,163,E01000106
E01000107,0.0,0.047619047619047616,0.021164021164021163,0.7301587301587301,0.005291005291005291,0.19047619047619047,0.005291005291005291,189,E01000107
E01000108,0.01764705882352941,0.058823529411764705,0.03529411764705882,0.6058823529411764,0.01764705882352941,0.21764705882352942,0.047058823529411764,170,E01000108
E01000109,0.02830188679245283,0.014150943396226415,0.03773584905660377,0.6698113207547169,0.009433962264150943,0.15566037735849056,0.08490566037735849,212,E01000109
E01000110,0.012269938650306749,0.0,0.03680981595092025,0.6932515337423313,0.012269938650306749,0.05521472392638037,0.1901840490797546,163,E01000110
E01000111,0.011494252873563218,0.0421455938697318,0.04980842911877394,0.45977011494252873,0.08045977011494253,0.29118773946360155,0.06513409961685823,261,E01000111
E01000112,0.14285714285714285,0.024844720496894408,0.024844720496894408,0.4720496894409938,0.024844720496894408,0.12422360248447205,0.18633540372670807,161,E01000112
