OA11CD,Commercial,Estates,Fences,High-density,Leafy green residential,Low-density,Open green space,Other green,Sheds,Terraced,Vehicles
E00002406,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
E00002407,1.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
E00002408,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0
E00002409,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
E00002410,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
E00002411,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
E00002412,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
E00002413,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0
E00002414,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
E00002415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E00002416,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
E00002417,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0
E00002418,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0
E00002419,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002420,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0
E00002421,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0
E00002422,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
E00002423,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
E00002424,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0
E00002425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002426,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
E00002427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002428,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0
E00002429,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
E00002430,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002431,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
E00002432,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0
E00002433,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002434,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002435,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
E00002436,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
E00002437,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0
E00002438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002440,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0
E00002441,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0
E00002442,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002444,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0
E00002445,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0
E00002446,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
E00002447,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
E00002448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E00002449,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
E00002450,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0
E00002451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002452,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0
E00002453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002454,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
E00002455,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0
E00002456,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0
E00002457,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E00002458,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002459,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002460,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
E00002461,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
E00002462,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
E00002463,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002464,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0
E00002465,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0
E00002466,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0
E00002467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
E00002468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002469,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
E00002470,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0
E00002471,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
E00002472,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
E00002473,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002474,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
E00002475,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
E00002476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002477,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0
E00002478,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
E00002479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E00002480,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
E00002481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002482,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0
E00002483,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
E00002484,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
E00002485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002486,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002488,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
E00002489,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002490,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
E00002491,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002492,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002493,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002494,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
E00002495,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E00002496,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0
E00002497,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002498,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
E00002499,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002500,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
E00002501,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0
E00002502,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002503,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002504,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002505,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002506,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
E00002507,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
E00002508,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
E00002509,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E00002510,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
E00002511,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
E00002512,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002513,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
E00002514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002515,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
E00002516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002517,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002520,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
E00002521,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
E00002522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E00002524,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E00002525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002526,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002527,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
E00002528,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
E00002529,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002530,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
E00002531,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
E00002532,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
E00002533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002535,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
E00002536,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0
E00002537,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
E00002538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002539,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
E00002540,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0
E00002541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002544,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
E00002545,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
E00002546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002547,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0
E00002548,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0
E00002549,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0
E00002550,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
E00002552,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0
E00002553,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
E00002554,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002555,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0
E00002556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002558,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E00002559,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
E00002560,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
E00002562,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
E00002563,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
E00002564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
E00002566,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
E00002567,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0
E00002568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
E00002569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
E00002570,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0
E00002571,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
E00002572,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
E00002573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
E00002575,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E00002576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002578,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0
E00002579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002580,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
E00002581,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
E00002582,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
E00002583,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002584,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0
E00002585,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E00002586,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0
E00002587,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002589,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E00002591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
E00002592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
E00002593,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0
E00002594,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0
E00002595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E00002596,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
E00002598,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0
E00002599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
E00002600,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
E00002601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
E00002602,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
E00002603,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002604,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E00002605,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002606,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
E00002607,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
E00002608,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
E00002609,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0
E00002610,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E00002611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002614,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002615,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
E00002616,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0
E00002617,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
E00002618,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0
E00002619,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E00002620,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002621,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
E00002622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002623,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
E00002624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002625,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
E00002626,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E00002627,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E00002628,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
E00002629,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
E00002630,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
E00002631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002633,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
E00002634,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
E00002635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E00002636,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002637,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002638,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
E00002639,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0
E00002640,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
E00002641,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
E00002642,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
E00002643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
E00002644,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
E00002645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
E00002646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
E00002647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002648,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002649,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002650,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
E00002651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
E00002652,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002653,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0
E00002654,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
E00002655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002657,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0
E00002658,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
E00002659,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
E00002660,,,,,,,,,,,
E00002661,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
E00002662,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
E00002663,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
E00002664,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
E00002665,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
E00002666,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
E00002667,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
E00002668,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0
E00002669,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
E00002670,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E00002671,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E00002672,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E00002673,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0
E00002674,,,,,,,,,,,
E00002675,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
E00002676,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E00002677,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
E00002678,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
E00002680,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
E00002681,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
E00002682,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E00002683,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0
E00002684,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
E00002685,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0
E00002686,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0
E00002687,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E00002688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002689,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
E00002690,,,,,,,,,,,
E00002691,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
E00002692,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
E00002693,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
E00002694,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
E00002695,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
E00002696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E00002697,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E00002698,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0
