,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_Fences,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Leafy green residential,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Sheds,clusters_2011_cleanup_Terraced,clusters_2011_cleanup_Vehicles,LSOA11CD_,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles,proportion_Low-density,proportion_Open green space,proportion_Other green,proportion_Vehicles,proportion_Sheds,proportion_Terraced,proportion_Fences,proportion_Leafy green residential,proportion_High-density,proportion_Estates,proportion_Commercial
55,0,1,1,1,1,4,1,2,1,0,2,E01000059,0,1,1,1,1,3,1,2,1,1,3,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56,1,2,1,1,1,2,2,2,1,0,1,E01000060,1,2,1,1,1,2,1,2,1,1,2,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,1,1,1,1,1,1,3,2,1,0,1,E01000061,1,1,1,1,1,1,2,2,1,0,2,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0,1,1,1,1,4,1,2,1,1,1,E01000062,0,1,1,1,1,3,0,2,1,1,2,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,1,1,1,1,5,1,3,1,0,2,E01000063,1,1,1,1,1,3,0,2,1,1,3,-2.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
60,1,1,1,1,1,4,1,2,2,1,1,E01000064,1,2,1,1,1,3,1,2,2,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,1,1,1,1,1,3,1,3,1,1,2,E01000065,1,1,1,1,1,2,1,2,1,1,3,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0,1,1,1,1,4,1,2,1,1,2,E01000066,1,2,1,1,1,3,1,2,1,1,3,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
63,1,1,2,1,1,3,1,1,1,1,1,E01000067,1,1,2,1,1,3,1,1,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1,0,1,1,1,3,1,1,1,2,1,E01000068,0,1,1,1,1,3,1,1,1,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
65,1,1,1,0,1,5,1,1,1,2,1,E01000069,1,0,1,1,1,5,0,2,1,1,2,0.0,-1.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0
66,1,1,1,1,1,3,1,1,2,2,1,E01000070,1,1,1,1,1,3,1,2,1,1,2,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
67,1,1,1,1,1,3,1,2,1,1,1,E01000071,1,1,1,1,1,3,1,1,1,1,2,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1,1,1,1,1,3,1,2,1,1,1,E01000072,1,2,1,1,1,3,1,2,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,0,1,1,1,1,4,1,1,1,0,1,E01000073,0,2,1,1,1,3,1,2,1,0,2,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,0,1,1,1,1,5,0,2,1,1,1,E01000074,0,2,1,1,1,3,0,2,1,1,3,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71,1,1,1,1,1,3,2,2,1,0,1,E01000075,1,1,1,1,1,3,2,2,1,1,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72,0,1,1,1,2,4,1,2,1,0,1,E01000076,0,2,1,1,1,3,1,2,1,1,2,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0
73,1,1,1,1,1,4,1,3,2,1,1,E01000077,1,1,1,1,1,3,1,3,1,0,3,-1.0,0.0,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
74,1,1,1,1,1,4,1,2,1,0,1,E01000078,1,1,1,1,1,3,1,2,1,0,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
