,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_Fences,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Leafy green residential,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Sheds,clusters_2011_cleanup_Terraced,clusters_2011_cleanup_Vehicles,LSOA11CD_,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles,proportion_Low-density,proportion_Open green space,proportion_Other green,proportion_Vehicles,proportion_Sheds,proportion_Terraced,proportion_Fences,proportion_Leafy green residential,proportion_High-density,proportion_Estates,proportion_Commercial
471,1,1,1,1,1,3,1,1,1,1,2,E01000477,1,1,1,1,1,3,1,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,1,0,1,1,1,6,1,1,1,1,1,E01000478,1,1,1,1,1,5,1,1,1,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
473,0,0,1,0,1,3,2,4,1,0,1,E01000479,1,1,2,0,1,2,1,4,1,0,1,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
474,0,1,1,1,2,4,2,2,1,0,1,E01000480,1,1,2,1,2,3,1,3,1,1,2,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
475,1,1,1,1,1,3,3,2,1,0,1,E01000481,1,1,2,1,1,2,2,2,1,0,2,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
476,1,1,1,1,1,1,2,2,1,0,1,E01000482,1,1,2,1,1,1,1,2,1,0,2,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
477,1,1,1,1,1,1,2,2,1,0,1,E01000483,1,1,2,1,1,1,1,2,1,1,3,0.0,-1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
478,0,1,1,1,2,3,1,2,2,0,1,E01000484,1,1,1,1,2,3,1,1,1,1,2,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0
479,0,1,1,1,1,4,1,3,1,0,2,E01000485,1,1,1,1,2,2,1,2,1,0,2,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
480,1,0,1,0,1,5,2,2,1,0,1,E01000486,1,1,1,0,2,4,2,2,1,0,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
481,1,1,2,1,1,3,1,2,1,1,1,E01000487,1,1,1,1,2,3,1,2,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
482,0,1,1,1,1,5,1,2,1,1,1,E01000488,1,1,1,1,1,4,1,2,1,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
483,1,1,1,1,2,3,2,2,1,1,1,E01000489,1,1,1,1,1,2,1,2,1,1,2,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
484,1,2,1,1,1,1,1,1,1,2,2,E01000490,1,1,3,1,1,1,1,1,1,1,2,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,-1.0,0.0
485,0,1,2,1,2,3,1,2,1,0,1,E01000491,0,1,2,1,1,2,1,2,1,0,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
486,1,1,1,0,1,5,0,2,1,1,1,E01000492,1,1,1,0,1,4,1,2,1,1,2,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,0,1,1,0,2,4,1,2,1,1,1,E01000493,1,1,1,1,1,4,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0
488,0,1,2,1,2,2,1,3,1,0,1,E01000494,1,1,3,1,1,1,1,3,1,0,1,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0
489,1,2,2,0,1,1,1,3,1,1,2,E01000495,0,1,2,1,1,1,1,2,1,1,2,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0
490,1,1,1,1,1,3,1,1,1,1,3,E01000497,1,1,1,1,1,2,1,1,1,1,3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,1,0,1,1,1,3,1,2,1,1,2,E01000498,1,1,1,1,1,2,1,2,1,1,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
492,1,1,1,1,1,2,2,1,1,0,1,E01000499,1,1,1,1,1,2,1,1,1,1,2,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
493,0,1,2,1,1,2,1,2,2,0,2,E01000501,0,1,2,2,1,2,1,1,1,0,3,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0
494,0,1,1,1,1,4,2,2,2,1,1,E01000502,0,1,1,1,1,3,2,2,1,1,2,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
495,0,1,1,0,1,4,1,1,2,1,2,E01000503,1,1,1,1,1,3,1,1,1,1,3,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0
496,1,1,1,1,1,2,1,1,1,3,1,E01000504,1,1,1,1,1,2,1,1,1,2,2,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
497,0,0,1,1,1,5,1,1,1,1,1,E01000505,0,1,1,1,1,5,1,1,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
498,1,1,1,1,1,2,1,1,1,1,2,E01000506,1,1,1,1,1,2,1,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,1,1,1,1,1,5,1,2,1,1,1,E01000507,0,1,1,1,1,5,1,1,1,1,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
500,1,1,1,1,1,1,2,1,1,3,1,E01000508,1,1,1,1,1,1,1,1,1,2,2,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
501,1,0,1,1,1,6,1,1,1,1,1,E01000509,0,0,1,1,1,5,1,1,1,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
502,2,1,1,1,1,4,1,1,1,1,2,E01000510,1,1,1,1,1,4,1,2,1,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
503,1,1,1,1,1,3,1,1,1,2,2,E01000511,1,1,1,1,1,3,1,2,1,1,2,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
504,1,1,1,1,1,2,1,1,1,2,2,E01000512,1,1,1,1,1,2,1,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,0,1,1,1,1,6,1,2,1,1,1,E01000513,1,1,1,1,1,4,1,2,1,1,2,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
506,0,1,1,0,1,6,1,1,1,1,1,E01000514,1,1,1,1,1,5,1,1,1,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
507,1,1,1,1,1,2,2,2,1,1,1,E01000515,1,1,1,1,1,1,2,2,1,1,3,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,1,1,1,1,1,4,1,1,1,1,1,E01000516,1,1,1,1,1,3,1,1,1,0,2,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
509,1,0,1,0,1,6,1,2,1,0,1,E01000517,1,1,1,1,1,4,1,2,1,1,2,-2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
510,1,1,1,1,1,3,2,2,1,1,1,E01000518,1,1,1,1,1,3,2,2,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,1,1,1,1,1,2,3,2,1,0,1,E01000519,1,1,1,1,1,2,3,2,1,1,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
512,1,1,1,1,1,4,1,2,1,1,1,E01000520,1,1,1,1,1,3,2,2,1,1,2,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,1,1,1,1,1,1,1,1,1,3,2,E01000521,1,1,1,1,1,1,1,1,1,3,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,1,2,1,1,1,2,1,1,1,2,2,E01000522,1,2,1,1,1,1,1,1,1,2,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,1,1,1,1,1,1,0,1,1,5,1,E01000523,1,1,1,1,1,1,0,1,1,4,1,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
516,2,1,1,1,1,1,1,1,1,3,1,E01000524,2,1,1,1,1,1,1,1,1,3,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,1,1,1,1,1,1,1,1,2,3,1,E01000525,1,1,1,1,0,1,1,1,1,4,2,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0
518,1,2,1,1,1,1,1,1,1,1,2,E01000526,1,1,1,1,1,1,1,1,1,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
519,1,1,1,1,0,1,0,1,1,6,1,E01000527,1,1,1,1,1,1,1,1,1,5,1,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
520,0,1,0,1,1,1,1,1,1,2,2,E01000528,1,1,1,1,1,1,1,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
521,1,1,1,1,1,3,1,1,1,2,2,E01000530,1,1,1,1,1,3,1,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,2,0,0,1,1,0,0,1,1,5,1,E01000531,2,1,0,1,0,1,0,1,1,6,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0
523,1,1,1,1,1,1,1,1,1,4,1,E01000532,1,1,1,1,1,1,1,1,1,5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
524,1,1,1,1,1,1,1,1,1,4,1,E01000533,1,1,1,1,1,1,1,1,1,3,2,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
525,0,1,1,1,1,2,1,1,1,3,2,E01000534,0,1,1,0,1,3,1,1,1,2,3,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0
526,1,1,1,1,1,1,1,1,1,2,2,E01000535,1,1,1,1,1,1,1,1,1,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,1,0,1,1,2,4,1,2,1,1,1,E01000536,1,1,1,1,2,3,1,2,1,0,1,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
528,0,0,1,0,1,5,1,2,1,0,1,E01000538,0,1,1,0,2,3,1,2,1,1,2,-2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
529,0,0,1,1,1,5,1,2,1,1,1,E01000539,0,1,1,1,2,3,1,2,1,0,2,-2.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0
530,0,1,1,0,1,5,1,2,1,0,1,E01000540,0,1,1,0,2,5,1,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
531,1,1,1,1,1,3,2,2,1,1,1,E01000541,1,1,1,1,1,2,2,2,1,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,1,1,1,1,1,4,1,3,1,1,1,E01000543,1,1,1,1,1,3,1,3,1,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,1,1,2,1,0,1,1,1,1,1,3,E01000544,1,1,1,2,0,1,1,0,1,1,3,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
534,2,1,1,1,1,1,0,0,1,3,2,E01000545,3,1,1,1,1,1,0,0,0,4,2,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0
535,1,1,1,1,1,0,1,1,1,3,2,E01000546,1,1,1,1,1,0,1,0,1,4,1,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
536,1,1,0,1,1,1,0,0,1,6,1,E01000547,1,1,1,1,0,0,0,1,1,6,1,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
537,2,1,1,1,1,0,1,1,1,3,2,E01000548,3,1,1,1,0,1,1,0,1,3,3,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
538,1,1,1,0,1,1,1,1,1,5,2,E01000549,0,1,1,1,1,1,0,1,1,5,2,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
539,1,1,1,1,1,1,1,1,1,2,3,E01000550,1,1,1,2,0,0,1,1,1,2,2,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
540,1,2,1,1,0,0,1,1,1,1,2,E01000551,1,1,2,2,0,0,1,1,1,1,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0
541,0,1,1,1,1,1,1,1,1,1,2,E01000552,1,1,2,2,0,1,1,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0
542,1,1,1,1,1,1,1,1,1,4,2,E01000553,1,1,1,1,1,1,1,1,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,1,1,1,1,1,1,1,1,1,4,1,E01000554,1,1,1,1,1,1,1,1,1,3,2,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
544,0,1,1,1,1,4,1,1,1,1,1,E01000555,0,1,1,1,1,3,1,2,2,1,1,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
545,1,1,1,1,1,1,1,1,1,4,2,E01000556,2,1,1,1,1,1,1,1,1,3,2,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
546,0,1,1,1,1,1,1,1,2,2,2,E01000557,0,1,1,1,1,2,0,1,1,2,2,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
547,1,1,1,1,2,2,1,1,2,1,1,E01000558,1,1,2,1,2,2,1,2,1,1,2,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
548,1,1,1,1,2,2,0,1,1,3,2,E01000559,1,1,1,1,1,2,1,1,1,3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
549,0,1,1,0,2,3,1,2,1,1,2,E01000560,0,1,2,1,1,2,1,1,1,1,3,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0
550,1,1,2,1,2,1,1,1,1,2,2,E01000561,1,1,2,1,1,1,1,2,1,1,2,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
551,0,1,1,1,2,3,1,4,1,0,1,E01000562,1,1,1,0,1,3,1,4,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0
552,1,0,1,0,2,4,2,3,1,0,1,E01000563,1,1,1,1,2,3,1,3,1,0,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
553,1,1,1,0,2,3,1,2,1,1,1,E01000564,1,1,1,1,1,3,1,2,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
554,1,1,1,1,2,4,1,2,1,0,1,E01000565,1,1,1,1,1,3,1,2,1,0,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
555,0,1,1,1,2,6,1,2,1,0,1,E01000566,0,1,1,0,2,5,0,3,1,0,1,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
556,1,1,2,1,2,3,1,2,1,0,1,E01000567,1,1,2,1,1,3,1,2,1,1,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
557,1,1,1,1,1,2,4,1,1,1,1,E01000568,1,1,1,1,1,2,3,2,1,1,2,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,0,0,1,0,2,6,1,2,1,0,1,E01000569,0,1,1,0,2,5,1,2,1,1,2,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
559,1,1,1,1,1,5,1,1,1,1,1,E01000570,0,1,1,1,1,4,1,1,1,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
560,1,1,1,1,1,6,1,2,1,0,1,E01000571,1,0,1,0,1,6,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0
561,0,1,1,1,1,6,1,2,1,0,1,E01000572,0,0,1,1,1,5,1,2,1,0,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
562,0,1,1,1,1,6,1,2,1,1,1,E01000573,1,0,1,1,1,5,0,1,1,1,1,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
563,1,1,1,1,1,6,1,2,1,1,1,E01000574,1,0,1,1,1,4,1,2,1,1,2,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
564,1,1,1,1,1,4,1,2,1,0,1,E01000575,1,1,1,1,1,3,1,2,1,0,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,1,1,1,0,2,6,1,2,1,1,1,E01000576,1,1,1,0,1,5,0,2,1,1,2,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
566,1,1,1,2,1,2,2,1,1,1,2,E01000577,1,1,1,1,1,1,1,1,1,1,2,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
567,1,1,2,0,2,3,1,2,1,0,1,E01000578,1,1,2,1,1,2,1,2,1,0,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
568,0,1,1,1,1,1,1,1,1,6,1,E01000579,0,1,1,1,1,1,1,1,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,1,1,1,1,1,1,1,1,1,2,2,E01000580,1,1,1,1,1,1,1,1,1,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,1,1,1,1,1,2,1,1,1,2,1,E01000581,1,1,1,1,1,1,1,1,1,2,3,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,1,1,1,1,1,1,1,1,1,4,2,E01000582,1,1,1,1,1,1,1,1,1,3,3,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
572,1,1,1,1,1,1,1,1,1,3,2,E01000583,1,1,1,1,1,1,1,1,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,0,0,0,0,1,4,1,1,1,3,2,E01000584,1,0,1,1,1,3,0,1,1,4,2,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
574,0,1,1,1,1,0,1,1,1,7,1,E01000585,0,1,1,1,0,0,1,1,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
575,2,1,1,1,1,1,1,1,1,3,1,E01000586,2,1,1,1,1,1,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
576,1,0,1,0,1,5,1,3,1,0,1,E01000587,1,1,1,1,1,4,1,3,1,1,2,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
577,1,1,1,1,1,3,1,1,1,1,2,E01000588,1,1,1,1,1,2,1,1,1,1,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,1,1,1,1,1,5,1,1,1,1,1,E01000589,1,1,1,1,1,5,1,1,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,1,1,1,1,1,5,1,1,2,1,1,E01000590,0,1,1,1,2,3,1,1,1,1,2,-2.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0
580,1,1,1,1,1,5,1,1,1,1,1,E01000591,1,1,1,1,1,4,1,1,1,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,1,1,1,1,1,4,1,3,1,0,1,E01000592,1,1,1,1,1,3,1,2,1,0,2,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,0,1,1,1,1,4,1,3,1,1,1,E01000593,1,1,1,1,1,3,1,2,2,1,2,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
583,1,1,1,1,1,3,2,2,1,0,1,E01000594,1,1,1,1,1,3,1,2,1,1,2,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
584,1,1,1,1,1,1,1,1,2,3,2,E01000595,0,1,1,1,1,1,1,1,1,3,2,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
585,0,1,1,1,1,3,1,2,2,1,1,E01000596,1,1,1,1,1,2,1,2,2,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
586,1,1,1,2,1,1,1,1,1,1,3,E01000599,1,1,1,2,1,1,1,1,1,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,1,1,1,1,1,1,4,1,1,1,1,E01000600,1,1,1,1,1,1,2,2,1,1,3,0.0,-2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,1,1,1,1,1,1,4,1,1,1,1,E01000601,1,1,1,1,1,1,2,2,1,1,2,0.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,1,1,1,1,1,4,2,1,1,1,2,E01000602,0,1,1,1,1,3,1,2,1,1,3,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
590,1,2,1,1,2,2,1,1,2,1,1,E01000603,0,1,1,1,1,1,1,2,2,1,2,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0
591,1,1,1,1,1,2,2,2,1,1,2,E01000604,1,1,1,1,1,1,2,2,1,1,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,0,1,1,1,1,3,3,2,1,1,1,E01000605,0,1,1,1,1,1,2,2,1,1,2,-2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,1,1,1,1,1,4,1,1,1,3,2,E01000606,1,1,1,1,1,3,0,1,1,3,2,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,1,1,1,1,1,7,1,1,1,1,1,E01000607,0,1,1,1,1,6,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
595,1,1,1,1,1,2,2,2,1,1,1,E01000608,1,1,1,1,1,2,2,2,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,1,1,1,1,2,4,1,2,1,1,1,E01000609,1,1,1,1,1,4,1,2,2,1,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
597,1,1,2,1,1,3,1,3,1,0,1,E01000610,1,1,2,1,1,2,1,2,1,0,2,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,0,0,1,1,1,5,1,1,1,1,1,E01000611,0,1,1,1,1,4,1,1,1,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
599,1,1,1,1,1,3,2,3,1,1,1,E01000612,1,1,1,1,1,3,2,3,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,1,1,1,1,2,3,1,2,2,0,1,E01000613,1,1,1,1,1,3,1,2,2,1,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
601,1,1,1,1,1,2,1,1,1,0,1,E01000615,1,1,1,1,1,1,1,1,1,0,2,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,0,1,1,1,1,2,2,2,1,2,1,E01000616,1,1,1,1,1,2,2,1,1,2,1,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
603,1,1,1,1,1,4,2,2,1,1,1,E01000617,1,1,1,1,1,3,1,2,1,1,2,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,0,1,1,1,1,6,1,2,1,1,1,E01000618,0,1,1,1,1,4,1,3,1,1,1,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,0,1,1,0,1,7,0,2,1,1,2,E01000619,0,1,1,0,1,5,0,2,1,1,2,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,1,1,1,1,1,4,2,2,1,1,1,E01000620,1,1,1,1,1,3,2,1,1,1,1,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,1,1,1,1,1,5,1,1,1,1,1,E01000621,1,1,1,1,1,4,1,2,1,1,2,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,0,1,1,1,1,4,2,2,1,1,1,E01000622,1,1,2,1,1,3,2,2,1,1,2,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
609,1,1,1,0,1,6,1,2,1,1,1,E01000623,1,1,1,0,1,5,1,2,1,1,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,0,1,1,0,2,5,0,2,1,1,1,E01000624,1,1,1,1,1,4,1,2,1,1,2,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0
