"","clusters_2011_cleanup_Commercial","clusters_2011_cleanup_Estates","clusters_2011_cleanup_High.density","clusters_2011_cleanup_Low.density","clusters_2011_cleanup_Open.green.space","clusters_2011_cleanup_Other.green","clusters_2011_cleanup_Terraced","hierarchical8","LSOA11CD"
"1",0.485714285714286,0,0.428571428571429,0,0.0285714285714286,0,0.0571428571428571,1,"E01000001"
"2",0.5,0,0.5,0,0,0,0,1,"E01000002"
"3",0.0909090909090909,0,0.909090909090909,0,0,0,0,2,"E01000003"
"4",0.660377358490566,0.0188679245283019,0.245283018867925,0.0283018867924528,0.00943396226415094,0.0377358490566038,0,1,"E01000005"
"5",0,0,0.0510948905109489,0.627737226277372,0.0291970802919708,0.0510948905109489,0.240875912408759,3,"E01000006"
"6",0.145161290322581,0.0967741935483871,0.137096774193548,0.145161290322581,0.193548387096774,0.266129032258065,0.0161290322580645,4,"E01000007"
"7",0.0232558139534884,0.0348837209302326,0.0697674418604651,0.0348837209302326,0.244186046511628,0.593023255813954,0,4,"E01000008"
"8",0.126126126126126,0.036036036036036,0.045045045045045,0.153153153153153,0,0.0630630630630631,0.576576576576577,5,"E01000009"
"9",0.216666666666667,0.075,0.15,0.0458333333333333,0.0916666666666667,0.3,0.120833333333333,6,"E01000010"
"10",0.03,0,0.01,0.1,0,0.01,0.85,5,"E01000011"
"11",0.036144578313253,0.0120481927710843,0.385542168674699,0.228915662650602,0.0120481927710843,0.108433734939759,0.216867469879518,6,"E01000012"
"12",0.106382978723404,0.0372340425531915,0.0319148936170213,0.585106382978723,0.0212765957446809,0.212765957446809,0.00531914893617021,6,"E01000013"
"13",0,0.00454545454545455,0.0409090909090909,0.522727272727273,0.190909090909091,0.231818181818182,0.00909090909090909,6,"E01000014"
"14",0,0.0119760479041916,0.0119760479041916,0.67065868263473,0.0898203592814371,0.209580838323353,0.00598802395209581,3,"E01000015"
"15",0.0297619047619048,0.0119047619047619,0.0178571428571429,0.696428571428571,0.0178571428571429,0.226190476190476,0,3,"E01000016"
"16",0,0.00613496932515337,0.0122699386503067,0.638036809815951,0,0.343558282208589,0,3,"E01000017"
"17",0,0.0129032258064516,0.0387096774193548,0.703225806451613,0,0.245161290322581,0,3,"E01000018"
"18",0,0.0794701986754967,0.0264900662251656,0.675496688741722,0.0264900662251656,0.19205298013245,0,3,"E01000019"
"19",0,0.0426829268292683,0.0609756097560976,0.597560975609756,0,0.298780487804878,0,3,"E01000020"
"20",0.0619469026548673,0.0530973451327434,0.0176991150442478,0.451327433628319,0.0353982300884956,0.371681415929204,0.00884955752212389,6,"E01000021"
"21",0,0.05,0.04375,0.61875,0,0.2875,0,3,"E01000022"
"22",0.0491803278688525,0.0327868852459016,0.0655737704918033,0.385245901639344,0.0245901639344262,0.434426229508197,0.00819672131147541,6,"E01000023"
"23",0,0.094488188976378,0.047244094488189,0.503937007874016,0,0.346456692913386,0.0078740157480315,6,"E01000024"
"24",0,0.0442477876106195,0.0353982300884956,0.610619469026549,0.0176991150442478,0.292035398230089,0,3,"E01000025"
"25",0.00421052631578947,0.0189473684210526,0.0147368421052632,0.208421052631579,0.408421052631579,0.345263157894737,0,7,"E01000027"
"26",0,0.188888888888889,0.122222222222222,0.366666666666667,0.0888888888888889,0.233333333333333,0,6,"E01000028"
"27",0,0.0145985401459854,0,0.638686131386861,0.0656934306569343,0.273722627737226,0.0072992700729927,3,"E01000029"
"28",0.00363636363636364,0.0618181818181818,0.0254545454545455,0.294545454545455,0.123636363636364,0.483636363636364,0.00727272727272727,6,"E01000030"
"29",0.00347222222222222,0.00347222222222222,0.0173611111111111,0.40625,0.253472222222222,0.25,0.0659722222222222,6,"E01000031"
"30",0.0740740740740741,0.00462962962962963,0.0277777777777778,0.601851851851852,0.00925925925925926,0.199074074074074,0.0833333333333333,3,"E01000032"
"31",0,0.0833333333333333,0.0648148148148148,0.574074074074074,0,0.277777777777778,0,6,"E01000033"
"32",0,0.012,0.04,0.476,0.184,0.284,0.004,6,"E01000034"
"33",0.0324324324324324,0.0378378378378378,0.0702702702702703,0.437837837837838,0.0216216216216216,0.32972972972973,0.0702702702702703,6,"E01000035"
"34",0.0120481927710843,0,0.072289156626506,0.578313253012048,0.0421686746987952,0.114457831325301,0.180722891566265,3,"E01000036"
"35",0.00432900432900433,0.00432900432900433,0.00432900432900433,0.787878787878788,0.00432900432900433,0.173160173160173,0.0216450216450216,3,"E01000037"
"36",0.0350877192982456,0.0131578947368421,0.0043859649122807,0.732456140350877,0.0131578947368421,0.184210526315789,0.0175438596491228,3,"E01000038"
"37",0.00446428571428571,0.00446428571428571,0.0446428571428571,0.375,0.366071428571429,0.205357142857143,0,6,"E01000039"
"38",0.032520325203252,0.00813008130081301,0.0975609756097561,0.658536585365854,0,0.146341463414634,0.0569105691056911,3,"E01000040"
"39",0,0.028169014084507,0.0563380281690141,0.676056338028169,0.0422535211267606,0.183098591549296,0.0140845070422535,3,"E01000041"
"40",0,0.06875,0.05,0.45625,0.1,0.325,0,6,"E01000042"
"41",0,0.01875,0.0125,0.63125,0.05,0.28125,0.00625,3,"E01000043"
"42",0.0065359477124183,0.0065359477124183,0.0392156862745098,0.189542483660131,0.0392156862745098,0.0980392156862745,0.620915032679739,5,"E01000044"
"43",0.0776255707762557,0.0228310502283105,0.0410958904109589,0.374429223744292,0.0365296803652968,0.442922374429224,0.0045662100456621,6,"E01000045"
"44",0,0.0403225806451613,0.0887096774193548,0.540322580645161,0.0725806451612903,0.258064516129032,0,3,"E01000046"
"45",0,0.130434782608696,0.521739130434783,0,0,0.304347826086957,0.0434782608695652,6,"E01000048"
"46",0,0.0202020202020202,0.191919191919192,0.333333333333333,0.171717171717172,0.191919191919192,0.0909090909090909,6,"E01000049"
"47",0.0423728813559322,0.0593220338983051,0.0847457627118644,0.194915254237288,0.0508474576271186,0.169491525423729,0.398305084745763,6,"E01000050"
"48",0.0588235294117647,0.117647058823529,0.294117647058824,0.0588235294117647,0,0.470588235294118,0,6,"E01000051"
"49",0.00888888888888889,0.00444444444444444,0.0711111111111111,0.391111111111111,0.128888888888889,0.168888888888889,0.226666666666667,3,"E01000052"
"50",0.0397350993377483,0.0198675496688742,0.0927152317880795,0.33112582781457,0.112582781456954,0.397350993377483,0.00662251655629139,6,"E01000053"
"51",0,0.0392156862745098,0.0196078431372549,0.745098039215686,0.0261437908496732,0.169934640522876,0,3,"E01000054"
"52",0,0.0387596899224806,0.062015503875969,0.534883720930233,0.0775193798449612,0.286821705426357,0,6,"E01000055"
"53",0,0.0178571428571429,0.0595238095238095,0.511904761904762,0.0892857142857143,0.321428571428571,0,6,"E01000056"
"54",0.0776699029126214,0.0194174757281553,0.106796116504854,0.524271844660194,0.0194174757281553,0.252427184466019,0,6,"E01000057"
"55",0,0.0645161290322581,0.185483870967742,0.564516129032258,0,0.185483870967742,0,6,"E01000058"
"56",0,0.0272108843537415,0.054421768707483,0.639455782312925,0.0272108843537415,0.251700680272109,0,3,"E01000059"
"57",0.0117647058823529,0.168627450980392,0.0549019607843137,0.270588235294118,0.0823529411764706,0.411764705882353,0,6,"E01000060"
"58",0.00689655172413793,0.0896551724137931,0.137931034482759,0.0206896551724138,0.23448275862069,0.510344827586207,0,4,"E01000061"
"59",0,0.0943396226415094,0.0867924528301887,0.554716981132075,0,0.260377358490566,0.00377358490566038,6,"E01000062"
