"","LSOA11CD","clusters_2021_cleanup_Commercial","clusters_2021_cleanup_Estates","clusters_2021_cleanup_High.density","clusters_2021_cleanup_Low.density","clusters_2021_cleanup_Open.green.space","clusters_2021_cleanup_Other.green","clusters_2021_cleanup_Terraced","count","lsoa","hierarchical8"
"22","E01000023",0.05,0.121428571428571,0.135714285714286,0.442857142857143,0.0428571428571429,0.2,0.00714285714285714,140,"E01000023",4
"23","E01000024",0,0.0483870967741935,0.00806451612903226,0.596774193548387,0,0.330645161290323,0.0161290322580645,124,"E01000024",4
"24","E01000025",0,0.0434782608695652,0.0144927536231884,0.688405797101449,0,0.246376811594203,0.0072463768115942,138,"E01000025",4
"25","E01000027",0.00813008130081301,0.0284552845528455,0.0121951219512195,0.239837398373984,0.390243902439024,0.321138211382114,0,492,"E01000027",6
"26","E01000028",0,0.29,0.07,0.41,0.08,0.14,0.01,100,"E01000028",9
"27","E01000029",0.00732600732600733,0.021978021978022,0.00366300366300366,0.666666666666667,0.0366300366300366,0.26007326007326,0.00366300366300366,273,"E01000029",4
"28","E01000030",0,0.118959107806691,0.0260223048327138,0.33457249070632,0.0631970260223048,0.442379182156134,0.0148698884758364,269,"E01000030",9
"29","E01000031",0.00344827586206897,0.0137931034482759,0.0241379310344828,0.396551724137931,0.189655172413793,0.289655172413793,0.0827586206896552,290,"E01000031",9
"30","E01000032",0.0784313725490196,0.0294117647058824,0.0147058823529412,0.568627450980392,0,0.200980392156863,0.107843137254902,204,"E01000032",4
"31","E01000033",0,0.0727272727272727,0.0181818181818182,0.609090909090909,0.00909090909090909,0.281818181818182,0.00909090909090909,110,"E01000033",4
"32","E01000034",0,0.00469483568075117,0.0328638497652582,0.446009389671362,0.215962441314554,0.295774647887324,0.00469483568075117,213,"E01000034",9
"33","E01000035",0.0718562874251497,0.0598802395209581,0.0658682634730539,0.389221556886228,0,0.341317365269461,0.0718562874251497,167,"E01000035",9
"34","E01000036",0,0,0.0649350649350649,0.571428571428571,0.038961038961039,0.136363636363636,0.188311688311688,154,"E01000036",4
"35","E01000037",0.00413223140495868,0,0.0165289256198347,0.756198347107438,0.00413223140495868,0.190082644628099,0.0289256198347107,242,"E01000037",4
"36","E01000038",0.0284090909090909,0.0227272727272727,0.0113636363636364,0.704545454545455,0,0.204545454545455,0.0284090909090909,176,"E01000038",4
"37","E01000039",0,0.0040650406504065,0.016260162601626,0.41869918699187,0.378048780487805,0.17479674796748,0.00813008130081301,246,"E01000039",9
"38","E01000040",0.0457516339869281,0.0261437908496732,0.0522875816993464,0.686274509803922,0,0.124183006535948,0.065359477124183,153,"E01000040",4
"39","E01000041",0,0.0479452054794521,0.0136986301369863,0.705479452054795,0.0273972602739726,0.191780821917808,0.0136986301369863,146,"E01000041",4
"40","E01000042",0,0.082089552238806,0.0298507462686567,0.641791044776119,0.0223880597014925,0.208955223880597,0.0149253731343284,134,"E01000042",4
"41","E01000043",0,0.0355029585798817,0.00591715976331361,0.63905325443787,0.0236686390532544,0.289940828402367,0.00591715976331361,169,"E01000043",4
"42","E01000044",0,0,0.0818713450292398,0.233918128654971,0.0175438596491228,0.0760233918128655,0.590643274853801,171,"E01000044",7
"43","E01000045",0.0530612244897959,0.0448979591836735,0.0204081632653061,0.404081632653061,0.0408163265306122,0.428571428571429,0.00816326530612245,245,"E01000045",9
"44","E01000046",0,0.034965034965035,0.034965034965035,0.601398601398601,0.0769230769230769,0.230769230769231,0.020979020979021,143,"E01000046",4
"45","E01000048",0,0.238095238095238,0.19047619047619,0.19047619047619,0,0.19047619047619,0.19047619047619,21,"E01000048",13
"46","E01000049",0,0.0666666666666667,0.0857142857142857,0.333333333333333,0.152380952380952,0.238095238095238,0.123809523809524,105,"E01000049",9
"47","E01000050",0.03,0.07,0.07,0.23,0.02,0.11,0.47,100,"E01000050",10
"48","E01000051",0.0625,0.3125,0.3125,0,0.0625,0.25,0,16,"E01000051",5
"49","E01000052",0.00413223140495868,0.012396694214876,0.0537190082644628,0.43801652892562,0.136363636363636,0.128099173553719,0.227272727272727,242,"E01000052",10
"50","E01000053",0.0289017341040462,0.0115606936416185,0.0520231213872832,0.439306358381503,0.0809248554913295,0.375722543352601,0.0115606936416185,173,"E01000053",9
"51","E01000054",0,0.0119047619047619,0.0238095238095238,0.785714285714286,0.0416666666666667,0.113095238095238,0.0238095238095238,168,"E01000054",4
"52","E01000055",0,0.0437956204379562,0.0218978102189781,0.605839416058394,0.0583941605839416,0.248175182481752,0.0218978102189781,137,"E01000055",4
"53","E01000056",0,0.00641025641025641,0.0256410256410256,0.544871794871795,0.108974358974359,0.301282051282051,0.0128205128205128,156,"E01000056",4
"54","E01000057",0.078740157480315,0.078740157480315,0.0551181102362205,0.543307086614173,0.0078740157480315,0.220472440944882,0.015748031496063,127,"E01000057",4
"55","E01000058",0,0.0708661417322835,0.0551181102362205,0.653543307086614,0,0.196850393700787,0.0236220472440945,127,"E01000058",4
"56","E01000059",0,0.0463576158940397,0.0397350993377483,0.642384105960265,0.0529801324503311,0.198675496688742,0.0198675496688742,151,"E01000059",4
"57","E01000060",0.0114942528735632,0.21455938697318,0.0651340996168582,0.340996168582375,0.0421455938697318,0.32183908045977,0.00383141762452107,261,"E01000060",9
"58","E01000061",0.00689655172413793,0.144827586206897,0.193103448275862,0.0137931034482759,0.206896551724138,0.43448275862069,0,145,"E01000061",6
"59","E01000062",0,0.104868913857678,0.0599250936329588,0.614232209737828,0,0.217228464419476,0.00374531835205993,267,"E01000062",4
"60","E01000063",0,0.0192307692307692,0,0.756410256410256,0,0.217948717948718,0.00641025641025641,156,"E01000063",4
"61","E01000064",0.0576923076923077,0.0576923076923077,0.105769230769231,0.533653846153846,0.00480769230769231,0.225961538461538,0.0144230769230769,208,"E01000064",4
"62","E01000065",0.0207253886010363,0.00518134715025907,0.0103626943005181,0.569948186528497,0.0155440414507772,0.357512953367876,0.0207253886010363,193,"E01000065",4
"63","E01000066",0,0.107936507936508,0.00952380952380952,0.59047619047619,0.0857142857142857,0.13968253968254,0.0666666666666667,315,"E01000066",4
"64","E01000067",0.00364963503649635,0.135036496350365,0.0401459854014599,0.572992700729927,0.0109489051094891,0.145985401459854,0.0912408759124088,274,"E01000067",4
"65","E01000068",0,0,0.03,0.62,0.08,0.12,0.15,100,"E01000068",4
"66","E01000069",0.00568181818181818,0.00568181818181818,0.0170454545454545,0.693181818181818,0,0.176136363636364,0.102272727272727,176,"E01000069",4
"67","E01000070",0.0593607305936073,0.0045662100456621,0.0091324200913242,0.602739726027397,0.045662100456621,0.205479452054795,0.0730593607305936,219,"E01000070",4
"68","E01000071",0.00510204081632653,0.086734693877551,0.0408163265306122,0.591836734693878,0.0255102040816327,0.163265306122449,0.086734693877551,196,"E01000071",4
"69","E01000072",0.0648648648648649,0.0864864864864865,0.0162162162162162,0.535135135135135,0.0864864864864865,0.210810810810811,0,185,"E01000072",4
"70","E01000073",0,0.0192307692307692,0.032051282051282,0.705128205128205,0.0448717948717949,0.198717948717949,0,156,"E01000073",4
"71","E01000074",0,0.0679012345679012,0.037037037037037,0.641975308641975,0,0.240740740740741,0.0123456790123457,162,"E01000074",4
"72","E01000075",0.0306122448979592,0.0442176870748299,0.0136054421768707,0.445578231292517,0.180272108843537,0.282312925170068,0.00340136054421769,294,"E01000075",9
"73","E01000076",0,0.069620253164557,0.0316455696202532,0.70253164556962,0,0.189873417721519,0.00632911392405063,158,"E01000076",4
"74","E01000077",0.0297619047619048,0.0297619047619048,0.0357142857142857,0.619047619047619,0.00595238095238095,0.273809523809524,0.00595238095238095,168,"E01000077",4
"75","E01000078",0.0239520958083832,0.0419161676646707,0.0179640718562874,0.682634730538922,0.00598802395209581,0.221556886227545,0.00598802395209581,167,"E01000078",4
"76","E01000079",0,0.0199004975124378,0.00995024875621891,0.562189054726368,0.0945273631840796,0.313432835820896,0,201,"E01000079",4
"77","E01000080",0,0.0113636363636364,0.0113636363636364,0.693181818181818,0.0227272727272727,0.25,0.0113636363636364,88,"E01000080",4
"78","E01000081",0,0.00598802395209581,0.0239520958083832,0.712574850299401,0,0.245508982035928,0.0119760479041916,167,"E01000081",4
"79","E01000082",0.0151515151515152,0.00757575757575758,0.0757575757575758,0.689393939393939,0,0.204545454545455,0.00757575757575758,132,"E01000082",4
"80","E01000083",0.016,0.048,0,0.576,0,0.344,0.016,125,"E01000083",4
"81","E01000084",0.0656934306569343,0.0291970802919708,0.0948905109489051,0.496350364963504,0.0145985401459854,0.277372262773723,0.0218978102189781,137,"E01000084",4
"82","E01000085",0.0538922155688623,0.0658682634730539,0.0479041916167665,0.658682634730539,0,0.167664670658683,0.00598802395209581,167,"E01000085",4
"83","E01000086",0,0.037037037037037,0.0592592592592593,0.651851851851852,0.00740740740740741,0.244444444444444,0,135,"E01000086",4
"84","E01000087",0.0404624277456647,0.0346820809248555,0.00578034682080925,0.514450867052023,0.121387283236994,0.277456647398844,0.00578034682080925,173,"E01000087",4
"85","E01000088",0,0,0.00671140939597315,0.704697986577181,0.087248322147651,0.161073825503356,0.0402684563758389,149,"E01000088",4
"86","E01000089",0,0,0,0.899280575539568,0.0431654676258993,0.0503597122302158,0.00719424460431655,139,"E01000089",4
"87","E01000090",0.020253164556962,0,0.0151898734177215,0.308860759493671,0.30126582278481,0.346835443037975,0.00759493670886076,395,"E01000090",9
"88","E01000091",0,0.0827586206896552,0.0551724137931034,0.455172413793103,0.0206896551724138,0.386206896551724,0,145,"E01000091",9
"89","E01000092",0.0103397341211226,0.0649926144756278,0.10930576070901,0.1698670605613,0.209748892171344,0.419497784342688,0.0162481536189069,677,"E01000092",6
"90","E01000093",0.027027027027027,0.148648648648649,0.0675675675675676,0.317567567567568,0.121621621621622,0.310810810810811,0.00675675675675676,148,"E01000093",9
"91","E01000094",0.00523560209424084,0.120418848167539,0.0732984293193717,0.209424083769634,0.225130890052356,0.366492146596859,0,191,"E01000094",6
"92","E01000095",0.00410396716826265,0.0232558139534884,0.0027359781121751,0.162790697674419,0.302325581395349,0.500683994528044,0.00410396716826265,731,"E01000095",6
"93","E01000096",0.0427807486631016,0.0160427807486631,0.133689839572193,0.213903743315508,0.235294117647059,0.358288770053476,0,187,"E01000096",6
"94","E01000097",0,0.0967741935483871,0.010752688172043,0.548387096774194,0,0.344086021505376,0,186,"E01000097",4
"95","E01000098",0.0621468926553672,0.0847457627118644,0.0282485875706215,0.587570621468927,0,0.23728813559322,0,177,"E01000098",4
"96","E01000099",0.0040650406504065,0.016260162601626,0.0487804878048781,0.613821138211382,0.0121951219512195,0.300813008130081,0.0040650406504065,246,"E01000099",4
"97","E01000100",0,0.0112994350282486,0.0112994350282486,0.598870056497175,0.0508474576271186,0.327683615819209,0,177,"E01000100",4
"98","E01000101",0.0419161676646707,0.00598802395209581,0.0179640718562874,0.598802395209581,0.0239520958083832,0.305389221556886,0.00598802395209581,167,"E01000101",4
"99","E01000102",0.0108695652173913,0.0380434782608696,0.0326086956521739,0.581521739130435,0.0597826086956522,0.271739130434783,0.00543478260869565,184,"E01000102",4
"100","E01000103",0,0,0.0289017341040462,0.445086705202312,0.202312138728324,0.30635838150289,0.0173410404624277,173,"E01000103",9
"101","E01000104",0,0.113333333333333,0.133333333333333,0.233333333333333,0.16,0.36,0,150,"E01000104",6
"102","E01000105",0.0375,0.0875,0.0875,0.60625,0.00625,0.1625,0.0125,160,"E01000105",4
"103","E01000106",0.0552147239263804,0.141104294478528,0.0920245398773006,0.380368098159509,0.0368098159509202,0.269938650306748,0.0245398773006135,163,"E01000106",9
"104","E01000107",0,0.0476190476190476,0.0211640211640212,0.73015873015873,0.00529100529100529,0.19047619047619,0.00529100529100529,189,"E01000107",4
"105","E01000108",0.0176470588235294,0.0588235294117647,0.0352941176470588,0.605882352941176,0.0176470588235294,0.217647058823529,0.0470588235294118,170,"E01000108",4
"106","E01000109",0.0283018867924528,0.0141509433962264,0.0377358490566038,0.669811320754717,0.00943396226415094,0.155660377358491,0.0849056603773585,212,"E01000109",4
"107","E01000110",0.0122699386503067,0,0.0368098159509202,0.693251533742331,0.0122699386503067,0.0552147239263804,0.190184049079755,163,"E01000110",4
"108","E01000111",0.0114942528735632,0.0421455938697318,0.0498084291187739,0.459770114942529,0.0804597701149425,0.291187739463602,0.0651340996168582,261,"E01000111",4
"109","E01000112",0.142857142857143,0.0248447204968944,0.0248447204968944,0.472049689440994,0.0248447204968944,0.124223602484472,0.186335403726708,161,"E01000112",4
"110","E01000113",0.0964467005076142,0.0050761421319797,0.065989847715736,0.370558375634518,0.0101522842639594,0.0710659898477157,0.380710659898477,197,"E01000113",10
"111","E01000114",0.0599078341013825,0.00460829493087558,0.0138248847926267,0.705069124423963,0,0.161290322580645,0.0552995391705069,217,"E01000114",4
"112","E01000115",0,0.00793650793650794,0.00793650793650794,0.642857142857143,0.0476190476190476,0.293650793650794,0,252,"E01000115",4
"113","E01000116",0.027190332326284,0,0.0151057401812689,0.625377643504532,0.138972809667674,0.178247734138973,0.0151057401812689,331,"E01000116",4
"114","E01000117",0.00980392156862745,0,0,0.604575163398693,0.065359477124183,0.316993464052288,0.00326797385620915,306,"E01000117",4
"115","E01000118",0.00699300699300699,0.027972027972028,0,0.678321678321678,0.0244755244755245,0.255244755244755,0.00699300699300699,286,"E01000118",4
"116","E01000119",0,0.00938967136150235,0.0187793427230047,0.76056338028169,0.0140845070422535,0.192488262910798,0.00469483568075117,213,"E01000119",4
"117","E01000120",0.0195121951219512,0.00975609756097561,0,0.707317073170732,0.00975609756097561,0.253658536585366,0,205,"E01000120",4
"118","E01000121",0,0.0710059171597633,0.029585798816568,0.443786982248521,0.130177514792899,0.325443786982249,0,169,"E01000121",4
"119","E01000122",0,0.0141843971631206,0,0.666666666666667,0.0638297872340425,0.230496453900709,0.024822695035461,282,"E01000122",4
"120","E01000123",0.00738007380073801,0.014760147601476,0.014760147601476,0.40590405904059,0.321033210332103,0.14760147601476,0.0885608856088561,271,"E01000123",4
"121","E01000124",0.1125,0.04375,0.04375,0.18125,0.28125,0.16875,0.16875,160,"E01000124",10
"122","E01000125",0.00641025641025641,0.0769230769230769,0.198717948717949,0.365384615384615,0.0897435897435897,0.262820512820513,0,156,"E01000125",9
"123","E01000126",0,0.157894736842105,0.157894736842105,0.355263157894737,0.131578947368421,0.197368421052632,0,76,"E01000126",4
"124","E01000127",0,0.0675675675675676,0,0.594594594594595,0.114864864864865,0.216216216216216,0.00675675675675676,148,"E01000127",4
"125","E01000128",0,0.0368663594470046,0.00460829493087558,0.668202764976959,0.0921658986175115,0.19815668202765,0,217,"E01000128",4
"126","E01000129",0.318181818181818,0.0340909090909091,0.0170454545454545,0.482954545454545,0.0284090909090909,0.119318181818182,0,176,"E01000129",4
"127","E01000130",0,0.0578512396694215,0.0413223140495868,0.487603305785124,0.0330578512396694,0.380165289256198,0,121,"E01000130",9
"128","E01000131",0,0.0273224043715847,0.0218579234972678,0.612021857923497,0.0655737704918033,0.26775956284153,0.00546448087431694,183,"E01000131",4
"129","E01000132",0,0.0251572327044025,0,0.735849056603774,0.0188679245283019,0.213836477987421,0.00628930817610063,159,"E01000132",4
"130","E01000133",0,0.0306122448979592,0.0153061224489796,0.698979591836735,0.00510204081632653,0.239795918367347,0.0102040816326531,196,"E01000133",4
"131","E01000134",0,0.0426829268292683,0.0609756097560976,0.567073170731707,0.0609756097560976,0.268292682926829,0,164,"E01000134",4
"132","E01000135",0.0104712041884817,0.0104712041884817,0.0366492146596859,0.570680628272251,0.0471204188481675,0.277486910994764,0.0471204188481675,191,"E01000135",4
"133","E01000136",0,0.0432900432900433,0.00432900432900433,0.532467532467532,0.19047619047619,0.199134199134199,0.0303030303030303,231,"E01000136",4
"134","E01000137",0.0379746835443038,0.151898734177215,0.0759493670886076,0.278481012658228,0.0379746835443038,0.291139240506329,0.126582278481013,79,"E01000137",9
"135","E01000138",0,0,0.00546448087431694,0.595628415300546,0.00546448087431694,0.371584699453552,0.0218579234972678,183,"E01000138",4
"136","E01000139",0.0416666666666667,0.09375,0.0364583333333333,0.40625,0.130208333333333,0.260416666666667,0.03125,192,"E01000139",9
"137","E01000140",0.263157894736842,0.0701754385964912,0.105263157894737,0.254385964912281,0.0526315789473684,0.0964912280701754,0.157894736842105,114,"E01000140",1
"138","E01000141",0.173076923076923,0.0641025641025641,0.16025641025641,0.102564102564103,0.102564102564103,0.102564102564103,0.294871794871795,156,"E01000141",1
"139","E01000142",0,0.132183908045977,0.0574712643678161,0.419540229885057,0.028735632183908,0.275862068965517,0.0862068965517241,174,"E01000142",9
"140","E01000143",0.00763358778625954,0.0305343511450382,0.0916030534351145,0.557251908396947,0,0.206106870229008,0.106870229007634,131,"E01000143",4
"141","E01000144",0.153846153846154,0.020979020979021,0.0909090909090909,0.566433566433566,0.013986013986014,0.125874125874126,0.027972027972028,143,"E01000144",4
"142","E01000145",0.00578034682080925,0.0115606936416185,0.00578034682080925,0.630057803468208,0.0115606936416185,0.254335260115607,0.0809248554913295,173,"E01000145",4
"143","E01000146",0.274590163934426,0.00819672131147541,0.0819672131147541,0.475409836065574,0.00409836065573771,0.131147540983607,0.0245901639344262,244,"E01000146",4
"144","E01000147",0.0202020202020202,0,0.0303030303030303,0.732323232323232,0.0252525252525253,0.186868686868687,0.00505050505050505,198,"E01000147",4
"145","E01000148",0.104166666666667,0.0625,0.131944444444444,0.354166666666667,0.00694444444444444,0.201388888888889,0.138888888888889,144,"E01000148",10
"146","E01000150",0.0195121951219512,0.0292682926829268,0.0585365853658537,0.482926829268293,0.0585365853658537,0.336585365853659,0.0146341463414634,205,"E01000150",4
"147","E01000151",0,0.04,0.1,0.06,0.3,0.5,0,50,"E01000151",6
"148","E01000152",0,0.1,0.0916666666666667,0.166666666666667,0.291666666666667,0.35,0,120,"E01000152",6
"149","E01000153",0.00980392156862745,0.0490196078431373,0.147058823529412,0.333333333333333,0.215686274509804,0.235294117647059,0.00980392156862745,102,"E01000153",9
"150","E01000154",0.0508474576271186,0.0677966101694915,0.338983050847458,0.186440677966102,0.0508474576271186,0.305084745762712,0,59,"E01000154",5
"151","E01000155",0.0424242424242424,0.0727272727272727,0.212121212121212,0.424242424242424,0.0484848484848485,0.187878787878788,0.0121212121212121,165,"E01000155",4
"152","E01000156",0.0740740740740741,0.0148148148148148,0.0740740740740741,0.592592592592593,0.00740740740740741,0.0740740740740741,0.162962962962963,135,"E01000156",4
"153","E01000157",0,0.0977443609022556,0.0601503759398496,0.593984962406015,0.0150375939849624,0.0827067669172932,0.150375939849624,133,"E01000157",4
"154","E01000158",0,0.050314465408805,0,0.358490566037736,0.182389937106918,0.10062893081761,0.308176100628931,159,"E01000158",10
"155","E01000159",0,0.044,0.012,0.528,0.152,0.24,0.024,250,"E01000159",4
"156","E01000160",0.0238095238095238,0.0595238095238095,0.0535714285714286,0.297619047619048,0.202380952380952,0.119047619047619,0.244047619047619,168,"E01000160",10
"157","E01000161",0.072289156626506,0.072289156626506,0.0180722891566265,0.403614457831325,0.174698795180723,0.13855421686747,0.120481927710843,166,"E01000161",9
"158","E01000162",0.0900473933649289,0.018957345971564,0.0473933649289099,0.563981042654028,0.023696682464455,0.251184834123223,0.004739336492891,211,"E01000162",4
"159","E01000163",0,0.08,0.045,0.255,0.385,0.215,0.02,200,"E01000163",12
"160","E01000164",0.00840336134453781,0.0756302521008403,0.00560224089635854,0.151260504201681,0.369747899159664,0.372549019607843,0.0168067226890756,357,"E01000164",6
"161","E01000165",0,0.0862944162436548,0.0304568527918782,0.390862944162437,0.228426395939086,0.263959390862944,0,197,"E01000165",9
"162","E01000166",0.00704225352112676,0.0316901408450704,0.0246478873239437,0.503521126760563,0.130281690140845,0.295774647887324,0.00704225352112676,284,"E01000166",4
"163","E01000167",0,0.0347826086956522,0.00434782608695652,0.591304347826087,0.152173913043478,0.21304347826087,0.00434782608695652,230,"E01000167",4
"164","E01000168",0,0.00790513833992095,0.0118577075098814,0.766798418972332,0.00395256916996047,0.209486166007905,0,253,"E01000168",4
"165","E01000169",0,0.0203045685279188,0.0203045685279188,0.644670050761421,0.0304568527918782,0.203045685279188,0.0812182741116751,197,"E01000169",4
"166","E01000170",0.018957345971564,0.028436018957346,0.014218009478673,0.658767772511848,0.0805687203791469,0.175355450236967,0.023696682464455,211,"E01000170",4
"167","E01000171",0.120879120879121,0.032967032967033,0.0989010989010989,0.39010989010989,0.0549450549450549,0.104395604395604,0.197802197802198,182,"E01000171",10
"168","E01000172",0,0.00373134328358209,0,0.593283582089552,0.126865671641791,0.276119402985075,0,268,"E01000172",4
"169","E01000173",0,0.00884955752212389,0.0309734513274336,0.716814159292035,0.0619469026548673,0.176991150442478,0.00442477876106195,226,"E01000173",4
"170","E01000174",0.179190751445087,0.0115606936416185,0.0346820809248555,0.393063583815029,0.0635838150289017,0.0809248554913295,0.236994219653179,173,"E01000174",10
"171","E01000175",0,0.0132890365448505,0,0.521594684385382,0.255813953488372,0.20265780730897,0.00664451827242525,301,"E01000175",4
"172","E01000176",0,0.0449438202247191,0.0393258426966292,0.168539325842697,0.370786516853933,0.241573033707865,0.134831460674157,178,"E01000176",12
"173","E01000177",0.0133333333333333,0.0133333333333333,0.1,0.353333333333333,0.0266666666666667,0.106666666666667,0.386666666666667,150,"E01000177",10
"174","E01000178",0.0328947368421053,0.0230263157894737,0.00986842105263158,0.184210526315789,0.486842105263158,0.0953947368421053,0.167763157894737,304,"E01000178",12
"175","E01000179",0,0.0583333333333333,0.0333333333333333,0.391666666666667,0.0416666666666667,0.108333333333333,0.366666666666667,120,"E01000179",10
"176","E01000180",0.0123456790123457,0.179012345679012,0.0679012345679012,0.401234567901235,0.0308641975308642,0.265432098765432,0.0432098765432099,162,"E01000180",9
"177","E01000181",0.220338983050847,0.0169491525423729,0.0169491525423729,0.23728813559322,0,0.0254237288135593,0.483050847457627,118,"E01000181",7
"178","E01000182",0.0851063829787234,0.0212765957446809,0.0921985815602837,0.482269503546099,0.0567375886524823,0.099290780141844,0.163120567375887,141,"E01000182",4
"179","E01000183",0.00485436893203883,0.0776699029126214,0.058252427184466,0.504854368932039,0.155339805825243,0.194174757281553,0.00485436893203883,206,"E01000183",4
"180","E01000184",0.00278551532033426,0.011142061281337,0.0125348189415042,0.0292479108635097,0.749303621169916,0.175487465181058,0.0194986072423398,718,"E01000184",11
"181","E01000185",0,0.193548387096774,0.290322580645161,0.10752688172043,0.139784946236559,0.247311827956989,0.021505376344086,93,"E01000185",5
"182","E01000186",0,0.0161943319838057,0,0.643724696356275,0.0769230769230769,0.263157894736842,0,247,"E01000186",4
"183","E01000187",0.0132450331125828,0.00662251655629139,0.0132450331125828,0.576158940397351,0.0596026490066225,0.33112582781457,0,151,"E01000187",4
"184","E01000188",0,0.00255102040816327,0.000850340136054422,0.129251700680272,0.704081632653061,0.163265306122449,0,1176,"E01000188",11
"185","E01000189",0,0.3,0.141666666666667,0.141666666666667,0.116666666666667,0.3,0,120,"E01000189",6
"186","E01000190",0,0.0579710144927536,0.00966183574879227,0.497584541062802,0.00966183574879227,0.42512077294686,0,207,"E01000190",9
"187","E01000191",0.0158730158730159,0.0357142857142857,0.0158730158730159,0.595238095238095,0.107142857142857,0.23015873015873,0,252,"E01000191",4
"188","E01000192",0.128205128205128,0.0213675213675214,0.0598290598290598,0.581196581196581,0.0341880341880342,0.170940170940171,0.00427350427350427,234,"E01000192",4
"189","E01000193",0,0.02,0.02,0.6,0.06,0.286666666666667,0.0133333333333333,150,"E01000193",4
"190","E01000194",0.129464285714286,0.0178571428571429,0.03125,0.575892857142857,0.0491071428571429,0.174107142857143,0.0223214285714286,224,"E01000194",4
"191","E01000195",0.00277777777777778,0.075,0.0333333333333333,0.147222222222222,0.480555555555556,0.261111111111111,0,360,"E01000195",11
"192","E01000196",0.185792349726776,0.0491803278688525,0.0983606557377049,0.316939890710383,0.109289617486339,0.14207650273224,0.0983606557377049,183,"E01000196",9
"193","E01000197",0.0295566502463054,0.00985221674876847,0.0295566502463054,0.482758620689655,0.113300492610837,0.123152709359606,0.211822660098522,203,"E01000197",4
"194","E01000198",0.0029673590504451,0.0207715133531157,0.0148367952522255,0.543026706231454,0.0979228486646884,0.317507418397626,0.0029673590504451,337,"E01000198",4
"195","E01000199",0.0149253731343284,0.0696517412935323,0.054726368159204,0.517412935323383,0.0845771144278607,0.243781094527363,0.0149253731343284,201,"E01000199",4
"196","E01000200",0,0.0607476635514019,0.0607476635514019,0.570093457943925,0.0981308411214953,0.200934579439252,0.00934579439252336,214,"E01000200",4
"197","E01000201",0,0.0204778156996587,0.0204778156996587,0.573378839590444,0.150170648464164,0.232081911262799,0.00341296928327645,293,"E01000201",4
