,Unnamed: 0.1,clusters,clusters_2011_edited,clusters_2011_cleanup,idx,oa_name,OA11CD,LSOA11CD,Unnamed: 0,xcoord,ycoord,panoid,lat,lon,month,year,azi,id
71,592020_d,11,13,Estates,592020,E00022108,E00022108,E01004392,813981,-0.0315326144674053,51.58579261244471,YlEt91kj9mkVMk_f_wxnDg,51.585809397182295,-0.0315103097246766,6,2008,67.3437923851259,D0C62748-55DD-4522-99EB-3A7765CF0E5D
72,592019_b,11,13,Estates,592019,E00022108,E00022108,E01004392,813980,-0.0312633887777695,51.5858573740317,vPmeM1gxJyGYSj-P4km_Ig,51.5858705764723,-0.0312602089758034,6,2008,67.3437923851259,D0C62748-55DD-4522-99EB-3A7765CF0E5D
73,592019_d,9,8,Low-density,592019,E00022108,E00022108,E01004392,813980,-0.0312633887777695,51.5858573740317,vPmeM1gxJyGYSj-P4km_Ig,51.5858705764723,-0.0312602089758034,6,2008,67.3437923851259,D0C62748-55DD-4522-99EB-3A7765CF0E5D
74,591927_d,18,0,High-density,591927,E00022108,E00022108,E01004392,813868,-0.0342849288921081,51.585078408154,sqKTWLzJpuUHnhcUH7C0lQ,51.5850785845445,-0.0342794919868806,6,2008,241.47456321769,41772219-2061-47D4-A39C-731C2BFA4134
75,591928_d,4,4,Low-density,591928,E00022108,E00022108,E01004392,813869,-0.0345421267973359,51.5849968580892,T4C3l_QBNMG4DG8GuryHgg,51.5849965770955,-0.0345305401389641,7,2011,241.47456321769,41772219-2061-47D4-A39C-731C2BFA4134
76,592022_d,18,0,High-density,592022,E00022108,E00022108,E01004392,813983,-0.0320710635920679,51.5856630873912,-UlcS71I0-5uKOejSOoYOQ,51.5856820265014,-0.032036031092327,6,2008,67.344059314525,D0C62748-55DD-4522-99EB-3A7765CF0E5D
77,591956_b,4,4,Low-density,591956,E00022108,E00022108,E01004392,813906,-0.0335372510763287,51.584919010729294,3GSF_7htHjEirB2J4-OL2A,51.5852213119251,-0.0338115208382724,8,2012,241.464348725365,41772219-2061-47D4-A39C-731C2BFA4134
78,591956_d,4,4,Low-density,591956,E00022108,E00022108,E01004392,813906,-0.0335372510763287,51.584919010729294,3GSF_7htHjEirB2J4-OL2A,51.5852213119251,-0.0338115208382724,8,2012,241.464348725365,41772219-2061-47D4-A39C-731C2BFA4134
79,593091_d,6,10,High-density,593091,E00171730,E00171730,E01004392,815326,-0.0325914054809139,51.581316090497104,qB85lRv-sQj7-lvhuakKEQ,51.5812839087146,-0.0324900671049986,6,2008,243.21778329491295,562004DC-D9BC-4A6B-950E-910FC3B5FF9C
80,593092_d,14,1,Green space,593092,E00171730,E00171730,E01004392,815327,-0.0323699674408304,51.58154321448591,oeOQV0-nRIkMHd19tBV-Bw,51.5815502099704,-0.0323384352690742,7,2011,250.94229548992297,49067391-1972-4BE9-BDA9-6BB0705B58E4
81,593092_b,17,9,Low-density,593092,E00171730,E00171730,E01004392,815327,-0.0323699674408304,51.58154321448591,oeOQV0-nRIkMHd19tBV-Bw,51.5815502099704,-0.0323384352690742,7,2011,250.94229548992297,49067391-1972-4BE9-BDA9-6BB0705B58E4
82,593061_d,1,15,Commercial,593061,E00171730,E00171730,E01004392,815290,-0.033598537007414,51.581451716891614,FOSlq5f34m1UWFmyEDLD0Q,51.5814190010538,-0.0334938208009277,6,2008,149.488203228066,7440CD25-B84D-4F69-913B-1E673853B3C3
83,593061_b,1,15,Commercial,593061,E00171730,E00171730,E01004392,815290,-0.033598537007414,51.581451716891614,FOSlq5f34m1UWFmyEDLD0Q,51.5814190010538,-0.0334938208009277,6,2008,149.488203228066,7440CD25-B84D-4F69-913B-1E673853B3C3
