,Unnamed: 0.1,clusters,clusters_2011_edited,clusters_2011_cleanup,idx,oa_name_x,OA11CD,LSOA11CD,panoid,lat,lon,oa_name_y
23,592066_b,17,9,Low-density,592066,E00022087,E00022087,E01004392,JDPPGL_DOV7QQt8hcWDtsA,51.5846681882025,-0.0289332229601574,E00022087
24,592084_b,16,5,,592084,E00022087,E00022087,E01004392,wW0txLy2VdqXpoBEc5OJiQ,51.5849384182125,-0.028486254369985,E00022087
25,592084_d,16,5,,592084,E00022087,E00022087,E01004392,wW0txLy2VdqXpoBEc5OJiQ,51.5849384182125,-0.028486254369985,E00022087
26,592067_b,7,3,,592067,E00022087,E00022087,E01004392,9GeRlvdipok3rT2M9YucFA,51.5848644421762,-0.0287282643066299,E00022087
27,592067_d,7,3,,592067,E00022087,E00022087,E01004392,9GeRlvdipok3rT2M9YucFA,51.5848644421762,-0.0287282643066299,E00022087
28,592070_d,7,3,,592070,E00022087,E00022087,E01004392,2dedWIBiNxJSSGuJxmxxYQ,51.5856640284772,-0.028929508890421,E00022087
29,592070_b,7,3,,592070,E00022087,E00022087,E01004392,2dedWIBiNxJSSGuJxmxxYQ,51.5856640284772,-0.028929508890421,E00022087
30,592069_d,18,0,High-density,592069,E00022087,E00022087,E01004392,4B4xaGK5MIJR21r_c_6PBw,51.585518426058,-0.0291788198876559,E00022087
31,592069_b,4,4,Low-density,592069,E00022087,E00022087,E01004392,4B4xaGK5MIJR21r_c_6PBw,51.585518426058,-0.0291788198876559,E00022087
32,592132_b,18,0,High-density,592132,E00022087,E00022087,E01004392,gkLl2FICrMdsuXwp7xKb3w,51.5855341493924,-0.0264569547376203,E00022087
33,592132_d,18,0,High-density,592132,E00022087,E00022087,E01004392,gkLl2FICrMdsuXwp7xKb3w,51.5855341493924,-0.0264569547376203,E00022087
34,592133_b,18,0,High-density,592133,E00022087,E00022087,E01004392,Yijsgi26kMmQanpDBBDaGw,51.5855284425126,-0.0264793071445751,E00022087
35,592133_d,18,0,High-density,592133,E00022087,E00022087,E01004392,Yijsgi26kMmQanpDBBDaGw,51.5855284425126,-0.0264793071445751,E00022087
36,592073_b,18,0,High-density,592073,E00022087,E00022087,E01004392,ngWPfAilcihE_Fqfd3E-ag,51.585872967281,-0.0281386920424769,E00022087
37,592073_d,18,0,High-density,592073,E00022087,E00022087,E01004392,ngWPfAilcihE_Fqfd3E-ag,51.585872967281,-0.0281386920424769,E00022087
38,592080_d,7,3,,592080,E00022087,E00022087,E01004392,3grzjLCqt8boztfp-5WabA,51.5863742958856,-0.0262451420615076,E00022087
39,592080_b,7,3,,592080,E00022087,E00022087,E01004392,3grzjLCqt8boztfp-5WabA,51.5863742958856,-0.0262451420615076,E00022087
40,592085_d,18,0,High-density,592085,E00022087,E00022087,E01004392,C8f0G20sZhAdZ8ACojdtbg,51.5850131875682,-0.0282171808492533,E00022087
41,592085_b,18,0,High-density,592085,E00022087,E00022087,E01004392,C8f0G20sZhAdZ8ACojdtbg,51.5850131875682,-0.0282171808492533,E00022087
42,592074_d,18,0,High-density,592074,E00022087,E00022087,E01004392,pOKavyuzGEOpRNAu488-nw,51.5859460006775,-0.0278642516803934,E00022087
43,592074_b,18,0,High-density,592074,E00022087,E00022087,E01004392,pOKavyuzGEOpRNAu488-nw,51.5859460006775,-0.0278642516803934,E00022087
44,592071_b,11,13,Estates,592071,E00022087,E00022087,E01004392,GjhGz8jbll2H8WIdkdcUiA,51.5857467081251,-0.0286380218810637,E00022087
45,592071_d,7,3,,592071,E00022087,E00022087,E01004392,GjhGz8jbll2H8WIdkdcUiA,51.5857467081251,-0.0286380218810637,E00022087
46,592091_b,18,0,High-density,592091,E00022087,E00022087,E01004392,GGyGxhgxyOZ13iB1Tf6yEQ,51.5854676608647,-0.0266614391797238,E00022087
47,592091_d,12,18,,592091,E00022087,E00022087,E01004392,GGyGxhgxyOZ13iB1Tf6yEQ,51.5854676608647,-0.0266614391797238,E00022087
48,592078_d,7,3,,592078,E00022087,E00022087,E01004392,eP4BJLweCO-oqYMu5OsH7w,51.5862307094901,-0.0268415529985515,E00022087
49,592078_b,18,0,High-density,592078,E00022087,E00022087,E01004392,eP4BJLweCO-oqYMu5OsH7w,51.5862307094901,-0.0268415529985515,E00022087
50,592079_d,7,3,,592079,E00022087,E00022087,E01004392,7QUimQplO6hGvJ2WD50J8A,51.5862852845226,-0.0266337111290841,E00022087
51,592079_b,7,3,,592079,E00022087,E00022087,E01004392,7QUimQplO6hGvJ2WD50J8A,51.5862852845226,-0.0266337111290841,E00022087
52,592077_b,16,5,,592077,E00022087,E00022087,E01004392,444Xg9hTTrMxwq-sS1DTwg,51.5861682698438,-0.0270425393272344,E00022087
53,592077_d,16,5,,592077,E00022087,E00022087,E01004392,444Xg9hTTrMxwq-sS1DTwg,51.5861682698438,-0.0270425393272344,E00022087
54,591976_d,10,1,Green space,591976,E00022108,E00022108,E01004392,_N7fLaauKd9rmm73YS4u1g,51.5855782430926,-0.0324686432777014,E00022108
55,591976_b,0,12,,591976,E00022108,E00022108,E01004392,_N7fLaauKd9rmm73YS4u1g,51.5855782430926,-0.0324686432777014,E00022108
56,591920_b,10,1,Green space,591920,E00022108,E00022108,E01004392,MFiWMd0m5BZNt9QVTI0o5Q,51.5855776867054,-0.0324501455426903,E00022108
57,591920_d,0,12,,591920,E00022108,E00022108,E01004392,MFiWMd0m5BZNt9QVTI0o5Q,51.5855776867054,-0.0324501455426903,E00022108
58,591921_b,10,1,Green space,591921,E00022108,E00022108,E01004392,IVb6LJqSlW2wMQZJcve8GA,51.5854933051346,-0.0328078057207348,E00022108
59,591921_d,18,0,High-density,591921,E00022108,E00022108,E01004392,IVb6LJqSlW2wMQZJcve8GA,51.5854933051346,-0.0328078057207348,E00022108
60,591915_b,19,19,,591915,E00022108,E00022108,E01004392,yLNVTDwGFjMK2HiHyPlTHQ,51.5849667206964,-0.0351034605423434,E00022108
61,591915_d,14,1,Green space,591915,E00022108,E00022108,E01004392,yLNVTDwGFjMK2HiHyPlTHQ,51.5849667206964,-0.0351034605423434,E00022108
62,591922_b,0,12,,591922,E00022108,E00022108,E01004392,cJME8opI4LLMmqnhGtHZ9Q,51.585465168564,-0.0329879498708625,E00022108
63,591922_d,19,19,,591922,E00022108,E00022108,E01004392,cJME8opI4LLMmqnhGtHZ9Q,51.585465168564,-0.0329879498708625,E00022108
64,591927_b,19,19,,591927,E00022108,E00022108,E01004392,sqKTWLzJpuUHnhcUH7C0lQ,51.5850785845445,-0.0342794919868806,E00022108
65,591927_d,18,0,High-density,591927,E00022108,E00022108,E01004392,sqKTWLzJpuUHnhcUH7C0lQ,51.5850785845445,-0.0342794919868806,E00022108
66,591975_b,0,12,,591975,E00022108,E00022108,E01004392,IMQoawYaKvfwB6SQZURGPg,51.585555622578,-0.0325862384553738,E00022108
67,591975_d,0,12,,591975,E00022108,E00022108,E01004392,IMQoawYaKvfwB6SQZURGPg,51.585555622578,-0.0325862384553738,E00022108
68,592023_b,9,8,Low-density,592023,E00022108,E00022108,E01004392,2OIIBNGjrgTGGDUbFxpfZg,51.5855930851002,-0.0323778446779407,E00022108
69,592023_d,10,1,Green space,592023,E00022108,E00022108,E01004392,2OIIBNGjrgTGGDUbFxpfZg,51.5855930851002,-0.0323778446779407,E00022108
70,592022_b,0,12,,592022,E00022108,E00022108,E01004392,-UlcS71I0-5uKOejSOoYOQ,51.5856820265014,-0.032036031092327,E00022108
71,592022_d,18,0,High-density,592022,E00022108,E00022108,E01004392,-UlcS71I0-5uKOejSOoYOQ,51.5856820265014,-0.032036031092327,E00022108
72,592014_d,9,8,Low-density,592014,E00022108,E00022108,E01004392,ZphodC5uVGc3rQN51vAKgQ,51.5859697830506,-0.0300560713880364,E00022108
73,592014_b,12,18,,592014,E00022108,E00022108,E01004392,ZphodC5uVGc3rQN51vAKgQ,51.5859697830506,-0.0300560713880364,E00022108
74,591928_b,0,12,,591928,E00022108,E00022108,E01004392,T4C3l_QBNMG4DG8GuryHgg,51.5849965770955,-0.0345305401389641,E00022108
75,591928_d,4,4,Low-density,591928,E00022108,E00022108,E01004392,T4C3l_QBNMG4DG8GuryHgg,51.5849965770955,-0.0345305401389641,E00022108
76,592015_b,16,5,,592015,E00022108,E00022108,E01004392,oR3HyOSB1d9KailojyJI7Q,51.58611357027,-0.0301857311533004,E00022108
77,592015_d,9,8,Low-density,592015,E00022108,E00022108,E01004392,oR3HyOSB1d9KailojyJI7Q,51.58611357027,-0.0301857311533004,E00022108
78,591926_d,18,0,High-density,591926,E00022108,E00022108,E01004392,8ACO_in1PdOr4g-mpFNwjw,51.5851616049451,-0.0340104796526584,E00022108
79,591926_b,7,3,,591926,E00022108,E00022108,E01004392,8ACO_in1PdOr4g-mpFNwjw,51.5851616049451,-0.0340104796526584,E00022108
80,591924_b,18,0,High-density,591924,E00022108,E00022108,E01004392,EZ6ZgFCS4IsmPab5hsx-Pw,51.5853031012222,-0.0335353164206815,E00022108
81,591924_d,18,0,High-density,591924,E00022108,E00022108,E01004392,EZ6ZgFCS4IsmPab5hsx-Pw,51.5853031012222,-0.0335353164206815,E00022108
82,591929_b,19,19,,591929,E00022108,E00022108,E01004392,5EKTq42Fcur_Av_5hLQVpw,51.5849445252558,-0.0346833774168339,E00022108
83,591929_d,18,0,High-density,591929,E00022108,E00022108,E01004392,5EKTq42Fcur_Av_5hLQVpw,51.5849445252558,-0.0346833774168339,E00022108
84,592016_b,7,3,,592016,E00022108,E00022108,E01004392,ehuTrMSboxEyFUv5YES29g,51.5860783181945,-0.0304293936565964,E00022108
85,592016_d,8,2,Green space,592016,E00022108,E00022108,E01004392,ehuTrMSboxEyFUv5YES29g,51.5860783181945,-0.0304293936565964,E00022108
86,592013_d,16,5,,592013,E00022108,E00022108,E01004392,BoT0n-SlOuElSOlmox80mA,51.585782753098,-0.0299039850120309,E00022108
87,592013_b,16,5,,592013,E00022108,E00022108,E01004392,BoT0n-SlOuElSOlmox80mA,51.585782753098,-0.0299039850120309,E00022108
88,591925_b,18,0,High-density,591925,E00022108,E00022108,E01004392,bfpUGHC5YGDgE_RXozljfA,51.5852282832378,-0.0337991688164024,E00022108
89,591925_d,18,0,High-density,591925,E00022108,E00022108,E01004392,bfpUGHC5YGDgE_RXozljfA,51.5852282832378,-0.0337991688164024,E00022108
90,591923_b,9,8,Low-density,591923,E00022108,E00022108,E01004392,V3-g3Dnv5Vcl-qZrgibl5A,51.5853842128461,-0.0332480609955579,E00022108
91,591923_d,18,0,High-density,591923,E00022108,E00022108,E01004392,V3-g3Dnv5Vcl-qZrgibl5A,51.5853842128461,-0.0332480609955579,E00022108
92,592017_d,9,8,Low-density,592017,E00022108,E00022108,E01004392,CX_y8YRatZdYW5Bl_P1uIg,51.5860051790088,-0.0307270139420145,E00022108
93,592017_b,4,4,Low-density,592017,E00022108,E00022108,E01004392,CX_y8YRatZdYW5Bl_P1uIg,51.5860051790088,-0.0307270139420145,E00022108
94,592020_b,4,4,Low-density,592020,E00022108,E00022108,E01004392,YlEt91kj9mkVMk_f_wxnDg,51.5858093971823,-0.0315103097246766,E00022108
95,592020_d,11,13,Estates,592020,E00022108,E00022108,E01004392,YlEt91kj9mkVMk_f_wxnDg,51.5858093971823,-0.0315103097246766,E00022108
96,592019_b,11,13,Estates,592019,E00022108,E00022108,E01004392,vPmeM1gxJyGYSj-P4km_Ig,51.5858705764723,-0.0312602089758034,E00022108
97,592019_d,9,8,Low-density,592019,E00022108,E00022108,E01004392,vPmeM1gxJyGYSj-P4km_Ig,51.5858705764723,-0.0312602089758034,E00022108
98,592021_d,18,0,High-density,592021,E00022108,E00022108,E01004392,0qR22NmUF_kw9pcuRUAHBA,51.5857472241324,-0.0317519224180862,E00022108
99,592021_b,18,0,High-density,592021,E00022108,E00022108,E01004392,0qR22NmUF_kw9pcuRUAHBA,51.5857472241324,-0.0317519224180862,E00022108
100,591956_b,4,4,Low-density,591956,E00022108,E00022108,E01004392,3GSF_7htHjEirB2J4-OL2A,51.5852213119251,-0.0338115208382724,E00022108
101,591956_d,4,4,Low-density,591956,E00022108,E00022108,E01004392,3GSF_7htHjEirB2J4-OL2A,51.5852213119251,-0.0338115208382724,E00022108
102,592018_b,12,18,,592018,E00022108,E00022108,E01004392,YW_2qqrQ_cnmn8vfx3LMiQ,51.5859379214535,-0.0309911483721345,E00022108
103,592018_d,12,18,,592018,E00022108,E00022108,E01004392,YW_2qqrQ_cnmn8vfx3LMiQ,51.5859379214535,-0.0309911483721345,E00022108
104,592657_d,10,1,Green space,592657,E00171483,E00171483,E01004392,VrWoUjxu8QRRmjASUrWO5g,51.5819314813094,-0.0296422281496562,E00171483
105,592657_b,11,13,Estates,592657,E00171483,E00171483,E01004392,VrWoUjxu8QRRmjASUrWO5g,51.5819314813094,-0.0296422281496562,E00171483
106,592704_b,6,10,High-density,592704,E00171483,E00171483,E01004392,aStkvhlc2T1V4fVyrPBUoA,51.5823035156234,-0.0271022681071243,E00171483
107,592704_d,10,1,Green space,592704,E00171483,E00171483,E01004392,aStkvhlc2T1V4fVyrPBUoA,51.5823035156234,-0.0271022681071243,E00171483
108,592701_d,10,1,Green space,592701,E00171483,E00171483,E01004392,Sh6nyo3-nltelqiRgKDvGA,51.5823906485726,-0.0262730075244339,E00171483
109,592701_b,2,17,,592701,E00171483,E00171483,E01004392,Sh6nyo3-nltelqiRgKDvGA,51.5823906485726,-0.0262730075244339,E00171483
110,592752_b,2,17,,592752,E00171483,E00171483,E01004392,UXYzspmEvhCplQ03ZunL1Q,51.5832550437604,-0.0283687763327738,E00171483
111,592752_d,1,15,Commercial,592752,E00171483,E00171483,E01004392,UXYzspmEvhCplQ03ZunL1Q,51.5832550437604,-0.0283687763327738,E00171483
112,592696_d,3,11,Green space,592696,E00171483,E00171483,E01004392,iLSX5RtKduU8ADXjSN8ffg,51.5821465541887,-0.0279959523925352,E00171483
113,592696_b,15,16,,592696,E00171483,E00171483,E01004392,iLSX5RtKduU8ADXjSN8ffg,51.5821465541887,-0.0279959523925352,E00171483
114,592654_d,10,1,Green space,592654,E00171483,E00171483,E01004392,Br6ccPSQEHLRT9ggpRBOAQ,51.5820544104507,-0.0287898534217171,E00171483
115,592654_b,6,10,High-density,592654,E00171483,E00171483,E01004392,Br6ccPSQEHLRT9ggpRBOAQ,51.5820544104507,-0.0287898534217171,E00171483
116,592107_d,10,1,Green space,592107,E00171483,E00171483,E01004392,Zc5poHRO8gfUtJaaClr6DQ,51.5839800920426,-0.02861542337021,E00171483
117,592107_b,18,0,High-density,592107,E00171483,E00171483,E01004392,Zc5poHRO8gfUtJaaClr6DQ,51.5839800920426,-0.02861542337021,E00171483
118,592705_d,14,1,Green space,592705,E00171483,E00171483,E01004392,g9A2YMQv2c0qT5X2F5wR3Q,51.5822737619664,-0.0274050295383891,E00171483
119,592705_b,6,10,High-density,592705,E00171483,E00171483,E01004392,g9A2YMQv2c0qT5X2F5wR3Q,51.5822737619664,-0.0274050295383891,E00171483
120,593101_d,3,11,Green space,593101,E00171483,E00171483,E01004392,4Ta2__aPsP6zv1MWeI0DbA,51.5813443434772,-0.0321697083328713,E00171483
121,593101_b,7,3,,593101,E00171483,E00171483,E01004392,4Ta2__aPsP6zv1MWeI0DbA,51.5813443434772,-0.0321697083328713,E00171483
122,592655_d,10,1,Green space,592655,E00171483,E00171483,E01004392,2CbqSDmQ11vPO5MfkSZ79Q,51.5820199358282,-0.0291101802624887,E00171483
123,592655_b,7,3,,592655,E00171483,E00171483,E01004392,2CbqSDmQ11vPO5MfkSZ79Q,51.5820199358282,-0.0291101802624887,E00171483
124,592700_d,14,1,Green space,592700,E00171483,E00171483,E01004392,0i-xvtvpRNMidGjUeMgCBg,51.5823995151698,-0.0259992846681067,E00171483
125,592700_b,7,3,,592700,E00171483,E00171483,E01004392,0i-xvtvpRNMidGjUeMgCBg,51.5823995151698,-0.0259992846681067,E00171483
126,592662_d,3,11,Green space,592662,E00171483,E00171483,E01004392,Ju4sX-OAWxGH4LcuQYaoEw,51.5816377657533,-0.0310639781317765,E00171483
127,592662_b,15,16,,592662,E00171483,E00171483,E01004392,Ju4sX-OAWxGH4LcuQYaoEw,51.5816377657533,-0.0310639781317765,E00171483
128,592744_b,0,12,,592744,E00171483,E00171483,E01004392,g6BhjMbxNdNGZlRod7rEoQ,51.5829717306706,-0.0303464651151855,E00171483
129,592744_d,7,3,,592744,E00171483,E00171483,E01004392,g6BhjMbxNdNGZlRod7rEoQ,51.5829717306706,-0.0303464651151855,E00171483
130,592661_d,3,11,Green space,592661,E00171483,E00171483,E01004392,EDDQQ4-1QjKf2nXwut4tmw,51.5816990206747,-0.0307608084144037,E00171483
131,592661_b,6,10,High-density,592661,E00171483,E00171483,E01004392,EDDQQ4-1QjKf2nXwut4tmw,51.5816990206747,-0.0307608084144037,E00171483
132,592660_d,10,1,Green space,592660,E00171483,E00171483,E01004392,mM2kYkTCFudE6zPwM-9g2w,51.581761252726,-0.0304978208471964,E00171483
133,592660_b,0,12,,592660,E00171483,E00171483,E01004392,mM2kYkTCFudE6zPwM-9g2w,51.581761252726,-0.0304978208471964,E00171483
134,592702_b,6,10,High-density,592702,E00171483,E00171483,E01004392,HN-LOM8hkHrBH23D2pT5hQ,51.5823282230449,-0.026575952389171,E00171483
135,592702_d,14,1,Green space,592702,E00171483,E00171483,E01004392,HN-LOM8hkHrBH23D2pT5hQ,51.5823282230449,-0.026575952389171,E00171483
136,592658_d,3,11,Green space,592658,E00171483,E00171483,E01004392,cG2uJ2jzcgR1g6vs1O2fQA,51.5818779742576,-0.0298928344601794,E00171483
137,592658_b,7,3,,592658,E00171483,E00171483,E01004392,cG2uJ2jzcgR1g6vs1O2fQA,51.5818779742576,-0.0298928344601794,E00171483
138,592713_d,14,1,Green space,592713,E00171483,E00171483,E01004392,hmG-13bxotqSLmitwgb5bg,51.5824309506244,-0.0260233053549555,E00171483
139,592713_b,2,17,,592713,E00171483,E00171483,E01004392,hmG-13bxotqSLmitwgb5bg,51.5824309506244,-0.0260233053549555,E00171483
140,592656_d,14,1,Green space,592656,E00171483,E00171483,E01004392,HlynBZuwYk9YuKbiHZmtGg,51.5819827330119,-0.0293358346913311,E00171483
141,592656_b,9,8,Low-density,592656,E00171483,E00171483,E01004392,HlynBZuwYk9YuKbiHZmtGg,51.5819827330119,-0.0293358346913311,E00171483
142,592659_d,3,11,Green space,592659,E00171483,E00171483,E01004392,B1Nt1Tbulc8qD6oOtQ73kQ,51.5818299563632,-0.0301348548719757,E00171483
143,592659_b,2,17,,592659,E00171483,E00171483,E01004392,B1Nt1Tbulc8qD6oOtQ73kQ,51.5818299563632,-0.0301348548719757,E00171483
144,592106_b,0,12,,592106,E00171483,E00171483,E01004392,i0HzryJj9bBnzTSVXJrFJg,51.5838468207008,-0.0285789945691835,E00171483
145,592106_d,0,12,,592106,E00171483,E00171483,E01004392,i0HzryJj9bBnzTSVXJrFJg,51.5838468207008,-0.0285789945691835,E00171483
146,592743_d,0,12,,592743,E00171483,E00171483,E01004392,-c31AuXpXwgGEzDROKvIKg,51.5829171652666,-0.0305413665390169,E00171483
147,592743_b,2,17,,592743,E00171483,E00171483,E01004392,-c31AuXpXwgGEzDROKvIKg,51.5829171652666,-0.0305413665390169,E00171483
148,592664_d,19,19,,592664,E00171483,E00171483,E01004392,IYze2FUUqYy8f7NJwGIS2g,51.5815235141667,-0.031503228210951,E00171483
149,592664_b,2,17,,592664,E00171483,E00171483,E01004392,IYze2FUUqYy8f7NJwGIS2g,51.5815235141667,-0.031503228210951,E00171483
150,592697_b,6,10,High-density,592697,E00171483,E00171483,E01004392,8Q2c3tuHwmifGEkBK13qDA,51.5824006460536,-0.0279027569119104,E00171483
151,592697_d,2,17,,592697,E00171483,E00171483,E01004392,8Q2c3tuHwmifGEkBK13qDA,51.5824006460536,-0.0279027569119104,E00171483
152,592663_d,3,11,Green space,592663,E00171483,E00171483,E01004392,Y8KjKHFVsQUcjuUQORAZOA,51.5815734593371,-0.0313183573030704,E00171483
153,592663_b,7,3,,592663,E00171483,E00171483,E01004392,Y8KjKHFVsQUcjuUQORAZOA,51.5815734593371,-0.0313183573030704,E00171483
154,592754_b,7,3,,592754,E00171483,E00171483,E01004392,NQP7aqqhhdgzwCepxDBmZA,51.5832279338032,-0.0291330098919287,E00171483
155,592754_d,2,17,,592754,E00171483,E00171483,E01004392,NQP7aqqhhdgzwCepxDBmZA,51.5832279338032,-0.0291330098919287,E00171483
156,592728_b,7,3,,592728,E00171483,E00171483,E01004392,TBhyEDk57K0XGIY2B7RwCg,51.5828193621142,-0.0283309590376565,E00171483
157,592728_d,7,3,,592728,E00171483,E00171483,E01004392,TBhyEDk57K0XGIY2B7RwCg,51.5828193621142,-0.0283309590376565,E00171483
158,593105_d,3,11,Green space,593105,E00171483,E00171483,E01004392,_xqMnBV41kvJcglMWtEYPQ,51.5813748622542,-0.0320683855941116,E00171483
159,593105_b,7,3,,593105,E00171483,E00171483,E01004392,_xqMnBV41kvJcglMWtEYPQ,51.5813748622542,-0.0320683855941116,E00171483
160,592729_d,1,15,Commercial,592729,E00171483,E00171483,E01004392,Y-QImDLIGOJieJbgY6gwEg,51.5827253252047,-0.0286693164769745,E00171483
161,592729_b,1,15,Commercial,592729,E00171483,E00171483,E01004392,Y-QImDLIGOJieJbgY6gwEg,51.5827253252047,-0.0286693164769745,E00171483
162,592703_d,19,19,,592703,E00171483,E00171483,E01004392,cJtotatR6dn6nns1DyPelg,51.5822791486954,-0.0268650125405037,E00171483
163,592703_b,2,17,,592703,E00171483,E00171483,E01004392,cJtotatR6dn6nns1DyPelg,51.5822791486954,-0.0268650125405037,E00171483
164,592755_b,13,6,Green space,592755,E00171483,E00171483,E01004392,xgN_IvTGowuUAv0yx-f4YQ,51.583351983648,-0.0288243212109526,E00171483
165,592755_d,11,13,Estates,592755,E00171483,E00171483,E01004392,xgN_IvTGowuUAv0yx-f4YQ,51.583351983648,-0.0288243212109526,E00171483
166,592742_d,19,19,,592742,E00171483,E00171483,E01004392,y6ARpGebmT5qXkxXnfjPXg,51.5828401822929,-0.0308673909003894,E00171483
167,592742_b,11,13,Estates,592742,E00171483,E00171483,E01004392,y6ARpGebmT5qXkxXnfjPXg,51.5828401822929,-0.0308673909003894,E00171483
168,592673_b,1,15,Commercial,592673,E00171483,E00171483,E01004392,Ac9MB8vBSFwNPIvFGoAUeg,51.5819560734181,-0.0319315129089044,E00171483
169,592673_d,7,3,,592673,E00171483,E00171483,E01004392,Ac9MB8vBSFwNPIvFGoAUeg,51.5819560734181,-0.0319315129089044,E00171483
170,592653_b,6,10,High-density,592653,E00171483,E00171483,E01004392,xsUp__MyL0JllwrGKPFeTQ,51.582087166952,-0.0283931253029263,E00171483
171,592653_d,19,19,,592653,E00171483,E00171483,E01004392,xsUp__MyL0JllwrGKPFeTQ,51.582087166952,-0.0283931253029263,E00171483
172,592753_b,6,10,High-density,592753,E00171483,E00171483,E01004392,it2oFoalqPOzo54iMAaHkQ,51.583169943506,-0.0294205282811942,E00171483
173,592753_d,7,3,,592753,E00171483,E00171483,E01004392,it2oFoalqPOzo54iMAaHkQ,51.583169943506,-0.0294205282811942,E00171483
174,592730_b,1,15,Commercial,592730,E00171483,E00171483,E01004392,7ZdufmxQlu8BA0p7P7h7Qw,51.5826697747885,-0.0288667173382107,E00171483
175,592730_d,1,15,Commercial,592730,E00171483,E00171483,E01004392,7ZdufmxQlu8BA0p7P7h7Qw,51.5826697747885,-0.0288667173382107,E00171483
176,592674_b,7,3,,592674,E00171483,E00171483,E01004392,Ph2oXlt_ZDzo5RJsk6aYig,51.5815770181446,-0.0319377677953608,E00171483
177,592674_d,7,3,,592674,E00171483,E00171483,E01004392,Ph2oXlt_ZDzo5RJsk6aYig,51.5815770181446,-0.0319377677953608,E00171483
178,592692_b,1,15,Commercial,592692,E00171483,E00171483,E01004392,tD8rqKdgZGG7dMroBgKxHQ,51.5824104181737,-0.0298352519733542,E00171483
