,Unnamed: 0_x,matched,p,clusters_2011_cleanup,idx_x,oa_name,OA11CD,LSOA11CD,Unnamed: 0_y,xcoord,ycoord,panoid,lat,lon,month,year,azi,id,idx_y,idx_y,keep
25,591995_b,9,0.2684061118495632,Low-density,591995,E00022080,E00022080,E01004392,813954,-0.0315844396368428,51.5849471294644,ZAbHgyHMq4TEUMlzv8wLGQ,51.5849321866781,-0.0315758071119065,8,2012,245.061572344543,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,591995,591995_b,0
26,592739_b,0,0.24167102906272742,Terraced,592739,E00022080,E00022080,E01004392,814896,-0.0317147410088794,51.5832469873213,SCIV6iAswgJzUgo63lZhAw,51.5832390861043,-0.0316852339424796,8,2012,160.130331599712,80E12040-5B96-49F6-89EF-2C6DC82642F5,592739,592739_b,0
28,591982_b,0,0.11466623636844209,Terraced,591982,E00022080,E00022080,E01004392,813940,-0.0325424084867052,51.5845417274351,dFDw4LASfdqxOhC5tbw1ew,51.5845298273735,-0.0325081565296194,6,2008,150.64224645720898,3A3B58FE-8713-445F-9EBA-771B0B7C8A96,591982,591982_b,0
29,592738_b,0,0.06595750834501624,Terraced,592738,E00022080,E00022080,E01004392,814895,-0.0316239888508358,51.5830763229828,EG2T8Ba8ubngtgnVCqNV-g,51.5831123403566,-0.031611656803296,8,2012,160.13755085830098,80E12040-5B96-49F6-89EF-2C6DC82642F5,592738,592738_b,0
30,591987_b,0,0.2701977003266739,Terraced,591987,E00022080,E00022080,E01004392,813946,-0.0322297572848235,51.584154808913,AO4uCQGyHJSRmNOnM5zaDg,51.5840959342958,-0.0321539080181156,8,2012,157.06789956241002,7F801C68-7982-43FC-AF7D-A73F447BF48F,591987,591987_b,0
32,592001_b,8,0.2193179563287171,Low-density,592001,E00022080,E00022080,E01004392,813960,-0.0299952282640021,51.5853754623088,78yjfE69GPYHFM9timepjg,51.585353499205,-0.0300272117075763,6,2008,245.059494697242,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,592001,592001_b,0
34,591994_b,8,0.27473825018562315,Low-density,591994,E00022080,E00022080,E01004392,813953,-0.0318493056172329,51.5848757389308,NVacUnptf9uoSEZ4tEKo1Q,51.5848658145828,-0.0318611374297564,8,2012,245.061572344543,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,591994,591994_b,0
35,591981_b,0,0.1163041383832425,Terraced,591981,E00022080,E00022080,E01004392,813939,-0.0324077415813194,51.5843827160925,uS5kt14GBVnvGZkOLkXekw,51.5843936266598,-0.0323729314168577,6,2008,150.64224645720898,3A3B58FE-8713-445F-9EBA-771B0B7C8A96,591981,591981_b,0
37,591989_b,0,0.4469955846701429,Terraced,591989,E00022080,E00022080,E01004392,813948,-0.0319385998201767,51.58365771997301,dp_00BKGzRnhIamcyDsAeQ,51.5836765713949,-0.0319239802276264,8,2012,159.102234501161,27AFCEC5-AD8E-4FDE-BFE3-1D34ACEF337A,591989,591989_b,0
38,592000_b,9,0.07199574251309204,Low-density,592000,E00022080,E00022080,E01004392,813959,-0.0302600973765494,51.5853040728696,Yqmx6JmpsoKfQkueq_7ZpA,51.5852823762242,-0.0302955035789536,6,2008,245.059494697242,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,592000,592000_b,0
40,591986_b,0,0.16375347327482392,Terraced,591986,E00022080,E00022080,E01004392,813945,-0.0321245037107146,51.583987407291296,y7kouv1IgZaIc9TbYrCj0g,51.583963399135285,-0.0320761137785674,6,2008,159.102234501161,27AFCEC5-AD8E-4FDE-BFE3-1D34ACEF337A,591986,591986_b,0
41,592737_b,9,0.4496868031813366,Low-density,592737,E00022080,E00022080,E01004392,814894,-0.0315332649407692,51.5829056528852,7nA_zAcb1YYJq1JHyeP_qA,51.5829001574074,-0.0315042741219742,6,2008,160.119237099134,80E12040-5B96-49F6-89EF-2C6DC82642F5,592737,592737_b,0
42,591968_b,8,0.29119081473150776,Low-density,591968,E00022080,E00022080,E01004392,813922,-0.0327139389094394,51.584642276849614,tCXjiENYwcPHQCQ2XLT7yg,51.584633649811,-0.0326686286720151,8,2012,244.612093708904,BE41AD41-21AE-4EE8-ABF1-900FC2C40081,591968,591968_b,0
43,592085_b,0,0.20904472972586285,Terraced,592085,E00022087,E00022087,E01004392,814056,-0.0282168582214865,51.5850181920328,C8f0G20sZhAdZ8ACojdtbg,51.58501318756821,-0.0282171808492533,11,2008,243.340991449725,D2BEA324-A35F-4151-BF55-E56492CFFF5E,592085,592085_b,0
45,592074_b,0,0.32733182823462803,Terraced,592074,E00022087,E00022087,E01004392,814042,-0.0278711384184832,51.5859477188266,pOKavyuzGEOpRNAu488-nw,51.5859460006775,-0.0278642516803934,8,2012,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,592074,592074_b,0
48,592075_b,0,0.49661601204669403,Terraced,592075,E00022087,E00022087,E01004392,814043,-0.0276059690670166,51.58601867957021,9voR7eQT-e5_KlklA0c6nw,51.5859766260171,-0.0277328990154397,6,2008,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,592075,592075_b,0
51,592088_b,0,0.5803018466001508,Terraced,592088,E00022087,E00022087,E01004392,814059,-0.0274329060857734,51.5852470875015,hhp95KIESjEcQTfkZipSCQ,51.58524710358461,-0.0274435943118521,11,2008,243.340991449725,D2BEA324-A35F-4151-BF55-E56492CFFF5E,592088,592088_b,0
53,592251_b,0,0.14472560181412597,Terraced,592251,E00022087,E00022087,E01004392,814267,-0.0261741548726507,51.5856148453996,8ty2pJ34j5BhHbK9bNAIqA,51.5856116701066,-0.0261809817550883,11,2008,243.25858684194,994CAC9A-D7FB-48BE-9891-3BAB524D88BD,592251,592251_b,0
55,592072_b,0,0.40146915586831344,Terraced,592072,E00022087,E00022087,E01004392,814040,-0.028401474681855,51.58580579551301,wS-AM65ctvG8qWdkcCGvcg,51.5858132099258,-0.0283927032187954,6,2008,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,592072,592072_b,0
56,592073_b,0,0.3944411262112034,Terraced,592073,E00022087,E00022087,E01004392,814041,-0.0281363069567642,51.585876757474296,ngWPfAilcihE_Fqfd3E-ag,51.585872967281,-0.0281386920424769,8,2012,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,592073,592073_b,0
60,592654_b,10,0.31209019255467363,High-density,592654,E00171483,E00171483,E01004392,814787,-0.0287880103594523,51.5820302420349,Br6ccPSQEHLRT9ggpRBOAQ,51.58205441045071,-0.0287898534217171,7,2011,258.498120561916,8AD61D4A-2097-4E6B-B2A1-95836A2E528D,592654,592654_b,0
61,592113_b,9,0.09925472184753392,Low-density,592113,E00171483,E00171483,E01004392,814088,-0.0278700273194421,51.583364404692496,N1FVfNbzZY5Wsve56--O0w,51.58334233456621,-0.0278972092910893,8,2012,65.1288302513002,A8932A84-D2E4-4E25-93E4-7BB06A111CD8,592113,592113_b,0
63,592699_b,15,0.3569514098942965,Commercial,592699,E00171483,E00171483,E01004392,814851,-0.0279429755002802,51.5827567352188,DiBSRpbfAk0zojCe1wvI2Q,51.582804711788704,-0.0279512255809658,8,2012,174.805571092379,46AF11FF-3141-4DBF-8A05-EAF5D3F1AA20,592699,592699_b,0
64,592697_b,10,0.3024102160636495,High-density,592697,E00171483,E00171483,E01004392,814849,-0.0278929575274285,51.5824008361405,8Q2c3tuHwmifGEkBK13qDA,51.5824006460536,-0.0279027569119104,6,2008,176.7365151053,46AF11FF-3141-4DBF-8A05-EAF5D3F1AA20,592697,592697_b,0
67,592702_b,10,0.34953251993932477,High-density,592702,E00171483,E00171483,E01004392,814854,-0.026588752247355,51.5823476369685,HN-LOM8hkHrBH23D2pT5hQ,51.5823282230449,-0.026575952389171,6,2008,259.552835260008,28EE9CE0-BAE7-4076-9824-4C22E006849A,592702,592702_b,0
69,592698_b,10,0.07086529613188475,High-density,592698,E00171483,E00171483,E01004392,814850,-0.0279049419688595,51.5825804455933,qziJxLj-FFM-dgSFa84yww,51.5825313350427,-0.0279030716507382,8,2012,176.738510471828,46AF11FF-3141-4DBF-8A05-EAF5D3F1AA20,592698,592698_b,0
70,592652_b,10,0.16564186549886795,High-density,592652,E00171483,E00171483,E01004392,814785,-0.0282195526314557,51.5820924163398,WMPuunmBMyBY3JWR_u0hgg,51.5821348782392,-0.0281625350113488,6,2008,258.498120561916,8AD61D4A-2097-4E6B-B2A1-95836A2E528D,592652,592652_b,0
73,592751_b,15,0.23235755465339636,Commercial,592751,E00171483,E00171483,E01004392,814911,-0.0282244529541613,51.5830338273467,mz9q2PZwjfnFqwCCxIOOUQ,51.583032172392,-0.0282272536985422,7,2011,139.635463426903,5C4BD4A3-CB1B-44C5-A795-54711DC545E0,592751,592751_b,0
75,592043_b,10,0.2482035079597955,High-density,592043,E00022114,E00022114,E01004392,814006,-0.0310679339748347,51.583728475869,mJ6_Lj9KkR4CVOWB_DjT4w,51.583729589641,-0.0310720760160848,6,2008,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,592043,592043_b,0
76,592046_b,0,0.5281786780454016,Terraced,592046,E00022114,E00022114,E01004392,814009,-0.0302929064486332,51.583968850557696,W2SfYpfK4_PdxrUoEAiRKA,51.583974303070406,-0.0302684368349717,8,2012,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,592046,592046_b,0
78,592035_b,10,0.35312364751161684,High-density,592035,E00022114,E00022114,E01004392,813997,-0.0316022154048116,51.5841404485059,iiKbpIYMjaMWiE7NvvB6nw,51.5841353717591,-0.031605781775211,8,2012,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,592035,592035_b,0
81,592038_b,0,0.37476535590200566,Terraced,592038,E00022114,E00022114,E01004392,814000,-0.0308187764557896,51.5843700058919,Mw2ZvLe0d29H1seDQuhieA,51.5843629299044,-0.0308133453819781,8,2012,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,592038,592038_b,0
83,592044_b,0,0.2518693277969559,Terraced,592044,E00022114,E00022114,E01004392,814007,-0.030809592363604,51.5838086013447,Go9X3mp9OJotyaKO-CGxJg,51.583810633833714,-0.0307909051190257,8,2012,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,592044,592044_b,0
84,592036_b,0,0.4357316898125415,Terraced,592036,E00022114,E00022114,E01004392,813998,-0.0313410699538225,51.5842169682261,T1IHfbG-r29Guy_ErIV5jA,51.5842121174908,-0.0313495522133522,8,2012,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,592036,592036_b,0
87,592040_b,0,0.5502183877408043,Terraced,592040,E00022114,E00022114,E01004392,814002,-0.0302964794963701,51.58452304119179,Kc-wQlmlsjkLKoR7gPrslw,51.584507001948296,-0.0303149975194249,8,2012,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,592040,592040_b,0
88,592037_b,0,0.2690521929555255,Terraced,592037,E00022114,E00022114,E01004392,813999,-0.0310799236374816,51.58429348735471,Y3fHrh5ObADlMUpQOn_o-w,51.5842894255097,-0.0310820152315847,8,2012,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,592037,592037_b,0
91,592045_b,0,0.2826753328091023,Terraced,592045,E00022114,E00022114,E01004392,814008,-0.0305512498548696,51.583888726241,edQw9au15YBF59ACIrhX5w,51.5839025579929,-0.0305086487063439,6,2008,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,592045,592045_b,0
94,593061_b,15,0.603239622380469,Commercial,593061,E00171730,E00171730,E01004392,815290,-0.033598537007414,51.581451716891614,FOSlq5f34m1UWFmyEDLD0Q,51.5814190010538,-0.0334938208009277,6,2008,149.488203228066,7440CD25-B84D-4F69-913B-1E673853B3C3,593061,593061_b,0
97,593048_b,0,0.5415668378166405,Terraced,593048,E00171730,E00171730,E01004392,815272,-0.0342765509415797,51.5819237451091,sWbGMNv7MuKo0fdAA23WOw,51.58192654785,-0.0342752955635123,11,2008,152.49078366147,45F0FC0A-D164-41AE-A79D-8292B6754B73,593048,593048_b,0
99,593063_b,15,0.1859201580490818,Commercial,593063,E00171730,E00171730,E01004392,815293,-0.0333581335832399,51.581943414709215,2KxIzlYr2j9vqm913C51Qw,51.5819083379032,-0.0333069727689923,11,2008,160.05742747538798,36D32C7E-59E1-4A0B-8A0F-9BD0804A381A,593063,593063_b,0
