,Unnamed: 0_x,matched,p,clusters_2021_cleanup,idx_x,oa_name,OA11CD,LSOA11CD,Unnamed: 0_y,xcoord,ycoord,panoid,lat,lon,month,year,azi,id,idx_y,idx_y,idx_y.1,angle
191,806163_b,10,0.2839817590673005,High-density,806163,E00015593,E00015593,E01003093,871731,-0.1210767793665909,51.4709132932222,ZXePZSgsCbZnCEzAKp7gJA,51.4709153920893,-0.121079106403249,8,2020,150.154068050313,B5ED62EF-374C-4610-8C79-BDA031C0B22C,806163,806163_b,,b
192,665798_b,13,0.3488170301666691,Estates,665798,E00023972,E00023972,E01004737,719873,-0.130205052042433,51.4875767474036,a5vHgKrDR37SSWLYALxpbQ,51.4876339172431,-0.1303887276410369,3,2019,199.427033743784,B4C63E80-3553-488B-A148-1E3898A1B4C6,665798,665798_b,,b
193,665813_b,6,0.3477834843524876,Other green,665813,E00023972,E00023972,E01004737,719888,-0.129960679296113,51.4882957026448,HGUC0sNtLlD-13BGtXWl1w,51.488302579458285,-0.1299462009628909,6,2021,207.225234927392,713280DF-D92F-4593-8409-6F965927AC48,665813,665813_b,,b
194,665796_b,13,0.4064058370669504,Estates,665796,E00023972,E00023972,E01004737,719871,-0.13040274555644,51.4872700008848,RieqfEtLobLIFcj-D9Hvkg,51.48736016984879,-0.130564233909838,1,2021,200.580098862017,BC64E30F-AC99-4660-881D-D4A0C5701589,665796,665796_b,,b
195,665809_b,0,0.0690273523364369,Terraced,665809,E00023972,E00023972,E01004737,719884,-0.130752573998249,51.488116586800295,OwGcIoLktX3bo0D51alfvw,51.4879839391825,-0.130332718013584,3,2019,207.20749366868,713280DF-D92F-4593-8409-6F965927AC48,665809,665809_b,,b
196,665808_b,0,0.1424628103557758,Terraced,665808,E00023972,E00023972,E01004737,719883,-0.130928413735378,51.48825897455861,s-2FPSxAanWHy3h3fgrXFg,51.4880548751126,-0.130276928669974,11,2020,207.20749366868,713280DF-D92F-4593-8409-6F965927AC48,665808,665808_b,,b
197,665797_b,13,0.3986348391506775,Estates,665797,E00023972,E00023972,E01004737,719872,-0.13030295344702,51.487409719492,7TBat-z3sV5YKzGSc2eqxg,51.4874426391159,-0.130518450960183,1,2021,199.427033743784,B4C63E80-3553-488B-A148-1E3898A1B4C6,665797,665797_b,,b
198,665814_b,10,0.2965942609986955,High-density,665814,E00023972,E00023972,E01004737,719889,-0.13009892747813,51.4881379809874,mJViwzSdOvWFqgarKdHiFg,51.488170266044,-0.13018656244081,11,2020,207.20749366868,713280DF-D92F-4593-8409-6F965927AC48,665814,665814_b,,b
200,800354_b,13,0.4638784416025052,Estates,800354,E00016102,E00016102,E01003184,865359,-0.1105125936360159,51.4736728443793,O49MMY7ykklYQsAb182qEA,51.4736537554385,-0.11047440413263,8,2020,172.45311715065603,68FD3A4E-0927-41F7-BF0C-9526442186FC,800354,800354_b,,b
202,800220_b,10,0.4258726128209542,High-density,800220,E00016102,E00016102,E01003184,865211,-0.1110537823518999,51.474741128352896,UxSfMLPlp3XrOjrJShjTww,51.4746793711864,-0.110473267428703,8,2020,183.204989502188,58B7B23E-54FC-4BAB-A017-98BF9E812C60,800220,800220_b,,b
203,800351_b,13,0.2646381076447681,Estates,800351,E00016102,E00016102,E01003184,865356,-0.110576500254663,51.4732134743042,CA5qXSsHs11l0fU82b4yMQ,51.473209499445886,-0.110504531413212,3,2019,191.634378651143,5FB827E1-AE72-4AB2-B77B-2ADEA164A071,800351,800351_b,,b
205,800206_b,10,0.6245114587665972,High-density,800206,E00016102,E00016102,E01003184,865196,-0.111601206554981,51.474698987928285,0EZ-EyifqISqIBe_uOg9tw,51.47459150257591,-0.110489669220483,8,2020,183.204989502188,58B7B23E-54FC-4BAB-A017-98BF9E812C60,800206,800206_b,,b
206,800331_b,10,0.5276783755318271,High-density,800331,E00016102,E00016102,E01003184,865334,-0.1117405730569049,51.4736928629802,qN7RuRRIGGXCD-85003tqg,51.4737001879338,-0.1117239675784119,3,2019,107.429862817668,B099B350-7C15-4B5A-BD3D-FDE2FD7D0CB5,800331,800331_b,,b
210,800326_b,10,0.0609044848149714,High-density,800326,E00016102,E00016102,E01003184,865328,-0.112023386518503,51.47357702130011,6KMfOyOYBzG_GyzlISlc4g,51.4737411414203,-0.1118995974211019,8,2020,109.290046219486,7258C33A-645F-4B71-B25D-EB6A713E5272,800326,800326_b,,b
212,800368_b,15,0.1313509271721417,Commercial,800368,E00016102,E00016102,E01003184,865374,-0.110196689190248,51.4735155154778,UqqWjBVIwJBLceSIpZqR-g,51.4734938002728,-0.1102634710169969,3,2019,261.659133137096,2361E0A0-9F28-4BB3-BD90-5CB758A943CB,800368,800368_b,,b
213,800333_b,10,0.4187433496991325,High-density,800333,E00016102,E00016102,E01003184,865336,-0.111703172528335,51.4738683663457,g_NWC0sXc5E3OCucbUUykg,51.4737126554199,-0.111762890384338,3,2018,107.429862817668,B099B350-7C15-4B5A-BD3D-FDE2FD7D0CB5,800333,800333_b,,b
217,800367_b,10,0.1671380404459691,High-density,800367,E00016102,E00016102,E01003184,865373,-0.109910875831793,51.4735370990301,j0SS7L70GULHoXegMLMxgg,51.4735242488632,-0.109932737182842,8,2020,261.62660492757703,2361E0A0-9F28-4BB3-BD90-5CB758A943CB,800367,800367_b,,b
220,800364_b,10,0.3773866423851572,High-density,800364,E00016102,E00016102,E01003184,865370,-0.1104935216869619,51.474513608771,k9rws-QhuOaoEZ88TI6Kiw,51.474506199543285,-0.110505633222863,8,2020,183.210684063847,58B7B23E-54FC-4BAB-A017-98BF9E812C60,800364,800364_b,,b
221,800362_b,10,0.2968591346075633,High-density,800362,E00016102,E00016102,E01003184,865368,-0.110540549687568,51.4741552260202,w6jZmzGMSk77GJIu6hzA5w,51.4741501976548,-0.110528765811533,8,2020,183.203352967586,58B7B23E-54FC-4BAB-A017-98BF9E812C60,800362,800362_b,,b
223,668747_b,0,0.0161749877165462,Terraced,668747,E00023974,E00023974,E01004737,723145,-0.133384684948299,51.487159799273606,TvwCxW-PZEhfLvBPK-BLWg,51.4871518087103,-0.133342216829589,11,2020,152.502572878243,FE289772-562D-4C51-A44C-C833C1E29EF9,668747,668747_b,,b
224,668715_b,10,0.2624532689154175,High-density,668715,E00023974,E00023974,E01004737,723110,-0.1335847597413509,51.48758357356901,hkiEp0IrJywSGfw4EEEScA,51.487606392075,-0.133554805653955,3,2019,159.145541960422,432C218D-9736-4C9A-AC18-39F590398D0A,668715,668715_b,,b
226,668754_b,10,0.3219052716060736,High-density,668754,E00023974,E00023974,E01004737,723153,-0.132900030942221,51.48705931496511,6Kz-jqvJ9xBX6n-AD-GwOg,51.486977199800215,-0.133264192855851,3,2018,162.864756266395,18F010FB-9505-4F92-894E-E82A01EDB2B5,668754,668754_b,,b
229,668734_b,0,0.0675757948015156,Terraced,668734,E00023974,E00023974,E01004737,723131,-0.13360167605921,51.4870847037236,4Zn1u8FdWZO33VA35tjD4g,51.4871489243176,-0.133340589313741,3,2018,152.502572878243,FE289772-562D-4C51-A44C-C833C1E29EF9,668734,668734_b,,b
230,668783_b,0,0.001,Terraced,668783,E00023974,E00023974,E01004737,723187,-0.132083327521296,51.4876693243292,dRUEHJr8FqJD9k4q8aHaQg,51.4874067954451,-0.133452542568355,3,2018,162.84058141312,486E7F91-749E-4CE5-A1F6-52A76437857B,668783,668783_b,,b
232,668723_b,10,0.1273356983011564,High-density,668723,E00023974,E00023974,E01004737,723119,-0.132809554285388,51.48797558433889,iVf-0c50KGVasJuo1R9mOw,51.487694600823794,-0.133610006458076,11,2020,159.145541960422,432C218D-9736-4C9A-AC18-39F590398D0A,668723,668723_b,,b
234,90330_b,0,0.2281497247688325,Terraced,90330,E00023974,E00023974,E01004737,97482,-0.134414126808703,51.4876196328575,VIdgnA9Vz6eQNX5v7oDGRA,51.48788522230621,-0.133850029287374,3,2019,140.96448710125298,432C218D-9736-4C9A-AC18-39F590398D0A,90330,90330_b,,b
237,668724_b,10,0.3217949897440831,High-density,668724,E00023974,E00023974,E01004737,723120,-0.1325782584694829,51.487868466969005,2jwnAVI_TBz0IZeYeGogLg,51.487614009465,-0.133554035210037,11,2020,159.145541960422,432C218D-9736-4C9A-AC18-39F590398D0A,668724,668724_b,,b
238,668735_b,10,0.2590135766022837,High-density,668735,E00023974,E00023974,E01004737,723132,-0.133523864855815,51.4869115983981,45IjhHVzDJlY2MjKxMVy8Q,51.48698168581061,-0.133267441723509,11,2020,162.864756266395,18F010FB-9505-4F92-894E-E82A01EDB2B5,668735,668735_b,,b
240,668752_b,10,0.4036087033242025,High-density,668752,E00023974,E00023974,E01004737,723151,-0.133176748912178,51.487355374543895,9Bv0b3hQjb9vM9f54lweVA,51.4873203295566,-0.133416088771951,3,2018,162.867933716785,18F010FB-9505-4F92-894E-E82A01EDB2B5,668752,668752_b,,b
241,668737_b,10,0.1625040609441078,High-density,668737,E00023974,E00023974,E01004737,723134,-0.133368244170601,51.4865653875954,DXYVgelQL6N65xqTY35Oug,51.4866343920145,-0.133112571612225,3,2019,162.407575437818,FF9B6A7A-17BF-44C2-8492-A0289E8F73A2,668737,668737_b,,b
242,668736_b,10,0.1570754071389354,High-density,668736,E00023974,E00023974,E01004737,723133,-0.13344605422628,51.486738493022095,oVsvHQZQYoKpJiDxORmYIg,51.486809642717,-0.133189520699767,11,2020,162.864756266395,18F010FB-9505-4F92-894E-E82A01EDB2B5,668736,668736_b,,b
245,668733_b,0,0.0870465026655112,Terraced,668733,E00023974,E00023974,E01004737,723130,-0.1336794878364769,51.48725780899861,yqZFy37aiLXaZXjUsNdwKA,51.4873198446531,-0.1334194932623099,3,2019,162.867933716785,18F010FB-9505-4F92-894E-E82A01EDB2B5,668733,668733_b,,b
246,781188_b,14,0.2313316386465165,Low-density,781188,E00020382,E00020382,E01004050,844448,-0.0798109183371553,51.46761112595021,nbKdFc3N0sCMp-SxiHRHfQ,51.467613557526,-0.07978542138147,8,2020,257.17560189776503,A3B03B30-DEA5-4DE2-9D1D-2FF1456B8689,781188,781188_b,,b
248,781195_b,2,0.0455360602371307,Other green,781195,E00020382,E00020382,E01004050,844455,-0.0780182524002747,51.4677872279737,S3FSn8mMhvdvetFhl_EkHQ,51.4677853089182,-0.0780073219844345,8,2020,260.933497260184,49AB129B-99FB-4AC8-852D-6BF13F5C8BAD,781195,781195_b,,b
250,781197_b,4,0.0773833895744218,Low-density,781197,E00020382,E00020382,E01004050,844457,-0.0815560361908008,51.4683394697859,AhX0yUYQJuvHAxrnNup3kg,51.468346183481,-0.0815727398398547,3,2019,62.342972980913295,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,781197,781197_b,,b
253,781202_b,4,0.0105053384214965,Low-density,781202,E00020382,E00020382,E01004050,844462,-0.080248977363388,51.468711546356,Q-fg5CmKUBRH_uVY3cFTSg,51.4687141562405,-0.0802896428985821,8,2020,71.97090599220941,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,781202,781202_b,,b
254,781201_b,0,0.1905428418608458,Terraced,781201,E00020382,E00020382,E01004050,844461,-0.0805224993892352,51.468656488056496,v8iuzZLPzuXMetefl88NSA,51.46864930413071,-0.0805388773129035,3,2019,71.97090599220941,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,781201,781201_b,,b
256,781191_b,4,0.001,Low-density,781191,E00020382,E00020382,E01004050,844451,-0.0791596621745312,51.467692568563,-UQtIUgHpKcG5vKw53vteg,51.46768775315381,-0.0792265021480447,8,2020,257.17560189776503,A3B03B30-DEA5-4DE2-9D1D-2FF1456B8689,781191,781191_b,,b
257,781194_b,0,0.164961826947616,Terraced,781194,E00020382,E00020382,E01004050,844454,-0.0783036052595439,51.4677635641678,t5zR6ozZzxnHNC3PrvivsA,51.46776875950189,-0.0783065215607705,8,2020,260.933497260184,49AB129B-99FB-4AC8-852D-6BF13F5C8BAD,781194,781194_b,,b
260,781199_b,9,0.177440857405748,Low-density,781199,E00020382,E00020382,E01004050,844459,-0.0810392695583499,51.468497980081,LE6QUh8rnMwyz2G-zNLgaA,51.468504838878495,-0.0810546657599689,3,2019,71.97090599220941,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,781199,781199_b,,b
262,781136_b,4,0.001,Low-density,781136,E00020382,E00020382,E01004050,844392,-0.0776747248119865,51.4680818920432,uQESMx3lqCDiCEPGGcrQqw,51.468113777504,-0.0776220996084292,9,2020,194.470294100066,DF9C8AC6-ADE0-455B-AE7B-75D19EBCC423,781136,781136_b,,b
267,781203_b,9,0.0953668098137523,Low-density,781203,E00020382,E00020382,E01004050,844463,-0.0799730084458299,51.468762694152495,CzKEp1WKVZPTHHJfLQ8-6Q,51.46877421096539,-0.080022585543298,8,2020,71.9436521391802,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,781203,781203_b,,b
274,371223_b,10,0.1106818547514097,High-density,371223,E00016910,E00016910,E01003336,401800,-0.0429704836072189,51.4589666559805,lODnJh_c54QLqINNvso-gA,51.4589231163719,-0.0429594403830696,4,2019,205.014727258778,C7943CC4-46E1-4B15-BCEF-F885EC623F84,371223,371223_b,,b
275,371263_b,13,0.2541581264848436,Estates,371263,E00016910,E00016910,E01003336,401842,-0.0426195189397917,51.45948147341721,u3F-QyHlhrb_ftQmousiTA,51.4594984079566,-0.0425948785144682,3,2018,130.071628058485,6032DA82-5FD1-4B5A-8AAB-1DF2CA68618E,371263,371263_b,,b
278,371268_b,6,0.3243763468747083,Other green,371268,E00016910,E00016910,E01003336,401849,-0.0435985081196657,51.4609265726201,ytg4WYG397goLRl7L_Iu-w,51.46092977260611,-0.0435332605952001,4,2021,176.06982445427502,0CCA4367-2B0F-4DAD-BF02-75EA85D66A33,371268,371268_b,,b
279,371272_b,13,0.2995396198404239,Estates,371272,E00016910,E00016910,E01003336,401853,-0.0435503015740837,51.4602080445734,YfS7iNlfbunkj3CS6H6WXA,51.4602102669353,-0.0435365193841217,7,2021,176.06982445427502,0CCA4367-2B0F-4DAD-BF02-75EA85D66A33,371272,371272_b,,b
280,371266_b,4,0.1854015188472439,Low-density,371266,E00016910,E00016910,E01003336,401847,-0.0425935239474813,51.4597731166251,iJ-BJ2b2EBGOtYlYgk_s0w,51.4597751211633,-0.0426202420087149,9,2020,219.644174957145,FC7A69CB-9773-4B44-BC67-85A7190B3A29,371266,371266_b,,b
282,371222_b,10,0.2199607670716954,High-density,371222,E00016910,E00016910,E01003336,401799,-0.042841901213356,51.4591275039981,RVcV7oQ8vUJPPE_1Nz8Nyw,51.4591332185145,-0.0428006421760255,4,2019,204.993544701065,C7943CC4-46E1-4B15-BCEF-F885EC623F84,371222,371222_b,,b
284,371270_b,10,0.2606535275001228,High-density,371270,E00016910,E00016910,E01003336,401851,-0.0435744046958311,51.4605673086077,FJa3zcWJfP8Xq-zSnEfj1w,51.4605846008885,-0.0435444338414279,7,2021,176.06982445427502,0CCA4367-2B0F-4DAD-BF02-75EA85D66A33,371270,371270_b,,b
286,371273_b,13,0.3690827781245672,Estates,371273,E00016910,E00016910,E01003336,401854,-0.0435382501264895,51.460028412548105,qGWO-IyaTd2DdEtfmzmohw,51.4600223600013,-0.0434769554731441,4,2021,175.597095203488,E8D452C3-6674-4802-A77A-2DD06BB51268,371273,371273_b,,b
288,782207_b,9,0.0182658598210644,Low-density,782207,E00020049,E00020049,E01003975,845567,-0.0745092005624284,51.4967730246945,FkSQ9rJfMNSFuu0qLlgCew,51.4968146400674,-0.0744942042794741,11,2020,167.346489603191,3C13F997-5C48-475E-8D79-7EB63AB9481D,782207,782207_b,,b
291,782178_b,10,0.2373937503731791,High-density,782178,E00020049,E00020049,E01003975,845536,-0.0749175999316047,51.4969725077576,KtfPsnr1qJ8lE4rOK3zYFA,51.4969965771481,-0.0748773521027099,2,2018,255.920022642773,83A41C71-4767-4F07-90D4-40A4721D46DE,782178,782178_b,,b
294,782204_b,4,0.0129362054678187,Low-density,782204,E00020049,E00020049,E01003975,845564,-0.0743047848157496,51.4970554149712,vYsCn_genrpvAk6OB3vnlA,51.4970623942756,-0.0742686011528396,11,2020,256.673470576709,FE533474-D5F8-4813-9CE4-5DC14CA086BF,782204,782204_b,,b
295,782209_b,10,0.0784116674617109,High-density,782209,E00020049,E00020049,E01003975,845570,-0.0741729861092469,51.496637408509,K_eUxgxfUle6Hgn9wGrhQg,51.4966395424769,-0.0741993114387163,4,2019,255.382379050575,CC7AB3BF-3AA6-4678-9E9C-D24930C94ADC,782209,782209_b,,b
297,782205_b,10,0.3323645269365889,High-density,782205,E00020049,E00020049,E01003975,845565,-0.0740228529018554,51.497092248265886,HqCnfQG_Sl0Rwsp5thl--A,51.4971220572046,-0.0740061292550898,11,2020,256.673470576709,FE533474-D5F8-4813-9CE4-5DC14CA086BF,782205,782205_b,,b
299,782179_b,4,0.001,Low-density,782179,E00020049,E00020049,E01003975,845537,-0.0746364715477967,51.4970116595169,kboguyoP151LqhS9rzxMPA,51.497019311843005,-0.0746847377858018,11,2020,255.915634563198,83A41C71-4767-4F07-90D4-40A4721D46DE,782179,782179_b,,b
302,782177_b,10,0.1452509415350349,High-density,782177,E00020049,E00020049,E01003975,845535,-0.0751987306783792,51.496933363231,AfTakekDPxYDqJP8Mvri8A,51.49694921666389,-0.075209010935074,4,2019,255.920022642773,83A41C71-4767-4F07-90D4-40A4721D46DE,782177,782177_b,,b
303,782208_b,4,0.3371423346046097,Low-density,782208,E00020049,E00020049,E01003975,845568,-0.0745648849245445,51.496949422965,x0vEmjLTYgq7ofiLAwjc3g,51.49692222340021,-0.0745335456259415,11,2020,255.915634563198,83A41C71-4767-4F07-90D4-40A4721D46DE,782208,782208_b,,b
308,798191_b,6,0.4380525418517228,Other green,798191,E00015376,E00015376,E01003051,862994,-0.104505973294982,51.4616907588293,UrVtGvADGFcA862Rg3bbQA,51.4616822518197,-0.10447487839858,3,2019,202.276263355833,469A14B3-D60A-4181-A1E7-B867F86B6365,798191,798191_b,,b
309,798188_b,1,0.0642086376046928,Open green space,798188,E00015376,E00015376,E01003051,862991,-0.104158047481248,51.4621844102009,QfAuzQoK0igqTFub0qIUBg,51.4621596970082,-0.10416335134258,5,2018,202.280321421523,469A14B3-D60A-4181-A1E7-B867F86B6365,798188,798188_b,,b
310,798178_b,4,0.001,Low-density,798178,E00015376,E00015376,E01003051,862981,-0.1035417536273399,51.463937417366296,9ncF14ciZrmqTeuGFG-aVw,51.4639404037359,-0.103540916573952,5,2018,185.31307731296903,469A14B3-D60A-4181-A1E7-B867F86B6365,798178,798178_b,,b
311,798184_b,13,0.001,Estates,798184,E00015376,E00015376,E01003051,862987,-0.103878512395446,51.462880264912606,-DHzgnvvtZ1ciyNjTthzdw,51.4628863511884,-0.1038065504613729,7,2021,190.93209714739496,469A14B3-D60A-4181-A1E7-B867F86B6365,798184,798184_b,,b
313,798182_b,13,0.2178256397667695,Estates,798182,E00015376,E00015376,E01003051,862985,-0.103754425928813,51.463231395838896,wmo0rCJWdlIVohrdNLVtww,51.463244615688495,-0.103691863769524,7,2021,190.96493913348,469A14B3-D60A-4181-A1E7-B867F86B6365,798182,798182_b,,b
314,798189_b,1,0.331967597334975,Open green space,798189,E00015376,E00015376,E01003051,862992,-0.1042740279138609,51.462019861057904,9U48vsxhsGWKTcwvcsXV6g,51.4620128827172,-0.1042456073030399,3,2019,202.276263355833,469A14B3-D60A-4181-A1E7-B867F86B6365,798189,798189_b,,b
315,798185_b,13,0.2921002937247591,Estates,798185,E00015376,E00015376,E01003051,862988,-0.103940554888941,51.4627046993853,l9GdzW-GEpoeQfyUXlfTQw,51.4627083717394,-0.103875176493429,7,2021,190.93209714739496,469A14B3-D60A-4181-A1E7-B867F86B6365,798185,798185_b,,b
316,798183_b,0,0.1349368239278963,Terraced,798183,E00015376,E00015376,E01003051,862986,-0.103816469408739,51.4630558303971,zP6w3UYhtcAe4v5ZUDWgrg,51.4630596757148,-0.103745873631875,4,2021,190.96493913348,469A14B3-D60A-4181-A1E7-B867F86B6365,798183,798183_b,,b
317,798190_b,1,0.3987247443928658,Open green space,798190,E00015376,E00015376,E01003051,862993,-0.10439000749938,51.4618553117871,o1f4jwHoDkyH31wqPFWoYQ,51.4618467269348,-0.104358763217984,3,2019,202.276263355833,469A14B3-D60A-4181-A1E7-B867F86B6365,798190,798190_b,,b
319,798192_b,1,0.1741939553385152,Open green space,798192,E00015376,E00015376,E01003051,862995,-0.104621932529066,51.46152620417229,DXYl7-_68ljam3C2djNvKw,51.46151914164111,-0.104588491139821,3,2019,202.276263355833,469A14B3-D60A-4181-A1E7-B867F86B6365,798192,798192_b,,b
320,798180_b,13,0.578135981176251,Estates,798180,E00015376,E00015376,E01003051,862983,-0.103630337489279,51.46358252659429,oGKWrfQQAuFw596iUa0STg,51.4635990074114,-0.1036085820445019,7,2021,190.96493913348,469A14B3-D60A-4181-A1E7-B867F86B6365,798180,798180_b,,b
323,358095_b,10,0.1362508295311597,High-density,358095,E00021555,E00021555,E01004280,387534,-0.0254215157262227,51.4933230840495,IhYTaoVZv12__ApLKERpWQ,51.4933136836645,-0.0254895910374852,9,2020,78.8182457897985,5B81215F-2B59-4CA5-BE1A-F32F644A9906,358095,358095_b,,b
325,358097_b,13,0.1253044195134312,Estates,358097,E00021555,E00021555,E01004280,387536,-0.0248901353228939,51.49345418331581,iihYho72R08IEYKcdQyd7A,51.4934898079883,-0.0248939637372883,4,2018,180.0,6B79A9E0-299C-433A-82F1-B7A90DD2BB8E,358097,358097_b,,b
326,358204_b,10,0.2882292622284264,High-density,358204,E00021555,E00021555,E01004280,387650,-0.0251793294809117,51.49314417963329,xFV7rtfzR0xaJ37xNXD4-w,51.4931504155414,-0.0252129786688122,3,2018,251.659052300315,B3CB76A4-0A61-4EA2-AD18-77DB0F1AE99B,358204,358204_b,,b
329,358202_b,10,0.0524758594777514,High-density,358202,E00021555,E00021555,E01004280,387648,-0.0257307818669449,51.49304027414821,Z7koOj3yijpBQ8J2Rep4jA,51.493029223879496,-0.0257634687361167,3,2018,251.65669884412495,B3CB76A4-0A61-4EA2-AD18-77DB0F1AE99B,358202,358202_b,,b
330,741005_b,6,0.0476152885150595,Other green,741005,E00021555,E00021555,E01004280,801062,-0.0249343767580698,51.494021387542105,9EZk_zQ6t5Sch9AzfFKoAw,51.494025092673,-0.0249168091687151,9,2020,174.20465458513405,57374AB7-746D-4FC8-9A7F-930B7C791513,741005,741005_b,,b
331,358099_b,13,0.0544804784077221,Estates,358099,E00021555,E00021555,E01004280,387538,-0.0246157407628422,51.4935323938725,Q2itJZfObuGV_khL4_Osiw,51.493495901580495,-0.0248946849359979,9,2020,180.0,6B79A9E0-299C-433A-82F1-B7A90DD2BB8E,358099,358099_b,,b
332,358203_b,10,0.4684777630655389,High-density,358203,E00021555,E00021555,E01004280,387649,-0.02545505644696,51.4930922281854,JJK5gNz3rNDfgtsFinGAuw,51.4930824415319,-0.0254968953998883,3,2018,251.65669884412495,B3CB76A4-0A61-4EA2-AD18-77DB0F1AE99B,358203,358203_b,,b
334,805900_b,10,0.2536941951354214,High-density,805900,E00015597,E00015597,E01003093,871441,-0.1219535350664619,51.4704315283424,KbW5YaL3crZ54FRI__n0Lw,51.4704142308648,-0.1218967372876169,9,2020,151.296664641227,26AD50B6-868F-41B8-8135-F7352006B156,805900,805900_b,,b
336,806413_b,10,0.1545277379246799,High-density,806413,E00015597,E00015597,E01003093,871998,-0.122301304846481,51.4703518222587,guWnBbCTCkT0cztQRfv6Vw,51.4703416310991,-0.1222646729406819,9,2020,145.62544975212,09F7A318-3761-441C-B1D6-E40DEC338C20,806413,806413_b,,b
337,806438_b,13,0.0415888336716728,Estates,806438,E00015597,E00015597,E01003093,872032,-0.12225405504362,51.470779798363104,oqb_GgX7wlXG1rEtlvslLg,51.47079314516851,-0.1222534820337119,9,2020,239.42077312751096,800B783C-22E9-4BD4-BF66-C0EE112C9C1D,806438,806438_b,,b
339,805919_b,13,0.0785990784494976,Estates,805919,E00015597,E00015597,E01003093,871462,-0.121877906241376,51.46986645526871,1Klk564M25wZ6Iiy65tCSg,51.4698321477571,-0.121911394489463,8,2020,236.14930675135895,EFB40591-AC82-4BB2-B0BA-740F66D44129,805919,805919_b,,b
342,805893_b,10,0.1602718261715783,High-density,805893,E00015597,E00015597,E01003093,871433,-0.122054688086266,51.4701137358173,m_SM1WDYssymwvppSenq3w,51.4700721586996,-0.122032385167225,9,2020,145.656349908783,09F7A318-3761-441C-B1D6-E40DEC338C20,805893,805893_b,,b
343,806425_b,10,0.4322597935272846,High-density,806425,E00015597,E00015597,E01003093,872012,-0.122438358839978,51.4705099316915,YrLGCA5QYmsf4Us-NrK0TA,51.4705374284571,-0.122434385844399,9,2020,150.101098161385,F12D8FF6-BB4F-4F68-9DAE-8167C7A0B43D,806425,806425_b,,b
345,806130_b,13,0.209051666927583,Estates,806130,E00015597,E00015597,E01003093,871692,-0.122287639319365,51.47084093932701,FNkBTlYWLW0dkyuLO1SSdQ,51.4708072604214,-0.122322609447735,9,2020,239.42077312751096,800B783C-22E9-4BD4-BF66-C0EE112C9C1D,806130,806130_b,,b
347,806426_b,13,0.389766635989797,Estates,806426,E00015597,E00015597,E01003093,872013,-0.122575413771244,51.4706680409696,pIGFagxmmQWExIqE9c6KzA,51.470704278589295,-0.1225389399172809,9,2020,284.036243467926,BA5CD2E9-4528-41A0-9E31-8EAB0645107B,806426,806426_b,,b
349,805899_b,10,0.2404763204931935,High-density,805899,E00015597,E00015597,E01003093,871440,-0.121821794995251,51.470271666825,PzAEomKK7xaKIZV3kaEo9Q,51.47025974829271,-0.121769132711577,3,2019,151.288774030033,26AD50B6-868F-41B8-8135-F7352006B156,805899,805899_b,,b
350,805894_b,10,0.3571679452819292,High-density,805894,E00015597,E00015597,E01003093,871434,-0.122211040231827,51.4702646990412,3LIQRAWegOABje4K2R8yEQ,51.4702723657441,-0.122200411329671,3,2019,145.62544975212,09F7A318-3761-441C-B1D6-E40DEC338C20,805894,805894_b,,b
354,806422_b,13,0.2261528800025314,Estates,806422,E00015597,E00015597,E01003093,872008,-0.122524569388085,51.4696103001098,CuCVn5RNeWnDoC8VRzCwnw,51.4695932245467,-0.1225185671121349,8,2020,236.140585835582,EFB40591-AC82-4BB2-B0BA-740F66D44129,806422,806422_b,,b
357,781915_b,13,0.3373058914486782,Estates,781915,E00020052,E00020052,E01003975,845250,-0.072049224336612,51.4967362690248,fn4tYIIf_NnbqC2WOynwuA,51.4967436060432,-0.0720329606162753,11,2020,255.96375653207295,E2685A20-6545-4FFF-86B6-E96EFE82B84C,781915,781915_b,,b
358,781926_b,6,0.2859012015236336,Other green,781926,E00020052,E00020052,E01003975,845263,-0.0716052396018088,51.49651669519261,T51OMbQ4HaLvLMF21sDSmw,51.4965053596764,-0.0715364104103262,11,2020,252.053248975531,2498F5E9-995F-4BD8-87E4-D458CCE12E0C,781926,781926_b,,b
359,782249_b,10,0.2464470121271665,High-density,782249,E00020052,E00020052,E01003975,845617,-0.0732900343480953,51.4959328246103,UswkU21RC2C4-tPr04sk5A,51.4959544731189,-0.0732637296029281,2,2018,162.637393746817,2E09D1E4-0D93-4ADD-9A5B-6ED3A2260A70,782249,782249_b,,b
361,781923_b,13,0.1776493644773409,Estates,781923,E00020052,E00020052,E01003975,845259,-0.0718564249855563,51.49688123708261,YPkVx_zxOfua3upB3RzzEQ,51.4968683208743,-0.0718572793728924,11,2020,216.027373385104,BAA3D838-538B-4450-9270-A6370E85C450,781923,781923_b,,b
363,781931_b,13,0.1231554638225402,Estates,781931,E00020052,E00020052,E01003975,845269,-0.0719372478550914,51.4962611542165,5GigPsmAm_WCkhFZSEZDGQ,51.4962853442906,-0.0719133702783127,11,2020,167.5842015713,35ED12FC-D8AD-449A-86CC-0607ABFAA04F,781931,781931_b,,b
