,Unnamed: 0_x,matched,p,clusters_2011_cleanup,idx_x,oa_name,OA11CD,LSOA11CD,Unnamed: 0_y,xcoord,ycoord,panoid,lat,lon,month,year,azi,id,idx_y,idx_y,angle
179,635892_d,10,0.1028202555751474,High-density,635892,E00015598,E00015598,E01003093,871955,-0.124070188149407,51.4698368620487,dmpaM9DUcDbTOplXNBGz4Q,51.469834044504296,-0.124006938942909,5,2012,140.989447747274,C72120CF-5874-4B9D-BADA-070F514E3DD0,635892,635892_d,d
181,635924_d,10,0.001,High-density,635924,E00015598,E00015598,E01003093,871991,-0.12288645398988,51.4707146005293,uJybq1kd9moIaEaM4M-9KQ,51.47074836600861,-0.122762292023522,10,2009,240.995059956273,BA5CD2E9-4528-41A0-9E31-8EAB0645107B,635924,635924_d,d
186,635925_d,10,0.4573164781837096,High-density,635925,E00015598,E00015598,E01003093,871992,-0.123141739310136,51.4706315026416,T-OqDyjWwkqbHTqQuQImTg,51.4706253990106,-0.123168480292487,10,2009,241.017212227742,BA5CD2E9-4528-41A0-9E31-8EAB0645107B,635925,635925_d,d
187,615783_d,9,0.0152691849273621,Low-density,615783,E00020382,E00020382,E01004050,844456,-0.0818144181807725,51.46826021376861,ldOBEnGAhzEraY3SH4Ttow,51.4683544830845,-0.0815482051567348,5,2012,62.342972980913295,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615783,615783_d,d
189,615791_d,13,0.0912830946600319,Estates,615791,E00020382,E00020382,E01004050,844465,-0.079690600101332,51.4685163886979,eUkR7qq25Lb4ZidQTG5ecw,51.4685277692606,-0.0796232181493322,5,2012,156.571307191255,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615791,615791_d,d
190,615786_d,14,0.2394913649830067,Low-density,615786,E00020382,E00020382,E01004050,844460,-0.0807808849158753,51.46857723435871,9tTkW_GaVAldcm0dGssSbw,51.46859286090879,-0.0807596044700553,5,2012,71.97090599220941,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615786,615786_d,d
192,615789_d,8,0.001,Low-density,615789,E00020382,E00020382,E01004050,844463,-0.0799730084458299,51.468762694152495,Vt9lNK5RdaNoEoOt2re58Q,51.468770814758905,-0.0800603889812299,7,2008,71.9436521391802,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615789,615789_d,d
194,615792_d,10,0.001,High-density,615792,E00020382,E00020382,E01004050,844466,-0.0795831080162951,51.4683496031097,-hQd1UQSwQFnXYHJQL0E9A,51.46836457640861,-0.0795241405945558,6,2008,156.571307191255,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615792,615792_d,d
196,615778_d,4,0.0644932919090187,Low-density,615778,E00020382,E00020382,E01004050,844449,-0.0795286641487254,51.4676464236311,aath80QK4qd-XL5WXpBZuw,51.46765755198141,-0.0795350314623664,6,2008,257.17560189776503,A3B03B30-DEA5-4DE2-9D1D-2FF1456B8689,615778,615778_d,d
197,615796_d,11,0.1685826907825426,Open green space,615796,E00020382,E00020382,E01004050,844471,-0.0777223182082229,51.4679780479142,Mlq8cypvMHUVlXH9mH7DVw,51.468061619391406,-0.077667749768006,7,2008,194.470294100066,DF9C8AC6-ADE0-455B-AE7B-75D19EBCC423,615796,615796_d,d
199,615794_d,6,0.001,Other green,615794,E00020382,E00020382,E01004050,844468,-0.0793681261578545,51.4680160316487,MItVjQoFdUoIRPEZETX_Yw,51.46802692840429,-0.0793211107634719,6,2008,257.17560189776503,A3B03B30-DEA5-4DE2-9D1D-2FF1456B8689,615794,615794_d,d
200,615785_d,9,0.1976125986642664,Low-density,615785,E00020382,E00020382,E01004050,844459,-0.0810392695583499,51.468497980081,3mDoyr6asI5sHjeGRqVWuw,51.468508954543,-0.0810455326267561,7,2008,71.97090599220941,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615785,615785_d,d
203,615775_d,4,0.2434405256703004,Low-density,615775,E00020382,E00020382,E01004050,844446,-0.0803754254589421,51.4675405285353,ZU6gQ21O42hbvuhuDr-7Vg,51.4675323173979,-0.080408373769606,7,2008,257.17560189776503,A3B03B30-DEA5-4DE2-9D1D-2FF1456B8689,615775,615775_d,d
205,615788_d,0,0.2971510265719354,Terraced,615788,E00020382,E00020382,E01004050,844462,-0.080248977363388,51.468711546356,nxN5MDMQM8bX5RoC2CG8qw,51.4687336872964,-0.0801970460470802,5,2012,71.9436521391802,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615788,615788_d,d
207,615737_d,2,0.001,Other green,615737,E00020382,E00020382,E01004050,844392,-0.0776747248119865,51.4680818920432,VGO26GoI1GOPmb_uXJKuVg,51.4680778743321,-0.0776772102275788,5,2012,194.470294100066,DF9C8AC6-ADE0-455B-AE7B-75D19EBCC423,615737,615737_d,d
208,615790_d,4,0.0697282623904967,Low-density,615790,E00020382,E00020382,E01004050,844464,-0.0797980929569292,51.46868317419111,aj9RGSP6xmN8AxjHXQ32ag,51.468714378457,-0.0797359032312069,5,2012,156.571307191255,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615790,615790_d,d
211,615766_d,0,0.001,Terraced,615766,E00020382,E00020382,E01004050,844430,-0.0816297716899094,51.46744151341972,_1ElUOhJNr9vblUsvZs7iA,51.467456312893496,-0.0815849574987298,6,2008,243.434948822922,CF173F5B-ABD0-43A1-B6A2-526FCE433937,615766,615766_d,d
212,615784_d,4,0.331024041384357,Low-density,615784,E00020382,E00020382,E01004050,844458,-0.0812976533166607,51.4684187252234,PPvs0BywqVSGk9cFCBZAuA,51.468429110454295,-0.0812947581820401,6,2008,62.342972980913295,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615784,615784_d,d
215,615787_d,4,0.3448332106142758,Low-density,615787,E00020382,E00020382,E01004050,844461,-0.0805224993892352,51.468656488056496,Mg9gpZqGGnZ6CoWETjsJfQ,51.468665448657205,-0.0805080824966051,6,2008,71.97090599220941,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615787,615787_d,d
217,615392_d,0,0.1242426442299633,Terraced,615392,E00020202,E00020202,E01004013,843944,-0.0736470303418034,51.4752773477946,h7Nhnlo_uCaPloaXroPhtQ,51.4752844062035,-0.0734514921776958,6,2008,259.919402012458,6E66FF67-B345-4AD4-881A-F329F1814768,615392,615392_d,d
219,615374_d,13,0.3387633757203768,Estates,615374,E00020202,E00020202,E01004013,843918,-0.0750204583512095,51.4751697752707,qflDlPr1qzBdYJb4qWJ-8w,51.4750414825154,-0.0749285036231072,5,2012,169.75441624816298,37388D12-F1FF-4FA0-9C7A-54B3D8AB5C60,615374,615374_d,d
221,615379_d,10,0.4001511506634168,High-density,615379,E00020202,E00020202,E01004013,843927,-0.074945534137418,51.4747569360654,geTcQz30dnGVMEhcKEbEUw,51.47481954623061,-0.0748844181349562,5,2012,185.851616890196,37388D12-F1FF-4FA0-9C7A-54B3D8AB5C60,615379,615379_d,d
223,294368_d,6,0.3236016840045896,Other green,294368,E00020202,E00020202,E01004013,408980,-0.0721716083227137,51.4739991183728,_R1JdglmOiw6F9p5-aQgVQ,51.474351299475295,-0.0718785670462665,6,2008,183.02413544995,81A9D703-B7E4-4D46-B044-84B4CCE25213,294368,294368_d,d
232,288212_d,0,0.072019682460918,Terraced,288212,E00016905,E00016905,E01003336,400756,-0.0428804051744079,51.4618907278137,EFEt3YYNyHu5oKqm9x0-Rw,51.4618810032106,-0.0428619349150452,5,2012,223.72696997994305,CACA4246-644A-403E-9E3D-F1F929F71E8B,288212,288212_d,d
235,289155_d,0,0.2648004757865375,Terraced,289155,E00016905,E00016905,E01003336,401923,-0.0418197511983878,51.461742164947005,u1HsnqeEG6oHTF6QCd5zdQ,51.4617363434581,-0.0418081966632887,6,2008,224.563950012803,49732F19-7B18-44DF-A1FC-239161090711,289155,289155_d,d
236,289157_d,0,0.3452569998345546,Terraced,289157,E00016905,E00016905,E01003336,401925,-0.0414050060312909,51.4619915167792,20RU9I6137Nscf_ZzrNiRQ,51.46197274962461,-0.0414114560483911,6,2008,224.56395001273495,49732F19-7B18-44DF-A1FC-239161090711,289157,289157_d,d
238,288239_d,10,0.1661254728409269,High-density,288239,E00016905,E00016905,E01003336,400787,-0.0411849045734164,51.4621238437872,4uDmz_V0c0rJY_WkMXaNwQ,51.4621497558735,-0.0411142677923472,6,2008,224.56395001273495,49732F19-7B18-44DF-A1FC-239161090711,288239,288239_d,d
240,288241_d,10,0.3698455638486528,High-density,288241,E00016905,E00016905,E01003336,400790,-0.0405413328508621,51.46222321970039,EgZ2rKp74sxmN_chVlBPEw,51.4623587214717,-0.0407666409349514,6,2008,223.628909202715,54D9BE2B-8E4B-4EAC-B917-1DDBA8D44B66,288241,288241_d,d
243,288243_d,10,0.4759107438729931,High-density,288243,E00016905,E00016905,E01003336,400796,-0.041045764976309,51.46251684250111,L_9y7BEq51oJF-uqvIE9yA,51.4623705569796,-0.0407676752010632,5,2012,223.628909202715,54D9BE2B-8E4B-4EAC-B917-1DDBA8D44B66,288243,288243_d,d
245,289156_d,0,0.0285944348411355,Terraced,289156,E00016905,E00016905,E01003336,401924,-0.0416123791797636,51.4618668410538,oU0b1WzUD4UJlb_6NGymhg,51.461880224911496,-0.0415675857451597,6,2008,224.563950012803,49732F19-7B18-44DF-A1FC-239161090711,289156,289156_d,d
247,289154_d,0,0.2806859860091326,Terraced,289154,E00016905,E00016905,E01003336,401922,-0.0420271220871696,51.46161748845879,gC0Oh3_orPHZH8qj3aYx0A,51.4616167440738,-0.0420130391679363,5,2012,224.563950012803,49732F19-7B18-44DF-A1FC-239161090711,289154,289154_d,d
250,288217_d,14,0.0210008461420554,Low-density,288217,E00016905,E00016905,E01003336,400761,-0.0418453465824447,51.4625152814476,6bcCPxzBx69o0ureRtbwhg,51.4623004585384,-0.0421637466242665,5,2012,224.45851167044103,AC889256-4B4E-4F75-9338-5E7279C5F002,288217,288217_d,d
252,581929_d,6,0.2271949052226928,Other green,581929,E00021554,E00021554,E01004280,801059,-0.0250518805309187,51.4945460639005,V5sx4VAbB7twfDVgPUCJAA,51.494636524826,-0.025001642869608,10,2009,145.897442987453,57374AB7-746D-4FC8-9A7F-930B7C791513,581929,581929_d,d
253,581928_d,6,0.267255454422896,Other green,581928,E00021554,E00021554,E01004280,801058,-0.0252071501306869,51.4946974901861,p2Vjo2D5RdGA5lPiNXaCDA,51.4947662086732,-0.0252621506047349,7,2008,145.832964475021,57374AB7-746D-4FC8-9A7F-930B7C791513,581928,581928_d,d
254,581942_d,14,0.001,Low-density,581942,E00021554,E00021554,E01004280,801086,-0.0241336903425248,51.49581121714001,3LpcicvLeHtmNT9c6oPYEQ,51.495879882619896,-0.0241283932689294,6,2012,167.06194368281402,39842F91-AFBB-4A50-924B-31B20ADDE1A5,581942,581942_d,d
259,616605_d,15,0.3362718506546001,Commercial,616605,E00020052,E00020052,E01003975,845622,-0.0729252319991011,51.49578060802939,qvS-F4A-RhY7YgshiPWN5g,51.4957900674191,-0.0730531796697281,6,2008,248.629377730657,CE202527-1DD5-44DD-81A9-EC90B94CFEE8,616605,616605_d,d
260,616345_d,15,0.3864700451841832,Commercial,616345,E00020052,E00020052,E01003975,845243,-0.0728105042469245,51.49604105120071,RfCALi21t1diX02lNDXNUg,51.49581563356279,-0.0727076698586292,6,2008,261.869897645844,6F7BFBB6-6A08-4062-AC55-67B81722A1CC,616345,616345_d,d
261,616592_d,15,0.3486874830315046,Commercial,616592,E00020052,E00020052,E01003975,845603,-0.073274979698951,51.4957455245341,IQgzVRBm_CJo6bt3w4ZO9g,51.4958044084555,-0.0731611583711366,5,2012,248.629377730657,CE202527-1DD5-44DD-81A9-EC90B94CFEE8,616592,616592_d,d
262,616358_d,15,0.138505217658575,Commercial,616358,E00020052,E00020052,E01003975,845268,-0.0718827452782379,51.49608461239,8JS8yNAXSGXm07FF5JftcA,51.4958757031573,-0.0720032732651498,6,2008,260.837652954278,C333A443-B2FB-4C5A-83BB-1262D14AB168,616358,616358_d,d
265,616601_d,10,0.171655408898194,High-density,616601,E00020052,E00020052,E01003975,845615,-0.072036317079273,51.49737250717261,jIjFk3qWjDNGC3LjAyzbhw,51.49740110676021,-0.0720626458680212,5,2012,127.775684305988,31651B34-9980-4626-8851-116287A91EF8,616601,616601_d,d
267,616374_d,6,0.1282731650850856,Other green,616374,E00020052,E00020052,E01003975,845292,-0.0701902492654263,51.4960366948301,2LqRkpKhn90SB8iiyEpBWg,51.4960471372559,-0.070188856475271,9,2009,165.915790214739,E0A4C21D-0109-4DC0-BCA4-65B900FA2D19,616374,616374_d,d
268,616362_d,15,0.1565934306990584,Commercial,616362,E00020052,E00020052,E01003975,845277,-0.0713722626508659,51.4969872754846,zqjTzd4_qvOVuAuTu_a8lw,51.497004530907496,-0.0713429409964674,7,2009,126.830260308988,EFEF06B8-F5EA-43E1-866E-A22F19F21C05,616362,616362_d,d
269,616372_d,10,0.4072845794383377,High-density,616372,E00020052,E00020052,E01003975,845290,-0.0707556993482519,51.49596797235461,OPswqLRkRwWYBbIaXQd-qw,51.4959591805196,-0.0708242770283697,5,2012,258.042749294357,5CFDBFD0-1CDD-4C78-B3D4-BE71E071E175,616372,616372_d,d
270,616357_d,15,0.2539787303526736,Commercial,616357,E00020052,E00020052,E01003975,845265,-0.0717715963838363,51.497237333078,PKwsRMW2gU2fm5Qwi31szQ,51.497210377677895,-0.0716900092157875,5,2012,127.775684305988,31651B34-9980-4626-8851-116287A91EF8,616357,616357_d,d
271,616363_d,10,0.1428693182652233,High-density,616363,E00020052,E00020052,E01003975,845278,-0.0711862648816993,51.4968504259062,Zay73nH9igq02XNiOTdRLQ,51.4968861970209,-0.0712136199866428,7,2009,126.830260308988,EFEF06B8-F5EA-43E1-866E-A22F19F21C05,616363,616363_d,d
272,581956_d,9,0.001,Low-density,581956,E00021553,E00021553,E01004280,801116,-0.0249149786195222,51.4963311957219,VsWIED0Fg4P3-0kzqSOtKg,51.4963424400696,-0.0249523795001487,10,2009,267.137594773888,F6FC44C7-DCCB-47A0-830E-B63897175537,581956,581956_d,d
275,581958_d,4,0.0043834985813392,Low-density,581958,E00021553,E00021553,E01004280,801120,-0.0240168546110759,51.4963507878022,saNHzIEbSYsKv04MTK68ew,51.4963694222128,-0.0240257589930967,10,2009,267.137594773888,F6FC44C7-DCCB-47A0-830E-B63897175537,581958,581958_d,d
278,581972_d,13,0.3467274053032805,Estates,581972,E00021553,E00021553,E01004280,801149,-0.0239400460616272,51.496891610623,DWIGiTKG2zffo-GllnGvDA,51.49689024274901,-0.0238676369512516,10,2009,266.203948373518,684F4EC5-2E9B-4BCE-8968-5A91F35732BC,581972,581972_d,d
280,581970_d,9,0.2681389484192106,Low-density,581970,E00021553,E00021553,E01004280,801147,-0.0233644160473709,51.4969057236838,scFXORt3mO7Wg8qR2lcuSQ,51.4969056592045,-0.0233764802263075,10,2009,266.203948373518,684F4EC5-2E9B-4BCE-8968-5A91F35732BC,581970,581970_d,d
281,582031_d,13,0.5232683860960761,Estates,582031,E00021553,E00021553,E01004280,801235,-0.0246377837452835,51.4973060705313,te7Pl_Zze_K2a_kfYLtoRQ,51.4973001978872,-0.0246003467174961,6,2012,175.17478307302505,E8CDE2C3-57FB-4D78-B31D-550081929EA2,582031,582031_d,d
285,581946_d,2,0.0490761579710186,Other green,581946,E00021553,E00021553,E01004280,801090,-0.0230931162431043,51.4958802281864,cv1b3FP5PGAomzgz6E_k5Q,51.49639676284821,-0.0231022451024001,10,2009,264.999355402442,07CF4E68-55E2-4580-9617-B2140ECF3708,581946,581946_d,d
287,581957_d,15,0.1984405401490442,Commercial,581957,E00021553,E00021553,E01004280,801117,-0.0246270212025974,51.4963353268108,PEsMRMeJ_K1IFJLBkPLcQA,51.4963505209783,-0.0247260667098819,6,2012,267.137594773888,F6FC44C7-DCCB-47A0-830E-B63897175537,581957,581957_d,d
293,727814_d,6,0.0924590727144715,Other green,727814,E00021553,E00021553,E01004280,999684,-0.0257913014098753,51.4964848363808,WbZitlGKDOORjuQIi2-PsQ,51.4963757265646,-0.0257305747882801,10,2009,173.917525472164,5F0288A6-2CDA-49C1-8DF8-508100207FB5,727814,727814_d,d
297,615799_d,9,0.001,Low-density,615799,E00020380,E00020380,E01004050,844478,-0.0779316366987059,51.4685937343744,padVe5zINZSkjHLaVutOxQ,51.4686360264008,-0.0779026854379933,5,2012,170.781488148383,2E2C62DC-1361-4427-89A2-3EDB1FDCA759,615799,615799_d,d
298,615801_d,10,0.5000715280044685,High-density,615801,E00020380,E00020380,E01004050,844480,-0.0779829152187445,51.4689499933026,LUNBKTs11DBewYDYpIYrKw,51.4689347501983,-0.0779514344309772,7,2008,170.78429027491,2E2C62DC-1361-4427-89A2-3EDB1FDCA759,615801,615801_d,d
299,615565_d,1,0.3106349017055185,Open green space,615565,E00020380,E00020380,E01004050,844160,-0.075988120501459,51.4689034847484,7YdGjAU_OaQ_7PR-TX0h3A,51.4689237665725,-0.0760369585793123,5,2012,164.985733737691,BCAAD5F2-D657-4FF3-974C-86A9C0238EB9,615565,615565_d,d
300,615800_d,8,0.001,Low-density,615800,E00020380,E00020380,E01004050,844479,-0.0779702668332851,51.46877189901,sJBVZ23aZfO19UQNoddnvA,51.468761027617504,-0.0779393711421556,7,2008,170.78429027491,2E2C62DC-1361-4427-89A2-3EDB1FDCA759,615800,615800_d,d
304,615740_d,1,0.1303481936899629,Open green space,615740,E00020380,E00020380,E01004050,844395,-0.0769749661433971,51.46839119717861,qk9FqpfWJE6gdVkIxwZhiQ,51.4683622002256,-0.0770540150441007,5,2012,228.21548399138695,9C5107FC-45C2-466A-9554-56F5E46C2034,615740,615740_d,d
307,615797_d,10,0.0567108882241408,High-density,615797,E00020380,E00020380,E01004050,844476,-0.0777785100968228,51.4682495907751,p-oifHk015tRHkSF61x1TQ,51.46827537015161,-0.0777286874573947,5,2012,194.470294100066,DF9C8AC6-ADE0-455B-AE7B-75D19EBCC423,615797,615797_d,d
312,615738_d,6,0.001,Other green,615738,E00020380,E00020380,E01004050,844393,-0.0774554510719999,51.46819837564721,lLtNErFEmv3UwkXTEPnhXg,51.4682202359083,-0.0773988132965421,7,2008,228.113911594782,9C5107FC-45C2-466A-9554-56F5E46C2034,615738,615738_d,d
315,629324_d,10,0.4093501715940371,High-density,629324,E00015377,E00015377,E01003051,862852,-0.107999561546366,51.463198717003294,pKMLoMOJ7xoTE0b5K6er-w,51.4631652439103,-0.1079687283979619,6,2008,142.204781621979,71450852-EE3D-4C09-889F-21B8EAA4C0FA,629324,629324_d,d
317,629483_d,6,0.001,Other green,629483,E00015377,E00015377,E01003051,863085,-0.111225476795016,51.4620684576529,uzzXDDkBOqKGeGsIZnHhFA,51.4620527296801,-0.111260007442731,6,2008,241.068399116762,493424AE-F79A-458B-9100-F2B9498EA147,629483,629483_d,d
319,629406_d,6,0.4191167326760643,Other green,629406,E00015377,E00015377,E01003051,862979,-0.103476008783997,51.46429464078921,_8ycNDdnqps1yjMqjBzhcw,51.46451775183121,-0.103690773836593,7,2009,240.84715009942,78324B92-B9A1-4F57-B0A2-C9D50EB45859,629406,629406_d,d
321,629370_d,13,0.3770363699440826,Estates,629370,E00015377,E00015377,E01003051,862925,-0.103885713706848,51.4644486422973,tjwyJ9N-BvdR9d7MApk5Qg,51.46449438058951,-0.103756563880452,7,2009,240.84715009942,78324B92-B9A1-4F57-B0A2-C9D50EB45859,629370,629370_d,d
322,629383_d,4,0.0525228205397955,Low-density,629383,E00015377,E00015377,E01003051,862938,-0.107070211940277,51.4632267791037,1pYBWMr35QO9m4kC9yG3fQ,51.4632415655,-0.107060685007437,7,2009,235.755716075628,78324B92-B9A1-4F57-B0A2-C9D50EB45859,629383,629383_d,d
323,629484_d,0,0.0842873498581239,Terraced,629484,E00015377,E00015377,E01003051,863086,-0.111480886895901,51.4619855683801,LJVdqKFoFhYP5KCSQQFimw,51.4619812723525,-0.111466080783232,5,2012,241.08700653541803,493424AE-F79A-458B-9100-F2B9498EA147,629484,629484_d,d
324,629516_d,15,0.2373780054486624,Commercial,629516,E00015377,E00015377,E01003051,863125,-0.110023199127617,51.4634404418779,ebbn2x0qkajJczTRV0rSSg,51.463443001774,-0.109953738303307,5,2012,252.825139801449,1C9D2BB2-A46B-4A36-8840-4B18E5DDA140,629516,629516_d,d
325,629323_d,10,0.2462957969202136,High-density,629323,E00015377,E00015377,E01003051,862851,-0.10822836006596,51.46330780261379,98MhOD8jIup6qNi1O8_P9w,51.4633300882348,-0.1081664269306,4,2012,125.873691731595,71450852-EE3D-4C09-889F-21B8EAA4C0FA,629323,629323_d,d
328,629357_d,13,0.1087992164712067,Estates,629357,E00015377,E00015377,E01003051,862896,-0.1075538546174119,51.4632490329385,ypCJk4pu4Qu7UKaqotPubQ,51.463264105422894,-0.107508416938245,6,2008,148.878520120413,C094A7AB-1830-442C-BC7D-C1234A017F95,629357,629357_d,d
331,629325_d,6,0.1469211625487116,Other green,629325,E00015377,E00015377,E01003051,862853,-0.107828515389133,51.463054209972,M0KRdf9mIsq-kY7QQINUoA,51.4630269843603,-0.107785381885533,6,2008,249.207145206432,808C7B1C-3785-4110-B534-66FF72FE0643,629325,629325_d,d
335,629481_d,6,0.0642150420260697,Other green,629481,E00015377,E00015377,E01003051,863083,-0.110714633973862,51.46223421059939,UzT4b-cnR1Wpl0IZqn943w,51.4622715585324,-0.110617230035617,5,2012,241.073574164746,493424AE-F79A-458B-9100-F2B9498EA147,629481,629481_d,d
336,289120_d,6,0.0865586418564245,Other green,289120,E00016908,E00016908,E01003336,401878,-0.0450202409963801,51.46094968377461,3bzcOGA9sP1w9h2ZWLEdEA,51.46104365627,-0.0449555313964774,10,2009,258.77420223726,16E14A27-7A68-43E2-B7A4-36A09455C36D,289120,289120_d,d
338,289119_d,10,0.1685561081407203,High-density,289119,E00016908,E00016908,E01003336,401877,-0.0450225087827197,51.460769899601296,LFIFh6qfrej0OA5VV_lzUQ,51.46083151061979,-0.0449835760810984,5,2012,182.38011714356605,16E14A27-7A68-43E2-B7A4-36A09455C36D,289119,289119_d,d
339,289092_d,1,0.21620246567732,Open green space,289092,E00016908,E00016908,E01003336,401849,-0.0435985081196657,51.4609265726201,qeBhiJb74ACdVT8Kb96MFQ,51.46088707222491,-0.0435745152408988,10,2009,176.06982445427502,0CCA4367-2B0F-4DAD-BF02-75EA85D66A33,289092,289092_d,d
340,289116_d,10,0.3693712347238297,High-density,289116,E00016908,E00016908,E01003336,401874,-0.045068767510924,51.460231485435706,KpkhvugBqOAohOCM7vkDxQ,51.460219606954496,-0.0450359793856033,5,2012,183.094058060176,16E14A27-7A68-43E2-B7A4-36A09455C36D,289116,289116_d,d
341,289117_d,10,0.5075676187918716,High-density,289117,E00016908,E00016908,E01003336,401875,-0.0450491458623149,51.4604108568902,9jPryUMajWa1CllMiWf4FA,51.460390933733386,-0.0449964130194205,5,2012,182.38011714333305,16E14A27-7A68-43E2-B7A4-36A09455C36D,289117,289117_d,d
344,289118_d,10,0.459744819796733,High-density,289118,E00016908,E00016908,E01003336,401876,-0.04502952404079,51.4605902283346,5xmSRgJuuUIdmALpfAP44A,51.4605708578538,-0.0449856047293139,5,2012,182.38011714356605,16E14A27-7A68-43E2-B7A4-36A09455C36D,289118,289118_d,d
347,289064_d,0,0.0849804614307971,Terraced,289064,E00016908,E00016908,E01003336,401815,-0.0441618182568005,51.4603564782767,-PWgQYWOw_efT6M7rFq8wg,51.460361813083104,-0.0441385306433657,5,2012,176.18592516571,DF5D9485-8128-45E8-8B85-53F473EFE9E1,289064,289064_d,d
350,289115_d,10,0.2571544026944812,High-density,289115,E00016908,E00016908,E01003336,401873,-0.0450898407030253,51.4600521815909,Rs72IDUOJCCYG2FgTVOUbw,51.4601324314202,-0.0450225779953422,5,2012,183.094058060176,16E14A27-7A68-43E2-B7A4-36A09455C36D,289115,289115_d,d
351,618541_d,1,0.0269745389372936,Open green space,618541,E00015379,E00015379,E01003051,848152,-0.103027431132872,51.4616091945146,hxwv5cLEzqll39TBZlwTtQ,51.4616034409383,-0.102971222272674,5,2012,192.225122675736,123686A2-07AF-4067-8E2B-94C4295C84B7,618541,618541_d,d
354,618537_d,11,0.001,Open green space,618537,E00015379,E00015379,E01003051,848148,-0.102750836147094,51.4623072971134,pk0xKkQyKgMgyafTjQUctA,51.4622893938881,-0.102724964130091,6,2008,192.528807709152,123686A2-07AF-4067-8E2B-94C4295C84B7,618537,618537_d,d
355,618534_d,1,0.2350741003865369,Open green space,618534,E00015379,E00015379,E01003051,848145,-0.102541753148574,51.4628306221219,fxfDUTycSn3Y9Y38ZTWbuw,51.4628411425282,-0.102539688152594,5,2012,192.528807709152,123686A2-07AF-4067-8E2B-94C4295C84B7,618534,618534_d,d
358,629429_d,2,0.001,Other green,629429,E00015379,E00015379,E01003051,863010,-0.103136657904665,51.4613294887387,vd5zcTiXvOgilUkMpl6_oQ,51.4613201414596,-0.103093140353881,5,2012,192.847704858718,67C92BF1-B2BF-406C-9108-7EE613E25255,629429,629429_d,d
360,618535_d,11,0.1453798646518525,Open green space,618535,E00015379,E00015379,E01003051,848146,-0.1026114480294969,51.4626561805043,rIfPsCQt3SXte3mMWe9lLA,51.4626344981219,-0.102565232865343,5,2012,183.947019664595,A7221DBC-65B6-4182-9488-3A0561E51275,618535,618535_d,d
363,618617_d,1,0.0861743643289055,Open green space,618617,E00015379,E00015379,E01003051,848240,-0.10165950739167,51.463997398187104,dzn8nfXrLvfC7yz0EUy1tw,51.4639863021591,-0.102122222211994,6,2008,186.44160009933495,B9AC6061-4B43-4830-8ADD-A61E1715E4A8,618617,618617_d,d
365,618602_d,11,0.1293925115345796,Open green space,618602,E00015379,E00015379,E01003051,848221,-0.102400494562238,51.463233938346605,y768cZz4z-aDlI5axF8YmQ,51.4632876612982,-0.10233062055291,5,2012,190.856413348062,B9AC6061-4B43-4830-8ADD-A61E1715E4A8,618602,618602_d,d
366,629630_d,11,0.1698488255802583,Open green space,629630,E00015379,E00015379,E01003051,863313,-0.103555369271613,51.460282940227,Nat6sybdvH8M7ornYu0uDg,51.4603075152954,-0.103488610000593,5,2012,192.264773727892,67C92BF1-B2BF-406C-9108-7EE613E25255,629630,629630_d,d
367,618536_d,11,0.1803007979303392,Open green space,618536,E00015379,E00015379,E01003051,848147,-0.102681142362335,51.4624817388348,l-5M2rrpkn8WL4eo-qkxng,51.4624561638678,-0.102640698774538,6,2008,192.528807709152,123686A2-07AF-4067-8E2B-94C4295C84B7,618536,618536_d,d
370,618601_d,11,0.1040053695359239,Open green space,618601,E00015379,E00015379,E01003051,848220,-0.102338977889216,51.4634095760747,4n5WgxN65lOn5VIXyH6XBw,51.4633273986836,-0.1023136057415399,6,2008,190.856413348062,B9AC6061-4B43-4830-8ADD-A61E1715E4A8,618601,618601_d,d
371,618603_d,1,0.001,Open green space,618603,E00015379,E00015379,E01003051,848222,-0.102462010745848,51.463058300576286,KhxQdpTO6VMZpe2DNnzBCg,51.463026538326,-0.102443729467989,6,2008,190.856413348062,B9AC6061-4B43-4830-8ADD-A61E1715E4A8,618603,618603_d,d
373,615253_d,11,0.0442104936986742,Open green space,615253,E00020199,E00020199,E01004013,843761,-0.0776348211327346,51.4746031631066,2wjUP8-6wqnYCp49ki2OAg,51.4746661939006,-0.0775967847643247,6,2008,161.227986283234,CD69D8C6-3AE6-426C-B967-BBF8D2578ECD,615253,615253_d,d
375,615340_d,13,0.4283052356960477,Estates,615340,E00020199,E00020199,E01004013,843872,-0.077180729707496,51.4754679853106,DV_J-iWvfXYO1aEDoHB7qQ,51.4754986339178,-0.0771898136330776,7,2009,250.655670727879,BA756A0A-AAED-458E-AFC3-50B9CBA4507D,615340,615340_d,d
