,Unnamed: 0_x,matched,p,clusters_2011_cleanup,idx_x,oa_name,OA11CD,LSOA11CD,Unnamed: 0_y,xcoord,ycoord,panoid,lat,lon,month,year,azi,id,idx_y,idx_y,angle
172,635901_b,6,0.3170511562157088,Other green,635901,E00015598,E00015598,E01003093,871965,-0.123398095408673,51.4714885267556,lpeCyKXfpJMebegxo71rrA,51.4715190428123,-0.123308921056738,6,2008,213.34070734647705,E128C168-E0FB-43FC-B334-6871A0099620,635901,635901_b,b
173,635908_b,9,0.001,Low-density,635908,E00015598,E00015598,E01003093,871973,-0.123698068771668,51.470329598187504,ABnUWGoWBzOzUZt7_nNJag,51.47029310319221,-0.123646152985541,5,2012,143.063246165697,CF578AB7-D2A9-4670-BFC2-9340C8A665A7,635908,635908_b,b
176,635894_b,0,0.1928421046350256,Terraced,635894,E00015598,E00015598,E01003093,871957,-0.123815296888393,51.4695187725274,U5004cro5Onqunh71shs4Q,51.469580805226,-0.123811386837861,7,2008,158.428692808745,C72120CF-5874-4B9D-BADA-070F514E3DD0,635894,635894_b,b
177,635923_b,13,0.3208062469096249,Estates,635923,E00015598,E00015598,E01003093,871990,-0.12261749727898,51.4707165890879,3WwSwpoiK2VZ9HgxCp-bPQ,51.47074748422179,-0.122544629270061,5,2012,284.036243467926,BA5CD2E9-4528-41A0-9E31-8EAB0645107B,635923,635923_b,b
178,635892_b,0,0.0974219125989772,Terraced,635892,E00015598,E00015598,E01003093,871955,-0.124070188149407,51.4698368620487,dmpaM9DUcDbTOplXNBGz4Q,51.469834044504296,-0.124006938942909,5,2012,140.989447747274,C72120CF-5874-4B9D-BADA-070F514E3DD0,635892,635892_b,b
180,635941_b,13,0.117807826832207,Estates,635941,E00015598,E00015598,E01003093,872015,-0.12236598244384,51.470804057347294,0wJUkYHVzaay6F-tHFhzLQ,51.4707658609389,-0.122481937906383,10,2009,239.42077312751096,800B783C-22E9-4BD4-BF66-C0EE112C9C1D,635941,635941_b,b
182,635924_b,10,0.3656349872851296,High-density,635924,E00015598,E00015598,E01003093,871991,-0.12288645398988,51.4707146005293,uJybq1kd9moIaEaM4M-9KQ,51.47074836600861,-0.122762292023522,10,2009,240.995059956273,BA5CD2E9-4528-41A0-9E31-8EAB0645107B,635924,635924_b,b
183,635893_b,0,0.0227056214560734,Terraced,635893,E00015598,E00015598,E01003093,871956,-0.123914244016509,51.4696876108856,9iKwEjY1LsWiZSK0S50UNQ,51.4697540713231,-0.123916276197078,5,2012,158.428692808745,C72120CF-5874-4B9D-BADA-070F514E3DD0,635893,635893_b,b
184,635907_b,6,0.387258731212414,Other green,635907,E00015598,E00015598,E01003093,871972,-0.1238651128373,51.47047602662539,FZTGivk5mguBGGt5pnoHDw,51.4705533977557,-0.12394570832432,7,2008,214.919402012458,1D3D8411-E417-42FC-A8EF-C23BDBE54D18,635907,635907_b,b
185,635906_b,6,0.3357454276347245,Other green,635906,E00015598,E00015598,E01003093,871971,-0.124032157966824,51.47062245483271,NqwExalh3hBgaa29UCL4gg,51.4706335045195,-0.12403509422672,7,2008,214.919402012458,1D3D8411-E417-42FC-A8EF-C23BDBE54D18,635906,635906_b,b
188,615783_b,4,0.1636627583951089,Low-density,615783,E00020382,E00020382,E01004050,844456,-0.0818144181807725,51.46826021376861,ldOBEnGAhzEraY3SH4Ttow,51.4683544830845,-0.0815482051567348,5,2012,62.342972980913295,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615783,615783_b,b
191,615786_b,4,0.2956833553106616,Low-density,615786,E00020382,E00020382,E01004050,844460,-0.0807808849158753,51.46857723435871,9tTkW_GaVAldcm0dGssSbw,51.46859286090879,-0.0807596044700553,5,2012,71.97090599220941,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615786,615786_b,b
193,615789_b,4,0.001,Low-density,615789,E00020382,E00020382,E01004050,844463,-0.0799730084458299,51.468762694152495,Vt9lNK5RdaNoEoOt2re58Q,51.468770814758905,-0.0800603889812299,7,2008,71.9436521391802,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615789,615789_b,b
195,615776_b,0,0.001,Terraced,615776,E00020382,E00020382,E01004050,844447,-0.0800931721072304,51.467575827585,uokyhtWRMYfPVoTec8GOPQ,51.46757289791229,-0.0800649645063657,5,2012,257.17560189776503,A3B03B30-DEA5-4DE2-9D1D-2FF1456B8689,615776,615776_b,b
198,615794_b,6,0.001,Other green,615794,E00020382,E00020382,E01004050,844468,-0.0793681261578545,51.4680160316487,MItVjQoFdUoIRPEZETX_Yw,51.46802692840429,-0.0793211107634719,6,2008,257.17560189776503,A3B03B30-DEA5-4DE2-9D1D-2FF1456B8689,615794,615794_b,b
201,615785_b,9,0.0008986776554336,Low-density,615785,E00020382,E00020382,E01004050,844459,-0.0810392695583499,51.468497980081,3mDoyr6asI5sHjeGRqVWuw,51.468508954543,-0.0810455326267561,7,2008,71.97090599220941,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615785,615785_b,b
202,615781_b,13,0.0709746414511326,Estates,615781,E00020382,E00020382,E01004050,844453,-0.0785889578416826,51.467739899664,20ka-pLefd8CyjDCFf7h4w,51.46775351622729,-0.0785653059473049,7,2008,260.933497260184,49AB129B-99FB-4AC8-852D-6BF13F5C8BAD,615781,615781_b,b
204,615770_b,1,0.001,Open green space,615770,E00020382,E00020382,E01004050,844435,-0.0824245765487254,51.467669886685705,vB5S00gFfHOsWTJidIEqpA,51.467525304100505,-0.0818283278556568,7,2008,243.434948822922,CF173F5B-ABD0-43A1-B6A2-526FCE433937,615770,615770_b,b
206,615788_b,0,0.1349780595976129,Terraced,615788,E00020382,E00020382,E01004050,844462,-0.080248977363388,51.468711546356,nxN5MDMQM8bX5RoC2CG8qw,51.4687336872964,-0.0801970460470802,5,2012,71.9436521391802,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615788,615788_b,b
209,615790_b,0,0.052410884367434,Terraced,615790,E00020382,E00020382,E01004050,844464,-0.0797980929569292,51.46868317419111,aj9RGSP6xmN8AxjHXQ32ag,51.468714378457,-0.0797359032312069,5,2012,156.571307191255,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615790,615790_b,b
210,615757_b,6,0.001,Other green,615757,E00020382,E00020382,E01004050,844417,-0.0809399309072292,51.4674699283828,md9f4Z-o23tYXTc-Je7ITQ,51.467466772848,-0.0809558124348991,6,2008,157.38013505196,E1E3D1BE-19FE-4EAB-9E10-5320D0DFDF86,615757,615757_b,b
213,615784_b,0,0.0652894472446948,Terraced,615784,E00020382,E00020382,E01004050,844458,-0.0812976533166607,51.4684187252234,PPvs0BywqVSGk9cFCBZAuA,51.468429110454295,-0.0812947581820401,6,2008,62.342972980913295,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615784,615784_b,b
214,615787_b,0,0.0999065339470707,Terraced,615787,E00020382,E00020382,E01004050,844461,-0.0805224993892352,51.468656488056496,Mg9gpZqGGnZ6CoWETjsJfQ,51.468665448657205,-0.0805080824966051,6,2008,71.97090599220941,796B4AF1-FA1F-4CEB-BF1D-D6A6F12466BD,615787,615787_b,b
216,615392_b,13,0.3698659739382249,Estates,615392,E00020202,E00020202,E01004013,843944,-0.0736470303418034,51.4752773477946,h7Nhnlo_uCaPloaXroPhtQ,51.4752844062035,-0.0734514921776958,6,2008,259.919402012458,6E66FF67-B345-4AD4-881A-F329F1814768,615392,615392_b,b
218,294374_b,10,0.4761767663530462,High-density,294374,E00020202,E00020202,E01004013,408989,-0.0717438680976341,51.47436514318,rwSuMF5E-fjy2omrsB3dEw,51.47435101162029,-0.0718363549249277,5,2012,260.706691400603,6951A170-4D4A-49AA-AC0E-F7131CB43F62,294374,294374_b,b
220,615379_b,13,0.2832554144953489,Estates,615379,E00020202,E00020202,E01004013,843927,-0.074945534137418,51.4747569360654,geTcQz30dnGVMEhcKEbEUw,51.47481954623061,-0.0748844181349562,5,2012,185.851616890196,37388D12-F1FF-4FA0-9C7A-54B3D8AB5C60,615379,615379_b,b
222,294368_b,6,0.4710929859042889,Other green,294368,E00020202,E00020202,E01004013,408980,-0.0721716083227137,51.4739991183728,_R1JdglmOiw6F9p5-aQgVQ,51.474351299475295,-0.0718785670462665,6,2008,183.02413544995,81A9D703-B7E4-4D46-B044-84B4CCE25213,294368,294368_b,b
224,294349_b,10,0.3959900548624111,High-density,294349,E00020202,E00020202,E01004013,408956,-0.0727495581232933,51.475391415234,6MmU4IVuVM2fjjPmVoTnHA,51.475381018715,-0.0727716673114272,5,2012,255.004920870824,55FD9F62-B01D-4010-84DC-E0D5B3AE28AD,294349,294349_b,b
225,615393_b,4,0.2931788559118358,Low-density,615393,E00020202,E00020202,E01004013,843945,-0.0733623433839957,51.47530415036351,lH74RD59Q9Mqm7MgnlVMtA,51.47529818556,-0.0734020818736989,5,2012,259.919402012458,6E66FF67-B345-4AD4-881A-F329F1814768,615393,615393_b,b
226,615391_b,10,0.3840324170876629,High-density,615391,E00020202,E00020202,E01004013,843942,-0.073940122304593,51.4752043701139,YpU4j7rE3OyPi5u4n_SWjw,51.47523785256151,-0.0738439288111133,6,2008,273.270487923184,664E4CFE-33A3-46C6-8182-0B6D8AAB5FD4,615391,615391_b,b
227,615383_b,9,0.1179443792617944,Low-density,615383,E00020202,E00020202,E01004013,843933,-0.074182175807917,51.47526361578521,Q-ZHvUVZTCUgSkLRVvR1ig,51.4752746742354,-0.0742625054514833,5,2012,252.25532837501203,664E4CFE-33A3-46C6-8182-0B6D8AAB5FD4,615383,615383_b,b
228,615382_b,10,0.2977286861360224,High-density,615382,E00020202,E00020202,E01004013,843932,-0.0744678203029706,51.47527075109939,PpTTQNJmWksIcueFT-z2wg,51.4752756934741,-0.0745153759255837,6,2008,252.18262017966703,664E4CFE-33A3-46C6-8182-0B6D8AAB5FD4,615382,615382_b,b
229,615381_b,10,0.5020406719966307,High-density,615381,E00020202,E00020202,E01004013,843931,-0.0747441428814852,51.47522027048139,lIhbfceuille_6zakj4zmA,51.475263951665,-0.0745261812956132,5,2012,252.18262017966703,664E4CFE-33A3-46C6-8182-0B6D8AAB5FD4,615381,615381_b,b
230,294231_b,13,0.2623778415795559,Estates,294231,E00020202,E00020202,E01004013,408807,-0.0732285383200485,51.476647191849295,3oA9L6SPtcBDm7huiTpK3g,51.47661328405661,-0.0733501283291779,5,2012,254.32047587758095,D3551847-0C5C-4AF4-9302-9D03206B59CD,294231,294231_b,b
231,294350_b,13,0.3707704214443807,Estates,294350,E00020202,E00020202,E01004013,408957,-0.0730295226109299,51.4753494823662,9IqbYvVn3OE4Cw-cdMLuJQ,51.4753260146776,-0.0731322726296628,6,2008,259.919402012458,6E66FF67-B345-4AD4-881A-F329F1814768,294350,294350_b,b
233,288212_b,0,0.4063264545213536,Terraced,288212,E00016905,E00016905,E01003336,400756,-0.0428804051744079,51.4618907278137,EFEt3YYNyHu5oKqm9x0-Rw,51.4618810032106,-0.0428619349150452,5,2012,223.72696997994305,CACA4246-644A-403E-9E3D-F1F929F71E8B,288212,288212_b,b
234,289155_b,14,0.001,Low-density,289155,E00016905,E00016905,E01003336,401923,-0.0418197511983878,51.461742164947005,u1HsnqeEG6oHTF6QCd5zdQ,51.4617363434581,-0.0418081966632887,6,2008,224.563950012803,49732F19-7B18-44DF-A1FC-239161090711,289155,289155_b,b
237,289157_b,11,0.1022909121167299,Open green space,289157,E00016905,E00016905,E01003336,401925,-0.0414050060312909,51.4619915167792,20RU9I6137Nscf_ZzrNiRQ,51.46197274962461,-0.0414114560483911,6,2008,224.56395001273495,49732F19-7B18-44DF-A1FC-239161090711,289157,289157_b,b
239,288239_b,4,0.001,Low-density,288239,E00016905,E00016905,E01003336,400787,-0.0411849045734164,51.4621238437872,4uDmz_V0c0rJY_WkMXaNwQ,51.4621497558735,-0.0411142677923472,6,2008,224.56395001273495,49732F19-7B18-44DF-A1FC-239161090711,288239,288239_b,b
241,288241_b,10,0.2953372728576836,High-density,288241,E00016905,E00016905,E01003336,400790,-0.0405413328508621,51.46222321970039,EgZ2rKp74sxmN_chVlBPEw,51.4623587214717,-0.0407666409349514,6,2008,223.628909202715,54D9BE2B-8E4B-4EAC-B917-1DDBA8D44B66,288241,288241_b,b
242,289153_b,0,0.001,Terraced,289153,E00016905,E00016905,E01003336,401921,-0.0422344918461168,51.461492811589295,Yc8E7g0_uJpWWk2_0LsYoA,51.4615044820033,-0.0421959890936681,6,2008,224.563950012803,49732F19-7B18-44DF-A1FC-239161090711,289153,289153_b,b
244,288243_b,10,0.4828606232668359,High-density,288243,E00016905,E00016905,E01003336,400796,-0.041045764976309,51.46251684250111,L_9y7BEq51oJF-uqvIE9yA,51.4623705569796,-0.0407676752010632,5,2012,223.628909202715,54D9BE2B-8E4B-4EAC-B917-1DDBA8D44B66,288243,288243_b,b
246,289154_b,14,0.0636557717112902,Low-density,289154,E00016905,E00016905,E01003336,401922,-0.0420271220871696,51.46161748845879,gC0Oh3_orPHZH8qj3aYx0A,51.4616167440738,-0.0420130391679363,5,2012,224.563950012803,49732F19-7B18-44DF-A1FC-239161090711,289154,289154_b,b
248,288240_b,10,0.182737684554467,High-density,288240,E00016905,E00016905,E01003336,400789,-0.0407497381579687,51.46209921672521,aq0nK2IVn6wfIpuxYfPN0Q,51.4621858830547,-0.0410697560672102,5,2012,224.56395001273495,49732F19-7B18-44DF-A1FC-239161090711,288240,288240_b,b
249,288213_b,4,0.3092686452369945,Low-density,288213,E00016905,E00016905,E01003336,400757,-0.0426733883979091,51.4620156345682,qhfihv6DNYaVMLUufsp51Q,51.46200343763312,-0.042660038940053,5,2012,224.462684381398,AC889256-4B4E-4F75-9338-5E7279C5F002,288213,288213_b,b
251,581940_b,15,0.1664737784203955,Commercial,581940,E00021554,E00021554,E01004280,801084,-0.02424747287583,51.4961637089789,Yh5JDAnd0-F0LuUdX-cjxw,51.4961689958761,-0.0242212294978624,6,2012,167.06194368281402,39842F91-AFBB-4A50-924B-31B20ADDE1A5,581940,581940_b,b
255,616367_b,15,0.1777951465617937,Commercial,616367,E00020052,E00020052,E01003975,845282,-0.0702827112539935,51.496404209323,oEZzzJqpVPtwx1mTYRczkw,51.4964287518104,-0.0702804052375129,7,2009,164.612863605708,17F46036-9FFF-4E15-867E-72EB472EC86E,616367,616367_b,b
256,616356_b,13,0.41008450410741,Estates,616356,E00020052,E00020052,E01003975,845263,-0.0716052396018088,51.49651669519261,pxX9aKLPLJJcs7wf9CfL3Q,51.496564978247,-0.0715816867022217,9,2009,154.390096156947,4B81BE56-87DA-45AB-AF22-EC39932AD41B,616356,616356_b,b
257,616354_b,13,0.4902748555189393,Estates,616354,E00020052,E00020052,E01003975,845259,-0.0718564249855563,51.49688123708261,tYLL2W-z9MGT9FKxE_HEIA,51.4968698439311,-0.0718671901471485,9,2009,216.027373385104,BAA3D838-538B-4450-9270-A6370E85C450,616354,616354_b,b
258,616605_b,13,0.2859016472841691,Estates,616605,E00020052,E00020052,E01003975,845622,-0.0729252319991011,51.49578060802939,qvS-F4A-RhY7YgshiPWN5g,51.4957900674191,-0.0730531796697281,6,2008,248.629377730657,CE202527-1DD5-44DD-81A9-EC90B94CFEE8,616605,616605_b,b
263,616347_b,13,0.3199680577598727,Estates,616347,E00020052,E00020052,E01003975,845245,-0.0727486305987232,51.4963337215118,3MTBakMdCTIgmGYtvTOg4Q,51.4960755119359,-0.0723013627890762,5,2012,262.874983651098,C333A443-B2FB-4C5A-83BB-1262D14AB168,616347,616347_b,b
264,616602_b,10,0.2189286387705478,High-density,616602,E00020052,E00020052,E01003975,845617,-0.0732900343480953,51.4959328246103,2hf32D6evlYt_EFT-av3VA,51.4959484669774,-0.0732611789141568,5,2012,162.637393746817,2E09D1E4-0D93-4ADD-9A5B-6ED3A2260A70,616602,616602_b,b
266,616348_b,13,0.1187744791097441,Estates,616348,E00020052,E00020052,E01003975,845248,-0.0726115864908976,51.49665827202949,JK9W5y3_z6ESJ-TXenIQfw,51.4966931087286,-0.071876227396719,9,2009,119.333674628559,4B81BE56-87DA-45AB-AF22-EC39932AD41B,616348,616348_b,b
273,581956_b,0,0.272735105848504,Terraced,581956,E00021553,E00021553,E01004280,801116,-0.0249149786195222,51.4963311957219,VsWIED0Fg4P3-0kzqSOtKg,51.4963424400696,-0.0249523795001487,10,2009,267.137594773888,F6FC44C7-DCCB-47A0-830E-B63897175537,581956,581956_b,b
274,581973_b,13,0.3254004796534013,Estates,581973,E00021553,E00021553,E01004280,801150,-0.0242278609643714,51.4968845530313,FI0CsTO8VcXJ5u5c_FzE3A,51.4968858646225,-0.0241174834707194,10,2009,266.203948373518,684F4EC5-2E9B-4BCE-8968-5A91F35732BC,581973,581973_b,b
276,581958_b,13,0.5184594047398299,Estates,581958,E00021553,E00021553,E01004280,801120,-0.0240168546110759,51.4963507878022,saNHzIEbSYsKv04MTK68ew,51.4963694222128,-0.0240257589930967,10,2009,267.137594773888,F6FC44C7-DCCB-47A0-830E-B63897175537,581958,581958_b,b
277,581972_b,10,0.4137592533652893,High-density,581972,E00021553,E00021553,E01004280,801149,-0.0239400460616272,51.496891610623,DWIGiTKG2zffo-GllnGvDA,51.49689024274901,-0.0238676369512516,10,2009,266.203948373518,684F4EC5-2E9B-4BCE-8968-5A91F35732BC,581972,581972_b,b
279,581970_b,10,0.3707910291552465,High-density,581970,E00021553,E00021553,E01004280,801147,-0.0233644160473709,51.4969057236838,scFXORt3mO7Wg8qR2lcuSQ,51.4969056592045,-0.0233764802263075,10,2009,266.203948373518,684F4EC5-2E9B-4BCE-8968-5A91F35732BC,581970,581970_b,b
282,582031_b,4,0.1802656859244245,Low-density,582031,E00021553,E00021553,E01004280,801235,-0.0246377837452835,51.4973060705313,te7Pl_Zze_K2a_kfYLtoRQ,51.4973001978872,-0.0246003467174961,6,2012,175.17478307302505,E8CDE2C3-57FB-4D78-B31D-550081929EA2,582031,582031_b,b
283,581960_b,13,0.3201096862753891,Estates,581960,E00021553,E00021553,E01004280,801122,-0.0234418339335849,51.4963724515739,k4b2L1vW-ad5V4xaM9qVXQ,51.496387072435,-0.0234254982073435,10,2009,264.999355402442,07CF4E68-55E2-4580-9617-B2140ECF3708,581960,581960_b,b
284,495082_b,10,0.2550642931327058,High-density,495082,E00021553,E00021553,E01004280,684718,-0.0246569574969041,51.4975149413382,VlZNmqNdq_MHmi7oZDvrFw,51.4974766591581,-0.0246038482509439,10,2009,175.174783072718,E8CDE2C3-57FB-4D78-B31D-550081929EA2,495082,495082_b,b
286,581954_b,6,0.5802358575004113,Other green,581954,E00021553,E00021553,E01004280,801114,-0.0254904253958799,51.4963157791031,3Fu-4k7Kn8Iv80Yvp9KL4w,51.4963280144751,-0.0255725492627922,6,2012,265.094743229872,F6FC44C7-DCCB-47A0-830E-B63897175537,581954,581954_b,b
288,581957_b,14,0.2341353583567944,Low-density,581957,E00021553,E00021553,E01004280,801117,-0.0246270212025974,51.4963353268108,PEsMRMeJ_K1IFJLBkPLcQA,51.4963505209783,-0.0247260667098819,6,2012,267.137594773888,F6FC44C7-DCCB-47A0-830E-B63897175537,581957,581957_b,b
289,581976_b,6,0.0479244294077891,Other green,581976,E00021553,E00021553,E01004280,801153,-0.0246147063391454,51.497054962776495,YCdAQVpeiZF1vJMTNpbDMw,51.4970233608556,-0.0245825860222222,10,2009,175.161533043442,44694D21-F1C6-45EC-8539-D0E92D9634C0,581976,581976_b,b
290,581971_b,10,0.2990566135480533,High-density,581971,E00021553,E00021553,E01004280,801148,-0.02365223108929,51.496898667507104,s-8Y79Q0x2kiiU3Plb273A,51.4968973278734,-0.0238270248993268,6,2012,266.203948373518,684F4EC5-2E9B-4BCE-8968-5A91F35732BC,581971,581971_b,b
291,581955_b,10,0.5934613759437957,High-density,581955,E00021553,E00021553,E01004280,801115,-0.0252028870848805,51.4963263161746,2VGQ7izkPRl8HT87nF2pRg,51.4963389411766,-0.0251076020949134,10,2009,265.094743229872,F6FC44C7-DCCB-47A0-830E-B63897175537,581955,581955_b,b
292,582026_b,10,0.5094184247533953,High-density,582026,E00021553,E00021553,E01004280,801222,-0.0250796338542735,51.496927784774506,00WfSD3AoGBzx0kJhp7W-A,51.4968957643709,-0.0250255846218603,10,2009,86.5317707410829,972CFB8C-22ED-4618-ADF6-988C9E9BE410,582026,582026_b,b
294,615804_b,9,0.001,Low-density,615804,E00020380,E00020380,E01004050,844495,-0.0784975507998164,51.46920101059629,tjIw8fGz-ENqbvYoJCYPow,51.4692041765439,-0.0784562473680272,5,2012,106.840512064039,46A87152-F23F-4088-B930-EEDE0B92DEA2,615804,615804_b,b
295,615563_b,2,0.2747991686290645,Other green,615563,E00020380,E00020380,E01004050,844156,-0.076836533121874,51.4689595817192,rbU02TYfSf9S6IePRL9uAg,51.468982135143,-0.0765983074935174,5,2012,183.37628616560292,59AD12D2-870A-411F-8B8A-D93DBB7DD79F,615563,615563_b,b
296,615799_b,11,0.1347812494595139,Open green space,615799,E00020380,E00020380,E01004050,844478,-0.0779316366987059,51.4685937343744,padVe5zINZSkjHLaVutOxQ,51.4686360264008,-0.0779026854379933,5,2012,170.781488148383,2E2C62DC-1361-4427-89A2-3EDB1FDCA759,615799,615799_b,b
301,615798_b,1,0.0987952779712263,Open green space,615798,E00020380,E00020380,E01004050,844477,-0.077882296128945,51.4684172894185,eP5tccGKrHawGq23Oi7feg,51.46850439271629,-0.077871475251781,5,2012,157.362825149276,2E2C62DC-1361-4427-89A2-3EDB1FDCA759,615798,615798_b,b
302,615802_b,2,0.1443364175462631,Other green,615802,E00020380,E00020380,E01004050,844492,-0.0776963773897623,51.469060134212505,8QLsjKojWQS8P9r_hXtw0Q,51.4691079081708,-0.0779760342495876,5,2012,186.70527455742905,2E2C62DC-1361-4427-89A2-3EDB1FDCA759,615802,615802_b,b
303,615562_b,4,0.0911572798919049,Low-density,615562,E00020380,E00020380,E01004050,844155,-0.0767758704764144,51.46879493507279,7r3__gGh2tuCq_YVKDBPeQ,51.4687182564013,-0.0767389802063966,7,2008,183.359851137323,59AD12D2-870A-411F-8B8A-D93DBB7DD79F,615562,615562_b,b
305,615740_b,9,0.3170313236929979,Low-density,615740,E00020380,E00020380,E01004050,844395,-0.0769749661433971,51.46839119717861,qk9FqpfWJE6gdVkIxwZhiQ,51.4683622002256,-0.0770540150441007,5,2012,228.21548399138695,9C5107FC-45C2-466A-9554-56F5E46C2034,615740,615740_b,b
306,615797_b,6,0.1627461329168271,Other green,615797,E00020380,E00020380,E01004050,844476,-0.0777785100968228,51.4682495907751,p-oifHk015tRHkSF61x1TQ,51.46827537015161,-0.0777286874573947,5,2012,194.470294100066,DF9C8AC6-ADE0-455B-AE7B-75D19EBCC423,615797,615797_b,b
308,615568_b,10,0.068565327680458,High-density,615568,E00020380,E00020380,E01004050,844163,-0.0763263150517179,51.468534977295896,fcaC0Ag7kVEFPV8QqLwz4w,51.468550391629286,-0.0762494639082362,5,2012,271.22919569967496,BCAAD5F2-D657-4FF3-974C-86A9C0238EB9,615568,615568_b,b
309,615560_b,4,0.3201064596180674,Low-density,615560,E00020380,E00020380,E01004050,844153,-0.0768247286690648,51.4684366505619,eFVZDTPk6NmCrCzB3U2WTw,51.4685094299508,-0.0767314655649902,5,2012,242.65012421992995,9C5107FC-45C2-466A-9554-56F5E46C2034,615560,615560_b,b
310,615567_b,10,0.1542485792853299,High-density,615567,E00020380,E00020380,E01004050,844162,-0.0760900202719439,51.468637660836286,DKquLyNI3cCJ-YTdI0BPCw,51.4685765766498,-0.0761821624891722,5,2012,233.666169131578,BCAAD5F2-D657-4FF3-974C-86A9C0238EB9,615567,615567_b,b
311,615738_b,4,0.2062095080404489,Low-density,615738,E00020380,E00020380,E01004050,844393,-0.0774554510719999,51.46819837564721,lLtNErFEmv3UwkXTEPnhXg,51.4682202359083,-0.0773988132965421,7,2008,228.113911594782,9C5107FC-45C2-466A-9554-56F5E46C2034,615738,615738_b,b
313,615739_b,14,0.001,Low-density,615739,E00020380,E00020380,E01004050,844394,-0.0772340325593783,51.46831281762779,PFwyX3AzTOouDBInAbX2_A,51.4682950781528,-0.0772456299984181,5,2012,228.21548399138695,9C5107FC-45C2-466A-9554-56F5E46C2034,615739,615739_b,b
314,615803_b,9,0.1789891640858759,Low-density,615803,E00020380,E00020380,E01004050,844494,-0.0782243126972832,51.469144427258215,drfLvUjtYA82FAHilRjm3Q,51.4691518451932,-0.0782046535533102,5,2012,106.840512064204,46A87152-F23F-4088-B930-EEDE0B92DEA2,615803,615803_b,b
316,629483_b,13,0.1032247765135695,Estates,629483,E00015377,E00015377,E01003051,863085,-0.111225476795016,51.4620684576529,uzzXDDkBOqKGeGsIZnHhFA,51.4620527296801,-0.111260007442731,6,2008,241.068399116762,493424AE-F79A-458B-9100-F2B9498EA147,629483,629483_b,b
318,629406_b,10,0.3913184424654594,High-density,629406,E00015377,E00015377,E01003051,862979,-0.103476008783997,51.46429464078921,_8ycNDdnqps1yjMqjBzhcw,51.46451775183121,-0.103690773836593,7,2009,240.84715009942,78324B92-B9A1-4F57-B0A2-C9D50EB45859,629406,629406_b,b
320,629370_b,10,0.3255915365763352,High-density,629370,E00015377,E00015377,E01003051,862925,-0.103885713706848,51.4644486422973,tjwyJ9N-BvdR9d7MApk5Qg,51.46449438058951,-0.103756563880452,7,2009,240.84715009942,78324B92-B9A1-4F57-B0A2-C9D50EB45859,629370,629370_b,b
326,629358_b,15,0.3509202769539927,Commercial,629358,E00015377,E00015377,E01003051,862897,-0.1076824096895809,51.4634098960903,rMTe3cWPWkZzCQDcaCZeAg,51.46344628293821,-0.107670213320736,6,2008,151.9918505583,C094A7AB-1830-442C-BC7D-C1234A017F95,629358,629358_b,b
327,629357_b,10,0.253581911519541,High-density,629357,E00015377,E00015377,E01003051,862896,-0.1075538546174119,51.4632490329385,ypCJk4pu4Qu7UKaqotPubQ,51.463264105422894,-0.107508416938245,6,2008,148.878520120413,C094A7AB-1830-442C-BC7D-C1234A017F95,629357,629357_b,b
329,629511_b,10,0.1363902041589797,High-density,629511,E00015377,E00015377,E01003051,863118,-0.110085091900313,51.4631333130884,TFUivfhC26_FVmmgiIZk9Q,51.463119721644105,-0.110099005879748,5,2012,111.254701053466,69551604-4659-4E05-8B4F-30F286DB4516,629511,629511_b,b
330,629502_b,10,0.1445735229142245,High-density,629502,E00015377,E00015377,E01003051,863107,-0.1098102708213259,51.4624930564307,drVUMwsrj01HBmOLJD3KeQ,51.46250704898729,-0.109836726779773,7,2009,243.904575842612,E820D18C-7794-480A-8D6C-596751B0D03E,629502,629502_b,b
332,629533_b,15,0.7921243896846732,Commercial,629533,E00015377,E00015377,E01003051,863152,-0.108833883486914,51.4627446530803,DGAqwNC-DvbgV0kO3Jg6sg,51.46275337507179,-0.108839510821812,6,2008,248.73412309752496,808C7B1C-3785-4110-B534-66FF72FE0643,629533,629533_b,b
333,629485_b,15,0.1516574267975073,Commercial,629485,E00015377,E00015377,E01003051,863087,-0.111736311779074,51.461902697421,8ROprsgbuSgraNSx6Z6Mzg,51.4619400162963,-0.11160550212429,5,2012,241.08700653541803,493424AE-F79A-458B-9100-F2B9498EA147,629485,629485_b,b
334,629389_b,6,0.001,Other green,629389,E00015377,E00015377,E01003051,862946,-0.107149563708121,51.4628680732756,7ae6nPo6aoqcV91H8AtZ6Q,51.4628585821453,-0.107077031993225,6,2008,144.63417720621402,60A3CA4D-BFD2-4491-9E4D-CF2110538AEA,629389,629389_b,b
337,289120_b,1,0.1478185764649513,Open green space,289120,E00016908,E00016908,E01003336,401878,-0.0450202409963801,51.46094968377461,3bzcOGA9sP1w9h2ZWLEdEA,51.46104365627,-0.0449555313964774,10,2009,258.77420223726,16E14A27-7A68-43E2-B7A4-36A09455C36D,289120,289120_b,b
