,LSOA code (2011),Outdoors Sub-domain Score,lsoa,Unnamed: 0
139,E01000143,1.1,E01000143,5.400252011087206
140,E01000144,1.31,E01000144,5.09346979111433
141,E01000145,1.143,E01000145,5.0938780987635255
142,E01000146,1.18,E01000146,4.901835152579517
143,E01000147,1.154,E01000147,5.135513044043675
144,E01000148,1.195,E01000148,5.259380216661253
145,E01000150,0.861,E01000150,5.368880494544495
146,E01000151,0.826,E01000151,5.454698598698566
147,E01000152,0.702,E01000152,5.526631285746892
148,E01000153,0.738,E01000153,5.465250765327859
149,E01000154,0.802,E01000154,5.471126205391354
150,E01000155,0.412,E01000155,5.226378201842308
151,E01000156,0.951,E01000156,5.029012076125658
152,E01000157,1.043,E01000157,5.055394146526069
153,E01000158,0.839,E01000158,5.186667922019958
154,E01000159,0.775,E01000159,5.326308124527639
155,E01000160,1.01,E01000160,5.353186935186386
156,E01000161,1.01,E01000161,5.164347590099681
157,E01000162,1.147,E01000162,5.0774374719125674
158,E01000163,0.956,E01000163,5.514826292150161
159,E01000164,1.612,E01000164,5.538876357432389
160,E01000165,0.977,E01000165,5.495792165645578
161,E01000166,0.384,E01000166,5.331430440739647
162,E01000167,0.593,E01000167,5.322420443130644
163,E01000168,0.397,E01000168,5.351620597400885
164,E01000169,0.576,E01000169,5.228809644144477
165,E01000170,0.645,E01000170,5.361694509714422
166,E01000171,0.68,E01000171,5.240131294927117
167,E01000172,0.54,E01000172,5.290898233822414
168,E01000173,0.685,E01000173,5.279084025981814
169,E01000174,0.598,E01000174,5.12683074411593
170,E01000175,0.532,E01000175,5.325071817920321
171,E01000176,1.111,E01000176,5.451662889746732
172,E01000177,1.073,E01000177,5.101239703484436
173,E01000178,0.824,E01000178,5.175992907103845
174,E01000179,0.974,E01000179,5.209342310241625
175,E01000180,1.09,E01000180,5.262438071534989
176,E01000181,1.272,E01000181,4.874997366877163
177,E01000182,1.298,E01000182,4.984552706094613
178,E01000183,0.759,E01000183,5.324544900113886
179,E01000184,1.417,E01000184,5.494951448617158
180,E01000185,1.115,E01000185,5.3741387474536895
181,E01000186,0.963,E01000186,5.300801315221442
182,E01000187,0.468,E01000187,5.33391492507037
183,E01000188,1.433,E01000188,5.699610790738734
184,E01000189,0.847,E01000189,5.355691977013323
185,E01000190,0.462,E01000190,5.244404009298274
186,E01000191,0.931,E01000191,5.3201772999119115
187,E01000192,0.789,E01000192,5.168545966910333
188,E01000193,0.759,E01000193,5.249174929701764
189,E01000194,0.987,E01000194,5.179610038797061
190,E01000195,0.778,E01000195,5.738845186020301
191,E01000196,0.854,E01000196,5.099299686758415
192,E01000197,1.057,E01000197,5.1525066004702325
193,E01000198,0.944,E01000198,5.387343647579352
194,E01000199,0.784,E01000199,5.239598710233994
195,E01000200,0.979,E01000200,5.245645827176619
196,E01000201,1.497,E01000201,5.206531807780266
197,E01000202,0.947,E01000202,5.137344999173108
198,E01000203,1.34,E01000203,5.446879851467469
199,E01000204,1.243,E01000204,5.164451574178843
200,E01000205,1.036,E01000205,5.232570725436113
201,E01000206,1.049,E01000206,5.28188130807449
202,E01000207,0.883,E01000207,5.1261222773584825
203,E01000208,1.336,E01000208,5.354206786462755
204,E01000209,0.976,E01000209,5.174655870818273
205,E01000210,1.388,E01000210,5.356361399526182
206,E01000211,1.222,E01000211,5.173963121069011
207,E01000212,0.804,E01000212,5.224118658836852
208,E01000213,0.858,E01000213,5.213255574194233
209,E01000214,1.031,E01000214,5.1688855172882615
210,E01000215,1.029,E01000215,5.168112520350526
211,E01000216,1.138,E01000216,5.057175278663635
212,E01000217,1.009,E01000217,5.190666334969657
213,E01000218,1.179,E01000218,5.066242319756541
214,E01000219,1.85,E01000219,5.332655469576518
215,E01000220,1.035,E01000220,5.167970274830912
216,E01000221,1.976,E01000221,5.657439834371056
217,E01000222,1.553,E01000222,5.301895311900547
218,E01000223,1.526,E01000223,5.5036983409017886
219,E01000224,0.946,E01000224,5.085959775234336
220,E01000225,1.283,E01000225,5.318099513084074
221,E01000226,0.634,E01000226,5.403819480686323
222,E01000227,0.743,E01000227,5.209542435613172
223,E01000228,0.759,E01000228,5.594697444273128
224,E01000229,0.794,E01000229,5.482162684202194
225,E01000230,0.676,E01000230,5.2848230819491775
226,E01000231,1.039,E01000231,5.565369842099209
227,E01000232,1.009,E01000232,5.440727294575084
228,E01000233,0.785,E01000233,5.255272097587586
229,E01000234,0.819,E01000234,5.192392467549353
230,E01000235,1.16,E01000235,5.400443825328234
231,E01000236,1.339,E01000236,5.2980626388029615
232,E01000237,1.469,E01000237,5.197159639469863
233,E01000238,0.942,E01000238,5.261278450868692
234,E01000239,1.385,E01000239,5.596245322089929
235,E01000240,1.205,E01000240,5.628984193953257
236,E01000241,0.907,E01000241,5.204941087755664
237,E01000242,1.059,E01000242,5.4238721618374575
238,E01000243,1.444,E01000243,5.132259709494455
239,E01000244,1.42,E01000244,5.132500854789788
240,E01000245,1.396,E01000245,5.288240030032246
241,E01000246,0.407,E01000246,5.324152544254565
242,E01000247,0.254,E01000247,5.2031831683651095
243,E01000248,0.694,E01000248,5.1123907029346265
244,E01000249,0.439,E01000249,5.2019996226412575
245,E01000250,0.612,E01000250,5.115192440540894
246,E01000251,0.614,E01000251,5.170467086016813
247,E01000252,0.514,E01000252,5.111392043687247
248,E01000253,0.423,E01000253,5.504311190779757
249,E01000254,0.586,E01000254,5.322824412392031
250,E01000255,0.518,E01000255,5.418591903489933
251,E01000256,0.693,E01000256,5.3435050513326505
252,E01000257,0.859,E01000257,5.517963361210294
253,E01000258,0.964,E01000258,5.377763118062701
254,E01000259,0.758,E01000259,5.36474474166569
255,E01000260,1.347,E01000260,5.632902110522648
256,E01000261,0.334,E01000261,5.2739128938743045
257,E01000262,0.388,E01000262,5.452929578856988
258,E01000263,0.944,E01000263,5.229766588272719
259,E01000264,1.188,E01000264,5.38704246510366
260,E01000265,0.599,E01000265,5.412088196748381
261,E01000266,1.052,E01000266,5.281686490411916
262,E01000267,0.606,E01000267,5.32807132737203
263,E01000268,0.606,E01000268,5.232909825310778
264,E01000269,0.703,E01000269,5.238551177119756
265,E01000270,0.932,E01000270,5.31166654245721
266,E01000271,0.816,E01000271,5.223202422261238
267,E01000272,0.582,E01000272,5.225080065776647
268,E01000273,0.672,E01000273,5.2462862748366135
269,E01000274,0.61,E01000274,5.254458475112915
270,E01000275,0.629,E01000275,5.331408379486253
271,E01000276,0.529,E01000276,5.291000407189131
272,E01000277,0.687,E01000277,5.2467938634686
273,E01000278,0.531,E01000278,5.132490967647938
274,E01000279,0.432,E01000279,5.469134498839598
275,E01000280,0.621,E01000280,5.2003714005518615
276,E01000281,0.887,E01000281,5.428504190561962
277,E01000282,1.166,E01000282,5.281032487828895
278,E01000283,0.53,E01000283,5.301418336121352
279,E01000284,0.67,E01000284,5.273034041513226
280,E01000285,0.42,E01000285,5.342230628771954
281,E01000286,0.345,E01000286,5.3722161779626765
282,E01000287,0.358,E01000287,5.408140981406496
283,E01000288,0.641,E01000288,5.290424374809042
284,E01000289,0.404,E01000289,5.4674257827461314
285,E01000290,0.429,E01000290,5.583985435146175
286,E01000291,0.526,E01000291,5.425279894045421
287,E01000292,0.774,E01000292,5.179724506083751
288,E01000293,0.669,E01000293,5.042561725775401
289,E01000294,0.134,E01000294,5.183515336202539
290,E01000295,1.014,E01000295,5.025394505241892
291,E01000296,0.824,E01000296,5.057107760130993
292,E01000297,0.904,E01000297,5.28584972730617
293,E01000298,0.747,E01000298,4.981215749560175
294,E01000299,1.106,E01000299,5.038308147589365
295,E01000300,0.869,E01000300,5.018611859684148
296,E01000301,0.892,E01000301,5.21328158226124
297,E01000302,1.004,E01000302,5.24567086810935
298,E01000303,0.577,E01000303,5.290817578107316
299,E01000304,0.546,E01000304,5.0698572052152535
300,E01000305,1.325,E01000305,5.538269096050622
301,E01000306,1.527,E01000306,5.0842001958498875
302,E01000307,1.524,E01000307,5.74481748027363
303,E01000308,1.347,E01000308,5.34176351626714
304,E01000309,1.315,E01000309,5.327897516311024
305,E01000310,1.535,E01000310,5.366332356038132
306,E01000311,1.54,E01000311,5.1129836101157995
307,E01000312,0.995,E01000312,5.447241826057434
308,E01000313,1.566,E01000313,5.350069862875071
309,E01000314,1.409,E01000314,5.122999247676598
310,E01000315,1.167,E01000315,5.552787835862901
311,E01000316,0.906,E01000316,5.374360312627056
312,E01000317,0.781,E01000317,5.168275296226028
313,E01000318,1.098,E01000318,5.251926518931533
314,E01000319,1.003,E01000319,5.116477650403977
315,E01000320,0.672,E01000320,5.100056808360302
316,E01000321,0.773,E01000321,5.162078498126744
317,E01000322,0.806,E01000322,5.304736390307143
318,E01000323,1.13,E01000323,5.091931530209475
319,E01000324,0.828,E01000324,5.185914374969818
320,E01000325,0.226,E01000325,5.279675388604067
321,E01000326,0.527,E01000326,5.261266848812364
322,E01000327,0.557,E01000327,5.402705481303996
323,E01000328,0.263,E01000328,5.369215715237153
324,E01000329,0.564,E01000329,5.385227818837326
325,E01000330,0.626,E01000330,5.458082818014677
326,E01000331,0.647,E01000331,5.388008535129873
327,E01000332,0.585,E01000332,5.330773851844702
328,E01000333,0.256,E01000333,5.301410413705385
329,E01000334,0.147,E01000334,5.506519467127128
330,E01000335,0.576,E01000335,5.578855858879839
331,E01000336,0.381,E01000336,5.31436344545062
332,E01000337,0.236,E01000337,5.332596861632767
333,E01000338,0.312,E01000338,5.268933049563704
334,E01000339,0.134,E01000339,5.35276567818496
335,E01000340,0.669,E01000340,5.361402562278474
336,E01000341,0.398,E01000341,5.408530865133423
337,E01000342,0.341,E01000342,5.335771866466688
338,E01000343,0.437,E01000343,5.252628797576541
339,E01000344,0.246,E01000344,5.285623877253753
340,E01000345,0.355,E01000345,5.200329036397092
341,E01000346,0.396,E01000346,5.336645163417433
342,E01000347,0.661,E01000347,5.231173606022544
343,E01000348,0.407,E01000348,5.323231158171885
344,E01000349,0.68,E01000349,5.424740376583365
345,E01000350,0.467,E01000350,5.268463511745651
346,E01000351,0.452,E01000351,5.408339074502389
347,E01000352,0.786,E01000352,5.479025946182459
348,E01000353,0.61,E01000353,5.431148852831051
349,E01000354,0.246,E01000354,5.483337013740239
350,E01000355,0.63,E01000355,5.482173861187195
351,E01000356,0.699,E01000356,5.36121610816448
352,E01000357,0.407,E01000357,5.23051368388809
353,E01000358,0.344,E01000358,5.40256596797079
354,E01000359,0.435,E01000359,5.304553863368457
355,E01000360,0.881,E01000360,5.29630259087641
356,E01000361,0.448,E01000361,5.306265463999339
357,E01000362,0.706,E01000362,5.426004920394636
358,E01000363,0.795,E01000363,5.3639204491739685
359,E01000364,1.016,E01000364,5.491300226857998
360,E01000365,0.76,E01000365,5.405585923365185
361,E01000366,0.646,E01000366,5.396702465165425
362,E01000367,0.309,E01000367,5.272644687921573
363,E01000368,0.265,E01000368,5.318504972975384
364,E01000369,0.153,E01000369,5.373959385800636
365,E01000370,0.446,E01000370,5.271840630622393
366,E01000371,0.155,E01000371,5.227581864836588
367,E01000372,0.321,E01000372,5.368598911341499
368,E01000373,0.475,E01000373,5.321711240276214
369,E01000374,0.429,E01000374,5.609467485309702
370,E01000375,0.607,E01000375,5.5390698642566285
371,E01000376,0.676,E01000376,5.338911606340992
372,E01000377,0.291,E01000377,5.34782072078614
373,E01000378,0.241,E01000378,5.383862093198213
374,E01000379,0.617,E01000379,5.215512499713258
375,E01000380,0.275,E01000380,5.430467943740047
376,E01000381,-0.147,E01000381,5.44032566810167
377,E01000382,-0.075,E01000382,5.334414851419704
378,E01000383,0.304,E01000383,5.538907644940519
379,E01000384,0.094,E01000384,5.163691224215866
380,E01000385,0.346,E01000385,5.408536201299623
381,E01000386,0.827,E01000386,5.5213781403799125
382,E01000387,0.038,E01000387,5.360369433338444
383,E01000388,0.542,E01000388,5.278220173999735
384,E01000389,0.674,E01000389,5.353662342768613
385,E01000390,0.561,E01000390,5.452038757970643
386,E01000391,0.551,E01000391,5.546544929111705
387,E01000392,0.648,E01000392,5.261539526324454
388,E01000393,0.799,E01000393,5.296827812099931
389,E01000394,0.624,E01000394,5.370255052752611
390,E01000395,0.445,E01000395,5.296698026503286
391,E01000396,0.846,E01000396,5.273110011349553
392,E01000398,0.375,E01000398,5.278022024461201
393,E01000399,0.468,E01000399,5.338886089168244
394,E01000400,0.785,E01000400,5.352989030679067
395,E01000401,0.444,E01000401,5.331863068594721
396,E01000402,0.416,E01000402,5.2744730799286454
397,E01000403,0.747,E01000403,5.514158415850869
398,E01000404,0.008,E01000404,5.448458183976941
399,E01000405,0.11,E01000405,5.4997917716273195
400,E01000406,0.397,E01000406,5.332613987687194
401,E01000407,0.298,E01000407,5.318877449222639
402,E01000408,0.215,E01000408,5.607406457265218
403,E01000409,0.31,E01000409,5.209389178422246
404,E01000410,0.337,E01000410,5.108625700033786
405,E01000411,0.664,E01000411,5.288911953029863
406,E01000412,0.464,E01000412,5.2872847975371124
407,E01000413,0.669,E01000413,5.438374821386189
408,E01000414,0.76,E01000414,5.172826581223067
409,E01000415,0.436,E01000415,5.211197742644479
410,E01000416,0.47,E01000416,5.528728092844422
411,E01000417,0.691,E01000417,5.349671287923797
412,E01000418,0.482,E01000418,5.465698703886971
413,E01000419,0.452,E01000419,5.391496394842099
414,E01000420,0.223,E01000420,5.435200642136967
415,E01000421,0.37,E01000421,5.463549566705052
416,E01000422,0.453,E01000422,5.657125004313209
417,E01000423,0.29,E01000423,5.350829529442957
418,E01000424,0.533,E01000424,5.231819980900462
419,E01000425,0.11,E01000425,5.195379674767649
420,E01000426,0.21,E01000426,5.405284654062528
421,E01000427,0.239,E01000427,5.461979345841841
422,E01000428,0.373,E01000428,5.617969922445439
423,E01000429,-0.019,E01000429,5.548423136738564
424,E01000430,-0.176,E01000430,5.687152107238769
425,E01000431,0.247,E01000431,5.488518610721877
426,E01000432,-0.056,E01000432,5.442344082771121
427,E01000433,0.591,E01000433,5.4831513518310455
428,E01000434,-0.1,E01000434,5.513617948442698
429,E01000435,0.746,E01000435,5.455050834866821
430,E01000436,0.457,E01000436,5.362436548499174
431,E01000437,0.15,E01000437,5.2591163652914545
432,E01000438,0.195,E01000438,5.095772356618175
433,E01000439,0.288,E01000439,5.211238705567297
434,E01000440,0.146,E01000440,5.371191009002573
435,E01000441,0.189,E01000441,5.318821067263366
436,E01000442,0.177,E01000442,5.486829548928796
437,E01000443,0.373,E01000443,5.298895246273762
438,E01000444,0.812,E01000444,5.50328632351011
439,E01000445,0.081,E01000445,5.29489309370785
440,E01000446,0.218,E01000446,5.119284961860218
441,E01000447,0.944,E01000447,5.371606835236786
442,E01000448,0.209,E01000448,5.318711712553695
443,E01000449,0.615,E01000449,5.458568625089501
444,E01000450,0.17,E01000450,5.46487029393514
445,E01000451,0.258,E01000451,5.293919779777527
446,E01000452,0.242,E01000452,4.9587897021546326
447,E01000453,0.235,E01000453,4.963096482413156
448,E01000454,0.414,E01000454,5.129031044805152
449,E01000455,0.127,E01000455,5.048321627908283
450,E01000456,0.17,E01000456,5.149291878300054
451,E01000457,0.3,E01000457,5.2932124147771304
452,E01000458,0.098,E01000458,5.277671363184361
453,E01000459,0.094,E01000459,5.257285448760468
454,E01000460,0.127,E01000460,5.242748519425751
455,E01000461,0.224,E01000461,5.245561553302564
456,E01000462,0.43,E01000462,5.285106342165701
457,E01000463,0.128,E01000463,5.266960804142169
458,E01000464,0.249,E01000464,5.553282188741784
459,E01000465,0.378,E01000465,5.510866156706573
460,E01000466,0.146,E01000466,5.789219138070281
461,E01000467,0.453,E01000467,5.3238362262646355
462,E01000468,0.142,E01000468,5.3606423283122595
463,E01000469,0.257,E01000469,5.481824577864954
464,E01000470,0.358,E01000470,5.709040078935744
465,E01000471,1.257,E01000471,5.295617310687749
466,E01000472,1.282,E01000472,5.4168927216971365
467,E01000473,1.299,E01000473,5.112038094006228
468,E01000474,0.977,E01000474,5.2283042187199875
469,E01000475,1.196,E01000475,5.387990243364088
470,E01000476,1.34,E01000476,5.237113419369128
471,E01000477,1.369,E01000477,5.340897196957044
472,E01000478,1.669,E01000478,5.198130719123348
473,E01000479,1.348,E01000479,5.280980130779409
474,E01000480,1.186,E01000480,5.224938084889655
475,E01000481,1.167,E01000481,5.355204877558719
476,E01000482,1.124,E01000482,5.4048769266278915
477,E01000483,1.098,E01000483,5.413011571091991
478,E01000484,0.964,E01000484,5.377261366507019
479,E01000485,0.862,E01000485,5.392876419594617
480,E01000486,0.824,E01000486,5.330543128343729
481,E01000487,0.939,E01000487,5.285855922628851
482,E01000488,1.402,E01000488,5.063210796802602
483,E01000489,1.418,E01000489,5.112240311097015
484,E01000490,1.526,E01000490,4.975213175470179
485,E01000491,1.217,E01000491,5.077214777469635
486,E01000492,1.375,E01000492,5.080165124633937
487,E01000493,1.186,E01000493,5.172912893416006
488,E01000494,1.309,E01000494,5.079974957760548
489,E01000495,1.485,E01000495,5.0624295874517795
490,E01000497,1.288,E01000497,5.312760579052256
491,E01000498,1.566,E01000498,5.409162782132626
492,E01000499,1.22,E01000499,5.5810208076702414
493,E01000501,1.284,E01000501,5.272369009324874
494,E01000502,1.051,E01000502,5.209638413574014
495,E01000503,1.247,E01000503,5.252771805118582
496,E01000504,1.179,E01000504,4.988390379718372
497,E01000505,1.108,E01000505,5.138357716158402
498,E01000506,1.565,E01000506,5.1762568188268085
499,E01000507,1.111,E01000507,5.122396015409214
500,E01000508,1.18,E01000508,5.260819291814845
501,E01000509,1.596,E01000509,5.125832938461852
502,E01000510,1.797,E01000510,5.112990719477335
503,E01000511,1.951,E01000511,5.086009148567442
504,E01000512,1.148,E01000512,4.938765281438828
505,E01000513,1.204,E01000513,5.221567587720023
506,E01000514,0.82,E01000514,5.224992329141368
507,E01000515,1.263,E01000515,5.342099313819131
508,E01000516,1.196,E01000516,5.278008243312007
509,E01000517,1.087,E01000517,5.247617212376853
510,E01000518,0.972,E01000518,5.367512456008366
511,E01000519,0.977,E01000519,5.401908702945
512,E01000520,0.875,E01000520,5.299224545850473
513,E01000521,1.882,E01000521,5.028133988380432
514,E01000522,1.11,E01000522,5.259945553541184
515,E01000523,1.512,E01000523,4.889329873529592
516,E01000524,1.755,E01000524,4.875057756322102
517,E01000525,1.683,E01000525,4.885145496076612
518,E01000526,1.285,E01000526,5.363391690869485
519,E01000527,1.272,E01000527,4.9283139294591445
520,E01000528,1.606,E01000528,5.219140820450836
521,E01000530,1.229,E01000530,5.0491453504910435
522,E01000531,1.048,E01000531,4.779861360467891
523,E01000532,1.361,E01000532,4.993692101151855
524,E01000533,1.639,E01000533,4.972184140917281
525,E01000534,1.254,E01000534,5.061196276876662
526,E01000535,1.576,E01000535,5.069728490332483
527,E01000536,0.957,E01000536,5.207122812116587
528,E01000538,0.736,E01000538,5.207038876060006
529,E01000539,0.908,E01000539,5.252420780432486
530,E01000540,0.808,E01000540,5.1718061206175046
531,E01000541,0.985,E01000541,5.281879585129874
532,E01000543,1.381,E01000543,5.296244814991951
533,E01000544,1.317,E01000544,5.047251179362789
534,E01000545,1.465,E01000545,4.6043618258975805
535,E01000546,1.103,E01000546,4.793986415863037
536,E01000547,1.18,E01000547,4.676809079945087
537,E01000548,1.804,E01000548,4.703469130030849
538,E01000549,1.083,E01000549,4.747750892434069
539,E01000550,1.777,E01000550,5.005537662957166
540,E01000551,1.256,E01000551,5.173712611198425
541,E01000552,1.375,E01000552,5.169391616185506
542,E01000553,1.283,E01000553,5.045970125445004
543,E01000554,1.169,E01000554,5.073818477965493
544,E01000555,1.057,E01000555,5.055854765077432
545,E01000556,1.599,E01000556,4.8660247338854745
546,E01000557,1.183,E01000557,4.905186951160431
547,E01000558,1.359,E01000558,4.921518705986641
548,E01000559,1.24,E01000559,4.779615340098529
549,E01000560,1.22,E01000560,4.9149281431417
550,E01000561,1.374,E01000561,5.030551743507385
551,E01000562,1.063,E01000562,5.4507706035030346
552,E01000563,0.966,E01000563,5.27326747634648
553,E01000564,1.017,E01000564,5.1560441480846855
554,E01000565,0.936,E01000565,5.216582318893949
555,E01000566,0.865,E01000566,5.1963386607581175
556,E01000567,0.975,E01000567,5.375026958030567
557,E01000568,0.482,E01000568,5.296924819283307
558,E01000569,0.746,E01000569,5.1137061910195785
559,E01000570,1.184,E01000570,5.243952617758796
560,E01000571,1.505,E01000571,5.138620702212289
561,E01000572,0.762,E01000572,4.939930369155576
562,E01000573,0.967,E01000573,5.008564582631632
563,E01000574,0.761,E01000574,5.158210445774926
564,E01000575,1.209,E01000575,5.206695901114365
565,E01000576,1.272,E01000576,5.031796410304158
566,E01000577,0.847,E01000577,5.364140967659603
567,E01000578,1.336,E01000578,5.183546165527381
568,E01000579,1.764,E01000579,4.911388940137366
569,E01000580,1.413,E01000580,4.979274584157435
570,E01000581,1.273,E01000581,4.888930177688598
571,E01000582,1.331,E01000582,5.0259000929919155
572,E01000583,1.364,E01000583,4.895376639756543
573,E01000584,1.181,E01000584,4.851753635484664
574,E01000585,1.266,E01000585,4.734227587779363
