,LSOA code (2011),Outdoors Sub-domain Score,lsoa,Unnamed: 0
0,E01000001,1.503,E01000001,5.272340673492068
1,E01000002,1.196,E01000002,5.13834817137037
2,E01000003,2.207,E01000003,5.106616650308881
3,E01000005,1.769,E01000005,5.068620206759526
4,E01000006,0.969,E01000006,5.585057634573716
5,E01000007,1.324,E01000007,5.017567140518586
6,E01000008,1.84,E01000008,5.005846344598449
7,E01000009,1.37,E01000009,5.379599380688589
8,E01000010,1.271,E01000010,5.222847361209964
9,E01000011,1.195,E01000011,5.617337965965271
10,E01000012,1.331,E01000012,5.145035835412832
11,E01000013,0.931,E01000013,5.215524351596832
12,E01000014,1.004,E01000014,5.339615184527177
13,E01000015,0.715,E01000015,5.462692828935998
14,E01000016,0.799,E01000016,5.104446474521879
15,E01000017,0.773,E01000017,5.280175716423791
16,E01000018,0.797,E01000018,5.357530961621483
17,E01000019,0.973,E01000019,5.19670581540396
18,E01000020,0.899,E01000020,5.2334207969327124
19,E01000021,1.042,E01000021,5.116995585270417
20,E01000022,0.84,E01000022,5.109539549827575
21,E01000023,0.809,E01000023,5.288479441290448
22,E01000024,0.836,E01000024,5.047866516787073
23,E01000025,0.894,E01000025,5.02999501272079
24,E01000027,0.597,E01000027,5.460958726944462
25,E01000028,0.551,E01000028,5.127186750110827
26,E01000029,0.684,E01000029,5.223829125069283
27,E01000030,0.624,E01000030,5.291382665481042
28,E01000031,1.0,E01000031,5.333950252576907
29,E01000032,0.763,E01000032,5.245291077572366
30,E01000033,0.661,E01000033,5.17202603560622
31,E01000034,0.553,E01000034,5.423918669543615
32,E01000035,0.68,E01000035,4.982136005010361
33,E01000036,0.626,E01000036,5.370156406417606
34,E01000037,0.62,E01000037,5.23180271503402
35,E01000038,1.051,E01000038,5.266510674312933
36,E01000039,0.547,E01000039,5.48854868772418
37,E01000040,1.27,E01000040,5.089031657189813
38,E01000041,0.897,E01000041,5.31554460962978
39,E01000042,1.039,E01000042,5.299019753932953
40,E01000043,1.548,E01000043,5.204538496234749
41,E01000044,1.326,E01000044,5.268581126417432
42,E01000045,1.577,E01000045,5.111026562361354
43,E01000046,0.81,E01000046,5.290041216529242
44,E01000048,1.107,E01000048,4.9970799423754215
45,E01000049,1.633,E01000049,5.133756933388887
46,E01000050,1.44,E01000050,5.180310543094363
47,E01000051,1.283,E01000051,4.949368037283421
48,E01000052,1.677,E01000052,5.322661707136366
49,E01000053,1.114,E01000053,5.171732201399626
50,E01000054,0.899,E01000054,5.035381596507007
51,E01000055,1.069,E01000055,5.206796319797785
52,E01000056,0.912,E01000056,5.147660297732199
53,E01000057,1.281,E01000057,5.1898762572486445
54,E01000058,0.919,E01000058,5.251907530952902
55,E01000059,0.741,E01000059,5.232894768130104
56,E01000060,1.316,E01000060,5.245495043354905
57,E01000061,0.651,E01000061,5.221247003402239
58,E01000062,0.776,E01000062,5.281664448125022
59,E01000063,1.056,E01000063,5.247411770621936
60,E01000064,0.845,E01000064,5.1845242847879245
61,E01000065,1.061,E01000065,5.316219875167088
62,E01000066,0.682,E01000066,5.434336410740674
63,E01000067,1.136,E01000067,5.502186077685396
64,E01000068,1.248,E01000068,5.627449357632509
65,E01000069,0.974,E01000069,5.496583109948693
66,E01000070,1.271,E01000070,5.531194820048961
67,E01000071,0.886,E01000071,5.409415301595415
68,E01000072,1.235,E01000072,5.0675865637710675
69,E01000073,0.71,E01000073,5.163128800079471
70,E01000074,0.837,E01000074,5.0400742867897295
71,E01000075,1.375,E01000075,5.478948218729889
72,E01000076,0.892,E01000076,5.046856937772136
73,E01000077,1.091,E01000077,5.031159887468911
74,E01000078,1.073,E01000078,5.303703795016651
75,E01000079,0.94,E01000079,5.325636382355834
76,E01000080,0.984,E01000080,5.149759885552641
77,E01000081,1.009,E01000081,5.100851524877184
78,E01000082,1.037,E01000082,5.346503631635145
79,E01000083,1.118,E01000083,5.28960165747425
80,E01000084,1.086,E01000084,5.354071621346263
81,E01000085,1.156,E01000085,5.223007829372699
82,E01000086,0.78,E01000086,5.197470579986219
83,E01000087,0.968,E01000087,5.081474541069626
84,E01000088,1.268,E01000088,5.117734960317612
85,E01000089,1.104,E01000089,5.080513458985549
86,E01000090,1.071,E01000090,4.877117367891165
87,E01000091,1.17,E01000091,5.215388816553396
88,E01000092,0.862,E01000092,5.00652183008089
89,E01000093,1.582,E01000093,5.194924499359599
90,E01000094,0.648,E01000094,5.2275157656755535
91,E01000095,0.888,E01000095,4.973068282794565
92,E01000096,1.553,E01000096,4.937209721155993
93,E01000097,1.08,E01000097,5.1371475177652695
94,E01000098,1.104,E01000098,5.1336656048793925
95,E01000099,0.705,E01000099,5.154373134126757
96,E01000100,1.09,E01000100,5.305146572089964
97,E01000101,1.53,E01000101,5.157882407195586
98,E01000102,1.105,E01000102,5.277938043834358
99,E01000103,0.622,E01000103,5.19944121837616
100,E01000104,0.646,E01000104,5.255985811904624
101,E01000105,1.071,E01000105,5.24230687881445
102,E01000106,0.688,E01000106,5.24384490285601
103,E01000107,0.673,E01000107,5.283754607975083
104,E01000108,0.723,E01000108,5.218342999458313
105,E01000109,1.049,E01000109,4.9328023532787
106,E01000110,0.689,E01000110,5.295161829731328
107,E01000111,0.807,E01000111,5.126897214232264
108,E01000112,0.93,E01000112,5.107685652918786
109,E01000113,1.001,E01000113,5.129048943519592
110,E01000114,0.941,E01000114,4.98985256404473
111,E01000115,0.849,E01000115,5.908101503382024
112,E01000116,0.403,E01000116,5.930659229979922
113,E01000117,0.417,E01000117,5.428534523712541
114,E01000118,0.443,E01000118,5.632827643611005
115,E01000119,0.86,E01000119,5.481877953355963
116,E01000120,0.561,E01000120,5.395612761179606
117,E01000121,0.571,E01000121,5.523203002779107
118,E01000122,0.543,E01000122,5.577995969832522
119,E01000123,0.372,E01000123,5.705787759601024
120,E01000124,0.96,E01000124,5.254464529178761
121,E01000125,1.071,E01000125,5.236145136091444
122,E01000126,0.672,E01000126,5.378996539891251
123,E01000127,0.862,E01000127,5.756136349269322
124,E01000128,1.087,E01000128,5.460566661075542
125,E01000129,1.277,E01000129,5.349687655519995
126,E01000130,0.757,E01000130,5.560472980433819
127,E01000131,1.139,E01000131,5.566040911497893
128,E01000132,1.039,E01000132,5.397343174319401
129,E01000133,1.101,E01000133,5.5524928115663075
130,E01000134,0.71,E01000134,5.548275265231061
131,E01000135,1.363,E01000135,5.776064219817616
132,E01000136,1.033,E01000136,6.097286488215128
133,E01000137,1.096,E01000137,5.455222968445268
134,E01000138,1.157,E01000138,5.437957638544394
135,E01000139,1.181,E01000139,5.618901441606243
136,E01000140,0.865,E01000140,5.529167121456515
137,E01000141,1.703,E01000141,5.295043844590213
138,E01000142,0.904,E01000142,5.474142708118607
139,E01000143,1.1,E01000143,5.330790542592906
140,E01000144,1.31,E01000144,5.446896327866448
141,E01000145,1.143,E01000145,5.670862923376262
142,E01000146,1.18,E01000146,5.67873271034985
143,E01000147,1.154,E01000147,5.532219925182778
144,E01000148,1.195,E01000148,5.144773227603812
145,E01000150,0.861,E01000150,5.3131795343198736
146,E01000151,0.826,E01000151,5.473641044215152
