,LSOA code (2011),Outdoors Sub-domain Score,lsoa,Unnamed: 0
1279,E01001301,1.704,E01001301,5.039701348580654
1280,E01001302,1.268,E01001302,4.730142733243507
1281,E01001303,1.183,E01001303,4.676209818875348
1282,E01001304,1.349,E01001304,4.785420300085334
1283,E01001305,1.154,E01001305,4.808554056036563
1284,E01001306,0.987,E01001306,4.753244289180689
1285,E01001307,0.912,E01001307,5.042503131917242
1286,E01001308,0.812,E01001308,5.035731153389842
1287,E01001309,0.965,E01001309,5.049058306217193
1288,E01001310,1.049,E01001310,4.984687094977407
1289,E01001311,0.67,E01001311,5.187760596439756
1290,E01001312,1.212,E01001312,4.945569473562888
1291,E01001313,1.076,E01001313,5.083554005837655
1292,E01001314,1.012,E01001314,4.910910832881927
1293,E01001315,1.039,E01001315,4.977507994478981
1294,E01001316,1.176,E01001316,4.972337242273184
1295,E01001317,0.815,E01001317,5.0233714665685385
1296,E01001318,1.056,E01001318,4.952289383959126
1297,E01001319,0.951,E01001319,5.1110147825981445
1298,E01001320,0.841,E01001320,5.218283396959305
1299,E01001321,1.203,E01001321,5.020146440236997
1300,E01001322,1.292,E01001322,5.1055388007543785
1301,E01001323,1.718,E01001323,5.004852658280959
1302,E01001324,1.446,E01001324,5.165754288434982
1303,E01001325,0.516,E01001325,4.994529316705816
1304,E01001326,1.379,E01001326,5.126678602617295
1305,E01001327,1.119,E01001327,4.963703492050799
1306,E01001328,1.513,E01001328,5.11740355564253
1307,E01001329,0.976,E01001329,4.944600092377632
1308,E01001330,1.112,E01001330,5.167340126530878
1309,E01001331,1.18,E01001331,5.117116379526864
1310,E01001332,1.05,E01001332,5.054063634545195
1311,E01001333,1.832,E01001333,5.033281295025935
1312,E01001334,1.339,E01001334,5.190104973650424
1313,E01001335,1.641,E01001335,4.8140706568956375
1314,E01001336,1.581,E01001336,4.982465284739354
1315,E01001337,1.298,E01001337,5.051657011271289
1316,E01001338,1.368,E01001338,5.212860556899524
1317,E01001339,1.066,E01001339,5.1374056618972865
1318,E01001340,0.908,E01001340,5.315993730645431
1319,E01001341,0.901,E01001341,5.171814239708481
1320,E01001342,0.972,E01001342,5.025720755259196
1321,E01001343,0.887,E01001343,5.260568580319805
1322,E01001344,0.837,E01001344,5.1881333295036764
1323,E01001345,0.889,E01001345,5.071564337942335
1324,E01001346,1.209,E01001346,4.988603518780879
1325,E01001347,1.491,E01001347,5.177492473055334
1326,E01001348,1.559,E01001348,5.163635606502558
1327,E01001349,1.724,E01001349,5.196850025208197
1328,E01001350,1.17,E01001350,4.7327132896943525
1329,E01001351,1.694,E01001351,4.857428106394681
1330,E01001352,1.523,E01001352,4.657266258147725
1331,E01001353,1.277,E01001353,4.694674965662834
1332,E01001354,1.541,E01001354,4.706035522491701
1333,E01001355,1.447,E01001355,4.7176623227166345
1334,E01001356,1.161,E01001356,5.043574500439772
1335,E01001357,1.179,E01001357,4.901231653896379
1336,E01001358,1.02,E01001358,5.342618240881219
1337,E01001359,1.384,E01001359,4.986768569265093
1338,E01001360,1.849,E01001360,5.174161869904091
1339,E01001361,1.865,E01001361,5.112204840738479
1340,E01001362,1.396,E01001362,5.002660531190134
1341,E01001363,1.406,E01001363,5.095810008521127
1342,E01001364,1.262,E01001364,4.9936848974776
1343,E01001365,0.89,E01001365,5.186946818232537
1344,E01001366,0.982,E01001366,5.310297603645022
1345,E01001367,1.524,E01001367,5.209285220871233
1346,E01001368,1.185,E01001368,5.475352580004399
1347,E01001369,1.503,E01001369,5.126642006816286
1348,E01001370,1.02,E01001370,5.393670340981147
1349,E01001371,1.002,E01001371,5.000319573838832
1350,E01001372,1.024,E01001372,5.1093692419140835
1351,E01001373,1.215,E01001373,5.151291403505537
1352,E01001374,1.033,E01001374,4.834297113860679
1353,E01001375,1.022,E01001375,4.505017902912238
1354,E01001376,1.079,E01001376,4.712570209056139
1355,E01001377,1.165,E01001377,4.559683237590042
1356,E01001379,1.062,E01001379,4.616764622204231
1357,E01001380,1.18,E01001380,4.804433579246203
1358,E01001381,1.52,E01001381,4.918218347812905
1359,E01001382,1.341,E01001382,4.52320769162682
1360,E01001383,1.085,E01001383,4.623580954188392
1361,E01001384,1.114,E01001384,4.893350701246943
1362,E01001385,1.129,E01001385,4.775470838944117
1363,E01001386,1.347,E01001386,4.6447411408295505
1364,E01001387,1.544,E01001387,4.773509222590281
1365,E01001388,1.913,E01001388,4.998898221800725
1366,E01001389,1.829,E01001389,4.886317354919266
1367,E01001390,0.841,E01001390,4.796027417731496
1368,E01001391,1.198,E01001391,4.749278109649132
1369,E01001392,0.893,E01001392,4.931388477768217
1370,E01001393,0.7,E01001393,4.852553362893586
1371,E01001394,1.254,E01001394,5.0294797741133594
1372,E01001395,0.952,E01001395,5.008079562712153
1373,E01001396,1.057,E01001396,4.993284303314832
1374,E01001397,1.46,E01001397,5.1528021935373545
1375,E01001398,0.672,E01001398,4.78635821411078
1376,E01001399,1.091,E01001399,5.002480091608089
1377,E01001400,0.747,E01001400,4.888201047919389
1378,E01001401,1.049,E01001401,4.968677292929756
1379,E01001402,0.786,E01001402,4.967194315999053
1380,E01001403,0.971,E01001403,4.9254627869679375
1381,E01001404,0.717,E01001404,5.1409762439580495
1382,E01001405,0.575,E01001405,4.648731770112996
1383,E01001406,0.872,E01001406,4.835978052906088
1384,E01001407,0.417,E01001407,5.00959452778794
1385,E01001408,0.596,E01001408,4.92083881622137
1386,E01001409,0.937,E01001409,5.245929240506921
1387,E01001410,0.375,E01001410,5.03840468611036
1388,E01001411,0.494,E01001411,4.925950199539899
1389,E01001412,1.061,E01001412,5.016775501315366
1390,E01001413,0.247,E01001413,4.7890064667079075
1391,E01001414,0.095,E01001414,4.696493599847046
1392,E01001415,0.639,E01001415,4.79088874801044
1393,E01001416,0.468,E01001416,4.960155307961423
1394,E01001417,0.072,E01001417,4.801452842644886
1395,E01001418,0.593,E01001418,4.9204398880402245
1396,E01001419,0.359,E01001419,4.861979629648359
1397,E01001420,0.773,E01001420,4.941524278922159
1398,E01001421,0.605,E01001421,4.906482711613896
1399,E01001422,0.216,E01001422,4.694174796537636
1400,E01001423,0.865,E01001423,4.9463926193698144
1401,E01001424,1.485,E01001424,5.059415712952614
1402,E01001425,1.952,E01001425,4.997026084357226
1403,E01001426,0.786,E01001426,5.096656219712619
1404,E01001427,1.634,E01001427,5.429382394861292
1405,E01001428,0.676,E01001428,4.840372269516749
1406,E01001429,1.219,E01001429,5.156151066036345
1407,E01001430,1.839,E01001430,5.017667261154755
1408,E01001431,1.429,E01001431,5.139084862727745
1409,E01001432,1.945,E01001432,5.17592543182951
1410,E01001433,0.94,E01001433,5.224980705885717
1411,E01001434,0.68,E01001434,5.456279631923227
1412,E01001435,0.794,E01001435,5.316700669908032
1413,E01001436,0.513,E01001436,5.097157317887312
1414,E01001437,0.532,E01001437,5.4785184279526815
1415,E01001438,0.901,E01001438,5.20077056735754
1416,E01001439,1.1,E01001439,5.102737097450383
1417,E01001440,1.262,E01001440,5.114414825439453
1418,E01001441,0.745,E01001441,5.275762935624505
1419,E01001442,0.901,E01001442,5.168759724923542
1420,E01001444,0.939,E01001444,5.315115295418906
1421,E01001445,0.635,E01001445,5.0961699556596205
1422,E01001446,0.836,E01001446,5.105498609616775
1423,E01001447,0.651,E01001447,5.125270765156291
1424,E01001448,0.6,E01001448,5.071877886469547
1425,E01001449,0.63,E01001449,5.281705543127927
1426,E01001450,0.722,E01001450,4.8996610540151595
1427,E01001451,0.942,E01001451,4.752821828736815
1428,E01001452,0.602,E01001452,4.826000502592401
1429,E01001453,0.486,E01001453,4.7630699274275035
1430,E01001454,0.57,E01001454,4.892769833405812
1431,E01001455,0.455,E01001455,4.963306110916716
1432,E01001456,0.762,E01001456,4.745001966953278
1433,E01001457,0.529,E01001457,4.838547572493553
1434,E01001458,1.693,E01001458,5.196108320864235
1435,E01001459,0.906,E01001459,4.9137794602085165
1436,E01001460,0.95,E01001460,4.943439358952402
1437,E01001461,1.037,E01001461,4.891469514204396
1438,E01001462,0.647,E01001462,4.96311105652289
1439,E01001463,0.847,E01001463,4.9076493214338255
1440,E01001464,0.86,E01001464,4.778232679299429
1441,E01001465,1.213,E01001465,5.20376240416785
1442,E01001466,1.212,E01001466,4.867525501797597
1443,E01001467,1.142,E01001467,4.853038146898344
1444,E01001468,0.0,E01001468,5.130258928599028
1445,E01001469,0.301,E01001469,4.942294821382206
1446,E01001470,0.183,E01001470,4.866942753199658
1447,E01001471,0.392,E01001471,4.784588238126354
1448,E01001472,0.207,E01001472,4.747411856111491
1449,E01001473,0.498,E01001473,4.717247163177167
1450,E01001474,0.432,E01001474,4.760280027494326
1451,E01001475,0.285,E01001475,4.669950165246663
1452,E01001476,0.946,E01001476,5.3367183322415634
1453,E01001477,0.653,E01001477,5.040752282660258
1454,E01001478,0.874,E01001478,4.856565051520897
1455,E01001479,1.131,E01001479,4.995230658524702
1456,E01001480,0.998,E01001480,4.839471011945646
1457,E01001481,1.024,E01001481,5.3575554496430335
1458,E01001482,1.073,E01001482,5.102346938589345
1459,E01001483,0.986,E01001483,5.11660670414567
1460,E01001484,0.954,E01001484,5.256055210575913
1461,E01001485,1.291,E01001485,4.966235633314091
1462,E01001486,0.758,E01001486,5.126689259759311
1463,E01001487,1.17,E01001487,4.997965407782588
1464,E01001488,0.959,E01001488,5.015490623993602
1465,E01001489,0.922,E01001489,5.091887847866331
1466,E01001491,0.908,E01001491,4.899826697792325
1467,E01001492,1.035,E01001492,4.971879297867417
1468,E01001493,1.005,E01001493,4.930868585058984
1469,E01001494,0.838,E01001494,5.130189711534524
1470,E01001495,0.95,E01001495,4.81128282645314
1471,E01001496,0.889,E01001496,5.02741518151015
1472,E01001497,0.865,E01001497,5.284496231632338
1473,E01001498,1.273,E01001498,4.956161677020869
1474,E01001499,1.55,E01001499,5.31804061813872
1475,E01001500,1.624,E01001500,5.066788980059405
1476,E01001501,1.355,E01001501,5.056028279188637
1477,E01001502,1.018,E01001502,5.2275315241049265
1478,E01001503,0.893,E01001503,5.151710679613311
1479,E01001504,0.947,E01001504,5.261833137936062
1480,E01001505,1.039,E01001505,5.126492385136879
1481,E01001506,1.224,E01001506,5.308589146935881
1482,E01001507,1.378,E01001507,5.192902011817761
1483,E01001508,1.191,E01001508,5.037816452980041
1484,E01001509,0.695,E01001509,5.184875716765721
1485,E01001510,1.004,E01001510,5.489368513051201
1486,E01001511,0.999,E01001511,5.155611936404155
1487,E01001512,0.816,E01001512,4.867122367024422
1488,E01001513,1.204,E01001513,5.241588339409304
1489,E01001514,0.534,E01001514,4.908531575401624
1490,E01001515,0.763,E01001515,5.0584443299345265
1491,E01001516,0.991,E01001516,5.2446087471304095
1492,E01001517,0.813,E01001517,5.298383727669716
1493,E01001518,1.179,E01001518,4.936408148313824
1494,E01001519,0.631,E01001519,5.017248158287583
1495,E01001520,0.492,E01001520,4.857114164786931
1496,E01001521,0.695,E01001521,4.745154573158785
1497,E01001522,0.338,E01001522,4.8013714801620795
1498,E01001523,0.391,E01001523,4.883069316330164
1499,E01001524,0.447,E01001524,4.915510649030859
1500,E01001525,0.645,E01001525,4.891418045920295
1501,E01001526,0.399,E01001526,4.829249709099531
1502,E01001527,1.018,E01001527,4.92756158712378
1503,E01001528,1.387,E01001528,5.257628241894951
1504,E01001529,0.913,E01001529,4.9909489187253575
1505,E01001530,1.202,E01001530,5.040540741400772
1506,E01001531,0.527,E01001531,4.796528432340849
1507,E01001532,0.539,E01001532,4.751147481332342
1508,E01001533,0.589,E01001533,4.87622472676602
1509,E01001534,1.06,E01001534,4.961657837606394
1510,E01001535,1.351,E01001535,5.046069347780515
1511,E01001536,0.646,E01001536,4.792717444419861
1512,E01001537,0.376,E01001537,4.963416329822185
1513,E01001538,0.673,E01001538,5.0198539108037945
1514,E01001539,0.546,E01001539,4.998334326796769
1515,E01001540,0.579,E01001540,4.954685577427048
1516,E01001541,0.574,E01001541,4.860392655812058
1517,E01001542,0.517,E01001542,5.075391749407621
1518,E01001543,0.479,E01001543,5.01263060492854
1519,E01001544,0.57,E01001544,4.916877262582083
1520,E01001545,0.722,E01001545,5.174758613109589
1521,E01001546,0.545,E01001546,5.247837514877319
1522,E01001547,0.971,E01001547,5.058159282892057
1523,E01001548,0.592,E01001548,5.271029945782253
1524,E01001549,0.703,E01001549,5.134125819269395
1525,E01001550,0.733,E01001550,5.1864529366188865
1526,E01001551,1.444,E01001551,5.231729968662919
1527,E01001552,0.813,E01001552,5.321369346394482
1528,E01001553,0.904,E01001553,5.078972655445782
1529,E01001554,1.479,E01001554,5.034591678070695
1530,E01001555,1.367,E01001555,5.030124822631478
1531,E01001556,1.293,E01001556,5.0660802261941384
1532,E01001557,0.834,E01001557,5.182060112718676
1533,E01001558,2.025,E01001558,5.143945117642109
1534,E01001559,1.398,E01001559,5.406977735375459
1535,E01001560,1.667,E01001560,5.151802760262729
1536,E01001562,1.203,E01001562,5.040788175165654
1537,E01001563,0.994,E01001563,5.024924764948443
1538,E01001564,0.666,E01001564,4.512043698080655
1539,E01001565,0.744,E01001565,4.801846706441471
1540,E01001566,0.67,E01001566,4.714569579373609
1541,E01001567,0.575,E01001567,4.950941596391066
1542,E01001568,0.474,E01001568,4.786454301476478
1543,E01001569,0.691,E01001569,4.894853305473602
1544,E01001570,0.798,E01001570,4.88948913787802
1545,E01001571,0.619,E01001571,4.995027248947709
1546,E01001572,0.525,E01001572,4.948224739386485
1547,E01001573,0.787,E01001573,4.975633641947871
1548,E01001574,0.978,E01001574,4.802127463662106
1549,E01001575,0.706,E01001575,5.261204399987665
1550,E01001576,0.652,E01001576,5.097079762310352
1551,E01001577,0.738,E01001577,5.118808810909589
1552,E01001578,0.592,E01001578,5.228162060132841
1553,E01001579,0.715,E01001579,5.183122752765038
1554,E01001580,1.454,E01001580,4.828452567504757
1555,E01001581,1.414,E01001581,4.983470128819267
1556,E01001582,1.418,E01001582,4.9533005808500965
1557,E01001583,1.27,E01001583,4.963177961729914
1558,E01001584,0.771,E01001584,4.640556856205589
1559,E01001585,0.857,E01001585,4.771645499735462
1560,E01001586,1.199,E01001586,4.763738936547077
1561,E01001587,0.686,E01001587,4.785231257652069
1562,E01001588,0.803,E01001588,4.97696932242152
1563,E01001589,1.037,E01001589,4.964886314258343
1564,E01001590,0.826,E01001590,4.763948470632607
1565,E01001591,0.805,E01001591,4.9153457856018274
1566,E01001592,1.346,E01001592,4.961455062816017
1567,E01001593,1.239,E01001593,4.989255254918879
1568,E01001594,0.911,E01001594,4.985827935420401
1569,E01001595,1.191,E01001595,4.848531486797918
1570,E01001596,0.419,E01001596,4.853792342943015
1571,E01001597,0.812,E01001597,4.886765654022629
1572,E01001598,0.735,E01001598,4.892999691963196
1573,E01001599,0.585,E01001599,4.848163122084083
1574,E01001600,0.67,E01001600,4.955762943367899
1575,E01001601,0.521,E01001601,4.893399500456012
1576,E01001602,0.674,E01001602,4.774256103998654
1577,E01001603,0.463,E01001603,4.8022100405490145
1578,E01001604,1.269,E01001604,4.956211095475881
1579,E01001605,0.637,E01001605,4.986658414908215
1580,E01001606,0.725,E01001606,4.938846598379314
1581,E01001607,0.989,E01001607,4.936658028117772
1582,E01001608,0.599,E01001608,4.794989451696706
1583,E01001609,1.176,E01001609,4.903142334109518
1584,E01001610,0.709,E01001610,4.838110137911676
1585,E01001611,0.862,E01001611,4.972977792656661
1586,E01001613,0.822,E01001613,4.958059395684137
1587,E01001614,1.081,E01001614,4.8489822734233945
1588,E01001615,0.979,E01001615,4.894508150691537
1589,E01001617,0.657,E01001617,4.847388935223054
1590,E01001618,0.595,E01001618,4.901696511161275
1591,E01001619,0.646,E01001619,5.042007138899394
1592,E01001620,0.876,E01001620,5.09638668876548
1593,E01001621,1.366,E01001621,5.089841182990994
1594,E01001623,1.283,E01001623,4.974300265312195
1595,E01001624,1.153,E01001624,4.988620007167691
1596,E01001625,1.204,E01001625,5.186010097054874
1597,E01001629,0.793,E01001629,5.123293208896666
1598,E01001631,1.087,E01001631,5.28551341843431
1599,E01001632,0.598,E01001632,4.821454964032987
1600,E01001633,0.838,E01001633,5.025646161465418
1601,E01001634,0.714,E01001634,5.2157672503415276
1602,E01001635,0.913,E01001635,4.863175094127655
1603,E01001636,0.892,E01001636,4.7458623939090305
1604,E01001637,0.969,E01001637,4.696644814525332
1605,E01001638,1.27,E01001638,5.0499414434799785
1606,E01001640,1.25,E01001640,5.109184015880931
1607,E01001641,1.364,E01001641,4.943489443321932
1608,E01001642,1.923,E01001642,4.885164598278378
1609,E01001644,1.598,E01001644,4.924703398630733
1610,E01001645,0.754,E01001645,4.940617056500992
1611,E01001646,0.815,E01001646,4.974104289928179
1612,E01001647,1.115,E01001647,4.983749215801557
1613,E01001648,0.864,E01001648,4.88442989513278
1614,E01001649,0.736,E01001649,5.008354935279259
1615,E01001650,0.938,E01001650,4.94316318051127
1616,E01001651,1.046,E01001651,4.9912070729515765
1617,E01001652,1.459,E01001652,5.006797821433456
1618,E01001653,0.641,E01001653,4.965698465828068
1619,E01001654,0.76,E01001654,4.936767822724802
1620,E01001655,0.717,E01001655,4.981952609513935
1621,E01001656,0.721,E01001656,4.616809995627842
1622,E01001657,1.155,E01001657,4.725387097973573
1623,E01001658,1.197,E01001658,4.92075099674939
1624,E01001659,1.322,E01001659,5.026653848553156
1625,E01001660,0.809,E01001660,4.919119594483402
1626,E01001661,1.14,E01001661,5.020713746547699
1627,E01001662,1.52,E01001662,5.090329156309215
1628,E01001664,1.382,E01001664,5.041968261388908
1629,E01001665,1.76,E01001665,5.144243663942754
1630,E01001666,1.978,E01001666,5.265227910188528
1631,E01001667,1.956,E01001667,5.457757604167604
1632,E01001668,1.513,E01001668,5.083980274090569
1633,E01001669,0.708,E01001669,4.816894981812458
1634,E01001671,0.516,E01001671,4.885697842408449
1635,E01001672,0.761,E01001672,5.070362607093706
1636,E01001673,1.135,E01001673,5.101454987570092
1637,E01001674,0.743,E01001674,4.918776304357582
1638,E01001675,0.846,E01001675,5.009692711729399
1639,E01001676,0.713,E01001676,4.943531538009643
1640,E01001677,0.69,E01001677,4.933449999395624
1641,E01001678,0.546,E01001678,5.023264575463075
1642,E01001679,0.917,E01001679,4.855298301481431
1643,E01001680,0.625,E01001680,4.6898132163631026
1644,E01001681,0.612,E01001681,4.707597487916549
1645,E01001682,1.01,E01001682,4.866872986825574
1646,E01001683,0.653,E01001683,4.785923667050697
1647,E01001684,0.643,E01001684,5.012854845336314
1648,E01001685,0.589,E01001685,5.014355290034586
1649,E01001686,0.886,E01001686,4.797082208146985
1650,E01001687,1.256,E01001687,5.134642524956578
1651,E01001688,0.59,E01001688,4.908819184303284
1652,E01001690,0.682,E01001690,4.867980928924995
1653,E01001692,0.57,E01001692,5.077730023860932
1654,E01001693,0.677,E01001693,5.152481340115367
1655,E01001694,0.633,E01001694,4.977785731249667
1656,E01001695,0.852,E01001695,5.21666150373571
1657,E01001696,1.428,E01001696,5.158806726762227
1658,E01001697,0.832,E01001697,5.087900310470944
1659,E01001698,0.62,E01001698,4.959535631727665
1660,E01001699,0.951,E01001699,4.9437690147986775
1661,E01001700,0.97,E01001700,5.061886245398212
1662,E01001701,1.15,E01001701,4.885614930856518
1663,E01001702,0.87,E01001702,5.078038172288374
1664,E01001703,0.791,E01001703,5.061299940974442
1665,E01001704,0.951,E01001704,4.8123748384109915
1666,E01001705,0.827,E01001705,4.965127832633405
1667,E01001706,0.888,E01001706,5.089358226576848
1668,E01001708,0.673,E01001708,4.912595531519721
1669,E01001709,0.908,E01001709,5.226865466198196
1670,E01001710,0.775,E01001710,5.057149536154244
1671,E01001711,1.5,E01001711,5.177233932174254
1672,E01001712,1.567,E01001712,4.963967685250268
1673,E01001713,1.222,E01001713,5.224095255987985
1674,E01001714,1.712,E01001714,5.032753732106457
1675,E01001715,1.535,E01001715,4.831978445703333
1676,E01001716,1.845,E01001716,5.3035783767700195
1677,E01001717,1.583,E01001717,5.136148573647083
1678,E01001718,2.037,E01001718,4.954396119889091
1679,E01001719,1.633,E01001719,5.218631112412231
1680,E01001720,1.562,E01001720,4.908875316813372
1681,E01001722,1.55,E01001722,5.075871038180526
1682,E01001723,1.433,E01001723,4.820809168059651
1683,E01001724,1.934,E01001724,4.967518051465352
1684,E01001725,1.484,E01001725,4.846108305303356
1685,E01001726,1.654,E01001726,4.829396111066224
1686,E01001727,1.573,E01001727,4.628533596520896
1687,E01001728,1.514,E01001728,4.933608957926432
1688,E01001729,1.64,E01001729,5.084403116012288
1689,E01001730,1.778,E01001730,5.216339549981058
1690,E01001731,1.991,E01001731,5.076079176672807
1691,E01001732,1.714,E01001732,5.241792422201899
1692,E01001733,1.99,E01001733,4.833036546707153
1693,E01001734,1.714,E01001734,4.963381704330445
1694,E01001735,1.996,E01001735,5.015555793112451
1695,E01001736,1.623,E01001736,4.906090664863586
1696,E01001737,1.416,E01001737,4.703257120572603
1697,E01001738,1.697,E01001738,4.7807341031730175
1698,E01001739,1.729,E01001739,4.9139145478125545
1699,E01001740,1.675,E01001740,5.113641830339824
1700,E01001741,1.657,E01001741,4.71513375214168
1701,E01001742,1.401,E01001742,4.832061403327518
1702,E01001744,1.934,E01001744,5.075515965283928
1703,E01001745,1.625,E01001745,5.082188076311999
1704,E01001746,1.49,E01001746,4.868956536054611
1705,E01001747,1.699,E01001747,5.010627302916154
1706,E01001748,1.946,E01001748,4.970876063225586
1707,E01001749,1.994,E01001749,4.859149544426565
1708,E01001750,1.997,E01001750,5.036942917003966
1709,E01001751,2.093,E01001751,4.9210204188374504
1710,E01001752,1.915,E01001752,5.179593245861894
1711,E01001753,1.82,E01001753,5.234302003567035
1712,E01001754,1.846,E01001754,5.167852651212633
1713,E01001755,1.98,E01001755,5.026366002419415
1714,E01001756,2.09,E01001756,5.049897967535874
1715,E01001757,1.499,E01001757,4.780629563975978
1716,E01001758,1.726,E01001758,5.077313957828106
1717,E01001759,1.726,E01001759,5.05340608563086
1718,E01001760,2.043,E01001760,4.9771837016113665
1719,E01001761,1.83,E01001761,4.89199111247674
1720,E01001762,1.857,E01001762,4.951063851515452
1721,E01001763,1.719,E01001763,4.856667563319206
1722,E01001764,1.685,E01001764,5.08438997456197
1723,E01001765,1.67,E01001765,5.236553304195404
1724,E01001767,1.806,E01001767,5.0138599795679895
1725,E01001768,1.482,E01001768,4.8873138645643825
1726,E01001769,1.801,E01001769,4.820140239897738
1727,E01001770,1.765,E01001770,5.042886532843113
1728,E01001772,1.765,E01001772,5.134201466173366
1729,E01001773,1.841,E01001773,5.255588539023148
1730,E01001774,2.02,E01001774,5.062629656115575
1731,E01001775,1.95,E01001775,4.908960957719822
1732,E01001776,1.912,E01001776,5.155750232873504
1733,E01001777,2.193,E01001777,5.166601421684026
1734,E01001779,2.349,E01001779,5.088835251097586
1735,E01001780,2.594,E01001780,4.935650403195239
1736,E01001781,2.141,E01001781,4.8076586969967545
1737,E01001782,1.658,E01001782,5.12119625603899
1738,E01001783,1.883,E01001783,5.108386181649708
1739,E01001784,1.803,E01001784,5.162252742311229
1740,E01001785,1.603,E01001785,4.862833804410437
1741,E01001786,1.585,E01001786,5.067650646513159
1742,E01001787,1.317,E01001787,5.298469280894799
1743,E01001788,1.426,E01001788,5.333220940647704
1744,E01001789,1.641,E01001789,5.116385902508651
1745,E01001790,1.477,E01001790,5.063136962907655
1746,E01001791,1.477,E01001791,5.110025041723905
1747,E01001792,1.834,E01001792,4.914369903721855
1748,E01001793,1.467,E01001793,4.72645660625991
1749,E01001794,1.758,E01001794,4.803671477557896
1750,E01001795,1.727,E01001795,4.832104449861505
1751,E01001796,1.663,E01001796,4.922532867849543
1752,E01001798,1.84,E01001798,4.945460326787902
1753,E01001799,1.606,E01001799,4.823957990791838
1754,E01001800,1.87,E01001800,5.023771781187791
1755,E01001801,1.667,E01001801,4.867745641802178
1756,E01001802,1.693,E01001802,4.842318995296955
1757,E01001803,1.509,E01001803,4.942651305147397
1758,E01001804,1.51,E01001804,4.812950211763382
1759,E01001805,2.112,E01001805,4.8931722134759985
1760,E01001806,1.642,E01001806,4.956577419434618
1761,E01001807,1.413,E01001807,4.787823697382754
1762,E01001808,1.935,E01001808,4.987568502072935
1763,E01001809,1.788,E01001809,4.803129858237046
1764,E01001811,1.672,E01001811,5.136092997064777
1765,E01001812,1.574,E01001812,4.826472174614034
1766,E01001813,1.909,E01001813,4.906472595370546
1767,E01001814,1.979,E01001814,5.070216144340626
1768,E01001815,1.621,E01001815,5.045780231555303
1769,E01001816,1.654,E01001816,5.010919048151838
1770,E01001819,1.771,E01001819,4.8918116231566495
1771,E01001820,1.832,E01001820,5.036961840159857
1772,E01001821,1.987,E01001821,5.074917657333508
1773,E01001822,1.672,E01001822,4.958106524507764
1774,E01001823,1.268,E01001823,4.9244255692728105
1775,E01001824,1.568,E01001824,4.715431468202434
1776,E01001825,1.251,E01001825,4.97462082199934
1777,E01001826,1.573,E01001826,5.007534625950981
1778,E01001827,1.39,E01001827,4.992895318816106
1779,E01001828,1.342,E01001828,5.1825250459880365
1780,E01001829,1.665,E01001829,4.652341422281768
1781,E01001830,1.697,E01001830,4.9507836737763995
1782,E01001831,1.91,E01001831,4.911387436286263
1783,E01001832,1.845,E01001832,4.960681345727709
1784,E01001833,1.639,E01001833,4.953305223936676
1785,E01001834,1.749,E01001834,4.982592427730561
1786,E01001835,1.751,E01001835,4.764544589178903
1787,E01001836,1.634,E01001836,4.990607057195721
1788,E01001837,1.82,E01001837,4.893147495713564
1789,E01001838,1.71,E01001838,5.073969097547634
1790,E01001839,1.604,E01001839,5.005653152305089
1791,E01001840,1.626,E01001840,5.0485774573825655
1792,E01001841,1.659,E01001841,4.878773387597532
1793,E01001842,1.696,E01001842,4.8089691049013386
1794,E01001843,1.753,E01001843,5.112317625578347
1795,E01001844,1.655,E01001844,4.793770117579766
1796,E01001845,1.923,E01001845,4.851445643739267
1797,E01001846,1.907,E01001846,5.304023730086021
1798,E01001847,1.66,E01001847,5.159959968498775
1799,E01001848,2.046,E01001848,5.0862220155501126
1800,E01001849,1.905,E01001849,5.244203353774618
1801,E01001850,1.724,E01001850,5.06845494524225
1802,E01001851,1.867,E01001851,4.846725878261385
1803,E01001852,1.741,E01001852,4.742843144648784
1804,E01001853,2.061,E01001853,4.6062845533544365
1805,E01001854,2.027,E01001854,4.679360170023782
1806,E01001855,1.559,E01001855,4.814623637331857
1807,E01001856,1.856,E01001856,4.650546853222064
1808,E01001857,2.329,E01001857,5.004274476658214
1809,E01001858,1.821,E01001858,4.969611171794974
1810,E01001859,1.004,E01001859,4.680514025337556
1811,E01001860,1.799,E01001860,4.915913141101872
1812,E01001861,1.528,E01001861,4.783369427218156
1813,E01001862,1.631,E01001862,4.803290871349541
1814,E01001863,1.796,E01001863,4.761984916294322
1815,E01001864,1.599,E01001864,4.853068131047326
1816,E01001865,1.31,E01001865,4.7692246932899005
1817,E01001866,2.094,E01001866,4.89060088665816
1818,E01001867,1.726,E01001867,4.945788692025578
1819,E01001868,2.148,E01001868,4.789603814100608
1820,E01001869,1.981,E01001869,4.628624859528664
1821,E01001870,1.63,E01001870,4.891222953796387
1822,E01001871,1.942,E01001871,4.77194333417075
1823,E01001872,1.903,E01001872,4.663535507757272
1824,E01001873,1.643,E01001873,4.8420048151697435
1825,E01001874,1.368,E01001874,5.1556143420083185
1826,E01001875,1.506,E01001875,4.854161696214425
1827,E01001876,0.821,E01001876,5.100344314403141
1828,E01001877,1.598,E01001877,5.406534647941589
1829,E01001878,1.263,E01001878,4.864698072056194
1830,E01001879,1.504,E01001879,5.044928789138794
1831,E01001880,1.809,E01001880,4.831685760191509
1832,E01001881,1.915,E01001881,4.790265751921612
1833,E01001882,1.659,E01001882,4.851310063732995
