,LSOA code (2011),Crime Score,lsoa,Unnamed: 0
1002,E01001021,0.496,E01001021,5.981340865798408
1003,E01001022,0.057,E01001022,5.918777573731989
1004,E01001023,0.227,E01001023,5.819946599285505
1005,E01001024,0.053,E01001024,6.142863353986419
1006,E01001025,-0.446,E01001025,6.096029366477061
1007,E01001026,-0.488,E01001026,5.805136605184906
1008,E01001027,-0.252,E01001027,5.873261659660122
1009,E01001028,-0.575,E01001028,6.017901279599533
1010,E01001029,0.149,E01001029,6.0029585967911245
1011,E01001030,0.017,E01001030,6.085403350591659
1012,E01001031,0.58,E01001031,6.073858273601949
1013,E01001032,-0.895,E01001032,6.1502551883974705
1014,E01001033,0.239,E01001033,6.0097813989732645
1015,E01001034,-0.342,E01001034,6.02352681736018
1016,E01001035,-0.144,E01001035,6.137080943945683
1017,E01001036,0.297,E01001036,6.224013522393981
1018,E01001037,0.023,E01001037,5.834078159130795
1019,E01001038,-0.18,E01001038,6.118298694843382
1020,E01001039,0.293,E01001039,6.127169344694384
1021,E01001040,-0.506,E01001040,5.887038268498927
1022,E01001041,0.364,E01001041,5.963712154494392
1023,E01001042,1.99,E01001042,5.728035244266544
1024,E01001043,1.38,E01001043,5.671492986215485
1025,E01001044,0.3,E01001044,5.990434336947255
1026,E01001045,0.306,E01001045,5.907569742919318
1027,E01001046,-0.272,E01001046,6.233253867595227
1028,E01001047,0.825,E01001047,6.062187536122048
1029,E01001048,1.305,E01001048,5.789643300519445
1030,E01001049,0.881,E01001049,6.266506069395915
1031,E01001050,0.36,E01001050,6.004479172278423
1032,E01001051,0.732,E01001051,5.5458795388539635
1033,E01001052,0.614,E01001052,5.459912663505923
1034,E01001053,0.446,E01001053,5.785265870441664
1035,E01001054,0.204,E01001054,5.686223571417762
1036,E01001055,0.548,E01001055,5.882092331477574
1037,E01001056,0.255,E01001056,5.7078393229731805
1038,E01001057,0.075,E01001057,5.911097409548582
1039,E01001058,0.118,E01001058,5.998879964535053
1040,E01001059,-0.582,E01001059,6.077779405719632
1041,E01001060,0.878,E01001060,5.74565497154498
1042,E01001061,0.624,E01001061,5.9838320505783855
1043,E01001062,-0.172,E01001062,6.088099467791501
1044,E01001063,-0.303,E01001063,6.06532333208167
1045,E01001064,0.934,E01001064,5.8764940713622495
1046,E01001065,0.592,E01001065,6.056135217459421
1047,E01001066,0.087,E01001066,5.954650216811412
1048,E01001067,-0.77,E01001067,6.048258174725665
1049,E01001068,-0.299,E01001068,5.806729909608949
1050,E01001069,-0.964,E01001069,5.939119101598345
1051,E01001070,-0.569,E01001070,5.940817741762128
1052,E01001071,-0.243,E01001071,6.008332386445463
1053,E01001072,-0.296,E01001072,5.8363129127421765
1054,E01001073,-0.52,E01001073,6.070133830986771
1055,E01001074,-0.389,E01001074,5.931688653958308
1056,E01001075,-0.561,E01001075,5.881337650319471
1057,E01001076,0.411,E01001076,6.088285094758739
1058,E01001077,0.277,E01001077,6.095346390784203
1059,E01001078,0.646,E01001078,5.955905282634428
1060,E01001079,-0.34,E01001079,5.878998209821417
1061,E01001080,0.606,E01001080,5.8913562700152395
1062,E01001081,0.062,E01001081,6.099272551034626
1063,E01001082,0.614,E01001082,5.929781656773364
1064,E01001084,0.442,E01001084,6.1037174854705585
1065,E01001085,0.487,E01001085,6.036172337180016
1066,E01001086,0.91,E01001086,6.257853645214931
1067,E01001087,0.782,E01001087,6.130811974128581
1068,E01001088,-0.309,E01001088,6.23782536813191
1069,E01001089,0.644,E01001089,6.249938471676552
1070,E01001090,0.375,E01001090,6.192974282913849
1071,E01001091,0.767,E01001091,6.276498204701907
1072,E01001092,0.432,E01001092,6.019475810489958
1073,E01001093,-0.241,E01001093,6.010127987327246
1074,E01001094,-0.15,E01001094,6.170391008377075
1075,E01001095,0.058,E01001095,5.8399773430824276
1076,E01001096,-0.584,E01001096,6.110505780658206
1077,E01001097,0.607,E01001097,5.856636128074387
1078,E01001098,0.017,E01001098,5.997305457195357
1079,E01001099,-0.274,E01001099,5.914719814477965
1080,E01001100,-0.49,E01001100,6.19570681232734
1081,E01001101,-0.865,E01001101,6.183714619389287
1082,E01001102,-0.209,E01001102,6.160034430737527
1083,E01001103,-0.751,E01001103,5.913366504149003
1084,E01001104,-0.334,E01001104,6.209724624021396
1085,E01001105,-0.048,E01001105,5.669324338436127
1086,E01001107,-0.847,E01001107,5.991460152180591
1087,E01001108,-0.503,E01001108,6.163778380836759
1088,E01001109,0.467,E01001109,5.705802805760768
1089,E01001110,1.104,E01001110,5.914512745431952
1090,E01001111,0.93,E01001111,5.902903417454047
1091,E01001112,0.24,E01001112,5.925664209607822
1092,E01001113,0.733,E01001113,5.855848478071345
1093,E01001114,0.953,E01001114,5.794390278414261
1094,E01001115,1.615,E01001115,5.822622090409705
1095,E01001116,0.841,E01001116,5.943585750159867
1096,E01001117,0.641,E01001117,6.039129639969391
1097,E01001118,1.095,E01001118,5.739460282666343
1098,E01001119,-0.894,E01001119,5.826150429554475
1099,E01001120,-0.151,E01001120,5.969931114499814
1100,E01001121,-0.352,E01001121,5.949434248777274
1101,E01001122,-0.716,E01001122,6.032563102967812
1102,E01001123,-0.07,E01001123,6.2209233699960915
1103,E01001124,-0.651,E01001124,6.015063318855319
1104,E01001125,-0.128,E01001125,6.047074228124234
1105,E01001126,-0.612,E01001126,5.892100763038771
1106,E01001127,0.121,E01001127,5.921334560139704
1107,E01001128,0.558,E01001128,5.6617416438893375
1108,E01001129,-0.529,E01001129,5.95693356937237
1109,E01001130,0.325,E01001130,5.44411083865673
1110,E01001131,-0.874,E01001131,5.56372761480587
1111,E01001132,-0.091,E01001132,6.038183640996251
1112,E01001133,-0.468,E01001133,5.956842123860061
1113,E01001134,-0.511,E01001134,5.948104591991591
1114,E01001135,-0.091,E01001135,6.064872873293889
1115,E01001136,0.885,E01001136,6.011240138488562
1116,E01001137,0.976,E01001137,6.031814275350112
1117,E01001138,0.612,E01001138,6.106589103200633
1118,E01001139,0.428,E01001139,6.225012087284174
1119,E01001140,0.352,E01001140,6.10446807415816
1120,E01001141,0.327,E01001141,6.032902520730955
1121,E01001142,1.033,E01001142,6.221035898730742
1122,E01001143,0.354,E01001143,5.9264809284767095
1123,E01001144,0.403,E01001144,6.423600631290012
1124,E01001145,0.819,E01001145,5.789031809690047
1125,E01001146,0.169,E01001146,6.061491466703869
1126,E01001147,0.551,E01001147,5.967876203476437
1127,E01001148,0.191,E01001148,6.099564833518786
1128,E01001149,0.121,E01001149,6.031772386569243
1129,E01001150,0.746,E01001150,5.948841430702988
1130,E01001151,0.938,E01001151,6.022766887632191
1131,E01001152,0.949,E01001152,5.892486421585083
1132,E01001153,0.551,E01001153,6.182539798681018
1133,E01001154,0.869,E01001154,5.8756793720134795
1134,E01001155,0.847,E01001155,5.732218790054321
1135,E01001156,-0.034,E01001156,6.038045817613602
1136,E01001157,0.78,E01001157,6.083258291770672
1137,E01001158,0.014,E01001158,6.004370854905814
1138,E01001159,0.186,E01001159,6.112696820590163
1139,E01001160,0.075,E01001160,5.88099836316602
1140,E01001161,0.506,E01001161,6.051960660671366
1141,E01001162,0.629,E01001162,6.023800645844411
1142,E01001163,0.43,E01001163,6.029904023402155
1143,E01001164,0.415,E01001164,5.9678845859155425
1144,E01001165,0.783,E01001165,5.899276720078964
1145,E01001166,0.209,E01001166,5.778727304052423
1146,E01001167,0.43,E01001167,5.939290039515416
1147,E01001168,0.546,E01001168,5.914338046272329
1148,E01001169,0.056,E01001169,6.062768901928817
1149,E01001170,0.574,E01001170,6.002029335021972
1150,E01001171,-0.245,E01001171,6.070927468075115
1151,E01001172,0.517,E01001172,5.73896004393575
1152,E01001173,0.005,E01001173,6.073004296630811
1153,E01001174,0.819,E01001174,6.160164422327929
1154,E01001175,0.898,E01001175,5.93621041914996
1155,E01001176,0.86,E01001176,5.930522470666258
1156,E01001177,0.555,E01001177,5.820334768019659
1157,E01001178,0.503,E01001178,5.899575477338019
1158,E01001179,0.517,E01001179,5.955460401014848
1159,E01001180,0.788,E01001180,5.752750950073128
1160,E01001181,1.0,E01001181,5.8787258420671735
1161,E01001182,0.705,E01001182,6.064247301959116
1162,E01001183,0.599,E01001183,5.934180458889732
1163,E01001184,0.531,E01001184,6.245022741953532
1164,E01001185,0.156,E01001185,6.073036815325419
1165,E01001186,0.213,E01001186,5.9226740667453175
1166,E01001187,-0.008,E01001187,6.068225857261178
1167,E01001188,0.853,E01001188,5.815258847504127
1168,E01001189,0.357,E01001189,6.223942390510014
1169,E01001190,0.239,E01001190,5.926720423447458
1170,E01001191,0.792,E01001191,5.922561684721394
1171,E01001192,0.778,E01001192,5.887554021008246
1172,E01001193,0.068,E01001193,5.949697597821554
1173,E01001194,0.763,E01001194,6.134148409055627
1174,E01001195,0.284,E01001195,6.078492064476013
1175,E01001196,0.373,E01001196,5.86320830502125
1176,E01001197,0.36,E01001197,6.1440235012305715
1177,E01001198,0.322,E01001198,6.418336719936795
1178,E01001199,-0.122,E01001199,6.258974533269901
1179,E01001200,0.332,E01001200,6.138228005721789
1180,E01001201,0.237,E01001201,6.4085581760213834
1181,E01001202,1.16,E01001202,6.019024365288871
1182,E01001203,0.23,E01001203,5.901639356499627
1183,E01001204,-0.435,E01001204,6.294297927001427
1184,E01001205,0.487,E01001205,5.880715092343669
1185,E01001206,-0.287,E01001206,5.765899483646665
1186,E01001207,0.25,E01001207,6.318572946216749
1187,E01001208,0.463,E01001208,6.178109321677894
1188,E01001209,-0.166,E01001209,6.300171395011295
1189,E01001210,-0.066,E01001210,5.92167617512398
1190,E01001211,0.097,E01001211,6.139761411113503
1191,E01001212,-0.533,E01001212,6.042320969899495
1192,E01001213,0.519,E01001213,6.098196732997894
1193,E01001214,-0.249,E01001214,5.996728305575214
1194,E01001215,0.998,E01001215,5.959614359099289
1195,E01001216,0.388,E01001216,5.935727263319081
1196,E01001217,0.231,E01001217,5.85700261592865
1197,E01001218,0.253,E01001218,5.8762575162423625
1198,E01001219,-0.222,E01001219,5.817933506793804
1199,E01001220,0.912,E01001220,5.72728628191081
1200,E01001221,1.067,E01001221,6.045367969107304
1201,E01001222,0.19,E01001222,5.93727020919323
1202,E01001223,-0.453,E01001223,6.186442195479549
1203,E01001224,-0.453,E01001224,6.329746971587221
1204,E01001225,1.241,E01001225,6.07617648153594
1205,E01001226,-0.61,E01001226,6.170958837595853
1206,E01001227,-0.428,E01001227,6.242558009864748
1207,E01001228,-0.632,E01001228,6.231602219895944
1208,E01001229,0.483,E01001229,5.9109601486160095
1209,E01001230,-0.033,E01001230,6.126567503789088
1210,E01001231,0.424,E01001231,6.185493113214125
1211,E01001232,0.363,E01001232,6.022056528340991
1212,E01001233,0.935,E01001233,6.038722413201486
1213,E01001234,1.029,E01001234,6.254231192473042
1214,E01001235,0.638,E01001235,6.178266650591141
1215,E01001236,-0.087,E01001236,6.248225259226422
1216,E01001237,0.893,E01001237,6.268167609864093
1217,E01001238,-0.211,E01001238,5.674218771504421
1218,E01001239,-0.021,E01001239,5.638170889758189
1219,E01001240,0.177,E01001240,5.971443404356639
1220,E01001241,1.275,E01001241,5.948421114313919
1221,E01001242,0.548,E01001242,6.217553311807138
1222,E01001243,0.584,E01001243,5.988567463895108
1223,E01001244,-0.012,E01001244,6.014586145438037
1224,E01001245,0.209,E01001245,6.18758019890104
1225,E01001246,0.404,E01001246,5.547589501963471
1226,E01001247,0.348,E01001247,5.582402431302601
1227,E01001248,0.07,E01001248,5.8659196843157755
1228,E01001249,1.05,E01001249,5.735128226734343
1229,E01001250,0.625,E01001250,5.856351654484587
1230,E01001251,0.16,E01001251,6.094808983802795
1231,E01001252,0.113,E01001252,6.053081701587698
1232,E01001253,-0.514,E01001253,6.012456440103465
1233,E01001254,-0.279,E01001254,5.998072219895316
1234,E01001255,0.284,E01001255,6.485057406700575
1235,E01001257,0.46,E01001257,5.899126429203128
1236,E01001258,-0.221,E01001258,6.016962657436248
1237,E01001259,0.716,E01001259,5.956428103251
1238,E01001260,1.097,E01001260,5.943099408460086
1239,E01001261,0.42,E01001261,5.8098925079886365
1240,E01001262,0.58,E01001262,5.972302662208676
1241,E01001263,0.392,E01001263,5.8279993937473105
1242,E01001264,0.188,E01001264,5.9561494418552945
1243,E01001265,-0.602,E01001265,5.8164642480042605
1244,E01001266,0.084,E01001266,5.755744566949103
1245,E01001267,0.342,E01001267,5.759402464130032
1246,E01001268,-0.032,E01001268,6.037581776317797
1247,E01001269,0.096,E01001269,5.9419960954914925
1248,E01001270,0.431,E01001270,5.952993312146929
1249,E01001271,-0.029,E01001271,5.964033581993797
1250,E01001272,0.134,E01001272,5.72622732271122
1251,E01001273,0.07,E01001273,6.136324092423245
1252,E01001274,-0.668,E01001274,6.251864922380893
1253,E01001275,0.549,E01001275,6.202516979809049
1254,E01001276,-0.149,E01001276,5.678653717041016
1255,E01001277,-0.082,E01001277,5.720386361158811
1256,E01001278,0.497,E01001278,5.816878491610139
1257,E01001279,-0.431,E01001279,6.291475858007159
1258,E01001280,-0.336,E01001280,5.990730370466526
1259,E01001281,-0.548,E01001281,6.356239424811469
1260,E01001282,0.069,E01001282,6.058734046310938
1261,E01001283,0.682,E01001283,5.999881574537902
1262,E01001284,0.801,E01001284,6.125523395252667
1263,E01001285,0.146,E01001285,6.076821279216122
1264,E01001286,-0.023,E01001286,5.928029518127442
1265,E01001287,-0.25,E01001287,6.103262121860798
1266,E01001288,-0.173,E01001288,6.343808356920878
1267,E01001289,-0.404,E01001289,6.308705510237278
1268,E01001290,-0.269,E01001290,6.152177655235839
1269,E01001291,0.197,E01001291,5.8789052638877815
1270,E01001292,-0.033,E01001292,5.801257840224674
1271,E01001293,-0.366,E01001293,5.904655507926283
1272,E01001294,0.563,E01001294,5.791305531293918
1273,E01001295,-0.282,E01001295,5.868275037625941
1274,E01001296,-0.083,E01001296,5.838091563094746
1275,E01001297,0.256,E01001297,5.884420138200124
1276,E01001298,0.264,E01001298,5.913606076013474
1277,E01001299,-0.518,E01001299,6.393435246149699
1278,E01001300,0.198,E01001300,6.441146021129704
1279,E01001301,0.784,E01001301,5.9107706171911465
1280,E01001302,0.608,E01001302,6.351715450211773
1281,E01001303,-0.036,E01001303,6.3606560989662455
1282,E01001304,-0.186,E01001304,6.2995582954793035
1283,E01001305,-0.384,E01001305,6.299715588111003
1284,E01001306,-0.503,E01001306,6.367338303934064
1285,E01001307,-0.061,E01001307,5.875031574943362
1286,E01001308,0.0,E01001308,5.924407422542572
1287,E01001309,0.409,E01001309,5.926913111026471
1288,E01001310,-0.021,E01001310,6.05504262230613
1289,E01001311,-0.187,E01001311,5.700816458669202
1290,E01001312,-0.084,E01001312,5.93662854382907
1291,E01001313,-0.107,E01001313,6.157384122814144
1292,E01001314,-0.282,E01001314,5.962955015355891
1293,E01001315,0.068,E01001315,5.864674137742727
1294,E01001316,0.268,E01001316,6.055038239405706
1295,E01001317,0.196,E01001317,5.9262026341594
1296,E01001318,0.813,E01001318,6.04419876272614
1297,E01001319,-0.401,E01001319,5.921297409816792
1298,E01001320,0.531,E01001320,5.561944910883904
1299,E01001321,0.49,E01001321,5.893202393482893
1300,E01001322,0.892,E01001322,5.805341392491771
1301,E01001323,1.069,E01001323,5.914635114944899
1302,E01001324,0.945,E01001324,5.732099395990372
1303,E01001325,0.483,E01001325,6.0213917535894055
1304,E01001326,0.76,E01001326,5.730422197795305
1305,E01001327,0.779,E01001327,6.025263839297825
1306,E01001328,1.006,E01001328,5.878404676611654
1307,E01001329,0.54,E01001329,6.08309112005173
1308,E01001330,0.714,E01001330,5.7909329307490385
1309,E01001331,0.656,E01001331,5.853570317800066
1310,E01001332,0.367,E01001332,5.980865579025418
1311,E01001333,1.054,E01001333,5.763034363261989
1312,E01001334,0.142,E01001334,5.640598762815244
1313,E01001335,0.488,E01001335,6.068565443903208
1314,E01001336,0.124,E01001336,5.930915220763332
1315,E01001337,1.298,E01001337,5.796044598821658
1316,E01001338,-0.019,E01001338,5.72450935775465
1317,E01001339,0.074,E01001339,5.778242372267739
1318,E01001340,0.646,E01001340,5.690070004212229
1319,E01001341,-0.484,E01001341,5.7911038710053555
1320,E01001342,-0.536,E01001342,5.8574777311748925
1321,E01001343,-0.364,E01001343,5.647444867318677
1322,E01001344,-0.539,E01001344,5.75089069815243
1323,E01001345,-0.494,E01001345,5.988077734134816
1324,E01001346,-0.446,E01001346,5.855111885761869
1325,E01001347,-0.019,E01001347,5.707894539570107
1326,E01001348,0.271,E01001348,5.663137065899837
1327,E01001349,1.167,E01001349,5.752126578415666
1328,E01001350,0.104,E01001350,6.352943275191567
1329,E01001351,1.295,E01001351,6.065394466573542
1330,E01001352,0.254,E01001352,6.328212123168142
1331,E01001353,0.372,E01001353,6.150179908825801
1332,E01001354,0.721,E01001354,6.362532441846786
1333,E01001355,0.304,E01001355,6.080442409046361
1334,E01001356,0.283,E01001356,5.868595671297899
1335,E01001357,0.748,E01001357,5.848543764632425
1336,E01001358,0.064,E01001358,5.521558499210095
1337,E01001359,0.381,E01001359,6.11445316033704
1338,E01001360,1.548,E01001360,6.0625636885906085
1339,E01001361,1.246,E01001361,5.699079167897298
1340,E01001362,0.313,E01001362,5.96387392282486
1341,E01001363,0.521,E01001363,5.852534334258277
1342,E01001364,0.497,E01001364,6.1020534065948135
1343,E01001365,-0.139,E01001365,5.846516497433186
1344,E01001366,-0.096,E01001366,5.761075390709771
1345,E01001367,0.52,E01001367,5.6242184492006695
1346,E01001368,0.709,E01001368,5.7591022075993
1347,E01001369,0.261,E01001369,5.864283950039835
1348,E01001370,0.699,E01001370,5.653260177434093
1349,E01001371,0.325,E01001371,5.9040095300997715
1350,E01001372,0.162,E01001372,5.795510497204093
1351,E01001373,0.081,E01001373,5.6655567200095565
1352,E01001374,-0.119,E01001374,6.0558466390268695
1353,E01001375,0.161,E01001375,6.425597490408482
1354,E01001376,-0.063,E01001376,6.118809210757415
1355,E01001377,0.072,E01001377,6.347603754670012
1356,E01001379,-0.242,E01001379,6.338915138533621
1357,E01001380,-0.142,E01001380,6.147269344992107
1358,E01001381,-0.196,E01001381,5.925812946219389
1359,E01001382,0.202,E01001382,6.550781300397423
1360,E01001383,-0.223,E01001383,6.519833903085618
1361,E01001384,-0.146,E01001384,6.132587764944349
1362,E01001385,0.075,E01001385,6.391450174649557
1363,E01001386,-0.1,E01001386,6.305978425773414
1364,E01001387,0.06,E01001387,6.18587568063222
1365,E01001388,1.075,E01001388,5.917736946294705
1366,E01001389,0.993,E01001389,6.054319353869362
1367,E01001390,-0.038,E01001390,6.283859132665448
1368,E01001391,0.423,E01001391,6.226712936642526
1369,E01001392,-0.371,E01001392,6.193997137887138
1370,E01001393,0.036,E01001393,6.079311453469909
1371,E01001394,0.486,E01001394,6.059341660861311
1372,E01001395,0.654,E01001395,6.040221542393396
1373,E01001396,0.508,E01001396,6.052302394594465
1374,E01001397,0.283,E01001397,5.7684555924497545
1375,E01001398,-0.319,E01001398,6.256778705034325
1376,E01001399,0.131,E01001399,6.037551684224087
1377,E01001400,-0.501,E01001400,6.161887354933458
1378,E01001401,0.29,E01001401,6.093387381235758
1379,E01001402,-0.308,E01001402,6.0915749682936555
1380,E01001403,-0.032,E01001403,6.051035640178583
1381,E01001404,0.434,E01001404,5.99269666358771
1382,E01001405,-0.435,E01001405,6.17740430978253
1383,E01001406,0.369,E01001406,6.075816541104703
1384,E01001407,0.711,E01001407,5.779543162778366
1385,E01001408,-0.194,E01001408,5.925895260285961
1386,E01001409,0.433,E01001409,5.643691550540385
1387,E01001410,0.189,E01001410,5.293949567136311
1388,E01001411,-0.194,E01001411,6.020384393937406
1389,E01001412,0.763,E01001412,5.661981808308457
1390,E01001413,-0.23,E01001413,6.0928635971605285
1391,E01001414,-0.377,E01001414,6.058432107780412
1392,E01001415,0.249,E01001415,6.039524808154542
1393,E01001416,-0.6,E01001416,6.159834607936549
1394,E01001417,-0.668,E01001417,5.916834903396336
1395,E01001418,0.127,E01001418,6.1065535595019655
1396,E01001419,0.23,E01001419,6.027885480146659
1397,E01001420,-0.051,E01001420,6.054936918404584
1398,E01001421,-0.172,E01001421,6.0447651923420915
1399,E01001422,-0.829,E01001422,6.246881691458958
1400,E01001423,0.576,E01001423,6.083538314640122
1401,E01001424,0.76,E01001424,5.921956732869148
1402,E01001425,1.579,E01001425,5.8070826670115965
1403,E01001426,1.178,E01001426,5.837576198577881
1404,E01001427,0.56,E01001427,5.3633939841831175
1405,E01001428,0.422,E01001428,6.074016182627899
1406,E01001429,1.063,E01001429,5.760663544606863
1407,E01001430,0.533,E01001430,5.894790613132974
1408,E01001431,0.648,E01001431,5.784171543869317
1409,E01001432,0.901,E01001432,5.750664942192309
1410,E01001433,0.047,E01001433,5.773681327776256
1411,E01001434,0.441,E01001434,5.765853124506333
1412,E01001435,0.841,E01001435,5.752564029595287
1413,E01001436,0.325,E01001436,6.01571820292083
1414,E01001437,-0.339,E01001437,5.466650715676865
1415,E01001438,0.771,E01001438,5.824126391112804
1416,E01001439,0.586,E01001439,5.870789160385975
1417,E01001440,0.866,E01001440,5.898862466812134
1418,E01001441,0.989,E01001441,5.775628761653483
1419,E01001442,0.256,E01001442,5.893592479683104
1420,E01001444,0.323,E01001444,5.674720391221003
1421,E01001445,0.181,E01001445,5.724295581528063
1422,E01001446,0.147,E01001446,5.98891266187032
1423,E01001447,0.214,E01001447,5.879089375687993
1424,E01001448,0.156,E01001448,5.966050835756155
1425,E01001449,0.164,E01001449,5.7716618732972576
1426,E01001450,0.399,E01001450,5.949450436234474
1427,E01001451,1.078,E01001451,6.130502180997715
1428,E01001452,-0.166,E01001452,6.1777525793148
1429,E01001453,-0.771,E01001453,6.3018043327331545
1430,E01001454,-0.602,E01001454,6.278181449933485
1431,E01001455,-0.711,E01001455,6.061760492999144
1432,E01001456,-0.587,E01001456,6.290070676803589
1433,E01001457,-1.011,E01001457,6.1199884208349085
1434,E01001458,0.283,E01001458,5.631162137520023
1435,E01001459,0.413,E01001459,6.0169783813852655
1436,E01001460,0.592,E01001460,6.001366601593193
1437,E01001461,0.345,E01001461,6.002597366770108
1438,E01001462,0.577,E01001462,6.010387726805427
1439,E01001463,0.163,E01001463,6.063925680441734
1440,E01001464,0.167,E01001464,6.099863534278058
1441,E01001465,0.193,E01001465,5.8160595604069325
1442,E01001466,0.249,E01001466,5.9985191822052
1443,E01001467,0.106,E01001467,6.084128469615788
1444,E01001468,0.067,E01001468,5.7864455683477996
1445,E01001469,-0.538,E01001469,6.025712279712453
1446,E01001470,-0.704,E01001470,5.9879568176331865
1447,E01001471,-0.608,E01001471,6.127042163359492
1448,E01001472,-0.654,E01001472,6.14824393260404
1449,E01001473,-0.374,E01001473,6.199641737357649
1450,E01001474,-0.234,E01001474,6.199408595378582
1451,E01001475,-0.886,E01001475,6.317744655472239
1452,E01001476,0.324,E01001476,5.848308969946468
1453,E01001477,0.385,E01001477,5.866085541091468
1454,E01001478,0.342,E01001478,6.171624129971131
1455,E01001479,0.516,E01001479,5.930288517556223
1456,E01001480,0.314,E01001480,6.031047122119224
1457,E01001481,0.221,E01001481,5.725781707053489
1458,E01001482,0.693,E01001482,5.952402809391851
1459,E01001483,0.688,E01001483,5.792948187887669
1460,E01001484,0.579,E01001484,5.795805318427808
1461,E01001485,0.893,E01001485,5.8686426364592394
1462,E01001486,0.315,E01001486,5.834163894324467
1463,E01001487,0.411,E01001487,5.982139211276482
1464,E01001488,0.57,E01001488,5.961978532434479
1465,E01001489,0.541,E01001489,5.928547125203269
1466,E01001491,0.473,E01001491,6.002750354153769
1467,E01001492,0.761,E01001492,5.971931742504239
1468,E01001493,-0.38,E01001493,6.211466637063534
1469,E01001494,-0.377,E01001494,6.01789994179448
1470,E01001495,0.095,E01001495,6.304427454152058
1471,E01001496,-0.147,E01001496,6.248003961518407
1472,E01001497,0.43,E01001497,5.851826320036999
1473,E01001498,0.196,E01001498,6.0296046448080505
1474,E01001499,0.23,E01001499,5.738469482392304
1475,E01001500,0.67,E01001500,5.948749788237124
1476,E01001501,0.579,E01001501,5.963084585198732
1477,E01001502,0.64,E01001502,5.709547980141093
1478,E01001503,0.466,E01001503,5.8627601393337905
1479,E01001504,0.5,E01001504,5.820033927249093
1480,E01001505,0.435,E01001505,5.982442683082516
1481,E01001506,0.739,E01001506,5.589596507878139
1482,E01001507,0.914,E01001507,5.728366214237856
1483,E01001508,0.541,E01001508,5.892214558042329
1484,E01001509,0.336,E01001509,5.9314445952574415
1485,E01001510,0.515,E01001510,5.383114828782923
1486,E01001511,0.857,E01001511,5.808637006007708
1487,E01001512,-0.109,E01001512,6.0949559860369735
1488,E01001513,0.689,E01001513,5.691439636271377
1489,E01001514,-0.13,E01001514,6.0495210647583
1490,E01001515,-0.032,E01001515,5.906941530316375
1491,E01001516,0.046,E01001516,5.796292266743706
1492,E01001517,0.468,E01001517,5.767110842466354
1493,E01001518,0.838,E01001518,6.048367057348552
1494,E01001519,-0.578,E01001519,5.9038009760672585
1495,E01001520,-0.251,E01001520,6.142743792054215
1496,E01001521,-0.322,E01001521,6.080935024131428
1497,E01001522,-0.466,E01001522,6.199552853365202
1498,E01001523,-0.08,E01001523,6.074834363616032
1499,E01001524,-0.6,E01001524,6.116691717595765
1500,E01001525,0.052,E01001525,6.077838191470584
1501,E01001526,-1.061,E01001526,6.288861533999443
1502,E01001527,0.324,E01001527,6.058091781926497
1503,E01001528,0.34,E01001528,5.668410193752235
1504,E01001529,0.692,E01001529,5.965115279567485
1505,E01001530,0.451,E01001530,5.929971611901616
1506,E01001531,-0.401,E01001531,6.408263127009074
1507,E01001532,-0.37,E01001532,6.274049149938376
1508,E01001533,-0.528,E01001533,6.217113058645647
1509,E01001534,0.469,E01001534,6.065225228667259
1510,E01001535,0.746,E01001535,6.12373186404409
1511,E01001536,0.545,E01001536,6.120888488769531
1512,E01001537,-0.552,E01001537,5.828409953887419
1513,E01001538,-0.223,E01001538,6.073644304275513
1514,E01001539,0.211,E01001539,6.080323772535798
1515,E01001540,-0.39,E01001540,5.958535093859018
1516,E01001541,-0.429,E01001541,6.157844288676393
1517,E01001542,-0.54,E01001542,5.979419081003074
1518,E01001543,-0.75,E01001543,6.0578608032195795
1519,E01001544,-0.669,E01001544,6.13189496707507
1520,E01001545,0.812,E01001545,6.003723165568183
1521,E01001546,-0.199,E01001546,5.751770734786987
1522,E01001547,0.672,E01001547,5.9513684003659995
1523,E01001548,0.553,E01001548,5.881865610395159
1524,E01001549,0.597,E01001549,5.861406199979466
1525,E01001550,0.286,E01001550,5.8200800452672
1526,E01001551,1.015,E01001551,5.680391076104394
1527,E01001552,0.461,E01001552,5.682254658752228
1528,E01001553,0.441,E01001553,5.891926731636275
1529,E01001554,1.077,E01001554,5.8839316792684055
1530,E01001555,1.195,E01001555,5.839754745364189
1531,E01001556,-0.277,E01001556,5.986658640355872
1532,E01001557,0.445,E01001557,5.718067755464648
1533,E01001558,1.219,E01001558,5.644009830360126
1534,E01001559,1.012,E01001559,5.4297692865695595
1535,E01001560,1.023,E01001560,5.787848065685293
1536,E01001562,-0.073,E01001562,5.760179153084755
1537,E01001563,-0.056,E01001563,6.044294235134913
1538,E01001564,-0.123,E01001564,6.478447420843716
1539,E01001565,-0.053,E01001565,6.335176540272577
1540,E01001566,-0.234,E01001566,6.415336926778157
1541,E01001567,-0.824,E01001567,6.156796772524996
1542,E01001568,0.202,E01001568,6.272298965454102
1543,E01001569,-0.414,E01001569,5.954533251069432
1544,E01001570,0.211,E01001570,6.06317937374115
1545,E01001571,0.581,E01001571,5.929546177828754
1546,E01001572,0.2,E01001572,6.083152818374145
1547,E01001573,0.483,E01001573,6.079165025379346
1548,E01001574,0.678,E01001574,5.869210802342581
1549,E01001575,0.847,E01001575,5.741529696898935
