,LSOA code (2011),Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,lsoa_x,hierarchical8x,lsoa_y,hierarchical13x,lsoa,hierarchical24x
1334,E01001356,20.31,0.283,0.398,39.508,28.467,0.243,0.329,45.936,1.161,E01001356,1.0,E01001356,7.0,E01001356,8.0
1335,E01001357,33.513,0.748,0.37,48.975,11.708,0.164,0.309,41.995,1.179,,,,,,
1336,E01001358,42.7,0.064,0.186,56.626,26.512,0.176,0.321,45.789,1.02,,,,,,
1337,E01001359,27.801,0.381,-0.197,41.985,22.798,0.087,0.142,24.895,1.384,,,,,,
1338,E01001360,31.857,1.548,-0.153,37.448,21.044,0.092,0.146,29.132,1.849,,,,,,
1339,E01001361,35.826,1.246,-0.078,44.631,27.214,0.113,0.181,34.209,1.865,E01001361,2.0,E01001361,2.0,E01001361,3.0
1340,E01001362,29.131,0.313,0.102,42.106,28.674,0.118,0.157,29.18,1.396,E01001362,5.0,E01001362,6.0,E01001362,7.0
1341,E01001363,24.888,0.521,-0.249,41.98,29.966,0.09,0.145,26.151,1.406,E01001363,3.0,,,,
1342,E01001364,21.625,0.497,0.499,44.941,26.234,0.182,0.305,42.16,1.262,E01001364,3.0,E01001364,3.0,E01001364,11.0
1343,E01001365,27.449,-0.139,0.287,46.057,21.762,0.111,0.153,28.015,0.89,E01001365,3.0,E01001365,3.0,E01001365,4.0
1344,E01001366,28.086,-0.096,-0.019,44.999,23.968,0.121,0.169,28.541,0.982,E01001366,3.0,E01001366,9.0,E01001366,12.0
1345,E01001367,33.395,0.52,-0.308,45.048,30.711,0.096,0.189,30.306,1.524,E01001367,6.0,E01001367,10.0,E01001367,17.0
1346,E01001368,25.458,0.709,-0.041,38.289,22.136,0.133,0.163,28.942,1.185,E01001368,3.0,E01001368,9.0,E01001368,12.0
1347,E01001369,33.505,0.261,-0.314,41.216,25.564,0.08,0.146,24.898,1.503,,,,,,
1348,E01001370,26.362,0.699,-0.202,38.48,27.555,0.094,0.14,25.905,1.02,E01001370,3.0,,,,
1349,E01001371,23.791,0.325,-0.214,41.879,28.866,0.103,0.166,27.142,1.002,E01001371,3.0,E01001371,3.0,E01001371,4.0
1350,E01001372,21.061,0.162,-0.061,46.818,30.116,0.13,0.189,31.007,1.024,E01001372,5.0,E01001372,6.0,E01001372,7.0
1351,E01001373,28.311,0.081,-0.004,38.127,27.34,0.095,0.173,26.285,1.215,E01001373,5.0,E01001373,6.0,E01001373,7.0
1352,E01001374,27.078,-0.119,-0.584,28.056,1.561,0.049,0.074,11.21,1.033,E01001374,5.0,E01001374,6.0,E01001374,7.0
1353,E01001375,22.455,0.161,-1.248,18.216,0.339,0.021,0.032,5.53,1.022,,,,,,
1354,E01001376,22.953,-0.063,-0.238,30.575,10.964,0.13,0.19,23.916,1.079,,,,,,
1355,E01001377,34.286,0.072,-1.425,24.633,0.765,0.024,0.042,8.237,1.165,E01001377,3.0,E01001377,3.0,E01001377,4.0
1356,E01001379,29.001,-0.242,-0.943,20.958,0.218,0.026,0.038,6.511,1.062,,,,,,
1357,E01001380,32.757,-0.142,-0.793,31.622,1.271,0.045,0.084,12.501,1.18,E01001380,5.0,E01001380,6.0,E01001380,7.0
1358,E01001381,43.327,-0.196,-0.568,29.008,3.378,0.078,0.123,18.031,1.52,E01001381,6.0,E01001381,10.0,E01001381,17.0
1359,E01001382,37.871,0.202,-0.935,21.884,0.381,0.023,0.029,8.388,1.341,E01001382,3.0,E01001382,9.0,E01001382,12.0
1360,E01001383,29.019,-0.223,-0.289,26.021,2.013,0.052,0.071,11.57,1.085,E01001383,3.0,E01001383,3.0,E01001383,4.0
1361,E01001384,29.039,-0.146,-0.785,22.525,2.199,0.046,0.071,9.84,1.114,E01001384,5.0,E01001384,6.0,E01001384,7.0
1362,E01001385,28.24,0.075,-1.216,22.607,0.349,0.035,0.063,8.565,1.129,E01001385,3.0,E01001385,9.0,E01001385,12.0
1363,E01001386,31.27,-0.1,-0.805,25.225,0.701,0.048,0.057,9.924,1.347,E01001386,6.0,E01001386,10.0,E01001386,15.0
1364,E01001387,49.621,0.06,-0.343,28.633,1.365,0.066,0.074,16.451,1.544,E01001387,3.0,E01001387,3.0,E01001387,11.0
1365,E01001388,43.491,1.075,0.299,36.186,9.286,0.152,0.205,34.821,1.913,E01001388,3.0,E01001388,3.0,E01001388,11.0
1366,E01001389,44.993,0.993,-0.357,27.13,4.39,0.062,0.13,21.071,1.829,,,,,,
1367,E01001390,22.824,-0.038,-1.346,29.976,3.039,0.045,0.077,10.543,0.841,E01001390,3.0,E01001390,3.0,E01001390,4.0
1368,E01001391,31.357,0.423,-0.243,47.457,13.572,0.094,0.135,25.639,1.198,,,,,,
1369,E01001392,35.964,-0.371,-1.404,28.064,3.618,0.042,0.066,10.702,0.893,E01001392,3.0,E01001392,3.0,E01001392,4.0
1370,E01001393,34.731,0.036,-0.294,35.572,8.21,0.075,0.113,19.095,0.7,E01001393,5.0,E01001393,6.0,E01001393,7.0
1371,E01001394,37.749,0.486,-0.543,40.842,14.815,0.081,0.207,26.964,1.254,E01001394,3.0,E01001394,3.0,E01001394,11.0
1372,E01001395,20.781,0.654,-0.301,46.688,21.526,0.172,0.233,35.279,0.952,E01001395,3.0,E01001395,9.0,E01001395,12.0
1373,E01001396,29.032,0.508,-0.823,33.461,12.238,0.059,0.145,19.048,1.057,E01001396,3.0,,,,
1374,E01001397,29.06,0.283,-0.921,40.327,12.449,0.1,0.188,24.623,1.46,E01001397,3.0,E01001397,3.0,E01001397,11.0
1375,E01001398,28.266,-0.319,-0.813,20.29,4.952,0.045,0.067,9.217,0.672,E01001398,3.0,E01001398,9.0,E01001398,12.0
1376,E01001399,22.696,0.131,-1.024,24.223,10.023,0.05,0.075,11.221,1.091,E01001399,3.0,,,,
1377,E01001400,20.052,-0.501,-0.747,27.721,4.349,0.059,0.069,10.379,0.747,E01001400,3.0,,,,
1378,E01001401,29.21,0.29,-1.338,23.718,9.817,0.055,0.077,12.406,1.049,E01001401,3.0,E01001401,9.0,E01001401,12.0
1379,E01001402,17.202,-0.308,-1.25,25.871,4.963,0.049,0.07,8.991,0.786,E01001402,3.0,,,,
1380,E01001403,28.11,-0.032,-0.761,33.696,12.51,0.063,0.096,15.86,0.971,E01001403,3.0,E01001403,3.0,E01001403,11.0
1381,E01001404,19.85,0.434,-0.677,37.303,15.207,0.074,0.12,19.168,0.717,E01001404,3.0,E01001404,3.0,E01001404,11.0
1382,E01001405,16.778,-0.435,-0.366,31.639,4.783,0.051,0.092,12.081,0.575,E01001405,3.0,,,,
1383,E01001406,29.764,0.369,-0.211,35.962,13.496,0.114,0.151,24.464,0.872,E01001406,3.0,E01001406,3.0,E01001406,11.0
1384,E01001407,23.568,0.711,-0.88,32.572,15.78,0.071,0.108,18.518,0.417,E01001407,3.0,E01001407,4.0,E01001407,5.0
1385,E01001408,43.992,-0.194,-0.605,24.5,8.292,0.071,0.108,16.678,0.596,E01001408,5.0,E01001408,6.0,E01001408,7.0
1386,E01001409,34.934,0.433,-0.266,48.848,21.071,0.146,0.224,34.902,0.937,E01001409,3.0,E01001409,3.0,E01001409,11.0
1387,E01001410,27.969,0.189,0.482,61.546,39.306,0.187,0.285,45.507,0.375,,,,,,
1388,E01001411,26.137,-0.194,-0.959,25.942,8.091,0.065,0.103,13.411,0.494,E01001411,5.0,E01001411,6.0,E01001411,7.0
1389,E01001412,34.05,0.763,-0.754,49.872,20.863,0.093,0.145,28.35,1.061,E01001412,7.0,E01001412,11.0,E01001412,16.0
1390,E01001413,16.085,-0.23,-0.848,26.674,4.895,0.037,0.05,7.768,0.247,E01001413,3.0,E01001413,3.0,E01001413,11.0
1391,E01001414,35.879,-0.377,0.188,50.694,37.323,0.185,0.277,42.821,0.095,,,,,,
1392,E01001415,17.217,0.249,-0.837,35.52,6.617,0.052,0.129,15.471,0.639,E01001415,3.0,E01001415,4.0,E01001415,5.0
1393,E01001416,24.254,-0.6,-1.522,25.336,3.893,0.033,0.061,7.674,0.468,E01001416,3.0,E01001416,3.0,E01001416,11.0
1394,E01001417,13.103,-0.668,-1.727,41.249,3.792,0.024,0.033,8.251,0.072,E01001417,7.0,E01001417,11.0,E01001417,16.0
1395,E01001418,17.927,0.127,-0.338,35.969,7.53,0.11,0.151,21.09,0.593,E01001418,3.0,,,,
1396,E01001419,19.586,0.23,-0.988,35.351,3.74,0.073,0.099,15.206,0.359,E01001419,4.0,E01001419,5.0,,
1397,E01001420,25.744,-0.051,-0.061,46.158,20.372,0.103,0.157,26.371,0.773,E01001420,3.0,E01001420,9.0,E01001420,12.0
1398,E01001421,27.17,-0.172,-0.257,47.009,14.862,0.102,0.19,26.74,0.605,,,,,,
1399,E01001422,9.627,-0.829,-2.112,44.179,1.967,0.016,0.024,7.863,0.216,E01001422,3.0,E01001422,4.0,E01001422,5.0
1400,E01001423,31.58,0.576,-0.456,43.783,28.503,0.122,0.208,31.815,0.865,E01001423,3.0,E01001423,3.0,E01001423,11.0
1401,E01001424,24.583,0.76,0.36,46.489,24.906,0.195,0.332,45.659,1.485,,,,,,
1402,E01001425,36.817,1.579,-0.03,49.53,38.933,0.167,0.298,48.205,1.952,E01001425,3.0,E01001425,4.0,E01001425,5.0
1403,E01001426,26.077,1.178,0.224,49.288,36.839,0.142,0.246,41.035,0.786,E01001426,3.0,E01001426,3.0,E01001426,11.0
1404,E01001427,27.759,0.56,-0.193,53.705,40.591,0.162,0.286,42.558,1.634,E01001427,4.0,E01001427,5.0,E01001427,6.0
1405,E01001428,31.141,0.422,-0.189,44.934,38.102,0.168,0.242,38.085,0.676,E01001428,3.0,E01001428,3.0,E01001428,11.0
1406,E01001429,38.425,1.063,0.353,37.697,37.857,0.186,0.312,46.391,1.219,E01001429,4.0,E01001429,5.0,E01001429,23.0
1407,E01001430,33.805,0.533,-0.239,47.43,39.87,0.16,0.297,42.061,1.839,E01001430,1.0,E01001430,7.0,,
1408,E01001431,37.52,0.648,-0.126,53.976,33.838,0.163,0.283,43.347,1.429,E01001431,3.0,E01001431,3.0,E01001431,11.0
1409,E01001432,48.375,0.901,-0.051,47.014,28.963,0.134,0.239,39.635,1.945,E01001432,5.0,E01001432,6.0,E01001432,7.0
1410,E01001433,27.74,0.047,-0.099,45.886,47.992,0.139,0.23,36.086,0.94,E01001433,3.0,E01001433,3.0,E01001433,11.0
1411,E01001434,27.392,0.441,-0.361,42.287,34.912,0.095,0.172,28.191,0.68,E01001434,3.0,E01001434,9.0,E01001434,12.0
1412,E01001435,31.11,0.841,-0.55,32.105,32.131,0.088,0.165,26.237,0.794,E01001435,3.0,E01001435,9.0,E01001435,12.0
1413,E01001436,27.423,0.325,-0.427,34.326,25.309,0.121,0.222,28.56,0.513,E01001436,3.0,E01001436,9.0,E01001436,12.0
1414,E01001437,35.929,-0.339,0.119,50.492,29.556,0.15,0.269,38.766,0.532,E01001437,4.0,E01001437,5.0,E01001437,14.0
1415,E01001438,28.685,0.771,-0.242,40.608,29.997,0.14,0.246,34.949,0.901,E01001438,3.0,E01001438,9.0,E01001438,12.0
1416,E01001439,27.992,0.586,-0.443,41.445,32.421,0.15,0.251,35.255,1.1,E01001439,3.0,E01001439,3.0,E01001439,11.0
1417,E01001440,28.031,0.866,-0.525,37.588,28.439,0.119,0.206,30.551,1.262,E01001440,3.0,E01001440,3.0,E01001440,11.0
1418,E01001441,26.03,0.989,-0.173,46.431,30.436,0.143,0.239,37.103,0.745,E01001441,3.0,E01001441,3.0,E01001441,11.0
1419,E01001442,36.758,0.256,0.466,42.508,38.838,0.176,0.314,44.482,0.901,E01001442,6.0,E01001442,10.0,E01001442,15.0
1420,E01001444,28.799,0.323,-0.474,39.948,22.704,0.076,0.137,22.75,0.939,E01001444,3.0,,,,
1421,E01001445,41.336,0.181,-0.704,44.829,23.367,0.1,0.208,29.846,0.635,E01001445,7.0,E01001445,11.0,E01001445,16.0
1422,E01001446,35.771,0.147,-0.514,36.082,28.867,0.114,0.188,27.924,0.836,E01001446,3.0,E01001446,3.0,E01001446,4.0
1423,E01001447,19.229,0.214,0.106,51.707,32.613,0.187,0.302,42.79,0.651,E01001447,3.0,E01001447,3.0,E01001447,11.0
1424,E01001448,24.739,0.156,-0.352,40.597,26.153,0.13,0.224,30.162,0.6,E01001448,5.0,E01001448,6.0,E01001448,7.0
1425,E01001449,18.385,0.164,-0.484,45.914,31.872,0.105,0.217,29.422,0.63,E01001449,3.0,E01001449,9.0,E01001449,12.0
1426,E01001450,27.758,0.399,-0.531,42.315,14.14,0.068,0.134,21.426,0.722,E01001450,3.0,E01001450,3.0,E01001450,11.0
1427,E01001451,24.66,1.078,-1.371,39.438,4.533,0.055,0.068,16.806,0.942,E01001451,3.0,E01001451,3.0,E01001451,11.0
1428,E01001452,25.328,-0.166,-1.284,35.196,5.062,0.046,0.061,11.358,0.602,E01001452,3.0,,,,
1429,E01001453,16.093,-0.771,-1.749,30.564,2.798,0.033,0.032,6.185,0.486,E01001453,3.0,E01001453,3.0,E01001453,11.0
1430,E01001454,24.309,-0.602,-1.282,30.986,1.892,0.042,0.063,9.141,0.57,E01001454,3.0,E01001454,3.0,E01001454,11.0
1431,E01001455,16.589,-0.711,-0.868,35.268,10.888,0.046,0.068,11.174,0.455,E01001455,3.0,E01001455,3.0,E01001455,11.0
1432,E01001456,22.078,-0.587,-1.567,20.458,1.274,0.029,0.052,5.686,0.762,E01001456,3.0,E01001456,9.0,E01001456,12.0
1433,E01001457,16.569,-1.011,-0.634,37.43,7.307,0.068,0.091,13.891,0.529,E01001457,3.0,E01001457,3.0,E01001457,11.0
1434,E01001458,27.197,0.283,0.021,45.141,44.761,0.17,0.268,40.254,1.693,,,,,,
1435,E01001459,22.394,0.413,-0.908,33.855,24.406,0.101,0.174,23.802,0.906,E01001459,3.0,E01001459,9.0,E01001459,12.0
1436,E01001460,39.45,0.592,-0.148,45.458,38.786,0.145,0.236,38.272,0.95,E01001460,5.0,E01001460,6.0,E01001460,7.0
1437,E01001461,26.113,0.345,-0.2,45.055,37.059,0.175,0.289,40.049,1.037,,,,,,
1438,E01001462,30.919,0.577,-0.663,46.611,26.352,0.137,0.254,35.063,0.647,E01001462,3.0,E01001462,9.0,E01001462,12.0
1439,E01001463,21.714,0.163,-0.57,36.859,21.372,0.083,0.176,22.651,0.847,E01001463,3.0,E01001463,3.0,E01001463,11.0
1440,E01001464,27.14,0.167,0.017,40.471,40.486,0.166,0.276,38.337,0.86,E01001464,3.0,E01001464,3.0,E01001464,11.0
1441,E01001465,28.202,0.193,-0.835,42.021,25.934,0.091,0.151,24.442,1.213,E01001465,3.0,,,,
1442,E01001466,34.764,0.249,-0.569,40.363,33.188,0.085,0.203,28.341,1.212,E01001466,5.0,E01001466,8.0,E01001466,9.0
1443,E01001467,36.061,0.106,-0.792,40.915,22.694,0.096,0.185,26.454,1.142,E01001467,5.0,,,,
1444,E01001468,10.465,0.067,0.432,48.421,10.349,0.177,0.136,29.819,0.0,,,,,,
1445,E01001469,12.434,-0.538,-0.703,50.034,16.734,0.108,0.139,23.277,0.301,,,,,,
1446,E01001470,11.32,-0.704,-1.304,31.32,5.343,0.065,0.078,10.556,0.183,E01001470,3.0,E01001470,4.0,E01001470,5.0
1447,E01001471,20.138,-0.608,-0.866,45.295,7.131,0.073,0.11,17.36,0.392,E01001471,3.0,E01001471,3.0,E01001471,11.0
1448,E01001472,16.931,-0.654,-1.211,39.598,8.182,0.056,0.1,13.774,0.207,E01001472,3.0,E01001472,9.0,E01001472,12.0
1449,E01001473,12.927,-0.374,-0.668,30.586,14.337,0.082,0.122,15.973,0.498,E01001473,3.0,E01001473,4.0,E01001473,5.0
1450,E01001474,11.914,-0.234,-1.217,41.494,2.142,0.065,0.077,13.064,0.432,E01001474,3.0,E01001474,3.0,E01001474,11.0
1451,E01001475,19.599,-0.886,-1.293,25.74,5.802,0.038,0.055,7.273,0.285,E01001475,3.0,,,,
1452,E01001476,24.22,0.324,-0.476,36.734,30.763,0.112,0.205,28.029,0.946,E01001476,3.0,E01001476,9.0,E01001476,12.0
1453,E01001477,26.512,0.385,-0.117,42.789,33.849,0.161,0.221,34.984,0.653,E01001477,3.0,E01001477,4.0,E01001477,5.0
1454,E01001478,26.327,0.342,0.002,38.735,23.771,0.106,0.145,25.908,0.874,E01001478,3.0,,,,
1455,E01001479,42.194,0.516,-0.231,42.046,28.961,0.114,0.219,33.274,1.131,E01001479,3.0,E01001479,3.0,E01001479,4.0
1456,E01001480,28.915,0.314,0.028,48.687,19.928,0.111,0.193,30.603,0.998,E01001480,3.0,,,,
1457,E01001481,31.52,0.221,-0.324,37.466,22.741,0.104,0.185,26.529,1.024,E01001481,3.0,E01001481,9.0,E01001481,12.0
1458,E01001482,35.409,0.693,-0.253,47.88,32.869,0.151,0.243,38.527,1.073,E01001482,3.0,E01001482,9.0,E01001482,12.0
1459,E01001483,42.224,0.688,0.412,57.466,37.806,0.209,0.345,53.716,0.986,E01001483,3.0,E01001483,4.0,E01001483,5.0
1460,E01001484,32.107,0.579,-0.617,36.336,23.493,0.09,0.149,24.503,0.954,E01001484,3.0,E01001484,9.0,E01001484,12.0
1461,E01001485,38.902,0.893,-0.254,46.804,33.198,0.123,0.231,37.13,1.291,E01001485,5.0,E01001485,6.0,E01001485,7.0
1462,E01001486,23.449,0.315,-0.213,51.379,39.469,0.166,0.294,41.507,0.758,E01001486,6.0,E01001486,10.0,E01001486,15.0
1463,E01001487,30.991,0.411,-0.23,44.707,32.506,0.149,0.226,35.047,1.17,E01001487,5.0,E01001487,6.0,E01001487,7.0
1464,E01001488,31.298,0.57,-0.569,41.769,29.292,0.11,0.21,30.484,0.959,E01001488,5.0,E01001488,6.0,E01001488,7.0
1465,E01001489,30.269,0.541,-0.37,41.297,35.108,0.119,0.188,30.915,0.922,E01001489,3.0,E01001489,3.0,E01001489,4.0
1466,E01001491,35.051,0.473,-0.264,44.663,25.397,0.127,0.215,32.824,0.908,E01001491,5.0,E01001491,6.0,E01001491,7.0
1467,E01001492,30.958,0.761,-0.445,42.595,27.635,0.12,0.212,32.044,1.035,E01001492,3.0,E01001492,3.0,E01001492,4.0
1468,E01001493,20.675,-0.38,-0.097,47.992,22.335,0.138,0.178,29.242,1.005,E01001493,3.0,E01001493,9.0,E01001493,12.0
1469,E01001494,22.306,-0.377,-0.724,33.713,13.77,0.059,0.116,15.474,0.838,E01001494,3.0,E01001494,9.0,E01001494,12.0
1470,E01001495,30.85,0.095,-1.004,29.244,5.408,0.049,0.079,12.544,0.95,E01001495,3.0,E01001495,3.0,E01001495,4.0
1471,E01001496,25.211,-0.147,-0.875,32.033,7.538,0.062,0.101,14.271,0.889,E01001496,3.0,E01001496,9.0,E01001496,12.0
1472,E01001497,23.021,0.43,-0.698,40.892,14.15,0.085,0.177,23.466,0.865,E01001497,3.0,E01001497,9.0,E01001497,12.0
1473,E01001498,36.392,0.196,-0.743,31.783,7.079,0.063,0.12,17.405,1.273,E01001498,3.0,E01001498,3.0,E01001498,11.0
1474,E01001499,30.283,0.23,-0.281,39.624,13.669,0.088,0.171,24.023,1.55,E01001499,3.0,E01001499,3.0,E01001499,11.0
1475,E01001500,33.173,0.67,-0.688,35.249,9.3,0.069,0.12,19.827,1.624,E01001500,3.0,,,,
1476,E01001501,36.526,0.579,-0.129,41.055,11.411,0.091,0.166,26.291,1.355,E01001501,3.0,E01001501,3.0,E01001501,11.0
1477,E01001502,34.042,0.64,-0.489,41.376,31.282,0.112,0.202,31.213,1.018,E01001502,3.0,,,,
1478,E01001503,31.527,0.466,-0.44,38.543,26.957,0.095,0.204,28.155,0.893,E01001503,3.0,E01001503,3.0,E01001503,4.0
1479,E01001504,34.119,0.5,-0.296,39.512,27.413,0.126,0.185,30.29,0.947,E01001504,3.0,,,,
1480,E01001505,30.167,0.435,-0.138,41.388,27.261,0.142,0.232,33.573,1.039,E01001505,3.0,E01001505,9.0,E01001505,12.0
1481,E01001506,30.102,0.739,0.002,45.043,32.894,0.147,0.265,38.67,1.224,E01001506,4.0,E01001506,5.0,E01001506,6.0
1482,E01001507,32.24,0.914,-0.279,47.302,31.003,0.171,0.257,40.471,1.378,E01001507,3.0,E01001507,3.0,E01001507,11.0
1483,E01001508,31.038,0.541,-0.29,45.176,22.934,0.116,0.224,31.854,1.191,E01001508,5.0,E01001508,6.0,E01001508,7.0
1484,E01001509,40.923,0.336,-0.766,47.773,28.429,0.135,0.217,34.342,0.695,E01001509,3.0,E01001509,3.0,E01001509,11.0
1485,E01001510,43.653,0.515,0.505,38.299,40.407,0.204,0.307,47.177,1.004,E01001510,4.0,E01001510,5.0,E01001510,6.0
1486,E01001511,33.354,0.857,-0.484,30.219,12.917,0.085,0.13,21.859,0.999,E01001511,3.0,E01001511,3.0,E01001511,11.0
1487,E01001512,33.714,-0.109,-0.845,36.776,12.161,0.067,0.121,18.403,0.816,E01001512,5.0,E01001512,6.0,E01001512,7.0
1488,E01001513,25.324,0.689,-0.086,41.124,26.043,0.138,0.231,33.421,1.204,E01001513,4.0,E01001513,5.0,E01001513,13.0
1489,E01001514,33.825,-0.13,-0.67,32.639,19.2,0.093,0.15,21.731,0.534,E01001514,3.0,E01001514,3.0,E01001514,4.0
1490,E01001515,36.691,-0.032,0.177,48.059,28.083,0.142,0.25,37.118,0.763,E01001515,6.0,E01001515,10.0,E01001515,15.0
1491,E01001516,26.708,0.046,-0.273,41.924,26.884,0.128,0.187,28.911,0.991,E01001516,3.0,E01001516,3.0,E01001516,11.0
1492,E01001517,16.037,0.468,0.293,43.854,57.186,0.209,0.334,48.739,0.813,E01001517,4.0,E01001517,5.0,,
1493,E01001518,37.731,0.838,-0.418,31.185,6.995,0.08,0.148,22.402,1.179,E01001518,6.0,E01001518,10.0,E01001518,15.0
1494,E01001519,20.327,-0.578,-1.205,35.798,3.331,0.05,0.122,13.242,0.631,E01001519,4.0,E01001519,5.0,E01001519,14.0
1495,E01001520,16.007,-0.251,-0.781,39.61,6.751,0.089,0.118,17.439,0.492,E01001520,3.0,E01001520,3.0,E01001520,11.0
1496,E01001521,19.279,-0.322,-1.309,32.171,1.604,0.039,0.061,8.942,0.695,E01001521,3.0,E01001521,4.0,E01001521,5.0
1497,E01001522,10.67,-0.466,-0.922,32.259,12.498,0.064,0.12,14.078,0.338,,,,,,
1498,E01001523,14.814,-0.08,-1.129,29.016,4.41,0.037,0.065,8.803,0.391,E01001523,3.0,,,,
1499,E01001524,22.152,-0.6,-0.56,41.006,12.275,0.098,0.151,21.144,0.447,E01001524,3.0,E01001524,3.0,E01001524,11.0
1500,E01001525,30.573,0.052,-0.535,35.44,5.236,0.067,0.107,16.784,0.645,E01001525,3.0,E01001525,3.0,E01001525,11.0
1501,E01001526,12.115,-1.061,-1.439,43.839,4.319,0.036,0.056,10.158,0.399,E01001526,3.0,E01001526,3.0,E01001526,11.0
1502,E01001527,30.322,0.324,-0.74,35.166,4.408,0.058,0.096,15.807,1.018,E01001527,3.0,E01001527,3.0,E01001527,11.0
1503,E01001528,31.658,0.34,-0.209,46.269,30.325,0.143,0.229,34.923,1.387,E01001528,4.0,E01001528,5.0,,
1504,E01001529,26.108,0.692,0.309,37.736,19.312,0.132,0.223,32.233,0.913,E01001529,4.0,E01001529,5.0,E01001529,14.0
1505,E01001530,32.933,0.451,-0.834,38.093,6.261,0.083,0.128,20.501,1.202,E01001530,3.0,,,,
1506,E01001531,26.324,-0.401,-1.452,31.108,1.026,0.037,0.047,8.429,0.527,E01001531,3.0,E01001531,9.0,E01001531,12.0
1507,E01001532,26.9,-0.37,-1.688,27.207,1.031,0.044,0.056,8.506,0.539,E01001532,3.0,,,,
1508,E01001533,21.602,-0.528,-0.96,22.903,1.99,0.039,0.054,7.078,0.589,E01001533,3.0,E01001533,3.0,E01001533,11.0
1509,E01001534,22.529,0.469,-1.378,32.148,3.39,0.04,0.061,11.197,1.06,E01001534,3.0,E01001534,3.0,E01001534,11.0
1510,E01001535,28.014,0.746,-1.091,30.925,3.289,0.051,0.083,14.357,1.351,E01001535,3.0,E01001535,3.0,E01001535,11.0
1511,E01001536,32.721,0.545,-0.585,28.112,8.327,0.083,0.116,18.752,0.646,E01001536,3.0,E01001536,3.0,E01001536,11.0
1512,E01001537,18.635,-0.552,-0.892,31.419,7.82,0.046,0.095,11.559,0.376,E01001537,3.0,E01001537,3.0,E01001537,11.0
1513,E01001538,18.826,-0.223,-1.086,29.331,10.366,0.059,0.063,11.124,0.673,E01001538,3.0,,,,
1514,E01001539,26.626,0.211,-0.657,26.142,8.01,0.074,0.102,15.185,0.546,E01001539,3.0,,,,
1515,E01001540,28.22,-0.39,-0.599,27.01,6.234,0.07,0.107,14.261,0.579,E01001540,3.0,E01001540,3.0,E01001540,11.0
1516,E01001541,26.13,-0.429,-0.944,22.398,6.736,0.055,0.063,9.711,0.574,E01001541,3.0,E01001541,3.0,E01001541,4.0
1517,E01001542,22.402,-0.54,-0.743,36.019,15.05,0.082,0.139,18.608,0.517,E01001542,3.0,E01001542,3.0,E01001542,11.0
1518,E01001543,17.56,-0.75,-1.005,29.816,9.873,0.043,0.067,9.625,0.479,E01001543,3.0,E01001543,9.0,E01001543,12.0
1519,E01001544,17.979,-0.669,-0.875,25.41,5.185,0.06,0.068,9.567,0.57,E01001544,3.0,E01001544,3.0,E01001544,11.0
1520,E01001545,17.856,0.812,0.29,47.293,38.716,0.192,0.31,45.483,0.722,E01001545,3.0,E01001545,3.0,E01001545,11.0
1521,E01001546,24.43,-0.199,-0.005,36.364,33.148,0.117,0.189,27.925,0.545,E01001546,3.0,E01001546,9.0,E01001546,12.0
1522,E01001547,29.004,0.672,-0.517,37.192,29.038,0.115,0.194,29.152,0.971,E01001547,3.0,E01001547,3.0,E01001547,11.0
1523,E01001548,24.814,0.553,-0.639,46.226,32.331,0.113,0.227,32.093,0.592,E01001548,3.0,E01001548,3.0,E01001548,11.0
1524,E01001549,29.819,0.597,-0.292,48.599,39.291,0.173,0.3,42.876,0.703,E01001549,3.0,,,,
1525,E01001550,26.09,0.286,0.166,47.382,30.595,0.137,0.248,36.024,0.733,E01001550,3.0,,,,
1526,E01001551,33.024,1.015,0.051,52.633,35.935,0.162,0.233,42.143,1.444,E01001551,3.0,E01001551,4.0,E01001551,5.0
1527,E01001552,34.496,0.461,-0.729,44.684,26.602,0.088,0.144,26.37,0.813,E01001552,3.0,E01001552,3.0,E01001552,11.0
1528,E01001553,24.54,0.441,-0.107,51.497,39.133,0.156,0.231,38.285,0.904,E01001553,3.0,E01001553,3.0,E01001553,11.0
1529,E01001554,26.062,1.077,-0.089,39.914,45.91,0.162,0.287,42.024,1.479,E01001554,4.0,E01001554,5.0,E01001554,14.0
1530,E01001555,32.87,1.195,-0.509,44.012,28.448,0.128,0.205,34.676,1.367,,,,,,
1531,E01001556,33.417,-0.277,-0.783,34.911,16.777,0.075,0.129,19.27,1.293,E01001556,3.0,E01001556,9.0,E01001556,12.0
1532,E01001557,26.92,0.445,-0.354,42.698,29.58,0.113,0.204,30.164,0.834,E01001557,3.0,E01001557,9.0,E01001557,12.0
1533,E01001558,48.817,1.219,-0.177,44.352,34.107,0.124,0.232,39.726,2.025,E01001558,5.0,E01001558,6.0,E01001558,7.0
1534,E01001559,43.71,1.012,0.051,53.207,29.094,0.132,0.236,41.09,1.398,E01001559,6.0,E01001559,10.0,E01001559,15.0
1535,E01001560,31.934,1.023,-0.351,50.102,29.21,0.109,0.2,34.488,1.667,E01001560,3.0,E01001560,3.0,E01001560,11.0
