,lsoa,all_2011,0-14_2011,15-29_2011,30-69_2011,70+_2011,all_2020,0-14_2020,15-29_2020,30-69_2020,70+_2020
2705,E01000752,1599,236,181,779,403,1732,294,205,808,425
2706,E01000680,1604,247,215,918,224,1640,291,210,825,314
2707,E01000685,1566,306,245,839,176,1565,326,240,838,161
2708,E01000686,1505,236,222,779,268,1540,282,183,752,323
2709,E01000687,1605,270,247,851,237,1632,269,223,834,306
2710,E01000688,1366,243,201,753,169,1393,254,177,734,228
2711,E01000654,1275,250,205,740,80,1227,251,165,653,158
2712,E01000655,1323,275,243,725,80,1250,260,210,647,133
2713,E01000656,1403,230,235,795,143,1482,233,230,803,216
2714,E01000657,1598,288,306,848,156,1545,289,231,821,204
2715,E01000659,1467,291,277,812,87,1464,271,253,783,157
2716,E01000816,1486,268,232,840,146,1531,310,207,802,212
2717,E01000818,1466,259,227,805,175,1626,254,235,902,235
2718,E01000819,1718,375,329,837,177,1750,347,301,952,150
2719,E01032562,1512,353,301,710,148,1611,390,282,800,139
2720,E01032563,1482,240,195,729,318,1512,260,193,706,353
2721,E01000707,1467,397,142,860,68,1564,415,148,889,112
2722,E01000708,1549,303,243,827,176,1722,372,234,928,188
2723,E01000771,1640,315,245,899,181,1808,377,216,951,264
2724,E01000774,1469,285,226,815,143,1485,313,181,821,170
2725,E01032568,1491,298,281,765,147,1577,303,261,871,142
2726,E01000658,1351,185,189,740,237,1209,156,141,565,347
2727,E01000747,1930,407,293,1038,192,2055,393,284,1097,281
2728,E01000748,1600,213,216,881,290,1562,188,193,766,415
2729,E01032570,1550,239,256,800,255,1624,269,252,745,358
2730,E01001137,1773,301,321,975,176,2140,409,322,1223,186
2731,E01001138,1591,305,270,900,116,1556,319,214,885,138
2732,E01001156,1721,349,322,844,206,1770,343,279,977,171
2733,E01001162,1738,384,337,910,107,1886,364,305,1079,138
2734,E01001164,1924,316,380,1170,58,2168,341,410,1320,97
2735,E01001084,1832,316,317,947,252,1930,297,338,1026,269
2736,E01001157,1708,323,356,884,145,1797,333,333,957,174
2737,E01001159,1806,337,332,959,178,2023,410,267,1128,218
2738,E01001160,1894,328,477,908,181,2104,401,431,1040,232
2739,E01001163,1949,382,361,1041,165,2001,381,313,1110,197
2740,E01001086,1756,292,376,912,176,1724,251,288,984,201
2741,E01001087,2229,375,611,1052,191,2995,611,575,1588,221
2742,E01001161,1858,411,518,801,128,1720,323,414,848,135
2743,E01001085,1609,309,352,758,190,1820,363,280,987,190
2744,E01001088,1712,393,358,842,119,1761,333,355,926,147
2745,E01001089,1908,460,427,840,181,1974,448,343,1010,173
2746,E01001090,2312,531,521,1085,175,2501,578,424,1289,210
2747,E01001091,1587,287,309,824,167,1647,281,254,888,224
2748,E01001147,1629,440,336,766,87,1777,445,367,862,103
2749,E01001148,1622,350,334,827,111,1701,323,312,948,118
2750,E01001151,1605,378,319,798,110,1805,435,290,939,141
2751,E01001152,1682,425,351,821,85,1770,444,314,918,94
2752,E01001158,1570,347,308,827,88,1690,372,285,927,106
2753,E01001146,1618,355,326,836,101,1559,281,275,889,114
2754,E01001149,1579,394,293,810,82,1607,379,267,853,108
2755,E01001150,1660,382,333,854,91,1722,387,313,931,91
2756,E01001153,1627,344,360,811,112,1503,267,270,828,138
2757,E01001154,1987,526,433,939,89,1997,462,372,1061,102
2758,E01001136,1884,351,399,993,141,2234,443,384,1206,201
2759,E01001139,1609,300,299,887,123,1643,333,253,895,162
2760,E01001140,1612,302,282,914,114,1642,327,257,973,85
2761,E01001142,1527,317,286,814,110,1831,358,274,1000,199
2762,E01001144,1672,337,357,894,84,1615,340,279,918,78
2763,E01001141,1248,279,242,652,75,1288,288,240,671,89
2764,E01001143,1949,426,413,937,173,2207,486,408,1143,170
2765,E01001145,1703,410,436,774,83,2012,571,374,981,86
2766,E01001191,1774,358,411,920,85,2014,451,359,1107,97
2767,E01001192,1651,406,364,779,102,1704,423,311,873,97
2768,E01000994,1601,348,383,759,111,1529,312,268,797,152
2769,E01000995,1639,365,359,741,174,1714,358,301,886,169
2770,E01000996,1261,224,303,638,96,1189,189,216,685,99
2771,E01000997,1401,287,299,675,140,1395,283,239,719,154
2772,E01000999,1340,234,314,677,115,1323,250,225,692,156
2773,E01001002,1347,294,276,678,99,1419,325,251,751,92
2774,E01000998,1563,314,362,793,94,1601,361,267,853,120
2775,E01001000,1282,281,269,642,90,1529,372,287,780,90
2776,E01001003,1518,355,281,795,87,1664,373,248,928,115
2777,E01001111,1616,359,358,803,96,1630,356,296,864,114
2778,E01001155,1596,301,332,777,186,1880,400,365,896,219
2779,E01001174,1625,362,378,761,124,1599,315,303,824,157
2780,E01001175,1547,345,368,713,121,1795,397,388,896,114
2781,E01001176,1910,487,444,863,116,1935,459,322,1016,138
2782,E01001182,1428,317,303,685,123,1421,281,273,704,163
2783,E01001183,1580,331,373,755,121,1822,455,311,933,123
2784,E01001184,1352,253,311,666,122,1255,227,231,646,151
2785,E01001001,1199,280,219,624,76,1329,296,220,716,97
2786,E01001109,2041,462,422,918,239,2355,501,439,1065,350
2787,E01001112,1722,393,392,812,125,2004,497,310,1082,115
2788,E01001113,1834,456,368,925,85,1883,430,355,996,102
2789,E01001114,1407,374,342,624,67,1481,401,268,742,70
2790,E01001116,1360,317,312,657,74,1345,305,233,725,82
2791,E01000992,1988,496,444,948,100,1934,396,383,1047,108
2792,E01001185,1646,332,372,835,107,1609,320,260,909,120
2793,E01001186,1757,365,344,905,143,1828,377,301,1009,141
2794,E01001188,1841,447,360,937,97,1994,467,339,1066,122
2795,E01001193,1816,510,479,778,49,1639,302,418,839,80
2796,E01001004,2149,567,535,965,82,2219,503,447,1173,96
2797,E01001115,1712,411,376,794,131,1651,383,323,795,150
2798,E01001117,2789,618,666,1365,140,3431,807,623,1863,138
2799,E01001178,1373,361,355,605,52,1567,395,327,786,59
2800,E01001181,1838,448,449,849,92,2166,635,429,985,117
2801,E01001006,1566,467,300,755,44,1644,456,286,846,56
2802,E01001007,1985,479,462,934,110,2024,424,407,1053,140
2803,E01001177,1624,390,396,748,90,1602,356,323,834,89
2804,E01001179,1535,353,302,762,118,1634,335,276,893,130
2805,E01001180,1746,471,353,852,70,1899,447,324,1023,105
2806,E01000980,1410,304,283,745,78,1272,266,215,695,96
2807,E01000981,1648,362,288,900,98,1761,378,253,1008,122
2808,E01000982,1613,326,343,864,80,1626,364,252,911,99
2809,E01000983,1715,304,357,935,119,1736,309,298,968,161
2810,E01001187,1958,440,428,991,99,2095,478,346,1147,124
2811,E01000989,1710,347,312,898,153,1694,299,289,870,236
2812,E01000991,1646,225,279,867,275,1660,207,243,855,355
2813,E01001131,1565,289,292,802,182,1581,317,234,799,231
2814,E01001132,1459,154,279,764,262,1537,241,224,764,308
2815,E01001134,1624,247,312,891,174,1684,255,286,908,235
2816,E01001005,1694,454,350,818,72,1699,427,312,873,87
2817,E01001008,1617,400,350,764,103,1683,434,272,873,104
2818,E01001009,1858,499,415,853,91,2019,512,373,1028,106
2819,E01001010,1522,389,341,688,104,1705,442,331,827,105
2820,E01001011,1883,411,462,948,62,2365,574,454,1236,101
2821,E01001012,1944,416,504,935,89,2105,512,435,1056,102
2822,E01001013,2032,443,521,924,144,2159,487,510,1038,124
2823,E01001048,1975,413,492,990,80,3380,818,669,1805,88
2824,E01001110,1799,393,456,901,49,1966,471,400,1050,45
2825,E01001118,1894,415,421,923,135,2019,508,339,1017,155
2826,E01000985,1449,235,302,752,160,1430,231,213,775,211
2827,E01000986,1746,309,346,897,194,1718,293,281,914,230
2828,E01000987,1430,216,282,771,161,1344,217,210,722,195
2829,E01000993,1626,307,345,825,149,1716,374,257,921,164
2830,E01000975,1621,257,421,858,85,2124,402,481,1150,91
2831,E01000976,1887,344,438,992,113,2064,415,390,1122,137
2832,E01000977,1752,252,364,956,180,1898,318,310,1074,196
2833,E01000978,1797,258,450,967,122,1835,296,394,997,148
2834,E01000979,1725,281,409,920,115,1795,343,318,997,137
2835,E01000984,1833,344,380,923,186,1981,381,318,1072,210
2836,E01001044,1923,312,318,1023,270,2013,401,261,1049,302
2837,E01001046,1763,321,291,972,179,1810,406,241,989,174
2838,E01001049,1419,197,276,736,210,1500,229,219,763,289
2839,E01001050,1643,282,266,785,310,1756,357,245,903,251
2840,E01001014,2704,628,709,1257,110,4551,1130,947,2360,114
2841,E01001042,1848,365,468,960,55,2275,465,456,1261,93
2842,E01001165,1661,327,335,903,96,1819,365,321,1027,106
2843,E01001166,1837,412,412,900,113,2045,499,382,1046,118
2844,E01001168,1747,329,384,905,129,1832,377,339,978,138
2845,E01001127,1609,258,302,876,173,1471,211,240,792,228
2846,E01001128,1618,464,345,712,97,1643,422,330,789,102
2847,E01001130,1790,639,405,682,64,1778,610,352,752,64
2848,E01001135,1642,257,305,847,233,1622,236,292,831,263
2849,E01001062,1569,212,301,796,260,1469,172,218,672,407
2850,E01001063,1540,241,301,835,163,1525,260,236,808,221
2851,E01001064,1563,220,258,839,246,1607,250,250,759,348
2852,E01001129,1451,237,283,784,147,1341,189,209,728,215
2853,E01001133,1543,190,221,768,364,1496,159,185,755,397
2854,E01001035,1780,250,469,919,142,1930,349,367,1053,161
2855,E01001043,2621,487,785,1285,64,4023,843,938,2143,99
2856,E01001045,1848,242,506,950,150,3959,618,945,2208,188
2857,E01001047,1688,233,382,956,117,1895,393,282,1116,104
2858,E01001170,2060,365,453,1023,219,2241,502,373,1134,232
2859,E01001167,2198,466,442,1138,152,2205,469,379,1177,180
2860,E01001169,1686,416,328,805,137,1715,406,295,856,158
2861,E01001171,1633,317,328,750,238,1831,361,377,820,273
2862,E01001172,1745,441,375,827,102,2046,536,421,977,112
2863,E01001173,2579,548,575,1257,199,2939,669,584,1453,233
2864,E01001036,1525,225,251,817,232,1556,212,246,835,263
2865,E01001037,1406,310,335,688,73,1492,341,303,779,69
2866,E01001038,1817,261,449,1022,85,1952,356,326,1174,96
2867,E01001039,1473,237,250,808,178,1533,327,176,823,207
2868,E01001040,1723,343,379,904,97,1835,412,299,1013,111
2869,E01001051,1555,425,359,614,157,1608,456,312,662,178
2870,E01001052,1449,459,308,599,83,1389,345,303,619,122
2871,E01001054,1715,405,381,770,159,1721,412,359,789,161
2872,E01001056,1863,653,447,678,85,1821,543,413,786,79
2873,E01001057,1826,673,470,636,47,1969,724,411,775,59
2874,E01001033,1617,316,318,844,139,1733,401,289,889,154
2875,E01001034,1526,261,342,843,80,1612,298,254,938,122
2876,E01001041,1627,343,387,818,79,1919,504,336,976,103
2877,E01001095,1472,295,333,774,70,1531,354,244,830,103
2878,E01001100,1476,284,247,799,146,1436,262,225,753,196
2879,E01001053,1511,377,282,728,124,1528,334,294,741,159
2880,E01001055,1597,339,349,719,190,1535,313,277,761,184
2881,E01001077,1398,255,272,745,126,1309,268,185,698,158
2882,E01001078,1405,346,296,659,104,1464,372,256,714,122
2883,E01001082,1629,400,370,731,128,1534,339,295,773,127
2884,E01001120,1265,223,222,674,146,1278,219,217,667,175
2885,E01001122,1546,215,384,803,144,1626,226,432,733,235
2886,E01001123,1513,229,236,774,274,1534,219,227,819,269
2887,E01001124,1567,195,254,843,275,1475,198,184,749,344
2888,E01001125,1652,269,342,860,181,1624,289,237,855,243
2889,E01001058,1330,273,211,710,136,1285,280,192,632,181
2890,E01001059,1402,234,289,765,114,1443,295,249,729,170
2891,E01001060,1584,330,277,850,127,1582,341,213,831,197
2892,E01001061,1541,317,326,774,124,1534,285,287,798,164
2893,E01001065,1336,156,236,756,188,1401,226,172,805,198
2894,E01001066,1368,375,289,598,106,1367,320,265,655,127
2895,E01001119,1476,237,257,848,134,1337,230,180,709,218
2896,E01001126,1404,214,253,739,198,1410,228,201,719,262
2897,E01001032,1395,221,197,712,265,1418,298,162,692,266
2898,E01001101,1427,253,233,769,172,1319,239,197,708,175
2899,E01001102,1459,202,238,708,311,1598,268,186,741,403
2900,E01001107,1617,251,254,898,214,1656,278,217,872,289
2901,E01001108,1716,311,242,930,233,1774,331,211,899,333
2902,E01001076,1598,414,315,742,127,1790,507,297,867,119
2903,E01001079,1687,413,353,746,175,1742,449,310,834,149
2904,E01001080,1678,423,357,679,219,1768,422,289,834,223
2905,E01001081,1414,328,301,640,145,1475,345,271,730,129
2906,E01001073,1448,239,288,792,129,1518,282,259,847,130
2907,E01001092,1775,290,296,868,321,1862,315,263,938,346
2908,E01001093,1746,369,329,895,153,1852,375,300,1009,168
2909,E01001096,1535,265,270,836,164,1393,233,174,742,244
2910,E01001097,2126,310,484,1082,250,2594,534,448,1341,271
2911,E01001098,1460,265,211,828,156,1402,258,180,778,186
2912,E01001028,1624,265,295,834,230,1565,261,227,788,289
2913,E01001029,1588,228,312,839,209,1645,291,266,855,233
2914,E01001030,1415,269,259,745,142,1389,241,213,743,192
2915,E01001031,1466,253,292,791,130,1443,231,216,792,204
2916,E01001094,1583,256,278,831,218,1541,227,248,767,299
2917,E01001103,1675,309,259,803,304,1612,263,225,798,326
2918,E01001105,1730,369,318,858,185,1723,328,299,894,202
2919,E01001121,1303,146,215,750,192,1347,181,160,660,346
2920,E01001069,1380,260,219,720,181,1352,245,165,744,198
2921,E01001070,1720,332,283,857,248,1803,367,278,930,228
2922,E01001075,1554,336,243,817,158,1694,394,244,885,171
2923,E01001099,1480,322,298,773,87,1489,335,240,785,129
2924,E01001015,1440,310,297,739,94,1491,327,228,770,166
2925,E01001016,1713,320,264,925,204,1751,336,249,880,286
2926,E01001023,1315,227,236,691,161,2039,466,309,1074,190
2927,E01001067,1634,308,239,895,192,1638,293,246,864,235
2928,E01001074,1948,381,442,1003,122,2131,436,364,1123,208
2929,E01001068,1936,401,357,1000,178,1918,382,311,974,251
2930,E01001071,1896,409,315,1048,124,1924,390,293,1065,176
2931,E01001072,1487,247,196,792,252,1495,230,181,757,327
2932,E01001104,1673,304,259,941,169,1625,288,247,886,204
2933,E01001017,1624,276,197,958,193,1583,296,192,868,227
2934,E01001024,1429,278,254,786,111,1322,247,164,747,164
2935,E01001025,1298,249,213,682,154,1249,261,141,650,197
2936,E01001026,1733,354,300,924,155,1888,451,263,969,205
2937,E01001027,1587,342,287,830,128,2294,586,302,1197,209
2938,E01001018,1557,265,217,865,210,1607,297,184,877,249
2939,E01001019,1510,240,242,796,232,1486,241,174,785,286
2940,E01001020,1623,283,237,887,216,1662,336,189,856,281
2941,E01001021,1332,282,242,568,240,1398,321,233,632,212
2942,E01001022,1443,213,188,733,309,1401,207,158,684,352
2943,E01000990,1431,346,305,675,105,1434,266,280,731,157
2944,E01001189,1215,259,257,620,79,1168,218,204,628,118
2945,E01001190,1591,372,341,785,93,1457,287,267,802,101
2946,E01001194,1581,361,294,845,81,1675,321,288,963,103
2947,E01032569,1739,456,401,790,92,1805,537,298,898,72
2948,E01001269,2000,427,423,1026,124,1996,438,322,1062,174
2949,E01001271,1808,366,351,965,126,1795,378,298,973,146
2950,E01001309,1836,376,381,948,131,1758,375,322,920,141
2951,E01001310,1803,372,378,952,101,1762,380,324,904,154
2952,E01001311,2089,487,469,1023,110,2182,503,425,1094,160
2953,E01001307,1838,320,429,935,154,1824,367,292,985,180
2954,E01001308,2040,322,455,1033,230,1958,340,327,1038,253
2955,E01001312,1851,360,433,895,163,1785,346,312,916,211
2956,E01001313,1712,297,417,851,147,1581,267,284,850,180
2957,E01001314,1585,289,366,809,121,1547,294,256,817,180
2958,E01001315,1459,310,261,805,83,1350,293,230,725,102
2959,E01001316,1588,390,337,755,106,1499,352,253,800,94
2960,E01001317,1871,434,399,903,135,1951,487,337,1013,114
2961,E01001318,1787,437,364,836,150,1670,413,258,852,147
2962,E01001320,1545,449,344,687,65,1506,418,312,665,111
2963,E01001321,2023,420,383,1012,208,2031,481,323,985,242
2964,E01001270,1727,323,387,873,144,1624,344,282,853,145
2965,E01001319,1498,301,311,746,140,1432,300,275,723,134
2966,E01001322,1703,317,390,880,116,1835,380,306,976,173
2967,E01001323,1732,299,358,931,144,1842,419,271,1003,149
2968,E01001341,1718,335,403,861,119,1740,333,343,934,130
2969,E01001342,1867,373,444,950,100,1890,389,362,1011,128
2970,E01001343,1510,280,334,767,129,1454,274,241,765,174
2971,E01001345,1685,352,384,808,141,1734,331,357,888,158
2972,E01001265,1709,378,355,899,77,1613,355,266,864,128
2973,E01001266,1840,309,448,918,165,1714,266,297,934,217
2974,E01001267,1957,411,368,956,222,1939,421,323,943,252
2975,E01001272,1638,307,368,812,151,1541,311,273,816,141
2976,E01001349,1412,247,329,712,124,1392,275,220,761,136
2977,E01001344,2160,421,455,1138,146,2279,476,354,1265,184
2978,E01001346,1881,371,366,983,161,1864,400,275,962,227
2979,E01001347,1543,255,367,801,120,1795,289,324,988,194
2980,E01001348,1602,297,298,880,127,1577,321,233,870,153
2981,E01001257,1782,476,412,786,108,1792,510,301,862,119
2982,E01001324,1562,354,338,778,92,1681,423,287,851,120
2983,E01001326,1721,415,376,784,146,1733,450,290,831,162
2984,E01001330,1600,378,329,768,125,1683,488,263,817,115
2985,E01001332,1509,346,342,740,81,1471,406,246,723,96
2986,E01001325,1762,401,399,816,146,1706,424,289,805,188
2987,E01001327,1799,380,408,867,144,1750,403,316,875,156
2988,E01001328,1734,444,373,782,135,1744,468,316,825,135
2989,E01001329,1778,432,373,827,146,1756,443,301,831,181
2990,E01001331,1672,489,367,754,62,1574,474,286,741,73
2991,E01001258,1700,323,353,862,162,1590,347,222,845,176
2992,E01001262,1597,339,330,750,178,1555,336,270,747,202
2993,E01001263,1674,362,390,806,116,1726,436,274,859,157
2994,E01001264,1659,381,305,789,184,1608,358,257,795,198
2995,E01032743,2169,661,528,948,32,2360,690,427,1137,106
2996,E01032744,1518,326,302,686,204,1564,401,211,774,178
2997,E01001276,1793,331,440,908,114,1891,323,387,1025,156
2998,E01001277,1858,301,515,898,144,1962,343,371,1073,175
2999,E01001278,1960,345,438,995,182,2077,408,382,1095,192
3000,E01001280,1737,273,362,926,176,1830,455,268,937,170
3001,E01001218,1919,425,429,904,161,1837,424,325,862,226
3002,E01001260,1902,343,413,946,200,1847,365,324,949,209
3003,E01001261,2190,388,618,1030,154,2204,451,417,1148,188
3004,E01001268,1743,354,298,892,199,1587,368,215,776,228
3005,E01001209,1710,388,264,942,116,1552,295,232,853,172
3006,E01001211,1705,301,317,922,165,1626,306,217,877,226
3007,E01001279,1466,253,211,832,170,1472,319,195,742,216
3008,E01001281,1595,334,213,829,219,1472,322,210,706,234
3009,E01001217,1545,303,353,757,132,1403,278,238,725,162
3010,E01001259,1465,279,319,753,114,1383,298,192,719,174
3011,E01001291,1647,335,378,821,113,1534,375,222,808,129
3012,E01001292,1718,296,443,838,141,1507,256,257,806,188
3013,E01001293,1606,313,405,767,121,1467,281,271,785,130
3014,E01001196,1771,343,426,819,183,1698,352,298,876,172
3015,E01001238,2875,423,1006,1368,78,4600,478,2327,1677,118
3016,E01001239,1554,288,457,740,69,1457,247,307,803,100
3017,E01001246,1364,283,307,689,85,1703,306,391,914,92
3018,E01001247,2175,360,686,992,137,2364,448,543,1196,177
3019,E01001210,1681,361,336,805,179,1711,397,285,795,234
3020,E01001282,1555,322,288,767,178,1429,300,193,743,193
3021,E01001283,1586,314,230,839,203,1395,271,181,735,208
3022,E01001285,1697,384,370,831,112,1657,395,316,788,158
3023,E01001286,1679,389,347,822,121,1542,410,256,751,125
3024,E01001287,1441,358,311,694,78,1352,334,263,644,111
3025,E01001294,1907,353,499,930,125,1895,428,279,991,197
3026,E01001295,1834,361,401,934,138,1654,331,264,906,153
3027,E01001296,1480,275,395,703,107,1330,229,229,729,143
3028,E01001297,1822,357,466,872,127,1644,343,274,864,163
3029,E01001298,1935,336,438,910,251,1737,323,271,904,239
3030,E01001204,1591,276,315,853,147,1472,260,252,764,196
3031,E01001205,1563,334,409,756,64,1577,414,258,777,128
3032,E01001206,1706,509,402,739,56,1352,358,290,625,79
3033,E01001207,1574,236,343,894,101,1634,309,258,937,130
3034,E01001208,1373,323,200,723,127,1255,267,179,607,202
3035,E01001212,1657,240,263,887,267,1678,250,239,846,343
