,OA code,price,"Price (central estimate, natural log scale)",oa,Unnamed: 0
2447,E00002539,376545.9507663826,12.8387953659632,E00002539,5.777032504479091
2448,E00002540,413578.17313703086,12.9326018279043,E00002540,5.867839813232422
2449,E00002541,383222.72489350894,12.8563716262785,E00002541,5.72209008038044
2450,E00002542,392173.93289604504,12.8794607267315,E00002542,6.061942124366761
2451,E00002544,295948.36793940194,12.5979402854539,E00002544,5.61871890399767
2452,E00002545,330351.9416079896,12.7079138548677,E00002545,5.74187589608706
2453,E00002546,338671.1675702236,12.7327849084337,E00002546,5.732168899263654
2454,E00002547,348358.20893020555,12.7609865653599,E00002547,5.886266994476318
2455,E00002548,347054.5820913734,12.7572373436524,E00002548,5.782837829806588
2456,E00002549,319755.70981803606,12.6753125764139,E00002549,5.617655175072806
2457,E00002550,353742.16179286357,12.7763235702181,E00002550,5.968622954686483
2458,E00002552,359091.92694320553,12.7913336986003,E00002552,5.79505291250017
2459,E00002553,366340.1363632006,12.8113175151454,E00002553,5.692740588188172
2460,E00002554,337922.0041426973,12.7305703908624,E00002554,5.701331114768982
2461,E00002555,344634.11195255956,12.7502385881726,E00002555,5.830494781335195
2462,E00002556,355195.81450043555,12.7804245065297,E00002556,5.750572204589844
2463,E00002558,255957.37453867894,12.4527662038898,E00002558,5.338212302327156
2464,E00002559,293456.24398484454,12.5894838236093,E00002559,5.2737474083900455
2465,E00002560,300048.09189685405,12.6116980471135,E00002560,5.542896319838131
2466,E00002561,333895.91946236865,12.7185846050196,E00002561,5.870997296439277
2467,E00002562,238965.2742204992,12.3840735242086,E00002562,5.2306243647699775
2468,E00002563,294135.60551930923,12.5917961832438,E00002563,4.914054095745087
2469,E00002564,291289.04636185354,12.5820713396379,E00002564,5.495113213857015
2470,E00002565,307701.58908028033,12.6368857256786,E00002565,5.644673515249182
2471,E00002566,293469.8325265063,12.5895301277086,E00002566,5.262142658233643
2472,E00002567,345966.8475247084,12.7540982330466,E00002567,5.648078653547499
2473,E00002568,303890.9661057274,12.6244242519271,E00002568,5.464868114544795
2474,E00002569,326605.47119458125,12.6965082113518,E00002569,5.45537997285525
2475,E00002570,315106.2824034549,12.6606652653551,E00002570,5.490337719519933
2476,E00002571,531592.1044624437,13.1836317533077,E00002571,5.680236751383001
2477,E00002572,481008.3856699545,13.0836399827612,E00002572,5.529734671115875
2478,E00002573,500955.91121351154,13.1242733746248,E00002573,5.810605600476265
2479,E00002575,503013.8573711884,13.1283729981481,E00002575,5.647528321315081
2480,E00002576,531813.2560384755,13.1840476842169,E00002576,5.889748737215996
2481,E00002577,426115.5936099357,12.9624659349459,E00002577,6.005478278795878
2482,E00002578,518944.64008823887,13.1595524899621,E00002578,5.808262839036829
2483,E00002579,428640.75467109104,12.9683744453944,E00002579,6.076401058365317
