,lsoa,popden2011,popden2021
1168,E01003637,195.6,200.74400000000003
1169,E01003491,190.8,191.304
1170,E01003592,125.9,129.138
1171,E01003599,120.2,123.134
1172,E01003535,33.9,37.292
1173,E01003536,105.4,121.281
1174,E01003621,248.8,246.567
1175,E01003622,66.7,75.373
1176,E01003623,64.6,64.498
1177,E01003523,99.4,119.90299999999999
1178,E01003527,107.9,111.26
1179,E01003537,106.3,111.39200000000001
1180,E01003542,147.1,166.468
1181,E01003624,110.7,118.195
1182,E01003492,212,216.17
1183,E01003494,193.8,200.18900000000002
1184,E01003495,177.8,174.81
1185,E01003594,149.1,157.759
1186,E01003595,165.6,195.676
1187,E01003602,166.5,183.47299999999998
1188,E01003607,131.1,150.756
1189,E01003496,76.3,70.855
1190,E01003498,74.7,80.10300000000001
1191,E01003500,27.9,27.923000000000002
1192,E01003593,142.5,138.60299999999998
1193,E01003601,60.2,62.245
1194,E01003603,96,95.661
1195,E01003605,199.1,195.09900000000002
1196,E01003608,222.8,218.71
1197,E01003538,119.8,122.70100000000001
1198,E01003539,89.3,101.329
1199,E01003540,88.3,97.785
1200,E01003541,116.1,125.59
1201,E01003499,133.8,139.261
1202,E01003501,128.7,148.674
1203,E01003502,121.8,177.24
1204,E01003503,115.9,195.921
1205,E01003507,148.8,159.113
1206,E01003508,122.7,195.715
1207,E01003509,187.2,197.987
1208,E01003604,106.6,103.479
1209,E01003483,60.7,67.428
1210,E01003484,160.2,177.493
1211,E01003516,137.9,140.03
1212,E01003518,88.3,90.698
1213,E01003519,253.6,260.289
1214,E01003480,76.3,70.44800000000001
1215,E01003486,55.1,55.195
1216,E01003487,110.3,108.675
1217,E01003497,25.2,24.195999999999998
1218,E01003506,139.4,134.181
1219,E01033584,105.9,113.081
1220,E01003479,49.8,51.14
1221,E01003481,30.3,28.385
1222,E01003485,103.8,111.714
1223,E01003513,44.4,43.668
1224,E01003511,152,209.597
1225,E01003512,139.9,153.488
1226,E01003514,85,93.198
1227,E01003515,24.1,28.256999999999998
1228,E01003517,61,68.634
1229,E01003611,120.3,130.821
1230,E01033580,181.4,168.095
1231,E01033581,13.6,14.645999999999999
1232,E01033582,84.6,88.40799999999999
1233,E01004029,170.4,184.986
1234,E01004032,124.2,109.663
1235,E01004053,124.5,124.96700000000001
1236,E01004054,134.3,124.289
1237,E01004055,65.6,67.598
1238,E01003929,90,84.56
1239,E01003934,60.4,82.204
1240,E01003935,95.4,90.678
1241,E01003939,120.8,128.832
1242,E01003976,162.9,199.583
1243,E01032637,311,260.697
1244,E01032638,285.5,272.772
1245,E01032640,282.4,227.47299999999998
1246,E01032646,127.7,123.271
1247,E01032803,220.4,248.515
1248,E01032834,321,288.732
1249,E01003975,199.3,217.604
1250,E01004023,134.7,144.776
1251,E01004028,137.8,201.417
1252,E01003938,235,237.84099999999998
1253,E01003940,272.6,291.743
1254,E01003941,202.7,211.94
1255,E01003942,137.4,158.888
1256,E01003979,106.6,118.49600000000001
1257,E01003981,88,79.285
1258,E01004030,155.2,159.251
1259,E01004031,48.3,61.028
1260,E01004033,104.5,166.989
1261,E01004034,116.7,121.396
1262,E01004036,207.8,218.16299999999998
1263,E01004056,110.1,123.573
1264,E01004057,61.6,91.87899999999999
1265,E01004058,121.1,122.294
1266,E01004059,47.4,66.029
1267,E01004060,194.4,201.329
1268,E01003936,195.9,175.767
1269,E01003937,161.8,160.167
1270,E01003943,225.2,245.72400000000002
1271,E01003977,129.3,144.78
1272,E01004037,131.7,136.548
1273,E01004038,109,111.685
1274,E01004042,115.8,132.409
1275,E01004043,114.3,113.568
1276,E01003986,68.5,87.916
1277,E01003987,129.4,133.94
1278,E01004024,154.5,163.455
1279,E01004035,72.3,63.576
1280,E01003960,147,139.937
1281,E01003961,170.6,172.11599999999999
1282,E01003994,105.7,128.984
1283,E01003980,98.2,103.146
1284,E01004039,183.2,180.257
1285,E01004040,161.5,171.053
1286,E01004041,216.1,212.37
1287,E01004044,199.3,204.83599999999998
1288,E01003992,202.4,216.076
1289,E01003995,215.6,214.019
1290,E01003998,142.2,152.457
1291,E01003999,164.1,169.762
1292,E01032639,184.4,214.92700000000002
1293,E01032719,291.8,348.19300000000004
1294,E01003966,189.7,209.921
1295,E01003971,284,224.21400000000003
1296,E01003963,277.4,289.226
1297,E01003972,227.2,201.511
1298,E01003973,186.2,186.343
1299,E01003923,146.2,137.658
1300,E01003969,65.4,86.589
1301,E01003991,153.1,161.139
1302,E01003993,199.7,235.39
1303,E01003997,159.6,170.75099999999998
1304,E01003983,172.2,159.506
1305,E01003988,56.7,52.45
1306,E01003989,79.9,92.12899999999999
1307,E01003990,149.2,161.372
1308,E01004007,157.8,180.601
1309,E01003912,195,239.21599999999998
1310,E01004011,184.9,184.79
1311,E01004012,177.8,166.856
1312,E01004013,158.3,160.994
1313,E01004014,194.5,233.187
1314,E01003911,176.9,185.93099999999998
1315,E01003916,145.1,159.629
1316,E01003917,159.2,169.148
1317,E01003918,184.6,168.77900000000002
1318,E01003925,151.5,230.011
1319,E01003919,118.6,104.406
1320,E01003920,213.3,242.463
1321,E01003921,122.5,160.553
1322,E01003922,138.2,161.183
1323,E01003924,242.5,263.145
1324,E01003926,133,130.561
1325,E01004008,213.2,207.769
1326,E01004010,118.7,117.094
1327,E01004067,93.1,95.05799999999999
1328,E01003984,121.2,138.285
1329,E01004003,134.8,144.339
1330,E01004004,127.6,133.878
1331,E01004005,144.7,151.43200000000002
1332,E01004006,130,122.919
1333,E01003913,78.5,86.788
1334,E01003914,126.5,127.404
1335,E01003915,199.2,189.938
1336,E01004050,79.9,75.244
1337,E01004052,102.1,101.15799999999999
1338,E01004061,83.8,79.368
1339,E01004062,119.4,133.13299999999998
1340,E01004063,111.4,107.053
1341,E01004065,135.8,134.283
1342,E01004066,151.4,146.634
1343,E01004000,115.9,120.025
1344,E01004001,88.9,90.435
1345,E01004019,169.5,155.336
1346,E01004064,120.6,118.49799999999999
1347,E01004068,109.2,101.65299999999999
1348,E01004045,243.7,254.327
1349,E01004047,157.6,162.352
1350,E01004048,39.3,40.251999999999995
1351,E01004049,155.8,125.23299999999999
1352,E01004051,91.5,85.04299999999999
1353,E01003953,102.7,99.45700000000001
1354,E01003955,130.3,135.653
1355,E01004015,27.2,31.55
1356,E01004021,139,139.42
1357,E01004046,110.6,105.68700000000001
1358,E01004002,47.7,50.519
1359,E01004016,41.1,45.318000000000005
1360,E01004017,43.5,46.13399999999999
1361,E01004020,88.4,89.17299999999999
1362,E01003952,124.1,125.37899999999999
1363,E01003954,158.1,157.468
1364,E01003956,145.9,160.0
1365,E01004071,125.7,121.57600000000001
1366,E01004072,61.7,59.425
1367,E01004069,15.7,14.113
1368,E01004070,61.7,60.715
1369,E01004073,96.7,94.985
1370,E01004074,53.3,48.206
1371,E01004075,31.4,29.088
1372,E01003949,82.3,82.67399999999999
1373,E01003950,77.9,81.48
1374,E01003957,105.9,106.04299999999999
1375,E01003958,107.6,121.684
1376,E01004018,70.6,70.359
1377,E01003945,19.8,20.683000000000003
1378,E01003946,38.6,41.485
1379,E01003947,108.6,115.104
1380,E01003948,58.5,65.458
1381,E01003951,14.4,14.052
1382,E01003930,138.9,182.637
1383,E01003932,128.6,126.00200000000001
1384,E01003933,79.2,107.28200000000001
1385,E01032583,104.4,134.868
1386,E01032584,147.7,155.3
1387,E01004222,179.5,197.54
1388,E01004223,35.1,37.407
1389,E01004226,187.5,259.375
1390,E01004198,160.9,156.842
1391,E01004199,237.2,245.65200000000002
1392,E01004201,119.9,130.123
1393,E01004228,146.6,153.428
1394,E01004230,133.1,135.909
1395,E01004232,86.1,92.499
1396,E01004233,218.9,265.223
1397,E01004234,38.7,44.687
1398,E01004229,142.4,136.57399999999998
1399,E01004231,165.4,151.148
1400,E01032764,40,72.669
1401,E01032765,183.7,216.543
1402,E01032784,234,264.142
1403,E01004200,273.3,261.672
1404,E01004202,152,179.947
1405,E01004203,169.1,171.863
1406,E01004204,187.2,221.065
1407,E01004311,179.2,217.571
1408,E01004315,170.3,165.27200000000002
1409,E01004259,129.3,131.50799999999998
1410,E01004260,182.5,181.957
1411,E01004263,174.1,169.44799999999998
1412,E01004266,188.2,176.857
1413,E01004235,345.6,330.47900000000004
1414,E01004236,164.3,152.047
1415,E01004237,177.3,234.303
1416,E01004239,154.5,166.011
1417,E01004312,234.9,219.28099999999998
1418,E01004313,248.8,258.51599999999996
1419,E01004316,323.3,296.01099999999997
1420,E01004264,252.8,237.007
1421,E01032785,185.4,345.60400000000004
1422,E01032786,267.8,276.844
1423,E01004207,206.4,207.872
1424,E01004209,169.9,172.512
1425,E01004212,202.7,254.1
1426,E01032787,241.9,231.10299999999998
1427,E01004240,209.6,194.233
1428,E01004241,138.8,143.151
1429,E01004267,83.8,104.36399999999999
1430,E01004268,345.1,342.166
1431,E01004205,155.9,163.064
1432,E01004206,194,190.377
1433,E01004208,122.1,122.25
1434,E01004211,88.8,98.90700000000001
1435,E01004270,76.2,82.48100000000001
1436,E01004271,165.7,256.83
1437,E01004272,221.4,281.435
1438,E01004306,147.7,151.232
1439,E01004307,101.9,108.803
1440,E01004308,177.4,172.989
1441,E01004309,224.9,220.268
1442,E01004310,214.5,220.044
1443,E01004283,153.3,144.444
1444,E01004287,254.5,264.395
1445,E01004289,175.8,184.19
1446,E01004290,126.9,192.683
1447,E01004322,91.1,98.801
1448,E01004323,207.4,229.986
1449,E01004324,206.8,209.843
1450,E01004326,172.5,225.179
1451,E01004245,72.5,138.469
1452,E01004248,125.7,177.778
1453,E01004249,112.5,134.158
1454,E01004286,151.5,158.782
1455,E01004288,157.6,180.15599999999998
1456,E01004243,153.4,133.19
1457,E01004244,137.1,149.018
1458,E01004247,162.5,221.84900000000002
1459,E01004319,210.3,279.065
1460,E01004321,174.7,205.95
1461,E01032767,117.9,116.456
1462,E01004298,178.3,174.53799999999998
1463,E01004300,258.4,277.778
1464,E01004304,190.4,207.782
1465,E01004305,214.3,204.386
1466,E01004251,163.6,202.514
1467,E01004255,172.3,168.903
1468,E01004258,154.5,153.493
1469,E01004256,120.7,117.934
1470,E01004257,149.9,177.725
1471,E01004301,161.9,173.59400000000002
1472,E01004302,399,335.815
1473,E01004303,106.5,131.637
1474,E01032768,185.1,188.984
1475,E01032769,119.8,132.05100000000002
1476,E01004292,115.9,111.39200000000001
1477,E01004295,186.5,246.37099999999998
1478,E01004296,118.9,180.0
1479,E01004291,159.1,167.045
1480,E01004293,65.1,60.358000000000004
1481,E01004297,151.7,163.28799999999998
1482,E01004219,115,136.391
1483,E01004221,141.3,148.34799999999998
1484,E01032776,133.5,260.985
1485,E01032777,98.4,110.458
1486,E01032779,365.4,476.27099999999996
1487,E01032780,37.8,58.4
1488,E01004214,248.4,240.0
1489,E01004216,178.5,199.554
1490,E01004217,42.2,50.315
1491,E01004218,119,132.349
1492,E01004274,232.4,230.389
1493,E01004275,135.5,181.255
1494,E01004276,248.6,250.856
1495,E01004281,140.9,158.267
1496,E01032783,167.8,159.31799999999998
1497,E01004280,137.9,141.903
1498,E01032770,271.9,486.728
1499,E01032772,139.4,295.7
1500,E01032774,63.6,88.339
1501,E01004277,37.8,36.376
1502,E01032771,31.4,44.008
1503,E01032781,281.7,313.358
1504,E01032782,210.4,292.70799999999997
1505,E01004560,28.3,28.09
1506,E01004566,164.8,176.761
1507,E01004582,159.7,163.52200000000002
1508,E01004583,119.8,113.395
1509,E01004563,126.8,140.944
1510,E01004564,46.3,49.058
1511,E01004567,194.4,194.97099999999998
1512,E01033098,30.8,52.088
1513,E01033100,108.7,163.66
1514,E01033132,39.3,77.423
1515,E01004539,154.5,153.82399999999998
1516,E01004540,150.3,161.183
1517,E01004577,168.9,159.483
1518,E01004584,331.4,334.496
1519,E01004579,137.6,159.37
1520,E01004580,192.6,195.018
1521,E01004581,159.4,156.091
1522,E01033099,99.2,181.521
1523,E01033133,200.2,198.33900000000003
1524,E01004565,192.1,190.05700000000002
1525,E01004590,122.3,129.461
1526,E01004591,140,153.468
1527,E01004592,169.9,175.783
1528,E01004604,44.9,41.647
1529,E01004605,88.8,93.914
1530,E01004606,154.3,158.129
1531,E01004607,102.9,96.964
1532,E01004608,174.8,173.493
1533,E01004535,228.9,242.428
1534,E01004537,159.7,175.891
1535,E01004538,176,217.942
1536,E01004541,172.9,178.82
1537,E01004534,72.1,74.91199999999999
1538,E01004536,135.9,155.732
1539,E01004552,185.8,184.89700000000002
1540,E01004585,142.2,141.113
1541,E01004588,116.9,120.311
1542,E01004554,39.4,40.653
1543,E01004556,161.8,165.261
1544,E01004586,207.8,217.546
1545,E01004587,161.5,168.675
1546,E01004589,182,192.605
1547,E01004511,106.3,98.575
1548,E01004602,118.8,119.089
1549,E01004609,104.3,103.84100000000001
1550,E01033135,106.1,118.09100000000001
1551,E01004506,95.2,109.75200000000001
1552,E01004638,53,50.273999999999994
1553,E01004639,76.5,75.69800000000001
1554,E01004640,106.9,101.023
1555,E01004641,92,90.944
1556,E01004508,146.8,145.70600000000002
1557,E01004510,117.2,111.145
1558,E01004514,102.9,111.23299999999999
1559,E01004515,161.5,160.687
1560,E01004551,82.7,73.44
1561,E01004568,72.1,76.376
1562,E01004574,86.1,100.523
1563,E01004575,33.5,34.918
1564,E01004576,35.1,36.025
1565,E01004500,102.4,121.57700000000001
1566,E01004501,96,93.083
1567,E01004503,84.4,85.96
1568,E01004505,81.1,81.225
1569,E01004507,101.5,142.739
1570,E01004553,82.2,88.421
1571,E01004557,142.3,159.704
1572,E01004558,75.5,81.493
1573,E01004559,78.9,82.93799999999999
1574,E01004619,27.5,26.35
1575,E01004572,21.1,21.414
1576,E01004642,84.4,95.955
1577,E01004643,99.6,116.164
1578,E01004644,49.3,63.791000000000004
1579,E01004645,131,133.46
1580,E01004477,81.4,80.642
1581,E01004478,161.7,165.89
1582,E01004479,107.3,104.854
1583,E01004550,106.6,94.514
1584,E01004555,120.5,123.055
1585,E01004494,137.8,147.643
1586,E01004513,122.4,126.706
1587,E01004601,73.7,80.973
1588,E01004493,126.2,139.498
1589,E01004512,129.8,126.215
1590,E01004620,153.6,158.209
1591,E01004621,38.5,38.543
1592,E01004623,116.3,118.846
1593,E01004627,145.6,142.67700000000002
1594,E01004499,113.7,115.165
1595,E01004502,116.4,115.40100000000001
1596,E01004504,68.1,68.172
1597,E01004594,115.3,118.37200000000001
1598,E01004596,137.5,137.15
1599,E01004629,66.3,65.219
1600,E01004472,133.3,135.92700000000002
1601,E01004474,126.3,136.561
1602,E01004476,85.1,94.277
1603,E01004542,123,119.181
1604,E01004544,149.3,149.659
1605,E01004628,101,102.76700000000001
1606,E01004630,154.1,154.705
1607,E01004631,95,116.512
1608,E01004633,195.9,199.87900000000002
1609,E01004569,84.8,82.795
1610,E01004570,162,164.007
1611,E01004571,137,150.489
1612,E01004573,9.5,10.013
1613,E01004495,130.4,134.55
1614,E01004496,110.6,109.163
1615,E01004497,86.5,89.70100000000001
1616,E01004622,112,91.304
1617,E01004624,39.6,39.164
1618,E01004593,85.2,90.17200000000001
1619,E01004595,78.2,80.124
1620,E01004597,129.7,135.361
1621,E01004598,123.4,150.385
1622,E01004599,136.7,141.336
1623,E01004473,156.1,162.96
1624,E01004475,134,143.947
1625,E01004480,209.5,218.12400000000002
1626,E01004483,46.7,46.257
1627,E01004484,49,48.183
1628,E01004486,54.8,52.856
1629,E01004543,85.4,83.15799999999999
1630,E01004545,107.5,131.94799999999998
1631,E01004546,164.6,163.755
1632,E01004549,134.5,135.012
1633,E01004625,56.1,52.854
1634,E01004626,32.3,31.927
1635,E01004632,55.1,54.653999999999996
1636,E01004634,119.5,120.13
1637,E01004635,100.5,101.838
1638,E01004636,95.4,95.499
1639,E01004637,103.9,103.242
1640,E01004481,164.3,159.688
1641,E01004488,140.6,123.469
1642,E01004547,121.3,122.865
1643,E01004548,123.6,122.725
1644,E01004482,134,131.392
1645,E01004485,108.8,112.899
1646,E01004487,147.7,141.825
1647,E01004489,79.5,75.27600000000001
1648,E01004490,119,123.719
1649,E01004491,124.9,145.703
1650,E01004492,62.2,62.952
1651,E01004498,150.8,149.16
1652,E01004532,165,159.756
1653,E01004611,130.6,126.08
1654,E01004612,148.5,133.056
1655,E01004618,132.5,128.84
1656,E01004531,199.3,203.815
1657,E01004533,159.8,165.486
1658,E01004610,69.1,69.298
1659,E01004613,160.4,168.222
1660,E01004614,145.2,138.608
1661,E01004615,101.2,92.463
1662,E01004616,204.3,179.206
1663,E01004617,38.9,44.24100000000001
1664,E01004525,132.7,138.065
1665,E01004526,154.2,171.332
1666,E01004527,164.1,165.239
1667,E01004528,107.3,116.655
1668,E01004529,170.4,171.673
1669,E01004530,138.6,128.403
1670,E01004516,84.6,81.665
1671,E01004518,138.1,137.184
1672,E01004519,130,129.308
1673,E01004520,120,123.286
1674,E01004523,52.6,54.385
1675,E01004517,129.6,149.208
1676,E01004521,160.7,167.572
1677,E01004522,140.8,147.65200000000002
1678,E01004524,126.3,139.002
1679,E01004647,75.9,71.311
1680,E01004649,87.4,71.727
1681,E01004724,218.2,234.94400000000002
1682,E01004730,37.1,32.452
1683,E01004646,77,80.627
1684,E01004648,112.1,108.509
1685,E01004650,113.5,103.182
1686,E01004710,128.2,151.513
1687,E01004711,220,253.291
1688,E01004651,201.9,177.5
1689,E01004725,59.2,47.453
1690,E01004726,96.8,90.948
1691,E01004728,208,194.12599999999998
1692,E01004729,270.7,246.28099999999998
1693,E01004718,265.5,251.55599999999998
1694,E01004719,197.2,188.43
1695,E01004720,169.1,192.549
1696,E01004721,170,159.593
1697,E01004722,310.6,333.54
1698,E01004674,240,216.62900000000002
1699,E01004675,253.5,261.043
1700,E01004677,255.3,241.35
1701,E01004678,230.4,225.892
1702,E01004679,280.1,258.17
1703,E01004723,228.2,232.225
1704,E01004676,204.7,182.238
1705,E01004706,114.7,105.735
1706,E01004707,151.6,142.746
1707,E01004708,195.6,189.532
1708,E01004756,303,256.397
1709,E01004701,204.3,194.44400000000002
1710,E01004703,111.1,95.958
1711,E01004705,215.1,182.28400000000002
1712,E01004709,188.4,190.766
1713,E01004659,157.9,142.945
1714,E01004660,261.5,210.132
1715,E01004712,167.3,144.32299999999998
1716,E01004727,17.9,13.655999999999999
1717,E01004670,326,326.233
1718,E01004702,158.1,170.907
1719,E01033598,233.9,257.25
1720,E01033601,287.9,364.154
1721,E01033602,280.2,262.823
1722,E01033603,267.7,254.217
1723,E01033604,171.4,163.8
1724,E01033605,277.6,222.524
1725,E01004754,196.3,226.265
1726,E01004755,191.9,213.032
1727,E01004757,129.3,134.061
1728,E01032512,151.1,141.939
1729,E01032513,254.2,231.52
1730,E01004713,105.2,75.618
1731,E01004714,63.3,49.088
1732,E01004716,79.7,58.398999999999994
1733,E01004717,153.2,127.992
1734,E01004762,70.6,52.831
1735,E01004657,119.2,97.74600000000001
1736,E01004658,153.1,149.754
1737,E01004661,139.2,150.49
1738,E01004662,209.6,147.321
1739,E01004663,177.8,152.967
1740,E01004715,161.3,164.24
1741,E01004763,72.4,68.665
1742,E01004765,75.5,69.675
1743,E01004653,199.6,215.639
1744,E01004654,192.4,207.02200000000002
1745,E01004656,139.3,130.007
1746,E01004760,227,235.75400000000002
1747,E01004680,130.6,109.04299999999999
1748,E01004683,127.9,114.781
1749,E01004684,201.9,167.416
1750,E01004686,243.1,222.417
1751,E01033593,122.4,187.446
1752,E01033594,65.1,71.395
1753,E01004681,120.9,104.60799999999999
1754,E01004682,165.1,136.938
1755,E01004694,177.2,143.84799999999998
1756,E01004697,273.1,242.419
1757,E01004700,307.1,258.087
1758,E01004652,391.5,343.61699999999996
1759,E01004693,171.1,148.225
1760,E01004695,230.8,190.56900000000002
1761,E01004696,237.8,216.642
1762,E01004698,166.6,142.888
1763,E01004699,194.4,150.429
1764,E01004734,60.7,52.015
1765,E01004735,38.2,42.683
1766,E01004736,14.7,12.307
1767,E01004761,37.4,23.164
1768,E01004687,90.1,71.22
1769,E01004690,59.2,45.07
1770,E01004691,43.2,32.989000000000004
1771,E01004692,103.9,67.836
1772,E01004731,26.4,29.67
1773,E01004732,208.6,187.53599999999997
1774,E01004733,45.3,47.20399999999999
1775,E01004744,124.5,134.47299999999998
1776,E01004748,166.2,139.748
1777,E01004740,306.1,267.418
1778,E01004743,284.9,306.122
1779,E01004746,356.4,308.395
1780,E01004747,206.6,201.385
1781,E01004742,297.9,269.379
1782,E01004749,177.6,158.606
1783,E01004751,210.6,202.364
1784,E01004752,437,379.38699999999994
1785,E01004753,306.3,296.453
1786,E01004668,261.9,258.182
1787,E01004750,69,61.812
1788,E01033597,168.9,172.55599999999998
1789,E01033599,239.1,197.72
1790,E01004665,309.2,303.975
1791,E01004669,234.7,239.028
1792,E01004737,161.2,150.743
1793,E01004741,226.1,228.952
1794,E01000027,11.6,14.12
1795,E01000028,107.7,126.35600000000001
1796,E01000029,62.4,70.806
1797,E01000030,66.9,89.49
1798,E01000031,19.2,20.986
1799,E01000032,43.4,55.34
1800,E01000110,72.8,80.832
1801,E01000111,61.8,72.657
1802,E01000112,67.4,71.027
1803,E01000113,109.1,129.5
1804,E01000034,28.1,30.666
1805,E01000037,72.3,72.708
1806,E01000038,67.6,75.479
1807,E01000039,10.5,11.437999999999999
1808,E01000063,89.4,98.124
1809,E01000100,78.2,91.82
1810,E01000101,92.3,103.661
1811,E01000114,81.6,94.41799999999999
1812,E01000033,93.7,106.194
1813,E01000060,32.9,39.644
1814,E01000061,29.1,31.531999999999996
1815,E01000062,88.2,100.226
1816,E01000064,90.7,109.962
1817,E01000065,74.3,84.846
1818,E01000078,94.8,108.02
1819,E01000080,67.3,76.827
1820,E01000081,90.9,106.351
1821,E01000082,104.7,119.042
1822,E01000083,94.5,106.67
1823,E01000102,60.9,70.57
1824,E01000021,93.3,99.53
1825,E01000022,102.4,115.12100000000001
1826,E01000024,103.9,115.47399999999999
1827,E01000025,104.9,125.163
1828,E01000077,83.1,98.90700000000001
1829,E01000015,79.9,86.17200000000001
1830,E01000016,82.3,93.109
1831,E01000017,100.6,108.712
1832,E01000018,91.9,102.12799999999999
1833,E01000079,49.9,55.426
1834,E01000035,40.5,46.81399999999999
1835,E01000036,32.3,35.109
1836,E01000107,31.1,33.321
1837,E01000108,64.4,79.1
1838,E01000066,78.7,102.042
1839,E01000067,102.3,116.208
1840,E01000069,87.9,104.539
1841,E01000070,50.4,52.91
1842,E01000071,83.3,96.305
1843,E01000057,101.3,104.94200000000001
1844,E01000073,56.9,64.933
1845,E01000074,95.4,107.125
1846,E01000075,33.5,40.201
1847,E01000076,104.2,113.319
1848,E01000013,79.9,90.038
1849,E01000014,48.5,51.318999999999996
1850,E01000059,75.9,82.014
1851,E01000084,90.3,95.867
1852,E01000085,118.2,113.28299999999999
1853,E01000086,102.1,103.426
1854,E01000103,24,25.281999999999996
1855,E01000104,80.9,86.96600000000001
1856,E01000105,96.4,105.568
1857,E01000106,89.7,100.59299999999999
1858,E01000007,69.6,145.4
1859,E01000008,79.1,92.71700000000001
1860,E01000012,136.8,167.023
1861,E01000006,116.2,125.853
1862,E01000009,138.6,141.048
1863,E01000011,178.2,185.49599999999998
1864,E01000044,105.4,116.413
1865,E01000068,46.8,52.841
1866,E01000041,110.2,120.708
1867,E01000042,77.3,81.40100000000001
1868,E01000045,55.3,57.761
1869,E01000046,114.4,125.788
1870,E01000072,38.3,41.31100000000001
1871,E01000054,100.4,109.287
1872,E01000055,106.4,116.781
1873,E01000056,65,69.869
1874,E01000058,101.5,117.179
1875,E01000095,6.9,9.822000000000001
1876,E01000040,91.9,110.07600000000001
1877,E01000043,51,57.695
1878,E01000050,120.6,133.55100000000002
1879,E01000052,100.9,118.57799999999999
1880,E01000053,82.1,89.38600000000001
1881,E01000087,36,43.908
1882,E01000088,80.7,87.235
1883,E01000089,114.5,125.361
1884,E01000090,8.1,8.741
1885,E01000049,85.8,92.935
1886,E01000051,288.9,166.21599999999998
1887,E01033587,61.3,91.301
1888,E01000091,69.6,84.931
1889,E01000093,52.7,61.571999999999996
1890,E01000094,22,40.819
1891,E01000096,31.5,27.523000000000003
1892,E01000019,76.5,90.448
1893,E01000020,98,117.041
1894,E01000097,93.9,107.868
1895,E01000098,99.5,110.376
1896,E01000099,55.9,89.64200000000001
1897,E01032580,105.9,120.876
1898,E01000248,61.3,62.888000000000005
1899,E01000249,18.8,19.843
1900,E01000250,38.4,44.858999999999995
1901,E01000254,10.1,10.479000000000001
1902,E01000292,51,53.663999999999994
1903,E01000293,62.9,64.766
1904,E01000167,21.7,23.081
1905,E01000246,14,14.120999999999999
1906,E01000247,63.7,63.806999999999995
1907,E01000251,82.7,101.435
1908,E01000252,68.5,73.01
1909,E01000166,42.8,43.818999999999996
1910,E01000168,49.8,48.29600000000001
1911,E01000169,62.5,68.38600000000001
1912,E01000172,30.8,31.078000000000003
1913,E01000285,71.7,74.86399999999999
1914,E01000287,58.1,59.63399999999999
1915,E01000288,46.6,45.875
1916,E01000289,64.6,56.294
1917,E01000291,63.1,62.54
1918,E01000294,48.3,54.696000000000005
1919,E01000267,54.4,54.633
1920,E01000268,68.9,82.211
1921,E01000269,52.5,51.031000000000006
1922,E01000270,58.8,61.31
1923,E01000170,55.2,64.283
1924,E01000171,55.5,68.73899999999999
1925,E01000173,47,46.213
1926,E01000174,91.7,93.365
1927,E01000175,31.6,40.555
1928,E01000228,5.1,4.976
1929,E01000253,5.1,5.972
1930,E01000279,2.9,2.707
1931,E01000280,13.6,13.158
1932,E01000286,58.4,63.782
1933,E01000290,7.6,7.917000000000001
1934,E01000271,42.9,47.881
1935,E01000272,28.5,30.366
1936,E01000273,46.2,50.698
1937,E01000281,46.8,66.456
1938,E01000282,32.2,34.196999999999996
1939,E01000115,54.2,50.912
1940,E01000116,70.1,71.166
1941,E01000119,42.3,45.118
1942,E01000120,61.4,60.996
1943,E01000122,62.3,64.041
1944,E01000117,54.9,52.415
1945,E01000118,67.8,71.87
1946,E01000121,39.8,39.24
1947,E01000123,31.6,33.416
1948,E01000124,63.4,73.015
1949,E01000265,91.4,91.176
1950,E01000266,23.8,22.357
1951,E01000274,69.7,72.455
1952,E01000320,63.2,82.898
1953,E01000322,83.9,90.86
1954,E01000275,49.4,52.552
1955,E01000277,86,89.29700000000001
1956,E01000283,43.3,41.483000000000004
1957,E01000284,60.6,65.435
1958,E01000321,93.4,111.993
1959,E01000195,56.7,64.055
1960,E01000229,59.5,59.685
1961,E01000230,65.8,72.128
1962,E01000231,50.7,48.958999999999996
1963,E01000232,61.6,62.701
1964,E01000233,68.6,73.215
1965,E01000186,63.2,69.47800000000001
1966,E01000187,76.8,80.529
1967,E01000188,4.9,4.948
1968,E01000189,111.9,152.407
1969,E01000190,63.6,69.742
1970,E01000191,60,60.912
1971,E01000158,54.4,54.141999999999996
1972,E01000159,36,36.205
1973,E01000160,68.1,64.628
1974,E01000161,75.1,83.876
1975,E01000162,87.7,90.455
1976,E01000324,65.8,67.465
1977,E01000256,31.8,34.312
1978,E01000258,20.8,23.706
1979,E01000263,40.1,38.784
1980,E01000264,43.6,48.138000000000005
1981,E01000255,13.9,15.918
1982,E01000257,27.3,30.730999999999998
1983,E01000261,13.4,14.765
1984,E01000192,65.1,70.317
1985,E01000193,56.2,64.1
1986,E01000194,49.3,57.341
1987,E01000226,101.6,100.289
1988,E01000227,72.5,73.065
1989,E01000299,109.6,134.322
1990,E01000300,94.1,96.081
1991,E01000302,81.3,82.803
1992,E01000317,94.5,92.73200000000001
1993,E01000318,67.6,70.694
1994,E01000323,92.6,110.50399999999999
1995,E01000276,29.6,29.991999999999997
1996,E01000278,55,53.614
1997,E01000301,53.6,52.364
1998,E01000303,72.4,69.376
1999,E01000304,87.6,87.669
2000,E01000130,93.6,113.259
2001,E01000132,96.3,105.34200000000001
