,lsoa,popden2011,popden2021
2002,E01000133,102.9,105.72
2003,E01000234,61.6,64.459
2004,E01000235,48.1,53.07899999999999
2005,E01000156,104.2,112.556
2006,E01000157,122.4,125.655
2007,E01000163,81.4,88.34899999999999
2008,E01000164,30.8,31.291999999999998
2009,E01000165,100.5,97.84
2010,E01000315,33.9,33.61
2011,E01000197,66.1,66.82300000000001
2012,E01000295,83.9,79.089
2013,E01000296,76.9,79.794
2014,E01000298,68.1,64.32300000000001
2015,E01000127,75,77.617
2016,E01000128,75.7,83.023
2017,E01000129,103.7,93.36399999999999
2018,E01000131,53.7,60.131
2019,E01000134,102.4,114.429
2020,E01000198,57.5,66.596
2021,E01000199,47.8,46.732
2022,E01000204,54.6,53.744
2023,E01000259,20.2,20.583000000000002
2024,E01000260,24.3,26.534000000000002
2025,E01000126,134,140.805
2026,E01000151,120.3,121.027
2027,E01000152,93.5,145.64600000000002
2028,E01000153,93.4,116.90899999999999
2029,E01000154,100.8,142.168
2030,E01000176,73.4,78.344
2031,E01000178,42.9,40.053000000000004
2032,E01000184,20.6,27.303
2033,E01000297,61.8,61.276
2034,E01000316,56.9,56.275
2035,E01000319,94.3,88.176
2036,E01000196,73.3,86.412
2037,E01000200,66.4,71.15100000000001
2038,E01000201,38.9,39.132
2039,E01000202,77.5,74.027
2040,E01000203,56.3,60.4
2041,E01000177,96.5,98.402
2042,E01000179,112.2,124.756
2043,E01000180,94.1,94.669
2044,E01000181,119.6,117.87700000000001
2045,E01000182,77.1,73.859
2046,E01000185,117.1,119.256
2047,E01000147,85.7,94.56299999999999
2048,E01000239,45.9,48.118
2049,E01000240,37.9,39.169000000000004
2050,E01000241,51.3,52.635
2051,E01000309,62.8,70.65100000000001
2052,E01000237,62.8,64.715
2053,E01000242,59.9,57.902
2054,E01000243,102.6,117.855
2055,E01000244,76.2,73.256
2056,E01000245,109.4,113.584
2057,E01000314,74.3,86.329
2058,E01000183,63.7,65.80199999999999
2059,E01000206,11.9,11.360999999999999
2060,E01000207,45.6,45.544
2061,E01000208,39.2,40.034
2062,E01000210,31.2,31.191
2063,E01000213,33.9,31.803
2064,E01000236,81.1,85.09200000000001
2065,E01000238,92.9,99.289
2066,E01000310,66.6,71.949
2067,E01000311,46.8,50.745
2068,E01000205,40,39.59
2069,E01000209,38.9,36.946
2070,E01000211,73.5,77.608
2071,E01000212,41.1,38.729
2072,E01000216,100.9,101.436
2073,E01000217,80.4,83.178
2074,E01000150,44.3,48.526
2075,E01000305,24.1,23.523000000000003
2076,E01000306,115.7,134.447
2077,E01000308,28.7,39.894
2078,E01000312,114.1,120.6
2079,E01000313,85.2,87.12200000000001
2080,E01000145,73.2,77.982
2081,E01000215,92.9,98.08
2082,E01000218,119.8,121.556
2083,E01000219,99.6,114.854
2084,E01000220,122,123.09200000000001
2085,E01000225,57.2,60.206
2086,E01000135,47.3,51.406000000000006
2087,E01000136,29.4,28.549
2088,E01000144,77.6,83.796
2089,E01000146,83.1,90.61
2090,E01000214,50.2,49.11
2091,E01000141,56.8,50.297
2092,E01000221,30.7,33.484
2093,E01000223,23.6,37.319
2094,E01000307,33,32.974000000000004
2095,E01000138,55.4,61.873999999999995
2096,E01000142,119.4,112.08
2097,E01000222,38,48.99
2098,E01000224,97.1,105.421
2099,E01000137,140.8,134.797
2100,E01000139,40.7,39.544000000000004
2101,E01000140,111.6,134.225
2102,E01000143,83.6,95.759
2103,E01000466,7,7.26
2104,E01000467,95.1,97.50299999999999
2105,E01000468,92.8,101.77
2106,E01000469,43.6,45.75899999999999
2107,E01000416,86.7,91.475
2108,E01000418,37.6,37.75
2109,E01000422,165.9,128.407
2110,E01000464,99.2,104.402
2111,E01000465,57.5,62.989
2112,E01000470,40,36.195
2113,E01000333,57.3,65.967
2114,E01000335,12.9,19.619
2115,E01000336,104.3,110.509
2116,E01000337,60.2,63.196000000000005
2117,E01000338,101.1,107.044
2118,E01000403,33.7,38.295
2119,E01000404,131.3,141.53
2120,E01000405,36.4,41.203
2121,E01000408,15,16.343
2122,E01000332,55,57.261
2123,E01000402,49.2,51.458999999999996
2124,E01000406,38.5,50.012
2125,E01000407,34.2,43.236999999999995
2126,E01000334,60.8,63.208
2127,E01000417,22,23.33
2128,E01000419,55.4,56.693000000000005
2129,E01000420,56.5,55.446000000000005
2130,E01000442,52.5,54.619
2131,E01000437,49.7,51.597
2132,E01000438,87.3,92.19
2133,E01000439,54.2,56.463
2134,E01000440,58.5,57.302
2135,E01000441,67.9,76.518
2136,E01000373,176.9,148.876
2137,E01000429,52.9,54.718999999999994
2138,E01000430,11.8,13.550999999999998
2139,E01000431,114.1,81.911
2140,E01000433,58.2,62.886
2141,E01000434,10.2,10.293
2142,E01000356,50,50.678999999999995
2143,E01000357,72.3,69.593
2144,E01000359,62.8,62.033
2145,E01000421,51.4,52.721000000000004
2146,E01000450,79.9,78.578
2147,E01000451,81.6,84.01299999999999
2148,E01000452,89.6,89.14
2149,E01000367,60.1,86.588
2150,E01000368,64.7,70.648
2151,E01000372,73.3,73.65899999999999
2152,E01000380,64.7,77.293
2153,E01000435,80.2,85.046
2154,E01000353,49.9,48.461000000000006
2155,E01000354,73.3,72.639
2156,E01000355,34.8,34.260999999999996
2157,E01000358,54.6,56.299
2158,E01000436,60.8,63.407
2159,E01000401,61,67.28399999999999
2160,E01000453,70,70.233
2161,E01000454,76.6,79.445
2162,E01000455,64.8,68.137
2163,E01000456,84.5,84.242
2164,E01000325,41.1,42.09
2165,E01000326,47.4,50.531000000000006
2166,E01000369,60.8,64.9
2167,E01000370,49,47.835
2168,E01000371,66.8,69.97800000000001
2169,E01000360,37.8,43.43899999999999
2170,E01000362,37.6,47.262
2171,E01000365,49.2,50.674
2172,E01000366,67.2,69.55
2173,E01000394,61.5,68.692
2174,E01000388,28.9,28.546999999999997
2175,E01000392,74.5,88.59200000000001
2176,E01000409,72.8,76.90899999999999
2177,E01000411,73.2,78.138
2178,E01000414,58,64.312
2179,E01000415,65.6,64.058
2180,E01000327,39.4,41.541000000000004
2181,E01000328,27.2,30.131
2182,E01000329,27.4,35.232
2183,E01000330,60.5,64.916
2184,E01000331,30.5,31.616999999999997
2185,E01000340,64.6,68.1
2186,E01000395,44.5,47.603
2187,E01000396,63.9,66.271
2188,E01000410,57.5,60.843999999999994
2189,E01000412,68.4,70.555
2190,E01000413,62.9,66.71600000000001
2191,E01000374,20.6,21.215
2192,E01000375,34.4,49.581
2193,E01000376,28,29.34
2194,E01000377,33,34.239000000000004
2195,E01000379,51.8,52.806999999999995
2196,E01000348,50.5,51.636
2197,E01000349,49.8,51.695
2198,E01000361,54,55.766000000000005
2199,E01000363,34.4,37.243
2200,E01000389,37.3,38.453
2201,E01000390,23.7,24.454
2202,E01000393,57.2,61.369
2203,E01000346,46.6,45.632
2204,E01000347,75.6,77.405
2205,E01000350,55.7,55.138999999999996
2206,E01000352,45.7,46.994
2207,E01000391,36.7,37.567
2208,E01000341,61.3,63.457
2209,E01000342,72.9,69.653
2210,E01000343,50.7,49.802
2211,E01000345,65.2,64.612
2212,E01000460,26.2,24.433000000000003
2213,E01000364,36.4,39.233000000000004
2214,E01000444,11.9,11.901
2215,E01000447,15.5,19.758
2216,E01000448,29.3,29.55
2217,E01000449,32.7,34.209
2218,E01000351,50.7,51.567
2219,E01000443,46.6,48.576
2220,E01000445,27.8,28.18
2221,E01000446,56.1,53.731
2222,E01000461,30.7,30.253
2223,E01000339,60,63.465
2224,E01000344,71.1,70.256
2225,E01000423,57.8,56.744
2226,E01000425,47.8,49.06
2227,E01000463,53.2,53.031000000000006
2228,E01000424,43.9,44.787
2229,E01000426,65.4,65.313
2230,E01000427,47.4,49.373999999999995
2231,E01000457,59.9,73.06
2232,E01000462,35.5,44.363
2233,E01000382,26.1,26.875999999999998
2234,E01000384,57.4,57.338
2235,E01000387,49.9,50.667
2236,E01000428,19.6,21.301
2237,E01000458,43.2,45.567
2238,E01000459,54.4,60.335
2239,E01000381,7.8,7.862
2240,E01000383,5.4,5.718
2241,E01000385,31.2,33.579
2242,E01000386,26.4,27.877
2243,E01000398,68.4,68.164
2244,E01000399,53.3,53.912
2245,E01000400,54.9,55.78
2246,E01032566,30.4,34.068000000000005
2247,E01000587,86.3,82.11200000000001
2248,E01000589,66.4,87.655
2249,E01000590,67,72.53699999999999
2250,E01000592,81.9,92.475
2251,E01000593,118.1,117.31200000000001
2252,E01000594,69.9,74.753
2253,E01000513,100.8,99.94
2254,E01000514,96.4,100.064
2255,E01000516,69.4,95.325
2256,E01000520,67.4,69.098
2257,E01000515,44.5,49.058
2258,E01000517,70.1,70.75
2259,E01000543,81.4,82.781
2260,E01000591,64.3,67.69
2261,E01033463,70.2,75.406
2262,E01000536,47.2,46.724
2263,E01000538,39.7,40.692
2264,E01000539,54.2,55.591
2265,E01000540,39.8,38.775
2266,E01000541,57.7,58.138000000000005
2267,E01000518,33.2,38.285
2268,E01000519,26.2,27.465999999999998
2269,E01000623,92.6,98.38
2270,E01000624,64.1,66.17399999999999
2271,E01000629,104.4,107.97399999999999
2272,E01000480,58.7,56.596000000000004
2273,E01000484,39.4,56.625
2274,E01000485,77.4,90.315
2275,E01000486,22.9,22.81
2276,E01000487,61.6,64.744
2277,E01000572,68.8,69.438
2278,E01000573,67.7,70.895
2279,E01000574,61.5,75.09100000000001
2280,E01000575,68.8,79.837
2281,E01000577,69.9,74.689
2282,E01000562,49.6,48.239
2283,E01000563,39.5,42.335
2284,E01000566,73.5,74.234
2285,E01000568,28.1,27.543000000000003
2286,E01000569,41.5,38.641
2287,E01000479,52.8,56.001000000000005
2288,E01000481,60.5,64.26899999999999
2289,E01000483,77.3,82.056
2290,E01000625,56.2,62.481
2291,E01000498,59,59.136
2292,E01000622,25.3,31.624000000000002
2293,E01000626,72.3,74.59
2294,E01000497,58.2,68.59899999999999
2295,E01000499,32.8,35.93
2296,E01000501,116.7,126.463
2297,E01000502,37,50.0
2298,E01000503,48.6,51.628
2299,E01000570,118.4,115.89200000000001
2300,E01000571,48.5,50.071000000000005
2301,E01000576,56.8,64.003
2302,E01000578,55.1,70.446
2303,E01000564,77.5,80.118
2304,E01000565,79.4,82.714
2305,E01000607,113.2,132.059
2306,E01000608,39.9,41.184
2307,E01000613,76.8,80.653
2308,E01000506,56.9,56.38
2309,E01000509,112,110.87100000000001
2310,E01000510,95.1,95.0
2311,E01000511,96.7,105.10700000000001
2312,E01000627,86.1,92.796
2313,E01000628,53.6,50.156000000000006
2314,E01000553,147.6,143.46
2315,E01000554,85.7,90.90899999999999
2316,E01000555,72.4,76.655
2317,E01000556,190.9,213.59900000000002
2318,E01000557,158.8,158.994
2319,E01000558,86.8,79.919
2320,E01000567,66.9,67.928
2321,E01000606,72.6,79.49
2322,E01000609,83.8,82.95700000000001
2323,E01000611,115,156.621
2324,E01000615,24.1,47.985
2325,E01000617,64.5,83.678
2326,E01000618,89.8,91.89
2327,E01000619,77.4,79.512
2328,E01033457,95.1,110.05
2329,E01000504,115.5,123.98299999999999
2330,E01000505,106.1,107.15700000000001
2331,E01000507,70.7,69.939
2332,E01000512,111.9,111.89200000000001
2333,E01000559,124,120.859
2334,E01000610,67.7,76.487
2335,E01000612,64.6,69.01100000000001
2336,E01000631,74.4,82.00200000000001
2337,E01000633,119.7,158.738
2338,E01000634,139,156.576
2339,E01000616,102.3,113.53299999999999
2340,E01000620,39.1,39.863
2341,E01000621,83.3,84.824
2342,E01000636,83.3,121.962
2343,E01000596,89.3,97.366
2344,E01000601,21.6,19.887999999999998
2345,E01000602,114.9,108.352
2346,E01000603,121.1,117.75200000000001
2347,E01000604,104.5,102.78299999999999
2348,E01000605,96.9,102.681
2349,E01000488,96.9,101.354
2350,E01000637,233,209.736
2351,E01000639,181.9,177.53599999999997
2352,E01000642,129.1,139.158
2353,E01000644,158.1,155.032
2354,E01000490,121.6,134.141
2355,E01000494,79.3,80.33800000000001
2356,E01000495,91.6,92.554
2357,E01000560,77.9,75.265
2358,E01000561,153,164.153
2359,E01000638,66,72.873
2360,E01000640,172.2,179.643
2361,E01000641,180.3,180.983
2362,E01000643,37.6,39.236999999999995
2363,E01000508,85.7,114.205
2364,E01000521,154.5,161.34799999999998
2365,E01000522,133.6,142.321
2366,E01000526,164.4,158.399
2367,E01000527,172.3,148.339
2368,E01000528,134.3,155.126
2369,E01000471,117.8,123.72399999999999
2370,E01000474,101.7,115.682
2371,E01000476,71.2,96.61200000000001
2372,E01000477,49.8,61.698
2373,E01000630,78.8,95.318
2374,E01000595,87.8,92.969
2375,E01000599,149.5,215.639
2376,E01033456,83.4,99.094
2377,E01000545,156.1,165.74599999999998
2378,E01000546,173.2,172.632
2379,E01000547,234.8,218.47
2380,E01000548,188.9,182.68900000000002
2381,E01000549,174.1,163.628
2382,E01000472,31.1,55.545
2383,E01000473,108.5,155.671
2384,E01000475,63.3,68.033
2385,E01000478,85.4,131.59799999999998
2386,E01000632,73.3,87.079
2387,E01000489,49.5,54.085
2388,E01000491,53.7,55.553000000000004
2389,E01000492,83.1,80.468
2390,E01000493,87.4,85.31
2391,E01000581,93.5,91.2
2392,E01000523,186.4,164.071
2393,E01000524,159.6,153.841
2394,E01000525,127.2,118.57799999999999
2395,E01000533,121,116.274
2396,E01000535,115.4,109.20200000000001
2397,E01033455,191.5,184.21900000000002
2398,E01033485,137.8,113.35600000000001
2399,E01000579,147.6,140.691
2400,E01000580,44.4,46.833999999999996
2401,E01000582,95.5,95.65899999999999
2402,E01000583,116.4,104.96700000000001
2403,E01000586,164.5,159.304
2404,E01000530,103.8,103.47
2405,E01000531,193,167.19299999999998
2406,E01000532,158.7,146.933
2407,E01000534,115.6,113.876
2408,E01000584,134.7,124.105
2409,E01000585,180.9,149.80100000000002
2410,E01000544,246.5,245.215
2411,E01000550,138.1,142.024
2412,E01000551,162,211.704
2413,E01000552,209.6,173.993
2414,E01000779,10.6,12.062000000000001
2415,E01000780,70.4,76.725
2416,E01000781,84,91.34200000000001
2417,E01000782,50.8,54.497
2418,E01000783,79.6,85.971
2419,E01000785,65.7,74.988
2420,E01000689,9.9,11.802
2421,E01000690,42.2,41.821999999999996
2422,E01000691,59.5,63.508
2423,E01000692,44.7,47.376000000000005
2424,E01000784,67.2,69.509
2425,E01000799,76,83.434
2426,E01000802,93.4,99.838
2427,E01000803,61.1,61.648
2428,E01000804,21.6,22.162
2429,E01000805,94.1,105.538
2430,E01000741,116.5,133.65200000000002
2431,E01000742,75.7,79.423
2432,E01000745,37.5,40.201
2433,E01000746,102.8,111.781
2434,E01000709,54.1,56.309
2435,E01000710,29.6,43.46
2436,E01000711,61,66.738
2437,E01000714,56.2,65.34100000000001
2438,E01000718,61,60.894
2439,E01000645,17.6,18.58
2440,E01000649,23.2,24.213
2441,E01000694,16.1,22.791
2442,E01000695,19.7,20.058
2443,E01000696,7.4,7.942
2444,E01000697,31.1,34.407
2445,E01000674,77.7,85.204
2446,E01000676,52.3,61.198
2447,E01000820,23.7,27.125999999999998
2448,E01000822,72.7,73.547
2449,E01000823,68.6,69.256
2450,E01000824,72.9,84.91799999999999
2451,E01000825,89.3,94.435
2452,E01000743,56.6,59.738
2453,E01000744,71.4,72.715
2454,E01000796,164.3,154.94
2455,E01000798,108.3,112.944
2456,E01000800,70,72.133
2457,E01000806,104.7,104.319
2458,E01000693,6,5.669
2459,E01000698,10.5,10.572000000000001
2460,E01000736,39.3,41.208999999999996
2461,E01000737,37.4,38.131
2462,E01000672,46.5,51.193000000000005
2463,E01000673,32.9,34.974000000000004
2464,E01000716,38.3,41.059
2465,E01000717,51.3,54.371
2466,E01000828,46.4,49.824
2467,E01000712,45.6,49.818999999999996
2468,E01000713,40.8,44.533
2469,E01000715,55.1,58.419
2470,E01000770,20.8,22.195999999999998
2471,E01000772,46.9,48.916000000000004
2472,E01000700,75.4,75.798
2473,E01000702,95.4,103.613
2474,E01000703,66.3,71.85600000000001
2475,E01000706,42.9,45.636
2476,E01000797,23.8,25.252
2477,E01000729,68.5,75.259
2478,E01000730,46.2,48.472
2479,E01000735,28.9,30.105
2480,E01000738,29.6,32.758
2481,E01000739,67.8,74.699
2482,E01000699,105.6,106.45200000000001
2483,E01000701,99.2,107.62299999999999
2484,E01000704,44.4,45.147
2485,E01000705,86.1,89.09299999999999
2486,E01000801,76.5,81.749
2487,E01000646,46.6,51.99100000000001
2488,E01000647,63.9,67.765
2489,E01000648,46,49.815
2490,E01000653,31.9,30.924
2491,E01000678,57.1,61.832
2492,E01000670,39.9,40.103
2493,E01000677,46.4,49.843
2494,E01000762,50.7,54.608000000000004
2495,E01000829,77.7,79.363
2496,E01000719,54.3,60.63
2497,E01000720,2.2,2.401
2498,E01000721,49.8,60.21
2499,E01000724,42.7,40.685
2500,E01000728,5.4,5.921
2501,E01000651,56,57.846000000000004
2502,E01000668,23.1,31.666
2503,E01000669,96.5,100.23100000000001
2504,E01000671,50.9,66.229
2505,E01000679,56.2,60.684
2506,E01000826,31.4,31.607
2507,E01000827,45.2,47.555
2508,E01000830,26.1,27.371
2509,E01000831,40.4,41.952
2510,E01000833,40.7,40.318000000000005
2511,E01000650,21.6,20.375
2512,E01000652,28.1,29.628
2513,E01000807,19.1,20.796999999999997
2514,E01000809,27.9,28.408
2515,E01000722,28.3,32.016999999999996
2516,E01000725,48.4,51.528999999999996
2517,E01000731,58.3,59.093
2518,E01000732,41.6,42.76
2519,E01000733,42.6,44.688
2520,E01000769,11.8,11.562000000000001
2521,E01000773,48.9,51.128
2522,E01000775,20.4,20.584
2523,E01000777,62.9,65.502
2524,E01000778,76.6,78.779
2525,E01000808,48.1,46.778999999999996
2526,E01000810,40.4,41.418
2527,E01000811,44.2,45.78
2528,E01000813,26.4,25.656999999999996
2529,E01000815,31.5,30.962
2530,E01000661,17,30.031999999999996
2531,E01000662,33.2,34.435
2532,E01000663,51,52.646
2533,E01000664,20.3,20.991999999999997
2534,E01000763,17.2,17.445
2535,E01000764,31.9,35.895
2536,E01000766,46.4,49.147
2537,E01000767,52,51.565
2538,E01000834,63,64.943
2539,E01000727,40.4,43.953
2540,E01000734,42,42.86600000000001
2541,E01000790,38.7,44.131
2542,E01000812,39.4,42.97
2543,E01000814,32.1,31.866999999999997
2544,E01000723,29.4,29.255
2545,E01000726,45.5,46.225
2546,E01000787,41.2,43.435
2547,E01000788,41.4,43.797
2548,E01000791,36,37.668
2549,E01000832,17.2,18.16
2550,E01000835,48.5,52.778999999999996
2551,E01000836,66.6,65.195
2552,E01000837,31.6,32.707
2553,E01000838,27.1,26.5
2554,E01000839,54.1,50.545
2555,E01000840,19.5,18.701
2556,E01000841,45.7,49.722
2557,E01000753,20.7,22.221
2558,E01000754,43.2,45.666000000000004
2559,E01000755,43.9,47.799
2560,E01000757,27.6,28.948
2561,E01000758,48.7,47.809
2562,E01000786,15,15.398
2563,E01000789,125.5,130.705
2564,E01000792,36.2,47.783
2565,E01000793,34,33.455
2566,E01000795,49.4,48.46
2567,E01000665,21.8,22.298000000000002
2568,E01000666,6.1,6.341
2569,E01000667,15.3,15.695
2570,E01000756,15.4,16.855999999999998
2571,E01000759,3.4,3.5780000000000003
2572,E01000760,29.8,32.251
2573,E01000761,26.9,26.795
2574,E01000765,7.4,7.785
2575,E01000768,32.2,31.090999999999998
2576,E01000681,54.3,55.873999999999995
2577,E01000682,54.8,57.672
2578,E01000683,61.1,65.476
2579,E01000684,50.6,52.027
2580,E01000794,33.5,33.29
2581,E01000749,1.7,1.7890000000000001
2582,E01000750,48,46.832
2583,E01000751,10.9,12.322000000000001
2584,E01000752,11.6,12.626
2585,E01000680,2,1.9909999999999999
2586,E01000685,14.1,14.645999999999999
2587,E01000686,34.2,33.861999999999995
2588,E01000687,27.4,26.72
2589,E01000688,14.8,15.089
2590,E01000654,12,12.255999999999998
2591,E01000655,34.8,34.891999999999996
2592,E01000656,4.1,4.428999999999999
2593,E01000657,51.6,51.138000000000005
2594,E01000659,28.7,28.750999999999998
2595,E01000816,48.9,50.33
2596,E01000818,11.3,12.949000000000002
2597,E01000819,43.8,47.387
2598,E01032562,65.5,70.23
2599,E01032563,39.6,38.687
2600,E01000707,94.5,98.051
2601,E01000708,64.2,70.329
2602,E01000771,44.4,45.272
2603,E01000774,38.9,39.715
2604,E01032568,40.5,41.474
2605,E01000658,6.3,6.14
2606,E01000747,1.9,2.041
2607,E01000748,1.6,1.7080000000000002
2608,E01032570,34,38.154
2609,E01001137,49.8,60.028
2610,E01001138,60.3,57.676
2611,E01001156,61.8,63.787
2612,E01001162,54.9,57.72
2613,E01001164,104.2,108.311
2614,E01001084,30.6,32.28
2615,E01001157,51.3,55.766000000000005
2616,E01001159,44.7,48.202
2617,E01001160,58.6,60.653999999999996
2618,E01001163,68.7,69.986
2619,E01001086,76,75.163
2620,E01001087,58.4,75.279
2621,E01001161,62.1,58.473
2622,E01001085,88.3,93.95299999999999
2623,E01001088,109.8,107.766
2624,E01001089,121.4,113.686
2625,E01001090,128.1,127.436
2626,E01001091,49.6,49.327
2627,E01001147,80.7,88.70100000000001
2628,E01001148,113.4,123.85600000000001
2629,E01001151,95.8,104.853
2630,E01001152,97.1,119.814
2631,E01001158,74.5,73.082
2632,E01001146,122.5,116.085
2633,E01001149,114.7,115.766
2634,E01001150,59.6,61.317
2635,E01001153,115.7,116.655
2636,E01001154,111.7,111.294
2637,E01001136,66.7,72.382
2638,E01001139,86.9,92.137
2639,E01001140,46,46.465
2640,E01001142,49.2,61.952
2641,E01001144,139.2,146.256
2642,E01001141,81.5,83.37700000000001
2643,E01001143,86.8,86.455
2644,E01001145,120.7,130.78
2645,E01001191,112.3,131.891
2646,E01001192,88.5,85.353
2647,E01000994,90.7,90.604
2648,E01000995,113.7,119.52600000000001
2649,E01000996,119.2,126.331
2650,E01000997,131.2,140.88299999999998
2651,E01000999,136.6,135.795
2652,E01001002,125.5,137.57
2653,E01000998,111.7,107.565
2654,E01001000,91.3,96.46700000000001
2655,E01001003,96.8,101.665
2656,E01001111,78.6,85.714
2657,E01001155,118.2,132.30100000000002
2658,E01001174,70.8,73.875
2659,E01001175,101.7,108.113
2660,E01001176,75.4,73.207
2661,E01001182,109.3,104.381
2662,E01001183,116.4,134.789
2663,E01001184,71.5,68.839
2664,E01001001,98.4,116.04899999999999
2665,E01001109,43.3,49.883
2666,E01001112,48.3,56.68899999999999
2667,E01001113,103.7,113.913
2668,E01001114,78.5,84.594
2669,E01001116,86.1,96.58
2670,E01000992,39.9,37.868
2671,E01001185,81.4,84.635
2672,E01001186,96.9,93.448
2673,E01001188,97.5,104.20200000000001
2674,E01001193,102.5,95.46
2675,E01001004,136.7,140.013
2676,E01001115,77.8,83.029
2677,E01001178,75.6,90.02799999999999
2678,E01001181,125.4,150.0
2679,E01001006,53.3,61.28
2680,E01001007,131.6,133.333
2681,E01001177,55,56.012
2682,E01001179,133.9,145.328
2683,E01001180,113.6,129.58100000000002
2684,E01000980,97.2,103.24600000000001
2685,E01000981,96,101.17
2686,E01000982,117.2,123.009
2687,E01000983,109.7,116.45299999999999
2688,E01001187,117,119.363
2689,E01000989,65.6,66.667
2690,E01000991,36.9,38.929
2691,E01001131,95.4,95.851
2692,E01001132,33.9,37.52
2693,E01001134,43,42.838
2694,E01001005,184.2,189.192
2695,E01001008,87.4,90.751
2696,E01001009,160.9,178.64
2697,E01001010,20.8,23.326
2698,E01001011,152.7,188.96200000000002
2699,E01001012,134.7,146.952
2700,E01001013,101.5,110.412
2701,E01001110,116.1,139.416
2702,E01001118,101.2,115.815
2703,E01000985,38,38.163000000000004
2704,E01000986,53.4,54.49
2705,E01000987,89.2,84.663
2706,E01000993,98.6,100.48700000000001
2707,E01000975,85.2,123.74700000000001
2708,E01000976,114.1,130.99
2709,E01000977,100,112.24700000000001
2710,E01000978,113,110.115
2711,E01000979,130,134.30100000000002
2712,E01000984,106.1,110.499
2713,E01001044,42.9,46.482
2714,E01001046,89.3,98.265
2715,E01001049,10.2,10.375
2716,E01001050,106.3,110.71700000000001
2717,E01001042,87.2,104.12299999999999
2718,E01001165,91.7,102.27
2719,E01001166,103.2,112.009
2720,E01001168,77.5,81.044
2721,E01001127,48.7,49.318000000000005
2722,E01001128,73.4,73.017
2723,E01001130,128.6,127.734
2724,E01001135,36.5,37.245
2725,E01001062,12.6,12.152000000000001
2726,E01001063,48.3,48.195
2727,E01001064,4.5,4.636
2728,E01001129,50.1,47.934
2729,E01001133,39,39.74
2730,E01001035,80.6,85.204
2731,E01001047,91.9,95.38
2732,E01001170,79.6,75.369
2733,E01001167,38.9,41.275
2734,E01001169,75.1,82.021
2735,E01001171,55,58.993
2736,E01001172,24.9,31.365
2737,E01001173,25.2,26.921
2738,E01001036,18,19.149
2739,E01001037,89.2,98.147
2740,E01001038,88.5,93.975
2741,E01001039,31.9,33.99
2742,E01001040,87.9,88.574
2743,E01001051,60.6,62.73
2744,E01001052,89.5,90.60600000000001
2745,E01001054,68,74.025
2746,E01001056,119.5,116.645
2747,E01001057,131.5,129.877
2748,E01001033,54.2,55.913000000000004
2749,E01001034,50.7,53.895
2750,E01001041,80.6,86.53
2751,E01001095,61.1,63.75
2752,E01001100,60.5,62.12
2753,E01001053,65.5,69.264
2754,E01001055,54.7,53.754
2755,E01001077,76.7,73.227
2756,E01001078,37.5,38.727
2757,E01001082,29.4,28.072
2758,E01001120,41.2,43.976000000000006
2759,E01001122,12.4,11.635
2760,E01001123,20.2,21.603
2761,E01001124,26.2,26.07
2762,E01001125,42.5,42.364
2763,E01001058,67.4,68.887
2764,E01001059,75.7,78.699
2765,E01001060,10.4,10.663
2766,E01001061,33.8,35.736
2767,E01001065,11.3,11.269
2768,E01001066,83.9,89.141
2769,E01001119,21.3,20.885
2770,E01001126,63.8,64.468
2771,E01001032,21.6,24.072
2772,E01001101,26,26.160999999999998
2773,E01001102,23,23.78
2774,E01001107,21.4,22.081999999999997
2775,E01001108,31.4,32.830999999999996
2776,E01001076,46.8,48.571999999999996
2777,E01001079,55.5,53.303000000000004
2778,E01001080,76.8,67.749
2779,E01001081,30.9,32.338
2780,E01001073,47,46.949
2781,E01001092,30.2,32.846
2782,E01001093,42.9,44.25
2783,E01001096,38.9,37.446
2784,E01001097,47.7,54.172
2785,E01001098,30.3,30.715
2786,E01001028,18.7,18.982
2787,E01001029,31.9,34.407
2788,E01001030,33.7,34.685
2789,E01001031,36.5,36.246
2790,E01001094,13.6,14.058
2791,E01001103,22.8,22.175
2792,E01001105,17.5,17.577
2793,E01001121,5.9,5.976
2794,E01001069,34.7,34.275999999999996
2795,E01001070,32.7,33.762
2796,E01001075,34.6,36.451
2797,E01001099,69.7,74.575
2798,E01001015,35.9,37.25
2799,E01001016,16.3,16.776
2800,E01001023,23,45.4
2801,E01001067,23.8,24.142
2802,E01001074,47.7,48.123000000000005
2803,E01001068,25,23.838
2804,E01001071,25.3,25.340999999999998
2805,E01001072,6.9,6.837999999999999
2806,E01001104,9.8,9.807
2807,E01001017,12.1,12.26
2808,E01001024,51.2,48.028999999999996
2809,E01001025,56.8,59.141000000000005
2810,E01001026,62.4,67.882
2811,E01001027,10.9,20.131
2812,E01001018,16.4,17.352
2813,E01001019,25.3,24.401999999999997
2814,E01001020,45.3,45.828
2815,E01001021,6.5,6.643
2816,E01001022,14.5,14.857000000000001
2817,E01000990,84.5,85.476
2818,E01001189,102.7,103.30799999999999
2819,E01001190,62.9,61.538000000000004
2820,E01001194,29,29.77
2821,E01032569,55.3,57.188
2822,E01001269,68.1,78.02199999999999
2823,E01001271,53.2,56.62
2824,E01001309,54.8,55.582
2825,E01001310,75.8,89.811
2826,E01001311,64.8,78.345
2827,E01001307,32,32.891
2828,E01001308,18.4,17.464000000000002
2829,E01001312,89.7,96.04700000000001
2830,E01001313,98.4,99.65299999999999
