,Unnamed: 0,X,LSOA.code..2011.,Income.Score..rate.,lsoa,Unnamed..0,resid,res_dec,Outdoors.Sub.domain.Score,outdoor_resid,Education..Skills.and.Training.Score,wealth_resid,education_resid
534,535,534,E01000545,0.169,E01000545,5.68289325577872,0.159115621484384,8,1.465,-0.527023711150836,11.695,0.159115621484384,-0.174044776566742
535,536,535,E01000546,0.145,E01000546,5.84061304120456,0.284011306706942,9,1.103,-0.411748902745196,7.703,0.284011306706942,-0.200780162512324
536,537,536,E01000547,0.144,E01000547,5.81519398391247,0.257224578573042,9,1.18,-0.513111506121416,9.603,0.257224578573042,-0.303136594655049
537,538,537,E01000548,0.203,E01000548,5.65910703048371,0.181830204810696,8,1.804,-0.358290506606578,9.389,0.181830204810696,-0.158925569448312
538,539,538,E01000549,0.11,E01000549,5.91210714975993,0.307636935799183,9,1.083,-0.462092148912275,4.256,0.307636935799183,-0.197378510670231
540,541,540,E01000551,0.322,E01000551,5.39755620017196,0.0830322046735637,6,1.256,-0.0005986284632551,19.577,0.0830322046735637,0.15278117285831
542,543,542,E01000553,0.158,E01000553,5.6288568644688,0.0900348509146281,6,1.283,-0.122795688520226,16.445,0.0900348509146281,-0.114261635437407
543,544,543,E01000554,0.145,E01000554,5.72737204573537,0.170770311237744,8,1.169,-0.118361355606972,15.32,0.170770311237744,-0.128377151191477
544,545,544,E01000555,0.097,E01000555,5.98718328608407,0.364933351179877,9,1.057,-0.159328315828457,5.356,0.364933351179877,0.0599621837665344
545,546,545,E01000556,0.165,E01000556,5.75419612682384,0.224947809162288,9,1.599,-0.237839060817595,16.061,0.224947809162288,-0.166317802107323
546,547,546,E01000557,0.14,E01000557,5.98142822121465,0.417988132508009,9,1.183,-0.284117476495356,7.319,0.417988132508009,-0.118977923457415
547,548,547,E01000558,0.149,E01000558,6.05214396682945,0.501012915699046,9,1.359,-0.231637761573765,6.653,0.501012915699046,-0.11627537112933
548,549,548,E01000559,0.145,E01000559,6.00401743029205,0.447415695794427,9,1.24,-0.397982077753641,5.836,0.447415695794427,-0.169939056414801
549,550,549,E01000560,0.102,E01000560,6.06662541139321,0.451213830698038,9,1.22,-0.266776997448581,6.317,0.451213830698038,-0.194451888015268
550,551,550,E01000561,0.154,E01000561,5.70200967073441,0.157716973813014,8,1.374,-0.119523931999438,4.909,0.157716973813014,-0.10037999670473
552,553,552,E01000563,0.061,E01000563,5.64819302733656,-0.023293057872559,4,0.966,0.0393942569821842,1.953,-0.023293057872559,0.113965370435953
554,555,554,E01000565,0.182,E01000565,5.72602065703026,0.220022743679371,8,0.936,-0.0234524845775138,13.906,0.220022743679371,0.0316502827438133
555,556,555,E01000566,0.084,E01000566,5.73272112422976,0.0926914683821228,6,0.865,-0.0582785584336412,9.367,0.0926914683821228,0.02278151759526
556,557,556,E01000567,0.124,E01000567,5.64205501895202,0.056732196776522,6,0.975,0.143002213898421,7.053,0.056732196776522,0.0699552394594271
562,563,562,E01000573,0.098,E01000573,5.56270423988623,-0.0581780241761573,3,0.967,-0.225103250595759,6.149,-0.0581780241761573,0.041430509460196
563,564,563,E01000574,0.066,E01000574,5.5872211376826,-0.0774265933175046,3,0.761,-0.117766931655012,6.572,-0.0774265933175046,0.086004925709561
565,566,565,E01000576,0.099,E01000576,5.95866238670189,0.339147793481304,9,1.272,-0.139228651167034,7.746,0.339147793481304,0.0126718242756121
568,569,568,E01000579,0.17,E01000579,5.81004019664682,0.287630233194281,9,1.764,-0.158586141976285,6.955,0.287630233194281,-0.221765421406007
569,570,569,E01000580,0.136,E01000580,5.79277001732615,0.223859245252293,9,1.413,-0.162791032010071,4.666,0.223859245252293,-0.0872799254271292
571,572,571,E01000582,0.087,E01000582,5.99395851221952,0.358031868897289,9,1.331,-0.133007186401847,3.994,0.358031868897289,-0.205743435267577
572,573,572,E01000583,0.105,E01000583,5.73055512723867,0.119246559068906,7,1.364,-0.256752897119336,3.402,0.119246559068906,-0.0500456350185862
573,574,573,E01000584,0.094,E01000584,6.03812817667351,0.411775229243911,9,1.181,-0.337961564444934,6.488,0.411775229243911,-0.168349220562776
574,575,574,E01000585,0.1,E01000585,5.78033601244291,0.162189090064125,8,1.266,-0.438029790513262,4.685,0.162189090064125,-0.198528049899784
575,576,575,E01000586,0.125,E01000586,5.4978349982273,-0.0861201531063922,3,1.656,-0.147160930317347,8.761,-0.0861201531063922,0.0163542122575522
577,578,577,E01000588,0.182,E01000588,5.34446181301717,-0.161536100333718,1,1.24,0.176262880388456,16.824,-0.161536100333718,0.295929231950146
581,582,581,E01000592,0.124,E01000592,5.54444169998169,-0.0408811221938072,4,1.081,-0.0033742461052564,11.714,-0.0408811221938072,0.0715980653923927
582,583,582,E01000593,0.143,E01000593,5.55874432363207,-0.0005927525491557,5,0.746,0.146571469952807,10.562,-0.0005927525491557,0.061569783968571
583,584,583,E01000594,0.106,E01000594,5.47148240223909,-0.13845849508887,2,0.901,0.0476256911284309,10.621,-0.13845849508887,0.176392956026923
585,586,585,E01000596,0.274,E01000596,5.27297260461154,-0.107199591293431,2,1.562,0.287587202330337,34.635,-0.107199591293431,-0.0289046372869391
586,587,586,E01000599,0.338,E01000599,5.27635263635757,-0.016288625671971,4,1.625,0.155421794608325,17.349,-0.016288625671971,0.103700329288366
588,589,588,E01000601,0.358,E01000601,4.99571412950013,-0.269573715693343,0,1.177,0.475811545610351,36.348,-0.269573715693343,0.254320595334437
589,590,589,E01000602,0.253,E01000602,5.18254405743367,-0.226349226149172,0,1.323,0.292085882015495,24.138,-0.226349226149172,0.242011454243724
590,591,590,E01000603,0.27,E01000603,5.33459018252113,-0.0510526967510554,3,1.548,0.283268004357288,23.961,-0.0510526967510554,0.105618543192698
591,592,591,E01000604,0.289,E01000604,5.19172898360661,-0.167928149671304,1,1.491,0.464667913016355,24.845,-0.167928149671304,0.308917804086293
592,593,592,E01000605,0.273,E01000605,5.06677253535717,-0.314767331389599,0,1.815,0.56329393099709,30.801,-0.314767331389599,0.104552438133916
593,594,593,E01000606,0.12,E01000606,5.50150899863938,-0.0892845069033357,2,1.053,0.0014318594666569,10.674,-0.0892845069033357,0.151048507710179
594,595,594,E01000607,0.112,E01000607,5.56829827722115,-0.0334365950559903,4,0.979,0.0971310119641492,9.265,-0.0334365950559903,0.0783580899345419
596,597,596,E01000609,0.121,E01000609,5.53126401840886,-0.0581618162920477,3,1.037,0.0657658213419479,13.937,-0.0581618162920477,0.153637621013748
598,599,598,E01000611,0.127,E01000611,5.35276779988233,-0.228452009767759,0,1.023,0.124294145468708,13.391,-0.228452009767759,0.220886644204633
599,600,599,E01000612,0.162,E01000612,5.48318614617237,-0.0501651840145917,3,0.918,0.230482552258057,11.485,-0.0501651840145917,0.11879476299121
602,603,602,E01000616,0.107,E01000616,5.57668636970117,-0.031886856784986,4,1.6,0.106210027562157,10.26,-0.031886856784986,-0.0575323345342988
603,604,603,E01000617,0.128,E01000617,5.65524136369879,0.0753892248905034,6,1.578,-0.0297486163609754,14.295,0.0753892248905034,-0.050072511715738
604,605,604,E01000618,0.137,E01000618,5.75479395823045,0.187250856998401,8,1.322,-0.0192130354568166,17.419,0.187250856998401,0.012662247184022
607,608,607,E01000621,0.128,E01000621,5.51586839629383,-0.0639837425144561,3,1.599,0.141684084329903,20.958,-0.0639837425144561,0.0599679035027862
611,612,611,E01000625,0.142,E01000625,5.72607195305967,0.165367206036637,8,1.272,0.017298117933701,14.864,0.165367206036637,-0.106784643892336
613,614,613,E01000627,0.2,E01000627,5.37114927935046,-0.11023055884797,2,1.834,0.315848309475219,28.942,-0.11023055884797,0.081373035162466
616,617,616,E01000630,0.154,E01000630,5.39972525089979,-0.144567446021599,2,1.297,-0.0600660008584676,17.187,-0.144567446021599,-0.0026561813790884
617,618,617,E01000631,0.094,E01000631,5.77883093024409,0.152477982814488,8,0.999,-0.0533540798389206,15.943,0.152477982814488,-0.0398183493174348
619,620,619,E01000633,0.125,E01000633,5.52120290087982,-0.0627522504538737,3,1.422,-0.110593068336616,26.372,-0.0627522504538737,-0.100378829640405
621,622,621,E01000635,0.163,E01000635,5.41911631025733,-0.112867349087834,2,1.434,-0.176774687778342,15.302,-0.112867349087834,0.0069749699001582
622,623,622,E01000636,0.097,E01000636,5.55367644986168,-0.0685734850425094,3,1.317,-0.191938940078812,18.776,-0.0685734850425094,0.0090001126437426
623,624,623,E01000637,0.152,E01000637,5.80824678142865,0.261218742823657,9,1.226,-0.43024715064962,16.145,0.261218742823657,-0.284388529600602
624,625,624,E01000638,0.167,E01000638,5.41549756394492,-0.111015412033022,2,1.463,-0.101837361822634,20.905,-0.111015412033022,-0.14179048265676
625,626,625,E01000639,0.129,E01000639,5.79212279922991,0.21363833126343,8,1.403,-0.233591535844255,11.402,0.21363833126343,-0.236390625626336
626,627,626,E01000640,0.173,E01000640,5.5664399266243,0.0481329756971742,6,1.302,-0.16910228706439,21.772,0.0481329756971742,-0.128376166114687
627,628,627,E01000641,0.196,E01000641,5.63192569137959,0.145075169813947,7,1.359,-0.193680450679986,21.339,0.145075169813947,-0.175276142998975
628,629,628,E01000642,0.177,E01000642,5.65007203817368,0.137235770613766,7,1.419,-0.285380939114407,11.851,0.137235770613766,-0.0743941517051463
629,630,629,E01000643,0.317,E01000643,5.67562444601208,0.354262096304663,9,1.375,0.065015669566148,20.506,0.354262096304663,-0.07699829392503
630,631,630,E01000644,0.171,E01000644,5.74599658023743,0.224954287626703,9,1.413,-0.249473599027799,9.296,0.224954287626703,-0.129331240503238
632,633,632,E01000646,0.068,E01000646,5.72359969786235,0.0616873085458589,6,0.719,0.0091285504311488,2.155,0.0616873085458589,-0.0784743986302926
634,635,634,E01000648,0.052,E01000648,5.60680385764721,-0.0769912651381383,3,0.594,-0.0566540724671548,3.883,-0.0769912651381383,0.0285762552860519
636,637,636,E01000650,0.073,E01000650,5.63410816050094,-0.0209658746065355,4,0.455,0.0130860114203922,1.192,-0.0209658746065355,-0.121689073034599
637,638,637,E01000651,0.069,E01000651,5.62025943150123,-0.0402852869734612,4,0.441,-0.0581546244918568,2.014,-0.0402852869734612,-0.0179125958083097
638,639,638,E01000652,0.037,E01000652,5.8085552872273,0.104245101814893,7,0.432,-0.0826898475580934,3.905,0.104245101814893,-0.0793129348190561
646,647,646,E01000661,0.256,E01000661,5.5434966355658,0.138706364508372,7,0.399,0.111527240985718,31.712,0.138706364508372,-0.255516336639301
653,654,653,E01000668,0.08,E01000668,5.57256304763131,-0.0729372915835398,3,0.453,-0.124349409895525,5.685,-0.0729372915835398,0.11677966646737
654,655,654,E01000669,0.062,E01000669,5.5542109283534,-0.115907486013919,2,0.315,-0.283165063605687,6.486,-0.115907486013919,0.0426883818556866
655,656,655,E01000670,0.038,E01000670,5.80139186037811,0.0984493458075056,7,0.524,-0.0885570415103649,0.891,0.0984493458075056,-0.0264300436207764
658,659,658,E01000673,0.052,E01000673,5.62552498572366,-0.0582701370616953,3,0.787,-0.0670434371205898,3.965,-0.0582701370616953,-0.0145455545548634
659,660,659,E01000674,0.106,E01000674,5.58681737826421,-0.0231235190637527,4,0.634,-0.0816252197561402,4.842,-0.0231235190637527,-0.0210997034169405
660,661,660,E01000675,0.062,E01000675,5.62123631043409,-0.0488821039332264,3,0.626,-0.119180185176057,1.581,-0.0488821039332264,0.172908909029497
661,662,661,E01000676,0.142,E01000676,5.47149612399248,-0.0892086230305537,2,0.921,-0.0953337599139968,7.182,-0.0892086230305537,0.0720630912725311
664,665,664,E01000679,0.049,E01000679,5.54594531655312,-0.141952818757645,2,0.694,-0.0991335380236924,5.647,-0.141952818757645,0.177735546545661
665,666,665,E01000680,0.039,E01000680,5.29797444536752,-0.403600398361277,0,0.269,0.165834998097027,6.699,-0.403600398361277,-0.135909135187185
666,667,666,E01000681,0.014,E01000681,5.79198697143131,0.056220356657424,6,0.221,-0.0195756600971634,4.971,0.056220356657424,-0.0098796956274314
667,668,667,E01000682,0.029,E01000682,5.7664780326126,0.051226480465772,6,0.352,-0.0578044550388821,4.49,0.051226480465772,-0.156545213095796
669,670,669,E01000684,0.022,E01000684,5.87615608404267,0.151330836003219,8,0.128,0.0228328808218426,2.82,0.151330836003219,-0.125308998644625
670,671,670,E01000685,0.096,E01000685,5.57812503686077,-0.0454925688852284,3,0.221,0.0538274397443787,14.175,-0.0454925688852284,-0.110785263846282
671,672,671,E01000686,0.07,E01000686,5.66801552832881,0.0088384806959244,5,0.686,0.117632963511654,4.859,0.0088384806959244,-0.177495429362425
672,673,672,E01000687,0.064,E01000687,5.64130748002256,-0.0260755926611528,4,0.246,0.0218473955210957,4.928,-0.0260755926611528,0.104137301375677
673,674,673,E01000688,0.028,E01000688,5.66128777591591,-0.0553314470727233,3,-0.026,-0.0037084103760429,2.222,-0.0553314470727233,-0.0915389356301
684,685,684,E01000699,0.14,E01000699,5.78102931250697,0.217589223800326,8,0.98,-0.298314709689262,17.843,0.217589223800326,-0.136561353839921
685,686,685,E01000700,0.093,E01000700,5.56074179410934,-0.0669788241620612,3,0.617,-0.199751469340078,7.351,-0.0669788241620612,0.0022126566595254
686,687,686,E01000701,0.1,E01000701,5.75119926959653,0.133052347217753,7,0.719,-0.213911449808233,6.041,0.133052347217753,-0.0121033003202921
687,688,687,E01000702,0.054,E01000702,5.66687232375145,-0.014187457350294,4,0.803,-0.27209093176128,3.842,-0.014187457350294,0.0292127470920758
688,689,688,E01000703,0.058,E01000703,5.85636013217226,0.180771034437734,8,1.042,-0.229604254085199,1.038,0.180771034437734,-0.117522908523602
691,692,691,E01000706,0.106,E01000706,5.46859476963679,-0.14134612769117,2,0.851,-0.0071537381949364,10.429,-0.14134612769117,-0.008803047481695
692,693,692,E01000707,0.024,E01000707,5.72147764455552,-0.000612261800328,5,0.664,-0.206791015980482,1.97,-0.000612261800328,-0.0354320125490642
703,704,703,E01000718,0.175,E01000718,5.53109945401107,0.0155278447675503,5,0.524,0.0718984625158805,16.831,0.0155278447675503,-0.0633787973301606
704,705,704,E01000719,0.171,E01000719,5.29855451972474,-0.22248777288599,0,0.714,0.17029658248843,22.042,-0.22248777288599,0.0513300717030336
705,706,705,E01000720,0.282,E01000720,5.04250603959662,-0.326724789573924,0,0.315,0.225395467168594,38.949,-0.326724789573924,-0.255892487024566
707,708,707,E01000722,0.156,E01000722,5.39627565351944,-0.14528170171834,1,0.628,0.18396344629584,26.349,-0.14528170171834,0.0586553990656537
708,709,708,E01000723,0.068,E01000723,5.21192751832269,-0.449984870993801,0,0.322,0.234361241179519,20.572,-0.449984870993801,0.0770383712939424
709,710,709,E01000724,0.231,E01000724,5.40608922932662,-0.0328928127758972,4,0.321,0.0747802908149635,37.704,-0.0328928127758972,-0.274609609407338
711,712,711,E01000726,0.089,E01000726,5.39268347205995,-0.24050782957867,0,0.403,0.140762343625508,12.719,-0.24050782957867,0.0840821459677896
712,713,712,E01000727,0.096,E01000727,5.49616724276638,-0.127450362979611,2,0.492,0.0298469067434491,12.719,-0.127450362979611,0.0291948978616887
713,714,713,E01000728,0.126,E01000728,5.24132461750236,-0.341262862989531,0,0.314,0.190088086774976,23.681,-0.341262862989531,-0.0407084151765174
714,715,714,E01000729,0.276,E01000729,5.39549067149679,0.018053817275433,5,0.493,0.108929880514751,37.926,0.018053817275433,-0.168102193244142
715,716,715,E01000730,0.287,E01000730,5.31927900274923,-0.0431134722122921,4,0.517,0.180303725426909,36.726,-0.0431134722122921,-0.108162580479904
716,717,716,E01000731,0.185,E01000731,5.54040425482804,0.0385093540025603,5,0.375,0.104540702153769,30.094,0.0385093540025603,-0.185483238882631
717,718,717,E01000732,0.104,E01000732,5.87566582285441,0.262989583842842,9,0.371,-0.0076456345339613,11.339,0.262989583842842,-0.0747326177380148
718,719,718,E01000733,0.146,E01000733,5.64047657657963,0.0852425129238143,6,0.61,0.157256083333208,18.12,0.0852425129238143,-0.114932342597589
719,720,719,E01000734,0.082,E01000734,5.88264008845602,0.239875090924773,9,0.323,0.0302813908625501,11.502,0.239875090924773,-0.0854053850623944
720,721,720,E01000735,0.181,E01000735,5.38581753973795,-0.121548044454744,2,0.901,0.345004236426345,39.513,-0.121548044454744,-0.0997992089191023
721,722,721,E01000736,0.151,E01000736,5.59569562159443,0.0472999121476323,6,0.437,0.0081126580305405,25.394,0.0472999121476323,-0.276348512557596
722,723,722,E01000737,0.221,E01000737,5.53105692693165,0.0783981764110989,6,0.41,0.0764442670734663,23.693,0.0783981764110989,-0.252410436052155
723,724,723,E01000738,0.117,E01000738,5.35487659746846,-0.240019920599656,0,0.734,0.13072827058597,18.316,-0.240019920599656,-0.0062366396100466
724,725,724,E01000739,0.283,E01000739,5.44782714633381,0.0799639880050704,6,0.559,0.142666662560275,43.511,0.0799639880050704,-0.265979999250638
726,727,726,E01000741,0.151,E01000741,5.73951729898867,0.191121589541873,8,0.911,-0.179905646529006,11.966,0.191121589541873,-0.234947945092223
729,730,729,E01000744,0.301,E01000744,5.57327646017075,0.230031376994473,9,0.843,0.0127084577557395,29.492,0.230031376994473,-0.18079643251425
731,732,731,E01000746,0.115,E01000746,5.75642839464648,0.158796534894752,8,1.289,-0.197268742519594,10.56,0.158796534894752,-0.23119435900342
735,736,735,E01000750,0.201,E01000750,5.55540811770583,0.0753959503492029,6,0.218,0.0322729838806698,29.238,0.0753959503492029,-0.348633240389031
736,737,736,E01000751,0.042,E01000751,5.44121433125467,-0.256257499948719,0,-0.074,-0.0108906310664327,8.205,-0.256257499948719,-0.0628578833286478
737,738,737,E01000752,0.058,E01000752,5.59220586537729,-0.0833832323572387,3,0.238,0.0072300080910837,7.71,-0.0833832323572387,-0.175688060575096
738,739,738,E01000753,0.022,E01000753,5.62096340503168,-0.10386184300778,2,0.183,0.0050604727067411,4.969,-0.10386184300778,-0.113688607683352
739,740,739,E01000754,0.047,E01000754,5.41226637648396,-0.278367100510405,0,0.147,0.0727183553160509,5.669,-0.278367100510405,0.155173491154942
740,741,740,E01000755,0.03,E01000755,5.57431819786628,-0.139565683438747,2,0.148,-0.0417652990283955,2.927,-0.139565683438747,0.0535963591482638
742,743,742,E01000757,0.015,E01000757,5.86595890769419,0.131559963762106,7,0.215,-0.0582915664228466,3.375,0.131559963762106,-0.117284630261423
743,744,743,E01000758,0.02,E01000758,5.85856172279878,0.131001133075718,7,0.236,-0.163356014178139,1.591,0.131001133075718,-0.213296581906502
745,746,745,E01000760,0.042,E01000760,5.56893261687249,-0.1285392143309,2,0.585,0.0972604369447042,8.165,-0.1285392143309,0.0435441785665886
746,747,746,E01000761,0.028,E01000761,5.72469674405597,0.0080775210673398,5,0.3,-0.0569819624637091,8.342,0.0080775210673398,-0.133675220700867
747,748,747,E01000762,0.055,E01000762,5.44853830539574,-0.231153804864199,0,0.293,0.129307637553368,3.552,-0.231153804864199,0.0675381321608494
748,749,748,E01000763,0.022,E01000763,5.66383645545815,-0.0609887925813078,3,0.5,0.0476171290679168,7.982,-0.0609887925813078,0.07467848850678
750,751,750,E01000765,0.051,E01000765,5.49141791559929,-0.193744878027863,1,0.477,0.0389767509537023,5.359,-0.193744878027863,-0.0688173495695207
752,753,752,E01000767,0.023,E01000767,5.87944689866538,0.155989321467731,8,0.771,0.0355950952588288,4.277,0.155989321467731,0.0554672667438555
753,754,753,E01000768,0.048,E01000768,5.67061232006739,-0.0186534860851739,4,0.497,-0.0553028084554588,2.122,-0.0186534860851739,-0.0634204506312504
756,757,756,E01000771,0.02,E01000771,5.90081434619838,0.173253756475315,8,1.085,-0.200694587317829,2.625,0.173253756475315,-0.146491324298987
758,759,758,E01000773,0.038,E01000773,6.03320658575154,0.330264071180937,9,0.599,-0.238938629685014,6.264,0.330264071180937,-0.244045374821961
763,764,763,E01000779,0.086,E01000779,5.62965633631666,-0.00763797784737,4,1.038,0.0980406876077802,8.0,-0.00763797784737,-6.66158644051142e-05
764,765,764,E01000780,0.157,E01000780,5.68448514055896,0.144295456162981,7,0.645,-0.0591417225061447,27.179,0.144295456162981,-0.1851695832945
765,766,765,E01000781,0.252,E01000781,5.62826415945272,0.218003205028075,8,0.638,0.0363756215988947,38.769,0.218003205028075,-0.290602802659403
766,767,766,E01000782,0.292,E01000782,5.40656311101601,0.0510089902635028,6,0.609,-0.0105855438654553,38.44,0.0510089902635028,-0.282046698377878
767,768,767,E01000783,0.208,E01000783,5.56574221109522,0.0953037396312174,7,0.47,-0.0051872989546122,40.461,0.0953037396312174,-0.368850899635059
768,769,768,E01000784,0.068,E01000784,5.64206622883126,-0.0198461604852381,4,0.582,-0.0700788118133139,6.486,-0.0198461604852381,-0.0940365107541635
769,770,769,E01000785,0.229,E01000785,5.58812330807409,0.146405924287964,7,0.552,0.0051338123401271,28.8,0.146405924287964,-0.125399954074212
770,771,770,E01000786,0.043,E01000786,5.51585674202233,-0.180247418339252,1,0.353,0.160464964778959,3.939,-0.180247418339252,0.0447273922808315
772,773,772,E01000788,0.128,E01000788,5.72668455221035,0.146832413402066,8,0.985,0.0640147917947721,16.089,0.146832413402066,-0.0544760702733145
773,774,773,E01000789,0.287,E01000789,5.24547976306361,-0.116912711897912,2,0.25,0.0910185767162043,39.884,-0.116912711897912,-0.0660306260789314
774,775,774,E01000790,0.079,E01000790,5.58308503500432,-0.0637829750523362,3,0.349,-0.10311356430996,4.591,-0.0637829750523362,0.0489468010572866
775,776,775,E01000791,0.053,E01000791,5.59346363159141,-0.088963820352135,2,0.625,0.164481320500981,10.176,-0.088963820352135,0.0105235632046789
777,778,777,E01000793,0.025,E01000793,5.80853846669197,0.0878162311779252,6,0.65,0.0518259538171453,2.845,0.0878162311779252,-0.11069252897683
778,779,778,E01000794,0.03,E01000794,5.81395154244432,0.10006766113929,7,0.043,-0.0776811977674189,3.434,0.10006766113929,-0.0983298864108917
779,780,779,E01000795,0.107,E01000795,5.81661773788991,0.208044511403758,8,0.201,-0.0076835563671072,10.186,0.208044511403758,-0.0595469760890115
780,781,780,E01000796,0.239,E01000796,5.43669136621619,0.0086506908480965,5,0.69,0.149987520591225,22.635,0.0086506908480965,0.167338303539363
781,782,781,E01000797,0.055,E01000797,5.65582815386214,-0.0238639563977968,4,1.028,-0.0137932866618753,2.98,-0.0238639563977968,-0.0045620413258139
782,783,782,E01000798,0.281,E01000798,5.55381271463853,0.18321421462619,8,1.147,0.125092676770953,33.238,0.18321421462619,-0.10173161058614
783,784,783,E01000799,0.116,E01000799,5.48437717612486,-0.111887012785068,2,1.124,-0.0889751559838468,8.123,-0.111887012785068,-0.0128966032884989
784,785,784,E01000800,0.182,E01000800,5.38841689386587,-0.117581019485022,2,1.106,0.0493227039915447,18.249,-0.117581019485022,0.0723965544279844
785,786,785,E01000801,0.115,E01000801,5.66627814553001,0.0686462857782785,6,0.955,0.0672484693055363,13.786,0.0686462857782785,0.0624468946413556
786,787,786,E01000802,0.134,E01000802,5.54993997550592,-0.0217061382515398,4,1.007,-0.134088696049046,6.293,-0.0217061382515398,-0.0673330527100348
787,788,787,E01000803,0.116,E01000803,5.87165099329653,0.275386804386605,9,0.949,-0.199914990213662,6.858,0.275386804386605,-0.198263581955898
789,790,789,E01000805,0.133,E01000805,5.47596985468498,-0.0970439299142887,2,1.141,0.0337566096832781,14.848,-0.0970439299142887,-0.0010708083792511
792,793,792,E01000808,0.051,E01000808,5.85208608765228,0.166923294025127,8,0.177,-0.0559018917123187,3.825,0.166923294025127,-0.0122612766131905
794,795,794,E01000810,0.016,E01000810,5.97617672471439,0.243145451624114,9,0.277,-0.0713709534918518,2.221,0.243145451624114,-0.130767342421897
795,796,795,E01000811,0.031,E01000811,5.81236618529252,0.0998499748292955,7,0.382,-0.0679842323899585,4.496,0.0998499748292955,-0.0952591254040905
796,797,796,E01000812,0.08,E01000812,5.68705621395471,0.0415558747398574,6,0.315,-0.0526208696042063,5.542,0.0415558747398574,-0.0479350465844833
797,798,797,E01000813,0.029,E01000813,5.59000077605807,-0.12525077608876,2,0.164,-0.0093219524704569,5.801,-0.12525077608876,0.0245075649046522
798,799,798,E01000814,0.018,E01000814,5.94808746669807,0.217791535291397,8,0.289,-0.0116525997197476,0.82,0.217791535291397,-0.141717866750013
799,800,799,E01000815,0.012,E01000815,6.0966866603796,0.358184703922112,9,0.269,-0.255175998350747,2.391,0.358184703922112,-0.158095876209576
802,803,802,E01000819,0.194,E01000819,5.51846932022421,0.0288834569749622,5,0.763,0.0411930842780276,16.0,0.0288834569749622,0.0395672562859074
804,805,804,E01000822,0.102,E01000822,5.6406425387771,0.0252309580819302,5,0.629,-0.156175031869748,6.928,0.0252309580819302,-0.114860829629261
805,806,805,E01000823,0.062,E01000823,5.65889282700836,-0.0112255873589549,4,0.749,-0.130080519172186,1.878,-0.0112255873589549,0.0284114706891689
806,807,806,E01000824,0.105,E01000824,5.65835982870173,0.0470512605319622,6,0.689,-0.141978804912467,3.174,0.0470512605319622,0.0600750875010492
807,808,807,E01000825,0.103,E01000825,5.72863596950481,0.114592059651441,7,0.908,-0.0515091562279942,7.188,0.114592059651441,-0.0757242611151053
808,809,808,E01000826,0.018,E01000826,5.89486731874182,0.164571387335148,8,0.478,-0.0258884887083927,1.195,0.164571387335148,0.0405191294506655
809,810,809,E01000827,0.05,E01000827,5.70738437716403,0.0208539126950681,5,0.407,-0.0587605548760325,3.404,0.0208539126950681,-0.175049855362987
810,811,810,E01000828,0.07,E01000828,5.82046692210119,0.161289874468305,8,0.643,-0.0380767540544255,2.533,0.161289874468305,-0.117041359189506
812,813,812,E01000830,0.01,E01000830,5.9157736830818,0.174536384940702,8,0.66,-0.0067354226863253,1.158,0.174536384940702,-0.0462624083966092
813,814,813,E01000831,0.068,E01000831,5.81216503397484,0.150252644658343,8,0.352,-0.0320860083835095,1.485,0.150252644658343,-0.092447901552203
814,815,814,E01000832,0.034,E01000832,5.6734905009367,-0.0349226970011109,4,0.436,-0.123028943597272,2.27,-0.0349226970011109,-0.0873079668039316
815,816,815,E01000833,0.02,E01000833,5.94650728655177,0.218946696828709,8,0.312,-0.134597920890258,2.366,0.218946696828709,-0.122003995550941
817,818,817,E01000835,0.069,E01000835,5.57671503414368,-0.0838296843310123,3,0.393,-0.210873586583551,6.224,-0.0838296843310123,0.0773254652229445
819,820,819,E01000837,0.062,E01000837,5.75093857533223,0.0808201609649143,6,0.422,0.018214327615864,6.417,0.0808201609649143,0.0788489997403929
821,822,821,E01000839,0.014,E01000839,5.91239157988101,0.176624965107122,8,0.367,-0.34034261499599,3.032,0.176624965107122,0.0790567931537719
822,823,822,E01000840,0.054,E01000840,5.68846595623124,0.0074061751294947,5,0.628,0.0630817936931477,4.215,0.0074061751294947,0.0609840970415554
824,825,824,E01000842,0.052,E01000842,5.86806185123248,0.18426672844713,8,1.155,-0.357007592929941,5.409,0.18426672844713,-0.177020363813377
827,828,827,E01000845,0.078,E01000845,5.75758100829078,0.109345327392323,7,1.29,-0.252080545672608,4.754,0.109345327392323,-0.0906461650618345
830,831,830,E01000848,0.044,E01000848,5.82223147622655,0.127494986706771,7,1.114,-0.431816596407944,4.634,0.127494986706771,-0.227528838458072
832,833,832,E01000850,0.062,E01000850,5.69626158420686,0.0261431698395488,5,1.958,-0.300776821484182,4.658,0.0261431698395488,-0.0937041404126189
833,834,833,E01000851,0.043,E01000851,5.50726965143176,-0.188834508929827,1,1.983,-0.228255337378195,6.938,-0.188834508929827,0.0816110302156488
834,835,834,E01000852,0.067,E01000852,5.86910106404854,0.205821003890246,8,2.322,-0.0487718041697686,1.313,0.205821003890246,0.0302395212376515
835,836,835,E01000853,0.226,E01000853,5.67830064940074,0.232480253089204,9,2.172,-0.233649300338111,11.128,0.232480253089204,-0.184372876216117
836,837,836,E01000854,0.12,E01000854,5.4907880398844,-0.100005465658313,2,1.45,-0.220004498737193,6.985,-0.100005465658313,0.189503739706307
