,Unnamed: 0,X,LSOA.code..2011.,Income.Score..rate.,lsoa,Unnamed..0,resid,res_dec,Outdoors.Sub.domain.Score,outdoor_resid,Education..Skills.and.Training.Score,wealth_resid,education_resid
232,233,232,E01000237,0.055,E01000237,5.56371102115224,-0.115981089107695,2,1.469,0.0665956469690691,1.569,-0.115981089107695,0.180765944941934
234,235,234,E01000239,0.137,E01000239,5.26457035083037,-0.302972750401679,0,1.385,0.448428894089067,6.545,-0.302972750401679,0.380906752249536
235,236,235,E01000240,0.118,E01000240,5.48490016801017,-0.108628679216151,2,1.205,0.444198261309392,5.762,-0.108628679216151,0.286707504110254
239,240,239,E01000244,0.076,E01000244,5.54040376514408,-0.110567257437988,2,1.42,-0.0081270584193791,6.449,-0.110567257437988,0.0518691452964084
241,242,241,E01000246,0.048,E01000246,5.56677813657368,-0.122487669578889,2,0.407,-0.0245315256399453,1.711,-0.122487669578889,-0.146366233520687
244,245,244,E01000249,0.026,E01000249,5.62919818024034,-0.0901563844319068,2,0.439,-0.140112090872274,1.17,-0.0901563844319068,-0.0399265488748538
248,249,248,E01000253,0.043,E01000253,5.43985493751387,-0.256249222847707,0,0.423,0.158913299075736,3.48,-0.256249222847707,-0.0467125468990574
249,250,249,E01000254,0.04,E01000254,5.47463019201832,-0.225576980868668,0,0.586,0.0109044610036185,2.182,-0.225576980868668,-0.130035946336163
251,252,251,E01000256,0.079,E01000256,5.66627391343264,0.0194059033759875,5,0.693,0.0535614165931337,3.474,0.0194059033759875,-0.0372430276646454
252,253,252,E01000257,0.168,E01000257,5.42694305155012,-0.0982022535860177,2,0.859,0.262113825197102,17.095,-0.0982022535860177,0.0192189786823716
255,256,255,E01000260,0.11,E01000260,5.29973911001997,-0.304731103940774,0,1.347,0.477281009319375,10.626,-0.304731103940774,0.294800933008696
258,259,258,E01000263,0.024,E01000263,5.80637570033813,0.0842857939822842,6,0.944,-0.0086251261034994,1.201,0.0842857939822842,-0.110433876478332
259,260,259,E01000264,0.116,E01000264,5.44986640989401,-0.146397779015917,1,1.188,0.1987649681324,5.608,-0.146397779015917,0.259538318457102
260,261,260,E01000265,0.126,E01000265,5.41697970469286,-0.165607775799025,1,0.599,0.10283826513974,6.251,-0.165607775799025,0.162414289180768
261,262,261,E01000266,0.045,E01000266,5.85016439632816,0.156795577650187,8,1.052,0.0654764788214992,2.204,0.156795577650187,-0.0800650806860003
262,263,262,E01000267,0.086,E01000267,5.53372668271715,-0.10356763144688,2,0.606,0.0202590987217289,2.451,-0.10356763144688,0.206747720828461
266,267,266,E01000271,0.041,E01000271,5.74595467900408,0.047115176958888,6,0.816,-0.0414787176388935,2.069,0.047115176958888,0.0420986159681186
267,268,267,E01000272,0.03,E01000272,5.84702613687268,0.133142255567654,7,0.582,-0.0876614301593878,1.163,0.133142255567654,-0.128707157359006
