,lsoa,price,hierarchical8x,hierarchical13x,hierarchical24x
2391,E01002443,210742.5701171671,4.0,5.0,6.0
2392,E01002444,212570.10101986513,7.0,11.0,16.0
2393,E01002445,214173.02487556837,,,
2394,E01002446,221478.149537426,,,
2395,E01002447,209796.003064956,4.0,5.0,6.0
2396,E01002448,221084.03212353773,,,
2397,E01002449,217353.23166189637,3.0,3.0,11.0
2398,E01002450,238745.70619441808,3.0,9.0,12.0
2399,E01002451,262858.28458805603,3.0,9.0,12.0
2400,E01002452,260909.67598638686,3.0,4.0,5.0
2401,E01002453,246206.76295988812,3.0,9.0,12.0
2402,E01002454,247192.93306095977,3.0,,
2403,E01002455,234744.9308302414,3.0,3.0,11.0
2404,E01002456,229587.47989538978,3.0,3.0,11.0
2405,E01002457,231302.7293333722,3.0,3.0,11.0
2406,E01002458,340872.8752386349,3.0,4.0,5.0
2407,E01002459,317541.70090625656,3.0,,
2408,E01002460,339534.35112727195,4.0,5.0,13.0
2409,E01002461,372892.37452144426,4.0,5.0,6.0
2410,E01002462,317795.03748677287,3.0,3.0,11.0
2411,E01002463,334673.7086350657,4.0,5.0,14.0
2412,E01002464,295021.85725818464,3.0,4.0,5.0
2413,E01002465,297177.3791314013,3.0,3.0,11.0
2414,E01002466,286481.58484039194,3.0,9.0,12.0
2415,E01002467,301198.3151375819,3.0,,
2416,E01002468,287317.57461448957,3.0,9.0,12.0
2417,E01002469,296777.48555966455,3.0,9.0,12.0
2418,E01002470,320611.18165522756,3.0,3.0,11.0
2419,E01002471,309080.4320156713,3.0,9.0,12.0
2420,E01002472,374747.8017893518,4.0,5.0,6.0
2421,E01002473,617221.872264249,7.0,11.0,16.0
2422,E01002474,332085.63060952176,3.0,3.0,11.0
2423,E01002475,352362.45939424896,,,
2424,E01002476,470622.85139187734,3.0,,
2425,E01002477,409540.0036607196,3.0,4.0,5.0
2426,E01002478,387239.8429507939,3.0,3.0,11.0
2427,E01002479,302264.19927554036,3.0,3.0,11.0
2428,E01002480,353396.5417876518,3.0,3.0,11.0
2429,E01002481,299475.8421469334,3.0,3.0,11.0
2430,E01002482,398001.70390878257,3.0,3.0,11.0
2431,E01002483,312056.6715044648,3.0,3.0,11.0
2432,E01002484,300347.6125833151,3.0,3.0,11.0
2433,E01002485,294208.2142827344,3.0,3.0,11.0
2434,E01002486,211033.48873301744,3.0,4.0,5.0
2435,E01002487,220781.52441652035,3.0,3.0,11.0
2436,E01002488,228082.3829698637,3.0,3.0,11.0
2437,E01002489,229812.1183641188,3.0,3.0,11.0
2438,E01002490,216017.75806391542,3.0,,
2439,E01002491,216355.46452685943,3.0,3.0,11.0
2440,E01002492,217304.592074537,3.0,9.0,12.0
2441,E01002493,206271.8562577001,3.0,3.0,11.0
2442,E01002494,266104.60409849515,3.0,3.0,11.0
2443,E01002495,281196.45434420597,3.0,3.0,11.0
2444,E01002496,268331.9832247174,4.0,5.0,13.0
2445,E01002497,287538.85269734793,4.0,5.0,13.0
2446,E01002498,284962.226020652,3.0,3.0,11.0
2447,E01002499,286528.08607584063,,,
2448,E01002501,239510.58324705492,3.0,3.0,11.0
2449,E01002502,226207.41726591074,3.0,,
2450,E01002503,219623.19373478196,3.0,9.0,12.0
2451,E01002504,225707.38881208687,3.0,4.0,5.0
2452,E01002505,209934.29052874897,4.0,5.0,6.0
2453,E01002506,214364.89032746362,3.0,3.0,11.0
2454,E01002507,216723.27389278967,3.0,4.0,5.0
2455,E01002508,230867.74620311003,3.0,3.0,11.0
2456,E01002509,290464.60473261296,3.0,3.0,11.0
2457,E01002511,245652.0586961939,3.0,,
2458,E01002512,308066.5827786333,3.0,4.0,5.0
2459,E01002513,305160.4906532557,4.0,5.0,
2460,E01002514,269642.3487533929,3.0,3.0,11.0
2461,E01002515,273320.2362615455,3.0,4.0,5.0
2462,E01002516,323164.5056545366,3.0,4.0,5.0
2463,E01002518,238247.46250051176,3.0,3.0,11.0
2464,E01002519,217224.93998133636,,,
2465,E01002520,231985.0094442564,3.0,,
2466,E01002521,255850.28435444718,,,
2467,E01002523,246858.7702765707,6.0,10.0,15.0
2468,E01002525,240076.69561696472,3.0,4.0,5.0
2469,E01002526,217164.0709339149,3.0,3.0,11.0
2470,E01002527,227042.1395178156,7.0,11.0,16.0
2471,E01002528,222649.05558585565,3.0,,
2472,E01002529,240473.09845606994,3.0,3.0,11.0
2473,E01002530,222583.64989866683,,,
2474,E01002531,247420.9496478004,3.0,3.0,11.0
2475,E01002532,218688.7754579993,3.0,4.0,5.0
2476,E01002533,259854.74186506314,7.0,11.0,16.0
2477,E01002534,345855.4778022451,3.0,3.0,11.0
2478,E01002535,351914.74520674907,3.0,3.0,11.0
2479,E01002536,282266.4821452643,3.0,4.0,5.0
2480,E01002537,303822.51110550965,3.0,,
2481,E01002538,288850.68291631,3.0,4.0,5.0
2482,E01002539,340990.3924985338,3.0,3.0,11.0
2483,E01002540,216307.21281072992,3.0,3.0,11.0
2484,E01002541,215729.89953932876,3.0,,
2485,E01002542,225474.16187019282,3.0,3.0,11.0
2486,E01002543,223365.5526151376,3.0,4.0,5.0
2487,E01002544,227268.7582265287,3.0,,
2488,E01002545,192135.88356571493,4.0,5.0,14.0
2489,E01002546,212888.8993400822,3.0,3.0,11.0
2490,E01002547,223721.65023217426,3.0,,
2491,E01002548,217064.99737779546,3.0,4.0,5.0
2492,E01002549,235036.51316641882,,,
2493,E01002550,218762.4984839363,3.0,3.0,11.0
2494,E01002551,242597.35978146206,3.0,3.0,11.0
2495,E01002552,212993.99184719785,3.0,,
2496,E01002553,213225.7719602713,3.0,3.0,11.0
2497,E01002554,237734.15082813552,3.0,4.0,5.0
2498,E01002555,210301.07534527182,3.0,,
2499,E01002556,201583.28165234154,3.0,3.0,11.0
2500,E01002557,212112.46039363748,3.0,3.0,11.0
2501,E01002558,210152.82781835867,3.0,,
2502,E01002559,201561.0763077618,4.0,5.0,6.0
2503,E01002560,207894.99071109327,3.0,3.0,11.0
2504,E01002561,189059.58162648036,3.0,3.0,11.0
2505,E01002562,344207.0714279417,3.0,4.0,5.0
2506,E01002563,399275.764518338,3.0,3.0,11.0
2507,E01002564,342638.9285326268,3.0,3.0,11.0
2508,E01002565,349153.9219659182,6.0,10.0,15.0
2509,E01002566,450887.5436034558,4.0,5.0,6.0
2510,E01002567,352858.09015015326,5.0,6.0,7.0
2511,E01002568,301433.9591859033,,,
2512,E01002569,652254.5287095549,5.0,6.0,7.0
2513,E01002570,776984.7450548441,5.0,6.0,7.0
2514,E01002571,645457.9247224927,3.0,4.0,5.0
2515,E01002572,381871.1120920043,7.0,11.0,16.0
2516,E01002573,977937.6949084883,3.0,3.0,4.0
2517,E01002574,773626.6661063302,3.0,3.0,4.0
2518,E01002575,882365.6358115484,,,
2519,E01002576,628198.2938480744,3.0,3.0,11.0
2520,E01002577,642158.1974900387,3.0,3.0,11.0
2521,E01002578,646513.8807541449,3.0,3.0,11.0
2522,E01002579,760744.8175687861,3.0,4.0,5.0
2523,E01002580,522450.91362003767,6.0,10.0,15.0
2524,E01002581,563317.510406582,6.0,10.0,15.0
2525,E01002582,554121.3669589051,3.0,3.0,4.0
2526,E01002583,237394.29278374577,3.0,4.0,5.0
2527,E01002584,216235.35549153312,3.0,,
2528,E01002585,205031.6845317366,3.0,3.0,11.0
2529,E01002586,228119.01399169254,3.0,,
2530,E01002587,233931.0330250951,,,
2531,E01002588,188144.26414198396,4.0,5.0,14.0
2532,E01002589,223347.11325712316,3.0,4.0,5.0
2533,E01002590,207509.8173769112,3.0,,
2534,E01002591,205628.06888514158,3.0,3.0,11.0
2535,E01002592,214868.71581812514,4.0,5.0,14.0
2536,E01002593,214913.82285141386,3.0,3.0,11.0
2537,E01002594,205076.63959797,3.0,,
2538,E01002595,202315.97351752836,3.0,3.0,11.0
2539,E01002596,206428.5602686674,3.0,4.0,5.0
2540,E01002598,204307.40561571694,3.0,3.0,11.0
2541,E01002599,198987.6540502258,3.0,9.0,12.0
2542,E01002600,190320.47769854649,3.0,9.0,12.0
2543,E01002601,211138.78758265925,3.0,4.0,5.0
2544,E01002602,216707.1631168165,3.0,9.0,12.0
2545,E01002603,199729.44915727005,3.0,3.0,11.0
2546,E01002604,200373.7149711354,3.0,4.0,5.0
2547,E01002605,212128.3976072562,4.0,5.0,
2548,E01002606,199528.43786336793,3.0,3.0,11.0
2549,E01002607,192608.18273444203,3.0,3.0,11.0
2550,E01002608,209944.20574350934,3.0,4.0,5.0
2551,E01002609,219256.77862748993,3.0,,
2552,E01002610,205150.00588361896,,,
2553,E01002611,214369.27182430928,3.0,3.0,11.0
2554,E01002612,210624.10308022276,3.0,3.0,11.0
2555,E01002613,224481.77059025774,3.0,3.0,11.0
2556,E01002614,211453.87291470403,3.0,,
2557,E01002615,198941.3228666721,4.0,5.0,
2558,E01002616,212841.36829599956,3.0,,
2559,E01002617,232202.99819461833,3.0,4.0,5.0
2560,E01002618,244798.1518266841,3.0,9.0,12.0
2561,E01002619,237427.8982091432,3.0,9.0,12.0
2562,E01002620,231779.75664005976,3.0,4.0,5.0
2563,E01002621,247125.24778843884,,,
2564,E01002622,253108.25063653965,3.0,3.0,11.0
2565,E01002623,240028.76304222597,3.0,3.0,11.0
2566,E01002624,243869.97386113458,3.0,3.0,11.0
2567,E01002625,241622.12815052815,3.0,3.0,11.0
2568,E01002626,247807.26637549393,3.0,4.0,5.0
2569,E01002627,252892.41642711288,,,
2570,E01002628,236420.22402154506,,,
2571,E01002629,257885.56556626718,3.0,3.0,11.0
2572,E01002630,240558.87842607792,3.0,3.0,11.0
2573,E01002631,213534.55007247574,3.0,3.0,11.0
2574,E01002632,247629.2007956655,3.0,3.0,11.0
2575,E01002633,195640.59187845723,4.0,5.0,6.0
2576,E01002634,199809.31918273927,4.0,5.0,
2577,E01002635,256004.62375310995,3.0,,
2578,E01002636,234433.62583435848,3.0,9.0,12.0
2579,E01002637,196282.14763181616,4.0,5.0,6.0
2580,E01002638,233838.81615796662,3.0,4.0,5.0
2581,E01002639,258922.4575131922,3.0,9.0,12.0
2582,E01002640,233513.90531357593,3.0,9.0,12.0
2583,E01002641,247419.64553058753,3.0,3.0,
2584,E01002642,244314.35334197618,3.0,3.0,11.0
2585,E01002643,250171.78400207133,3.0,,
2586,E01002645,223999.73984568773,6.0,10.0,15.0
2587,E01002646,233925.60200663586,3.0,3.0,11.0
2588,E01002647,205971.62065796283,3.0,3.0,11.0
2589,E01002648,221849.30763300334,3.0,3.0,4.0
2590,E01002649,231783.71016305353,,,
2591,E01002650,216271.41289232494,3.0,4.0,5.0
2592,E01002651,213852.62988956604,3.0,,
2593,E01002652,237972.84676484016,3.0,9.0,12.0
2594,E01002653,246825.8244167604,3.0,9.0,12.0
2595,E01002654,246442.74536603055,3.0,9.0,12.0
2596,E01002655,251229.51408282854,3.0,9.0,12.0
2597,E01002656,259148.6372546819,3.0,4.0,5.0
2598,E01002657,255073.9212518249,3.0,9.0,12.0
2599,E01002658,318601.30992777075,3.0,9.0,12.0
2600,E01002659,258576.17375513312,3.0,3.0,11.0
2601,E01002660,227621.5043381197,3.0,3.0,11.0
2602,E01002661,243447.29568751092,3.0,3.0,11.0
2603,E01002662,267291.1413872529,3.0,,
2604,E01002663,227238.74501265763,,,
2605,E01002664,227976.80712375918,3.0,3.0,11.0
2606,E01002665,218988.1953199019,3.0,3.0,11.0
2607,E01002666,216555.2233039762,3.0,3.0,11.0
2608,E01002667,371387.04412854725,,,
2609,E01002668,302285.1195851312,3.0,3.0,11.0
2610,E01002669,264118.9921232284,3.0,9.0,12.0
2611,E01002670,277382.048575869,3.0,3.0,11.0
2612,E01002671,320199.78624659765,3.0,3.0,
2613,E01002672,280065.18825541204,4.0,5.0,
2614,E01002673,248095.58229847404,,,
2615,E01002674,296762.2316786426,3.0,,
2616,E01002675,332236.96633055026,3.0,9.0,12.0
2617,E01002676,352090.4068009297,3.0,4.0,5.0
2618,E01002677,309317.4442511628,3.0,3.0,11.0
2619,E01002678,315642.8275598554,7.0,11.0,16.0
2620,E01002679,327032.6615255452,3.0,3.0,11.0
2621,E01002680,341095.2123003101,,,
2622,E01002681,307755.1681702542,3.0,3.0,11.0
2623,E01002682,302572.60153544694,3.0,4.0,5.0
2624,E01002683,323147.40897972416,,,
2625,E01002684,412819.1638868584,,,
2626,E01002686,277968.4955549134,3.0,4.0,5.0
2627,E01002687,647394.6499577095,6.0,10.0,15.0
2628,E01002689,650968.4442464963,5.0,6.0,7.0
2629,E01002690,850120.793391319,3.0,3.0,11.0
2630,E01002691,465551.40883579047,3.0,4.0,5.0
2631,E01002692,659424.033666519,3.0,3.0,11.0
2632,E01002693,729627.9054671767,6.0,10.0,15.0
2633,E01002694,582143.7207587294,1.0,,
2634,E01002695,532207.3132561287,1.0,,
2635,E01002696,783436.1877211115,1.0,1.0,1.0
2636,E01002697,458347.59613417304,6.0,10.0,17.0
2637,E01002698,638917.0317727313,1.0,7.0,10.0
2638,E01002699,768848.2620648043,1.0,,
2639,E01002700,948331.6451066602,1.0,7.0,
2640,E01002701,829813.8598285018,1.0,1.0,1.0
2641,E01002702,435413.48143155343,1.0,1.0,2.0
2642,E01002703,546776.3479427758,1.0,1.0,1.0
2643,E01002704,591243.2500832083,1.0,1.0,1.0
2644,E01002706,604989.2919953055,1.0,1.0,1.0
2645,E01002707,545072.6590069219,1.0,7.0,8.0
2646,E01002708,417138.079898726,1.0,1.0,2.0
2647,E01002709,387516.6579085423,1.0,,
2648,E01002710,485202.1936277004,1.0,7.0,8.0
2649,E01002711,573011.0118916271,1.0,1.0,1.0
2650,E01002712,501350.75667970703,,,
2651,E01002713,391214.39965715975,1.0,1.0,2.0
2652,E01002714,730572.5297967577,1.0,7.0,10.0
2653,E01002715,394051.6359651773,1.0,,
2654,E01002716,534063.1283474478,1.0,7.0,8.0
2655,E01002717,651013.2670346315,8.0,12.0,
2656,E01002718,706196.7866785742,,,
2657,E01002719,795737.8617763281,,,
2658,E01002720,451721.19116320007,1.0,1.0,2.0
2659,E01002721,746819.4893740201,8.0,12.0,
2660,E01002722,616058.1911598865,1.0,7.0,8.0
2661,E01002723,541264.4188950063,1.0,1.0,2.0
2662,E01002724,737875.5520522661,1.0,1.0,1.0
2663,E01002725,539494.0241181976,1.0,1.0,2.0
2664,E01002726,634714.8150416816,1.0,1.0,1.0
2665,E01002727,752077.1419627604,1.0,,
2666,E01002728,644003.658413576,,,
2667,E01002729,890017.9824288972,1.0,7.0,10.0
2668,E01002730,466088.7223692341,5.0,6.0,7.0
2669,E01002731,420342.63812463265,2.0,2.0,3.0
2670,E01002732,430121.73599285,1.0,7.0,10.0
2671,E01002733,464409.8928303894,,,
2672,E01002734,419215.1823937359,2.0,2.0,3.0
2673,E01002735,502308.6309705495,,,
2674,E01002736,342580.3080104586,1.0,1.0,2.0
2675,E01002737,355374.655550112,1.0,7.0,10.0
2676,E01002738,639014.7230667726,1.0,7.0,10.0
2677,E01002739,676489.8168046765,5.0,6.0,7.0
2678,E01002740,821203.4726160591,1.0,7.0,10.0
2679,E01002741,375379.7070410099,,,
2680,E01002742,619275.3800470204,5.0,6.0,7.0
2681,E01002743,675920.68631175,5.0,6.0,7.0
2682,E01002744,581274.5589121936,,,
2683,E01002745,680003.7746106789,5.0,6.0,7.0
2684,E01002747,544235.8756145901,5.0,6.0,7.0
2685,E01002748,503108.28391749697,5.0,,
2686,E01002749,498626.96605214546,5.0,6.0,7.0
2687,E01002751,483643.5108023256,1.0,7.0,
2688,E01002752,562289.2226114313,5.0,6.0,7.0
2689,E01002753,404760.63830542564,,,
2690,E01002754,503166.2284407392,5.0,6.0,7.0
2691,E01002755,449650.6652365123,1.0,7.0,
2692,E01002756,500558.62827089767,5.0,6.0,7.0
2693,E01002757,453466.9616701236,5.0,6.0,7.0
2694,E01002758,351610.04690916446,,,
2695,E01002759,495095.5697263439,5.0,6.0,7.0
2696,E01002760,362750.33137114794,1.0,7.0,
2697,E01002762,521137.0757766433,6.0,10.0,15.0
2698,E01002763,359833.52064771403,,,
2699,E01002764,448316.4394097147,,,
2700,E01002765,401883.65839344874,1.0,,
2701,E01002766,408817.4324404763,1.0,,
2702,E01002767,424608.4062914253,,,
2703,E01002768,476900.2254595457,,,
2704,E01002769,605293.943190192,5.0,6.0,7.0
2705,E01002770,498188.2928416128,6.0,10.0,17.0
2706,E01002771,497991.22401404835,5.0,6.0,7.0
2707,E01002772,415132.67929860175,,,
2708,E01002773,401114.9740312224,8.0,12.0,18.0
2709,E01002774,509028.5979394535,5.0,6.0,7.0
2710,E01002775,631493.1248842648,,,
2711,E01002776,556070.0695060325,,,
2712,E01002777,615663.7591431361,,,
2713,E01002778,441862.062788597,1.0,7.0,8.0
2714,E01002779,598227.6518237501,5.0,6.0,7.0
2715,E01002780,640740.6533980673,5.0,8.0,9.0
2716,E01002781,505209.9675017133,6.0,10.0,15.0
2717,E01002782,379183.93386899336,1.0,7.0,8.0
2718,E01002783,450627.55648848,8.0,12.0,
2719,E01002784,460882.94854199653,,,
2720,E01002785,554573.8241782899,5.0,6.0,7.0
2721,E01002786,444101.5053865716,,,
2722,E01002787,411071.16913949343,6.0,10.0,15.0
2723,E01002788,595380.3913280078,5.0,6.0,7.0
2724,E01002789,634502.5024040464,5.0,6.0,7.0
2725,E01002790,571586.4403219473,1.0,,
2726,E01002791,833215.069962063,6.0,10.0,17.0
2727,E01002792,844423.573130098,1.0,7.0,10.0
2728,E01002793,670153.2427314123,1.0,1.0,
2729,E01002794,803044.8555508532,6.0,10.0,17.0
2730,E01002795,653555.6823802879,6.0,10.0,
2731,E01002796,689074.0710627647,1.0,7.0,10.0
2732,E01002797,517930.91779743606,1.0,1.0,1.0
2733,E01002798,679235.8106861289,1.0,7.0,10.0
2734,E01002799,517176.0030446816,1.0,1.0,2.0
2735,E01002800,651221.9073062671,1.0,,
2736,E01002801,830025.1540624173,1.0,,
2737,E01002802,888678.1887629628,1.0,7.0,10.0
2738,E01002803,696639.7864988735,1.0,1.0,2.0
2739,E01002804,443393.49241730076,,,
2740,E01002805,457095.8982128085,6.0,10.0,17.0
2741,E01002806,489556.6455133235,5.0,,
2742,E01002807,380997.9080717226,1.0,1.0,
2743,E01002808,424658.1646100403,1.0,7.0,10.0
2744,E01002809,483845.66861079185,5.0,6.0,7.0
2745,E01002810,486231.7635776202,5.0,6.0,7.0
2746,E01002811,400670.23979033035,5.0,6.0,7.0
2747,E01002812,1345336.9661210983,5.0,6.0,7.0
2748,E01002813,1235438.5432748476,1.0,7.0,10.0
2749,E01002814,756785.5837321728,,,
2750,E01002815,908457.5391595283,,,
2751,E01002816,1407043.9006847942,1.0,7.0,10.0
2752,E01002817,1215664.7739412838,1.0,,
2753,E01002818,2133011.8825823157,1.0,1.0,1.0
2754,E01002819,1404317.3109071236,1.0,1.0,1.0
2755,E01002820,1420209.7079388315,,,
2756,E01002821,1441649.1715302365,6.0,10.0,17.0
2757,E01002822,1646156.6112607296,,,
2758,E01002823,1332559.911927941,1.0,7.0,8.0
2759,E01002824,1571735.6471740857,5.0,6.0,7.0
2760,E01002825,1518311.3482517404,1.0,7.0,10.0
2761,E01002826,1083087.030138639,,,
2762,E01002827,1266520.5000860586,1.0,1.0,1.0
2763,E01002828,1048109.6395464144,1.0,1.0,2.0
2764,E01002829,1101118.526061197,,,
2765,E01002830,769455.2442804307,,,
2766,E01002831,815576.3153504779,,,
2767,E01002832,1118128.4377419122,6.0,10.0,17.0
2768,E01002833,1192367.762254798,6.0,10.0,20.0
2769,E01002834,1479954.8618777636,1.0,7.0,10.0
2770,E01002835,1343434.264149089,1.0,7.0,10.0
2771,E01002836,1640939.9082604095,5.0,8.0,9.0
2772,E01002837,1354241.4201435272,1.0,7.0,10.0
2773,E01002838,1253076.192385089,,,
2774,E01002839,1121369.8912918877,5.0,6.0,7.0
2775,E01002840,601602.6221025658,1.0,,
2776,E01002841,644627.0776601998,1.0,7.0,10.0
2777,E01002842,422453.98485798156,,,
2778,E01002843,554481.1275435236,,,
2779,E01002844,1481491.438435819,1.0,1.0,2.0
2780,E01002845,917753.0388151488,1.0,,
2781,E01002846,681493.2777479405,5.0,,
2782,E01002847,829648.0066567438,5.0,8.0,9.0
2783,E01002848,828741.0685067453,5.0,8.0,9.0
2784,E01002849,1021303.5569303216,5.0,6.0,7.0
2785,E01002850,812167.7515713096,,,
2786,E01002851,801600.3172745729,5.0,6.0,7.0
2787,E01002852,382306.6033340968,1.0,7.0,8.0
2788,E01002853,591789.5158987384,1.0,1.0,1.0
2789,E01002854,415724.4004698589,,,
2790,E01002855,579990.056831524,8.0,12.0,21.0
2791,E01002856,847030.5618976475,5.0,6.0,7.0
2792,E01002857,373203.78292239585,1.0,1.0,
2793,E01002858,849497.4744647046,1.0,1.0,1.0
2794,E01002859,1625906.2682495045,1.0,,
2795,E01002860,1391117.6576157394,1.0,1.0,2.0
2796,E01002861,1356734.8818440475,1.0,1.0,1.0
2797,E01002862,790775.5039691214,1.0,1.0,
2798,E01002863,2098716.6170939705,1.0,1.0,2.0
2799,E01002864,1261742.8934781197,,,
2800,E01002865,2150144.468018469,,,
2801,E01002866,959301.5009519436,5.0,6.0,7.0
2802,E01002867,752492.8464060139,5.0,6.0,7.0
2803,E01002868,1315649.115335637,1.0,7.0,
2804,E01002869,959732.6579301012,,,
2805,E01002870,457374.35248674965,1.0,,
2806,E01002871,1319731.8947484076,1.0,7.0,10.0
2807,E01002872,971899.5879037855,1.0,1.0,2.0
2808,E01002873,1001932.7968463653,1.0,7.0,10.0
2809,E01002874,1273795.583436265,5.0,6.0,7.0
2810,E01002875,1930979.516605298,5.0,6.0,7.0
2811,E01002876,758633.7446340867,3.0,3.0,4.0
2812,E01002877,533338.5788147878,,,
2813,E01002878,699392.2222364102,,,
2814,E01002879,433168.37297671614,,,
2815,E01002880,331707.9337588571,,,
2816,E01002881,463036.4836187038,1.0,7.0,10.0
2817,E01002882,1358224.1971001027,5.0,6.0,7.0
2818,E01002883,1532776.5968326458,,,
2819,E01002884,1257226.893555768,6.0,10.0,20.0
2820,E01002885,1039888.751525049,,,
2821,E01002886,1793368.012604844,,,
2822,E01002887,1184720.9578981323,1.0,7.0,10.0
2823,E01002888,1125199.467769429,1.0,7.0,10.0
2824,E01002889,1704860.1121163834,6.0,10.0,
2825,E01002890,1592270.8141082127,,,
2826,E01002891,1433078.7544445954,,,
2827,E01002892,1480001.7189465875,1.0,7.0,10.0
2828,E01002893,862698.3174090954,5.0,,
2829,E01002894,1025107.8758456133,,,
2830,E01002895,1447084.971005157,1.0,7.0,10.0
2831,E01002896,1326480.1004490424,5.0,,
2832,E01002897,725579.5435833771,1.0,7.0,10.0
2833,E01002898,1579189.4497982974,5.0,6.0,7.0
2834,E01002899,851646.7905320721,1.0,,
2835,E01002900,1430793.3540935863,1.0,7.0,8.0
2836,E01002901,1559655.7351282998,,,
2837,E01002902,1509527.205556101,,,
2838,E01002903,1465828.1257173894,1.0,,
2839,E01002904,469620.3446048222,8.0,12.0,18.0
2840,E01002905,563084.8007924148,,,
2841,E01002906,509859.8529791509,,,
2842,E01002907,523501.890268191,1.0,1.0,2.0
2843,E01002908,497573.65132002236,3.0,3.0,4.0
2844,E01002909,836026.3916071841,5.0,6.0,7.0
2845,E01002910,1451102.2632027988,1.0,7.0,10.0
2846,E01002911,1391045.5496779692,1.0,7.0,10.0
2847,E01002912,983563.6091154891,6.0,10.0,
2848,E01002913,830531.3182093903,,,
2849,E01002914,970788.6872682014,1.0,1.0,2.0
2850,E01002915,253782.87035401436,4.0,5.0,13.0
2851,E01002916,322182.8184688043,3.0,3.0,11.0
2852,E01002917,307145.45970139565,3.0,3.0,11.0
2853,E01002918,213134.13498316827,,,
2854,E01002919,245828.5475861764,4.0,5.0,13.0
2855,E01002920,322720.3643264968,3.0,3.0,11.0
2856,E01002921,413813.23083781026,,,
2857,E01002922,410475.76831923827,3.0,3.0,11.0
2858,E01002923,292420.3143643108,3.0,3.0,11.0
2859,E01002924,383868.3515059198,3.0,3.0,11.0
2860,E01002925,366949.8231003598,6.0,10.0,15.0
2861,E01002926,324165.9365984396,3.0,3.0,11.0
2862,E01002927,267963.4706770246,3.0,9.0,12.0
2863,E01002928,305156.7973849851,3.0,,
2864,E01002929,420572.2466794072,3.0,9.0,12.0
2865,E01002930,320633.9802493992,3.0,3.0,11.0
2866,E01002931,348584.25726511324,3.0,9.0,12.0
2867,E01002932,244925.22071998552,3.0,,
2868,E01002933,375343.1053433276,3.0,3.0,4.0
2869,E01002934,419448.9865198192,3.0,9.0,12.0
2870,E01002935,373421.62444764125,3.0,3.0,11.0
2871,E01002937,385058.5611562465,3.0,3.0,4.0
2872,E01002938,405304.9040222102,3.0,,
2873,E01002939,211943.54998904467,3.0,3.0,11.0
2874,E01002940,236005.43998712552,3.0,3.0,11.0
2875,E01002941,229977.05256258923,3.0,4.0,5.0
2876,E01002942,224300.5391385333,3.0,3.0,11.0
2877,E01002943,212349.3030201036,3.0,9.0,12.0
2878,E01002944,208235.82630546688,3.0,3.0,11.0
2879,E01002945,224305.50033394588,3.0,3.0,11.0
2880,E01002946,215044.9675780746,3.0,3.0,11.0
2881,E01002947,223357.77726294176,3.0,,
2882,E01002948,232622.83674820611,7.0,11.0,16.0
2883,E01002949,231863.09963714588,3.0,3.0,11.0
2884,E01002950,241269.11308546618,3.0,,
2885,E01002951,440396.9766028896,3.0,,
2886,E01002952,790526.7061387284,4.0,5.0,6.0
2887,E01002953,533749.8242768327,4.0,5.0,6.0
2888,E01002954,339167.9028218063,4.0,5.0,14.0
2889,E01002955,374281.8837645111,4.0,5.0,
2890,E01002956,553214.8650998959,3.0,4.0,5.0
2891,E01002957,308667.4470773983,,,
2892,E01002958,326929.6835708999,3.0,9.0,12.0
2893,E01002959,514745.9588988163,3.0,3.0,11.0
2894,E01002960,387779.75708014815,3.0,,
2895,E01002961,390724.46770682896,3.0,3.0,11.0
2896,E01002962,292457.7768346487,3.0,,
2897,E01002963,365715.9563525968,3.0,9.0,12.0
2898,E01002964,344468.1140438435,,,
2899,E01002965,402873.5776571142,3.0,3.0,11.0
2900,E01002966,360401.4150867656,6.0,10.0,15.0
2901,E01002967,450459.9020647943,3.0,3.0,11.0
2902,E01002968,411662.30883256614,2.0,2.0,3.0
2903,E01002969,191210.98375603856,,,
2904,E01002970,261183.04127816213,3.0,3.0,11.0
2905,E01002971,309865.9035300244,6.0,10.0,15.0
2906,E01002972,324252.2488516152,,,
2907,E01002973,239367.45472821113,3.0,3.0,11.0
2908,E01002974,343547.7035354707,3.0,3.0,11.0
2909,E01002975,250399.99594161802,3.0,3.0,11.0
2910,E01002976,255842.07115972912,3.0,9.0,12.0
2911,E01002977,260348.47634625522,3.0,3.0,11.0
2912,E01002978,313969.48077326326,3.0,3.0,11.0
2913,E01002979,296493.9278818463,3.0,,
2914,E01002980,274938.2851607327,3.0,3.0,11.0
2915,E01002981,282380.5154084357,3.0,3.0,11.0
2916,E01002982,301378.38696009223,3.0,3.0,11.0
2917,E01002983,300909.7857112464,3.0,3.0,11.0
2918,E01002984,339879.8612875384,3.0,3.0,11.0
2919,E01002985,275729.7188436052,3.0,9.0,12.0
2920,E01002986,311718.09931691573,3.0,3.0,11.0
2921,E01002987,408066.1122819329,2.0,2.0,3.0
2922,E01002988,427767.6836371587,3.0,3.0,11.0
2923,E01002989,445713.1159314244,6.0,10.0,15.0
2924,E01002990,429721.8143514227,3.0,,
2925,E01002991,404025.0714200321,3.0,3.0,11.0
2926,E01002992,312746.04498396924,3.0,9.0,12.0
2927,E01002993,407022.9312658357,3.0,3.0,11.0
2928,E01002994,407912.9191906562,3.0,,
2929,E01002995,460187.68936952174,,,
2930,E01002996,334664.2006201123,3.0,9.0,12.0
