,2011,2018,2021,roads,oa11cd
132,0.65,0.65,0.725,1.0,E00000147
133,0.8,,0.8,1.0,E00000148
134,0.9090909090909091,0.5757575757575758,0.8787878787878788,1.0,E00000149
135,0.8125,0.75,0.65625,1.0,E00000150
136,0.7226277372262774,0.5401459854014599,0.7956204379562044,1.0,E00000151
137,0.8461538461538461,0.9230769230769231,0.9230769230769231,1.0,E00000152
138,0.6885245901639344,0.7540983606557377,0.7540983606557377,1.0,E00000153
139,0.5625,0.140625,0.328125,1.0,E00000154
140,0.8,0.8,0.8285714285714286,1.0,E00000155
141,0.783410138248848,0.6267281105990783,0.7880184331797235,1.0,E00000156
142,0.8571428571428571,0.8857142857142857,0.9142857142857143,1.0,E00000157
143,0.7792207792207793,0.5454545454545454,0.6493506493506493,1.0,E00000158
144,0.8048780487804879,0.6829268292682927,0.7073170731707317,1.0,E00000159
145,0.5609756097560976,0.5975609756097561,0.5609756097560976,1.0,E00000160
146,0.7317073170731707,0.5365853658536586,0.7560975609756098,1.0,E00000161
147,0.7916666666666666,0.9583333333333334,0.9166666666666666,1.0,E00000162
148,1.1111111111111112,1.1388888888888888,1.1111111111111112,1.0,E00000163
149,0.6285714285714286,0.6571428571428571,0.6285714285714286,1.0,E00000164
150,0.9024390243902439,0.6829268292682927,0.7804878048780488,1.0,E00000165
151,1.1666666666666667,0.5,0.3333333333333333,1.0,E00000166
152,0.7045454545454546,0.4772727272727273,0.45454545454545453,1.0,E00000167
153,0.6792452830188679,0.7924528301886793,0.7924528301886793,1.0,E00000168
154,0.9130434782608695,0.6521739130434783,0.6956521739130435,1.0,E00000169
155,0.8888888888888888,0.8222222222222222,0.8,1.0,E00000170
156,0.7090909090909091,0.7090909090909091,0.8363636363636363,1.0,E00000171
157,0.9333333333333333,0.7111111111111111,0.7777777777777778,1.0,E00000172
158,0.7421875,0.4453125,0.6171875,1.0,E00000173
159,0.7560975609756098,0.5365853658536586,0.6585365853658537,1.0,E00000174
160,1.0,0.5434782608695652,1.065217391304348,1.0,E00000175
161,1.0476190476190477,0.9523809523809523,0.9523809523809523,1.0,E00000176
162,0.8275862068965517,0.6206896551724138,0.9310344827586207,1.0,E00000177
163,0.7777777777777778,0.6944444444444444,0.8611111111111112,1.0,E00000178
164,0.9696969696969697,0.6666666666666666,0.696969696969697,1.0,E00000179
165,0.39568345323741005,0.2302158273381295,0.33093525179856115,1.0,E00000180
166,1.0,1.0333333333333334,1.1666666666666667,1.0,E00000181
167,0.5614035087719298,0.19298245614035087,0.2982456140350877,1.0,E00000182
168,0.8974358974358975,0.6153846153846154,0.717948717948718,1.0,E00000183
169,0.5897435897435898,0.6153846153846154,0.717948717948718,1.0,E00000184
170,0.7959183673469388,0.7755102040816326,0.8367346938775511,1.0,E00000185
171,0.7755102040816326,0.6938775510204082,0.7142857142857143,1.0,E00000186
172,0.8888888888888888,0.6666666666666666,0.6388888888888888,1.0,E00000187
173,1.0666666666666667,1.0,1.3,1.0,E00000188
174,0.6666666666666666,0.5833333333333334,0.7666666666666667,1.0,E00000189
175,0.8888888888888888,0.48148148148148145,0.5555555555555556,1.0,E00000190
176,0.68,0.72,0.56,1.0,E00000191
177,0.8076923076923077,0.8461538461538461,0.8846153846153846,1.0,E00000192
178,0.7619047619047619,0.8095238095238095,0.7142857142857143,1.0,E00000193
179,1.0,0.9375,0.96875,1.0,E00000194
180,0.5816326530612245,0.5,0.6020408163265306,1.0,E00000195
181,0.6285714285714286,0.7428571428571429,0.7142857142857143,1.0,E00000196
182,0.3741935483870968,0.4064516129032258,0.5032258064516129,1.0,E00000197
183,,,,1.0,E00000198
184,0.8703703703703703,0.8888888888888888,0.9074074074074074,1.0,E00000199
185,0.9473684210526315,1.0,1.0526315789473684,1.0,E00000200
186,0.7333333333333333,0.6333333333333333,0.7666666666666667,1.0,E00000201
187,0.4838709677419355,1.1612903225806452,1.064516129032258,1.0,E00000202
188,,0.7894736842105263,0.8947368421052632,1.0,E00000203
189,0.6296296296296297,0.5925925925925926,0.6296296296296297,1.0,E00000204
190,0.8723404255319149,0.6170212765957447,0.6170212765957447,1.0,E00000205
191,0.9545454545454546,0.8636363636363636,0.9545454545454546,1.0,E00000206
192,0.75,1.25,1.0,1.0,E00000207
193,0.9032258064516129,0.8064516129032258,0.9354838709677419,1.0,E00000208
194,0.7727272727272727,0.8181818181818182,0.8636363636363636,1.0,E00000209
195,0.5054945054945055,0.42857142857142855,0.4725274725274725,1.0,E00000210
196,0.9545454545454546,0.8181818181818182,0.8636363636363636,1.0,E00000211
197,0.5106382978723404,0.6808510638297872,0.6808510638297872,1.0,E00000212
198,0.6923076923076923,0.7692307692307693,0.7948717948717948,1.0,E00000213
199,0.4,0.5142857142857142,0.42857142857142855,1.0,E00000214
200,0.8846153846153846,0.8846153846153846,0.9230769230769231,1.0,E00000215
201,1.2222222222222223,1.0,1.0,1.0,E00000216
202,0.7142857142857143,0.5357142857142857,0.7142857142857143,1.0,E00000217
203,0.9090909090909091,0.9090909090909091,0.8484848484848485,1.0,E00000218
204,0.8823529411764706,1.0,0.8823529411764706,1.0,E00000219
205,0.7142857142857143,0.75,0.8928571428571429,1.0,E00000220
206,1.0,0.96,1.0,1.0,E00000221
207,1.206896551724138,1.0689655172413792,1.206896551724138,1.0,E00000222
208,0.8666666666666667,0.6333333333333333,0.9666666666666667,1.0,E00000223
209,0.8461538461538461,0.7692307692307693,0.8974358974358975,1.0,E00000224
210,0.6451612903225806,0.8387096774193549,0.8064516129032258,1.0,E00000225
211,0.6586826347305389,0.5449101796407185,0.7245508982035929,1.0,E00000226
212,0.6842105263157895,0.7631578947368421,0.75,1.0,E00000227
213,0.7857142857142857,0.8333333333333334,0.8333333333333334,1.0,E00000228
214,0.8,0.7,0.7333333333333333,1.0,E00000229
215,0.8780487804878049,0.5853658536585366,0.6097560975609756,1.0,E00000230
216,0.7954545454545454,0.6363636363636364,0.8181818181818182,1.0,E00000231
217,1.1081081081081081,0.972972972972973,1.0810810810810811,1.0,E00000232
218,0.8723404255319149,0.7872340425531915,0.9361702127659575,1.0,E00000234
219,0.8888888888888888,0.7222222222222222,0.8333333333333334,1.0,E00000235
220,0.7647058823529411,0.6470588235294118,0.7941176470588235,1.0,E00000236
221,0.9230769230769231,0.6410256410256411,0.8717948717948718,1.0,E00000237
222,1.2857142857142858,0.42857142857142855,1.2857142857142858,1.0,E00000238
223,0.8181818181818182,0.9090909090909091,0.7272727272727273,1.0,E00000239
224,3.0,5.0,4.0,1.0,E00000240
225,0.5,0.6666666666666666,0.16666666666666666,1.0,E00000241
226,0.6451612903225806,0.3548387096774194,0.8064516129032258,1.0,E00000242
227,1.1111111111111112,0.6666666666666666,0.8888888888888888,1.0,E00000243
228,1.0256410256410255,0.9487179487179487,0.8974358974358975,1.0,E00000244
229,0.7,0.5,0.5,1.0,E00000245
230,0.875,0.5,0.9375,1.0,E00000246
231,1.2272727272727273,0.36363636363636365,1.1363636363636365,1.0,E00000247
232,0.7894736842105263,0.5789473684210527,0.7368421052631579,1.0,E00000248
233,1.0,1.1818181818181819,0.9090909090909091,1.0,E00000249
234,0.8181818181818182,,0.2727272727272727,1.0,E00000250
235,0.35714285714285715,0.35714285714285715,0.7142857142857143,1.0,E00000251
236,0.6808510638297872,0.723404255319149,0.6808510638297872,1.0,E00000252
237,0.7058823529411765,0.5882352941176471,0.6470588235294118,1.0,E00000253
238,0.8,,0.2,1.0,E00000254
239,0.8260869565217391,0.9565217391304348,0.9565217391304348,1.0,E00000255
240,,,,,E00000256
241,0.7857142857142857,0.42857142857142855,0.6428571428571429,1.0,E00000257
242,0.5,,1.25,1.0,E00000258
243,0.7916666666666666,0.7083333333333334,0.7916666666666666,1.0,E00000259
244,0.9655172413793104,0.8275862068965517,1.0,1.0,E00000260
245,1.12,1.12,1.16,1.0,E00000261
246,0.9069767441860465,0.813953488372093,0.9534883720930233,1.0,E00000263
247,1.0,0.4,0.7,1.0,E00000264
248,0.8787878787878788,1.0,1.0,1.0,E00000265
249,0.8709677419354839,0.8387096774193549,0.9032258064516129,1.0,E00000266
250,1.0666666666666667,1.0,1.3333333333333333,1.0,E00000267
251,1.0,0.8571428571428571,0.75,1.0,E00000268
252,1.0666666666666667,1.1,1.1,1.0,E00000269
253,1.2105263157894737,1.2105263157894737,1.1578947368421053,1.0,E00000270
254,1.1764705882352942,1.2352941176470589,1.411764705882353,1.0,E00000271
255,1.2105263157894737,1.631578947368421,1.736842105263158,1.0,E00000272
256,0.9473684210526315,0.8947368421052632,0.8947368421052632,1.0,E00000273
257,0.8181818181818182,1.3636363636363635,1.6363636363636365,1.0,E00000274
258,0.5789473684210527,0.5,0.8157894736842105,1.0,E00000275
259,0.734375,0.59375,0.78125,1.0,E00000276
260,0.85,1.05,0.9,1.0,E00000277
261,0.8620689655172413,0.8275862068965517,0.8620689655172413,1.0,E00000278
262,0.9696969696969697,0.9090909090909091,0.8484848484848485,1.0,E00000279
263,1.0588235294117647,1.0,0.9411764705882353,1.0,E00000280
264,0.1875,0.625,0.625,1.0,E00000282
265,0.8125,0.71875,0.78125,1.0,E00000283
266,0.8846153846153846,0.8846153846153846,0.8846153846153846,1.0,E00000284
267,0.5454545454545454,0.9090909090909091,0.8181818181818182,1.0,E00000285
268,1.0,1.0,0.9523809523809523,1.0,E00000286
269,1.0869565217391304,0.6956521739130435,1.0434782608695652,1.0,E00000287
270,0.6216216216216216,0.7567567567567568,0.7567567567567568,1.0,E00000288
271,0.5,0.4166666666666667,0.19444444444444445,1.0,E00000289
272,1.2666666666666666,1.0666666666666667,1.2,1.0,E00000290
273,0.7894736842105263,0.6842105263157895,0.6842105263157895,1.0,E00000291
274,0.8571428571428571,1.0476190476190477,0.9523809523809523,1.0,E00000292
275,1.5238095238095237,1.0476190476190477,1.5238095238095237,1.0,E00000293
276,0.8787878787878788,0.8181818181818182,0.8484848484848485,1.0,E00000294
277,1.0,1.0952380952380953,0.9047619047619048,1.0,E00000295
278,0.8709677419354839,0.7419354838709677,0.8064516129032258,1.0,E00000296
279,0.9666666666666667,0.9333333333333333,1.0,1.0,E00000297
280,0.9333333333333333,0.9666666666666667,0.9333333333333333,1.0,E00000298
281,0.7555555555555555,0.8222222222222222,0.9111111111111111,1.0,E00000299
282,0.8518518518518519,0.7592592592592593,0.8888888888888888,1.0,E00000300
283,0.9387755102040817,0.9795918367346939,0.9795918367346939,1.0,E00000301
284,0.8484848484848485,0.8181818181818182,0.8484848484848485,1.0,E00000302
285,1.6363636363636365,1.8181818181818181,1.5454545454545454,1.0,E00000303
286,0.7777777777777778,0.5,0.7777777777777778,1.0,E00000304
287,0.7435897435897436,0.6666666666666666,0.8974358974358975,1.0,E00000305
288,0.96875,0.9375,0.96875,1.0,E00000306
289,0.65625,0.78125,0.734375,1.0,E00000307
290,0.6074766355140186,0.5233644859813084,0.6355140186915887,1.0,E00000308
291,0.9047619047619048,1.1904761904761905,1.0476190476190477,1.0,E00000309
292,1.0,0.8571428571428571,1.0952380952380953,1.0,E00000310
293,1.1785714285714286,1.1071428571428572,1.1071428571428572,1.0,E00000311
294,0.75,0.7857142857142857,0.7857142857142857,1.0,E00000312
295,0.6097560975609756,0.5975609756097561,0.6585365853658537,1.0,E00000313
296,0.3170731707317073,0.6097560975609756,0.5853658536585366,1.0,E00000314
297,0.8333333333333334,0.8333333333333334,0.8888888888888888,1.0,E00000315
298,0.875,0.9,0.9,1.0,E00000316
299,0.7647058823529411,0.6470588235294118,0.7058823529411765,1.0,E00000317
300,0.8648648648648649,0.8378378378378378,0.8648648648648649,1.0,E00000318
301,0.6764705882352942,0.8529411764705882,0.7058823529411765,1.0,E00000319
302,0.7272727272727273,0.7272727272727273,0.7818181818181819,1.0,E00000320
303,0.72,0.92,1.0,1.0,E00000321
304,0.7804878048780488,0.8048780487804879,0.8048780487804879,1.0,E00000322
305,0.7,0.7666666666666667,0.7333333333333333,1.0,E00000323
306,1.1904761904761905,1.0476190476190477,1.2380952380952381,1.0,E00000324
307,0.8372093023255814,0.6046511627906976,0.9302325581395349,1.0,E00000325
308,0.6451612903225806,0.6290322580645161,0.6612903225806451,1.0,E00000326
309,0.6075949367088608,0.620253164556962,0.6329113924050633,1.0,E00000327
310,0.7307692307692307,0.5769230769230769,0.6923076923076923,1.0,E00000328
311,1.2,0.4,0.6,1.0,E00000329
312,0.6153846153846154,0.5769230769230769,0.8076923076923077,1.0,E00000330
313,0.9615384615384616,0.8653846153846154,0.9807692307692307,1.0,E00000331
314,0.8636363636363636,0.8863636363636364,0.8181818181818182,1.0,E00000332
315,1.0,0.8048780487804879,1.0731707317073171,1.0,E00000333
316,0.9714285714285714,0.9714285714285714,1.0285714285714285,1.0,E00000334
317,0.6521739130434783,0.782608695652174,0.8478260869565217,1.0,E00000335
318,0.8333333333333334,0.7222222222222222,0.6111111111111112,1.0,E00000336
319,0.6779661016949152,0.7627118644067796,0.8135593220338984,1.0,E00000337
320,0.851063829787234,0.9361702127659575,0.8936170212765957,1.0,E00000338
321,0.9310344827586207,1.103448275862069,0.9655172413793104,1.0,E00000339
322,0.847457627118644,0.7288135593220338,0.6949152542372882,1.0,E00000340
323,0.7868852459016393,0.7049180327868853,0.7704918032786885,1.0,E00000341
324,0.8378378378378378,0.8378378378378378,0.8918918918918919,1.0,E00000342
325,0.8148148148148148,0.5925925925925926,0.6851851851851852,1.0,E00000343
326,1.0769230769230769,0.5384615384615384,0.7307692307692307,1.0,E00000344
327,0.84,0.84,0.96,1.0,E00000345
328,0.5555555555555556,0.5079365079365079,0.47619047619047616,1.0,E00000346
329,1.0344827586206897,0.9655172413793104,1.1379310344827587,1.0,E00000347
330,0.8571428571428571,0.7619047619047619,0.9523809523809523,1.0,E00000348
331,1.0,0.875,0.90625,1.0,E00000349
332,0.45714285714285713,0.6571428571428571,0.6571428571428571,1.0,E00000350
333,0.7037037037037037,0.5,0.5370370370370371,1.0,E00000351
334,0.6962025316455697,0.5822784810126582,0.810126582278481,1.0,E00000352
335,0.7142857142857143,0.7142857142857143,0.8928571428571429,1.0,E00000353
336,0.775,0.85,1.0,1.0,E00000354
337,0.7866666666666666,0.76,0.84,1.0,E00000355
338,0.7,0.56,0.64,1.0,E00000356
339,1.0925925925925926,0.9629629629629629,1.2222222222222223,1.0,E00000357
340,0.8421052631578947,0.6447368421052632,0.7894736842105263,1.0,E00000358
341,0.6190476190476191,0.6666666666666666,0.7619047619047619,1.0,E00000360
342,0.8571428571428571,0.7619047619047619,0.8571428571428571,1.0,E00000361
343,0.8333333333333334,0.7916666666666666,0.8333333333333334,1.0,E00000362
344,1.5,1.25,1.625,1.0,E00000363
345,0.6944444444444444,0.8333333333333334,0.8055555555555556,1.0,E00000364
346,0.782608695652174,0.9130434782608695,0.9565217391304348,1.0,E00000365
347,1.2222222222222223,1.1111111111111112,1.2222222222222223,1.0,E00000366
348,1.3076923076923077,1.1538461538461537,1.6923076923076923,1.0,E00000367
349,0.5362318840579711,0.5652173913043478,0.6666666666666666,1.0,E00000368
350,0.7586206896551724,0.7931034482758621,0.9655172413793104,1.0,E00000369
351,1.0,1.05,0.95,1.0,E00000370
352,0.9545454545454546,1.0,1.0454545454545454,1.0,E00000371
353,1.0526315789473684,1.0526315789473684,1.105263157894737,1.0,E00000372
354,0.46551724137931033,0.6724137931034483,0.7413793103448276,1.0,E00000373
355,1.1176470588235294,1.1764705882352942,1.2352941176470589,1.0,E00000374
356,0.8275862068965517,0.8620689655172413,0.7931034482758621,1.0,E00000375
357,0.7903225806451613,0.7903225806451613,0.8709677419354839,1.0,E00000376
358,0.48148148148148145,0.7037037037037037,0.7777777777777778,1.0,E00000377
359,0.4772727272727273,0.5,0.4090909090909091,1.0,E00000378
360,0.9846153846153847,1.1538461538461537,1.0,1.0,E00000379
361,0.8181818181818182,0.8181818181818182,0.8484848484848485,1.0,E00000380
362,0.7692307692307693,0.9230769230769231,0.8076923076923077,1.0,E00000381
363,0.4722222222222222,0.3888888888888889,0.5833333333333334,1.0,E00000382
364,1.4,1.4666666666666666,1.2666666666666666,1.0,E00000383
365,0.75,0.625,0.625,1.0,E00000384
366,0.7037037037037037,0.4444444444444444,0.9259259259259259,1.0,E00000385
367,0.9387755102040817,0.7755102040816326,0.8163265306122449,1.0,E00000386
368,0.6304347826086957,0.30434782608695654,0.5869565217391305,1.0,E00000387
369,0.9545454545454546,1.1363636363636365,1.0909090909090908,1.0,E00000388
370,1.0,0.9375,0.875,1.0,E00000389
371,0.55,0.85,0.875,1.0,E00000390
372,1.0,1.0555555555555556,0.9444444444444444,1.0,E00000391
373,0.5121951219512195,0.7317073170731707,0.6341463414634146,1.0,E00000392
374,0.8461538461538461,0.7692307692307693,0.7307692307692307,1.0,E00000393
375,0.7428571428571429,0.7714285714285715,0.8285714285714286,1.0,E00000394
376,1.0,0.7948717948717948,0.8974358974358975,1.0,E00000395
377,1.3333333333333333,1.0476190476190477,1.2380952380952381,1.0,E00000396
378,0.7555555555555555,0.9333333333333333,0.9333333333333333,1.0,E00000397
379,0.48148148148148145,0.8518518518518519,0.8148148148148148,1.0,E00000398
380,0.925,0.975,0.95,1.0,E00000399
381,0.9285714285714286,0.8928571428571429,0.9285714285714286,1.0,E00000400
382,1.125,1.125,1.125,1.0,E00000401
383,1.1428571428571428,1.0952380952380953,1.0476190476190477,1.0,E00000402
384,1.1428571428571428,0.8571428571428571,0.8095238095238095,1.0,E00000403
385,0.9310344827586207,0.7931034482758621,0.9655172413793104,1.0,E00000404
386,0.7142857142857143,0.7857142857142857,0.8214285714285714,1.0,E00000405
387,0.84375,0.78125,0.84375,1.0,E00000406
388,0.8611111111111112,1.0277777777777777,0.8888888888888888,1.0,E00000407
389,1.2142857142857142,,,1.0,E00000408
390,0.8076923076923077,0.7692307692307693,0.9038461538461539,1.0,E00000409
391,1.0,0.875,0.8125,1.0,E00000410
392,1.5,0.5,0.3333333333333333,1.0,E00000411
393,0.9142857142857143,0.6285714285714286,0.6,1.0,E00000412
394,1.0,0.9230769230769231,0.9230769230769231,1.0,E00000413
395,0.6296296296296297,0.5185185185185185,0.6296296296296297,1.0,E00000414
396,1.6153846153846154,1.0769230769230769,1.5384615384615385,1.0,E00000415
397,0.6666666666666666,0.7777777777777778,0.7777777777777778,1.0,E00000416
398,0.5357142857142857,0.6428571428571429,0.6071428571428571,1.0,E00000417
399,0.84375,0.375,0.375,1.0,E00000418
400,0.6774193548387096,0.7419354838709677,0.6774193548387096,1.0,E00000419
401,0.9310344827586207,0.5172413793103449,0.6551724137931034,1.0,E00000420
402,1.1388888888888888,1.0833333333333333,1.1388888888888888,1.0,E00000421
403,0.7297297297297297,0.5945945945945946,0.918918918918919,1.0,E00000422
404,0.8928571428571429,0.8214285714285714,0.8928571428571429,1.0,E00000423
405,0.5652173913043478,0.5652173913043478,0.6086956521739131,1.0,E00000424
406,0.8787878787878788,0.6363636363636364,0.7272727272727273,1.0,E00000425
407,0.75,0.75,0.5416666666666666,1.0,E00000426
