,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Leafy green residential,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Terraced,lsoa,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Terraced,proportion_Commercial,proportion_Estates,proportion_High-density,proportion_Leafy green residential,proportion_Low-density,proportion_Open green space,proportion_Other green,proportion_Terraced
1580,0.024390243902439025,0.012195121951219513,0.006097560975609756,0.12804878048780488,0.5548780487804879,0.012195121951219513,0.10365853658536585,0.15853658536585366,E01001606,0.006711409395973154,0.026845637583892617,0.026845637583892617,0.10067114093959731,0.5704697986577181,0.006711409395973154,0.12080536912751678,0.14093959731543623,-0.01767883450646587,0.014650515632673104,0.02074807660828286,-0.027377639548207572,0.015591749877230221,-0.005483712555246358,0.017146832542150936,-0.017596988050417428
1581,0.021929824561403508,0.013157894736842105,0.021929824561403508,0.2324561403508772,0.2543859649122807,0.043859649122807015,0.2543859649122807,0.15789473684210525,E01001607,0.05188679245283019,0.009433962264150943,0.014150943396226415,0.18396226415094338,0.2358490566037736,0.03773584905660377,0.2830188679245283,0.18396226415094338,0.029956967891426683,-0.0037239324726911615,-0.007778881165177092,-0.04849387619993381,-0.018536908308507127,-0.006123800066203243,0.02863290301224758,0.02606752730883813
1582,0.0205761316872428,0.0411522633744856,0.012345679012345678,0.19753086419753085,0.37448559670781895,0.18106995884773663,0.09053497942386832,0.0823045267489712,E01001608,0.0,0.08300395256916997,0.007905138339920948,0.1976284584980237,0.2924901185770751,0.1857707509881423,0.1857707509881423,0.04743083003952569,-0.0205761316872428,0.04185168919468437,-0.00444054067242473,9.759430049285922e-05,-0.08199547813074387,0.0047007921404056685,0.09523577156427399,-0.034873696709445505
1583,0.0703125,0.0546875,0.01953125,0.1171875,0.27734375,0.19140625,0.17578125,0.09375,E01001609,0.1111111111111111,0.0641025641025641,0.05128205128205128,0.05982905982905983,0.2948717948717949,0.15384615384615385,0.20512820512820512,0.05982905982905983,0.040798611111111105,0.009415064102564097,0.03175080128205128,-0.05735844017094017,0.01752804487179488,-0.037560096153846145,0.02934695512820512,-0.03392094017094017
1584,0.003745318352059925,0.018726591760299626,0.0149812734082397,0.1647940074906367,0.5842696629213483,0.011235955056179775,0.15355805243445692,0.04868913857677903,E01001610,0.021551724137931036,0.017241379310344827,0.021551724137931036,0.23706896551724138,0.4698275862068966,0.008620689655172414,0.16810344827586207,0.05603448275862069,0.017806405785871112,-0.0014852124499547988,0.006570450729691335,0.07227495802660469,-0.11444207671445172,-0.0026152654010073613,0.014545395841405157,0.007345344181841663
1585,0.013953488372093023,0.05581395348837209,0.009302325581395349,0.21395348837209302,0.4744186046511628,0.013953488372093023,0.15348837209302327,0.06511627906976744,E01001611,0.016666666666666666,0.10555555555555556,0.044444444444444446,0.17222222222222222,0.4,0.011111111111111112,0.17222222222222222,0.07777777777777778,0.0027131782945736434,0.04974160206718346,0.0351421188630491,-0.0417312661498708,-0.07441860465116279,-0.0028423772609819115,0.018733850129198953,0.012661498708010338
1586,0.022026431718061675,0.13215859030837004,0.05286343612334802,0.10572687224669604,0.22466960352422907,0.21145374449339208,0.21145374449339208,0.039647577092511016,E01001613,0.030534351145038167,0.15648854961832062,0.08778625954198473,0.0648854961832061,0.14122137404580154,0.22900763358778625,0.25190839694656486,0.03816793893129771,0.008507919426976492,0.024329959309950577,0.03492282341863671,-0.040841376063489934,-0.08344822947842753,0.017553889094394176,0.040454652453172785,-0.001479638161213305
1587,0.0017452006980802793,0.005235602094240838,0.0017452006980802793,0.15357766143106458,0.2547993019197208,0.36649214659685864,0.2164048865619546,0.0,E01001614,0.0,0.0046875,0.0015625,0.221875,0.0953125,0.3609375,0.315625,0.0,-0.0017452006980802793,-0.0005481020942408382,-0.00018270069808027918,0.06829733856893541,-0.15948680191972078,-0.0055546465968586145,0.09922011343804538,0.0
1588,0.1625,0.059375,0.034375,0.08125,0.040625,0.434375,0.184375,0.003125,E01001615,0.17231638418079095,0.062146892655367235,0.08192090395480225,0.07627118644067797,0.03672316384180791,0.2966101694915254,0.2655367231638418,0.00847457627118644,0.009816384180790949,0.0027718926553672377,0.04754590395480225,-0.004978813559322032,-0.00390183615819209,-0.1377648305084746,0.08116172316384179,0.0053495762711864405
1589,0.03862660944206009,0.017167381974248927,0.008583690987124463,0.12017167381974249,0.4034334763948498,0.13733905579399142,0.19313304721030042,0.0815450643776824,E01001617,0.056910569105691054,0.008130081300813009,0.016260162601626018,0.21138211382113822,0.2764227642276423,0.10569105691056911,0.23170731707317074,0.09349593495934959,0.018283959663630965,-0.009037300673435918,0.0076764716145015545,0.09121044000139573,-0.1270107121672075,-0.031647998883422304,0.038574269862870325,0.011950870581667189
